id,customer_id,tier_id,points_balance,enrolled_at,status
18741462-7b19-4538-90b0-9731e9db25b3,2949aa7a-85ad-46d1-8409-bf608167f72a,TIER-BRONZE,100,2025-09-26T16:42:10,active
ba81d5d6-b236-4cab-a99c-0e22562a022d,ff29ece6-95da-4800-acd2-b14950a339dd,TIER-BRONZE,13,2024-12-08T16:42:10,active
602a1fa2-531a-471f-9728-c393b4c7bd81,bb0bc182-b8f7-4f26-b794-dca522dd4cec,TIER-BRONZE,100,2025-10-04T16:42:10,active
bc0557cd-18ea-4a8e-b932-b7b273444595,f285aab8-56d5-40ad-92f1-61b0a4498890,TIER-BRONZE,100,2026-06-25T16:42:10,active
9942ed9d-b9ec-4c1a-b550-86a2ad0e4877,3bfe5d2b-8ab3-473f-b56c-cdd86fff8877,TIER-BRONZE,100,2026-04-24T16:42:10,active
f91f38ad-b29a-4c56-826d-504a1e19a929,84ee8f13-e5a2-4988-8f65-daa65801c5d1,TIER-BRONZE,100,2025-01-03T16:42:10,inactive
194b3135-e2f3-4ca8-9097-1b9ce4666691,2251b079-d6df-4d71-bd74-d2a00e841a9d,TIER-BRONZE,148,2024-10-25T16:42:10,active
726ca976-d9d6-45e5-98b3-893c52ab3a90,270b35bf-74ca-4601-91d8-16fe5196ca5a,TIER-BRONZE,138,2025-03-31T16:42:10,active
04915e55-99d3-4f46-ba91-bc05707d6e00,a3867ed0-9303-4ce2-b40d-a9711a5efef0,TIER-BRONZE,100,2026-04-21T16:42:10,active
e4a3b0f8-d76e-4660-91b4-3c64d3238a4e,89a5d615-2bb0-4843-8177-90bf7f452bfe,TIER-BRONZE,100,2026-01-31T16:42:10,active
c007d7a9-5dcb-4232-aab3-b4285e7f262a,b4413ac0-2fc9-4c91-b188-71c109d9be8f,TIER-BRONZE,100,2025-04-19T16:42:10,active
8146743e-439c-4f21-a281-35cbc092b41d,05e61dfb-4365-41c3-8f86-f9b259998765,TIER-BRONZE,172,2026-04-25T16:42:10,active
85b6b2f6-b628-438b-be12-9cd9b1565cfa,cd67e795-f5fa-470f-9a4f-4060d5951279,TIER-BRONZE,126,2025-02-01T16:42:10,active
3fa8b319-170c-4831-a675-47ac1baff6b2,d88e53e9-6885-44c1-a0ce-e8ea44f2dcfc,TIER-BRONZE,100,2025-07-06T16:42:10,active
6bbdcd44-425f-4e5f-94c7-e3f743877d05,a2388294-855e-4447-a3d5-b3649380d30e,TIER-BRONZE,100,2024-11-15T16:42:10,active
9caf2f9b-e3a3-4e00-a972-fa96afba4b52,32927010-1d7d-4cd9-a500-593804ff0e77,TIER-BRONZE,100,2025-10-29T16:42:10,active
c608ae5d-5e1b-4842-83cb-2f87fae40a0e,0bb6fcf3-0741-4179-af46-d26c45b77171,TIER-BRONZE,100,2025-05-06T16:42:10,active
497af7a7-307a-4201-8434-5feff56a324d,58e0c4db-27d0-4c06-9252-c40364b1ae74,TIER-BRONZE,100,2025-04-22T16:42:10,active
7fa284df-f883-417e-9f24-9e237e1679e1,0000bd8e-496c-42aa-9430-fea7f9bd6a96,TIER-BRONZE,100,2025-02-06T16:42:10,active
31267331-3b9b-439f-be7d-316a27aa0dee,5a056723-8fb6-4708-ba04-edc4e2854e74,TIER-BRONZE,122,2025-05-08T16:42:10,active
6eae5eae-b810-410d-932c-e25786583ddf,430e5411-6ed3-439b-93c3-e885b2a37d0f,TIER-BRONZE,100,2026-05-16T16:42:10,active
5f4005c9-69b4-46d6-8baa-77cf3bf7bac6,0edeaba5-35f3-4e68-98ca-f412d9cd14b5,TIER-BRONZE,0,2026-02-27T16:42:10,active
74bb89c2-f905-40bc-92bd-04f6f99de7d0,d9464bcd-0a19-4058-8fc1-bea843e6c339,TIER-BRONZE,129,2025-12-05T16:42:10,active
d78842f6-5ad7-4bbd-8a08-bfa9adc70773,2f162c0f-4d00-4d10-88ca-6dd2b94f24f5,TIER-BRONZE,100,2026-04-14T16:42:10,active
0fc8602c-80eb-42df-ac87-505d91da7711,416cd82a-8e13-48b3-a6e1-dadbf5a29d2d,TIER-BRONZE,100,2024-09-23T16:42:10,active
49803e3c-156e-4d2a-af9a-177add07fd2b,e8da2040-0489-4880-a881-ef127727f204,TIER-BRONZE,100,2025-03-16T16:42:10,active
3908bf11-d501-4f3f-8e30-b42f3f0f3796,d78e6e3f-3ff1-49b6-9dcb-129816aa0ecb,TIER-BRONZE,100,2026-01-29T16:42:10,active
c833161b-d6ec-4f0b-b434-ec0d4ecd768e,1380e029-b899-4413-a8da-0741720a6a06,TIER-BRONZE,100,2024-08-28T16:42:10,active
e44a4a6e-6eae-438c-801c-b6e8253e00cc,834105ff-e792-4a6f-be6d-fb89b4d75d4a,TIER-BRONZE,100,2025-02-09T16:42:10,active
33051893-747b-4d14-98ae-d33719fb504c,7aa35447-7686-43f7-bb98-14b1bc5fe250,TIER-BRONZE,100,2026-01-18T16:42:10,active
2be0cf5f-9d1d-481f-9067-39cd0c4d037a,296a6b8f-b21e-4485-ad7f-18c1262a0764,TIER-BRONZE,100,2024-09-19T16:42:10,active
92d57286-c0a0-4783-8b66-f70ba9bfb9c5,40c889c0-2020-4661-bb9a-564950b1a262,TIER-BRONZE,121,2024-09-28T16:42:10,active
15ded0c1-1b8d-4cbc-b16c-61a89d74aea3,5f31277a-2dcf-4273-81e3-312413596a23,TIER-BRONZE,100,2024-12-22T16:42:10,suspended
7220441a-0d6c-4ce8-bbfe-e8946a79b204,33326773-e843-48d9-9641-9990733d705a,TIER-BRONZE,116,2025-07-27T16:42:10,active
58fad450-052a-435e-ac20-7481dc0828b4,5960ff74-c2aa-4a55-9cee-c8f0532e2256,TIER-BRONZE,111,2026-02-01T16:42:10,active
de49a0bb-66a0-4631-ad08-d35460c324c8,b4cc95b0-6dbf-4264-a3ef-43fbbadf652a,TIER-BRONZE,100,2026-01-11T16:42:10,active
fe3fe3ad-9ced-4c86-b9fa-ee7747460f65,c712217e-16e5-4f51-a9f4-055b5176e747,TIER-BRONZE,100,2025-06-27T16:42:10,active
7e6c894d-48c4-4183-818e-8e42adcbd127,4fc0f100-7ad9-49a8-9620-f0e3a0e42a80,TIER-BRONZE,100,2025-03-04T16:42:10,active
cbc11c43-bcb6-4002-af30-2f570843e3ea,7528c8de-b892-4894-8892-94a29730aa9c,TIER-BRONZE,100,2026-02-09T16:42:10,suspended
667c56a2-98b8-46b7-b596-7ac686f66d5d,97bbee89-2209-4d9a-9f20-d3327baf7efe,TIER-BRONZE,114,2026-05-13T16:42:10,active
0f3f30fa-4409-47f5-9750-26e6a65daaf3,28f88fb0-d9fb-4c32-8470-1738493e863b,TIER-BRONZE,100,2026-05-09T16:42:10,active
6db1f6ca-edd0-43ef-a6fa-55d1b6789c8b,ab833d6f-87cf-4229-a1f8-707b52a55e5e,TIER-BRONZE,0,2025-12-26T16:42:10,active
886bcee5-48ef-4b45-8303-05eb9dd9b99d,d285a28f-6fa3-4c70-9469-73e7fe1787ae,TIER-BRONZE,133,2026-07-06T16:42:10,active
054f0bdd-5906-4278-b58b-1502bddea4e5,6a9699dc-eba5-4045-9b96-91504f0cfe77,TIER-BRONZE,100,2024-10-28T16:42:10,active
09ade14b-4281-47c6-9a15-3b9572d4c899,7fcd9f31-c0cb-4414-9981-9d014f593081,TIER-BRONZE,164,2025-11-17T16:42:10,active
1828878f-f555-4968-bc3f-1e19e377ee96,967d3e2d-8b15-4f43-a6b5-d1dd3934707d,TIER-BRONZE,100,2025-08-07T16:42:10,active
0020d77b-61d1-4125-9324-17a1e0e84f50,3ad60b3b-8b4b-4504-9d49-adfd74fe548c,TIER-BRONZE,100,2024-12-24T16:42:10,active
74e62f61-978d-4237-afd3-7f969194be8b,baa48fe5-b7a4-4ea7-8eaf-5387ded157f7,TIER-BRONZE,100,2026-02-25T16:42:10,active
d366b3a8-d655-43f3-a3d9-2ff819cf4f33,6e4bc86a-7c8c-457f-bc7a-61c6187a18f4,TIER-BRONZE,100,2026-06-23T16:42:10,active
c8a2dc14-e1a4-4035-a45d-16ee15951266,07571aa5-5581-4cf0-9a68-006051f37c8c,TIER-BRONZE,100,2024-12-19T16:42:10,active
8cae55b0-10e6-4e11-a0ea-5832962b5f3d,2661b9e7-3b2c-40ea-b349-251363d10a4e,TIER-BRONZE,141,2026-06-27T16:42:10,active
9754bdcb-8844-421d-aeb9-f1e8fd5553bf,6939d1d2-fba3-4888-8c53-6898bb73c26f,TIER-BRONZE,129,2026-06-29T16:42:10,active
a9dcfe06-e717-4d1a-8c06-1e6e3ff26774,9eac28b8-2264-4e48-9c2c-b3f7384bc20a,TIER-BRONZE,100,2025-12-04T16:42:10,active
3718db97-16bd-4dd5-b192-0cb08e2b2ac8,099dd9b8-0a76-482f-92e1-f754d25d5aee,TIER-BRONZE,100,2025-06-06T16:42:10,active
f4e2faf3-d818-4c9f-b685-adb91b8f1701,fd788ea1-7f9f-477b-b5fa-9a64962eb7f0,TIER-BRONZE,100,2025-09-13T16:42:10,active
22a566da-8e6a-4aeb-9a12-9a1073c9a130,758d0e66-e551-46a4-b8f9-0a98d7161e93,TIER-BRONZE,117,2026-02-06T16:42:10,inactive
74e13822-29f8-4c57-bee4-00b28a5c933f,a2ae6f2d-02bc-447f-9852-0d197780e7d4,TIER-BRONZE,43,2024-11-04T16:42:10,active
55744526-4cfa-417d-92f2-00524d04070e,943fb486-16d5-4258-99e7-8340b1862e76,TIER-BRONZE,129,2025-02-28T16:42:10,active
e65af9df-8ce9-45ff-b223-63f3d9599fca,71c65b56-3757-459a-ac5b-b50c76fb6a5e,TIER-BRONZE,0,2024-11-28T16:42:10,active
a1c3668b-0925-4b75-ac1f-107a2d64da9f,aeb1bb4a-8548-48ed-a8e2-c31bc682b091,TIER-BRONZE,100,2025-02-10T16:42:10,active
814ef075-6f97-4559-8cd5-ecd7869b5b3b,257291a7-c562-45b7-9229-49a527229518,TIER-BRONZE,32,2026-01-15T16:42:10,active
b45185f0-2537-4e56-a26d-970b8155a436,8aff4c2d-48b5-4b85-bf21-20ad95d18b6c,TIER-BRONZE,100,2025-11-11T16:42:10,suspended
174c817e-eda0-4811-96ee-52c1261d5220,3483e39a-260f-4974-9366-50c2d833307f,TIER-BRONZE,100,2024-11-02T16:42:10,active
2e0f6834-9ce0-458a-8bcb-08de918a377a,787f43ea-3f2a-4f90-967d-6479bad4f1a9,TIER-BRONZE,134,2024-12-04T16:42:10,active
730eb2f8-b37a-43d2-bdd2-34f4aa1126b4,d6914b8f-0d72-4044-a61b-055adb02f005,TIER-BRONZE,162,2026-03-04T16:42:10,active
909bcd90-0ea3-48fb-9abf-aa775ebd5cf1,6afcdfd4-7162-4241-9932-0cf1f3a2b6e7,TIER-BRONZE,104,2026-02-28T16:42:10,active
8f183b80-a6c8-451b-8c52-42bab4470389,19a91b0b-51dc-434f-978a-177588409f99,TIER-BRONZE,134,2025-07-21T16:42:10,active
