id,checkout_id,sku,quantity,unit_price_cents
5e5131dd-f303-44ea-a278-6638317b05c1,c46f2285-789e-4d4d-9611-7c23fa0a604c,JAF-003,1,1200
fb031255-91dc-4a45-9d00-1ce7b3043d5f,d2a9859e-eed1-41f8-902b-b5ed6b6d8147,JAF-005,3,1200
529e3f17-b245-468a-a2f4-328713bad5c3,d2a9859e-eed1-41f8-902b-b5ed6b6d8147,JAF-001,1,1100
93388d03-9d39-44ae-8213-5ac295a31049,9ffc3e91-0b72-4e0a-a484-7a0f8b63ee0e,BEV-003,3,600
be0385c2-010d-4d27-9990-e0fe1e85bb65,9ffc3e91-0b72-4e0a-a484-7a0f8b63ee0e,BEV-004,-1,700
e7308134-262b-4e54-9cd3-7628c1c53c13,9ffc3e91-0b72-4e0a-a484-7a0f8b63ee0e,BEV-005,1,400
ebf75732-da21-4f92-a933-8f1f5412ed06,9ffc3e91-0b72-4e0a-a484-7a0f8b63ee0e,BEV-002,1,500
d64bf045-8a39-4ed6-8349-87f189c9bc77,0e5df425-c648-43a8-abde-b7df521ed814,JAF-003,-1,1200
930cb6f1-e516-45f5-bc6a-9d45d3bf837e,0e5df425-c648-43a8-abde-b7df521ed814,BEV-004,3,700
01f0a1b6-d250-4a17-929d-972f33d3545a,0e5df425-c648-43a8-abde-b7df521ed814,BEV-005,1,400
a06006b4-bddc-4c8b-8cd8-ea150a2467c2,0e5df425-c648-43a8-abde-b7df521ed814,BEV-002,-1,500
8c27b98f-e99d-40db-9a51-520e2d886343,e757fc80-0354-4bd7-a6bb-9f7a66cdfca0,BEV-003,1,600
c510228f-68fb-4a81-b93f-84eac8e158ef,e757fc80-0354-4bd7-a6bb-9f7a66cdfca0,JAF-004,1,1400
841d672c-cd7c-427c-9ee1-765d11659613,c7a110d0-d260-4eed-a156-2e4c4e90e9bb,BEV-001,1,600
03312f2a-02a5-46ec-b182-74600721ca8f,c7a110d0-d260-4eed-a156-2e4c4e90e9bb,JAF-001,2,1100
fd22f08a-01c9-4265-b378-00bf39c8663e,c7a110d0-d260-4eed-a156-2e4c4e90e9bb,BEV-002,2,500
eaa493b2-a381-4f4a-a879-4cc84bd205a4,8f8d7c25-f4eb-42f0-9012-61460c190e2d,JAF-005,1,1200
a04b4fdd-dde9-46f2-9d48-22b1448682d8,8f8d7c25-f4eb-42f0-9012-61460c190e2d,JAF-004,1,1400
caf8aac5-e0da-45a2-86c6-22409977bdf0,8f8d7c25-f4eb-42f0-9012-61460c190e2d,BEV-005,1,400
5dfa396d-0891-441c-8ff1-b39d7361b839,c9c307e7-73df-46a4-85fc-2fd5b2483a37,JAF-001,1,1100
15285c23-2a47-45f3-a944-58c292203ae6,b8138734-be83-48ce-884f-a6f37b7e598c,BEV-004,1,700
c8248950-f724-4b89-bec2-79026c7d2ec8,b8138734-be83-48ce-884f-a6f37b7e598c,BEV-005,1,400
84d7628e-d76a-49bf-beb5-d014274f68c2,b8138734-be83-48ce-884f-a6f37b7e598c,BEV-002,1,500
f73531e1-44eb-448d-8cf4-16cf34fe0a68,69d47978-74a6-409f-8507-3c829dc5c98a,JAF-004,1,1400
4c122d6b-eeda-4485-b5ed-9ba477afec55,97fa50be-01b2-4a4f-9c47-0eeb3e21cd18,BEV-003,1,600
986dd94b-dfe3-494e-8b7c-be511cfdecc8,78cb0787-1720-471e-a05a-32c04f70132a,JAF-005,0,1200
c172f0b7-b977-48b6-bafd-6c264c3fab20,78cb0787-1720-471e-a05a-32c04f70132a,JAF-004,3,1400
0754cc46-d935-4f6e-8abd-1a6c3a097a03,71ac8b68-d6ef-432c-ba8e-cfdc4ebb38b6,JAF-003,1,1200
10c73e1c-7c73-4271-b551-104e8cb7dc84,b4ef3add-ced2-4795-9146-aef39ad48a81,JAF-001,1,1100
c2655b1a-58bd-46eb-98ea-5bddec85c014,9f30001e-546c-4445-b1fd-6c8718388ef0,BEV-004,1,700
1677c697-a3a8-44d3-a315-5b7121c586f1,475a8ad6-d8aa-4a17-8047-dfbdb3a25822,JAF-003,1,1200
0565dc27-b8dc-4404-8648-87e156baa6cb,ac032b7a-4f23-450e-a4d1-f030ac384f68,JAF-003,2,1200
bc6e6dda-677e-47c6-a2b5-6063ddf12cae,ac032b7a-4f23-450e-a4d1-f030ac384f68,BEV-001,3,600
88547a9d-48cc-4ba4-9717-b8b70e3f4564,d464285a-9f24-4852-b084-eef52e281cc2,JAF-002,3,1100
481d35c2-df3f-424b-863d-39f3be3fb75b,c57a63d8-6a8a-4d78-82e3-eb7e426c34b8,BEV-003,1,600
abcf4874-219b-4c0e-8850-392fa02bd0a9,c57a63d8-6a8a-4d78-82e3-eb7e426c34b8,JAF-002,1,1100
bf433437-abdb-4bce-8be6-577f9381611e,ff975f45-0642-4955-b4e3-591efb9ec864,BEV-003,0,600
0f5df546-fede-4515-ab42-7d53d3c52ca0,ff975f45-0642-4955-b4e3-591efb9ec864,BEV-002,0,500
7ccdcfa5-624f-4ab8-bd53-bb166653d787,ff975f45-0642-4955-b4e3-591efb9ec864,JAF-005,2,1200
0432a3f7-fcf6-4ef3-b151-4cfeed7cabab,5b6dcc44-3266-4809-9242-b528f04cd566,JAF-004,2,1400
9b0fe072-df50-4216-bd41-0007035a8a01,c69dbb95-6574-4632-91a9-87ebcdca6894,BEV-005,2,400
b87aaecb-72a5-4cb1-9dd5-0d7aa042fbd8,c69dbb95-6574-4632-91a9-87ebcdca6894,BEV-001,3,600
d51eaa69-b256-418b-8b8d-764d7cf97a61,c69dbb95-6574-4632-91a9-87ebcdca6894,JAF-004,1,1400
685209cd-f527-4854-9779-06ecd0247912,abb786fa-90b0-4ac2-8ccc-29f2b67381ef,JAF-005,1,1200
ad435c4f-5288-4140-baf1-1b019dddeb4c,f41c0386-5952-43b8-ad5c-3a317d992a0b,JAF-002,1,1100
346a3ca8-c73f-482c-8042-81ed6b8c96f8,f41c0386-5952-43b8-ad5c-3a317d992a0b,BEV-004,1,700
09a3d6b7-8083-45f3-a4c2-e8f533261960,f41c0386-5952-43b8-ad5c-3a317d992a0b,BEV-003,1,600
be497301-9337-4774-9b41-51b1e2b126ea,63b34c6c-5627-45ca-9755-20ec5b186896,BEV-005,1,400
c5ddc06d-0b96-40ed-a109-75eae54211e8,ec8caff4-aa6c-4804-b81a-de9ca4ec5b80,BEV-002,1,500
9b533d67-78dd-440d-b227-479ac8a6e815,ec8caff4-aa6c-4804-b81a-de9ca4ec5b80,JAF-002,1,1100
747db850-0928-4169-9029-3519fd72bc63,ec8caff4-aa6c-4804-b81a-de9ca4ec5b80,JAF-005,1,1200
0a554acd-2175-4746-8c57-3ab3eee857ee,ec8caff4-aa6c-4804-b81a-de9ca4ec5b80,BEV-003,2,600
be75306a-db10-4197-885e-595e44f6671d,58da401e-9e8c-42c3-b22c-5e4e80d05671,JAF-004,1,1400
4e1dba98-d0fc-421a-9579-11292bcfa93f,03267644-c31b-4e7b-b6bb-000350caec96,JAF-003,2,1200
4c57c4f7-821f-4c98-b17e-3cc26f2a7853,03267644-c31b-4e7b-b6bb-000350caec96,BEV-003,1,600
4d369846-95dd-4bec-b48d-b19f39b52373,e48f9f64-adb3-4286-9ade-f4dd8f2abd7c,JAF-002,2,1100
164f0c77-3964-45a2-a15c-e69ad374540e,e48f9f64-adb3-4286-9ade-f4dd8f2abd7c,JAF-003,2,1200
6c70a77e-1690-4dda-a651-b132c1353824,e48f9f64-adb3-4286-9ade-f4dd8f2abd7c,JAF-004,3,1400
f88a98b7-70ea-47de-9f04-f5d9e29327ee,0f61e28e-7a75-4a43-9adb-42c84c77d741,JAF-005,1,1200
96ca2f98-c626-4988-bbcf-bc62ce51e2b1,0f61e28e-7a75-4a43-9adb-42c84c77d741,JAF-005,1,1200
9f4a1bbc-3b15-4ba2-802d-df78c47834f0,c4bf1fca-d874-4ab0-ab5e-9c6e819f7d25,JAF-001,1,1100
5d78c978-cf44-477c-a362-a83dca13bcb4,9fcc9915-a7ff-44c1-8d0f-59f1a67ca6cb,BEV-001,1,600
3a738ac9-b88a-4614-b146-db9076cc9c2a,9fcc9915-a7ff-44c1-8d0f-59f1a67ca6cb,BEV-005,1,400
c89e9c99-5396-4d89-9152-4151b6aca856,22f3f369-c0e7-4646-91a7-f308c385d8a7,BEV-004,2,700
67f85404-80e8-4a9b-a654-313060c3d220,22f3f369-c0e7-4646-91a7-f308c385d8a7,BEV-002,1,500
fee398a2-e0e3-4aeb-a131-72a5bfd1b907,07a77e4d-c633-4662-8ec9-5ca617650869,JAF-002,1,1100
ca0fa1b6-02ff-4c6d-9abc-f275736c5be4,07a77e4d-c633-4662-8ec9-5ca617650869,JAF-005,1,1200
d892e9a7-3c7d-49cd-98fe-97e5abefad54,80c232ae-96d2-4f09-93ee-582eba557cc9,JAF-004,1,1400
0c22d964-63a3-4d15-8385-47de464b0d7f,80c232ae-96d2-4f09-93ee-582eba557cc9,BEV-004,1,700
a1f1506a-d75c-43a9-8935-6775a97021f8,80c232ae-96d2-4f09-93ee-582eba557cc9,JAF-005,2,1200
41c4d989-af6c-4f93-809a-3bdf739963c1,f6b601ad-1a76-4066-aab2-5d90f10347b3,BEV-005,1,400
1daa3992-75e9-4a6d-9f04-b09c32b8f67d,f6b601ad-1a76-4066-aab2-5d90f10347b3,JAF-003,1,1200
aa79764f-e5cb-49d2-a009-9be6ecb94a8d,f6b601ad-1a76-4066-aab2-5d90f10347b3,BEV-001,1,600
ae62faad-473c-47de-8799-f1e69fa6513b,9d7dea03-72cf-4913-a3ef-6579fe6d7253,JAF-004,2,1400
e458679a-5afa-441f-95a9-d2be833d43aa,00f771f2-d1c2-46bf-90f9-4f7c1bcf2090,JAF-005,1,1200
be2b0315-bc74-4c4e-932f-6dcda3ab8268,169e6146-8054-4a64-a17d-b4c46081d30a,BEV-004,2,700
63273980-6817-402e-ad26-2bf93700da22,93f44239-0645-40ee-a85f-c626346cf3dd,BEV-001,1,600
c8a846ef-d963-4d4c-b0fa-4740daecc2f5,93f44239-0645-40ee-a85f-c626346cf3dd,BEV-004,1,700
e5ef3b6c-660d-4dbe-8072-e4f20badbfe7,80658fd7-2c3d-4f43-b96a-adadf0fee152,BEV-002,2,500
9fa1c07a-0bd0-4ef1-84c4-2ae6a34b4c12,80658fd7-2c3d-4f43-b96a-adadf0fee152,JAF-004,1,1400
8ce87bad-1830-4f6e-9de0-e068e4182caf,80658fd7-2c3d-4f43-b96a-adadf0fee152,JAF-003,1,1200
82fc6791-6c6a-4d4b-a09a-ea4e041fa599,80658fd7-2c3d-4f43-b96a-adadf0fee152,BEV-003,1,600
81695eb9-2c20-4bab-b715-71b87e04e205,8ca92c1c-838f-4163-8436-e1706d5d9e49,BEV-002,1,500
be630431-5f3c-4c38-94f2-1274a1543933,8ca92c1c-838f-4163-8436-e1706d5d9e49,BEV-004,1,700
ef96f034-6cca-497c-9bc0-27e7e7836e4c,c2bb61fc-dbbe-41b9-9ed5-0964d211fda8,BEV-004,2,700
e780fb6e-5171-45d3-b58a-5a4c46d0fd42,0858ca5c-3561-4293-b365-8eb1aaaefd46,JAF-001,1,1100
90fb621c-34f0-45b4-8a62-d8a05e50a9f7,0858ca5c-3561-4293-b365-8eb1aaaefd46,BEV-001,2,600
680f5f89-c8c3-46aa-89d9-cf20c45410ac,0858ca5c-3561-4293-b365-8eb1aaaefd46,JAF-001,2,1100
1ad7054e-ea93-4f0a-9041-01ed3fce9b6d,0858ca5c-3561-4293-b365-8eb1aaaefd46,JAF-002,1,1100
f2aa060f-d43e-47ff-9ece-d25afaebdb33,d0d9c309-c68c-4433-8b5e-b571b1f70ad3,JAF-004,2,1400
f71747d3-9243-4340-a2a9-e96cc00f8266,c4e03e5e-a541-49b2-9909-4c279c76c16f,BEV-004,2,700
2c053fdb-7821-412f-9999-e9fcfe080081,c4e03e5e-a541-49b2-9909-4c279c76c16f,JAF-004,1,1400
1ae01165-b5ad-4306-bbd4-5dfe360b16b1,eb933685-b3ec-4129-a0a0-d1de0e39ccda,BEV-004,1,700
427780d0-5bd0-41e1-a473-e4c581cc9f4d,29a6dfe8-7391-48a2-9074-9bbadba1c225,BEV-005,1,400
fdb8cb9a-b430-4c16-8946-998dab4478de,79a74e0b-856b-48bc-9c50-17c460cb9650,JAF-004,1,1400
bd4cb74e-e574-4368-98e1-20d32fc64068,79a74e0b-856b-48bc-9c50-17c460cb9650,BEV-001,1,600
bacf8c4c-f2cc-4137-b0eb-2f5474c902a9,79a74e0b-856b-48bc-9c50-17c460cb9650,JAF-004,1,1400
b0cc270e-0152-4e4a-b5e4-75a1acb29703,79a74e0b-856b-48bc-9c50-17c460cb9650,JAF-001,1,1100
08738549-63e1-43f8-8d78-f9377dcf2e1a,5c135492-9767-445e-93c9-4310edc46ee8,JAF-004,1,1400
04202006-832c-4ddc-a2c7-a545c8453014,5c135492-9767-445e-93c9-4310edc46ee8,JAF-004,1,1400
d9112912-e59e-41af-8ff7-3fb7c527d1c3,598cf036-8365-42cf-b742-93f4ae0bb8cb,BEV-002,2,500
bba1ed82-1211-4d20-8ee1-3f4f4e8d472d,598cf036-8365-42cf-b742-93f4ae0bb8cb,BEV-001,1,600
243b3315-fd65-4fdd-bfd5-32fd5f4e9113,2b2b234c-91d7-41a7-b6f7-9d27f8021705,JAF-001,1,1100
63369cad-0047-4468-b087-9c8356ee2536,fa1a10e8-e7bc-4e4e-9d4f-2c35fecfad9a,BEV-001,1,600
702adce0-1ad8-43b1-8b96-095b675d8772,e1523113-2408-47fe-b8f4-cb38467b02ed,BEV-003,1,600
9b5830a4-ad32-4652-9b04-173c89069473,c559b52d-8fb4-4591-92b7-59fe381e6e50,JAF-004,1,1400
c1666375-c7f9-4b8d-bbba-df880c6f72e2,c559b52d-8fb4-4591-92b7-59fe381e6e50,JAF-003,1,1200
3f188ba3-fe38-4af6-a74f-59677b1bfc7e,c559b52d-8fb4-4591-92b7-59fe381e6e50,JAF-004,1,1400
1c772e06-977a-4306-9590-d70015089d8a,0e48c2cb-a7ca-46c9-9a57-4534ed34838b,BEV-002,3,500
93b79c79-6833-4830-95ec-cacb7e039386,9e18ab06-684d-496c-822b-548d809605d1,JAF-003,2,1200
ceaef66d-09a5-4870-a712-099ab1470501,d5b53df9-8837-4f8c-b691-5730e6319d0e,BEV-003,1,600
0dca3810-2873-4e4e-8a0f-e8ed95af1490,8dfe4a7e-d409-4ebf-aa5d-14ef8ec9e8da,JAF-003,1,1200
d9e8260a-7663-4d24-874d-1d509218f771,8dfe4a7e-d409-4ebf-aa5d-14ef8ec9e8da,JAF-005,1,1200
b1f52d01-b7db-4642-aeb6-5db5da182ccf,4cdcbcc1-ac4d-4f3f-a5a9-e3e1b8f2684d,JAF-003,1,1200
fde54384-abc1-4619-831b-68ffc3437f8b,511a6b5c-078d-4cc4-b9fc-e6387e9244f1,BEV-002,2,500
7136d0b6-8953-4ee3-b37b-e1450b6dc309,511a6b5c-078d-4cc4-b9fc-e6387e9244f1,JAF-002,1,1100
bdfe5f83-2ba6-47ec-9f8c-5814cfdbac2a,62826370-cb52-4cba-8b6c-983485390e88,BEV-003,1,600
e97620f3-e55e-470a-90ca-574e08b80acc,62826370-cb52-4cba-8b6c-983485390e88,JAF-002,2,1100
0e0b7bdf-cef4-4534-a092-8364a666efa6,62826370-cb52-4cba-8b6c-983485390e88,JAF-001,1,1100
42282950-b121-4aa4-8910-731a7b523a67,62826370-cb52-4cba-8b6c-983485390e88,JAF-005,2,1200
394f4e3a-1504-4e22-a721-8de1e4ae6840,77fbefc4-134f-47ef-b6b7-6ea73afa5d54,BEV-005,1,400
c79cb3f3-db47-4378-b5d5-31bd99eb562c,77fbefc4-134f-47ef-b6b7-6ea73afa5d54,JAF-003,3,1200
26a2d1ad-c3b9-47e2-a68f-b2e623c6c566,4c27d0c1-e69d-472d-a15a-5ff3fb484f39,BEV-005,1,400
4b12effa-09fa-4956-a36e-6e964da81d19,10d63f74-6f8c-46f4-b448-4ae868a0a596,JAF-004,1,1400
370b647e-ecbc-4fa0-ba87-dbecd781176e,10d63f74-6f8c-46f4-b448-4ae868a0a596,JAF-004,1,1400
e7915cb8-4672-4e7f-b6d4-f6ba513e24eb,10d63f74-6f8c-46f4-b448-4ae868a0a596,BEV-001,1,600
f0343519-a9c4-4d71-864b-49b639876c79,42ce4004-3ea6-4875-8bbe-36d3d69249c1,JAF-004,1,1400
8958008e-fa24-4468-91c8-2c810df4bb9b,42ce4004-3ea6-4875-8bbe-36d3d69249c1,BEV-002,3,500
ad74cd4a-ea3d-41a8-b819-2c73c7bd80a5,42ce4004-3ea6-4875-8bbe-36d3d69249c1,JAF-004,1,1400
c7b0b38d-ed4f-4d89-9246-fdeb1b005641,2beb3529-3cd5-4526-aeb1-3a7b49f82e39,JAF-001,1,1100
284e8930-9a69-4db9-8bd5-ff2adc004633,2beb3529-3cd5-4526-aeb1-3a7b49f82e39,BEV-005,2,400
7b433c52-6219-4208-9370-062e334b349d,1f615482-9d72-4ed7-814b-e0ee2f5b0f45,JAF-003,3,1200
bb0ea1c5-e89e-4309-b271-c78808653bb8,1f615482-9d72-4ed7-814b-e0ee2f5b0f45,BEV-002,1,500
de452bb4-891d-405a-b488-54c08526dce6,1f615482-9d72-4ed7-814b-e0ee2f5b0f45,BEV-002,1,500
5195b52a-01ce-49b2-977f-a06a1b0a045b,3a6286c7-62e1-431d-b2ac-abfb67cf0b59,BEV-003,2,600
aefd1e95-8ce9-43ec-b4c4-476ffac703d8,3a6286c7-62e1-431d-b2ac-abfb67cf0b59,JAF-003,1,1200
0eb93124-b850-40b1-b075-0e4cb976524d,3a6286c7-62e1-431d-b2ac-abfb67cf0b59,JAF-004,1,1400
c4290f3e-d2ff-4f7b-b043-f7e757372180,8b94c4b7-6cca-4321-bf97-d1b058dabcc4,JAF-001,1,1100
4db9200f-b41a-4e29-a856-6f27d501b141,8b94c4b7-6cca-4321-bf97-d1b058dabcc4,JAF-004,1,1400
905bdf09-1ac9-4bae-bb90-ad1cc68c5dfd,8b94c4b7-6cca-4321-bf97-d1b058dabcc4,JAF-004,1,1400
8ee26d97-0f68-409f-a4a4-e20748ab4398,a9c0dbe6-195e-4b5c-b353-d2f8cea32154,JAF-005,1,1200
cd8ead7b-f823-4bb5-be46-17ffb261e200,a9c0dbe6-195e-4b5c-b353-d2f8cea32154,BEV-002,1,500
905c4af8-20b5-43fb-8751-bce5b7a625b5,a41b4c9d-928d-4c1c-93cb-8adad95988b4,BEV-003,1,600
c20827f1-bc44-4bdf-92ef-8e2b637f16fe,a41b4c9d-928d-4c1c-93cb-8adad95988b4,JAF-002,1,1100
4ef6c9a8-98b0-4889-8ea7-8390a533ba72,a41b4c9d-928d-4c1c-93cb-8adad95988b4,JAF-002,1,1100
378ddb78-1577-46df-be00-e329c014bc97,a41b4c9d-928d-4c1c-93cb-8adad95988b4,JAF-001,3,1100
272c718d-a17c-41bf-8a3e-563882123c9d,7a3eb917-d344-44e0-9da4-995e90d0b878,JAF-005,3,1200
0bc7bbb6-96f3-4aac-8cad-458aee59f0b0,7a3eb917-d344-44e0-9da4-995e90d0b878,BEV-002,1,500
8df36254-aa01-4fd0-a4f6-c734d20ad03a,7a3eb917-d344-44e0-9da4-995e90d0b878,BEV-004,1,700
a41bcd98-a447-4fc0-8adc-5795eee40ce6,cc38dea8-23b9-4159-ba36-b05297fdbcf5,BEV-003,1,600
53946e25-fe12-4f8d-bc05-a8c96fd82d15,8e81e7a3-caf4-4738-923b-526e2d4ccbcf,BEV-002,1,500
3a1aa3da-886b-46b7-86d6-fdeed371c1de,f299adf0-9635-4ad7-8abd-2c20642e4045,JAF-002,1,1100
7535182d-ba42-43ce-9fc7-1c05b864acc5,f299adf0-9635-4ad7-8abd-2c20642e4045,JAF-005,2,1200
47773c21-5bc1-423f-ae4d-9e2b203e79be,8f5e6f2f-15f5-4766-be37-a390c1a0a6ed,JAF-003,1,1200
04ad2ac8-914c-464c-9854-897820c17e2e,623f0fc2-f1a3-43d3-9530-ad11900e78c5,JAF-003,1,1200
0d885ae9-289d-4703-9057-802a0df9d3cc,623f0fc2-f1a3-43d3-9530-ad11900e78c5,BEV-005,1,400
a5f96be6-eb7b-4c5e-a6a4-b0624384475b,c2c09c99-6c65-4ed7-98de-5eb6b7b0c629,JAF-005,2,1200
5d8b031b-a88d-42cf-9745-99db482aa0cd,c2c09c99-6c65-4ed7-98de-5eb6b7b0c629,BEV-004,2,700
7cc9ca6e-2bb8-4451-be5c-c24591595ca5,067a719d-ddaa-4e45-b535-1f6606abb521,BEV-003,1,600
66544020-d5cd-4c82-a612-61d809d1ea06,067a719d-ddaa-4e45-b535-1f6606abb521,BEV-005,1,400
f79a5e5e-7c22-4a64-8159-02ffb035a401,f1b01b3f-35ee-4cb3-b16c-e1ac2270e4e9,BEV-002,1,500
c4c06e2f-f036-4118-86c9-774bef5ab219,f1b01b3f-35ee-4cb3-b16c-e1ac2270e4e9,JAF-003,1,1200
c92f5a71-9e63-4f7a-af27-2124b4d638b7,f1b01b3f-35ee-4cb3-b16c-e1ac2270e4e9,BEV-002,2,500
017fdbd5-abef-4ce1-b72a-7e8d14eed9eb,e34200cb-464e-4a30-8075-e2705b919f52,BEV-003,1,600
83905bfe-32a6-4798-b02c-40c2912f44db,7d2f7fc8-28a5-423d-aa04-1feabd721464,BEV-005,1,400
327c5a60-93ff-44cf-9b45-ae09609e082d,7d2f7fc8-28a5-423d-aa04-1feabd721464,BEV-003,1,600
d04f11b8-5eef-4ae9-9ceb-c9f367287eb6,7d2f7fc8-28a5-423d-aa04-1feabd721464,BEV-004,1,700
bc3fb8a7-7982-492e-bf35-c5226d854c0e,7d2f7fc8-28a5-423d-aa04-1feabd721464,JAF-005,1,1200
268b0123-e280-40d0-ad02-b2cf508ca3e4,14b9de07-e85d-41a8-af17-7bc91649dea2,BEV-004,2,700
a3891f8f-d0c1-4396-9693-d6d465f1702d,75928a6c-c3d1-4a85-937c-11c489c9c921,JAF-003,2,1200
e472022c-22ba-420c-96ad-d6e8cc04b8ea,75928a6c-c3d1-4a85-937c-11c489c9c921,JAF-005,1,1200
2cd29356-54b5-4123-9e54-1b830fe20886,096aa2ec-2fd3-4ab0-af1c-01e1ce0125e7,BEV-004,1,700
004c127a-cc4b-449f-aa51-b5f84a33561e,0fd1c945-1394-4215-ab20-cd620f757202,BEV-003,1,600
5bd3be07-aac6-4ba9-bbaa-1e7423e50def,0fd1c945-1394-4215-ab20-cd620f757202,BEV-005,1,400
cd587aef-b049-47df-a63b-b0ae1113e53f,0fd1c945-1394-4215-ab20-cd620f757202,JAF-003,1,1200
95554622-f932-48eb-8576-22c83abec38e,7dcf8c42-26cf-4088-bc85-377dcaf22f13,JAF-001,1,1100
f9d2c405-94ef-4f53-81cc-2595896c366d,7dcf8c42-26cf-4088-bc85-377dcaf22f13,JAF-003,1,1200
43371255-8fbb-46ea-8421-38c19989be35,7dcf8c42-26cf-4088-bc85-377dcaf22f13,JAF-004,1,1400
e85743de-909c-4748-8edb-b87bbe5de956,6e8a55d7-3cd0-4a85-9534-790f889f76ea,BEV-001,2,600
0dd5320c-a7aa-45d7-b04f-c13f746b1587,6e8a55d7-3cd0-4a85-9534-790f889f76ea,JAF-001,1,1100
e6ad7145-7f1d-45de-b60d-d92213cf2fb7,92fe3f3d-f0b0-4cd1-88e9-611b8a70ff70,BEV-003,1,600
f5e16f39-63b8-4842-81f3-005dade4726d,92fe3f3d-f0b0-4cd1-88e9-611b8a70ff70,BEV-001,3,600
c4405440-639f-41cb-a822-04e1236920a9,92fe3f3d-f0b0-4cd1-88e9-611b8a70ff70,JAF-001,3,1100
bb30d0a1-4bf7-422f-9807-ea8f41472c86,92fe3f3d-f0b0-4cd1-88e9-611b8a70ff70,JAF-001,1,1100
bc5163bc-4774-41cc-9a94-446ab7f33f2e,46dc5764-fd47-41ba-ba12-0591fec95da9,JAF-005,3,1200
c6992e99-5482-4a88-923e-3973f8861811,669e5c74-1577-48da-9815-bdb6cf822b26,BEV-003,1,600
e7eb18ec-6166-4a87-8a2d-11b300c97767,ce852f53-dee0-4a82-baec-e5532d3f91d4,BEV-002,1,500
7c395507-5f86-4c41-8299-b78a8b407659,ce852f53-dee0-4a82-baec-e5532d3f91d4,BEV-005,1,400
8c262bba-ffb1-44ac-afb9-1a3eb48c35ac,ce852f53-dee0-4a82-baec-e5532d3f91d4,BEV-002,1,500
1b980c60-a8ac-4e6b-b146-1d711091ce9d,719a9d92-ed1f-4578-a7c1-a57c7863f908,JAF-004,2,1400
d389b69b-1b54-475e-a6e1-e07b1c193471,e47524a1-2f79-48f1-8777-3de2d88f921c,JAF-001,3,1100
3192047a-7267-4bb5-b466-003d00144e08,e47524a1-2f79-48f1-8777-3de2d88f921c,BEV-002,1,500
917da064-d283-4836-9b90-f4a75972aa62,e47524a1-2f79-48f1-8777-3de2d88f921c,JAF-002,2,1100
2dbf98a5-de5b-474a-b83a-bd355498e905,7460f697-1dd6-41d4-8be7-8c13157090ce,JAF-005,3,1200
