id,shipment_id,attempted_at,outcome,attempt_number
2930a499-3bcf-4b6e-a129-506ba6a737ff,40eaacdb-b8d1-402e-bd0c-31c2cfd98af5,2026-03-16T15:13:21,delivered,1
3b27b8b6-abe7-4c39-8245-1e267f55371c,365645cb-e937-4081-a7ef-cd43ce2a9c58,2026-08-13T22:24:31,delivered,1
1cf9beff-424f-44e6-8157-340a97891dd3,b0a923c0-e7ed-4eec-8ab7-7a2a7ab607d8,2026-04-10T15:39:31,delivered,1
fe3c5cec-02c6-49d6-aaa5-831cb490d97e,d43a4684-27d0-48e8-9c3d-e7a4d2dea0d0,2026-08-13T01:12:10,refused,1
98f17dee-c2cc-4cc7-81c1-53a72d6242c4,d43a4684-27d0-48e8-9c3d-e7a4d2dea0d0,2026-08-14T01:12:10,delivered,2
374793dc-b7ad-41fa-94a8-61ab27e69b99,52d0bfeb-deb1-4b96-9f87-aca69019f418,2026-07-22T06:48:35,delivered,1
e4b07fa1-2a37-4347-9f85-25ddca641658,6c7eeea1-42c4-472f-93f1-4c102f4c8a42,2026-04-02T15:20:04,delivered,1
094ada8d-0804-4e87-b0cb-adb4539cdc9d,7aa7557e-b7c1-4010-b3dd-00041559d985,2026-08-02T01:50:38,refused,1
e9fa7c5c-769b-47a7-af58-91f78a7dfe3f,7aa7557e-b7c1-4010-b3dd-00041559d985,2026-08-03T01:50:38,delivered,2
49d773b5-12e2-40d5-9f67-7803b8a7f91c,082b092e-ea08-46b9-a790-331b2570a028,2026-04-11T17:02:42,delivered,1
276b4d56-12b9-4f54-8914-4501d3ae1bdc,1364185c-4197-492e-b783-e0bfe2830688,2026-03-22T16:21:13,delivered,1
e2f14342-0ae6-44fc-82c9-d58b393b12b8,4d72029f-e54a-4700-9ca9-886d70a61473,2026-05-17T13:15:43,delivered,1
90bb389b-78dc-47a8-aaab-7ea8fdc673ed,5a52e690-910c-4c48-b899-2c394a251ae2,2026-08-08T01:52:19,delivered,1
902cb3c8-6ded-4f77-bd05-797c6f3aeaa3,b2cf341a-0f5b-4067-8238-ab1c784f8efc,2026-05-18T08:24:14,refused,1
e06c2680-7dd1-4112-9604-eec20704c3d0,b2cf341a-0f5b-4067-8238-ab1c784f8efc,2026-05-19T08:24:14,delivered,2
9ef942c1-148b-4202-99bb-2a5c07152214,8bab8c87-17b5-4a8f-b5d4-cbdd4b1bcdad,2026-05-03T23:56:03,delivered,1
fad797bf-257f-4cf1-8dcf-d75b1a4f4852,ab904450-37b2-4047-a683-419366f27ccc,2026-07-12T09:03:52,delivered,1
0fcde419-ed3e-4cf9-acd8-c715a3cdc76f,194a860c-b8b8-4287-8b02-98e33fd64428,2026-03-07T20:09:42,delivered,1
72331376-c025-4260-a7a8-222e1a772566,83c04fbb-085c-4571-b985-347d34c0323f,2026-07-16T18:18:50,delivered,1
b24f437a-9ff7-4718-85e8-e7f62f854e98,30541e37-49d6-498f-9032-9c5ce536c487,2026-07-06T02:47:25,delivered,1
4d421999-350b-4ced-ac75-f47be1eaba74,1fbdefd3-86ae-4fb8-91bc-1b0b71c8dd3c,2026-04-14T18:01:13,no_access,1
39292869-d678-4f3b-8fc8-72ae0c2e8b76,1fbdefd3-86ae-4fb8-91bc-1b0b71c8dd3c,2026-04-15T18:01:13,delivered,2
e434339e-e1d7-42fd-8d6f-7e8eb807c426,0b89c99f-cd85-4cf2-a228-4396e1a32bf6,2026-07-14T16:19:15,delivered,1
68eaa9d9-ba91-457d-ac17-e6a8f412fa8c,916a0b7f-b83c-44a0-83f4-5c75bf636fe4,2026-07-10T08:48:52,delivered,1
1941c871-0af3-4fba-ad1d-d6aa4106c68f,7037286b-820b-478b-acee-2756ecbca9a5,2026-02-21T07:40:25,delivered,1
998fe04c-e3e4-476d-a260-640ff87cd4c6,bccd340a-3257-438b-b829-f283e5fbcdd0,2026-03-03T15:09:23,delivered,1
818d381b-e8ba-4671-8386-11c7e843b192,85210da6-23af-429b-bf02-5583dcee6d6e,2026-03-21T03:51:11,delivered,1
a2396bcc-f5ae-4719-9af9-b6356be24c52,0dbb0d51-a813-4a87-a80a-b7d9c6d59249,2026-04-11T10:15:11,delivered,1
1c7461a9-323a-4106-b9f8-f1ea1608f42e,fbb8cfb3-761f-484b-9dac-19994b711257,2026-04-22T11:26:23,delivered,1
4121d981-80bc-40c1-9730-b3cc050d39e5,3da5bc65-7073-4fc9-95ac-d3022f327fa7,2026-06-22T08:12:23,delivered,1
2c82aa84-e0b7-4aa2-ad17-a941e0d5379a,a134c737-5bf1-4d67-a6ec-77c021b93e72,2026-07-17T22:14:21,delivered,1
3b7dd5fb-1102-47ec-a98e-23fb73e3bc7b,8a47b3b0-b22e-480c-8b5d-4e059ce1ee0b,2026-04-15T00:49:16,delivered,1
34639508-d420-40e9-ac10-91df01dfcb38,6a10f4c0-7792-461c-8191-e9527c61f118,2026-03-09T14:29:48,no_access,1
f441e473-5cc5-4458-9244-1ac216d406a3,6a10f4c0-7792-461c-8191-e9527c61f118,2026-03-10T14:29:48,delivered,2
1d14eaed-660b-48e2-a317-c8a7df91c9e8,906142b4-8809-4392-b6da-549e5e7a6ca6,2026-06-22T17:15:14,refused,1
b01eebf1-4052-4042-acf1-a5e8be44ffcd,906142b4-8809-4392-b6da-549e5e7a6ca6,2026-06-23T17:15:14,delivered,2
4f7ae33a-c8b1-4817-8610-68f66fa4b23e,2ef75b73-2777-4258-b374-990ff89a202d,2026-03-12T20:12:59,delivered,1
d3a8d818-f954-4909-8643-bebd9809c975,4845022d-e469-40a3-82c5-211fa41f5e2b,2026-04-07T04:49:02,delivered,1
329f28c3-c02e-4981-b3aa-a71aac1e6e7e,11be58d6-be31-4f4b-9624-ee27ccd4eda7,2026-07-29T04:03:56,delivered,1
2f85e31c-78bf-431a-9bd9-0639bc9efceb,70f436f2-c635-4b2d-af17-fe24f197f054,2026-04-17T08:58:06,delivered,1
dd0b5a9c-5c51-4da9-8be5-1d633e82321a,ba5508e9-aa32-4144-9e62-e5f367210d63,2026-05-09T22:30:03,refused,1
20eca815-f03a-4c21-939d-0d4d7702063b,ba5508e9-aa32-4144-9e62-e5f367210d63,2026-05-10T22:30:03,delivered,2
eb5006e3-24c8-41aa-93b4-979ef078a7ab,a107a224-2171-45ad-b4a8-54a1b725a6de,2026-06-06T08:11:18,delivered,1
5437e036-16f8-47cf-bece-159842cb8a21,e91c3bc0-3305-4ff9-bdb9-3be6719d7062,2026-06-23T21:30:52,delivered,1
b3545231-4868-43ad-a8c5-0ad72c685915,f90a0b36-9d80-45f2-bebe-538842626d3f,2026-05-21T04:25:50,refused,1
e816876f-1fba-4586-a266-7b3eca7bbaff,f90a0b36-9d80-45f2-bebe-538842626d3f,2026-05-22T04:25:50,delivered,2
f875b276-ef09-40e3-804e-4557dcaefced,341ad07c-3ec3-4c30-9c46-e42183353786,2026-08-14T17:04:28,delivered,1
99b10ef6-27fc-4122-b1a9-bf4ae93bebd1,399df822-71a9-41bd-80ef-d4174e833b70,2026-02-28T22:48:52,delivered,1
a766a1ab-decd-4a21-94cc-c309dffc9d67,3057e087-9e4d-4c6c-a8ea-d3e4264733ce,2026-03-02T18:23:26,delivered,1
202cfddc-d87b-4e57-834e-f1e9e2853d81,52d483b5-7781-4f85-bc5b-c39ef1ab3178,2026-06-05T05:13:32,refused,1
79b51130-29b0-4950-9865-536a1684ddb7,52d483b5-7781-4f85-bc5b-c39ef1ab3178,2026-06-06T05:13:32,delivered,2
f6b34123-0929-4550-842d-83e56f68d864,a70c6745-5f86-4fe2-af67-74bcc3ddaa6b,2026-07-09T14:19:02,delivered,1
832e1b94-7d72-4337-ab8c-54c3c0304656,5a55298f-02c2-45ae-b8a1-b0140dcbc1ed,2026-08-12T21:23:14,delivered,1
3fad8558-62bf-41f0-8af1-edb742e4037e,3d2de827-ec68-4762-afb4-d902b26c8198,2026-04-15T10:12:38,delivered,1
16efeacc-a46a-4692-9966-6d699c231fc5,74999c13-4f36-421b-a751-cd83d2b525fd,2026-03-23T02:05:05,delivered,1
932117a9-eaf4-4de1-86a5-e15fa701dd62,3ff7ca1d-96e5-4e12-9f39-1502d1dcd7a2,2026-02-22T22:06:03,delivered,1
008a0920-68de-405b-8dd3-ab547a1855e2,c0049166-08e9-4a24-9661-9f666b8d2497,2026-07-02T04:32:49,delivered,1
e2860336-8046-43ad-ac9f-bf7fceee8d35,6ce6bc85-eb3e-4153-97c3-4b0d335b04d4,2026-06-11T15:58:38,delivered,1
46714c92-ed18-4448-9a5a-bf11c97ed7bf,2bfc360f-2cb9-4292-84a5-ffefa601ca6f,2026-04-17T12:27:02,delivered,1
6f277f90-e71f-4efe-a677-660fafe22793,9f77f8fe-74fd-4a16-8652-2ae9a3ce84e0,2026-07-19T16:45:10,delivered,1
5e30b939-a28d-4332-9cb5-517a67cc08ae,da6cd6b4-e263-4a19-8768-b07092a9678f,2026-04-22T16:48:23,delivered,1
067252c0-f35d-4a49-88fc-ba8dd4f9a1d7,9edaad75-ddad-4c58-98fb-fbd712187698,2026-04-08T19:25:58,refused,1
18f241a9-30cf-4525-bba1-b43dfe25b80e,9edaad75-ddad-4c58-98fb-fbd712187698,2026-04-09T19:25:58,delivered,2
01892764-d38a-4710-abf0-cd41ffef188e,161a92b0-b169-4277-998a-e3ee7326ca7d,2026-07-09T18:55:25,delivered,1
15b8d7e5-58cc-4223-8134-a61792bbdf58,5da041b8-4f0e-47cd-9b35-71ccd42cea4b,2026-06-07T02:30:50,delivered,1
c59979ef-32f0-412b-9c09-0438916a84c3,02f664c5-c4a9-4f88-a4d0-00661e3f59f0,2026-05-04T05:59:29,delivered,1
f5ada2b1-8667-4171-aee8-9c013fa38d02,426e9496-0d9b-4ec0-913a-4108bd656afc,2026-03-20T00:36:34,no_access,1
9812105e-c1dd-4b8a-bbb3-95c612102e74,426e9496-0d9b-4ec0-913a-4108bd656afc,2026-03-21T00:36:34,delivered,2
14e7338a-f385-4712-b7ad-f4f52351e319,2abff4b0-e984-4825-9dbb-041748658c58,2026-05-13T10:04:36,refused,1
8914ed61-9f33-43e3-8db9-f2f307491160,2abff4b0-e984-4825-9dbb-041748658c58,2026-05-14T10:04:36,delivered,2
2c1ac74d-a4c0-4462-9598-c9da026b4618,61ebc732-cd73-4840-82eb-44cf9620d4a0,2026-03-25T01:06:20,delivered,1
71b9b7f9-0e1a-4792-a98e-42ce26e786bc,eb7bec9d-8d4c-4827-8789-32dc4c72b9c3,2026-04-11T08:29:52,refused,1
96964999-14a8-423b-8163-0894a3da50db,eb7bec9d-8d4c-4827-8789-32dc4c72b9c3,2026-04-12T08:29:52,delivered,2
bf9035e9-b340-4a37-b3b9-8b094b7b9012,4bcc1d9c-973e-434f-8e8b-23fed6a507cf,2026-07-20T17:06:59,delivered,1
6d2183ba-2c3d-4f0f-8552-2cfc6a2b250f,3d583b68-3c06-45fa-9d7a-dc981d4b43e3,2026-04-10T00:47:32,delivered,1
0be5ce8d-f160-46f9-ab48-a4724cea00c6,baae83e2-c156-423c-acbc-a55468c57f84,2026-05-27T17:30:22,delivered,1
779f5b96-2fb7-4a7f-94c0-b0ff064fb340,cab7e495-5783-4e63-a400-53ab350674c1,2026-03-19T13:39:06,delivered,1
184a3086-9e7d-429d-b465-2e7cdc015657,e8c78ed3-12f2-482d-9dd5-3e0f686842a0,2026-04-13T01:23:34,refused,1
85a14eca-a09b-4c81-a55d-168604de73e8,e8c78ed3-12f2-482d-9dd5-3e0f686842a0,2026-04-14T01:23:34,delivered,2
04808855-2c7e-4ed1-8ef5-13de8028f9a7,c2920980-5f57-448a-9c47-60710fe08645,2026-03-27T20:13:45,no_access,1
6a06e4ac-5698-4f04-9ffc-9d089e31d19b,c2920980-5f57-448a-9c47-60710fe08645,2026-03-28T20:13:45,delivered,2
72fb89b9-c9df-4474-85fe-cd75148b0e46,1b3104b0-9749-4d59-9448-68049b21c736,2026-03-16T15:23:26,delivered,1
080ed06d-4c5b-4f4e-b804-8a882d743182,428071d4-5609-4073-8543-45376eeea57b,2026-07-05T02:10:38,delivered,1
a4d1156b-cd2a-498b-93fc-cedc16808f62,d0e27928-ebdd-4fde-a4e4-d8c8640ffc52,2026-07-18T07:12:51,refused,1
29d4a4e1-6270-4db9-aaf2-a40ecd12d0ec,d0e27928-ebdd-4fde-a4e4-d8c8640ffc52,2026-07-19T07:12:51,delivered,2
71607f8b-ed59-4f71-a09e-ef953e4b030a,0052e516-9e9a-48d9-a262-0d9a021872ca,2026-07-21T23:30:00,no_access,1
3ddda952-c51d-4bff-9cdf-1932c024a9ac,0052e516-9e9a-48d9-a262-0d9a021872ca,2026-07-22T23:30:00,delivered,2
dcdc11bb-faf1-4e5c-9e1a-8a9c923a1191,f95f40f0-a552-4809-ba14-76c8f0d4944c,2026-04-08T22:18:01,refused,1
8cf18b46-2bfb-4dbb-9969-42bbfc035167,f95f40f0-a552-4809-ba14-76c8f0d4944c,2026-04-09T22:18:01,delivered,2
068a0624-e79d-4507-8d21-909e1e193d2b,9fb74f16-1191-496f-968e-bf83fd5193e0,2026-07-23T16:23:53,delivered,1
dca3c4e8-12fb-4d6a-8842-1215f5015100,965b00cb-dd24-4417-af31-7a8bacc052d0,2026-03-27T17:23:22,delivered,1
c4658d71-7de0-4a70-90e7-12fdb0d3d5ff,87850d22-27c7-4574-b6bb-3265f3809949,2026-07-18T12:31:33,no_access,1
359d7298-51a7-478f-b975-153fa05a88f6,87850d22-27c7-4574-b6bb-3265f3809949,2026-07-19T12:31:33,delivered,2
7eb77e31-c2f3-44ea-8d96-d6e88a38351b,20ccadd1-897d-462b-b7d7-2542278643ea,2026-07-09T23:17:37,delivered,1
64bd38ff-44bc-4b0f-bfdb-b6cbfd980edd,b652c7b7-d565-422d-82d1-bf61475e097b,2026-02-22T18:11:42,delivered,1
aab3c653-6855-442f-8cd6-f039f9376950,375b4dff-7028-4684-8350-c0b7caf69ac0,2026-06-17T18:00:56,delivered,1
9471e112-04ad-4ce1-bad9-7e98493077ce,4d35a20c-aa7f-414f-b606-20679799e5a5,2026-04-30T22:22:31,delivered,1
89faa53d-feb6-4d2e-ac65-aadf9dcfbc2d,ef6afd93-b2f4-41af-b729-c5e3f066c197,2026-04-01T04:21:57,delivered,1
8f0bbfe4-8bbc-4ed1-adca-10a2711b64c8,c2660969-d15f-410c-aec4-6d9e15c9d5f9,2026-03-18T06:01:35,no_access,1
6e8d64c2-43c1-4827-b64b-896311ef4c27,c2660969-d15f-410c-aec4-6d9e15c9d5f9,2026-03-19T06:01:35,delivered,2
8eb1a48b-248e-4a73-a37f-a3817a32e5d6,0cbfda0a-42b7-4158-9959-8b6fd92842a8,2026-04-01T08:00:54,delivered,1
b93531fd-dc70-4132-a190-13fc9ca9fba8,5144c38e-9bb4-41ef-9592-bee4cc69140a,2026-06-14T02:14:37,delivered,1
62fbb191-9bd3-484a-99ca-c51fba6ef3b9,ccc505ad-45c5-49a0-b40c-79dcbc591a1c,2026-04-08T11:15:16,delivered,1
ca0b3940-1243-471c-bf18-bd97bb25bc21,28280765-03a1-4f66-8b8a-64c0b2fa8160,2026-04-10T05:11:26,delivered,1
667c7c9a-db57-455c-a969-9277e3ab7442,c6155a0e-1e90-48f8-97fd-179009a78f2e,2026-05-16T13:45:57,delivered,1
d2e1e48f-9d95-4bc5-b628-604c9594dddd,3a1cf27a-c8e0-4437-919d-09dc52689002,2026-07-14T20:33:49,delivered,1
3fe0ca38-871f-4a7d-a295-99ff68d26d90,36286750-aace-4c7c-882a-28552a20d5c6,2026-04-04T14:44:54,refused,1
6f32491e-d9d3-44cc-9986-5998096aa322,36286750-aace-4c7c-882a-28552a20d5c6,2026-04-05T14:44:54,delivered,2
d95c7637-3637-476d-aecf-1ed6be5472d2,1750ec7e-9ee3-4b46-a899-37fb85a5ba83,2026-05-04T04:33:52,delivered,1
8fd8ecff-7649-4bc0-a4a7-cfee1950ce27,22c48206-324b-448f-b5e6-cb2f6869ea33,2026-04-07T17:30:35,delivered,1
65b8a4ad-1f4c-4e1d-b172-95e56deaa764,2d5ea933-e98e-4b91-9348-5969d11346b3,2026-08-14T03:57:59,delivered,1
95acb012-be54-456b-92bf-6f56afb69b3e,8a3f5b80-0e75-40b8-92a6-2e20f22dc1ba,2026-07-25T01:18:06,delivered,1
c928d4a2-b163-404a-9a92-28f0f0865c0e,4b3f8056-f5cc-4043-8ba9-134d265dff94,2026-07-21T20:33:17,refused,1
6428ab46-223b-436b-9950-b987f9c09560,4b3f8056-f5cc-4043-8ba9-134d265dff94,2026-07-22T20:33:17,delivered,2
02166e64-0be7-4c3c-834c-f56883f240fe,efbdfc45-aef5-405e-a5e8-a03a8b61e819,2026-06-02T11:07:45,delivered,1
3445f70e-3ac6-4b48-b610-1f7fc201bf1a,47777a8c-1570-4925-8481-25642f086e04,2026-04-25T17:39:31,delivered,1
9ee9aab9-64e4-4b24-a225-25993f121f5d,698b4920-8d2a-4d6a-9600-58294dfc3065,2026-05-30T03:32:15,delivered,1
2e292cc4-806c-44ec-9dc4-c428df1f4e0c,1dd281af-db60-41e3-adae-f78bc0fd9b29,2026-07-05T13:42:40,delivered,1
2ac491e3-ac59-42e0-972e-c568728f396f,a6b40d25-911d-4a27-a052-b4abcb546248,2026-07-19T08:11:14,refused,1
3fa5e016-8fb4-4a00-b2be-3afdc2a870ce,a6b40d25-911d-4a27-a052-b4abcb546248,2026-07-20T08:11:14,delivered,2
ef2ecfe3-995b-46b6-ad4d-c09249cd0b29,6d4b4698-20ad-4c26-b988-c4d3c777a0e5,2026-04-11T21:38:57,refused,1
fffd9af2-68d4-4877-aee8-8a53e70d5738,6d4b4698-20ad-4c26-b988-c4d3c777a0e5,2026-04-12T21:38:57,delivered,2
381d0932-0173-48f7-9eb4-d4dac0b5ecec,9cae5e83-f940-4403-9105-1700c5090a6c,2026-02-25T15:58:24,delivered,1
af6ca3d4-dd88-458e-b2c9-e8b41e496b43,37607e53-d772-4bbb-86e5-0120c7509fed,2026-07-17T13:15:59,delivered,1
847cd11e-69a0-46e0-bafd-c91cb454c94e,e1eddeaa-beb7-42cd-9502-d448b3940b71,2026-06-21T09:08:40,delivered,1
73b0ad19-18ec-4d33-8d34-d1c4ec08031e,359b74ee-e538-4d07-9a9b-71bab36b6711,2026-04-06T20:47:42,delivered,1
5db1dfc6-1889-4d4e-a6c9-08216cc624f9,37d86815-2e24-460c-a000-538b36997f86,2026-04-04T17:05:45,delivered,1
4110ebdb-6517-430b-a49c-4c028412ff80,5a5220f6-7463-4dd7-ae22-370df1db7a78,2026-07-04T01:21:29,delivered,1
bfe0c077-2e7c-4521-8e67-82d37b8beb04,c6c5ac16-7a7f-4580-9c63-083ed4d98c31,2026-05-05T05:41:38,delivered,1
278b88b0-b77e-40c5-bd5f-3aac3e9cfbbd,067f6834-00a7-4595-b383-5518f375813b,2026-07-20T03:36:49,delivered,1
6989beb7-f3fc-4ccd-808c-ddf31fddbabb,cffa6c3c-229a-4d00-8ccb-5fe268e2af5d,2026-06-15T05:45:17,delivered,1
912f79bd-0bfd-4db2-adad-ee4588ebd2ab,1819bdc2-425a-4187-a8fa-bb4ef07058df,2026-03-19T01:46:13,delivered,1
037503e2-3c50-4740-8b31-b2f666e4d24f,aecada3e-04db-4138-ba95-57bd1ae1719c,2026-04-27T10:37:01,delivered,1
d7ff6c55-9a3a-4829-b653-85330eb3981e,aa084e32-0e65-46ec-8320-8b3ec7f5444c,2026-05-11T22:59:38,delivered,1
3662c802-ed0e-4542-a345-406a84785d30,ef0a2d50-5e37-4c0f-8de9-893ed889ec63,2026-02-23T12:56:07,no_access,1
ad088d1e-32cc-49ad-9923-f13163616e63,ef0a2d50-5e37-4c0f-8de9-893ed889ec63,2026-02-24T12:56:07,delivered,2
044d46f2-5865-44f5-87e7-c337e48377e0,d8a6b26f-bd17-4008-816b-807409ef166d,2026-08-17T06:12:41,delivered,1
0ccc85d9-a6ec-4c09-8985-58773aa15eed,c62c5b04-cfc1-4738-9ef6-1710d6d7eec9,2026-06-30T23:34:03,delivered,1
aa273d95-8b93-4dca-8513-b918a2c608b1,5001bc11-e7f9-4674-bbda-f8bbc80d4d5d,2026-05-27T17:39:51,delivered,1
46fbc98a-f34f-4745-ba51-1c59356b5dcf,8cdcabff-a074-4ef0-9006-a54690f192ff,2026-06-10T07:55:22,delivered,1
859a6436-2ee0-4265-896a-9fe33634f445,589a3b55-5c94-4a31-a529-44fe48a86074,2026-03-23T21:14:28,delivered,1
2fc20670-dec2-4758-baf7-6d37b29ee793,f5df48aa-274b-42eb-a7ec-870cc98819bb,2026-04-18T08:56:32,delivered,1
f20bce86-3818-4a64-ba0e-e1a9ae93b92c,d2ae935d-b46c-41f5-b98d-7996a4c5acf0,2026-06-06T05:37:16,delivered,1
