id,campaign_id,customer_id,channel,event_type,occurred_at
b92ec644-b19d-46a0-a039-68237b59d206,0ec1e216-3977-486d-a0ba-83d65c1dfcc5,bbe9e834-7071-42d6-8970-aa7301b72ec2,sms,clicked,2026-02-27T23:45:33
4fc2913c-a74e-44f0-b3db-3de6948a8fab,5c2098f9-789d-4c19-bc39-9bc2b10b615d,24ea0325-a7d6-4388-b86c-7b51e5805b26,display,click,2025-11-18T10:02:27
f76b649d-81d2-4a93-8936-ee007f7a9ab8,81e4a121-070a-4f50-a023-2630fc13727c,24ea0325-a7d6-4388-b86c-7b51e5805b26,search,impression,2026-03-20T00:52:58
ee30a0d9-cc1a-43c8-97c5-dff16683764e,8c37538c-2f8a-40e9-ba0a-e71d00f5f353,24ea0325-a7d6-4388-b86c-7b51e5805b26,email,sent,2026-03-05T06:47:03
ed2365c5-c444-43d4-b5fe-cd62f26ccc86,f2b87082-9015-4dc5-813c-99cf680d5633,24ea0325-a7d6-4388-b86c-7b51e5805b26,email,unsubscribed,2026-02-24T05:46:04
382b470c-2348-45b4-8dc8-ab14a477d0bb,af40537c-3f5a-41f0-b7e8-3506667f1847,848485f0-198f-4efa-8335-707db71a7434,sms,sent,2026-06-17T18:04:00
14ba3d46-4417-4a37-bcb6-6c7141dee04c,1fb2363e-3da8-46b9-aa20-08dd5aae305f,18b69140-479d-44b6-8369-04a49414f975,push,sent,2026-03-20T21:28:56
e1be287c-ffdc-44fc-b7c6-c5ccb5364d53,81e4a121-070a-4f50-a023-2630fc13727c,18b69140-479d-44b6-8369-04a49414f975,search,impression,2026-03-18T16:26:09
dc1c159a-3860-45db-8b80-7a75635e7beb,af40537c-3f5a-41f0-b7e8-3506667f1847,4dc2aa9c-8633-4861-b795-5b285cf76a1f,sms,clicked,2026-06-24T17:22:27
9f34c503-70bd-4a80-b7e0-3fa3b195c096,81e4a121-070a-4f50-a023-2630fc13727c,4dc2aa9c-8633-4861-b795-5b285cf76a1f,search,click,2026-03-08T06:19:38
72c94ba4-bd15-4400-af4c-3ebc4d82802b,5c2098f9-789d-4c19-bc39-9bc2b10b615d,4dc2aa9c-8633-4861-b795-5b285cf76a1f,social,click,2025-11-12T18:13:33
2d1c8f34-335e-4a77-8707-bb074f499fdb,5c2098f9-789d-4c19-bc39-9bc2b10b615d,1076f00e-5dd1-41d1-b2a5-0c59e18a5310,display,impression,2025-11-17T12:00:07
042246ba-8e6e-48e2-b1a5-4e463603f7b0,0ec1e216-3977-486d-a0ba-83d65c1dfcc5,1076f00e-5dd1-41d1-b2a5-0c59e18a5310,social,impression,2026-03-15T22:15:48
5ebf62c3-bbbe-44f9-941e-ef1e03040c9a,8c37538c-2f8a-40e9-ba0a-e71d00f5f353,1076f00e-5dd1-41d1-b2a5-0c59e18a5310,email,sent,2026-02-17T06:47:42
ff47fa5e-c867-4131-9e87-fcfc67a1bdc1,81e4a121-070a-4f50-a023-2630fc13727c,9bac4be0-d703-4f1d-a088-1bdb362d3246,social,click,2026-03-10T23:35:45
014a5efa-7410-4b2e-aa51-3b8d52ed16ea,1fb2363e-3da8-46b9-aa20-08dd5aae305f,9bac4be0-d703-4f1d-a088-1bdb362d3246,push,sent,2026-04-01T03:42:02
5d1046f8-2772-4258-af65-b9192c59e33b,1fb2363e-3da8-46b9-aa20-08dd5aae305f,f5e8b3ff-659d-4bc9-bdc6-6b7fe343bcab,push,opened,2026-03-14T08:33:04
135143df-7967-48bd-bcf4-4308bd8745dd,5c2098f9-789d-4c19-bc39-9bc2b10b615d,f5e8b3ff-659d-4bc9-bdc6-6b7fe343bcab,display,impression,2025-11-25T05:06:03
b3ead542-1abd-4f35-9c07-00ca133479d3,81e4a121-070a-4f50-a023-2630fc13727c,f5e8b3ff-659d-4bc9-bdc6-6b7fe343bcab,social,click,2026-03-19T09:33:03
11eddfee-2814-4f99-8655-d70078fdc462,81e4a121-070a-4f50-a023-2630fc13727c,f5e8b3ff-659d-4bc9-bdc6-6b7fe343bcab,social,click,2026-03-18T14:12:08
87a41415-d9bb-41e7-9a23-40a87b63ad1f,81e4a121-070a-4f50-a023-2630fc13727c,f5e8b3ff-659d-4bc9-bdc6-6b7fe343bcab,search,impression,2026-03-29T00:46:53
d6320d54-55d6-40db-838f-3048b3d3742d,5c2098f9-789d-4c19-bc39-9bc2b10b615d,fdd86eaf-7a5b-4598-9a08-6f4f207743bb,display,click,2025-11-26T00:29:22
beb6fca8-6630-499d-9210-73759f48bea5,0ec1e216-3977-486d-a0ba-83d65c1dfcc5,fdd86eaf-7a5b-4598-9a08-6f4f207743bb,email,delivered,2026-03-02T03:50:58
02b40fee-96f0-4aed-9f48-e1b4e11ff395,09573707-88d5-49d3-9883-cad210dfc293,fdd86eaf-7a5b-4598-9a08-6f4f207743bb,email,opened,2026-08-16T10:53:23
ebca66b7-7f1f-4c53-b64f-167a179ae68f,af40537c-3f5a-41f0-b7e8-3506667f1847,fdd86eaf-7a5b-4598-9a08-6f4f207743bb,sms,sent,2026-06-13T00:35:52
0d4f95f9-2f0a-4127-8c83-26c3d10ca788,81e4a121-070a-4f50-a023-2630fc13727c,2dbed2c3-1c68-4b90-a343-39b51de57b45,search,impression,2026-03-08T04:26:10
e60ab54c-5821-4588-a7a8-512fd3c00ae7,5c2098f9-789d-4c19-bc39-9bc2b10b615d,c5dde410-2c70-486e-bb0d-974b2798825b,display,click,2025-11-20T09:48:49
018dbff0-b447-4c59-8656-674d6c3e182d,af40537c-3f5a-41f0-b7e8-3506667f1847,9368e74c-0581-4d77-9358-94e415a80423,sms,delivered,2026-05-14T21:30:52
1e052aa0-c1dc-4eac-a0b9-8fd619ab0ca4,f2b87082-9015-4dc5-813c-99cf680d5633,2609004e-90a8-450e-98f3-5ebc16841cd5,email,sent,2026-03-09T23:05:02
10f88d1b-4410-4836-b6be-2555cabee842,5c2098f9-789d-4c19-bc39-9bc2b10b615d,710200a9-2c6c-4f21-b3f1-3ed6aa684fa2,display,impression,2025-11-25T16:15:50
4eb5ae0c-cc70-4c38-813e-ecb06bd94a0d,81e4a121-070a-4f50-a023-2630fc13727c,710200a9-2c6c-4f21-b3f1-3ed6aa684fa2,search,click,2026-03-07T21:53:23
dee8fbd7-b907-4b7e-8be6-bc8cf40165aa,81e4a121-070a-4f50-a023-2630fc13727c,710200a9-2c6c-4f21-b3f1-3ed6aa684fa2,search,impression,2026-03-08T12:13:35
5d44afb4-2fcb-4015-b7da-2a3e798b4ab1,5c2098f9-789d-4c19-bc39-9bc2b10b615d,710200a9-2c6c-4f21-b3f1-3ed6aa684fa2,social,click,2025-11-14T12:01:29
af73d389-4abd-4a2c-acf1-d24540b6ef68,81e4a121-070a-4f50-a023-2630fc13727c,710200a9-2c6c-4f21-b3f1-3ed6aa684fa2,social,impression,2026-04-01T18:45:27
609da317-87ac-401a-b50b-38c8631b91f2,81e4a121-070a-4f50-a023-2630fc13727c,a7cebb21-0f26-4834-8a09-e3269b21a77b,search,click,2026-03-20T03:37:47
9731dc6d-f177-4d21-8923-87cfa556b0cb,5c2098f9-789d-4c19-bc39-9bc2b10b615d,a7cebb21-0f26-4834-8a09-e3269b21a77b,display,impression,2025-11-05T03:17:37
8b34b915-91ea-485a-874b-719145ea3278,5c2098f9-789d-4c19-bc39-9bc2b10b615d,a7cebb21-0f26-4834-8a09-e3269b21a77b,display,impression,2025-11-15T22:21:44
dc99f72d-2175-49cb-8988-7c9fbcb9f3ed,0ec1e216-3977-486d-a0ba-83d65c1dfcc5,1c4a9464-3e0e-45d2-9ca2-87c36b03f80b,sms,delivered,2026-03-21T14:58:30
cad4f32a-a40e-4fd6-8ea8-ccc157b0dc65,0ec1e216-3977-486d-a0ba-83d65c1dfcc5,1c4a9464-3e0e-45d2-9ca2-87c36b03f80b,social,click,2026-03-25T18:47:56
972195c7-987e-42d2-a7bc-7a9259d36377,f2b87082-9015-4dc5-813c-99cf680d5633,1c4a9464-3e0e-45d2-9ca2-87c36b03f80b,email,delivered,2026-03-31T20:07:37
6252e3fc-10cc-4315-a755-43f664a51bd1,8c37538c-2f8a-40e9-ba0a-e71d00f5f353,5a589b0f-69ac-4256-aea8-df379845f417,email,opened,2026-03-21T20:11:18
ea2bbba5-ad79-4e10-9b17-1a0fe36aed66,8c37538c-2f8a-40e9-ba0a-e71d00f5f353,47e4f30d-f965-45df-8474-93d5aeaf7cb2,email,sent,2026-03-06T02:28:20
4705a6e2-548b-4081-9c37-e9fb5524518d,af40537c-3f5a-41f0-b7e8-3506667f1847,47e4f30d-f965-45df-8474-93d5aeaf7cb2,sms,sent,2026-06-19T00:24:17
8b5b4267-88d8-4f07-a6e7-e2f64d1fdb89,f2b87082-9015-4dc5-813c-99cf680d5633,47e4f30d-f965-45df-8474-93d5aeaf7cb2,email,sent,2026-02-23T05:55:27
4ac572c0-7a83-4873-8e47-e01ee2672cc7,0ec1e216-3977-486d-a0ba-83d65c1dfcc5,47e4f30d-f965-45df-8474-93d5aeaf7cb2,email,delivered,2026-03-08T03:27:27
e6917753-2407-44e4-98b4-067a95fba7de,1fb2363e-3da8-46b9-aa20-08dd5aae305f,47e4f30d-f965-45df-8474-93d5aeaf7cb2,push,sent,2026-03-23T12:52:43
8be51178-a5bc-4051-af81-12c715806a25,f2b87082-9015-4dc5-813c-99cf680d5633,0688ed48-bbd7-41d6-b5ef-c2cd771f72c2,social,impression,2026-03-18T03:20:56
bd8968b4-35bb-4491-b0bd-6211b3ff8dda,0ec1e216-3977-486d-a0ba-83d65c1dfcc5,0688ed48-bbd7-41d6-b5ef-c2cd771f72c2,email,clicked,2026-03-22T07:18:55
7fdb37ff-7e95-4518-935a-c2e08847c77d,af40537c-3f5a-41f0-b7e8-3506667f1847,28447ab4-5e16-465e-acd1-7fcacd2d97e2,sms,delivered,2026-06-04T20:47:10
97ec07cd-a872-48db-8bcd-9237e57874f1,5c2098f9-789d-4c19-bc39-9bc2b10b615d,28447ab4-5e16-465e-acd1-7fcacd2d97e2,display,impression,2025-11-14T06:25:43
f050b435-f9b3-47db-b54d-e8a1f701e36b,5c2098f9-789d-4c19-bc39-9bc2b10b615d,d82c6a2f-7e02-40de-81c3-c42ef14d8460,display,impression,2025-11-16T20:17:41
cea57326-0817-4a9c-a03d-2c843c89c1a3,0ec1e216-3977-486d-a0ba-83d65c1dfcc5,66983396-cb40-4613-8d6d-306b8f9ca5c4,sms,sent,2026-04-04T15:59:00
f1168b4a-51ef-4c2d-a106-fc921d85d4d9,5c2098f9-789d-4c19-bc39-9bc2b10b615d,66983396-cb40-4613-8d6d-306b8f9ca5c4,display,impression,2025-11-26T02:53:21
1cca01c3-a89b-4cef-aabc-b9a112cff332,0ec1e216-3977-486d-a0ba-83d65c1dfcc5,66983396-cb40-4613-8d6d-306b8f9ca5c4,sms,delivered,2026-03-07T12:02:01
e565d601-345f-46d4-82cc-b77ab812038c,af40537c-3f5a-41f0-b7e8-3506667f1847,66983396-cb40-4613-8d6d-306b8f9ca5c4,sms,delivered,2026-06-01T00:39:45
e47e7bc9-3b98-420d-9f82-266906a06d07,1fb2363e-3da8-46b9-aa20-08dd5aae305f,66983396-cb40-4613-8d6d-306b8f9ca5c4,push,sent,2026-03-22T21:43:39
cbe3c315-5438-483e-96e0-81128e573f0b,5c2098f9-789d-4c19-bc39-9bc2b10b615d,f3feb7f9-9069-4fd7-be91-3800d1307935,display,impression,2025-11-15T18:21:40
b882879b-57e5-4712-9c7e-078e73a7b884,f2b87082-9015-4dc5-813c-99cf680d5633,f3feb7f9-9069-4fd7-be91-3800d1307935,email,opened,2026-04-05T00:54:53
58321762-cbe1-42cc-82eb-29f2a2ba8c74,0ec1e216-3977-486d-a0ba-83d65c1dfcc5,f3feb7f9-9069-4fd7-be91-3800d1307935,email,delivered,2026-03-13T12:27:40
0c01fc0b-938c-422b-878d-5ca5057d5795,09573707-88d5-49d3-9883-cad210dfc293,f3feb7f9-9069-4fd7-be91-3800d1307935,email,bounced,2026-08-26T15:09:02
125179b5-cab2-4d94-9862-11868867be71,af40537c-3f5a-41f0-b7e8-3506667f1847,f3feb7f9-9069-4fd7-be91-3800d1307935,sms,delivered,2026-05-17T18:51:51
cde3a9b7-8e9f-4167-a344-459313d42b1e,0ec1e216-3977-486d-a0ba-83d65c1dfcc5,967d3e2d-8b15-4f43-a6b5-d1dd3934707d,email,clicked,2026-03-05T07:08:34
d74fd683-f0f9-4a95-9603-45886a1e8f9d,0ec1e216-3977-486d-a0ba-83d65c1dfcc5,967d3e2d-8b15-4f43-a6b5-d1dd3934707d,social,click,2026-03-29T07:37:07
158d3232-a3be-4048-85fc-423be5f47b2a,81e4a121-070a-4f50-a023-2630fc13727c,967d3e2d-8b15-4f43-a6b5-d1dd3934707d,social,click,2026-03-14T13:04:53
f59ca49f-7bdb-40f8-b3e2-96c8539b0b22,5c2098f9-789d-4c19-bc39-9bc2b10b615d,967d3e2d-8b15-4f43-a6b5-d1dd3934707d,display,impression,2025-11-22T07:58:29
5fcaa0aa-22bd-4bf3-af78-b9eb4cc48311,5c2098f9-789d-4c19-bc39-9bc2b10b615d,2bdeb3b7-a894-4fcf-8218-e41167bc557e,display,impression,2025-11-19T06:23:47
9d9ea051-1d2c-477a-bf29-9041437538c0,1fb2363e-3da8-46b9-aa20-08dd5aae305f,84f816bd-12e2-4633-a419-fc80705977e6,push,opened,2026-03-16T10:54:35
4c1841e9-4bb1-4a00-93bb-d6dcb3456c9f,1fb2363e-3da8-46b9-aa20-08dd5aae305f,84f816bd-12e2-4633-a419-fc80705977e6,push,opened,2026-03-12T11:51:38
9b42d866-aeab-45ec-a840-a8155defa758,09573707-88d5-49d3-9883-cad210dfc293,84f816bd-12e2-4633-a419-fc80705977e6,email,clicked,2026-08-29T08:09:34
d5923fbb-5f22-4003-b3e4-bac78eebaeab,af40537c-3f5a-41f0-b7e8-3506667f1847,84f816bd-12e2-4633-a419-fc80705977e6,sms,sent,2026-06-06T10:22:00
90911b15-bf0c-4001-8870-cf10cdac0bb3,81e4a121-070a-4f50-a023-2630fc13727c,84f816bd-12e2-4633-a419-fc80705977e6,search,click,2026-03-28T15:08:21
352a1a62-3637-4bb9-840a-76344558e022,0ec1e216-3977-486d-a0ba-83d65c1dfcc5,0bb6fcf3-0741-4179-af46-d26c45b77171,email,delivered,2026-03-31T04:40:57
b6865a5f-307c-4d4e-aa4f-1394a01bac6f,5c2098f9-789d-4c19-bc39-9bc2b10b615d,0bb6fcf3-0741-4179-af46-d26c45b77171,display,impression,2025-11-13T00:17:46
32027ffb-f122-422b-a36f-28a00e565113,1fb2363e-3da8-46b9-aa20-08dd5aae305f,0bb6fcf3-0741-4179-af46-d26c45b77171,push,sent,2026-03-17T23:49:33
c1491072-39c1-4cc8-bf35-5c1b03473fa5,f2b87082-9015-4dc5-813c-99cf680d5633,0bb6fcf3-0741-4179-af46-d26c45b77171,social,impression,2026-03-05T17:19:05
13106447-b1a3-4ef5-9f53-9eb94f4009dc,1fb2363e-3da8-46b9-aa20-08dd5aae305f,827eed18-8ab1-4e5d-ab00-5d8ac9bb168b,push,sent,2026-03-21T06:44:46
2cd01368-a906-4853-93f1-5916e1d0dbe9,5c2098f9-789d-4c19-bc39-9bc2b10b615d,827eed18-8ab1-4e5d-ab00-5d8ac9bb168b,display,impression,2025-11-18T08:36:24
c68968f6-1414-4102-af95-f0853ff945fb,5c2098f9-789d-4c19-bc39-9bc2b10b615d,827eed18-8ab1-4e5d-ab00-5d8ac9bb168b,display,impression,2025-11-10T01:41:29
d81de922-8141-4748-9722-ac6956e72863,0ec1e216-3977-486d-a0ba-83d65c1dfcc5,827eed18-8ab1-4e5d-ab00-5d8ac9bb168b,social,click,2026-03-10T10:52:45
c357bb27-5ed3-47bb-8fd2-bfa085fb40c3,af40537c-3f5a-41f0-b7e8-3506667f1847,827eed18-8ab1-4e5d-ab00-5d8ac9bb168b,sms,sent,2026-05-25T00:34:54
fefbf3b7-4c1b-4f3e-98e2-a2b2aa89b3d2,8c37538c-2f8a-40e9-ba0a-e71d00f5f353,9db0e79f-fdea-4290-ba7b-114141f33d1f,email,delivered,2026-03-14T17:01:32
8d646aca-18eb-4598-a1b5-378bddbea739,1fb2363e-3da8-46b9-aa20-08dd5aae305f,9db0e79f-fdea-4290-ba7b-114141f33d1f,push,delivered,2026-03-22T18:25:24
da893217-ca86-4b06-8713-f86e15a76a74,1fb2363e-3da8-46b9-aa20-08dd5aae305f,9db0e79f-fdea-4290-ba7b-114141f33d1f,push,opened,2026-03-11T16:43:51
6bd9ca58-2e63-4d6e-8412-52a8b93b7ae3,5c2098f9-789d-4c19-bc39-9bc2b10b615d,9db0e79f-fdea-4290-ba7b-114141f33d1f,display,click,2025-11-24T19:14:07
ed4178e9-74e7-47b6-a6d5-1c9cb95be818,5c2098f9-789d-4c19-bc39-9bc2b10b615d,2a2c365a-ac9d-4106-a494-678e09ae412c,display,click,2025-11-13T13:57:49
b3f11e26-6844-4738-80f5-6ef4bb2f48b4,81e4a121-070a-4f50-a023-2630fc13727c,2a2c365a-ac9d-4106-a494-678e09ae412c,search,click,2026-03-26T11:58:36
1c23e871-4278-420d-8945-d79db233114d,81e4a121-070a-4f50-a023-2630fc13727c,a970776b-59ce-47ec-9e77-946229a8be45,search,click,2026-04-01T12:45:07
0711476d-243a-4980-be55-46fcd2b331c9,af40537c-3f5a-41f0-b7e8-3506667f1847,132425e2-d22d-43aa-a372-e3d9bfd77f8c,sms,clicked,2026-05-26T13:57:45
adce95db-9b19-4ca8-b416-50c1479a2105,8c37538c-2f8a-40e9-ba0a-e71d00f5f353,cee4269a-3771-43d9-adc4-762ba3bc1782,email,delivered,2026-03-09T20:22:40
1d8c44b7-d271-4308-89c0-fb09a1a7f4e1,81e4a121-070a-4f50-a023-2630fc13727c,cee4269a-3771-43d9-adc4-762ba3bc1782,search,click,2026-04-02T10:02:45
63419813-8eb7-4c23-ac2a-bc4a1b4effce,af40537c-3f5a-41f0-b7e8-3506667f1847,58491188-36e5-4fb3-ab3b-514e78a270a6,sms,delivered,2026-06-05T08:52:52
d9363a44-ee5f-4a92-83bc-fd39f934e439,81e4a121-070a-4f50-a023-2630fc13727c,5fccc95a-c30f-4525-a4a6-43861baae99a,search,click,2026-03-11T19:14:55
5dfb7a53-04a0-4e6a-9e28-d6b84da836b6,5c2098f9-789d-4c19-bc39-9bc2b10b615d,5fccc95a-c30f-4525-a4a6-43861baae99a,display,click,2025-11-23T05:07:13
438f54f0-6620-4fbe-b33f-16797e394ce1,5c2098f9-789d-4c19-bc39-9bc2b10b615d,5fccc95a-c30f-4525-a4a6-43861baae99a,display,click,2025-11-23T11:41:35
22cc174a-2520-413b-8022-0c9873010457,0ec1e216-3977-486d-a0ba-83d65c1dfcc5,5fccc95a-c30f-4525-a4a6-43861baae99a,social,click,2026-03-07T21:10:51
afbccf7d-3470-4904-8a4d-6eaefd40d767,f2b87082-9015-4dc5-813c-99cf680d5633,5fccc95a-c30f-4525-a4a6-43861baae99a,email,bounced,2026-03-11T04:21:19
1993051c-0260-4dbc-8b52-2a65fcfd50b7,f2b87082-9015-4dc5-813c-99cf680d5633,b27a07f1-ddf4-4134-9f7d-1b1ac869b110,email,delivered,2026-04-02T13:01:10
