id,review_id,action,reason,moderated_at
aa59700a-bfb9-437c-8b1e-68a6fa46bca9,b615c433-26f4-4bb1-a20a-43aec4a41944,approved,,2026-07-20T15:33:00
368131f9-38de-4fb1-b541-0c5125946968,e7bf82ca-50d5-4844-92ab-43e2ab63c131,approved,,2026-05-20T09:32:03
421e1af2-cbd2-4116-a0a3-b089007c8bd8,14c6a91e-8bbd-41c0-92a5-fcf4caf96e48,approved,,2026-02-06T16:05:59
3e0927cd-0dfc-4f56-99fe-99adeab63a09,842f4044-01d0-4163-bece-ac962c735a2d,approved,,2025-08-07T04:21:49
53b21b98-eb3f-4088-b28d-896c6f863be0,c3071aa7-9353-4b93-9437-f2feab985885,rejected,fake_review,2026-06-25T00:02:46
e9888cc5-e654-48d6-9b48-065377449a00,a0f6a277-409d-40b7-a511-cebd437379bc,rejected,spam,2026-01-31T06:52:21
8d010752-04ff-4dea-a1ef-73bf7d579114,fdde0b39-ecce-4e90-89a0-18e546508de1,approved,,2025-10-21T13:09:23
0dbd4107-4426-4ae4-a5a8-b7bb41cf72da,6879a7a4-1292-4949-b032-ba00da0dc73b,approved,,2025-11-07T21:19:40
6485fd23-df8f-45b4-a932-57d384c063b7,a958502f-d7cd-49db-8e57-f46548128f02,approved,,2026-06-01T11:23:54
0f3f2bb3-5cda-4a74-98e1-8db225e3eedf,d7b9334f-26cf-4d84-9f54-6326abf3ee84,approved,,2026-07-27T11:27:56
d4493933-a8fa-4f58-bfff-7b1d69f31618,b1e8a0a8-2db9-4301-9fc8-c762e8586d2a,approved,,2026-01-09T02:12:31
9abababa-6634-4632-93f9-75d5ae2d28f0,995357d8-a68d-480b-aa93-1afd66114a14,approved,,2026-02-13T21:16:34
1ff04c5c-2c65-4cc0-acba-3746312efc2d,1fb7f86e-6819-4d97-8794-a36f942d6abd,approved,,2026-08-03T16:09:31
5a069d8d-fa96-4263-9e0a-ad3045dfbcef,e518ae9e-c8d3-43a8-8bb0-f051006f651e,approved,,2026-06-20T23:30:11
8071bb92-9ed2-46ab-85b3-b3127dde6e2d,00f9c41a-49f4-4ada-af68-a50a0104e900,approved,,2025-09-27T13:11:23
b1569361-4d5e-45d6-842f-73f977de2e45,8964c42a-124e-4bdf-a4e1-136ab3c8774b,approved,,2026-03-10T06:23:26
7e4d85b1-e81e-4b53-bb30-0e067bbb99fc,8765f0a4-d2eb-4287-a094-5ca18dd1f936,approved,,2026-06-30T19:15:08
99c15196-c6f2-49c0-8d92-91a58acc13c2,9c6cd476-7c1d-4168-b881-08c44d12df4e,approved,,2026-03-11T20:16:03
6e5b42c7-a348-45e6-acf0-9fb522da17da,85a02e5d-80d6-48c9-9a4d-eebed13e7e64,approved,,2025-10-28T05:12:17
76073bd9-d466-44dd-aa89-0ec4650ba550,99b8fa64-ef46-42ae-acd6-d38b797b3ff0,approved,,2025-10-10T20:50:00
ec712ea7-c615-49e9-8789-c66001a91b92,b35a89fd-02b4-4a7b-8b76-8bd954b93c2b,approved,,2025-08-23T23:13:09
1ee4aefd-fb11-4899-8b2a-2642988db82f,5ded0165-e539-4e1c-ab65-13fb201d9bab,approved,,2026-05-06T14:42:00
2a2a3205-3aa2-4e7d-8dd3-7d8b7b302b8c,fac01397-a7dd-4c03-a6b2-c9c335542c79,approved,,2025-12-09T06:34:50
2f656aaf-1233-46e5-b781-3815d1140dd3,49551277-55e8-4ec5-9b34-c0758be63aa8,approved,,2025-12-31T09:36:56
0af6ac40-55a7-46a2-919a-3d8160ea8c3d,cf407f55-0693-4d02-b4b1-46170d974af8,approved,,2025-10-10T11:22:09
2d457c6e-8466-46f6-8fe1-8df78b057c8e,60b9e98e-3129-4293-97e2-b1102647ad23,approved,,2026-05-30T03:46:11
219ebae1-3ee2-4214-8389-68e1c2ad00b3,aba98cea-0c05-4bbb-91c4-1309d888c2e1,approved,,2026-01-17T20:43:06
0f8882da-893e-4af3-a923-01f3c6f1fed6,2dfe655a-d5f1-4f9f-861d-68f404a0a788,approved,,2025-12-14T10:42:31
5db47db2-01f4-4ee3-acee-bf8eddf4351c,0088b26a-2d64-4c40-bb83-c83d567713f0,approved,,2025-09-14T22:36:17
0de72689-36a4-4e6a-94b1-d768c03e9437,7349c3cb-48c7-40e0-ba3e-080278cb4cb3,approved,,2025-09-23T00:33:23
72cfe390-db4f-4125-a773-5c434ea38172,284440bc-bea3-462b-b518-7b72ab029e50,rejected,fake_review,2026-08-01T05:44:42
e044ae0f-bc39-417a-b0f8-2f21f31f444f,2694a074-4698-4e78-9c0f-a7c6e8ec29f9,approved,,2025-09-22T22:21:42
439e1ced-f775-4b10-886b-efd19e6599de,42734375-194f-4b09-be3c-6256843f7beb,approved,,2025-10-19T13:22:02
adb2b1ea-138c-4ff8-a3f0-6f0177c2d6f0,37d3e206-f8d0-48e1-9cc5-a3de5d72766f,approved,,2025-12-02T07:58:18
9bb61d57-930d-4c65-95bf-5212a2f6d883,5775fe27-dea3-40e8-a1ff-1b41aadba5eb,approved,,2025-09-04T14:15:52
b28b454b-a02d-4d0c-92fa-d983386a0db5,1025d755-2421-44eb-bd05-c35e30d4c340,approved,,2026-06-27T19:48:09
a56d4d72-db96-415a-9df7-6a188b45de68,77f3085a-ac49-4240-8ce1-cc74d7f5a73d,approved,,2026-06-22T06:42:30
09caf908-27a4-4b2c-804f-1e029648d521,1578e9e4-6fc4-4c17-b191-073c91ca378b,approved,,2025-08-16T22:28:46
0a920f87-d931-49f2-b02b-2f3780253ae9,95cbf353-a95c-4215-91fd-24fccafc96f0,approved,,2025-12-02T20:14:53
40dadba6-fee3-4842-96dc-50ff0f8ae142,bafad608-5b87-4fce-9835-7be037e937c7,approved,,2026-02-24T10:33:19
4676698c-4b3d-4537-b23a-7c4f17e5455d,3a74f226-ab8e-4004-9e27-a7485e7e2732,approved,,2025-11-08T08:53:00
7dbd3334-ce75-423f-b0af-29e87b6dfa3f,f92de679-6a75-43e6-a678-649fa569ad44,approved,,2026-04-30T18:21:21
4c643b8c-da62-40c3-a912-c12e89fbaa60,f65aaa9b-37f3-46d7-80cf-36fea8d07983,approved,,2025-12-25T00:53:36
a4fa33d0-787a-4f58-9ec9-76df5147d3de,14903ff4-4abd-4c4c-b567-107d96bbb310,approved,,2025-12-13T01:25:23
6efdc7bd-0ee9-4cb8-baa8-cef63809cecd,c57e762b-21d1-49f9-af41-0e0f3c5247cf,approved,,2026-03-20T15:22:37
8199eef5-f022-4b90-9064-2f51620cb4c1,274991ed-8ec2-44f9-81de-069ce4dcb568,approved,,2025-07-26T07:44:05
2e8d8814-6c1f-4846-bf34-115b29bfb571,83b457b4-017b-4f36-ab73-06f5d1c1ae9e,approved,,2025-09-17T11:48:09
403fd400-9a82-4dc2-a4b4-2af8088f56f9,e35933da-29fb-4dac-be35-d35ba678ed2b,approved,,2025-09-26T07:44:57
4ea0f0b1-c2ae-411a-be41-71c8a07952ec,b062fa26-52c7-408f-b7e8-747b53f9334e,rejected,off_topic,2026-04-21T07:55:20
0ca8bcf5-6d60-41cf-93db-4479517dbc2c,f5618b36-dde1-406c-a3ff-79a0373ce547,approved,,2026-01-02T22:57:19
bb0b6c61-51f4-4f30-b4dc-5723172b132c,786316bb-1503-45e7-8bd8-649cdc864244,approved,,2026-05-19T01:19:42
0e28e790-b341-4d90-9cd1-65dc3c8cb55f,77ee267f-f265-45ac-a7d9-323ef33a889e,approved,,2026-07-31T03:04:52
3b70a342-4c40-451e-9d34-81074df18be4,d2b8f070-b280-437e-9647-939d29c9f3c6,approved,,2026-06-15T11:14:35
539c83f7-c4fb-470a-b0e9-930de53e9b13,68f278b6-3375-4904-bf80-d51d26ed36fe,approved,,2026-01-31T13:32:55
