id,checkout_id,warehouse_id,status,created_at,completed_at
1db81448-99c6-4b4f-8dd3-1d193755a21d,80c232ae-96d2-4f09-93ee-582eba557cc9,WH-WEST,shipped,2026-04-29T08:56:18,2026-05-01T03:24:01
69c4d1fa-9f77-489a-8f26-b7795eabc0c2,f6b601ad-1a76-4066-aab2-5d90f10347b3,WH-WEST,shipped,2026-06-19T05:05:58,2026-06-20T15:50:32
5559401a-29ec-4c99-902a-f6c9cfea255c,9d7dea03-72cf-4913-a3ef-6579fe6d7253,WH-EAST,shipped,2026-02-22T12:12:42,2026-02-23T12:26:50
907faace-2f68-46bd-a41d-cdb2a291b249,00f771f2-d1c2-46bf-90f9-4f7c1bcf2090,WH-EAST,shipped,2026-07-14T04:45:00,2026-07-15T09:27:47
7cb6fa02-736c-44a0-b665-5c88a2d77bd0,169e6146-8054-4a64-a17d-b4c46081d30a,WH-EAST,shipped,2026-06-01T02:05:19,2026-06-02T01:22:37
fd4f3fd7-6b4e-4162-b9d2-ff873e0e8c1d,93f44239-0645-40ee-a85f-c626346cf3dd,WH-EAST,picking,2026-03-03T01:59:05,
97715ed7-7765-46ef-8ebb-0d21c205099d,80658fd7-2c3d-4f43-b96a-adadf0fee152,WH-EAST,cancelled,2026-05-15T07:38:00,
197a8d4a-7265-4e86-b966-6e7b00243d82,8ca92c1c-838f-4163-8436-e1706d5d9e49,WH-WEST,shipped,2026-02-22T13:26:30,2026-02-23T13:10:49
9f0cfe29-1872-4554-b56b-43bcd1468ca7,c2bb61fc-dbbe-41b9-9ed5-0964d211fda8,WH-EAST,shipped,2026-07-13T00:41:39,2026-07-14T15:18:37
5409a82b-6d6c-41f0-8cb5-b71437f2e234,0858ca5c-3561-4293-b365-8eb1aaaefd46,WH-EAST,shipped,2026-03-11T12:34:27,2026-03-13T04:25:23
90d8d844-c9b5-41a9-b86f-9ee1d1e14885,d0d9c309-c68c-4433-8b5e-b571b1f70ad3,WH-EAST,shipped,2026-05-18T01:11:59,2026-05-19T09:30:59
977eaf7a-59b1-44fb-b689-eaa556a67f57,c4e03e5e-a541-49b2-9909-4c279c76c16f,WH-WEST,shipped,2026-05-11T13:44:14,2026-05-12T15:10:53
97299265-6f50-4d09-907c-0faadf79fe7c,eb933685-b3ec-4129-a0a0-d1de0e39ccda,WH-WEST,shipped,2026-03-16T21:56:04,2026-03-18T23:25:26
e910eb03-78c3-4e89-9656-59a7da487be9,29a6dfe8-7391-48a2-9074-9bbadba1c225,WH-EAST,shipped,2026-05-22T22:45:04,2026-05-24T05:23:37
3b748a93-51d1-4793-abcf-962a17db5c59,79a74e0b-856b-48bc-9c50-17c460cb9650,WH-WEST,packed,2026-02-26T00:11:26,
7bda6a8f-1355-48fb-b9dd-4a555662ddb0,5c135492-9767-445e-93c9-4310edc46ee8,WH-EAST,shipped,2026-05-13T23:31:23,2026-05-15T13:58:04
098ec6ac-919b-4af0-ad72-8658f836bcd4,598cf036-8365-42cf-b742-93f4ae0bb8cb,WH-WEST,shipped,2026-04-22T23:17:38,2026-04-24T11:41:49
e1050ac0-8b96-4a82-8fec-664f643ec9f3,2b2b234c-91d7-41a7-b6f7-9d27f8021705,WH-EAST,shipped,2026-03-13T09:35:30,2026-03-14T13:42:30
655665e4-6fbd-42b3-9ec1-aeae9d20de2a,fa1a10e8-e7bc-4e4e-9d4f-2c35fecfad9a,WH-WEST,shipped,2026-05-14T15:52:31,2026-05-16T07:02:38
7c9ce2f5-a247-4d73-84be-f440f6191db3,e1523113-2408-47fe-b8f4-cb38467b02ed,WH-WEST,shipped,2026-08-11T01:05:03,2026-08-12T19:33:16
9879233d-83e5-462e-bd0d-80b88a837272,c559b52d-8fb4-4591-92b7-59fe381e6e50,WH-EAST,shipped,2026-04-24T05:02:06,2026-04-25T10:31:56
fc2fb75d-6861-487d-930e-30d94730b305,0e48c2cb-a7ca-46c9-9a57-4534ed34838b,WH-EAST,shipped,2026-03-07T03:34:15,2026-03-08T10:45:42
b284fb53-d03a-433e-a58d-3e7dfe84f0b2,9e18ab06-684d-496c-822b-548d809605d1,WH-WEST,shipped,2026-03-11T21:47:06,2026-03-13T12:55:56
f23b9360-1e7e-43fc-9142-ff6bb8b8856e,d5b53df9-8837-4f8c-b691-5730e6319d0e,WH-EAST,shipped,2026-03-08T16:36:37,2026-03-10T03:41:12
3c2f943a-8d84-4da3-ab08-e53ae46ef01d,8dfe4a7e-d409-4ebf-aa5d-14ef8ec9e8da,WH-EAST,shipped,2026-08-08T22:24:54,2026-08-10T21:54:02
691f4637-0ac6-4af0-a2b5-e0636191d3e6,4cdcbcc1-ac4d-4f3f-a5a9-e3e1b8f2684d,WH-WEST,shipped,2026-04-01T12:09:59,2026-04-02T12:41:42
68bc75f3-5c6d-47f5-806b-2ff4ed70a426,511a6b5c-078d-4cc4-b9fc-e6387e9244f1,WH-EAST,shipped,2026-08-15T00:11:55,2026-08-16T03:14:05
06483b98-44ab-42eb-acd5-032f25f2caef,62826370-cb52-4cba-8b6c-983485390e88,WH-WEST,shipped,2026-07-19T20:49:00,2026-07-21T07:23:00
b01cf3f6-b688-451c-908d-19a0f600a567,77fbefc4-134f-47ef-b6b7-6ea73afa5d54,WH-WEST,picking,2026-07-11T16:21:19,
d8d2470c-eb96-4ee4-ba7f-fb4758510ca7,4c27d0c1-e69d-472d-a15a-5ff3fb484f39,WH-EAST,shipped,2026-08-08T16:49:59,2026-08-10T06:06:41
04731b7d-b262-4175-b756-c36922a25788,10d63f74-6f8c-46f4-b448-4ae868a0a596,WH-EAST,cancelled,2026-06-20T13:05:52,
3a674e34-aa4c-4547-9dbc-ce7436741ff3,42ce4004-3ea6-4875-8bbe-36d3d69249c1,WH-WEST,packed,2026-07-31T20:31:59,
4cc4c222-e676-4e3f-88e2-74b47bf57801,2beb3529-3cd5-4526-aeb1-3a7b49f82e39,WH-WEST,shipped,2026-07-14T11:51:34,2026-07-16T07:55:34
9d3b205c-8cdb-48f1-a80c-98fdb7835b97,1f615482-9d72-4ed7-814b-e0ee2f5b0f45,WH-EAST,shipped,2026-03-29T07:17:55,2026-03-30T13:35:18
2abb4067-7b78-4201-80bf-f191fa565f32,3a6286c7-62e1-431d-b2ac-abfb67cf0b59,WH-EAST,shipped,2026-07-29T20:48:49,2026-07-30T23:35:55
e4fdcdfb-7ea5-4a7c-91fc-d44cf6196b81,8b94c4b7-6cca-4321-bf97-d1b058dabcc4,WH-EAST,shipped,2026-04-07T05:18:04,2026-04-08T09:10:25
dfd5a856-7596-49cf-ab4f-5963113269a5,a9c0dbe6-195e-4b5c-b353-d2f8cea32154,WH-WEST,packed,2026-08-06T22:11:48,
0acada42-1ad9-4a02-9a4f-d9b43d3e9e4e,a41b4c9d-928d-4c1c-93cb-8adad95988b4,WH-WEST,shipped,2026-03-18T09:56:52,2026-03-19T09:05:40
a0b6fdeb-12f2-4cf6-8bfa-ac4cdecc506c,7a3eb917-d344-44e0-9da4-995e90d0b878,WH-WEST,shipped,2026-07-05T09:18:16,2026-07-06T18:14:30
179a8014-4b7d-49e9-b5cf-59a0bcc5f93e,cc38dea8-23b9-4159-ba36-b05297fdbcf5,WH-EAST,shipped,2026-05-12T22:55:11,2026-05-14T07:34:18
9ff54836-8bbd-4fdc-9349-22fd6dbe24fe,8e81e7a3-caf4-4738-923b-526e2d4ccbcf,WH-WEST,shipped,2026-06-08T05:46:35,2026-06-09T08:43:52
755a2da0-025a-4afb-a71c-49d0b32449cb,f299adf0-9635-4ad7-8abd-2c20642e4045,WH-WEST,shipped,2026-05-06T01:26:54,2026-05-07T09:52:31
e62dda94-e6ef-4dd3-8ecf-2d162f2a803d,8f5e6f2f-15f5-4766-be37-a390c1a0a6ed,WH-EAST,shipped,2026-08-04T08:58:16,2026-08-05T17:47:25
8d160199-3742-4eb7-884a-0f0e21d3e4bb,623f0fc2-f1a3-43d3-9530-ad11900e78c5,WH-EAST,shipped,2026-05-13T12:54:04,2026-05-14T15:15:50
d8d2ece0-3bc4-4ae6-92db-8d9b733ec93a,c2c09c99-6c65-4ed7-98de-5eb6b7b0c629,WH-EAST,shipped,2026-04-29T01:54:32,2026-04-30T02:59:31
f2771387-2bb0-4f53-af82-67ff958abfdb,067a719d-ddaa-4e45-b535-1f6606abb521,WH-WEST,shipped,2026-07-06T23:43:21,2026-07-08T08:00:21
fc9ae35a-0861-45d0-a55e-2f626dc561ea,f1b01b3f-35ee-4cb3-b16c-e1ac2270e4e9,WH-WEST,picking,2026-03-09T14:18:49,
c97bd2d5-8b98-4b5e-adf4-c86fa03a9ac9,e34200cb-464e-4a30-8075-e2705b919f52,WH-EAST,cancelled,2026-03-05T11:09:09,
56b9d736-6002-4904-a4aa-d16270e91c1a,7d2f7fc8-28a5-423d-aa04-1feabd721464,WH-WEST,shipped,2026-03-03T00:12:01,2026-03-03T23:04:17
547dfbca-3725-45da-a301-09c3ca1bb755,14b9de07-e85d-41a8-af17-7bc91649dea2,WH-EAST,shipped,2026-07-10T13:36:57,2026-07-12T05:35:26
c3386f7d-169a-4756-9207-c2276fed0dab,75928a6c-c3d1-4a85-937c-11c489c9c921,WH-EAST,shipped,2026-07-02T10:43:19,2026-07-03T15:08:12
552fc56a-b08d-42fe-9697-423a33935e6e,096aa2ec-2fd3-4ab0-af1c-01e1ce0125e7,WH-WEST,shipped,2026-04-11T12:35:08,2026-04-13T00:33:13
d18c0152-a27e-4ebc-812a-53983f5cc38c,0fd1c945-1394-4215-ab20-cd620f757202,WH-EAST,shipped,2026-07-10T11:06:28,2026-07-12T00:07:32
86bba77e-a196-4deb-be2c-9136be72f304,7dcf8c42-26cf-4088-bc85-377dcaf22f13,WH-WEST,cancelled,2026-02-26T23:08:22,
d8a22c8b-df11-4a42-a5e3-a805db789bf8,6e8a55d7-3cd0-4a85-9534-790f889f76ea,WH-EAST,packed,2026-07-29T05:14:19,
08036136-01f1-4579-9303-1529e38fee7a,92fe3f3d-f0b0-4cd1-88e9-611b8a70ff70,WH-WEST,cancelled,2026-07-06T07:34:02,
6dc3adb7-fcf0-446f-913e-2f3311ae365a,46dc5764-fd47-41ba-ba12-0591fec95da9,WH-EAST,shipped,2026-07-05T06:02:21,2026-07-06T19:25:47
d079e711-91e3-4f1d-a10e-fb87657e9c5c,669e5c74-1577-48da-9815-bdb6cf822b26,WH-EAST,packed,2026-05-28T01:35:20,
a05df974-db0d-45de-90ac-e5c622c301df,ce852f53-dee0-4a82-baec-e5532d3f91d4,WH-EAST,picking,2026-02-22T01:06:38,
32613a7a-c6b7-45d2-ac6d-8187f77d6dce,719a9d92-ed1f-4578-a7c1-a57c7863f908,WH-WEST,shipped,2026-03-10T17:20:26,2026-03-11T13:38:03
d357742d-30bd-4c8e-ae65-20d5eb059e23,e47524a1-2f79-48f1-8777-3de2d88f921c,WH-EAST,shipped,2026-02-17T00:50:10,2026-02-18T06:43:03
947e6609-362a-4100-ae12-62323558490e,7460f697-1dd6-41d4-8be7-8c13157090ce,WH-WEST,cancelled,2026-03-21T14:08:49,
cc3b3605-b179-4c33-9f29-f9fade2ce7c1,2e01b80f-3f11-4c87-b897-fda00e7f02fd,WH-WEST,cancelled,2026-04-08T17:39:00,
fdfe02ce-f4cd-4a2e-830a-1df7a71d497f,7bda6d1a-f057-4258-bba6-cb8c70dc2c39,WH-EAST,shipped,2026-02-25T18:14:30,2026-02-27T12:58:41
10f88f28-844c-49d0-bf0a-7d4fbf437c23,cf972f4c-b0bc-4f7b-a618-abfaa1f576be,WH-WEST,shipped,2026-03-16T06:16:40,2026-03-17T08:03:20
1efa1f15-8cee-474f-b63a-6dfd79bdb264,a93c2669-9c6a-44d9-85ba-3f669fc56a86,WH-EAST,packed,2026-04-07T05:51:40,
141677d4-519f-4097-9b42-b01a22b2caa9,cd022971-7184-4c49-9a53-894e99ab8243,WH-EAST,shipped,2026-04-06T07:09:31,2026-04-07T02:53:57
7e3f5d53-faa5-4617-b1eb-6792248e2b54,a8f24487-213f-45a8-8bc5-0b6921ee33a2,WH-WEST,picking,2026-02-19T14:52:33,
e1510d79-1279-4046-b02d-a5e22bb3aa82,6982453b-eea2-4503-93bd-52cffb9c734c,WH-WEST,shipped,2026-04-13T21:49:14,2026-04-15T13:30:50
06f406d6-5b22-47b9-9bc6-41a699e485a6,38a82fb9-3c8c-4ff4-9e0b-274eeb1f530f,WH-EAST,packed,2026-05-13T23:43:21,
4d06b2a8-70e4-498e-b31e-602732a811f5,6d469572-4a94-4377-b1d5-c69c82f89cca,WH-WEST,shipped,2026-06-18T18:30:31,2026-06-19T20:53:09
14c34d2a-615d-43f8-ad3e-a12be17654d7,a0c930d4-2cda-483a-b0ea-c0e2fe6c52e5,WH-WEST,shipped,2026-03-04T21:47:30,2026-03-06T21:12:53
47e2f589-b8dd-4a5c-9275-d58bb7eeacea,12d98fd6-40b2-4719-a477-3f1474a7638d,WH-WEST,cancelled,2026-05-27T09:52:40,
f1640ddc-7946-471c-8fb0-6acf997676fe,1cf47add-67e3-404b-b25a-33ceeceaec8b,WH-EAST,shipped,2026-07-13T06:00:44,2026-07-14T21:41:34
aa216c0f-99ad-46c8-89c8-59e6b50d6109,9f479218-b1e8-4555-8ea9-15e5625e85dd,WH-EAST,shipped,2026-04-09T00:09:31,2026-04-10T16:47:55
7197b2f7-2a6c-4985-ab05-7d19be28b969,63597562-ff17-4061-b4e4-c98e09674dc9,WH-WEST,shipped,2026-03-06T10:31:15,2026-03-07T19:34:02
a4110fc5-4836-46cd-8a3a-b1f01ccfa159,4c6f812a-9e6c-4051-bb58-de0c8d48b36d,WH-WEST,shipped,2026-06-19T13:52:03,2026-06-21T06:04:56
5338fc47-0830-4460-bfc7-27c2668039cb,38c4b00a-d279-4183-88e0-55f70899a71b,WH-EAST,shipped,2026-03-08T01:58:52,2026-03-09T07:32:18
ac77e1ad-30a9-4e8f-bd09-5ffcd7dda0e7,903bc6ab-9847-4caa-8e97-90d0976eecc2,WH-EAST,cancelled,2026-06-14T13:18:16,
868d4bfd-0f8f-485e-987b-ba9a7ccacc56,e0369ad1-b4de-42e6-a92c-0fa687b07974,WH-EAST,shipped,2026-04-01T19:57:15,2026-04-03T00:04:35
73f73008-2c3c-4498-95f8-834b19f1f1a7,5050c77f-07c4-401d-bbb5-92b89d5ceb34,WH-EAST,shipped,2026-07-22T17:16:22,2026-07-24T09:29:06
f477a8e9-f3ee-4890-bad6-be44ba7921b1,31d0db05-c20f-411b-b7a8-4e9d2d61f930,WH-WEST,shipped,2026-04-12T03:15:42,2026-04-13T16:51:56
7c4d6fca-abef-4dbb-8b6d-14909cdfaa02,8cd00b1e-a4bc-4d3f-beea-787da58dbb88,WH-WEST,cancelled,2026-04-19T13:33:00,
2c566f04-fca4-48ca-ad03-5455a8555ef8,e5316120-a579-43be-b2d1-a1d90cfa6d06,WH-EAST,shipped,2026-06-07T07:09:58,2026-06-08T08:42:39
e0be67c8-1e82-4aed-a7c5-51eaabd0e16a,187bb5eb-e113-4884-b755-9c434ffce8ab,WH-WEST,packed,2026-03-15T01:40:05,
3a5d1c5e-9c0a-457e-a42e-0e938d7edc7f,8d41557f-4454-449a-886b-2f0ec1be9680,WH-EAST,packed,2026-05-08T05:15:04,
8314f936-b890-4214-8286-4f83effcae13,02ceb63e-d2a0-4eaa-94e5-475afd20aa29,WH-EAST,shipped,2026-05-15T20:05:14,2026-05-17T09:40:59
10d6991b-1910-41a2-975c-9b565ad588d3,1d8384a7-24f6-44e8-ae01-2f1560de8918,WH-WEST,shipped,2026-05-08T03:51:58,2026-05-08T23:20:50
07248fe5-f6a7-42a1-b11e-8799252f23b4,048d6f6d-ff89-4dde-b6c3-b8c4ceef3b87,WH-WEST,shipped,2026-06-03T04:51:47,2026-06-04T16:52:34
de8d076d-e7a0-48be-a684-bd05df10e19d,c144a978-aee9-4c13-8d33-1461582cf573,WH-EAST,cancelled,2026-06-02T06:27:27,
3cf3d242-4555-4263-aa29-56642cf3b2b7,f19fe4f5-af76-4118-90cb-6b1dc963d231,WH-EAST,shipped,2026-05-04T15:48:08,2026-05-06T01:24:49
56ff699e-b8ed-4c7f-9011-d2feff9126b8,51e4de45-ba6f-46b3-9ee8-8e3d4c56a478,WH-WEST,picking,2026-08-06T21:58:08,
12d5e781-04d4-4024-8f39-a3d5387514b4,24c8bebb-d0e7-4c13-97c7-b22b3b06779c,WH-EAST,shipped,2026-06-02T00:10:50,2026-06-03T16:56:44
035906e3-5b92-4b77-a345-72c1459147c5,d8f40a8c-b041-40b7-83b8-8c5982a6261c,WH-WEST,shipped,2026-06-20T11:59:57,2026-06-21T22:00:26
c14b2a33-fd62-4a4b-bef3-632a0bbdeb34,cda4c6a8-9fef-44b4-b6c4-f3fb8dcec15d,WH-WEST,shipped,2026-05-16T04:01:04,2026-05-17T20:30:52
5bac392f-247c-46f3-83ac-ac3718834de5,9915c523-e847-4642-99ae-8d21d912b4c9,WH-EAST,shipped,2026-08-11T05:17:25,2026-08-12T11:34:37
2f4d8061-458e-4c16-9db1-5c3a5ff8d64e,7ec0a894-3a66-400f-8054-79ece312d520,WH-WEST,packed,2026-08-13T08:03:03,
57633f3f-1b10-4e1a-b7ce-78b07159d0d9,12fc46bd-0e34-471b-a11f-e0ecadf71fd5,WH-WEST,shipped,2026-02-20T06:10:23,2026-02-21T20:29:28
479a85b3-19b1-4471-95f1-7b3ea4fa7c02,db93585d-bb3f-437c-a74c-7b275b4bdf58,WH-WEST,packed,2026-06-23T23:36:24,
3fd59b06-bd57-415d-b99e-0b521f9b8b58,bd2fbf5e-fe19-4b24-aa11-bfb3db4c4841,WH-EAST,shipped,2026-02-26T02:13:53,2026-02-27T10:59:02
60b07840-284f-46fd-9801-ae7c86bd3003,b68a9b74-c293-40be-9fa0-f97f4b2e4075,WH-EAST,shipped,2026-06-03T01:40:26,2026-06-03T22:36:46
8c880353-9f06-4d4d-a518-7982fe185430,5d2f0819-690a-440a-a17a-b362dfba8b5c,WH-EAST,shipped,2026-07-03T09:28:13,2026-07-04T20:44:39
a613e9bb-3510-4427-8264-d4b9d140f6de,f3dd4e24-d3b2-48b9-ace9-cfdcd0379884,WH-WEST,shipped,2026-08-09T00:53:33,2026-08-10T15:44:30
5e9eefd1-588a-4bbb-baba-686f261f5d0e,76032c4d-5b0c-418e-b23f-a5f3553e7c60,WH-WEST,shipped,2026-04-11T09:45:26,2026-04-12T04:36:13
46924b9a-00c4-4604-b639-3813cb99e956,1c30efa3-8720-49da-955b-6622c37438fa,WH-EAST,cancelled,2026-05-27T14:21:55,
c0221378-3def-4c79-a3ab-361c1cde2675,8a2b45fd-c09e-4e6f-a89d-f80284072c4e,WH-EAST,shipped,2026-03-13T08:02:13,2026-03-14T14:32:38
8243da33-d069-433d-a57d-587d38b30426,af26272d-d7e7-4b14-bb0a-3e86dc6fc2fd,WH-WEST,shipped,2026-02-17T16:59:13,2026-02-19T00:45:20
3085979e-69cf-420f-b69b-5893f2324dbe,f9c5c835-4a98-47c0-8bb5-719f77436bc9,WH-EAST,cancelled,2026-07-06T23:15:46,
c76fab0e-6bdc-4dde-8673-516e9f9b7f49,8da6809e-f357-44e9-99f8-570dc6dfdfbb,WH-EAST,shipped,2026-06-28T04:05:09,2026-06-29T20:26:47
9865da41-b1da-401f-aca6-6b52f3439904,2fd3d01f-825a-4129-87b6-b1f916ed7176,WH-EAST,shipped,2026-06-07T10:22:11,2026-06-08T18:19:37
1320c1b8-a4c5-4aab-a8f0-17434faa9fd7,0070167a-89d9-4c8a-bd82-56468671d135,WH-WEST,shipped,2026-04-12T16:24:53,2026-04-14T05:15:39
8d431efe-d7c3-4164-b609-f9cec44ac47c,90fe9d55-3a62-4e3c-b9e5-fa7c6ca62305,WH-EAST,shipped,2026-07-14T15:43:36,2026-07-15T18:10:38
b577a720-2c8a-46b4-a105-fe92087788f4,c239366f-2f12-47c8-be98-83258ae7555e,WH-WEST,shipped,2026-04-16T18:39:20,2026-04-17T20:05:38
735d6547-29af-47fc-b2dc-ad3ae7dcc829,ee223367-93d9-4246-a839-b90a11cb955c,WH-EAST,shipped,2026-04-04T10:36:43,2026-04-05T14:00:18
