id,employee_id,work_date,clock_in,clock_out,hours_worked,status
6192e34d-3efa-435e-bd65-f7d78033777b,6f0feb58-8d2d-4291-9db5-d43d58eb597d,2026-08-04,2026-08-04T09:20:43,2026-08-04T17:27:19,8.11,approved
0c80e6a3-8d46-41f4-8f8f-3b8726205ea3,6f0feb58-8d2d-4291-9db5-d43d58eb597d,2026-08-05,2026-08-05T08:18:57,2026-08-05T16:24:21,8.09,approved
ac80ca5f-1c48-40db-9578-076bbb496f64,6f0feb58-8d2d-4291-9db5-d43d58eb597d,2026-08-06,2026-08-06T08:48:11,2026-08-06T19:24:11,10.6,approved
ac51f10e-d8aa-4302-9d8d-ad8ab0d9a784,6f0feb58-8d2d-4291-9db5-d43d58eb597d,2026-08-07,2026-08-07T09:17:16,2026-08-07T17:20:52,8.06,approved
5538ebe6-76d8-4d25-9b55-0af3d2441713,6f0feb58-8d2d-4291-9db5-d43d58eb597d,2026-08-10,2026-08-10T07:35:25,2026-08-10T15:38:25,8.05,rejected
730b1b94-ca08-487c-a873-f69ed621b00a,c25b3f34-cc91-42be-8f26-f30a5032f7e3,2026-07-29,2026-07-29T09:07:51,2026-07-29T17:15:03,8.12,approved
dd36ab2d-9897-448a-8bb8-b891c62c0646,c25b3f34-cc91-42be-8f26-f30a5032f7e3,2026-07-30,2026-07-30T09:19:14,2026-07-30T18:33:38,9.24,approved
d42bb741-69d5-44ca-852c-bcbcafe2c02f,c25b3f34-cc91-42be-8f26-f30a5032f7e3,2026-07-31,2026-07-31T09:14:01,2026-07-31T15:57:49,6.73,approved
89c934b5-9b15-4b44-a4ee-099140863a80,c25b3f34-cc91-42be-8f26-f30a5032f7e3,2026-08-03,2026-08-03T08:09:53,2026-08-03T16:11:41,8.03,approved
9d2821bf-e6be-4f43-9d66-a3f2c8ac6abf,c25b3f34-cc91-42be-8f26-f30a5032f7e3,2026-08-04,2026-08-04T08:13:28,2026-08-04T16:23:40,8.17,approved
19625abf-ac2f-48ee-a513-06c1cc9c3188,c25b3f34-cc91-42be-8f26-f30a5032f7e3,2026-08-05,2026-08-05T07:35:21,2026-08-05T17:17:57,9.71,approved
29556b9b-7a23-420a-a7a5-b8153baf7062,c25b3f34-cc91-42be-8f26-f30a5032f7e3,2026-08-07,2026-08-07T08:04:33,2026-08-07T16:28:33,8.4,submitted
b4aac2f9-4ba7-4fb1-a556-12087534dfd9,94b323f2-7e53-4ee7-b6b0-e4adc2f6b0e2,2026-07-28,2026-07-28T08:38:10,2026-07-28T16:49:34,8.19,approved
42404e8e-54e7-4102-a163-160df016e77e,94b323f2-7e53-4ee7-b6b0-e4adc2f6b0e2,2026-07-29,2026-07-29T08:11:33,2026-07-29T16:17:33,8.1,approved
cac5b18e-319b-49db-bf42-8713f436f6e4,94b323f2-7e53-4ee7-b6b0-e4adc2f6b0e2,2026-07-30,2026-07-30T09:11:48,2026-07-30T17:14:12,8.04,approved
d743bd6a-fbf1-4d24-b41e-dd4020f8a81c,94b323f2-7e53-4ee7-b6b0-e4adc2f6b0e2,2026-07-31,2026-07-31T07:36:16,2026-07-31T15:54:52,8.31,approved
3a4fc89e-5559-47ae-961a-34035d0e74f5,94b323f2-7e53-4ee7-b6b0-e4adc2f6b0e2,2026-08-03,2026-08-03T09:05:01,2026-08-03T17:18:49,8.23,approved
40eecce4-6156-4351-b3bd-a13d4adf802d,94b323f2-7e53-4ee7-b6b0-e4adc2f6b0e2,2026-08-05,2026-08-05T09:16:06,2026-08-05T17:34:42,8.31,approved
f9c33da5-6fdd-4ed5-baa3-5ff79f88cac9,94b323f2-7e53-4ee7-b6b0-e4adc2f6b0e2,2026-08-06,2026-08-06T09:25:11,2026-08-06T17:38:59,8.23,approved
d8955907-58dd-4cb6-a14a-17bbf84f6b74,94b323f2-7e53-4ee7-b6b0-e4adc2f6b0e2,2026-08-07,2026-08-07T08:03:33,2026-08-07T15:14:57,7.19,approved
a862c9c5-ee07-4952-b3a8-bb4a569a7505,94b323f2-7e53-4ee7-b6b0-e4adc2f6b0e2,2026-08-10,2026-08-10T08:22:47,2026-08-10T16:35:23,8.21,approved
3e64a732-9127-4c7a-81d0-beede0421c71,2f847c66-5b6b-41fa-a5b5-d36d820bbe50,2026-07-29,2026-07-29T07:52:53,2026-07-29T15:59:29,8.11,approved
7fc39d9a-da1a-423c-ac60-e454b0b91ff6,2f847c66-5b6b-41fa-a5b5-d36d820bbe50,2026-07-30,2026-07-30T08:30:44,2026-07-30T19:27:44,10.95,approved
6dce4fa7-ae17-4362-9359-70d4aad58579,2f847c66-5b6b-41fa-a5b5-d36d820bbe50,2026-07-31,2026-07-31T08:04:34,2026-07-31T15:04:34,7.0,approved
beb5a472-d1dc-4edf-a30e-316285b22b8b,2f847c66-5b6b-41fa-a5b5-d36d820bbe50,2026-08-03,2026-08-03T08:24:19,2026-08-03T16:39:55,8.26,approved
43c33a44-e09b-4f4d-ae11-5b6ccca39cf6,2f847c66-5b6b-41fa-a5b5-d36d820bbe50,2026-08-04,2026-08-04T08:38:49,2026-08-04T17:07:01,8.47,approved
466f3b5e-44d5-448d-b6af-4f0d7f85f3db,2f847c66-5b6b-41fa-a5b5-d36d820bbe50,2026-08-05,2026-08-05T09:21:33,2026-08-05T16:16:09,6.91,approved
8870f0fe-0c00-4296-adcd-d3873ba70ca8,2f847c66-5b6b-41fa-a5b5-d36d820bbe50,2026-08-06,2026-08-06T08:04:57,2026-08-06T16:13:21,8.14,approved
d72d1a64-2e5a-4dbb-82d4-10accd620c65,2f847c66-5b6b-41fa-a5b5-d36d820bbe50,2026-08-07,2026-08-07T07:57:40,2026-08-07T16:09:40,8.2,approved
c718df13-c3d5-4281-ba27-f7e68d95f6b6,2f847c66-5b6b-41fa-a5b5-d36d820bbe50,2026-08-10,2026-08-10T08:41:59,2026-08-10T17:01:47,8.33,approved
0829c005-4c9c-4c4f-9bdb-45a92e8730d8,682f88c7-a779-4fbc-b71f-7005333737c3,2026-07-28,2026-07-28T09:15:08,2026-07-28T17:45:08,8.5,approved
4249cf3a-155a-4c95-b12a-e82ae5266272,682f88c7-a779-4fbc-b71f-7005333737c3,2026-07-29,2026-07-29T09:29:24,2026-07-29T17:53:24,8.4,approved
97c20b9f-5197-4131-becb-bc4b4ebdbaa0,682f88c7-a779-4fbc-b71f-7005333737c3,2026-07-30,2026-07-30T09:24:50,2026-07-30T17:44:38,8.33,approved
f3ce16fa-2d72-43e6-95bc-12316e386886,682f88c7-a779-4fbc-b71f-7005333737c3,2026-07-31,2026-07-31T08:59:26,2026-07-31T16:30:38,7.52,rejected
341d4642-b36f-4f29-a084-593c078e2d97,682f88c7-a779-4fbc-b71f-7005333737c3,2026-08-03,2026-08-03T08:13:28,2026-08-03T16:36:16,8.38,approved
3c341249-1cd9-4c0b-9c9e-08af195b6520,682f88c7-a779-4fbc-b71f-7005333737c3,2026-08-04,2026-08-04T08:31:41,2026-08-04T18:52:05,10.34,approved
d485c430-0793-45bb-94d8-8ec3e2c0078e,682f88c7-a779-4fbc-b71f-7005333737c3,2026-08-05,2026-08-05T09:28:00,2026-08-05T17:39:24,8.19,approved
924ef4f1-2b6f-49ac-9a44-2a3c7bcbc95e,682f88c7-a779-4fbc-b71f-7005333737c3,2026-08-06,2026-08-06T07:32:19,2026-08-06T14:49:43,7.29,approved
1d449e79-8e13-48f2-be53-2cabafaea28a,682f88c7-a779-4fbc-b71f-7005333737c3,2026-08-07,2026-08-07T08:03:00,2026-08-07T18:03:36,10.01,approved
6be190ff-f618-43a8-aa1b-388355fef939,682f88c7-a779-4fbc-b71f-7005333737c3,2026-08-10,2026-08-10T07:46:49,2026-08-10T15:51:37,8.08,approved
56a6019a-93f1-41b6-bd03-ca50157fa8f8,c63777ff-a940-438c-b9e9-d3187cd91982,2026-07-28,2026-07-28T08:37:09,2026-07-28T19:19:45,10.71,approved
a5dd4459-4457-4c0c-bed5-c6f498e1ce81,c63777ff-a940-438c-b9e9-d3187cd91982,2026-07-29,2026-07-29T09:15:18,2026-07-29T17:28:30,8.22,approved
2fe1cdd3-7969-45a4-baab-12d36bd572d6,c63777ff-a940-438c-b9e9-d3187cd91982,2026-07-30,2026-07-30T09:01:43,2026-07-30T17:31:07,8.49,approved
3a96e5bf-a190-416f-a623-6740b2bb1fcc,c63777ff-a940-438c-b9e9-d3187cd91982,2026-07-31,2026-07-31T08:48:15,2026-07-31T16:59:39,8.19,approved
e71511f9-969c-48bc-b4f9-df625125cd37,c63777ff-a940-438c-b9e9-d3187cd91982,2026-08-03,2026-08-03T09:29:22,2026-08-03T17:53:22,8.4,approved
f2db4c6b-242b-4c43-a35a-63ada7ffb098,c63777ff-a940-438c-b9e9-d3187cd91982,2026-08-04,2026-08-04T08:11:09,2026-08-04T16:34:33,8.39,approved
4e151a4e-a4c9-458a-bf18-274447180e5a,c63777ff-a940-438c-b9e9-d3187cd91982,2026-08-05,2026-08-05T09:22:12,2026-08-05T17:45:00,8.38,approved
014a72d3-dc7d-43b8-bf7b-11a150ed811e,c63777ff-a940-438c-b9e9-d3187cd91982,2026-08-06,2026-08-06T09:18:41,2026-08-06T17:41:29,8.38,approved
e7b95851-d690-453e-bccf-ae80ec0168cd,c63777ff-a940-438c-b9e9-d3187cd91982,2026-08-07,2026-08-07T07:38:01,2026-08-07T15:53:01,8.25,submitted
d49bace9-5c8c-4f5c-90be-74601e8312b1,c63777ff-a940-438c-b9e9-d3187cd91982,2026-08-10,2026-08-10T08:58:29,2026-08-10T17:23:41,8.42,approved
faac0f14-bb8d-4427-be5c-c1b2fd21f370,fad6f6b8-5bc6-4d3a-9e99-dfea0c381694,2026-07-28,2026-07-28T09:23:34,2026-07-28T17:48:46,8.42,approved
248c1672-23f2-4fa3-abd4-c31afdf0ea09,fad6f6b8-5bc6-4d3a-9e99-dfea0c381694,2026-07-29,2026-07-29T08:03:06,2026-07-29T16:22:54,8.33,rejected
5cb86fab-7ba8-486f-8f8c-f7c199c9c041,fad6f6b8-5bc6-4d3a-9e99-dfea0c381694,2026-07-30,2026-07-30T09:23:10,2026-07-30T17:36:58,8.23,approved
f4ef4dde-0782-4efc-ba09-b0e1b251dd65,fad6f6b8-5bc6-4d3a-9e99-dfea0c381694,2026-07-31,2026-07-31T09:16:45,2026-07-31T18:20:57,9.07,approved
88ddd25b-9ee9-4e44-b9ae-8107bc18b5ab,fad6f6b8-5bc6-4d3a-9e99-dfea0c381694,2026-08-03,2026-08-03T07:53:01,2026-08-03T16:15:49,8.38,approved
21754f89-eacd-4198-a470-eb1ed431f67c,fad6f6b8-5bc6-4d3a-9e99-dfea0c381694,2026-08-04,2026-08-04T07:57:06,2026-08-04T18:40:18,10.72,approved
9ac3dab9-121d-4177-a531-d902fe5ad87c,fad6f6b8-5bc6-4d3a-9e99-dfea0c381694,2026-08-05,2026-08-05T09:07:45,2026-08-05T17:37:09,8.49,approved
29f8bfdd-d21e-4cf8-b257-e788362554d0,fad6f6b8-5bc6-4d3a-9e99-dfea0c381694,2026-08-06,2026-08-06T08:09:41,2026-08-06T16:13:53,8.07,approved
3fa075a7-6b39-46d9-a858-5ba192087ef5,fad6f6b8-5bc6-4d3a-9e99-dfea0c381694,2026-08-07,2026-08-07T08:34:49,2026-08-07T18:17:25,9.71,rejected
13e96c5f-ac7a-4ce5-b242-b50a7465292f,3e73f356-1339-4949-adb1-27ccf5b87a8f,2026-07-28,2026-07-28T08:54:31,2026-07-28T17:13:07,8.31,submitted
fc92694b-1424-404f-9fcd-f68356095b8c,3e73f356-1339-4949-adb1-27ccf5b87a8f,2026-07-29,2026-07-29T09:08:37,2026-07-29T16:18:49,7.17,approved
bc7b6b62-a989-473d-951f-3820bccb4374,3e73f356-1339-4949-adb1-27ccf5b87a8f,2026-07-30,2026-07-30T08:41:21,2026-07-30T18:29:21,9.8,approved
8c84807b-ed04-42f7-9ab2-9bf83b5c2b9c,3e73f356-1339-4949-adb1-27ccf5b87a8f,2026-07-31,2026-07-31T09:05:24,2026-07-31T17:31:12,8.43,approved
7fe37e05-1183-470e-a82d-2cd25ed5571f,3e73f356-1339-4949-adb1-27ccf5b87a8f,2026-08-03,2026-08-03T08:18:15,2026-08-03T18:57:51,10.66,submitted
688e52ba-57b5-4db4-8c19-df6e67f767d7,3e73f356-1339-4949-adb1-27ccf5b87a8f,2026-08-04,2026-08-04T09:20:55,2026-08-04T17:41:55,8.35,approved
6e3c9d42-46d8-4044-863c-77c8af3b4f50,3e73f356-1339-4949-adb1-27ccf5b87a8f,2026-08-05,2026-08-05T08:45:34,2026-08-05T16:53:22,8.13,approved
a3037231-7868-419d-a800-d5abe247e780,3e73f356-1339-4949-adb1-27ccf5b87a8f,2026-08-06,2026-08-06T09:23:49,2026-08-06T16:10:37,6.78,approved
d3d79288-2684-462e-aac3-55089bb8a8f0,3e73f356-1339-4949-adb1-27ccf5b87a8f,2026-08-07,2026-08-07T09:12:12,2026-08-07T17:30:48,8.31,approved
17fd959f-608c-4846-aadf-2d1138f9ae3e,3e73f356-1339-4949-adb1-27ccf5b87a8f,2026-08-10,2026-08-10T09:09:53,2026-08-10T17:38:41,8.48,approved
e55e8935-2d3d-4ad7-acb2-804e1016b2c5,11a99a0b-2758-4248-a6ec-da7e52d01f28,2026-07-28,2026-07-28T07:58:52,2026-07-28T18:10:52,10.2,submitted
e243bc3b-9e6e-4326-a9cc-01947f0304fd,11a99a0b-2758-4248-a6ec-da7e52d01f28,2026-07-29,2026-07-29T08:48:33,2026-07-29T17:18:33,8.5,approved
48edaddd-f908-4086-927f-d9a3460c5801,11a99a0b-2758-4248-a6ec-da7e52d01f28,2026-07-31,2026-07-31T08:51:56,2026-07-31T17:08:44,8.28,approved
8d79cc0a-0b2d-48f6-ab85-fe3779b4a91b,11a99a0b-2758-4248-a6ec-da7e52d01f28,2026-08-03,2026-08-03T08:27:52,2026-08-03T16:35:40,8.13,approved
f13b311d-9fbb-4c00-a095-7f7713dcec33,11a99a0b-2758-4248-a6ec-da7e52d01f28,2026-08-04,2026-08-04T07:55:11,2026-08-04T14:53:23,6.97,approved
3c30a258-7f22-4d98-b6a0-6d6243d8c7b0,11a99a0b-2758-4248-a6ec-da7e52d01f28,2026-08-05,2026-08-05T09:03:11,2026-08-05T17:30:47,8.46,approved
0ded38bf-d020-4013-9815-1250c4bc43cb,11a99a0b-2758-4248-a6ec-da7e52d01f28,2026-08-06,2026-08-06T08:10:06,2026-08-06T16:40:06,8.5,approved
b1255cae-9022-442b-a7a4-912a98e569ad,11a99a0b-2758-4248-a6ec-da7e52d01f28,2026-08-07,2026-08-07T08:24:22,2026-08-07T16:25:34,8.02,approved
234e720a-e3e9-4728-986a-61ce6a6748c1,11a99a0b-2758-4248-a6ec-da7e52d01f28,2026-08-10,2026-08-10T08:34:02,2026-08-10T16:41:14,8.12,approved
632053ee-ec19-4f40-9ff8-263a70321cfd,b7572a14-14c0-4634-bc99-528a8231167b,2026-07-28,2026-07-28T08:32:24,2026-07-28T14:52:12,6.33,approved
b683e455-135d-4f59-9e76-b955400f3e0e,b7572a14-14c0-4634-bc99-528a8231167b,2026-07-29,2026-07-29T09:00:36,2026-07-29T17:07:12,8.11,approved
67f787e8-b38d-4cbf-b020-4f9d9c78e7f1,b7572a14-14c0-4634-bc99-528a8231167b,2026-07-30,2026-07-30T07:41:11,2026-07-30T15:53:11,8.2,approved
c0b90f80-6f3e-4029-97ed-2c2023fa411a,b7572a14-14c0-4634-bc99-528a8231167b,2026-07-31,2026-07-31T08:51:05,2026-07-31T17:06:41,8.26,approved
f1d2fc78-a9cb-4b13-90c4-2e501689c0dc,b7572a14-14c0-4634-bc99-528a8231167b,2026-08-03,2026-08-03T08:45:31,2026-08-03T16:29:19,7.73,approved
e0d44680-2cb2-4d8a-9cd0-d3089cd03664,b7572a14-14c0-4634-bc99-528a8231167b,2026-08-04,2026-08-04T09:03:34,,,approved
355157c4-8597-4252-9a1f-4e51e03fed8f,b7572a14-14c0-4634-bc99-528a8231167b,2026-08-05,2026-08-05T07:33:11,2026-08-05T18:31:23,10.97,approved
d3907d9b-acb1-4208-a2f2-7e14f64da44d,b7572a14-14c0-4634-bc99-528a8231167b,2026-08-06,2026-08-06T09:29:13,2026-08-06T17:35:13,8.1,approved
1cb60f6a-6354-4320-8c20-70ab40d15a33,b7572a14-14c0-4634-bc99-528a8231167b,2026-08-07,2026-08-07T07:48:03,2026-08-07T15:49:51,8.03,approved
c5a8c8aa-3258-40a3-97c5-cccfc5a80044,b7572a14-14c0-4634-bc99-528a8231167b,2026-08-10,2026-08-10T09:29:01,2026-08-10T17:29:01,8.0,approved
d10b3b09-8de8-44eb-91d1-775dc1ff3acb,1454be57-fded-4b54-9d50-89cf465c34d7,2026-07-28,2026-07-28T09:06:13,2026-07-28T19:34:25,10.47,approved
ff3f7e66-a8f8-4828-a6a7-3c5a5529fb28,1454be57-fded-4b54-9d50-89cf465c34d7,2026-07-29,2026-07-29T07:51:35,2026-07-29T16:15:35,8.4,approved
63e6f790-1686-419d-a26a-721835c79b5f,1454be57-fded-4b54-9d50-89cf465c34d7,2026-07-30,2026-07-30T09:27:40,2026-07-30T17:29:28,8.03,approved
a5eb9f79-55a8-4e61-8aa6-16decf9bb12c,1454be57-fded-4b54-9d50-89cf465c34d7,2026-07-31,2026-07-31T07:37:12,2026-07-31T15:50:24,8.22,approved
b23f00be-12e1-4e0e-a616-443d5bc30244,1454be57-fded-4b54-9d50-89cf465c34d7,2026-08-03,2026-08-03T07:49:41,2026-08-03T16:07:05,8.29,approved
b9dd938b-62f1-4ed9-b60c-04e99b792c98,1454be57-fded-4b54-9d50-89cf465c34d7,2026-08-04,2026-08-04T08:28:33,2026-08-04T16:32:09,8.06,approved
d9e807b4-ea9b-443c-8851-c894b963461f,1454be57-fded-4b54-9d50-89cf465c34d7,2026-08-05,2026-08-05T08:41:28,2026-08-05T17:09:40,8.47,approved
9d66a926-ec17-4348-a0d2-f45f7b16b034,1454be57-fded-4b54-9d50-89cf465c34d7,2026-08-06,2026-08-06T08:58:50,2026-08-06T17:16:14,8.29,approved
b2e81d39-985b-4cbb-8134-cb2f88ce1d15,1454be57-fded-4b54-9d50-89cf465c34d7,2026-08-07,2026-08-07T09:23:39,2026-08-07T17:24:51,8.02,approved
d4ce67aa-75bb-42f3-b392-ce6970a59717,1454be57-fded-4b54-9d50-89cf465c34d7,2026-08-10,2026-08-10T09:16:54,2026-08-10T17:18:06,8.02,approved
fbdfe65f-ea0c-46df-b8e8-9ddfd6a8df01,c6bd2a61-82c4-45f4-a158-dd07220d8415,2026-07-28,2026-07-28T08:35:14,2026-07-28T16:46:02,8.18,approved
5fc6e0e6-afda-407f-8e7e-39d6d3850e0e,c6bd2a61-82c4-45f4-a158-dd07220d8415,2026-07-30,2026-07-30T08:43:22,2026-07-30T17:12:46,8.49,approved
6595130f-590e-4050-ad65-514f1300ef97,c6bd2a61-82c4-45f4-a158-dd07220d8415,2026-07-31,2026-07-31T09:14:03,2026-07-31T17:22:27,8.14,approved
4173f4c0-3a26-4b1a-8b42-933035284cbd,c6bd2a61-82c4-45f4-a158-dd07220d8415,2026-08-03,2026-08-03T09:13:56,2026-08-03T17:39:44,8.43,approved
4bc17d3c-17bd-4842-9762-e7117f885557,c6bd2a61-82c4-45f4-a158-dd07220d8415,2026-08-04,2026-08-04T09:10:17,2026-08-04T17:12:41,8.04,rejected
386bd364-071a-4ec4-8ed1-219468e6f39c,c6bd2a61-82c4-45f4-a158-dd07220d8415,2026-08-05,2026-08-05T09:20:05,2026-08-05T17:31:29,8.19,approved
a54c04de-079f-4d23-936b-c41d64182fea,c6bd2a61-82c4-45f4-a158-dd07220d8415,2026-08-06,2026-08-06T08:53:19,2026-08-06T17:04:07,8.18,approved
cff40191-31e2-4797-9454-123cd952c59a,c6bd2a61-82c4-45f4-a158-dd07220d8415,2026-08-07,2026-08-07T08:55:38,2026-08-07T17:20:50,8.42,approved
b1d1654c-e14a-4eba-bfe8-8258465de4c0,c6bd2a61-82c4-45f4-a158-dd07220d8415,2026-08-10,2026-08-10T08:55:43,2026-08-10T17:13:07,8.29,approved
255c7e25-ec48-40d9-a88a-3f78ee8aa37d,df1d8519-1624-4319-acb6-d164f78ae26a,2026-07-28,2026-07-28T08:04:41,2026-07-28T17:40:05,9.59,approved
106748a2-52b2-4096-ad95-0c2ad46a4c6a,df1d8519-1624-4319-acb6-d164f78ae26a,2026-07-29,2026-07-29T07:51:49,2026-07-29T15:57:13,8.09,approved
2ddfada8-1f14-480b-b3f1-b425cff093e6,df1d8519-1624-4319-acb6-d164f78ae26a,2026-07-30,2026-07-30T09:16:23,2026-07-30T17:44:35,8.47,approved
f97a75da-2f91-436b-828b-68c6424ebec7,df1d8519-1624-4319-acb6-d164f78ae26a,2026-08-03,2026-08-03T08:24:19,2026-08-03T16:42:19,8.3,submitted
6b7b6859-02e0-466d-b46d-2974a447adc5,df1d8519-1624-4319-acb6-d164f78ae26a,2026-08-04,2026-08-04T07:38:37,2026-08-04T17:35:37,9.95,approved
aa05b1e7-096c-4ab3-b248-b2295d45cb36,df1d8519-1624-4319-acb6-d164f78ae26a,2026-08-05,2026-08-05T09:18:38,2026-08-05T17:37:14,8.31,approved
f238495b-3967-4fbb-8dde-db1c5290891c,df1d8519-1624-4319-acb6-d164f78ae26a,2026-08-06,2026-08-06T07:48:24,2026-08-06T15:56:48,8.14,rejected
a5187fe4-c0ea-4b67-b921-99bb7f23cee2,df1d8519-1624-4319-acb6-d164f78ae26a,2026-08-07,2026-08-07T09:25:49,2026-08-07T17:40:13,8.24,approved
e6703124-4b1f-46a9-8a2d-2a6cf1b535f7,8a81ac6f-85e6-419c-9183-2e82f0c41a05,2026-07-28,2026-07-28T08:38:20,2026-07-28T16:48:32,8.17,approved
5195b6bd-72a6-44f2-9433-6880748de890,8a81ac6f-85e6-419c-9183-2e82f0c41a05,2026-07-29,2026-07-29T09:13:08,2026-07-29T17:30:32,8.29,approved
e5dde780-159b-4d9e-9253-dd0eae0127f1,8a81ac6f-85e6-419c-9183-2e82f0c41a05,2026-07-30,2026-07-30T08:20:08,2026-07-30T15:51:56,7.53,approved
8c7ed507-98a5-42d6-a68a-fd4d2af59c79,8a81ac6f-85e6-419c-9183-2e82f0c41a05,2026-07-31,2026-07-31T09:22:13,2026-07-31T19:04:13,9.7,approved
eaa647bf-5f53-4225-9dc2-86caace949ae,8a81ac6f-85e6-419c-9183-2e82f0c41a05,2026-08-03,2026-08-03T07:44:06,2026-08-03T15:47:42,8.06,rejected
5af36fe5-6fa6-4788-8f87-416e1e9c2336,8a81ac6f-85e6-419c-9183-2e82f0c41a05,2026-08-04,2026-08-04T08:54:14,2026-08-04T17:20:02,8.43,approved
dd1358f9-72cb-41a5-9438-4889b5edb327,8a81ac6f-85e6-419c-9183-2e82f0c41a05,2026-08-05,2026-08-05T08:40:49,2026-08-05T15:28:13,6.79,approved
93594c75-2ee9-4bfc-8f18-357d3e44ae35,8a81ac6f-85e6-419c-9183-2e82f0c41a05,2026-08-06,2026-08-06T08:49:25,2026-08-06T17:15:13,8.43,approved
dbff99a1-c51b-445b-b830-2742444c1de0,8a81ac6f-85e6-419c-9183-2e82f0c41a05,2026-08-07,2026-08-07T08:02:17,2026-08-07T16:07:05,8.08,approved
