id,fulfillment_order_id,carrier_id,tracking_number,shipped_at,estimated_delivery_at,status
296b878e-4c33-41ec-ac5d-ba1bcd6256f6,6b2dd66c-b81c-4ae7-815f-1bd085eb8e99,CAR-FEDEX,275194411133,2026-04-08T08:57:57,2026-04-10T08:57:57,delivered
8d022f3b-5d9a-4b8f-9978-6b572d0c8c9b,2cbe28c2-f3e5-4f1b-bc28-2ce3b8b66b7c,CAR-USPS,186348697373,2026-06-02T19:52:08,2026-06-07T19:52:08,delivered
3752dccc-ec22-4f74-ac77-45623cc6333a,046517b3-28e6-401b-b930-522b0d536b07,CAR-USPS,960315446882,2026-08-07T17:11:29,2026-08-12T17:11:29,delivered
5c3acd00-eab1-4a87-bd85-9d7861a06f39,1db81448-99c6-4b4f-8dd3-1d193755a21d,CAR-FEDEX,837168951414,2026-05-01T03:24:01,2026-05-06T03:24:01,delivered
ecff6641-ad73-4574-9784-20af0b2ca887,69c4d1fa-9f77-489a-8f26-b7795eabc0c2,CAR-UPS,458935956858,2026-06-20T15:50:32,2026-06-25T15:50:32,delivered
7d8ab389-0f22-4008-a9fe-38192ddbc1ad,907faace-2f68-46bd-a41d-cdb2a291b249,CAR-USPS,960143983161,2026-07-15T09:27:47,2026-07-20T09:27:47,delivered
04bf62a4-9a96-44c1-90f1-b1e522abd86d,7cb6fa02-736c-44a0-b665-5c88a2d77bd0,CAR-FEDEX,836225954724,2026-06-02T01:22:37,2026-06-07T01:22:37,delivered
36aecdd5-12ce-4c4f-a3bf-5816f6f88f02,197a8d4a-7265-4e86-b966-6e7b00243d82,CAR-UPS,443065173278,2026-02-23T13:10:49,2026-02-28T13:10:49,in_transit
ebb8325a-a012-434e-b2a8-49091d63f2df,9f0cfe29-1872-4554-b56b-43bcd1468ca7,CAR-USPS,137377831107,2026-07-14T15:18:37,2026-07-19T15:18:37,delivered
4c9dcdb7-48d0-4ac6-bc73-7c77243dfe17,5409a82b-6d6c-41f0-8cb5-b71437f2e234,CAR-FEDEX,731659654201,2026-03-13T04:25:23,2026-03-18T04:25:23,delivered
b97fc5a0-8e84-4952-a547-79373dea5b82,90d8d844-c9b5-41a9-b86f-9ee1d1e14885,CAR-UPS,411782976010,2026-05-19T09:30:59,2026-05-24T09:30:59,lost
456ac74c-fac3-4348-bbe4-8705911e25d2,977eaf7a-59b1-44fb-b689-eaa556a67f57,CAR-FEDEX,275700504784,2026-05-12T15:10:53,2026-05-17T15:10:53,delayed
52fa26c4-806c-431a-be3f-52c21f148c57,97299265-6f50-4d09-907c-0faadf79fe7c,CAR-USPS,325684347432,2026-03-18T23:25:26,2026-03-23T23:25:26,delayed
c6c8ea5c-5287-40f9-8283-92b18321ddc7,e910eb03-78c3-4e89-9656-59a7da487be9,CAR-FEDEX,605309514076,2026-05-24T05:23:37,2026-05-29T05:23:37,delivered
bec99671-96da-4e99-bf34-c84308eccf4d,7bda6a8f-1355-48fb-b9dd-4a555662ddb0,CAR-UPS,671470654617,2026-05-15T13:58:04,2026-05-20T13:58:04,delivered
c0ff5a31-45fa-4e5e-ac4f-abfba27a8ddd,098ec6ac-919b-4af0-ad72-8658f836bcd4,CAR-USPS,943358209542,2026-04-24T11:41:49,2026-04-26T11:41:49,delivered
1356c050-43f1-4fc2-8e7f-95d2311e2566,655665e4-6fbd-42b3-9ec1-aeae9d20de2a,CAR-UPS,888672555230,2026-05-16T07:02:38,2026-05-21T07:02:38,delivered
504312de-06b3-429d-a3ef-f6cae965a1ae,7c9ce2f5-a247-4d73-84be-f440f6191db3,CAR-USPS,223725948863,2026-08-12T19:33:16,2026-08-14T19:33:16,delivered
194ca19c-e0e2-4474-8ad1-505f33fd466e,9879233d-83e5-462e-bd0d-80b88a837272,CAR-USPS,701453270790,2026-04-25T10:31:56,2026-04-30T10:31:56,delivered
b34a96fd-588c-4766-8e4a-67b12a63e930,fc2fb75d-6861-487d-930e-30d94730b305,CAR-FEDEX,552022468711,2026-03-08T10:45:42,2026-03-13T10:45:42,delivered
40eaacdb-b8d1-402e-bd0c-31c2cfd98af5,b284fb53-d03a-433e-a58d-3e7dfe84f0b2,CAR-USPS,502443785283,2026-03-13T12:55:56,2026-03-18T12:55:56,delivered
c69cd275-0b62-4dec-bd56-1ed2dc6231cb,f23b9360-1e7e-43fc-9142-ff6bb8b8856e,CAR-USPS,171018561505,2026-03-10T03:41:12,2026-03-15T03:41:12,in_transit
365645cb-e937-4081-a7ef-cd43ce2a9c58,3c2f943a-8d84-4da3-ab08-e53ae46ef01d,CAR-FEDEX,964428103225,2026-08-10T21:54:02,2026-08-12T21:54:02,delivered
b0a923c0-e7ed-4eec-8ab7-7a2a7ab607d8,691f4637-0ac6-4af0-a2b5-e0636191d3e6,CAR-USPS,798437817715,2026-04-02T12:41:42,2026-04-07T12:41:42,delayed
d43a4684-27d0-48e8-9c3d-e7a4d2dea0d0,d8d2470c-eb96-4ee4-ba7f-fb4758510ca7,CAR-FEDEX,866091025000,2026-08-10T06:06:41,2026-08-15T06:06:41,delivered
52d0bfeb-deb1-4b96-9f87-aca69019f418,4cc4c222-e676-4e3f-88e2-74b47bf57801,CAR-USPS,149580673870,2026-07-16T07:55:34,2026-07-21T07:55:34,delayed
6c7eeea1-42c4-472f-93f1-4c102f4c8a42,9d3b205c-8cdb-48f1-a80c-98fdb7835b97,CAR-USPS,514753526003,2026-03-30T13:35:18,2026-04-04T13:35:18,delivered
7aa7557e-b7c1-4010-b3dd-00041559d985,2abb4067-7b78-4201-80bf-f191fa565f32,CAR-USPS,345227825034,2026-07-30T23:35:55,2026-08-01T23:35:55,delivered
082b092e-ea08-46b9-a790-331b2570a028,e4fdcdfb-7ea5-4a7c-91fc-d44cf6196b81,CAR-FEDEX,135905822876,2026-04-08T09:10:25,2026-04-10T09:10:25,delivered
1364185c-4197-492e-b783-e0bfe2830688,0acada42-1ad9-4a02-9a4f-d9b43d3e9e4e,CAR-USPS,274816339426,2026-03-19T09:05:40,2026-03-24T09:05:40,delivered
f8c488d3-905c-4f3b-8aa2-c72a0d286545,a0b6fdeb-12f2-4cf6-8bfa-ac4cdecc506c,CAR-FEDEX,265921836585,2026-07-06T18:14:30,2026-07-11T18:14:30,in_transit
4d72029f-e54a-4700-9ca9-886d70a61473,179a8014-4b7d-49e9-b5cf-59a0bcc5f93e,CAR-USPS,408851733769,2026-05-14T07:34:18,2026-05-19T07:34:18,delivered
78890314-c817-441a-9d99-fa5a898946df,9ff54836-8bbd-4fdc-9349-22fd6dbe24fe,CAR-UPS,979699891861,2026-06-09T08:43:52,2026-06-14T08:43:52,lost
0daaa700-d9e3-4933-ae72-eb4a16b4126b,755a2da0-025a-4afb-a71c-49d0b32449cb,CAR-UPS,644589547613,2026-05-07T09:52:31,2026-05-12T09:52:31,in_transit
5a52e690-910c-4c48-b899-2c394a251ae2,e62dda94-e6ef-4dd3-8ecf-2d162f2a803d,CAR-USPS,242483956744,2026-08-05T17:47:25,2026-08-07T17:47:25,delivered
b2cf341a-0f5b-4067-8238-ab1c784f8efc,8d160199-3742-4eb7-884a-0f0e21d3e4bb,CAR-USPS,110445126648,2026-05-14T15:15:50,2026-05-16T15:15:50,delivered
8bab8c87-17b5-4a8f-b5d4-cbdd4b1bcdad,d8d2ece0-3bc4-4ae6-92db-8d9b733ec93a,CAR-USPS,727471759502,2026-04-30T02:59:31,2026-05-02T02:59:31,delivered
ab904450-37b2-4047-a683-419366f27ccc,f2771387-2bb0-4f53-af82-67ff958abfdb,CAR-UPS,203006414711,2026-07-08T08:00:21,2026-07-10T08:00:21,delivered
194a860c-b8b8-4287-8b02-98e33fd64428,56b9d736-6002-4904-a4aa-d16270e91c1a,CAR-UPS,884048091888,2026-03-03T23:04:17,2026-03-08T23:04:17,delivered
83c04fbb-085c-4571-b985-347d34c0323f,547dfbca-3725-45da-a301-09c3ca1bb755,CAR-USPS,798107876689,2026-07-12T05:35:26,2026-07-14T05:35:26,delivered
30541e37-49d6-498f-9032-9c5ce536c487,c3386f7d-169a-4756-9207-c2276fed0dab,CAR-FEDEX,251384659419,2026-07-03T15:08:12,2026-07-08T15:08:12,delivered
1fbdefd3-86ae-4fb8-91bc-1b0b71c8dd3c,552fc56a-b08d-42fe-9697-423a33935e6e,CAR-UPS,486254790005,2026-04-13T00:33:13,2026-04-15T00:33:13,delivered
0b89c99f-cd85-4cf2-a228-4396e1a32bf6,d18c0152-a27e-4ebc-812a-53983f5cc38c,CAR-FEDEX,768031136274,2026-07-12T00:07:32,2026-07-17T00:07:32,delivered
916a0b7f-b83c-44a0-83f4-5c75bf636fe4,6dc3adb7-fcf0-446f-913e-2f3311ae365a,CAR-UPS,442279462283,2026-07-06T19:25:47,2026-07-11T19:25:47,delayed
31828692-eea3-4f4f-b26a-b8f7a58bd745,32613a7a-c6b7-45d2-ac6d-8187f77d6dce,CAR-UPS,117482940487,2026-03-11T13:38:03,2026-03-16T13:38:03,in_transit
7037286b-820b-478b-acee-2756ecbca9a5,d357742d-30bd-4c8e-ae65-20d5eb059e23,CAR-UPS,839225736355,2026-02-18T06:43:03,2026-02-20T06:43:03,delivered
bccd340a-3257-438b-b829-f283e5fbcdd0,fdfe02ce-f4cd-4a2e-830a-1df7a71d497f,CAR-USPS,377951558993,2026-02-27T12:58:41,2026-03-04T12:58:41,delivered
85210da6-23af-429b-bf02-5583dcee6d6e,10f88f28-844c-49d0-bf0a-7d4fbf437c23,CAR-USPS,407271422097,2026-03-17T08:03:20,2026-03-22T08:03:20,delivered
0dbb0d51-a813-4a87-a80a-b7d9c6d59249,141677d4-519f-4097-9b42-b01a22b2caa9,CAR-FEDEX,575553352020,2026-04-07T02:53:57,2026-04-12T02:53:57,delivered
fbb8cfb3-761f-484b-9dac-19994b711257,e1510d79-1279-4046-b02d-a5e22bb3aa82,CAR-FEDEX,297069878167,2026-04-15T13:30:50,2026-04-20T13:30:50,delayed
3da5bc65-7073-4fc9-95ac-d3022f327fa7,4d06b2a8-70e4-498e-b31e-602732a811f5,CAR-UPS,225208830983,2026-06-19T20:53:09,2026-06-24T20:53:09,delivered
a134c737-5bf1-4d67-a6ec-77c021b93e72,f1640ddc-7946-471c-8fb0-6acf997676fe,CAR-FEDEX,685989731658,2026-07-14T21:41:34,2026-07-19T21:41:34,delivered
8a47b3b0-b22e-480c-8b5d-4e059ce1ee0b,aa216c0f-99ad-46c8-89c8-59e6b50d6109,CAR-UPS,327657140569,2026-04-10T16:47:55,2026-04-12T16:47:55,delivered
6a10f4c0-7792-461c-8191-e9527c61f118,7197b2f7-2a6c-4985-ab05-7d19be28b969,CAR-UPS,505476656055,2026-03-07T19:34:02,2026-03-12T19:34:02,delivered
906142b4-8809-4392-b6da-549e5e7a6ca6,a4110fc5-4836-46cd-8a3a-b1f01ccfa159,CAR-USPS,160030526897,2026-06-21T06:04:56,2026-06-26T06:04:56,delivered
2ef75b73-2777-4258-b374-990ff89a202d,5338fc47-0830-4460-bfc7-27c2668039cb,CAR-UPS,154871777755,2026-03-09T07:32:18,2026-03-14T07:32:18,delivered
4845022d-e469-40a3-82c5-211fa41f5e2b,868d4bfd-0f8f-485e-987b-ba9a7ccacc56,CAR-UPS,642145664102,2026-04-03T00:04:35,2026-04-05T00:04:35,delivered
11be58d6-be31-4f4b-9624-ee27ccd4eda7,73f73008-2c3c-4498-95f8-834b19f1f1a7,CAR-FEDEX,701700507967,2026-07-24T09:29:06,2026-07-29T09:29:06,delivered
70f436f2-c635-4b2d-af17-fe24f197f054,f477a8e9-f3ee-4890-bad6-be44ba7921b1,CAR-FEDEX,966946026785,2026-04-13T16:51:56,2026-04-15T16:51:56,delivered
ba5508e9-aa32-4144-9e62-e5f367210d63,3cf3d242-4555-4263-aa29-56642cf3b2b7,CAR-USPS,632763514329,2026-05-06T01:24:49,2026-05-08T01:24:49,delivered
a107a224-2171-45ad-b4a8-54a1b725a6de,12d5e781-04d4-4024-8f39-a3d5387514b4,CAR-FEDEX,100388961786,2026-06-03T16:56:44,2026-06-08T16:56:44,delivered
e91c3bc0-3305-4ff9-bdb9-3be6719d7062,035906e3-5b92-4b77-a345-72c1459147c5,CAR-USPS,453355813933,2026-06-21T22:00:26,2026-06-26T22:00:26,delivered
f90a0b36-9d80-45f2-bebe-538842626d3f,c14b2a33-fd62-4a4b-bef3-632a0bbdeb34,CAR-USPS,763920059182,2026-05-17T20:30:52,2026-05-22T20:30:52,delivered
341ad07c-3ec3-4c30-9c46-e42183353786,5bac392f-247c-46f3-83ac-ac3718834de5,CAR-UPS,995173823927,2026-08-12T11:34:37,2026-08-14T11:34:37,delivered
399df822-71a9-41bd-80ef-d4174e833b70,57633f3f-1b10-4e1a-b7ce-78b07159d0d9,CAR-USPS,816588441337,2026-02-21T20:29:28,2026-02-26T20:29:28,delayed
3057e087-9e4d-4c6c-a8ea-d3e4264733ce,3fd59b06-bd57-415d-b99e-0b521f9b8b58,CAR-FEDEX,719104242544,2026-02-27T10:59:02,2026-03-04T10:59:02,delivered
52d483b5-7781-4f85-bc5b-c39ef1ab3178,60b07840-284f-46fd-9801-ae7c86bd3003,CAR-USPS,748258440601,2026-06-03T22:36:46,2026-06-08T22:36:46,delivered
a70c6745-5f86-4fe2-af67-74bcc3ddaa6b,8c880353-9f06-4d4d-a518-7982fe185430,CAR-FEDEX,962102780063,2026-07-04T20:44:39,2026-07-09T20:44:39,delivered
5a55298f-02c2-45ae-b8a1-b0140dcbc1ed,a613e9bb-3510-4427-8264-d4b9d140f6de,CAR-USPS,169032783696,2026-08-10T15:44:30,2026-08-15T15:44:30,delivered
3d2de827-ec68-4762-afb4-d902b26c8198,5e9eefd1-588a-4bbb-baba-686f261f5d0e,CAR-USPS,542448581991,2026-04-12T04:36:13,2026-04-17T04:36:13,delivered
74999c13-4f36-421b-a751-cd83d2b525fd,c0221378-3def-4c79-a3ab-361c1cde2675,CAR-USPS,806503785083,2026-03-14T14:32:38,2026-03-16T14:32:38,delayed
3ff7ca1d-96e5-4e12-9f39-1502d1dcd7a2,8243da33-d069-433d-a57d-587d38b30426,CAR-FEDEX,344944615679,2026-02-19T00:45:20,2026-02-24T00:45:20,delivered
c0049166-08e9-4a24-9661-9f666b8d2497,c76fab0e-6bdc-4dde-8673-516e9f9b7f49,CAR-UPS,386236832450,2026-06-29T20:26:47,2026-07-01T20:26:47,delivered
6ce6bc85-eb3e-4153-97c3-4b0d335b04d4,9865da41-b1da-401f-aca6-6b52f3439904,CAR-FEDEX,186536474710,2026-06-08T18:19:37,2026-06-10T18:19:37,delivered
2bfc360f-2cb9-4292-84a5-ffefa601ca6f,1320c1b8-a4c5-4aab-a8f0-17434faa9fd7,CAR-FEDEX,412516895622,2026-04-14T05:15:39,2026-04-19T05:15:39,delivered
9f77f8fe-74fd-4a16-8652-2ae9a3ce84e0,8d431efe-d7c3-4164-b609-f9cec44ac47c,CAR-UPS,359680983467,2026-07-15T18:10:38,2026-07-17T18:10:38,delivered
da6cd6b4-e263-4a19-8768-b07092a9678f,b577a720-2c8a-46b4-a105-fe92087788f4,CAR-UPS,698810871089,2026-04-17T20:05:38,2026-04-19T20:05:38,delivered
9edaad75-ddad-4c58-98fb-fbd712187698,735d6547-29af-47fc-b2dc-ad3ae7dcc829,CAR-USPS,492611407787,2026-04-05T14:00:18,2026-04-10T14:00:18,delivered
161a92b0-b169-4277-998a-e3ee7326ca7d,48ef27f3-3944-4985-b0fd-d572a570e2db,CAR-USPS,705207663106,2026-07-06T08:23:34,2026-07-11T08:23:34,delivered
5da041b8-4f0e-47cd-9b35-71ccd42cea4b,9e284b04-37be-4dfe-8cda-6c572d3a2ce8,CAR-USPS,427892053553,2026-05-30T19:57:48,2026-06-04T19:57:48,delayed
02f664c5-c4a9-4f88-a4d0-00661e3f59f0,59d4b792-d828-4b56-81d7-3e550d3de190,CAR-USPS,396482964480,2026-04-30T22:01:41,2026-05-02T22:01:41,delivered
426e9496-0d9b-4ec0-913a-4108bd656afc,90e2e571-bbf4-4a93-9181-96dd935cdac8,CAR-UPS,944375813417,2026-03-18T06:07:14,2026-03-20T06:07:14,delivered
2abff4b0-e984-4825-9dbb-041748658c58,92303610-8485-45c1-a12d-f4cf0c803feb,CAR-USPS,349965112664,2026-05-11T15:10:01,2026-05-16T15:10:01,delivered
61ebc732-cd73-4840-82eb-44cf9620d4a0,81639527-ae71-4c5c-99c3-c1049d794f11,CAR-USPS,585413222091,2026-03-21T11:05:29,2026-03-26T11:05:29,delivered
eb7bec9d-8d4c-4827-8789-32dc4c72b9c3,d32ec35c-8d77-449d-8e47-ff349b350078,CAR-FEDEX,464541122856,2026-04-08T01:52:31,2026-04-10T01:52:31,delivered
4bcc1d9c-973e-434f-8e8b-23fed6a507cf,c0934598-d2a3-4d4c-abc1-73165b4e7373,CAR-UPS,523819234364,2026-07-18T16:17:54,2026-07-20T16:17:54,delivered
3d583b68-3c06-45fa-9d7a-dc981d4b43e3,783a8fb4-f617-419b-93a3-7e243b3c1afe,CAR-FEDEX,642509942454,2026-04-06T11:38:15,2026-04-11T11:38:15,delivered
baae83e2-c156-423c-acbc-a55468c57f84,85b75468-0bd1-4c48-8152-43cc3cfa26f4,CAR-FEDEX,806153171886,2026-05-25T10:08:06,2026-05-30T10:08:06,delivered
cab7e495-5783-4e63-a400-53ab350674c1,fef26c32-f839-4ebe-8180-fa574e93e329,CAR-UPS,157429764106,2026-03-15T03:27:49,2026-03-20T03:27:49,delivered
e8c78ed3-12f2-482d-9dd5-3e0f686842a0,61b8042f-12d4-4eb7-91c3-c27d400eeb1c,CAR-UPS,227893161494,2026-04-09T01:59:30,2026-04-14T01:59:30,delivered
cb0112c7-5c02-464f-98f8-29f84c85bcb8,0ed65828-59ef-4312-9ff0-d8cd37ea0d66,CAR-FEDEX,978386195152,2026-03-04T04:25:32,2026-03-09T04:25:32,lost
c2920980-5f57-448a-9c47-60710fe08645,e33d60cd-b7ee-4573-a8b9-9d3cda13032f,CAR-USPS,393373328411,2026-03-21T09:37:48,2026-03-23T09:37:48,delayed
1b3104b0-9749-4d59-9448-68049b21c736,e9401068-c62b-4d89-b694-127ea7b23cf3,CAR-FEDEX,700010476277,2026-03-12T17:01:47,2026-03-14T17:01:47,delivered
428071d4-5609-4073-8543-45376eeea57b,73777356-6a97-4a3f-8e33-1443f2ff2457,CAR-UPS,974904610887,2026-07-01T08:52:07,2026-07-06T08:52:07,delivered
d0e27928-ebdd-4fde-a4e4-d8c8640ffc52,b7b8e9ac-c2df-4211-bb7f-2eb68937cff8,CAR-UPS,874100356289,2026-07-16T12:32:52,2026-07-18T12:32:52,delivered
0052e516-9e9a-48d9-a262-0d9a021872ca,7b130de3-3a6f-41e8-ad0e-ca940987311a,CAR-FEDEX,728181725315,2026-07-20T23:45:04,2026-07-25T23:45:04,delivered
f95f40f0-a552-4809-ba14-76c8f0d4944c,c7ef24f0-b431-4722-9d18-2951f5651309,CAR-FEDEX,752796628184,2026-04-06T15:34:16,2026-04-11T15:34:16,delivered
9fb74f16-1191-496f-968e-bf83fd5193e0,fc43b0b1-6eda-4677-b60d-bef3e6b8bac5,CAR-USPS,541289528793,2026-07-20T12:53:08,2026-07-25T12:53:08,delivered
afd1e1fe-c094-4126-997e-ec0a57727587,e91f6cf5-ddb9-480b-a49c-1d0428cc6e23,CAR-USPS,796000084198,2026-05-13T07:16:03,2026-05-18T07:16:03,lost
965b00cb-dd24-4417-af31-7a8bacc052d0,09925e1c-f609-49a5-a80e-fcbd2074b0f2,CAR-USPS,579074944631,2026-03-23T23:26:33,2026-03-25T23:26:33,delivered
87850d22-27c7-4574-b6bb-3265f3809949,c217bbe8-8229-498b-a0a7-0c747001f265,CAR-FEDEX,410343244379,2026-07-14T21:13:51,2026-07-16T21:13:51,delivered
20ccadd1-897d-462b-b7d7-2542278643ea,99c02cbc-a01e-460c-a965-393a0c3054bd,CAR-FEDEX,697148980998,2026-07-06T15:23:27,2026-07-08T15:23:27,delivered
b652c7b7-d565-422d-82d1-bf61475e097b,73150190-d15d-47d5-afc0-fc5628be5439,CAR-FEDEX,478324976821,2026-02-20T00:07:09,2026-02-22T00:07:09,delivered
375b4dff-7028-4684-8350-c0b7caf69ac0,6b27e2fa-b8f6-45fb-bd9a-592ff3d34157,CAR-USPS,744997544092,2026-06-13T21:41:33,2026-06-18T21:41:33,delivered
4d35a20c-aa7f-414f-b606-20679799e5a5,d6fbb587-6561-46d0-8638-146815330df8,CAR-UPS,223373786998,2026-04-27T21:24:31,2026-05-02T21:24:31,delivered
ef6afd93-b2f4-41af-b729-c5e3f066c197,c412df19-d1de-4481-b771-4695e30eeed1,CAR-USPS,524717350260,2026-03-28T18:27:26,2026-03-30T18:27:26,delivered
c2660969-d15f-410c-aec4-6d9e15c9d5f9,6e56d4b3-eaa3-4c7d-8050-4593ce52c850,CAR-FEDEX,557344225024,2026-03-17T05:25:09,2026-03-22T05:25:09,delivered
0cbfda0a-42b7-4158-9959-8b6fd92842a8,05b1c32f-86f0-41c8-bbc4-692384e444bf,CAR-UPS,373009390238,2026-03-27T01:16:25,2026-04-01T01:16:25,delivered
5144c38e-9bb4-41ef-9592-bee4cc69140a,2c52e56e-cd53-4b5d-b164-380d2ba96787,CAR-FEDEX,659330113541,2026-06-12T08:22:31,2026-06-17T08:22:31,delivered
b9c71310-b49a-4e95-8d16-9b88e9376c81,861c065c-743d-4812-be2a-db02252f309f,CAR-USPS,891544734261,2026-02-26T18:56:34,2026-03-03T18:56:34,lost
ccc505ad-45c5-49a0-b40c-79dcbc591a1c,8ef248e1-e274-496f-9488-4747c40a8f93,CAR-UPS,368157222550,2026-04-05T21:50:55,2026-04-10T21:50:55,delivered
28280765-03a1-4f66-8b8a-64c0b2fa8160,4329f839-0711-477f-a643-86805b05712d,CAR-USPS,556021993066,2026-04-06T08:09:52,2026-04-11T08:09:52,delivered
c6155a0e-1e90-48f8-97fd-179009a78f2e,81747e79-e1dc-4d8d-859e-6b6a280fbc02,CAR-UPS,688493110020,2026-05-13T20:04:40,2026-05-18T20:04:40,delivered
3a1cf27a-c8e0-4437-919d-09dc52689002,4b813f65-7b2f-4dcc-b7f9-f5754cb2b7da,CAR-FEDEX,681480342551,2026-07-11T12:50:11,2026-07-16T12:50:11,delivered
36286750-aace-4c7c-882a-28552a20d5c6,eb9152eb-0a68-454d-a9d7-d5a26cef1c08,CAR-FEDEX,363074972162,2026-04-03T00:28:05,2026-04-05T00:28:05,delivered
