id,ticket_id,event_type,occurred_at,detail
332c8c37-3a4c-49a1-92a5-8d1fe60d4614,91faf1c8-8cdb-4bec-aacf-05edeeb5c2eb,resolved,2026-02-09T00:40:33,
30839df6-40c1-4750-a70f-dcfc75cde279,b208720c-5189-46a8-ac39-51acf03948c6,created,2026-08-09T16:37:57,
a1e99b6e-f830-4350-904e-cbb6ee1c5c62,b208720c-5189-46a8-ac39-51acf03948c6,assigned,2026-08-09T23:24:13,5ddbd80d-f370-4fa7-bd64-5eec9c2f37bc
47371089-a688-41f7-a5c2-25e534e6878b,b208720c-5189-46a8-ac39-51acf03948c6,resolved,2026-08-10T15:07:39,
0f566e1f-5d45-4a05-b686-ff947bfa0594,f72dc996-c9ad-4d44-a808-e8df2748ab69,created,2026-05-08T16:37:57,
4cb3975a-c423-4661-944f-d114dbd04d02,f72dc996-c9ad-4d44-a808-e8df2748ab69,assigned,2026-05-09T00:37:16,febe248a-e430-40d5-84d7-fc06d8b408dc
52defa24-ca41-4101-bc4e-cbd70c400a85,f72dc996-c9ad-4d44-a808-e8df2748ab69,resolved,2026-05-12T14:56:14,
15c03fdf-cf0a-4933-971b-9707945f7507,92a22ddc-7baa-474f-891d-098fec059f1a,created,2026-01-14T16:37:57,
2ae8dd6b-e3cd-445e-8572-741fe5fe33e9,92a22ddc-7baa-474f-891d-098fec059f1a,assigned,2026-01-14T21:57:51,5ddbd80d-f370-4fa7-bd64-5eec9c2f37bc
7a46c0f9-160c-4223-bf2f-f21229416024,35abc285-3482-4570-8e02-ec41d8dc8f66,created,2026-06-07T16:37:57,
0a314b57-ceec-473b-95a7-e46791206e7a,35abc285-3482-4570-8e02-ec41d8dc8f66,assigned,2026-06-08T04:01:50,d8626458-40a4-4749-8828-09916a7365e6
4cca6ecc-cb55-403e-b3ff-02cf5ea0f6cb,35abc285-3482-4570-8e02-ec41d8dc8f66,resolved,2026-06-09T03:06:50,
57872318-d57b-47f0-b559-2fcd46a438f8,4789b000-4213-4b05-87b0-8098d6ff01be,created,2026-08-05T16:37:57,
1091ad3d-4533-4bb9-a640-9195565a7484,4789b000-4213-4b05-87b0-8098d6ff01be,assigned,2026-08-06T01:10:16,63d29a06-4a0f-4f21-9b3c-0ca917190a59
2e5290e6-42f5-4118-bda3-d28978be441e,4789b000-4213-4b05-87b0-8098d6ff01be,resolved,2026-08-10T09:17:06,
98dad2bb-d4c9-4627-9997-85f731e65eaa,a410d769-9eb7-4543-8681-d87979f44874,created,2025-11-05T16:37:57,
67c12941-9d57-437c-b7bd-65b2ee326f5e,a410d769-9eb7-4543-8681-d87979f44874,assigned,2025-11-05T20:43:25,8ae11eaa-8f00-40e3-b3e3-b30d399db61c
82bdfc3c-f831-474d-a2ec-b37e1826c3a2,a410d769-9eb7-4543-8681-d87979f44874,resolved,2025-11-07T11:57:26,
292393c9-f652-462f-a61b-1a4c1385a5af,496e062f-ba11-4666-a650-4bce4453d195,created,2025-12-14T16:37:57,
0928104b-b06c-47be-af2e-e0e3800b96ec,496e062f-ba11-4666-a650-4bce4453d195,assigned,2025-12-14T23:14:11,63d29a06-4a0f-4f21-9b3c-0ca917190a59
8a38f2b4-54c3-4458-9190-5deddb9c91c8,496e062f-ba11-4666-a650-4bce4453d195,resolved,2025-12-16T08:44:31,
beca49d5-6461-48aa-a99e-2b91f6efd643,a9d744cd-4ad3-42ce-9bd8-240740c357f4,created,2026-02-25T16:37:57,
3b5a5fc0-24d4-446c-8c45-61e77c80e25f,a9d744cd-4ad3-42ce-9bd8-240740c357f4,assigned,2026-02-25T18:42:54,8ae11eaa-8f00-40e3-b3e3-b30d399db61c
9b375c95-d4a7-48ab-9877-6438d033d45d,a9d744cd-4ad3-42ce-9bd8-240740c357f4,resolved,2026-02-27T13:09:17,
83ce75f6-7978-45dc-946b-5230a66443f7,e0915614-5bb8-4454-9c93-a527713e333a,created,2025-11-26T16:37:57,
a6e52650-0033-4c78-90df-dc966b3d9d17,e0915614-5bb8-4454-9c93-a527713e333a,assigned,2025-11-27T02:21:54,febe248a-e430-40d5-84d7-fc06d8b408dc
b1569c7a-19d5-4573-8db7-b62c6bfd7e76,e0915614-5bb8-4454-9c93-a527713e333a,resolved,2025-11-28T19:18:21,
aebe0ddb-2513-4458-8f93-9bf85043f947,0b4e3358-f6c8-4815-b0ab-7053b819f31d,created,2026-04-26T16:37:57,
6a31f3bc-e928-4af1-bd62-718560aec9fc,0b4e3358-f6c8-4815-b0ab-7053b819f31d,assigned,2026-04-26T22:07:36,38003235-c133-4913-a560-05ab3f945523
ffa308f8-1d4b-457e-81d5-9ff1b232ade4,0b4e3358-f6c8-4815-b0ab-7053b819f31d,resolved,2026-04-27T06:27:37,
bf952126-7d66-4f80-bc00-4f61d558ff77,8c0998aa-7acb-4c61-bddd-f9bac7a714e3,created,2026-05-20T16:37:57,
1376b223-e5fd-4d2e-8fc1-eb58ba9a5eaa,8c0998aa-7acb-4c61-bddd-f9bac7a714e3,assigned,2026-05-20T22:24:24,63d29a06-4a0f-4f21-9b3c-0ca917190a59
ead96463-ca31-4b51-9481-721848367637,8c0998aa-7acb-4c61-bddd-f9bac7a714e3,resolved,2026-05-23T06:38:58,
81a167b6-d6e9-4d80-91ee-8f0a6a22f599,5a5fb84d-e171-436d-aab2-3807983d8970,created,2026-08-02T16:37:57,
1c836e9b-6432-436d-9304-151f8739588a,5a5fb84d-e171-436d-aab2-3807983d8970,assigned,2026-08-02T21:20:58,febe248a-e430-40d5-84d7-fc06d8b408dc
0907fa6c-5637-4be3-9e2a-97d7d3d03700,d241a803-230e-4a93-a33d-55688518a093,created,2026-07-29T16:37:57,
8eea0b07-e377-4e87-b4af-c9d87b40ae72,d241a803-230e-4a93-a33d-55688518a093,assigned,2026-07-30T01:19:31,63d29a06-4a0f-4f21-9b3c-0ca917190a59
55e054f0-2966-447d-a802-56c48f5620e9,d241a803-230e-4a93-a33d-55688518a093,resolved,2026-07-31T22:29:00,
17a48821-70ce-4ce0-972b-b38a9fcfa9c2,d64137c6-ea53-480f-a083-aeae9ce219fe,created,2025-10-21T16:37:57,
774d2888-e005-4d06-a195-5f088c7ecd05,19b4a709-121f-463e-8742-4ff7e57c720f,created,2026-02-10T16:37:57,
02f69ec3-cf5f-4a9c-8a24-12299597368d,19b4a709-121f-463e-8742-4ff7e57c720f,assigned,2026-02-10T18:34:28,d8626458-40a4-4749-8828-09916a7365e6
dfb45c81-9162-49ce-b93f-7c5cb54bc890,585c6901-b548-4b31-8522-5f2bd9fd0c43,created,2026-04-02T16:37:57,
7f33db0b-a4c3-4efd-9704-538b13ee7e5b,585c6901-b548-4b31-8522-5f2bd9fd0c43,assigned,2026-04-03T04:20:51,b00deb46-3313-4939-aac7-8e195ac8d589
3c0ca8b0-18f8-45ed-b0b5-103a2582015b,79ef761b-fc51-4e0b-abbe-0058bc4f86b3,created,2025-11-26T16:37:57,
f9a13372-deaa-493b-a49d-1c0fb5ea3dd9,79ef761b-fc51-4e0b-abbe-0058bc4f86b3,assigned,2025-11-27T03:36:28,90f96181-8123-4add-8fe8-938102416710
5e9b272c-b1a8-40dd-af22-44d0d3af70a8,79ef761b-fc51-4e0b-abbe-0058bc4f86b3,resolved,2025-11-28T01:36:01,
c5c24676-eb90-463c-b0c1-5527789ab07f,da025409-b03e-4d2b-977d-c60ca627e168,created,2026-05-27T16:37:57,
79773b16-9ec8-49ca-a3f2-43fcb6a94f17,da025409-b03e-4d2b-977d-c60ca627e168,assigned,2026-05-27T18:07:38,38003235-c133-4913-a560-05ab3f945523
e1d0d1fd-1b5b-4fcb-8b41-a60aa3652927,da025409-b03e-4d2b-977d-c60ca627e168,resolved,2026-05-30T13:09:30,
24455cbb-2795-43e7-a4a2-73b7b1dd1cf1,2184d116-a044-4f20-8584-e379e5a818fc,created,2026-02-14T16:37:57,
8610f6a6-42a7-4c72-9abc-a221381fdf0e,73c64ed1-986c-442f-bd3e-e2b5db9ffd90,created,2026-04-05T16:37:57,
d2e52f8d-37b4-4fbf-9e2f-2ee233caed78,73c64ed1-986c-442f-bd3e-e2b5db9ffd90,assigned,2026-04-05T19:54:38,8ae11eaa-8f00-40e3-b3e3-b30d399db61c
3fae530d-6a27-4b64-8c65-69f7a260c543,73c64ed1-986c-442f-bd3e-e2b5db9ffd90,resolved,2026-04-09T10:59:35,
93d09457-a8be-48a8-a097-3e86526931e7,f2dc104a-94fe-4608-b1f3-c69453855a5d,created,2025-12-16T16:37:57,
c30be791-4dfb-4242-8a2d-8b09e3a27bf0,f2dc104a-94fe-4608-b1f3-c69453855a5d,assigned,2025-12-16T21:26:19,63d29a06-4a0f-4f21-9b3c-0ca917190a59
5f590985-8992-4a1c-8789-43aed13bd989,f2dc104a-94fe-4608-b1f3-c69453855a5d,resolved,2025-12-18T04:58:12,
9b144af9-6af5-4a46-bd81-a7e2f5e9724b,9b550c5b-2ca7-4e40-ba12-a9e0754a5ba0,created,2025-11-19T16:37:57,
3a45c4ce-77e3-4c76-8b78-56a7cea87d66,9b550c5b-2ca7-4e40-ba12-a9e0754a5ba0,assigned,2025-11-20T00:41:50,63d29a06-4a0f-4f21-9b3c-0ca917190a59
59058497-4e49-4226-884b-c638af99375a,9b550c5b-2ca7-4e40-ba12-a9e0754a5ba0,resolved,2025-11-24T08:46:45,
76dc86f5-8f4d-46c5-9f22-42b5ce217b9b,97a8208d-2f99-49f0-a1ac-3275de6349e1,created,2026-01-27T16:37:57,
a1f3a989-f77e-436f-a8f0-de393d7634f4,97a8208d-2f99-49f0-a1ac-3275de6349e1,assigned,2026-01-27T22:43:53,8ae11eaa-8f00-40e3-b3e3-b30d399db61c
9d66827f-4e25-48b8-a531-114881545c78,97a8208d-2f99-49f0-a1ac-3275de6349e1,resolved,2026-01-28T15:44:36,
f554ff1a-b6fc-46b4-a19c-550ec20df757,a36bfb62-0840-4edb-a9fe-7628c668d010,created,2025-12-22T16:37:57,
1611102b-1e75-45c0-87fc-6260d4f2da41,a36bfb62-0840-4edb-a9fe-7628c668d010,assigned,2025-12-23T02:01:29,b00deb46-3313-4939-aac7-8e195ac8d589
fd2692e5-8c63-441a-b458-769de082275b,a36bfb62-0840-4edb-a9fe-7628c668d010,resolved,2025-12-24T15:12:18,
cce3c068-20a2-4e7a-9aa2-585e6294287c,eee48a72-2bd4-47ad-986c-87649e8f6276,created,2026-01-21T16:37:57,
60d48d70-fad6-4224-81ec-2beb53c21f2a,eee48a72-2bd4-47ad-986c-87649e8f6276,assigned,2026-01-21T17:50:06,63d29a06-4a0f-4f21-9b3c-0ca917190a59
feb1584a-5374-4d6d-bc3a-3d7ab82473b1,eee48a72-2bd4-47ad-986c-87649e8f6276,resolved,2026-01-24T09:14:33,
405c9092-44ba-4516-9775-5fa2c21b698e,465d23f9-c50f-4d3b-b644-103067a1ea3b,created,2026-01-08T16:37:57,
bf776cb7-74e7-4e54-a940-752b01a1e2b3,465d23f9-c50f-4d3b-b644-103067a1ea3b,assigned,2026-01-08T19:21:18,8ae11eaa-8f00-40e3-b3e3-b30d399db61c
d32621b5-77d4-4f54-bc87-92394dfe49f0,465d23f9-c50f-4d3b-b644-103067a1ea3b,resolved,2026-01-10T01:36:56,
36c9a178-df6b-483f-8f98-17612ca06baa,465d23f9-c50f-4d3b-b644-103067a1ea3b,reopened,2026-01-13T01:36:56,
1e1662de-763c-496a-8f0a-2974826847b0,b447e521-ff6f-4df7-82a2-23432f274163,created,2026-08-08T16:37:57,
623026fb-2dad-4969-aaba-a3712f3b704a,b447e521-ff6f-4df7-82a2-23432f274163,assigned,2026-08-08T21:19:58,38003235-c133-4913-a560-05ab3f945523
a0a8b689-8916-4e46-9f4f-7c46c2d78ba8,b447e521-ff6f-4df7-82a2-23432f274163,resolved,2026-08-10T08:51:37,
d117c37a-7ada-48b5-a6fb-07d844c60ad7,fa327c01-4514-4552-a7cc-5d2089e773cc,created,2026-03-16T16:37:57,
66fdbe17-c468-44b0-9859-c195075e980d,fa327c01-4514-4552-a7cc-5d2089e773cc,assigned,2026-03-17T03:07:24,90f96181-8123-4add-8fe8-938102416710
37a4e054-9519-49fd-8549-799f5c3c2995,7da914a1-115e-4e2f-88af-7574a92b558d,created,2025-12-06T16:37:57,
94ea8713-dd02-434c-b006-89ea51738601,7da914a1-115e-4e2f-88af-7574a92b558d,assigned,2025-12-06T17:34:46,febe248a-e430-40d5-84d7-fc06d8b408dc
084fe19d-ec30-4079-97d6-444b87d81002,6325cd7d-b704-4179-8c4d-68831caec2e3,created,2026-06-26T16:37:57,
05e88a1a-2832-4ee7-ae2a-d9d0b40a113c,6325cd7d-b704-4179-8c4d-68831caec2e3,assigned,2026-06-26T22:13:41,90f96181-8123-4add-8fe8-938102416710
2d9cad8b-b9f9-4f83-aaee-cffbf88daccc,6325cd7d-b704-4179-8c4d-68831caec2e3,resolved,2026-06-29T08:38:47,
7437facf-9ac5-4c80-927e-5890e6dc5b44,8f36d54e-9c95-4d90-9524-2cec776f4ef5,created,2026-03-04T16:37:57,
efbf59d8-3bb5-4eb5-99b3-16b5672ed8a2,8f36d54e-9c95-4d90-9524-2cec776f4ef5,assigned,2026-03-05T02:54:00,63d29a06-4a0f-4f21-9b3c-0ca917190a59
ed7024ea-40fd-4f9a-92fb-0bb0ffdb2aa3,8f36d54e-9c95-4d90-9524-2cec776f4ef5,resolved,2026-03-08T18:48:53,
7937455a-45a2-4530-9724-efd75f40b888,e76ab43c-8258-4238-9d56-dcdc2b33f0eb,created,2026-06-25T16:37:57,
39efa91e-2e82-447e-a07e-3e092522737e,e76ab43c-8258-4238-9d56-dcdc2b33f0eb,assigned,2026-06-25T23:16:48,5ddbd80d-f370-4fa7-bd64-5eec9c2f37bc
c2ac0d5f-4c7d-426a-9aa4-dd98aa1057a1,e76ab43c-8258-4238-9d56-dcdc2b33f0eb,resolved,2026-06-28T06:48:11,
7a42be6c-5530-4ba1-bf6a-7e11efb5f600,1ea8126b-03e9-4ce9-95b6-56dc50be8a4c,created,2026-07-03T16:37:57,
614b8b5d-e126-4dde-b6b0-9e50c957996d,1ea8126b-03e9-4ce9-95b6-56dc50be8a4c,assigned,2026-07-04T01:34:39,90f96181-8123-4add-8fe8-938102416710
45bb289a-bae6-444f-8643-8a79ffccf2b7,1ea8126b-03e9-4ce9-95b6-56dc50be8a4c,resolved,2026-07-06T15:04:34,
b00ae62b-0341-4cd0-8d9f-f3f87bb95e94,480ec883-b74b-4b18-9418-1020e7c494d7,created,2026-05-01T16:37:57,
240b9d40-597e-4453-8f99-014c9db27730,94b479d2-53b5-41a6-8d68-792b0b8145de,created,2026-02-27T16:37:57,
83da4c7d-7980-4a8f-900d-399e23c64bcc,94b479d2-53b5-41a6-8d68-792b0b8145de,assigned,2026-02-27T22:51:01,febe248a-e430-40d5-84d7-fc06d8b408dc
f2644985-6741-4391-a705-05323da97d37,94b479d2-53b5-41a6-8d68-792b0b8145de,resolved,2026-03-01T13:19:28,
728b0f0f-be24-4f8e-8a47-de0bc5ecba06,2046974b-e9b7-492b-a038-ed687338fa3f,created,2026-02-18T16:37:57,
0e207632-9e5e-4289-a5cd-f739fe6549f4,2046974b-e9b7-492b-a038-ed687338fa3f,assigned,2026-02-19T00:55:06,5ddbd80d-f370-4fa7-bd64-5eec9c2f37bc
5262c197-eb17-4618-9e5e-c06345a70373,fc337c07-01d5-492b-b9b9-02b69b57880c,created,2026-06-27T16:37:57,
66540978-63fc-4175-8848-3fb31a6efdf5,fc337c07-01d5-492b-b9b9-02b69b57880c,assigned,2026-06-28T02:28:15,63d29a06-4a0f-4f21-9b3c-0ca917190a59
e07e0bfd-cd19-4068-a39d-fc87e4358abb,fc337c07-01d5-492b-b9b9-02b69b57880c,resolved,2026-06-29T22:01:18,
b37254d7-4177-4110-9204-72ffb5a1f647,d047af0e-b4d9-4cc5-b6c1-2cfd354f62c1,created,2026-02-17T16:37:57,
0c508113-a817-473b-9f24-7d00bd6fbf80,d047af0e-b4d9-4cc5-b6c1-2cfd354f62c1,assigned,2026-02-18T01:00:53,38003235-c133-4913-a560-05ab3f945523
d87b42e7-a15a-4c77-a381-8aa7bd26f976,d047af0e-b4d9-4cc5-b6c1-2cfd354f62c1,resolved,2026-02-21T21:45:03,
5c908887-9949-453c-8fc1-e0d0b66905ba,297f81eb-f27f-4029-9e11-60232c7a90cf,created,2025-11-23T16:37:57,
cc4d516d-4b73-471f-9fef-0ecd5a297700,297f81eb-f27f-4029-9e11-60232c7a90cf,assigned,2025-11-24T03:30:13,d8626458-40a4-4749-8828-09916a7365e6
3ee80241-d5c2-42a7-b91e-3d39d0ad6f51,297f81eb-f27f-4029-9e11-60232c7a90cf,resolved,2025-11-25T12:23:49,
7ed47626-927f-4bb5-a7b3-52de5f3edb02,82f51ee2-206d-4258-9929-b011541418b9,created,2026-03-21T16:37:57,
6820e0bb-e6c9-4b17-b327-1ea8c6d9e026,82f51ee2-206d-4258-9929-b011541418b9,assigned,2026-03-21T23:44:48,febe248a-e430-40d5-84d7-fc06d8b408dc
08f54f82-f3db-4b54-bbb5-8b332bfb309e,82f51ee2-206d-4258-9929-b011541418b9,resolved,2026-03-25T08:11:23,
7f00ef32-ef9f-4deb-95cb-cec6df05c7b8,82f51ee2-206d-4258-9929-b011541418b9,reopened,2026-03-26T08:11:23,
cc6fc851-efc8-44b2-a8ae-4e5feefa717b,c38065b5-01a9-4eb2-a3ee-55cc2e5535e0,created,2026-01-26T16:37:57,
169d8543-99d9-4bd4-856b-204a920ebe56,c38065b5-01a9-4eb2-a3ee-55cc2e5535e0,assigned,2026-01-26T18:15:49,b00deb46-3313-4939-aac7-8e195ac8d589
798669c4-5658-4e4c-a3aa-b4be684a8802,216a714f-5100-4fc3-91f6-a921995245c8,created,2025-12-22T16:37:57,
e8090bd5-e479-400a-a88f-fb76038c2d89,216a714f-5100-4fc3-91f6-a921995245c8,assigned,2025-12-23T03:15:41,5ddbd80d-f370-4fa7-bd64-5eec9c2f37bc
cb92e125-b295-4b05-b907-a77b63f826ac,216a714f-5100-4fc3-91f6-a921995245c8,resolved,2025-12-27T03:50:19,
8d9c5110-5000-4eb9-8198-9320fcfe624e,512f8616-47ee-4f93-b709-c89ced1438f5,created,2025-12-28T16:37:57,
0626d2a3-0af1-4aa2-8db5-4a4a0086d4ab,1b0a1031-7c16-4cf5-91e3-1e6e26bc98b4,created,2026-07-25T16:37:57,
09ea1651-4a01-49e8-b470-7f3441ae15e7,1b0a1031-7c16-4cf5-91e3-1e6e26bc98b4,assigned,2026-07-26T03:24:21,8ae11eaa-8f00-40e3-b3e3-b30d399db61c
8e98d9b9-bdfa-45f9-a011-4c52c8ff1e63,1b0a1031-7c16-4cf5-91e3-1e6e26bc98b4,resolved,2026-07-29T01:56:45,
d7dd8aff-6522-4a82-8611-9dad59f9f469,8bdaffb0-82f2-441e-ab53-624752514448,created,2026-01-10T16:37:57,
bced9607-5339-4444-b531-74f4d4d3c71c,8bdaffb0-82f2-441e-ab53-624752514448,assigned,2026-01-11T02:13:40,38003235-c133-4913-a560-05ab3f945523
87cf23bb-51c2-429d-a5dd-e5af464afe70,8bdaffb0-82f2-441e-ab53-624752514448,resolved,2026-01-14T02:44:58,
61a0cc22-991b-41a0-b6f3-ef134904a3e6,7add8b4c-f6dd-454d-a8a7-013572899c9f,created,2025-11-06T16:37:57,
9f354e91-401a-443d-a595-5f1dc8145227,7add8b4c-f6dd-454d-a8a7-013572899c9f,assigned,2025-11-07T04:09:25,5ddbd80d-f370-4fa7-bd64-5eec9c2f37bc
341d095c-9761-43f0-9eed-382054a048a2,7add8b4c-f6dd-454d-a8a7-013572899c9f,resolved,2025-11-08T21:08:39,
d6ca5029-0929-4fa7-806a-9f54cea1e0e4,79d7c689-2a4b-4322-941b-86f0b2f1f695,created,2026-07-11T16:37:57,
07c5b8f6-b874-4e60-b63f-7ffc327ce6c4,79d7c689-2a4b-4322-941b-86f0b2f1f695,assigned,2026-07-11T19:18:45,febe248a-e430-40d5-84d7-fc06d8b408dc
4b5a5cec-75fa-47f4-b789-67fa4a1d20cf,79d7c689-2a4b-4322-941b-86f0b2f1f695,resolved,2026-07-12T07:24:02,
4a33890c-a1a4-416b-ba01-65a9e5ed36c6,52b8151c-1ec9-4244-8a71-687ed9d286da,created,2026-07-21T16:37:57,
4884fd3d-8ecd-47a1-86d1-20c3d46e87d2,52b8151c-1ec9-4244-8a71-687ed9d286da,assigned,2026-07-22T02:59:27,38003235-c133-4913-a560-05ab3f945523
bb58ecb3-4d81-4710-ab49-8f47c5ebafc9,52b8151c-1ec9-4244-8a71-687ed9d286da,resolved,2026-07-23T15:13:51,
5d1de9bc-ef35-421f-8222-440a0b0d8409,8a1fe5bd-662f-4526-932d-9ca5d133b0f7,created,2026-05-20T16:37:57,
89ad40bf-fc8b-49b8-b721-b4b59a1233f6,8a1fe5bd-662f-4526-932d-9ca5d133b0f7,assigned,2026-05-21T01:09:00,febe248a-e430-40d5-84d7-fc06d8b408dc
49506cf0-9448-4a34-ad3c-2f56cdf9694d,8a1fe5bd-662f-4526-932d-9ca5d133b0f7,resolved,2026-05-24T04:57:47,
48870cf1-e399-4e11-8869-9ab7f6c983b2,ba0dd752-94d7-43e9-92a8-b0eb0cf090c1,created,2026-04-05T16:37:57,
52e39638-93c7-44ed-892a-bcb107e38907,ba0dd752-94d7-43e9-92a8-b0eb0cf090c1,assigned,2026-04-06T00:13:53,febe248a-e430-40d5-84d7-fc06d8b408dc
36dd1952-34bf-4de0-9c6b-140af87b66d3,ba0dd752-94d7-43e9-92a8-b0eb0cf090c1,resolved,2026-04-09T02:47:54,
041f4f84-b4aa-434b-bfcf-7bf4806f5acc,5b4d3e04-e6ff-464b-bde5-cd065dc24d4d,created,2025-12-04T16:37:57,
11213342-6bfa-4a11-9fef-d21e451abd62,5b4d3e04-e6ff-464b-bde5-cd065dc24d4d,assigned,2025-12-04T18:18:29,90f96181-8123-4add-8fe8-938102416710
fdb37207-d7b6-4a40-a6b8-2b64f72d7920,5b4d3e04-e6ff-464b-bde5-cd065dc24d4d,resolved,2025-12-07T10:07:21,
253c77e7-57f5-4987-a177-afc3290cb97b,5b4d3e04-e6ff-464b-bde5-cd065dc24d4d,reopened,2025-12-11T10:07:21,
7dc37968-3dbd-47da-97f8-6552d16bcec1,8d9821fb-ae71-40d2-adba-2c8245b40260,created,2026-06-08T16:37:57,
214ecc20-6703-488f-9a61-35e18db2a235,8d9821fb-ae71-40d2-adba-2c8245b40260,assigned,2026-06-08T21:20:16,febe248a-e430-40d5-84d7-fc06d8b408dc
8ddb216a-7308-42b4-82f9-736cd3199cd7,8d9821fb-ae71-40d2-adba-2c8245b40260,resolved,2026-06-10T21:27:44,
9e9a37cf-f68d-4c9d-822b-860671953f6e,c290cae9-f661-4bcc-8a10-ca01f28422a2,created,2026-06-25T16:37:57,
05af63e2-4398-4cae-b07e-97fc09f48965,c290cae9-f661-4bcc-8a10-ca01f28422a2,assigned,2026-06-25T17:38:55,b00deb46-3313-4939-aac7-8e195ac8d589
a92bb525-aac5-45a6-8407-3e9861aa84e6,c290cae9-f661-4bcc-8a10-ca01f28422a2,resolved,2026-06-28T12:51:53,
c9f511e8-7ff4-444d-9787-bb591c4f11f6,0fc57b63-b810-4e1f-a79d-a718184db664,created,2025-11-05T16:37:57,
1a73ab27-4e22-46f4-8898-18e1c0d55b1d,e9741719-f942-49fa-931e-eb3361308b5e,created,2026-01-12T16:37:57,
9d7f2430-933c-47fe-8e8d-1ca264ace62a,e9741719-f942-49fa-931e-eb3361308b5e,assigned,2026-01-12T22:26:21,d8626458-40a4-4749-8828-09916a7365e6
9312a74c-10e9-4dc6-8fad-960abb7f03cb,e9741719-f942-49fa-931e-eb3361308b5e,resolved,2026-01-14T01:17:34,
33408473-6e51-41bb-9cbf-03fd8704ee8b,1d5ae8c9-08ce-4464-a8c1-cd6b102cb8d5,created,2025-12-08T16:37:57,
84d354ea-61de-430d-b7a3-96b05c905254,1d5ae8c9-08ce-4464-a8c1-cd6b102cb8d5,assigned,2025-12-09T03:15:39,5ddbd80d-f370-4fa7-bd64-5eec9c2f37bc
0e8f1955-305d-4296-a57e-e45c03998230,1d5ae8c9-08ce-4464-a8c1-cd6b102cb8d5,resolved,2025-12-11T06:31:26,
a8f4ab61-a3fa-44ab-8411-78f112aa369d,815bf17e-8195-4ccc-9e93-6eb50bc44266,created,2026-01-07T16:37:57,
19f518ee-a998-43db-ae96-38f61dd31598,815bf17e-8195-4ccc-9e93-6eb50bc44266,assigned,2026-01-07T21:09:50,febe248a-e430-40d5-84d7-fc06d8b408dc
