id,session_id,event_type,occurred_at,page_url,product_sku,search_query
71ceeccc-750f-459d-aefd-3cbbc1ff9742,60a1c3af-852e-4281-970f-c45294026bfd,product_view,2026-02-18T08:53:32,/product/jaf-005,JAF-005,
c5c9598f-f28c-4a51-9dec-644859dcbf7b,37b97e58-b910-48e3-b0fd-4700ea56d355,page_view,2026-04-25T16:00:17,/search_results,,
d0a795da-554d-456f-93c6-dfe2373e41ee,3b70e963-c57b-455b-b65e-b6a83de2375a,page_view,2026-03-24T06:47:08,/cart,,
b7e6bc79-00a3-4083-996c-5df2bf27769f,00f60485-21f3-47f3-a673-be7156965c95,search,2026-05-09T06:29:17,/search,,chai
047badbe-80e1-499e-9cac-80d2e07f943d,c8ee66da-14d4-4a8a-9070-f927eff47f74,product_view,2026-03-12T21:44:32,/product/jaf-002,JAF-002,
0e8518fa-4203-4e28-89b8-f19cfa1331c4,36c9011b-2c03-4444-9a3b-13324692ef0c,page_view,2026-07-06T21:27:44,/home,,
9e15f9d5-25ec-49b5-90b3-4158a923080f,82051739-1178-41ef-a113-cb5941e11d6a,product_view,2026-06-10T18:41:36,/product/bev-001,BEV-001,
482eacb7-b254-4097-9bc1-849e8d0984c7,93b2a3eb-8bf5-4044-82a9-bdcd781fda90,product_view,2026-05-05T16:55:09,/product/jaf-003,JAF-003,
4ec8b79e-82de-4b78-9e28-24159a242373,9a017749-2388-49fa-b428-24d5b56d7a94,page_view,2026-07-01T19:43:10,/product,,
a45ae412-6a54-4d61-921c-4d8f91960d05,59c1673c-481c-4954-872e-36baa1f15061,page_view,2026-04-14T12:40:53,/cart,,
db43060e-1bfa-4d19-a0a0-7e51ad60f925,fca3ce8f-ab75-4cdf-99e0-e3116e221891,product_view,2026-07-16T02:46:26,/product/bev-001,BEV-001,
1da8da07-739b-4772-81a8-08beeb175bf4,ef9a3491-3ab9-4410-bc48-32d81a7a626b,product_view,2026-05-20T04:25:40,/product/jaf-001,JAF-001,
1074ad36-b7ad-40bb-8970-607fbdc3f3cc,69bfabef-8860-4b66-9ff1-d788319e661d,search,2026-07-10T09:04:52,/search,,gluten free
6e870d1b-289a-4048-bf0c-0110bee1bcda,8587cc7d-262e-40de-be13-e91385f2f9da,product_view,2026-02-24T17:36:49,/product/bev-001,BEV-001,
2f950816-3f1b-450e-a1d7-2aa51f3df0d3,c09df8e0-00eb-46d9-9da2-a56a48ebc536,page_view,2026-05-28T10:38:37,/home,,
f2cdcdbe-b8b5-4e1b-a668-a70b049c60c6,854c7471-ddba-4a5f-8ecf-2565a3763073,product_view,2026-08-15T21:22:43,/product/bev-001,BEV-001,
217cac61-6b26-4112-9175-e02cac03b207,b0d7b35c-8167-40b9-8d65-950c46fe9c40,page_view,2026-03-28T14:41:04,/cart,,
d9277e55-7e1c-4f80-bbe8-f0b0a06d535b,236beb52-6a5a-4369-ad69-eeb125aab37c,product_view,2026-05-16T20:20:26,/product/bev-003,BEV-003,
82e653be-2940-4cea-bd6b-4dd3625c8c00,01688f04-fb1d-4f8e-b562-b3907c8dadb7,page_view,2026-07-29T09:55:09,/product,,
dd293e2f-9d0a-4e82-aebc-c815b0debef2,4b7bac9b-f4ac-4349-b6b2-c8d1800b6356,product_view,2026-03-29T06:38:13,/product/bev-002,BEV-002,
e9ef18b5-3c71-40df-b767-5fad5e8cd01d,0ac56af5-291d-4391-936f-9a990323eecd,page_view,2026-06-28T23:07:46,/home,,
0f8e2f2c-6ccb-460c-b369-d901ef663667,ad774d22-be8a-4802-91e3-427038afedd2,page_view,2026-04-30T00:36:40,/cart,,
b4f2ceec-ff3e-4b02-8318-60d72fdaaf54,8003b34d-a407-4154-bdaa-09a59487f78c,search,2026-02-16T21:24:09,/search,,chai
cf8f3b9b-7a38-47d6-af1c-8d324d96a572,f187db4e-401a-4324-bb5f-b0b4d6b429d3,page_view,2026-07-10T01:15:31,/home,,
83fa7938-f4ac-47a1-8fd3-4b7604d268cb,01219d87-47da-4b65-8997-25fbe762acdc,product_view,2026-03-01T03:17:46,/product/jaf-005,JAF-005,
dd9dfd0d-3c0f-4058-ad40-e05d2b580aab,e4430ee6-5c37-473b-a4ac-8dc95d8e2a3e,product_view,2026-03-11T19:30:50,/product/jaf-002,JAF-002,
d098b79b-0fb6-40d4-9814-0198e3e91f04,493505ac-7dfc-4d14-998d-85c02d682318,page_view,2026-07-07T22:09:14,/search_results,,
0d5bc27c-e0d8-4292-bfaa-d79e66214cf1,216bcbe6-50f9-45da-bd7f-43f8f4d13c53,product_view,2026-06-01T02:59:58,/product/jaf-001,JAF-001,
e19d9ee6-40ac-4174-802e-db0b1f2c55b0,8c0833ce-1775-4630-88ab-560d9dd22674,product_view,2026-04-02T19:43:55,/product/jaf-004,JAF-004,
876d4c46-ca33-4aca-a3f4-ea4870434711,b8f04a0b-e90d-46fb-aa23-0ec9642939e2,page_view,2026-07-28T22:36:35,/search_results,,
9ed4f20e-d562-40b4-b71b-0411b320ce06,3369f578-faab-4838-998e-444ae479cc52,product_view,2026-05-17T18:34:13,/product/jaf-004,JAF-004,
f451c580-b538-4e2d-8be4-b403599350cf,529ea491-e293-434c-ba6a-59efa02d2b00,search,2026-02-24T15:39:23,/search,,iced coffee
e1a15469-e79a-4fd0-8308-4f6b992bb966,87da182c-fc4d-4441-a9d6-2f3b66d23a23,product_view,2026-07-02T15:12:56,/product/bev-001,BEV-001,
e8c699c1-5b78-48ed-a72d-2cea41cae815,666f3724-99d6-40d0-bab0-a2bdfbc7faac,product_view,2026-06-25T01:23:54,/product/bev-004,BEV-004,
d6dc9182-b71c-45fe-86f2-3e4280230b6a,60414735-9593-44ed-ac5b-e9e03d0fd718,product_view,2026-03-06T23:32:56,/product/bev-002,BEV-002,
deb21397-c80b-499d-b742-b0275cceb3f2,7ceabb5d-0e09-4e1f-a564-5ea150b3100c,page_view,2026-07-01T12:03:20,/cart,,
3472b648-a4ed-4f6f-aefa-165bb69bfaea,f6bea7a2-06b7-4427-bf84-d30f338f3032,product_view,2026-04-14T23:18:20,/product/jaf-005,JAF-005,
ede24b7a-0378-4fa5-a220-a8dcf84186ac,f54cee69-b71a-433e-9802-e42f87d80a07,page_view,2026-06-25T13:18:08,/search_results,,
d00f3b7d-7260-418a-8721-a3b2dcb9b641,40c55c6d-7742-428b-9192-5b6ea5c155bd,page_view,2026-03-26T00:24:17,/product,,
672a5940-7a09-44d6-94db-de37859d9d15,7036e6de-2c89-413a-b3bf-c991e6910a55,page_view,2026-04-24T18:31:55,/cart,,
5d97841e-1d86-4a5e-9d65-c216ed9dfee5,98046cda-604f-434f-ae70-ba7e90357843,product_view,2026-04-22T12:44:09,/product/jaf-001,JAF-001,
110ab562-7ea7-4fb0-9533-94f13717f75a,6c897eae-213f-4e98-99a0-8db9f4c0ed8e,product_view,2026-07-31T08:10:24,/product/jaf-002,JAF-002,
5a96bbe6-aaed-4724-983d-a7b39614b60c,def4cedf-3375-4332-b9b5-ce28c4c67e1b,page_view,2026-08-10T07:09:14,/home,,
cf39581d-ff39-4625-8028-f326a9572f78,332b525b-1fff-4091-a72a-132f6a1075f5,page_view,2026-07-09T22:38:07,/cart,,
91990963-110c-41d0-b47c-96914e91657f,5945026d-c1b3-4a52-b213-bb7ca19b0aa1,product_view,2026-04-18T04:54:18,/product/bev-003,BEV-003,
c38d9f92-1df2-4813-9d8d-c172dcc89f4e,3b5a69e7-4d64-47f7-b457-fdc123a17d1e,search,2026-05-17T21:18:48,/search,,gluten free
4f3c623d-8776-4afd-8980-c193d6b480ab,a9e0d7b4-8eb8-41ac-a1aa-7f35492f2dd3,product_view,2026-07-11T04:05:38,/product/bev-005,BEV-005,
33b20075-b8dc-46c1-8659-edf5a3c5f7f0,5485e3c9-5337-40e4-a38d-f0636c7d8f5c,page_view,2026-05-08T13:42:28,/cart,,
c1bd4bcc-e638-4c06-8de8-d2b2a01e2872,a6ba23e9-52ad-4d91-b3fe-b7460e26fa8c,page_view,2026-02-27T12:11:43,/home,,
0e29f295-59e7-446b-917c-22c9fabdabb6,87788970-106a-43e4-b9d4-6dea3088bf7d,product_view,2026-07-18T02:10:36,/product/jaf-003,JAF-003,
51c18383-8200-4ad4-921e-5854ba4a00c7,35645fea-7ea7-48b2-9884-847dcdaa2233,product_view,2026-03-20T03:30:40,/product/jaf-003,JAF-003,
c1c001a4-3235-4abb-97f1-5f80366ac836,750e6918-e9f3-4dfc-9cda-78c18475ccdf,page_view,2026-07-16T18:08:30,/category,,
7b899881-5a6a-4dd8-9a4b-c109c974978d,4785cba0-5c32-4faa-b4fa-32607ea123d5,page_view,2026-03-24T08:24:01,/home,,
ad3f3020-d764-439a-bf8a-ef38b287c62b,fcf4f55b-6a05-4b1b-9cdd-52a25a266361,product_view,2026-07-04T21:41:44,/product/bev-004,BEV-004,
830fe8ec-ad90-4e2c-8a3f-44b8a87f837d,cbe93652-ec4f-469e-bc1b-8d54cd25054d,page_view,2026-07-02T04:43:22,/product,,
f19bfb69-4850-4ba2-ac82-e81192274b11,fe029af8-10ef-4bab-956f-fe3a7d196b4f,product_view,2026-06-11T03:20:39,/product/bev-002,BEV-002,
15e64d38-267c-46fa-8bcb-889600610585,a97a6cb1-582b-40e1-aab6-d8bcb92965ce,search,2026-04-07T21:11:01,/search,,chai
efd49095-ff29-4a1f-8666-fc85be7b8549,b699ccad-90a8-4b3a-943d-2c9d9301579a,page_view,2026-05-30T18:14:27,/category,,
2ce00ee9-e59e-40af-b82d-d060775c8a6c,b7ed56ba-e709-4c35-a783-0be5d814aa2c,page_view,2026-03-03T02:06:28,/home,,
7f995ee4-a5e5-43b4-93a5-0e0417bfcd36,9518f9ab-b648-4347-bb09-d7a64ae43759,page_view,2026-03-09T20:11:42,/product,,
93da08ac-d72e-43c2-87c4-49b16e9b2159,a319ff84-f532-49e3-a7f1-0477d8da9d82,page_view,2026-03-04T02:22:26,/category,,
7c6d2104-3388-4988-b86b-8c46a73af535,9144e0cb-e085-4efc-83c7-5fbf982c8d86,product_view,2026-03-15T19:28:48,/product/jaf-004,JAF-004,
71bd5702-d93e-471c-99dc-b20c37e27ca5,41edf60a-780d-4d8c-af4b-a0d542ed5322,page_view,2026-02-20T20:21:20,/home,,
fa5574e9-8acb-4f85-b398-1934b56ed613,b5076b0b-af2b-4ad0-b041-f575fc5f354b,page_view,2026-04-27T21:57:18,/category,,
3ba1aa8f-39d0-407b-9332-0bf4c3797a5f,8d49a214-d5bd-45ae-8791-f29d20913fb2,page_view,2026-03-10T06:29:10,/cart,,
2de61ef7-df36-4d06-ba3a-edb871937998,4fd36ad2-bbb7-40aa-93d5-0dce33fd9d6f,product_view,2026-07-03T02:40:09,/product/jaf-003,JAF-003,
9e173435-65b9-447f-81fe-a1059adc9808,561d3fc0-2838-440c-b225-0a90acacf3c5,page_view,2026-04-01T20:53:28,/product,,
189058ba-bd23-4df0-abb1-6118da03fa66,748f3a0d-7acd-40d9-9dd5-e83c364083fc,product_view,2026-05-05T21:35:13,/product/jaf-001,JAF-001,
8a817e56-565f-4813-a94e-6b76be8969cd,26952e3e-d99e-40cc-87dd-3de3960d2716,page_view,2026-04-13T14:22:20,/product,,
f7bffecc-6d36-450d-999e-320663466074,ae3ad900-0428-4576-aa7e-688f7094cc44,product_view,2026-07-03T21:41:43,/product/jaf-005,JAF-005,
ec5415ba-1c1d-44e4-a05d-3f5fccfb73bd,d2de2c30-df96-47e2-a5f9-c19e73605f16,page_view,2026-04-04T21:07:07,/search_results,,
4ea14b6e-eee9-4ad1-bb2e-43e049d70159,8c793931-c3f9-4d08-a85d-569178f41260,page_view,2026-06-22T17:14:55,/account,,
7411b53e-eb15-4136-808d-a142b818cd8a,6ccf7df0-1b08-410f-aceb-05303bd1a6c3,product_view,2026-08-03T13:09:42,/product/jaf-001,JAF-001,
fc87d733-cdc0-4f75-a918-921db1a25d29,8c4f055e-a26d-4ea1-a6da-30caf0967eba,page_view,2026-04-11T04:56:08,/category,,
b5e6f5c8-d8f7-4061-a781-7bf908305b01,282cffb1-ca59-470e-a617-bbade4b5f696,page_view,2026-03-09T21:49:40,/home,,
4800b317-8be4-486a-8e09-6d8edeed0fbb,be794344-8ae5-4dc9-b8f7-19766c927920,page_view,2026-05-18T17:59:53,/cart,,
7b4773eb-4131-4387-b0c0-5c6788ed8ba0,9504d3d4-3250-4b66-a641-ff14d1a8d3e9,product_view,2026-05-22T22:07:54,/product/bev-003,BEV-003,
348573c8-19ae-48b7-bb5a-050a92ac1a7d,6745818d-0a69-4d59-8eda-e7110d34c7ba,search,2026-02-25T12:51:36,/search,,iced coffee
f2c5dd7b-98db-4b2e-9dbf-53e78bf07f6e,5256458a-472c-4536-b14f-53ae74816282,page_view,2026-06-16T18:26:18,/home,,
2b67dc3b-3169-4890-82e0-fd335cc47e24,3bc341b4-ed3e-4605-9abb-43ff46ecd11b,page_view,2026-07-15T15:36:31,/home,,
5d33edc3-55db-42d8-afa4-4377d515848d,4f22bd75-c5f1-4e95-85fe-1b0880705b2c,add_to_cart,2026-06-19T09:36:15,/product/jaf-001,JAF-001,
b5df291d-b920-41be-a632-89a13b2f7cc9,76d1d30c-6e0d-4fb8-91fe-9037d74eebf3,page_view,2026-05-29T05:16:01,/cart,,
d8391dbb-7411-41f0-b4f9-a2b88f605466,826aca1c-57b0-476e-849e-8cfec1906d71,product_view,2026-06-10T03:50:57,/product/bev-004,BEV-004,
623461f2-61b7-4b07-ab25-0909d7eda6a2,beb8c921-0270-4c94-bfc2-9a9d7da859a8,page_view,2026-04-09T10:21:05,/account,,
5859e8fa-a88f-4798-b0ab-b83b43b9e9c5,8a884132-0bd4-4ffd-ad1a-3eb3c7cdf109,product_view,2026-06-29T03:05:17,/product/bev-002,BEV-002,
2707fac9-8246-4ef7-afb0-fbba30aaad77,d8b35c04-166f-4ad0-b553-460113562ee7,page_view,2026-07-21T05:21:21,/category,,
3488dde1-cea8-4667-9f4f-d001a9bb459e,5b451ee2-697d-4ac3-85ec-a3005e814f3e,page_view,2026-04-21T14:27:44,/search_results,,
5ee4d0e2-48c7-48d5-ab5f-be872bab71b3,8af1ac54-e16f-4830-9541-341bd68fc2c0,page_view,2026-07-19T19:31:40,/cart,,
65020b45-1c2b-4aaa-b669-e620c98e3979,97b92712-8ad0-434c-8e20-1c78c831d0c0,product_view,2026-05-15T19:01:28,/product/bev-002,BEV-002,
23ad1d07-65cd-4583-844a-6d5c843026ec,ca8bc037-0dbe-4cb0-a01c-781915bad10f,add_to_cart,2026-04-02T10:31:45,/product/jaf-003,JAF-003,
8e75b02b-f78f-4bad-a4ba-b006adb9db67,3dd00346-b3f1-40f2-a270-aa6206f595a1,page_view,2026-03-23T13:03:40,/home,,
4b0b88cf-cb86-40a3-8fea-54d3cb4405f5,63f76a1a-0761-4223-a0f9-eeb36b802a05,page_view,2026-03-22T21:35:57,/product,,
c50ae948-353f-486f-a891-4c5603e22bba,56c074c4-cb50-4ff2-98ad-c94490ba84a6,product_view,2026-03-09T18:58:51,/product/jaf-005,JAF-005,
8c38a526-7fc3-4bea-8169-9b45e5864a7d,21bb09f9-81a3-47b0-befb-01a2aaacf816,product_view,2026-05-11T09:36:33,/product/bev-002,BEV-002,
0b6d389e-25b4-4c4c-b3ed-a2f65a6f3f1c,f2d00dc5-622a-4c01-8ded-2114fe2f604d,product_view,2026-06-08T20:21:42,/product/bev-003,BEV-003,
6c46c134-effa-44c2-8ac7-ccbc65892e26,af2742ee-6ce5-4389-8fbb-97576d83496c,page_view,2026-07-24T06:23:12,/account,,
48343dd2-2b81-40d3-b942-e22b4ffffe63,b92d6e6e-2ffb-4790-bf4a-aa9ca720b47e,product_view,2026-06-19T13:39:11,/product/bev-003,BEV-003,
a1ef52e2-ae96-45bb-bd0b-0bbb47cd26c4,0413919e-1258-40ce-abd1-328ac49db1f5,page_view,2026-04-27T04:45:09,/product,,
97e7428f-a5cd-43b6-a637-a0969fb6f2a5,a4ee1991-9218-482f-b63c-5d065052118f,search,2026-06-08T07:10:21,/search,,jaffle
a400efdc-d139-44ea-8751-7bb443ac0d04,2a8c05ae-15b4-4fa0-ae61-69b688783517,product_view,2026-05-03T17:31:47,/product/jaf-002,JAF-002,
83b1fdec-398d-456f-b993-954a0fc827f3,0e85b68e-ab4e-4530-b0d3-177fa89be311,search,2026-05-08T01:52:08,/search,,gluten free
15649b41-33b5-46de-95df-391b396048f8,10e9bbf9-fcfc-4732-b25f-a7e0e49f8ae7,page_view,2026-07-20T17:57:02,/home,,
483af862-4a20-4f28-86d1-ebe9ead0cb85,8e697b19-2eef-40ae-b4da-687d4b817cfe,product_view,2026-05-14T07:33:15,/product/jaf-002,JAF-002,
323ccf1c-5835-4fc4-8e4e-cda54fa642b5,159b3779-fa9e-4661-acb2-4402c7f09ec9,page_view,2026-04-22T13:30:28,/product,,
80bee729-23ae-4d57-be53-e98220c834be,0e372df7-5dcd-4ddd-8648-11e804d7ca2f,product_view,2026-06-21T11:56:55,/product/bev-003,BEV-003,
55daca03-0b48-4adc-9627-4ddaebec3c8d,9518f9ab-b648-4347-bb09-d7a64ae43759,product_view,2026-03-09T20:14:46,/product/bev-002,BEV-002,
0410b6e4-fc23-4117-8879-f0e3eac2359d,f5ff475f-d444-43a1-a46e-9f8a8eefa6ed,product_view,2026-04-07T23:52:01,/product/jaf-002,JAF-002,
4f36b814-fe80-4a7a-8e73-b956d54bc2c3,8cd38e0c-2226-4d42-9604-20ed3e1f1657,page_view,2026-02-17T15:36:45,/cart,,
90ca0c6e-e396-4a76-ad95-a8fc255f19e7,20bbf96d-c0e2-4b5a-8043-8c8f88f9c724,search,2026-05-04T03:05:01,/search,,iced coffee
09e1e13e-dce0-4869-a260-36031098cd36,d9017e18-6a8a-4c0e-9e08-c21aad0ddfec,page_view,2026-07-01T21:26:49,/account,,
93e4420d-c68f-4b7d-9272-100d784a9ab6,e7ba5a80-6fcd-46e6-b5ca-b1dbf9088b04,page_view,2026-05-31T11:45:11,/cart,,
6e37e600-1335-4621-ac81-4f88f14188da,a0be3424-6b56-4763-8fe1-912265db899b,product_view,2026-07-02T14:04:51,/product/bev-001,BEV-001,
088a41ca-5714-4b47-8e4c-5e808df10aa4,699a5a7e-480f-49b8-a3d8-5369cfe531ca,product_view,2026-06-18T17:37:02,/product/bev-001,BEV-001,
8132a3d3-9a73-4ab6-8423-9ca251581d7c,0c5e5588-6909-4bac-8532-86348f564170,page_view,2026-07-27T20:09:57,/account,,
7ef93310-bd96-4a19-8d5e-f0ed564fed85,b66ab0fa-cbf4-4108-b3e5-c95b5b61ce9c,search,2026-07-19T12:56:25,/search,,gluten free
25461df2-f344-47dd-a8f2-9346c38d22a4,7676f131-6787-43a8-ad7a-30a4a9f55ae4,page_view,2026-08-12T19:14:45,/category,,
8a7a45b6-3b7f-4cef-9fc7-15512e24abb5,246f0c6f-4956-4a39-8011-db8373e7b9ed,page_view,2026-05-15T11:57:30,/home,,
f0314fdf-f2dd-456f-911b-5e293fc3d688,d6866096-31c1-468a-a800-d0e57b1a627d,page_view,2026-03-13T13:36:05,/account,,
e03dc07d-a109-4bd4-818c-557bffc89116,d0228faf-644d-47f4-98da-5a15f5f619cc,product_view,2026-05-30T21:58:48,/product/bev-005,BEV-005,
028a1332-df48-4f0c-b47c-33700600e150,4ba37c95-55b8-4fbc-9f75-904d88c6d813,page_view,2026-04-01T16:25:14,/account,,
a6b01cc8-9a76-4025-92ee-b72cbab9fbbb,52375a09-bc0d-4d7e-91af-7fb472cffb17,page_view,2026-04-05T22:57:36,/cart,,
6c01cf4d-67bd-43af-b7a1-76d53f59d599,bf375a19-1306-4348-919c-bc4083ecc5d2,page_view,2026-04-08T02:50:55,/cart,,
f13a16cf-548b-4504-8432-f2e6d1d77362,6fae3f92-9e78-4217-9142-601d9d3cbbdf,page_view,2026-06-03T22:34:10,/account,,
97ea97e1-b2a1-47e4-bf77-e72c53a3c160,99c55641-7fc3-4d51-931e-b00bf9c26a96,page_view,2026-04-02T19:14:45,/account,,
150489f7-1145-4380-984c-7228e76a229a,d0e0c2b9-9360-49f0-a73d-5840518e3e29,page_view,2026-03-12T11:06:03,/home,,
ec04f426-e8b6-4ce0-bfee-f4687eaede54,9d018005-e612-4f84-8990-d239ea277c5c,add_to_cart,2026-05-10T01:24:40,/product/bev-004,BEV-004,
9a6139ed-4c2f-4814-8c91-d5e6d3421c6f,f9af8d11-fec2-457f-88fb-1db19dc830db,page_view,2026-06-23T04:45:46,/category,,
6ce0411d-40be-4140-bc98-ceceb3c82d66,06cc98c4-b7c9-4cd0-9ebc-a997f239d371,page_view,2026-05-22T02:25:27,/category,,
afdb0d5a-bc09-4d51-b259-2ca6c234382d,9b83bf18-73bf-4970-8ea9-718a61dc3974,page_view,2026-03-31T21:15:24,/cart,,
5d89860c-5617-425a-b0b3-6658758c07e1,4008d387-e38a-4ced-b712-cedde15af4ac,page_view,2026-06-25T11:44:49,/account,,
defc46d7-ece6-4654-ac03-9efa135f04de,6615546b-44df-4297-80b6-8f7fc4ba779a,product_view,2026-08-10T23:29:28,/product/bev-003,BEV-003,
22d9a06f-a3c6-4bd2-96ce-ffcff9995660,2a8c05ae-15b4-4fa0-ae61-69b688783517,page_view,2026-05-03T17:44:52,/home,,
0bcd3d1c-1b33-46c8-8732-bfdc7fd55685,f0b6b5d5-2023-47a5-97dd-a238e285ab4b,page_view,2026-04-30T06:51:03,/category,,
8ee3c4ed-3b76-4b4a-a1b4-0a5ef777e481,c8167eb2-c71a-4af2-8b47-7aead488798b,page_view,2026-06-02T03:58:41,/account,,
e944f715-2df7-41c0-a22b-3cd2160d3104,2f69be57-2442-47b7-913d-008ea4a0e310,product_view,2026-06-09T04:24:40,/product/bev-001,BEV-001,
