id,customer_id,method_type,card_brand,last4,expiry_month,expiry_year,is_default,created_at
0f0b6da2-4b89-485e-8ce9-874579ca1fa6,21c61b96-d053-45f3-9730-c3483fe288d2,credit_card,visa,6179,2,2028,True,2026-01-12T15:52:26
e0ccf133-d067-4ff0-a828-446fb0e0c4a4,21c61b96-d053-45f3-9730-c3483fe288d2,debit_card,mastercard,5476,2,2027,False,2025-08-11T15:52:26
2364a71a-911b-408e-818e-c50e2a41f94d,2251b079-d6df-4d71-bd74-d2a00e841a9d,paypal,,1999,4,2028,True,2025-08-18T15:52:26
fe3b127b-ac72-43a3-adfa-88542a068b74,2347081e-7ae5-4085-a0d6-d1f551721f69,gift_card,,0115,5,2026,True,2026-07-17T15:52:26
c7de59ac-29c9-4039-9d29-3516fe13d963,2347081e-7ae5-4085-a0d6-d1f551721f69,debit_card,amex,7428,11,2028,False,2025-10-28T15:52:26
de3c2c9b-065d-485c-b0bb-4ac123580fa0,249c5605-e2c1-49de-825b-aeef4ba19a9e,paypal,,8040,5,2030,True,2025-08-29T15:52:26
d85af891-f04e-4dc0-820e-67569d7cc51e,24ea0325-a7d6-4388-b86c-7b51e5805b26,debit_card,amex,7402,1,2030,True,2026-01-26T15:52:26
6b6c26c9-cdfb-4c4d-ac16-521f6d39e603,2661b9e7-3b2c-40ea-b349-251363d10a4e,paypal,,2501,2,2031,True,2026-01-17T15:52:26
be7f5189-9d42-48bc-9ed2-9ee14f70d094,26b9f21d-cabb-40f3-b28e-71549d01a6e1,gift_card,,2757,5,2030,True,2026-02-17T15:52:26
0965a7b8-8c8c-4d80-8f4e-029efda89b1d,26b9f21d-cabb-40f3-b28e-71549d01a6e1,credit_card,discover,6661,1,2027,False,2025-03-15T15:52:26
ee96a790-926e-4352-9589-dd7996679628,26ce484a-a527-4fe1-903f-2809a03fd21a,debit_card,visa,6316,8,2029,True,2025-01-05T15:52:26
7701bd16-b299-43b4-9044-db8a2d511a25,26ce484a-a527-4fe1-903f-2809a03fd21a,gift_card,,3828,12,2026,False,2025-07-30T15:52:26
9b29f231-1fc9-451e-b7c4-f9cfc1be2a85,270b35bf-74ca-4601-91d8-16fe5196ca5a,credit_card,amex,8231,3,2030,True,2024-10-30T15:52:26
efaa6418-54ba-48d8-9f45-a6683738e463,27e89b40-f32c-4604-8a79-6d1613bde382,debit_card,mastercard,7743,6,2028,True,2025-02-23T15:52:26
290615c9-26fb-4c30-a5ef-accde04a1449,27e89b40-f32c-4604-8a79-6d1613bde382,apple_pay,,5112,12,2029,False,2025-07-31T15:52:26
79737d52-025b-4aca-a763-4adca9e3182d,284f711a-5e5a-4929-bb5d-5ddba9a4a773,credit_card,discover,5315,4,2030,True,2025-08-26T15:52:26
2679f66d-71aa-4ce1-979c-99bd96e7f053,298ca377-a08e-4e0d-91d6-b0b5aff14c1b,gift_card,,0546,7,2029,True,2025-05-12T15:52:26
cdc56a16-28e1-49df-aeba-bbfcb5928d42,298ca377-a08e-4e0d-91d6-b0b5aff14c1b,paypal,,2089,5,2031,False,2024-11-22T15:52:26
7fdd7d1b-58ff-4c20-83bf-f61a01163a88,2a26f327-c9ef-40f4-bb8c-c809417caad1,apple_pay,,3799,8,2026,True,2025-08-16T15:52:26
508a111a-5dff-4d1f-9a47-58031471ff51,2a6409ee-29ac-483f-a2a7-9074fcb50191,paypal,,7654,9,2030,True,2024-11-12T15:52:26
0b9e320b-d39a-43a0-973f-3160ae28f3f9,2a6409ee-29ac-483f-a2a7-9074fcb50191,credit_card,discover,2675,3,2030,False,2025-11-30T15:52:26
0b528d2e-384c-4ba0-998f-6380ffe9c5ae,2aaf9fc4-0801-4163-8cc8-39558682f704,gift_card,,7832,12,2027,True,2026-03-19T15:52:26
fe8ee3eb-8bc2-4c06-b392-031fe3bbae1d,2aaf9fc4-0801-4163-8cc8-39558682f704,paypal,,1743,11,2026,False,2024-11-11T15:52:26
38765934-b84c-41af-86dc-1528aca81dfb,2aee3fe5-2eb0-4391-bb79-d4d4ffdd9931,credit_card,mastercard,2190,2,2031,True,2025-01-28T15:52:26
3109bae9-ff40-425d-aa3d-b72300ff9710,2b4b540f-9423-4186-8164-4566e5e908f2,debit_card,visa,2680,7,2030,True,2025-11-20T15:52:26
53617b6b-ff01-411b-8fda-f569489ae2e3,2d4e6ed6-f081-4049-b92a-7792dbe97b89,gift_card,,4176,2,2027,True,2025-12-26T15:52:26
b1e095e2-5c10-41d3-b767-d6c005485f82,2dcc7662-f1ce-442c-b998-bbe351d5e186,apple_pay,,0905,2,2028,True,2026-07-04T15:52:26
9ad29b24-9819-4159-80a5-22e0674d39b7,2dcc7662-f1ce-442c-b998-bbe351d5e186,apple_pay,,8277,5,2029,False,2026-03-19T15:52:26
cd93b405-a30f-4fca-aeeb-83be6072e040,2e0d6ce4-794d-4494-bd1d-f44dbca8683f,paypal,,5421,9,2030,True,2025-04-18T15:52:26
e29bb65e-bd39-46dd-a2b9-b603ae8fbbc9,2e1fd151-264e-4a4a-8584-733dd5da3152,apple_pay,,2860,2,2029,True,2026-01-31T15:52:26
2c24b93e-3761-4851-b1fa-6b0843306b3d,2e2960d6-f2e9-4048-b234-fb21f0f72405,credit_card,discover,0516,6,2030,True,2026-05-10T15:52:26
da0d9b25-a626-4030-be4d-96321126200a,2ef2eede-fcc3-4c79-a843-4f5ae828d591,paypal,,0662,9,2030,True,2025-09-01T15:52:26
fc89fe9e-b80c-46b8-b623-84dcad7d2059,2ef2eede-fcc3-4c79-a843-4f5ae828d591,debit_card,amex,0161,6,2030,False,2024-12-17T15:52:26
e630e490-43e0-480b-80be-b8b579820278,2f76575f-2d85-40ca-8f3b-82b14debc678,credit_card,discover,0504,7,2028,True,2024-10-03T15:52:26
a080f0f2-a248-439c-a61d-8b216dd351f2,2f76575f-2d85-40ca-8f3b-82b14debc678,debit_card,discover,6486,9,2029,False,2024-11-18T15:52:26
dc4dcedf-e619-49f9-b674-f165a7146488,303bc5db-08d0-4431-b6df-29c80d0321da,paypal,,0081,4,2030,True,2025-04-19T15:52:26
d929c550-99e4-45a2-a94c-e0702ed69c70,314d5517-f29b-49b2-a076-3abe12756120,credit_card,amex,9666,4,2026,True,2025-07-18T15:52:26
9848324b-3256-429a-968a-cf6b863d8238,314d5517-f29b-49b2-a076-3abe12756120,paypal,,8392,1,2026,False,2025-01-12T15:52:26
302fd860-b402-438b-9832-61b5abb0ed63,3207b0f3-9af4-4ba4-acb1-6ba8ea25f52e,debit_card,discover,1265,9,2027,True,2025-06-04T15:52:26
d4909f29-dd02-4ffc-9d02-a1fba386edd0,3218db6b-84e5-453d-8de9-a966eecbacc6,credit_card,visa,2664,1,2029,True,2025-08-10T15:52:26
2bd0400b-fcd5-4d51-acd9-bca845478ec3,33326773-e843-48d9-9641-9990733d705a,debit_card,discover,7471,4,2030,True,2026-05-01T15:52:26
4fffa9d8-800f-4abc-acfe-d92c3ff7ee8e,33d208d7-91f2-4d70-9f75-c1bf87481c15,apple_pay,,2815,12,2027,True,2026-01-02T15:52:26
7139a7f2-3087-4749-bdbe-cba17281d3fb,3455f0ff-3219-4cd9-acd8-091f34518293,credit_card,amex,4589,8,2026,True,2024-12-10T15:52:26
a3eaa90d-e38a-4da4-87d4-51b1db09a2b0,35292459-521c-4d3a-a786-3b68116663fc,credit_card,discover,0160,8,2028,True,2025-07-06T15:52:26
423bce20-573a-42cc-86f2-296be2719b4f,355d89d9-bf5a-41df-9382-a5e57cbbbec4,paypal,,8983,2,2030,True,2026-07-17T15:52:26
330cf146-b7d6-4a24-b3b0-4f499a2684df,359c05d0-e19d-463d-b3b4-43a0b4a3810f,gift_card,,7890,8,2029,True,2026-06-30T15:52:26
221a6d24-9a6e-4a6f-82ce-2dacb9c6b7f3,359ce707-dfea-41f8-be3e-8689b460486f,gift_card,,9362,10,2028,True,2026-04-16T15:52:26
ac8c2993-b04a-48e4-add4-a1769d7e1302,37601558-3b79-4200-800f-fc03a28a5ec7,gift_card,,2142,1,2031,True,2025-11-14T15:52:26
86f88720-a791-431c-a7bf-dbed52e38fbe,3785fc7c-35aa-4e40-b620-f54b10e8a832,apple_pay,,8518,5,2026,True,2025-03-27T15:52:26
628a527c-1a6b-4269-a558-f1b80ef5a33d,3785fc7c-35aa-4e40-b620-f54b10e8a832,debit_card,visa,3615,11,2026,False,2025-12-24T15:52:26
d5446a04-0e2b-4090-9d6e-1363300f261b,3870073a-f764-4a2b-bc64-18e4569bf784,apple_pay,,3550,1,2029,True,2024-11-01T15:52:26
aa6d5edf-a8b8-45aa-93bb-3dda6a46d01a,387603c1-d2a6-475e-ab4c-9ba7aa78bb27,credit_card,amex,6109,5,2030,True,2025-07-06T15:52:26
c48f31a3-a856-41ab-9b56-9191760c35df,3934f6b2-65db-491f-93be-76ec718440d9,gift_card,,4617,4,2026,True,2026-05-09T15:52:26
8dcf06b6-5aa0-4ffc-ab58-9e7e66d1f441,3934f6b2-65db-491f-93be-76ec718440d9,gift_card,,8820,9,2030,False,2026-05-11T15:52:26
40071e39-dc19-40ec-abed-64d556d7a8ea,3cec8c73-424f-46c6-a5a7-cb5cd5141538,debit_card,visa,2446,2,2030,True,2026-01-27T15:52:26
115a5e72-4581-4b17-889d-0ec8e7e75382,3d097c4e-dd09-4cfa-8460-39fd4fb8a1cc,apple_pay,,1862,8,2030,True,2026-01-12T15:52:26
cb7e8249-3288-4df7-be7f-14e4a56e0498,3d0fd916-f8d9-4f59-9d2f-75d16ed75c58,credit_card,visa,9193,11,2027,True,2025-07-26T15:52:26
b34e4d93-933f-4ba1-9419-ef2c35a7782e,3d6f18db-a49c-4563-9445-68d4e02bd664,credit_card,discover,6087,5,2027,True,2026-03-06T15:52:26
763c666d-f145-4de7-94f1-63a3e3c30658,3d6f18db-a49c-4563-9445-68d4e02bd664,credit_card,mastercard,1587,7,2030,False,2024-10-16T15:52:26
7aba7275-780f-44c6-aff2-7a26f051b897,3e5dc535-3e67-47d0-8eed-547c7f51e8c9,credit_card,amex,8364,11,2031,True,2026-04-11T15:52:26
8aab89b0-290c-438f-8106-2e783bd00d50,3f3af4f6-a87b-4f03-8669-2e1a8e3c6d8b,debit_card,amex,0511,9,2030,True,2024-11-26T15:52:26
81e2a770-e4ae-485a-b84b-51554de664e2,3f3af4f6-a87b-4f03-8669-2e1a8e3c6d8b,debit_card,amex,8074,11,2028,False,2025-12-07T15:52:26
7725fc9b-fa62-4194-84aa-5111393dada4,3fa371d4-77dd-4e91-9a2f-86801b001903,credit_card,mastercard,7998,2,2031,True,2025-04-18T15:52:26
cadc9a22-99be-43b4-8542-f55fd8fe44ed,4041ba09-7a39-4b37-9e0e-f39a765d9c82,apple_pay,,7801,3,2031,True,2026-04-13T15:52:26
345b1a33-3535-4d46-8109-31aa77f2503e,40c889c0-2020-4661-bb9a-564950b1a262,paypal,,4886,11,2028,True,2025-01-14T15:52:26
57fcf854-68d6-499b-ae06-6e682c0d8328,40c889c0-2020-4661-bb9a-564950b1a262,debit_card,visa,7599,3,2026,False,2025-09-17T15:52:26
7646ba9c-3944-491d-b5bb-1eca0c3358c4,40da201b-b0f6-453a-97ca-b9d61306ad15,debit_card,visa,2336,2,2029,True,2025-08-09T15:52:26
d25a94ef-9d82-4104-bd74-cc9b3e3b4c43,416cd82a-8e13-48b3-a6e1-dadbf5a29d2d,debit_card,mastercard,8279,8,2028,True,2024-10-20T15:52:26
e39ed22a-2ffc-4a30-851b-2053d8404437,41c59ae8-bcd0-4d00-b8e9-bfaa0ce5913b,credit_card,visa,2438,5,2027,True,2024-11-12T15:52:26
6df14bbc-1cab-4a83-add6-b84a4dbdfb26,41c59ae8-bcd0-4d00-b8e9-bfaa0ce5913b,apple_pay,,7569,3,2030,False,2025-02-19T15:52:26
ab1df35c-c01c-450d-84d2-5d036f211a86,43217606-3354-4bb8-b967-c358331d8375,debit_card,discover,8161,1,2026,True,2026-01-27T15:52:26
05ff03aa-2639-42d0-8b0f-bd6cc29abf34,43df30db-068d-40fc-8576-7e2f6e62f2f6,apple_pay,,1328,10,2029,True,2026-03-30T15:52:26
344a449d-ae2a-4fb7-a3c5-91f0877e0467,45ed3c5a-3c94-463b-91d2-73d3333fe5fc,gift_card,,8630,7,2030,True,2025-02-08T15:52:26
37a2e4ab-937b-4ea4-a954-e4864a091628,45ed3c5a-3c94-463b-91d2-73d3333fe5fc,apple_pay,,8334,11,2028,False,2026-04-27T15:52:26
71ad0ba4-7d49-4433-9650-992d03575c3c,4675a031-3216-463d-8c4d-42ea1283bd56,debit_card,discover,1578,10,2029,True,2025-12-06T15:52:26
b0234ab6-1ce8-46eb-b474-e4221833f226,46d34d7f-a3a4-4386-89ba-fa5ac15e5a69,paypal,,7287,6,2026,True,2025-12-23T15:52:26
e76d456c-7dde-4cd9-9cef-82d5b9d8fb70,47e4f30d-f965-45df-8474-93d5aeaf7cb2,debit_card,discover,5149,2,2030,True,2025-05-03T15:52:26
fc7e4790-7690-40a6-9a6e-e5d92bfe65b1,485b6c22-4f0b-4e0f-bfba-0c9d38a0122d,debit_card,discover,6917,3,2031,True,2026-03-21T15:52:26
f3bff204-61e2-4250-951f-7c75e4490dc5,495a6541-1c93-4076-90e3-345d72d9c83c,credit_card,visa,6726,5,2030,True,2024-12-03T15:52:26
7df7d9b4-9c55-4c5f-b059-5d5828fb9fa8,4b14013f-d7e7-44b8-a287-329bf6e298c3,credit_card,discover,8491,3,2031,True,2025-03-20T15:52:26
3825fe94-1588-4b94-b8ca-430b38ab7f4a,4b761c33-8a8a-4dbe-a0d0-fa3261b391ee,apple_pay,,9751,7,2026,True,2026-04-06T15:52:26
91aab7ea-a1c2-4aaa-925d-2b2fe3d70cef,4ba2a669-8d0b-4aef-96c0-aae24b7711ff,paypal,,0789,9,2030,True,2024-12-16T15:52:26
ba19a150-24ee-426a-95ae-90075de41b66,4ba45839-9bf9-4071-b1ca-52719a49c9fa,credit_card,amex,2171,6,2031,True,2025-04-17T15:52:26
72ae768b-6b8e-455a-a09f-d8361d2efb00,4c11a926-7100-4d06-8910-5b0d5f3d7e9a,apple_pay,,3516,10,2030,True,2025-05-25T15:52:26
c01ae16f-7a91-428f-bcba-75e41ccaf998,4cd79f83-9fc7-43e4-a4c1-89402b7124e1,credit_card,mastercard,8621,1,2029,True,2026-02-16T15:52:26
8a16834c-6e13-4fc9-b851-c208bef18920,50e6ae18-ad0a-4f68-bb3d-e1a8b80eb58f,apple_pay,,9025,6,2028,True,2025-03-24T15:52:26
d719f4e1-193f-4c62-8515-af78027bb4d7,50fb8eb8-955f-41ca-ab6a-faaff8141652,credit_card,mastercard,1097,8,2031,True,2025-10-28T15:52:26
d1765801-18f5-4e3f-b137-59a8649ebed3,50fb8eb8-955f-41ca-ab6a-faaff8141652,debit_card,mastercard,3636,6,2029,False,2024-11-15T15:52:26
00f20b46-f8da-4e5a-a3ea-9ab41c679d2a,5261268c-aa94-438a-921a-05efc0d414ac,debit_card,discover,1748,8,2028,True,2025-11-17T15:52:26
8c94e1b5-d648-4e85-bfb1-7c61b85a10ca,529867fe-75f6-4cd9-b913-543b3d6e583c,paypal,,1348,10,2029,True,2026-06-29T15:52:26
4060d906-d6fe-4d8f-8806-8505c6726247,53ed5bac-fa7d-4b1d-a73c-6c2b9845c1d1,gift_card,,1459,2,2029,True,2025-10-23T15:52:26
70028cef-b902-4142-a6a7-e091956bb765,58491188-36e5-4fb3-ab3b-514e78a270a6,credit_card,discover,5142,2,2029,True,2026-06-23T15:52:26
aaa48455-e35d-45d8-ad41-9a3a44e26486,59292cdf-6314-4444-aee9-45a78c76dcbe,gift_card,,0356,1,2031,True,2025-01-30T15:52:26
a42a4a72-5cfc-4778-a3c2-da4dbed12022,5960ff74-c2aa-4a55-9cee-c8f0532e2256,apple_pay,,2240,3,2027,True,2025-06-29T15:52:26
3ee96a9a-2520-4870-af75-964e8678d52a,5960ff74-c2aa-4a55-9cee-c8f0532e2256,gift_card,,6536,8,2031,False,2026-03-18T15:52:26
85877211-4964-45ee-ac5d-e7a41a0a0a5c,5a056723-8fb6-4708-ba04-edc4e2854e74,paypal,,1002,3,2026,True,2024-12-26T15:52:26
4af2d594-a92c-4069-8bd2-bb60017d46fb,5a589b0f-69ac-4256-aea8-df379845f417,credit_card,mastercard,0509,1,2027,True,2024-11-06T15:52:26
a55e04af-e906-461e-9368-34f8fa60386b,5b16d3ac-510a-4143-8a0a-785ce783f3d8,gift_card,,4696,7,2028,True,2024-11-01T15:52:26
64a06574-59bd-4298-96ad-6cdbfcc42df1,5b2179c5-dd1c-45b4-b99c-10f1c7c201f4,debit_card,discover,1875,2,2028,True,2025-02-07T15:52:26
6b5bf511-7165-43c6-accf-e500938961d1,5b2179c5-dd1c-45b4-b99c-10f1c7c201f4,paypal,,4116,1,2030,False,2025-03-14T15:52:26
44e86f78-c591-44a2-8785-8780be9e768e,5d59a09d-7696-4e1b-a171-abe3b79fff2d,paypal,,0823,2,2026,True,2024-10-12T15:52:26
42f29e5c-1049-4c49-af43-85fc5963818b,5d5ea9b6-fefd-4e25-850a-9c2d365e7e27,debit_card,discover,9973,10,2031,True,2025-01-18T15:52:26
3e5508e2-ac5a-497f-bbc3-7e37aa033242,5daa5d95-314b-4f5e-8926-8d61c9d4daa1,apple_pay,,1706,6,2028,True,2024-10-15T15:52:26
609b866f-5987-4a5f-822b-1142a9ea9f37,5ed25035-4723-4154-823d-a8c8b4c02e51,credit_card,amex,7789,11,2026,True,2026-05-18T15:52:26
370ed49e-0db8-4136-98f9-07d237aace5b,612533b6-7eaf-45a2-b9d4-06192ce5620e,debit_card,visa,8915,2,2031,True,2025-03-07T15:52:26
e4895dc1-3eb8-4af9-9f3b-5a49c40298a5,612533b6-7eaf-45a2-b9d4-06192ce5620e,apple_pay,,4638,10,2026,False,2026-01-27T15:52:26
62ed7f34-3e10-40ce-ad9a-212e449ffbc7,628b0262-278b-4522-aa31-ed61da01b78a,credit_card,amex,3042,5,2028,True,2025-11-13T15:52:26
2b01b13c-2bf0-4a3e-af40-56472ce55d2d,62e44a82-c99b-4d04-9abb-f6a2eb97c7ec,paypal,,6930,5,2031,True,2025-02-28T15:52:26
e8a3e19f-5a0e-4405-9abe-3dae3748b4e4,63af441d-70c7-4c4e-b495-80b967849285,credit_card,visa,4279,4,2030,True,2025-03-06T15:52:26
15a1c5c0-53bf-402d-9b00-9c107148399e,63b14504-d172-4e5e-b0fa-abd9cb43352e,paypal,,5858,9,2029,True,2025-03-22T15:52:26
c7369cdf-ee41-43bc-b2cf-8c0517033e20,65dbcba7-fbb7-4837-ace0-5cd3cc5dd4a4,credit_card,visa,8381,2,2027,True,2024-12-26T15:52:26
ec54714f-dfac-4901-85a1-bada9394a4e3,670a79a3-05fc-4a33-8b9d-1b6df80347f4,credit_card,visa,3061,4,2029,True,2026-01-11T15:52:26
