id,customer_id,device_id,started_at,ended_at,landing_page,referrer_source,is_authenticated
8d89084b-d87a-4692-b636-88fe0a1e0897,189edb91-3f25-4f32-bfb4-64bd4052cb1c,,2026-08-12T14:19:55,2026-08-12T14:20:55,/category/beverages,social,True
199441a8-ffb9-4b81-8101-b43fcb5a3d32,,,2026-05-23T22:21:27,2026-05-23T23:06:27,/search,social,False
26e4be00-79f6-4efc-8eac-71ce1e1cb75d,,,2026-04-19T16:47:38,2026-04-19T16:48:38,/,paid_search,False
977d5c14-3ce4-4729-b4f2-bba90d17cd78,87a00a98-1d65-4fba-92f9-41ac07bce2bd,6854b57f-f684-4f1d-ab4e-2bc0f585bf75,2026-03-16T09:18:21,2026-03-16T09:21:21,/search,email,True
9d5911fa-1a41-46c4-9489-1e8ef8f41ca4,40c4aa0f-6d19-4084-820c-5764f87d9184,,2026-02-28T18:47:41,2026-02-28T18:50:41,/category/jaffles,referral,True
cf876644-27d5-4ac8-89e6-b5d74028cf97,,,2026-03-13T05:07:29,2026-03-13T05:15:29,/category/beverages,referral,False
7036e6de-2c89-413a-b3bf-c991e6910a55,254a6b6d-5dcb-4d20-88ce-e2e448935a93,b6816e56-a1b4-46f4-a939-8450e4aeec3a,2026-04-24T18:21:26,2026-04-24T18:41:26,/category/jaffles,referral,True
2d1f5d13-d8a6-44b2-8db9-72e3140c9899,3218db6b-84e5-453d-8de9-a966eecbacc6,2d6360e0-10d8-43fb-9f1d-c66c4715e54e,2026-04-28T05:12:28,2026-04-28T05:32:28,/category/jaffles,organic_search,True
3343638d-2d98-4f0e-80df-8ce8aded3b34,,,2026-07-12T18:25:28,2026-07-12T18:28:28,/,referral,False
2f9cd5d0-0252-4985-ac13-4122099df9ae,3e5dc535-3e67-47d0-8eed-547c7f51e8c9,6c83b0d7-dc70-4239-9cb0-c5d20bbe80a4,2026-07-31T02:25:20,2026-07-31T02:45:20,/category/jaffles,social,True
4c8c5c1f-4ccd-4f72-ab52-2366e95aa72e,,,2026-05-10T13:43:04,2026-05-10T13:51:04,/search,paid_search,False
7a1a9b26-cd52-4162-8b71-ae45929f2439,,,2026-07-28T11:21:14,2026-07-28T11:24:14,/category/beverages,email,False
44edfd6d-a509-4f62-afb3-d16a2d7626d8,d78e6e3f-3ff1-49b6-9dcb-129816aa0ecb,,2026-05-18T01:14:55,2026-05-18T01:22:55,/category/jaffles,social,True
c9a6b1bd-a03c-45ac-9032-544dac4dcba6,,,2026-04-22T05:35:08,2026-04-22T05:36:08,/category/jaffles,organic_search,False
7c87dff3-9dc4-4826-b816-2eb4f5639d47,0c621caa-4854-43bb-ab8f-74e1f79ba3e4,,2026-08-03T13:35:33,2026-08-03T13:36:33,/category/beverages,direct,True
82573aa1-3d9d-4494-9314-f721c6c2d70c,d285a28f-6fa3-4c70-9469-73e7fe1787ae,0e4db30a-9bf1-46fd-a41b-5293bc0c2fe2,2026-02-22T05:17:22,2026-02-22T05:18:22,/search,email,True
f4f7913f-12cf-4853-be8d-68c8b0203d42,,,2026-08-07T05:58:46,2026-08-07T06:01:46,/category/jaffles,social,False
375209cf-2a88-4755-8b0f-19bea7ad54bb,,,2026-02-18T04:20:50,2026-02-18T04:21:50,/search,organic_search,False
8152464d-5c54-4d66-b70b-b96cf2e851b6,,,2026-04-22T20:00:15,2026-04-22T19:59:15,/,social,False
93c82273-fc9e-4a10-82d7-6f01477b3045,4ed3232e-6117-4b38-9d59-265a217c91cf,b7f62fb6-e88d-429c-a07b-aff8f0e1810f,2026-03-28T15:47:25,2026-03-28T15:55:25,/search,paid_search,True
1d65ba6e-92e4-48ca-bad3-05b3c45606f7,,,2026-03-03T05:02:25,2026-03-03T05:03:25,/,organic_search,False
a63accbc-16ac-49a2-b068-bd74f7029c84,,,2026-06-14T22:17:33,2026-06-14T23:02:33,/category/beverages,paid_search,False
2e729fcc-07cc-4aeb-a874-55c0edc9f0f8,b0581066-18c7-4fcf-8fa6-a671cb141ca5,bc2f13a3-d320-4c51-aec0-5d22822851d5,2026-08-11T23:48:41,2026-08-11T23:56:41,/category/beverages,social,True
9ed969d3-b1f3-459c-9a77-14fb3aa37b63,69819ace-cccb-4f20-aa31-be439b1b8e2b,94295fef-e280-4e53-bdd4-032e854f0c37,2026-08-09T04:33:08,2026-08-09T04:53:08,/category/jaffles,email,True
e8134f53-62ff-47b5-a68b-fef381db5e3f,,,2026-05-23T07:23:05,2026-05-23T07:26:05,/search,social,False
83ffda65-2982-491b-a93a-2436f049422a,eefcf9f0-dbd0-4907-a619-121deeb825dc,92918eed-9c89-4259-a75a-a3092ec9ac19,2026-03-21T09:22:05,2026-03-21T09:42:05,/category/jaffles,email,True
62a2b873-de76-4892-ad8c-409c605b5f7d,,,2026-04-06T16:06:44,2026-04-06T16:09:44,/category/jaffles,paid_search,False
d095bce2-7dc8-4661-8a17-9349e9c1aa76,19a47a26-3ca3-42d2-9e2d-8da79f09b587,f0d2d389-5025-4ebe-bad9-e6ec7c0d6cec,2026-07-10T16:40:04,2026-07-10T16:48:04,/,email,True
cd4074a5-dc48-4593-95ad-800a9510f777,b4413ac0-2fc9-4c91-b188-71c109d9be8f,d7e6c887-2434-4f6a-87b9-47b71b466f62,2026-08-14T14:27:52,2026-08-14T14:30:52,/,social,True
fefad2d1-2419-44f0-8081-8734a3176714,2f771a5a-3d76-48e3-985b-b7e91e092c46,ad583c96-5b7b-40dc-8fe3-90ac826c73ee,2026-07-24T06:25:41,2026-07-24T06:26:41,/category/beverages,organic_search,True
c06444d8-cccf-44ce-bc0e-99c2a2a62de4,02c02023-75d2-4ad2-89f6-ed2c2e7ae6f5,8be7c44b-55ba-408f-a822-dc38ad4ccec5,2026-04-16T18:32:57,2026-04-16T18:33:57,/category/beverages,direct,True
df8fd278-f3f1-4e5a-ac29-928d5471f954,,,2026-06-27T21:13:31,2026-06-27T21:21:31,/category/jaffles,referral,False
8bc4a76b-3e70-46c1-a077-5740dad8166e,3bcd90d3-7d42-4c9f-ad46-04d8af612206,,2026-08-11T11:12:11,2026-08-11T11:13:11,/category/beverages,paid_search,True
324a0bf1-57d7-419d-b404-a465c3df86e1,afdabd06-a2b4-497a-93b8-7bcf582b5d3b,,2026-05-18T03:35:58,2026-05-18T03:43:58,/,email,True
01f6a7c0-3469-4861-810b-f8f61d0f4a04,,,2026-03-10T03:22:40,2026-03-10T03:30:40,/search,direct,False
63e952ee-dce5-476d-b1af-fd010e0dbe24,be6fcaa5-9911-4bb6-b97c-47eb53c88b32,06e5946a-b612-4c73-92c1-a5953982b338,2026-05-11T13:27:11,2026-05-11T13:30:11,/category/jaffles,email,True
c6101823-4b7e-4ddf-8759-0f1a764239ac,,,2026-06-21T16:43:56,2026-06-21T16:51:56,/category/jaffles,referral,False
e038d02c-ffcc-43ef-9a85-810e29f77c76,9ede5407-362e-465c-a234-482e1f2411c1,,2026-03-08T23:50:40,2026-03-09T00:35:40,/category/jaffles,organic_search,True
66c47bc0-cf30-42b3-9098-cc9e7d372ecb,03710ca1-feb1-4206-bd26-3bb8e6a1dac2,,2026-06-28T08:58:25,2026-06-28T08:59:25,/,paid_search,True
179f454b-d842-4d5d-a8c5-9e814600b896,,,2026-05-09T08:58:04,2026-05-09T09:01:04,/category/jaffles,organic_search,False
01c4c72e-3973-4e07-9e46-4abea37e8535,19a47a26-3ca3-42d2-9e2d-8da79f09b587,f0d2d389-5025-4ebe-bad9-e6ec7c0d6cec,2026-05-04T13:38:08,2026-05-04T13:46:08,/category/beverages,direct,True
46b4c0ef-c344-40cb-bef2-9d50861f81bb,95381466-0836-4fd0-b05c-e8ca6147a51f,1145dffa-1928-478a-9c62-e6ae2f284cc8,2026-02-16T18:05:20,2026-02-16T18:13:20,/,social,True
c162162a-9c42-448d-9f81-f24940cb5670,f8b1caa2-10e7-4302-963a-252a15b4a714,ca24ccfd-e1bb-485d-be8f-92e6cc39e130,2026-07-20T11:36:55,2026-07-20T11:37:55,/category/jaffles,organic_search,True
db8a2fac-34bb-4c20-87f3-5af89c1090b6,,,2026-06-30T08:18:54,2026-06-30T08:21:54,/category/beverages,referral,False
cc4a183d-63b1-43c9-8c27-e95b5e1d990b,,,2026-07-22T15:23:28,2026-07-22T15:24:28,/search,direct,False
b4044ede-a027-4943-9620-c9bd58b9958e,ec4bebdf-042b-4c0a-9846-f86a1a9685e9,60740ead-3a07-4a70-a26e-e571faddbbf9,2026-07-23T00:36:03,2026-07-23T00:39:03,/category/jaffles,email,True
0c1e2f8a-78c3-4c9e-bf05-af590a0875f6,19a47a26-3ca3-42d2-9e2d-8da79f09b587,5f50bcfe-d4e0-4505-8efc-e0bb7978ea4b,2026-05-13T12:01:04,2026-05-13T12:09:04,/search,social,True
211abf5d-02a9-4d6f-8c41-cd5cd2d1e82f,cfefbf12-9a5a-4d61-a708-d92f785af097,402e69c5-8e0d-44f5-90df-c5aadfadbef0,2026-05-15T23:01:18,2026-05-15T23:04:18,/,paid_search,True
08a9615e-dbe9-4e50-a02e-eee47798d405,0a42e609-2a53-4824-bf02-0088bdb9b149,22ac1459-37be-42e9-85f9-64ae100ca89e,2026-07-25T13:35:06,2026-07-25T14:20:06,/category/beverages,paid_search,True
7553aff1-033f-40fc-b36a-8ab03f982d81,26ebc43f-cfbf-4fa1-9c7f-9134871f7b65,0ed743bc-349f-49fd-9625-b638c7bd0788,2026-07-18T06:40:24,2026-07-18T07:00:24,/category/beverages,social,True
a0a25835-90af-4787-a2e4-3bff3e5c3c0a,2a6409ee-29ac-483f-a2a7-9074fcb50191,a1b5c087-5a7b-43ba-b6c8-59c4653de9d9,2026-06-30T21:43:39,2026-06-30T21:46:39,/category/beverages,social,True
e5d5414f-c9d9-4802-8328-2edc0d072729,,,2026-07-22T12:06:52,2026-07-22T12:26:52,/,organic_search,False
ee864b79-e282-4472-9979-b7516a9bd42e,,,2026-06-08T01:37:07,2026-06-08T01:40:07,/category/jaffles,email,False
de2f4a81-5b14-48f3-9007-d669e7bd435f,19fee9df-73a9-41e9-9777-18d2a79ab8b4,2b1a5272-608f-4dab-a913-364281d0ea4a,2026-07-27T22:18:56,2026-07-27T22:26:56,/search,email,True
561e23a6-9c33-4582-b12c-000da3e1a305,,,2026-08-11T08:19:18,2026-08-11T08:27:18,/category/beverages,social,False
7117961b-4571-49c1-a925-676a72b38a2a,8fe1e8f7-9891-4978-ae6c-34234f35c728,177d713f-f987-4e4f-b29f-c22de71933b2,2026-05-05T18:07:20,2026-05-05T18:08:20,/,paid_search,True
e92d280c-6ae4-41ea-a049-988b8d4e4208,65dbcba7-fbb7-4837-ace0-5cd3cc5dd4a4,e6791108-2ae7-496a-94e3-990e4e08c7d9,2026-06-13T02:27:45,2026-06-13T03:12:45,/,referral,True
da66361e-9fd3-48ab-a961-15aba6cc5d8a,a5066e8e-de65-4798-9ed5-f6cae5f86031,989efba8-acc4-44fc-b98a-113da7b55aac,2026-04-24T13:01:44,2026-04-24T13:02:44,/search,organic_search,True
01c8a6a8-fbd7-4aaa-a40c-4e166c13a0f7,,,2026-05-09T19:19:26,2026-05-09T20:04:26,/,social,False
4b12d117-3961-4426-a7d1-89b28168fa49,f78c30cb-fcda-4209-9aea-0ae7ce4f7b81,8c6c4d6f-f362-48fd-af43-c06aa113b353,2026-04-11T21:10:58,2026-04-11T21:13:58,/category/beverages,social,True
7f3b5c4f-b256-438b-beb1-267cfd707918,8c5628d0-6d15-4a6d-80f2-9c723e39ba83,12db0e63-03dc-4886-a389-ecd45a46878e,2026-03-02T02:40:43,2026-03-02T02:48:43,/,direct,True
538106a8-635f-4dc1-b50f-2e1dde93526f,fa5ae382-e7ab-4d94-bdfc-7d689bc335ab,f436a538-7102-4a6b-b469-d34e46757f66,2026-06-14T15:10:17,2026-06-14T15:11:17,/,paid_search,True
7e5cbdd7-ab32-40ea-b3ab-8a698d1473ae,,,2026-05-07T10:40:26,2026-05-07T10:48:26,/category/beverages,direct,False
58247428-3016-4f4c-83c1-904f0871dcc1,62e44a82-c99b-4d04-9abb-f6a2eb97c7ec,79e5e83b-b6ac-43bd-a1a7-722f0d74b97e,2026-06-19T20:51:43,2026-06-19T20:59:43,/,email,True
b3fbed84-6a41-4f86-a348-b056e09e2bde,,,2026-07-21T19:26:53,2026-07-21T19:27:53,/category/jaffles,email,False
954ac8a0-8b7b-4507-a9d5-6141131fc038,3d0d96e7-a6da-4e11-a509-76b813d466f5,682d24f9-19c9-4ade-8186-ec8874da5dff,2026-02-17T08:18:35,2026-02-17T08:19:35,/,paid_search,True
11250e34-1896-4b2e-96f7-37c4d9118fd3,49a68f77-776a-4b4b-b668-48e489f414ae,806f3850-93de-4701-94c8-e8ef507b6856,2026-04-03T06:52:00,2026-04-03T06:53:00,/search,email,True
01d8f999-50f4-4cbe-8711-880ceea6e01a,50fb8eb8-955f-41ca-ab6a-faaff8141652,aa820628-ac85-4ce1-a472-78454640c478,2026-06-09T13:12:48,2026-06-09T13:20:48,/category/beverages,referral,True
dce441a0-6d27-493a-a6d3-de03ed875978,9c98b2d4-f4f3-440f-b28d-0e1ca7a152a5,b5845e08-bf3c-43a7-a127-2916cc1a08b2,2026-07-15T03:49:11,2026-07-15T03:52:11,/category/beverages,paid_search,True
2e98d7d5-e006-47a9-824e-e69f203f937b,187d49e0-634f-4e10-a10c-3b0be7408be0,9a3a9d74-f442-424e-9772-71bcbb8c606b,2026-06-07T14:17:52,2026-06-07T14:25:52,/category/beverages,organic_search,True
ed85805c-d3ae-412f-850f-e06ebdc21d27,,,2026-06-29T03:26:09,2026-06-29T03:34:09,/category/jaffles,referral,False
53d4b9c8-0511-4683-8ae9-c0f4bbe02152,314d5517-f29b-49b2-a076-3abe12756120,d11d25cc-8e2a-4e3b-a502-7ca961a9b403,2026-08-05T13:37:14,2026-08-05T13:38:14,/,direct,True
e8ecf5be-4c03-4173-ae87-ba787c02d997,,,2026-06-20T16:46:46,2026-06-20T16:49:46,/category/jaffles,email,False
a27a9fa9-aa26-48d3-87d0-fbe762f8df67,18e7baeb-a66e-4a7d-882d-355810698bc3,3092f518-1c2d-4446-8435-0e28b07b3734,2026-06-16T13:31:20,2026-06-16T14:16:20,/category/beverages,paid_search,True
43fce5bb-e028-4d31-b318-02e33ad83cbd,f044be50-29c1-40c4-a16c-a1dd1f95d6f3,49e24a45-9acb-4b7d-ab7c-fd2f5a2240d1,2026-04-12T07:38:40,2026-04-12T07:58:40,/category/jaffles,social,True
d9258727-b4cb-45a2-b260-78543d2bfcf7,74b13d9f-159f-4adb-8b2c-a623d67b529e,59fd45b6-8051-43b8-b6bd-353f345da12c,2026-04-30T03:06:14,2026-04-30T03:09:14,/category/beverages,email,True
d08221c7-4509-4c22-bd98-fde03aa5cc0e,265cf9a7-b023-492e-9e62-3896325f1c48,4be06c6c-e971-46e7-ad7e-8d54f34172ea,2026-06-29T20:55:47,2026-06-29T21:03:47,/,email,True
84f9c4e7-c52b-4dbd-835e-8fcd1e09a0c8,7e394ed8-8aae-477f-9649-5d3e7f5658fb,,2026-07-25T20:46:19,2026-07-25T20:54:19,/search,paid_search,True
18c55606-f3c9-4624-980f-f52d350ae8fd,,,2026-08-14T09:43:49,2026-08-14T09:46:49,/,referral,False
8489bc4b-89ac-4915-bdd8-00fc67755eec,,,2026-05-30T18:29:11,2026-05-30T18:37:11,/category/beverages,organic_search,False
7eef981d-bff2-454c-946c-08da37dedf6a,51e5a1ad-d8d2-4387-82fe-860a54c87f4b,23083187-847f-40fe-a59d-0cb3604dfea6,2026-06-20T23:28:23,2026-06-20T23:36:23,/category/beverages,referral,True
37b97e58-b910-48e3-b0fd-4700ea56d355,,,2026-04-25T15:46:25,2026-04-25T15:54:25,/category/beverages,social,False
f7fbb5f3-6cb2-4337-b2ff-dacdb97e3ce4,67d2941c-ef55-4f74-9994-431a09ee14db,6133a5c5-e24f-4bd7-a192-3f914899cbae,2026-04-03T01:24:14,2026-04-03T01:27:14,/,paid_search,True
246f0c6f-4956-4a39-8011-db8373e7b9ed,b81636bb-71f3-4ace-8eb7-628abe1eac07,53cb0eda-49cb-4871-93cb-d123fb3f91ca,2026-05-15T11:37:19,2026-05-15T11:40:19,/category/beverages,social,True
2d1426e3-9ad9-4291-a683-e8078e5b05b9,8ebb4b7d-ed19-43be-a647-6c3a9a6a166a,,2026-03-31T06:51:52,2026-03-31T07:11:52,/,social,True
29ffdfb6-c190-42b2-8978-841f9d221a82,359ce707-dfea-41f8-be3e-8689b460486f,38e495eb-378c-4764-b4fb-fc07fe1ae0d4,2026-06-05T11:41:27,2026-06-05T11:44:27,/,referral,True
d9ab22c7-260f-48e8-8c65-1db8de9b49c8,1ed31084-8b68-49ca-91d6-7162d8521c02,c99c612d-6689-4daa-8d84-df92c6eb4fef,2026-04-30T10:10:04,2026-04-30T10:18:04,/category/beverages,direct,True
6a1804a3-c629-4fd1-ba6d-924ad5e33ce9,212484cd-56e9-4934-ab9b-69d43228ee16,593ad7c1-e54c-41ca-8b83-27a05ea2e882,2026-06-07T08:39:45,2026-06-07T08:59:45,/,referral,True
ee483804-ba13-40de-81ed-8328302e9419,8f9052f4-d761-416e-8b74-a71f640df0d7,,2026-03-02T21:08:01,2026-03-02T21:11:01,/category/beverages,social,True
7cd4d4b7-fa2c-449b-b6e8-952de9467383,,,2026-05-07T23:44:28,2026-05-07T23:47:28,/category/jaffles,social,False
7874fc5a-2738-4e9a-800e-42c6f700fdd3,a3d91be1-b5d9-4d3c-bdd8-ab49cd378f30,25ffdaf0-4bca-4251-bac5-fc3603e00120,2026-04-13T16:56:10,2026-04-13T17:16:10,/search,referral,True
7c1aeddd-3d1f-48f8-921c-46a65369bc17,,,2026-05-19T12:21:33,2026-05-19T12:41:33,/search,email,False
79f34981-c143-423f-9820-55bc01d97114,,,2026-03-06T11:36:49,2026-03-06T11:44:49,/,social,False
8c40da23-5a13-43a5-9870-6f6ad936ba34,1439dc05-4ab9-4995-90c7-d9437ae94f50,6d7d04f0-e0b4-47f4-9fe9-41e5d53f6dc9,2026-05-01T07:10:39,2026-05-01T07:13:39,/category/jaffles,paid_search,True
eca7ced0-59ed-4dd2-b6ab-150569de2c5f,2a082be2-fc91-4d5a-accd-200e91693b07,,2026-06-24T22:19:31,2026-06-24T22:22:31,/,social,True
3e0c720c-7897-41ca-be15-0fc3bf023754,77b903b9-c97e-44ae-8274-9dea7b101277,47fd745a-9379-49dc-817f-164715ea1f8f,2026-05-30T08:19:12,2026-05-30T08:22:12,/search,direct,True
cf605a0c-6ba9-4aa0-a1af-56c59828809f,102e02b0-7f44-4058-881f-7896edc964b2,ad9a4353-5421-439f-978b-9317dd9321c5,2026-03-19T18:59:05,2026-03-19T19:44:05,/category/jaffles,paid_search,True
b06ccf93-2d08-4b80-8d38-5ea9b2324559,,,2026-06-21T15:04:44,2026-06-21T15:07:44,/category/jaffles,social,False
6751aa66-38b7-40af-82ae-87e884730527,,,2026-06-30T02:16:01,2026-06-30T02:19:01,/category/beverages,referral,False
5746799d-d2b4-4ffa-b304-ae9de2f39b78,066ca82d-85b8-45e6-b262-bac0bb3c0e21,dc6c685f-a76f-44a5-ad31-2beec4521e8a,2026-03-28T16:27:37,2026-03-28T16:30:37,/category/beverages,referral,True
a753d2b0-25c3-4f0e-99eb-55a98d532204,ddd9ed38-6351-4568-b08c-8f6c92cb84a8,,2026-03-29T09:08:07,2026-03-29T09:11:07,/category/jaffles,organic_search,True
ff03a25f-83bf-44b2-a2a4-06c2363d6070,,,2026-05-09T17:17:29,2026-05-09T17:37:29,/,referral,False
e11c196e-0977-495c-8645-a33559d3cab3,,,2026-06-17T12:06:15,2026-06-17T12:26:15,/search,organic_search,False
18f412c1-f9f8-4a02-8e52-f4ce1500f472,5b16d3ac-510a-4143-8a0a-785ce783f3d8,,2026-04-30T14:26:01,2026-04-30T14:46:01,/category/beverages,organic_search,True
d0ba6f2e-a124-4ac1-a32e-8ca3dad7ffae,,,2026-06-10T17:42:31,2026-06-10T17:43:31,/category/beverages,email,False
1b15b13b-b58e-4703-888f-671fdbfe0edb,,,2026-04-02T10:34:21,2026-04-02T10:35:21,/,organic_search,False
a267f8d6-111f-455c-be2a-09b5374567c3,8c5628d0-6d15-4a6d-80f2-9c723e39ba83,12db0e63-03dc-4886-a389-ecd45a46878e,2026-07-09T07:49:29,2026-07-09T07:50:29,/search,referral,True
e209fcf3-a122-4c6f-be0a-d35219dd3b3c,0edeaba5-35f3-4e68-98ca-f412d9cd14b5,,2026-04-19T09:29:00,2026-04-19T10:14:00,/category/beverages,direct,True
276f0d04-f226-46a6-8fc7-88be2aa5e9a2,,,2026-06-28T21:19:07,2026-06-28T21:20:07,/search,organic_search,False
59c9de21-67d2-4a4a-82ba-50e12097560f,5b817ccb-b122-4044-b74f-bde3d1df714d,,2026-08-06T16:43:00,2026-08-06T16:46:00,/category/beverages,paid_search,True
bd445066-6943-4375-980b-fd307efbb077,cc6587b9-1ad1-4f99-bb8b-dc23f1621ea6,,2026-05-28T21:44:16,2026-05-28T21:45:16,/,paid_search,True
dd6aa9cf-24fc-441c-999f-275806bf7bb7,922d63c5-873c-4693-9775-df99ba006ccd,ef0f702b-6886-4a27-9f1c-de62b5b44aad,2026-07-28T07:22:58,2026-07-28T07:23:58,/search,direct,True
287f15f5-5f79-4ee2-b5ae-f19260d60935,816f5acb-1a37-44ba-8ce8-25c40cec4d06,3681f832-2086-4af2-b000-c4fc8e5eb5f9,2026-05-11T19:11:48,2026-05-11T19:14:48,/category/jaffles,email,True
aee964b3-c756-40e3-8f49-6c2ecfa99eb7,,,2026-07-09T01:55:38,2026-07-09T02:03:38,/category/beverages,paid_search,False
15d9fbe6-650c-4540-9f2c-767eec4c601e,b4cc95b0-6dbf-4264-a3ef-43fbbadf652a,,2026-05-07T16:16:19,2026-05-07T16:24:19,/search,referral,True
