id,cart_id,sku,quantity,unit_price_cents,added_at,removed_at,is_saved_for_later
1f0b3dac-d757-474f-ab84-1c5791e64e44,0871fe18-c666-4386-954e-c9d64755a430,BEV-004,-1,700,2026-07-25T14:04:06,,False
e4d1cc59-e2e1-40c1-abb5-200305cc22ac,0871fe18-c666-4386-954e-c9d64755a430,BEV-005,1,400,2026-07-25T14:16:06,,False
831cf6bb-2b95-4d55-aaa3-6a3c01928729,0871fe18-c666-4386-954e-c9d64755a430,BEV-002,1,500,2026-07-25T14:36:06,,False
0ef8530f-29f3-4d61-b3e5-570e4abe96fa,7b0666c7-f04a-4db0-b9b4-243a51de9ded,BEV-003,1,600,2026-05-27T02:35:00,2026-05-27T02:40:00,False
967f238b-8a0a-4710-a810-0d4fb86a50ac,de78d2c9-43da-45d5-8b54-353953f52923,JAF-003,-1,1200,2026-03-26T05:08:50,,False
9b93990d-7d99-4850-ab29-9332dc89e6a7,de78d2c9-43da-45d5-8b54-353953f52923,BEV-004,3,700,2026-03-26T05:17:50,,False
c1a41860-0bfc-4776-8880-6673d7cb932c,de78d2c9-43da-45d5-8b54-353953f52923,BEV-005,1,400,2026-03-26T05:34:50,,False
be59bbac-76af-40e4-90a1-555d52c58899,de78d2c9-43da-45d5-8b54-353953f52923,BEV-002,-1,500,2026-03-26T05:37:50,,False
ecd4b107-1107-417f-bd32-d43a0a0c1e9e,261ef5b6-2166-41a4-b4dd-0b469c749c5d,BEV-003,1,600,2026-05-27T18:29:12,,False
cc8edd58-766c-4ceb-83e5-aee57f71a70d,261ef5b6-2166-41a4-b4dd-0b469c749c5d,JAF-004,1,1400,2026-05-27T18:46:12,,False
17323ec9-a825-4b53-bb94-ee08b53946ed,6b441763-b269-41a6-85f9-ea14596d07c4,JAF-005,1,1200,2026-07-27T07:09:22,,False
1f612c9b-bd85-4922-b173-9a068b59d147,6696d564-ea08-4009-8b40-3f1193ec4ba3,BEV-001,1,600,2026-03-28T18:58:42,,False
8e29bd4e-d168-401e-a959-575944e7adee,6696d564-ea08-4009-8b40-3f1193ec4ba3,JAF-001,2,1100,2026-03-28T19:08:42,,False
2bc67b53-be64-437b-97d9-2d0dcd25b5ea,6696d564-ea08-4009-8b40-3f1193ec4ba3,BEV-002,2,500,2026-03-28T19:21:42,,False
19b25140-7999-45c2-b26d-ba65ac9098e0,84428938-5193-4eb8-9706-df57ab3bc5d5,JAF-005,1,1200,2026-07-23T08:12:19,,False
44761d94-9c12-4e86-bd47-4286b5c280f4,84428938-5193-4eb8-9706-df57ab3bc5d5,JAF-004,1,1400,2026-07-23T08:22:19,,False
74c104fc-5192-4af5-8cb9-ab42d5e97440,84428938-5193-4eb8-9706-df57ab3bc5d5,BEV-005,1,400,2026-07-23T08:23:19,,False
ccfa2b87-6123-40fb-af6f-a2e81d2a792e,1a003ecc-8117-4c94-a91b-f915d681d031,JAF-005,1,1200,2026-05-11T19:27:48,2026-05-11T19:28:48,False
12e56755-11e1-4618-a0c5-e97093fae709,1a003ecc-8117-4c94-a91b-f915d681d031,JAF-005,1,1200,2026-05-11T19:46:48,,False
a631b46e-4367-4ee4-88d4-86bad612d97e,2b88d495-45e3-44f2-95f2-6cb3c3b73e49,BEV-003,1,600,2026-05-23T03:06:02,,False
a5e09d93-14d4-47d0-a4dd-137dca7ca7e7,53941e30-8dfc-4e53-bf77-722581e71e6d,BEV-005,1,400,2026-07-26T14:38:10,,False
26a302cb-b28b-4166-87de-f2cc3658c938,e9409b29-8911-4b42-9117-545319e38668,BEV-003,1,600,2026-03-05T10:46:20,,False
99c6e551-3699-4fb7-9a8a-8fe6cf5c7d5b,0a60401d-8088-4276-b655-cac2d566905e,BEV-003,1,600,2026-05-18T07:14:15,,False
914b3ba0-23d9-46c9-9ac5-0172370dbb98,0a60401d-8088-4276-b655-cac2d566905e,JAF-003,2,1200,2026-05-18T07:22:15,,False
470f25cf-595b-4907-9fac-6a3817443098,09064fd7-b03b-4ca9-88fc-8923b496f496,JAF-001,1,1100,2026-04-16T06:50:57,,False
78eff612-3b61-4435-8bd7-508f361f998c,09064fd7-b03b-4ca9-88fc-8923b496f496,JAF-002,-1,1100,2026-04-16T07:03:57,2026-04-16T07:06:57,False
bd84833e-c8ce-4759-978a-ed1e19af3fc3,9e731179-d5a2-4933-9bb4-046457aca5fc,BEV-004,1,700,2026-07-25T20:56:35,2026-07-25T21:18:35,False
d27ccb55-69a2-4a06-b669-ac5f91ea19a5,9e731179-d5a2-4933-9bb4-046457aca5fc,JAF-004,1,1400,2026-07-25T20:58:35,,False
ae901c09-69cb-4000-ba13-76ace62b666d,57762cee-a407-4341-b8a1-dfa3d27b2100,BEV-002,1,500,2026-03-25T07:41:36,,False
eb7225b3-35f3-4551-87c9-64359f32efeb,3904d087-df05-44cd-b923-f546b79bb1a3,BEV-004,2,700,2026-06-11T11:23:48,,False
77d1c2e7-a83b-4d73-8acc-56e4df14abef,3904d087-df05-44cd-b923-f546b79bb1a3,BEV-005,3,400,2026-06-11T11:30:48,,False
970d316f-fd1c-4b6d-8892-b57a7ea639bb,3904d087-df05-44cd-b923-f546b79bb1a3,BEV-001,1,600,2026-06-11T11:36:48,,False
978103e4-96c3-49d2-93be-ec4ef49ddb53,20da50ba-ab79-4847-9ef3-a3feb19e256d,BEV-002,1,500,2026-03-13T00:31:30,,False
f255a8bc-6fb6-4048-96d5-997a902bfd26,20da50ba-ab79-4847-9ef3-a3feb19e256d,BEV-004,1,700,2026-03-13T00:35:30,,False
44dbf09b-5c1a-42cc-a38a-b41f2f8613c6,20da50ba-ab79-4847-9ef3-a3feb19e256d,BEV-004,1,700,2026-03-13T00:42:30,,False
9b22f86f-57e9-4d83-abcd-759f2b1debc4,a1b6ac58-b35d-4fe1-bb16-0a145d1b71e5,JAF-001,1,1100,2026-04-20T19:27:09,2026-04-20T19:30:09,False
98279afd-6fc8-4c47-8e21-47b223305bf5,b9168387-eb8a-487e-a3e9-bc36790cd1e7,BEV-005,1,400,2026-03-09T10:08:51,,False
3c27247d-854c-40c5-9ae5-85573f9dc18f,b9168387-eb8a-487e-a3e9-bc36790cd1e7,BEV-004,1,700,2026-03-09T10:25:51,,False
eef0d689-42d0-454d-b76e-f6e8dc701d12,86ea0b3d-e268-4187-b9c3-a4a3c1fb275c,JAF-005,1,1200,2026-04-26T17:54:30,,False
e12b7d0b-4a59-4ead-b7a1-b0f295ee0ad5,86ea0b3d-e268-4187-b9c3-a4a3c1fb275c,JAF-002,1,1100,2026-04-26T18:04:30,,False
3dd01969-f5d5-4f01-b124-3fa9da30e3a9,3abb18e2-454c-4a56-93c9-fec97588f92c,JAF-005,3,1200,2026-05-03T12:43:50,,False
668e16a0-5d2c-4f71-8dd6-a2f4d72261f2,26fa5d3c-f466-4767-bb44-a3e34b2bd642,JAF-001,1,1100,2026-02-22T22:52:01,,False
3ffd3bd0-6fe9-4361-8434-c01040e3707c,26fa5d3c-f466-4767-bb44-a3e34b2bd642,JAF-004,3,1400,2026-02-22T22:53:01,,False
95f4bde9-94d5-4f40-a0dc-c32c12d84255,ccd5cb2d-20cb-4f51-93a6-c83a1a29496a,BEV-003,1,600,2026-08-03T21:29:58,,False
4e17822b-6b95-4420-becc-134d5aa25e84,a4399aab-eedf-4def-8cb4-5e6771840264,BEV-002,1,500,2026-07-09T15:17:11,,False
c6259969-f031-4472-bde9-0982aebc347c,19986e76-aec7-47eb-857c-a60f93aa1f1f,BEV-003,1,600,2026-05-25T02:19:49,,False
ed1cd01c-a91a-46df-b02c-c54fef5ab20b,e71a9159-0565-4a2f-8252-efb4fbfe6d87,JAF-003,1,1200,2026-04-27T11:01:06,,False
5687fbfc-dfe4-463c-877c-0eb71bcb2855,e71a9159-0565-4a2f-8252-efb4fbfe6d87,BEV-002,1,500,2026-04-27T11:08:06,,False
474e94df-9bed-40e1-964c-2d914d8563ee,75be6668-1ee6-41cc-88c3-1f53f7c97531,JAF-001,1,1100,2026-02-28T12:55:07,,False
df6b842b-b09d-4890-958f-5a6d1f7d576c,75be6668-1ee6-41cc-88c3-1f53f7c97531,BEV-003,1,600,2026-02-28T12:58:07,2026-02-28T13:28:07,False
1af4c5eb-fb6c-42e9-b11c-fb5b6c2d8e31,a3b1a6bb-b953-455c-b81d-a111a75fa8d1,BEV-002,2,500,2026-05-06T09:57:39,,False
ef2c6109-a43f-4b96-b92f-07cfff11fff8,bcb9f3fc-0c11-431c-9d3f-49b333954c5e,JAF-001,1,1100,2026-03-01T18:13:08,,False
22dc5f20-4bc7-457d-b9b7-6a68ad502ed6,b6bc4c9f-a933-44c2-8804-b80a6ad9bbe5,BEV-001,1,600,2026-05-08T14:52:33,,False
128e2126-e6f6-4457-bce1-2d94d287fd35,42acfadc-669a-4bdf-8dcb-47f1946f7a61,BEV-003,1,600,2026-05-04T09:29:59,,False
72315825-07b7-4495-839c-c283527dd7f1,0493b49a-9c43-413c-9ac5-c93e7761f3fa,BEV-004,1,700,2026-04-02T11:25:15,,False
a41c2c5e-af55-4f54-960b-a55a3d8b8e3f,0493b49a-9c43-413c-9ac5-c93e7761f3fa,BEV-005,1,400,2026-04-02T11:37:15,,False
70cc8d1e-e49c-4070-b5f9-ffa441332655,0493b49a-9c43-413c-9ac5-c93e7761f3fa,BEV-002,1,500,2026-04-02T11:55:15,,False
5125486e-7188-4c7a-8b02-ffedfccd1bea,b2e102b4-717e-41b6-89f2-1712f3403f8a,JAF-004,1,1400,2026-07-01T21:16:11,,False
a255a21c-961d-40d0-88d0-c52df44205b8,b258691a-d6c6-4f54-a36b-98af4cb4c471,JAF-002,3,1100,2026-04-20T21:54:05,2026-04-20T22:15:05,False
497c6a9a-bf79-4fbb-abca-5188336ce6d2,b258691a-d6c6-4f54-a36b-98af4cb4c471,JAF-001,1,1100,2026-04-20T21:57:05,,False
2c232029-a72c-4f46-8596-3137ab9439a3,b258691a-d6c6-4f54-a36b-98af4cb4c471,JAF-002,1,1100,2026-04-20T22:16:05,2026-04-20T22:29:05,False
79a94125-d7f4-4b56-882a-5295be717456,eff95d5e-9ede-4d7e-be92-9b3c5cbdf392,BEV-003,1,600,2026-07-09T22:41:30,,False
916d2d92-a555-4499-94a4-0b304bd2f56f,eeeb5841-f1f5-4935-be2b-5064161f364d,JAF-003,1,1200,2026-07-10T14:42:42,,False
fc506905-b104-4b6e-8376-c3d6a51a9bb8,eeeb5841-f1f5-4935-be2b-5064161f364d,JAF-003,3,1200,2026-07-10T14:59:42,,False
51277bf2-65bf-4d4c-aba4-53b55dfeb558,eeeb5841-f1f5-4935-be2b-5064161f364d,BEV-001,3,600,2026-07-10T15:05:42,,False
3b3cbaff-65c4-465d-aa29-adb7ca29b4f3,ef4ac8d9-7360-4c5c-858f-4df41d2e8aac,JAF-005,0,1200,2026-07-30T09:27:47,,False
c71f4501-1a22-4858-84c6-34367b3de282,ef4ac8d9-7360-4c5c-858f-4df41d2e8aac,JAF-004,3,1400,2026-07-30T09:45:47,,False
e3a65c6e-4d8b-48f8-8976-beed72564386,19392771-1e58-4f0f-b046-a617197a6ccf,BEV-002,1,500,2026-07-10T02:40:02,,False
6c4b8d2b-d07c-4ec3-accd-77bfeb2a15e8,19392771-1e58-4f0f-b046-a617197a6ccf,BEV-005,1,400,2026-07-10T02:47:02,,False
b4b766d3-6982-44de-aeb3-be902105510b,5c06f0f4-a807-4185-8add-941a10e23aa6,JAF-003,1,1200,2026-02-25T04:37:10,,False
542faed6-787f-47f6-83e7-48488ae2cf28,34fd806f-a858-45cc-bdce-c9a608add101,BEV-005,1,400,2026-05-08T13:41:59,,False
27a14cc7-9c26-4cc7-b201-88655ecdc29b,34fd806f-a858-45cc-bdce-c9a608add101,BEV-002,1,500,2026-05-08T13:59:59,,False
773646c0-990d-44f6-af82-92f088edc5c9,600f68fe-2dd7-4a44-997c-583e31dfd84a,JAF-001,1,1100,2026-04-15T08:49:08,,False
1e8adbf2-86c6-4f43-b88a-b6800167cc68,7af31582-1801-4f62-8a32-a8a1f9503579,BEV-004,1,700,2026-03-04T05:08:56,,False
8f1da39f-7b78-4387-a522-7a85ef8a34d0,c4263080-7040-477c-8c57-527cd9eb05ce,BEV-003,1,600,2026-04-08T03:12:04,,False
23fe8822-d5d5-4cb9-96cb-753ebab5dd94,78508c2a-f39f-45ba-a05c-a1451ee865cc,JAF-003,1,1200,2026-07-13T04:00:43,,False
20a6223e-1ea5-4552-9a88-cb8c3acb8775,78508c2a-f39f-45ba-a05c-a1451ee865cc,JAF-005,1,1200,2026-07-13T04:01:43,,False
2f934653-1138-4086-a068-aca83003aa41,78508c2a-f39f-45ba-a05c-a1451ee865cc,JAF-003,1,1200,2026-07-13T04:08:43,,False
0c09675f-8203-49b5-a6e6-adc7ee957faa,05a444c7-7d6e-4010-b502-3bdce3c963e8,BEV-002,2,500,2026-06-06T01:45:32,,False
2a02d6f0-17ce-448c-9f52-a910ba2b0317,57184c35-6665-442a-beab-f308445b37b2,BEV-005,1,400,2026-06-26T13:49:22,,False
f8e6fcb2-f631-4826-ab84-01c70eaf320c,e5e8e101-d744-4472-a610-7e67e607490b,JAF-005,1,1200,2026-05-28T23:55:41,,False
fae3786d-4e79-4e75-9dd2-4b7ac53e0c46,e5e8e101-d744-4472-a610-7e67e607490b,JAF-002,1,1100,2026-05-29T00:15:41,2026-05-29T00:29:41,False
190659e2-78d7-491f-8d91-09db901e1adb,e5e8e101-d744-4472-a610-7e67e607490b,BEV-001,3,600,2026-05-29T00:18:41,,True
cd18ce59-558d-4d62-b295-e42863080385,0658cf1f-08de-44de-8821-268f2cb2a8d5,JAF-003,1,1200,2026-03-21T06:11:46,,False
43d2c0f4-96fe-4820-a055-7264b03f7425,0bdd460c-0032-4b03-80d1-8b09181cbe39,JAF-003,1,1200,2026-07-10T01:40:37,,False
1355bd1a-0d82-4304-a09b-2ec61ba2d073,eab7921d-f23c-4046-ba7d-be20eaea4dfc,JAF-001,1,1100,2026-02-28T21:50:10,,False
fa3e9c83-b068-4823-86bb-ac1bdd71852f,eab7921d-f23c-4046-ba7d-be20eaea4dfc,JAF-002,1,1100,2026-02-28T22:05:10,,False
c884594a-079f-4852-aaa1-d9a6a8ed73c7,eab7921d-f23c-4046-ba7d-be20eaea4dfc,BEV-002,2,500,2026-02-28T22:16:10,,False
f315ff53-26cb-4b72-b9cf-ba9b6759fd3b,eab7921d-f23c-4046-ba7d-be20eaea4dfc,BEV-002,2,500,2026-02-28T22:22:10,,False
57768428-214b-44d1-aee6-6740e07614c9,b0a8eadf-99d3-4ef8-8156-ea286681d902,BEV-004,1,700,2026-04-25T05:33:01,,False
333903dc-9d71-4dc3-b7b6-ebd3b5ddcf24,b0a8eadf-99d3-4ef8-8156-ea286681d902,BEV-001,1,600,2026-04-25T05:37:01,,False
339008a1-1451-4ea5-938d-03ed8c721548,87814a18-867a-45d6-97fe-8bf6d8dde696,BEV-001,2,600,2026-02-16T18:23:05,,False
dd301a39-609a-4666-9a29-2c5c683fc74c,87814a18-867a-45d6-97fe-8bf6d8dde696,JAF-002,1,1100,2026-02-16T18:34:05,,False
2f25054d-c92e-479b-bbb2-396aee0b00e5,991ff661-51a2-4c69-9115-b5347b0e80a4,BEV-003,1,600,2026-03-18T02:54:05,,False
d978a043-7a32-4b39-818f-cf54ad9c49b4,991ff661-51a2-4c69-9115-b5347b0e80a4,JAF-005,1,1200,2026-03-18T03:01:05,,False
581638a6-a629-4f7a-b8fe-7bfa8d79a334,460b541c-b0c7-4f7d-9444-5ee395e231a4,BEV-003,1,600,2026-07-22T19:24:31,,False
bc8e0a50-e2e2-44a9-9c06-c4fa70958d7e,3eadafd7-a547-448e-9882-0c136c5f6e77,BEV-005,1,400,2026-07-01T04:30:21,,False
d45dc000-8386-4037-ada0-65023934646f,9c7f4645-835a-4056-9483-3013a9ccad6a,BEV-002,1,500,2026-03-09T20:18:12,,False
9b2c4129-e105-4501-b3a3-ca38bf19c8f2,9c7f4645-835a-4056-9483-3013a9ccad6a,JAF-002,1,1100,2026-03-09T20:36:12,,False
10123bb9-bead-490d-aeed-ba89cda97f75,ede98a9d-6ae6-45ee-a04b-04d0f202a8d6,JAF-003,2,1200,2026-05-21T11:27:00,,False
1b5462ee-397c-46e8-93ad-cf3149079784,ede98a9d-6ae6-45ee-a04b-04d0f202a8d6,BEV-001,3,600,2026-05-21T11:32:00,,False
a4d87121-cc17-457b-bff3-e125c696b630,c449d696-1234-474e-83e3-c3ec9b70041a,JAF-002,3,1100,2026-02-27T07:15:25,,False
7530d1fb-93c6-429b-ade9-cae093a574e3,89c4bc1a-de52-43aa-8012-f4aa374c05de,JAF-999-DELISTED,1,400,2026-05-12T10:36:18,,False
ccb5e7ea-d61c-4174-8cd4-75c1aa584d56,89c4bc1a-de52-43aa-8012-f4aa374c05de,JAF-002,1,1100,2026-05-12T10:56:18,,False
bb115858-68ea-4150-b7c3-d17a085d04c5,89c4bc1a-de52-43aa-8012-f4aa374c05de,JAF-002,1,1100,2026-05-12T11:07:18,,False
4f669945-9d38-442e-a30d-628f05cee8c9,89c4bc1a-de52-43aa-8012-f4aa374c05de,BEV-005,1,400,2026-05-12T11:12:18,,False
1ec62178-9a29-4bbd-8dfd-1e737c495d75,1c8f0955-d743-431a-8c1d-208326a2a09e,JAF-003,2,1200,2026-04-27T10:43:25,2026-04-27T11:07:25,False
92fb597c-843f-4a6b-8918-2995d22f8d3a,1c8f0955-d743-431a-8c1d-208326a2a09e,JAF-003,1,1200,2026-04-27T11:01:25,,False
8f943ef9-d657-447e-8479-e9c330cab253,1c8f0955-d743-431a-8c1d-208326a2a09e,BEV-003,1,600,2026-04-27T11:16:25,,False
f19b2e53-57b9-4a6e-af5f-c20b5548b8ed,1c8f0955-d743-431a-8c1d-208326a2a09e,JAF-003,1,1200,2026-04-27T11:25:25,,False
6611fd0a-4414-4d2a-a017-548442011157,2daa2920-a9b0-40be-8311-bf8ec46a8d3b,BEV-003,2,600,2026-05-19T20:22:01,,False
73026888-8fc5-4c23-8049-2bb7540c93ca,2daa2920-a9b0-40be-8311-bf8ec46a8d3b,BEV-003,1,600,2026-05-19T20:27:01,,False
8df7bdc9-c0ca-4c73-8d87-393aaff82096,2daa2920-a9b0-40be-8311-bf8ec46a8d3b,JAF-001,2,1100,2026-05-19T20:41:01,,False
599632f3-283c-40e7-acd2-e421e35b7135,2ca09a53-1e16-4d54-836a-8db5927dcf02,BEV-003,1,600,2026-06-04T06:04:55,,False
9c5a23fc-79d0-4833-a6d1-156992841484,2ca09a53-1e16-4d54-836a-8db5927dcf02,JAF-002,1,1100,2026-06-04T06:24:55,,False
967ac15c-a923-4484-80df-f17925566dcd,5093d002-47ba-4816-9ea5-a44dcffae71a,JAF-003,1,1200,2026-05-28T13:23:17,,False
df290be3-da7a-4e76-abb3-9d472f1ae94b,0ba9e94f-0959-4a32-8fc5-2ae7963f20ba,BEV-002,1,500,2026-06-01T05:35:05,,False
12135305-4ad8-4e4b-a271-6f01c376b337,fb420136-fb13-42db-93a4-faf9c9c46acd,BEV-003,0,600,2026-06-09T09:58:47,,False
cf1923d3-04b2-4e6e-accd-423a773ff651,fb420136-fb13-42db-93a4-faf9c9c46acd,BEV-002,0,500,2026-06-09T10:03:47,,False
3315db37-d361-4b90-bc21-f3cb7895a366,fb420136-fb13-42db-93a4-faf9c9c46acd,JAF-005,2,1200,2026-06-09T10:07:47,,False
c6890bea-da2f-45ac-9fe8-cccc261e6b10,cabc9f8d-1187-40e7-b6e6-40169b60d39e,BEV-005,1,400,2026-03-13T13:40:38,,False
e1c85a19-4176-4849-ad70-2d20cf43a85a,8b4bb710-dac9-432b-b655-9adb12acc481,JAF-003,1,1200,2026-04-14T02:39:07,,False
