id,order_id,adjustment_type,amount_cents,reason,applied_at
dcfc9502-0d89-4129-9acb-e954298e555b,c4cae98d-23ea-47ac-85bd-1107ac79bcef,tax_correction,-114,Technology attack forget really truth show.,2025-06-10T23:58:00
8e851d73-00a7-4544-8db9-eb14de896fde,91435c78-34c3-45bb-b259-908c486027bb,price_correction,190,Compare move beautiful.,2025-08-28T21:19:00
01c6ab43-ab96-4ee8-a11f-d77effa71671,995b0e7c-a5d1-40b7-9494-cea11e837286,price_correction,80,Your one investment that similar blue major.,2025-08-31T13:50:00
db8d881b-e332-4b81-9698-15eeef0deaff,a8ea685c-70b5-4ab7-995a-b5b9e236fe4b,discount,-117,Window yes candidate region simply prove thank.,2025-03-14T07:53:00
462b694c-4a47-4a63-b4ef-92bd8cd8c4ce,14329127-1684-4617-a426-7483223acd02,tax_correction,69,Decide good figure magazine wide Congress painting.,2025-06-24T04:21:00
d03058c9-1125-479a-b8f7-a50c4fdf1b3a,6fcfea8f-4d5b-44ba-9b03-eaadc2c729ed,discount,-131,Class I minute owner.,2025-06-22T07:08:00
51ea4e3b-5ff7-4d95-a968-af5c2ddf7412,a1cc1ef7-73bd-4da5-9092-a699d607363b,goodwill_credit,-210,Among against crime alone.,2025-01-12T16:41:00
43fd5a75-fda9-4049-b187-860057943c08,be9352d6-c691-4238-a1e8-a65e7dbe1536,discount,-405,Least someone himself deal.,2025-06-23T03:51:00
86102e51-4a9e-4279-8f69-77757111799b,e0eb5efb-0e94-44ff-9b92-d707a4664513,discount,-118,Simple very who ok.,2025-08-07T05:40:00
622510a8-99c1-4aa9-9fa1-be3acbbc1289,95d19754-ed7f-48e7-b6b0-4e3b9d9aadcf,price_correction,166,Site moment identify popular during company.,2025-08-30T23:51:00
307681e1-c967-4ba0-85a4-f1c2e684d10f,758f8500-8b73-4267-848b-dd0255354214,discount,-52,Thing human best understand now.,2025-04-02T15:55:00
71320175-053e-4ec9-abfc-baf9b003c437,d8cb58a0-a5ec-46ea-bbca-7c7efb63190a,goodwill_credit,-168,Can but movement man.,2025-01-05T06:30:00
a2e822b3-8269-4e61-9fc8-90284e0db7fc,823dd91c-1b26-4850-83cd-fe5178bab041,price_correction,-99,Room ball need nation.,2025-06-02T00:12:00
fe0672b5-9964-4370-b3e2-1ceb151d2a53,27c24618-2c02-4046-897b-bd0bad617c01,goodwill_credit,-99,Himself control pick involve night some model.,2025-01-30T15:35:00
1d0ff236-fa4c-4b24-8377-37547ce9ae2c,0f44db34-78d7-4639-86aa-28077020ce0c,tax_correction,39,Foreign may not wall foreign theory.,2024-12-22T19:23:00
7cab98d4-4d9c-4575-bd70-e1a966b295b7,f31d3a4f-f924-45c2-88a6-0f9647a208dd,tax_correction,191,Minute evening amount memory school ok.,2025-06-28T20:21:00
644991a8-60f0-4be2-9d00-adb5ad7b7ed0,bb64e640-0d11-49d2-9da6-304823129ffc,tax_correction,-36,Home line chair structure future.,2025-02-02T11:20:00
b38f9f66-1445-4164-803f-6cfa8544fabb,622ae8b5-32e4-4ae5-b917-f0c117d832de,tax_correction,-118,Exist time southern find chair.,2025-08-06T05:07:00
6336098e-3893-4a67-8d52-0e121f9b4f37,1a9657e5-63a5-4c59-b8a0-621ff08df5f3,price_correction,49,There hear thing.,2025-08-07T11:18:00
ef3b5cb1-2b5e-432e-8334-c428c053142f,dca91490-9f36-40ad-8823-54940e1475f3,discount,-143,Low state low.,2025-04-14T20:41:00
d1c1e006-bc6e-4a0f-b5ab-4062a8ee0eb3,539d69a9-658d-4016-a096-441174332c1c,price_correction,99,Occur red successful my science.,2025-02-20T01:15:00
5fb5793a-fc56-4492-8db7-8dc04bbcdbf3,3c748fde-7f60-4cb7-bb8d-3989934d1b14,goodwill_credit,-71,Station art woman better born citizen yard.,2025-06-30T23:11:00
66d48ad0-1f76-4f79-af5e-2d866a1123be,01e5acb6-1fa5-44ac-9dc7-d9c919355770,price_correction,60,Allow commercial official any heavy several.,2025-08-19T04:02:00
8c47dfe3-0d8d-43b3-b6cd-5db8f973bf07,abe8e3cd-2c2e-4530-81c5-c2885457d0ab,goodwill_credit,-58,Test inside performance design school language.,2024-11-01T05:15:00
d0e97f4a-98ff-4912-922b-f549bbae017b,eeb54b1a-c2af-49c2-94d5-d401954e7660,price_correction,-47,Somebody site answer produce street door.,2025-04-30T12:08:00
cb02e464-48f6-463c-a77e-3f6c923974ce,d7f986f4-1322-4d20-a8d0-39de8893f0f5,tax_correction,-125,Tonight yet could significant democratic.,2025-08-16T06:30:00
15991e98-c3f0-496f-ab52-39ac9d99dbe4,41b12ebf-596d-4efb-a053-580f0e0449f6,goodwill_credit,-80,Film red identify.,2025-05-16T06:46:00
4fac52d2-61b1-4308-8b43-360e3d6c80e7,8c7cd3eb-d9bb-4dac-939a-60e4af1c25ac,goodwill_credit,-67,President security force law including.,2024-12-06T05:52:00
05004b11-cf69-432d-a3ab-8cf4ae15af1a,63e0d28b-d119-47cc-8d3e-b58ee0e74f4a,discount,-206,Edge write end article blood place tough at.,2025-05-24T06:13:00
10d17463-7402-4c62-bcc6-4d45a91dfefc,109d8cec-adda-4e92-bcde-b353446f7b8a,price_correction,126,Same responsibility space marriage trade.,2025-02-28T19:16:00
6eed1210-058f-4dcd-bbbe-16e08169b4b7,83d51690-2fc0-4a3d-a83c-2fc209b1252e,price_correction,42,Plant nearly plant degree cold model.,2025-03-29T13:56:00
4744b346-90d6-4eb6-861d-9f5b16a29510,ce048345-4255-421d-9780-ef1a948f4c0b,price_correction,-101,Itself energy police position find.,2025-07-30T05:01:00
28086251-1a45-46ba-a2eb-ec9559f20566,6e1da875-5279-4145-98d1-da87e31a377f,discount,-63,Third program can reflect.,2025-08-20T22:11:00
b4cc61bb-dac5-4994-9ae9-59cfce27c231,fe97b069-b332-4c53-b5a4-6a422d0988f7,tax_correction,181,East hope development serve authority.,2025-04-09T08:47:00
64e44835-8563-4731-875a-25bdcb3ef17a,9c5f7497-4451-439a-809c-c0d50a15dc04,discount,-84,Special card avoid.,2025-04-28T01:51:00
1f322024-5cc2-4b26-a3f0-6726f0c4ee52,c432accc-5add-4110-93e4-0e4435b88517,goodwill_credit,-114,Industry century before cold reduce.,2025-08-04T09:28:00
04dc770b-cc45-44a6-b6b0-8e0281a4b82c,ead12f83-a51b-4ea2-9e1c-639bc0c85c0d,discount,-133,Away rock theory store wall.,2025-05-07T04:08:00
02c72ffa-10d7-457c-acbb-eed42ac105d5,aa8b5aed-7975-4738-9746-d49bf0c993b6,goodwill_credit,-79,Hot majority beat anyone.,2025-06-23T22:52:00
9206608d-e0f4-4b59-b102-06ca56a16921,6f5f430d-4551-4991-97e0-95b04b2bb491,discount,-55,Relate prevent school manage individual power sort drop.,2025-08-10T23:13:00
5201703c-6692-45da-88a6-00124dfcca75,ca86df85-1388-490c-9259-813788667154,price_correction,-66,Eye statement oil accept Mr data.,2025-06-23T17:00:00
592eb32d-69c1-4ce7-b92d-38a00cf646be,a53f20d9-f589-4297-9148-dcab0ab0c01b,price_correction,-189,Civil seat name more.,2025-04-12T16:37:00
1d3af7c8-f107-4e75-90e4-dda906b914d9,dc716f4c-ab4c-4ede-8359-c9a5ab0be5ea,price_correction,139,Property than nice any include.,2025-07-05T23:11:00
491038e1-943e-465b-89f4-fa5fe2e2af57,564819df-33a7-4ee0-8b5d-675d56be410e,price_correction,-141,Figure learn open right trouble prevent together.,2025-01-27T00:56:00
281d0cae-215e-41e1-b337-0c0523a7e15b,fd7eba08-a77c-4519-97a2-00968e31c342,goodwill_credit,-146,Must indicate century.,2024-12-13T16:09:00
750de74e-879f-4038-8af0-79199cab1d2c,aad06ce8-5230-4f16-8b3a-7138b0d2ccac,price_correction,-141,Teacher reason tell oil catch say.,2024-10-15T21:28:00
f76c080e-10dc-4198-8efb-961c0f93ad7f,ac45b7f0-7828-440e-a798-7cdcf9b077ca,tax_correction,140,Road how organization arrive.,2025-05-25T23:56:00
fbe9108e-cf75-445e-94c9-81bc6f281f6b,f56ca304-2bf8-4c2e-b753-d3482f0ea68a,goodwill_credit,-100,Choice figure meet beautiful realize decide significant control.,2025-02-07T02:59:00
b96038ca-bb4e-40f3-a15f-c53426524c9c,8e0d2d51-2bc3-4d74-96d4-8078aa691500,tax_correction,175,Chance bag goal enough up seat other.,2025-08-04T11:31:00
6694fbc1-3fb4-464c-99d6-1753856af138,df401551-beb1-447b-bb97-66577215aff0,tax_correction,-190,Him recent tend property cell also top major.,2025-08-03T22:11:00
b728c6b0-ef28-4926-9a1c-77139e6161bc,2bfac544-b8f5-4962-b244-8d896784309f,tax_correction,-10,Someone many model right.,2025-06-21T00:10:00
0c63e55a-fea9-4adf-8c22-69de0ad868f4,a8e4f549-8049-4fc4-a150-84b287a6e5d5,goodwill_credit,-97,Other among tell.,2025-08-20T00:58:00
7f337616-4a46-4bde-9f99-80831e116108,7eeb05b6-c49c-4584-a839-df23fa6320d3,goodwill_credit,-1482,Outside drug tend reveal.,2025-02-06T19:30:00
686c1f6d-75d8-46d9-b601-2a5629f5eafc,618a4f74-ee43-4554-9ea2-08399f9dc133,discount,-98,General market but old she garden they.,2024-10-17T18:10:00
4ad00047-030c-443b-a398-ab42a860c20d,4fb8e265-3741-4496-848e-6b24760a86f5,goodwill_credit,-70,Side young feel home news opportunity group.,2025-03-11T12:25:00
8c942fd4-1dba-4e01-8898-bba5ba34a713,fc311798-3885-477b-be36-df3f99cb3748,price_correction,-75,Thought with recently.,2025-05-26T14:42:00
0f7eee82-0d2d-4b3c-bb53-83e1044957a0,bc324281-1605-451f-b044-06384c65ad0b,goodwill_credit,-331,Around they mean design watch culture.,2025-05-28T15:47:00
665d51ff-c44a-4238-99ff-25e3b888f8e8,d143f29b-8d82-4177-b080-31bd37160a3c,discount,-389,Fight on recognize account administration.,2024-12-17T15:16:00
5d20fdfd-e778-4b71-8c93-d0db8235bf06,f5eb8a34-ffde-4fc4-8ee0-cb90b2f9b874,tax_correction,69,Thought million forward toward pass.,2025-06-29T18:07:00
60eeaea3-fc4d-420f-953d-bd32bd525558,ef6a06d9-7de2-48e8-8ce4-62d28be8efaa,discount,-168,Education art hope science.,2025-03-18T12:47:00
cb85d51c-a82d-4796-be62-d05a0db10c30,ee1cfc92-2827-4929-b9c2-3d2264876b7c,price_correction,-82,Theory section loss answer series nice.,2025-05-05T11:35:00
3d84b3c7-4f9e-4707-8e62-66c4166cad18,953db6d2-0ec3-4cf7-ac6b-ae8d33465a97,tax_correction,41,Station military wall entire body agreement gas.,2025-05-05T22:38:00
dbf6faff-9a14-43ea-a973-963594551f50,ba89ee02-55d0-4a91-914a-b92ed96e134a,discount,-74,Brother social choice fly.,2025-04-14T18:26:00
5261680f-b093-4084-93cc-b3e6f0669679,33e6662e-39fc-45c7-a5be-cc5c68d9cee0,discount,-183,Friend myself allow current.,2025-04-29T14:00:00
78fb7ed8-f225-404e-b8f3-e75c648f12b0,521f4f52-5eff-4374-85c1-da53156a3f1e,tax_correction,-167,Race agreement identify evening.,2024-12-28T14:07:00
64b37aea-6103-43b3-b226-4770dd3a10e7,30de4212-0a27-4708-b7b3-d6dfbbdf76e2,goodwill_credit,-65,Management scientist we cut garden nice.,2025-07-30T10:19:00
e5b64833-807c-4921-b393-fb4a21b1f42e,16d373a7-8490-4afc-a691-fe4b29bfab69,price_correction,-152,Pretty see their music.,2024-11-11T00:39:00
e6a64878-a4b6-4808-b0f9-8641b3b24c69,266f2996-7ece-41bb-8e00-a07e4fadf871,tax_correction,55,Movie peace the care.,2025-04-07T06:28:00
c0e87f68-c3d6-4a56-8f07-200df6077be0,f90b95e9-d0bc-4d89-a82e-335c967ff1f5,price_correction,82,State box form task.,2025-07-13T01:29:00
8d695064-562d-413b-92bf-a8ac60e70f91,78f7b788-a8b3-4a8c-a45d-938ef8b0302f,tax_correction,182,Who seat police important somebody certainly.,2025-06-11T08:54:00
0bbfde8c-50c4-48d0-b9c9-b5d62893a8c9,39ea8d4f-151b-403f-b658-c87a7aec6413,discount,-211,Will loss reality.,2025-04-09T03:24:00
69d2047e-3b75-41c7-9501-0e460aae98f1,609873f1-22ed-42c9-b7c8-98a4991c0f9c,price_correction,-39,Travel ok fund husband everybody.,2025-04-11T17:37:00
49f8b6d0-2666-472c-8044-068a40d9eeab,a213023e-23fb-42c3-8475-d527d843b157,goodwill_credit,-193,Heart capital even.,2024-10-02T07:42:00
b0a1f42c-738f-4553-b53a-248e6b1b9ac9,e17f43de-dfa2-4047-a3c4-5fcc9f9ccbda,price_correction,-111,Whose little administration court service simply evening.,2025-05-10T05:15:00
5fd94609-2caf-4fec-9146-cf1321604e9d,47c637cc-7c2b-436a-9834-318266ff0fd7,goodwill_credit,-67,Democratic away country reason however three something thank.,2025-06-22T20:00:00
8de69fb0-e9ee-45d1-aacf-e6d5fd56cb08,50adae58-0213-4e99-9859-87d9221b3d98,discount,-92,Third have seven.,2025-04-16T00:58:00
c1ad15da-9ebb-4f22-a5cf-885664caf930,acc54630-f933-4a81-818a-0f9cc70603ef,price_correction,-167,Pressure across world letter stage.,2025-08-29T08:01:00
2be2a107-6ce9-4834-acb6-289dc6bb6a18,1fb9517e-d62e-4e11-99aa-20072ab902b1,price_correction,162,Any mother test approach.,2025-07-21T20:37:00
c5032365-a467-4e5e-90d7-868e426320d3,2e5e979c-e308-46e2-af6a-f7586d5e704a,goodwill_credit,-239,Already myself reveal.,2025-05-23T18:31:00
7292fe75-e5f5-4de6-8be4-d17da5c5e04b,3de1d84a-51f6-47f1-a89c-4bb16368e3a2,tax_correction,-48,Public beat change risk point.,2025-07-21T10:45:00
92c1ecd4-228d-4cb3-a406-2d5050bfad4c,8bbd87e6-c1f4-4193-a621-f1902cb91d22,discount,-176,Some community dream take feel.,2024-12-26T05:32:00
216e0db9-05b6-4d12-8a3f-d967c57f1e16,0a0b9c16-eae8-4b0d-b709-9c75a175b6b9,price_correction,-59,Success agree expert against.,2024-11-01T01:21:00
a247c1a8-7587-41a4-b699-13c9a7455412,d2af8364-a5f0-4bbb-91db-459c1afc6ca7,discount,-156,Night benefit else big get information.,2025-06-19T06:46:00
062a7c82-f83a-4c71-a217-83796761729d,9552a6b4-d3e8-4467-a6dc-c9cd4653187d,tax_correction,-182,Family wrong business participant go.,2025-08-15T12:03:00
4e684237-7e37-4391-b7f4-6175a800680e,5d9653e2-b768-4096-ae7c-6b4ae528fc8d,discount,-79,Side institution drug although audience new usually.,2025-03-02T15:58:00
144c7e31-756f-4e40-b497-5c9052e6e109,3f843244-4fb0-40d2-af1c-ed034db5863f,goodwill_credit,-337,Direction why upon development single spend then.,2025-01-21T05:39:00
e0814e85-7958-4aaf-9322-7afd62cf7c6e,bd08cd10-c9b9-46ce-97a4-c5a8d1de7947,goodwill_credit,-97,Well type anything into statement garden figure.,2025-04-29T23:34:00
f73d78a5-a5e0-4008-8a08-3b3d5181dce2,e32707e4-1d1c-4ea7-8249-f8879c564c05,tax_correction,-46,Actually street east sit others education however care.,2025-08-18T22:50:00
a2e02cf9-16be-4ba7-bc2e-4854f1914db9,15a7d9c3-007f-44e2-9bb3-45390c439bc9,goodwill_credit,-584,Save sound wall his.,2025-07-17T09:52:00
e79f8101-ce80-4a96-b964-025cae1b287e,d927695f-6e20-4ba2-882b-f84bd7a82f84,goodwill_credit,-209,Indicate skill industry various same traditional continue but.,2025-04-30T06:43:00
2f965521-a685-4cb8-b58a-de61530e60d1,2118c979-1da6-49a0-b1b4-97c355626f88,discount,-884,Fight suddenly me two who commercial me.,2025-08-08T10:24:00
33909025-5761-411a-a38b-287e7d7f395e,e657cb6f-6cd9-429d-837c-039a38a08336,goodwill_credit,-72,Sell see spend else.,2025-07-20T19:36:00
3ed2f123-5200-4179-839c-408e5879e268,24fba1f0-2d1d-45a2-8fd3-0ac1279d23ee,discount,-126,Democratic soldier a for side seek type.,2025-04-29T01:12:00
4cff680a-6b8d-4f73-a99a-fc3245ad28fe,f93daa73-f5f7-482f-ac08-4c48f189ef93,goodwill_credit,-470,Up only understand range stay beautiful.,2025-04-27T07:43:00
e8270004-201d-4cf2-91e2-3463fdecb2e0,c4069f1a-0954-45ea-ad75-98296a66f0d9,price_correction,64,Cold two local machine understand director wonder.,2025-01-13T14:59:00
10787c39-59d8-4446-943a-5222d0bcf5af,54760f37-5336-487b-855a-dd5ec958fb44,tax_correction,40,Long after eye next unit wrong.,2025-04-21T15:35:00
e3de1c7a-a0eb-499a-b3ac-4a078da92d0d,c6d30209-51e3-4088-8ebd-db8314906d03,price_correction,80,Two power heart deep whom.,2024-10-21T00:22:00
31ccf770-5fa7-4cb3-8875-f5f9890759d2,4502fa6f-4ef6-47c7-b97b-4db2cd7851ad,discount,-186,Oil peace act official effort everything become table.,2025-06-16T06:53:00
a67d343e-4294-4470-b395-588de215fb34,e74880a7-9f80-43d2-b8ef-1f34ccdc50db,tax_correction,113,Mr area wonder check physical like will.,2025-01-13T11:45:00
81c81c30-63d3-4dd2-9993-b6eab366f6e2,eb260524-6841-4a87-9148-a76f5666153a,goodwill_credit,-229,Voice avoid force heavy change left.,2025-02-25T13:20:00
0874b98b-2c73-4691-a769-f15ddb3cec78,4e46d04d-72a8-4bab-a181-f9cce5a576a1,discount,-178,Community letter shoulder eat many newspaper reflect.,2025-04-25T03:39:00
2bfd7495-933a-498b-9f24-f4be5dae99a6,fc9e92bb-e9c9-4711-a2ef-754a9cb068f1,discount,-228,Education economy pressure.,2025-03-04T06:25:00
50564e34-c82a-4a95-a973-f6561db9ec01,8ec66f62-1ffe-4cd7-b306-444621df1b43,tax_correction,-126,Team result security mission every management face.,2025-05-19T09:47:00
52c9b1ec-a28d-436c-906a-5ea7ef881af5,d22335b9-32db-4c58-8619-757d47aa785f,price_correction,-47,Measure drive movement among for.,2025-06-03T00:35:00
e0a7bcc7-d696-4572-b1f4-eb0f8b2038df,9a583f6d-7d98-4d32-8e18-400e06dcd836,tax_correction,198,Truth challenge may stop today test.,2025-05-07T03:16:00
7e2d6ccf-7c41-4d36-b6c5-e4358b7fb220,35064382-01eb-4439-ab22-c3c1bac67f13,price_correction,72,Claim pass fall she several interesting.,2025-04-07T19:07:00
29845729-6890-4407-a1c2-141f4756d2d6,d9fc024b-4e6a-4ff9-9e08-b7ed1407cf51,price_correction,-59,Team never which compare.,2025-04-19T17:22:00
23b39d73-26ed-421f-b231-6da3296fd253,a93aac53-fa60-4f9e-a7a1-ecb34e6b8200,discount,-156,Agent bring machine baby himself season first.,2025-08-09T18:38:00
892a69d7-b13a-4639-bc61-6951abddc349,27ae5cc6-e961-4c14-834b-7f2e82b34b96,price_correction,89,Alone air know nothing.,2025-08-25T08:55:00
1a693c14-d6d7-4dbe-80b0-f84f0994f5d0,0f7d5539-4156-4107-9781-44d00fe04499,discount,-101,Away box child rise senior great.,2025-08-06T15:12:00
bf964715-4bbd-48ea-a65f-868d62796502,74d39176-f30a-4041-9145-cb4962a03259,tax_correction,-146,Imagine law number majority her.,2025-02-26T16:15:00
7540209c-7733-419e-9783-4e212ec1c1d8,af245f4a-a7f2-43eb-af1b-c30a15e292ff,tax_correction,154,It ago environmental now.,2025-07-23T01:54:00
ded1ae6b-e31f-4614-8350-69d59b81426d,127486bf-92f1-4a1a-9014-478851d7e3ee,price_correction,34,Weight season culture.,2024-12-16T03:28:00
803b48a4-6a77-4e42-9616-a6b123081ef5,46b563a1-73f2-4459-a425-ff0f73374794,discount,-137,Wear loss and evidence easy out.,2025-06-17T09:51:00
b0700515-c074-4dae-b27d-5e90fbb4d252,d77bc05b-1e5a-43be-bfba-ae7313beae20,tax_correction,107,Inside past woman course.,2024-12-25T04:41:00
