id,loyalty_account_id,transaction_type,points,reward_id,related_checkout_id,occurred_at
8cc2ae74-edfa-455a-b041-a74327cca19f,17b7dd19-a6a6-47e9-adfb-3790f66d77ed,earn,100,,,2026-07-16T16:42:10
d016c091-7390-404a-9611-ee692ef22374,101f5522-b830-4973-b89b-27a074a38d9c,earn,100,,,2026-05-21T16:42:10
7af5589b-b0cf-429b-aeb4-7922cd94a2e3,101f5522-b830-4973-b89b-27a074a38d9c,earn,6,,1d38cb36-4a5d-4019-8bd7-8af6fdf6ec58,2026-08-02T07:02:04
e1d81705-80c5-47d0-859b-209c1701ee2f,52d78e7e-3912-4978-a9bc-713e2a7e235e,earn,100,,,2025-01-03T16:42:10
f3ad7adb-48dc-4dbf-a0bf-3ae4d2918705,52d78e7e-3912-4978-a9bc-713e2a7e235e,earn,1,,671b6a01-0a22-4dda-b767-60b2cde9de39,2026-06-11T07:25:47
741cd3e5-3b4d-4a55-b747-bd08e8558314,374df976-cfb4-463f-b4a7-33dde01ae0dc,earn,100,,,2025-07-10T16:42:10
9f687bf4-8540-4f74-8c82-88c2dc035564,374df976-cfb4-463f-b4a7-33dde01ae0dc,earn,14,,ce852f53-dee0-4a82-baec-e5532d3f91d4,2026-02-22T00:25:38
8807f54a-1bd6-44c4-aa78-68c884620ee8,44a89b26-82c6-4f1f-a1c8-51abeba7a346,earn,100,,,2026-05-05T16:42:10
4b44f658-8ba4-4b67-bd59-499d23d1d01d,44a89b26-82c6-4f1f-a1c8-51abeba7a346,earn,39,,8b94c4b7-6cca-4321-bf97-d1b058dabcc4,2026-04-07T04:14:04
89eaf69d-a637-4f30-9820-d74386d63b95,32b82605-0c38-4801-b837-e351a5556d38,earn,100,,,2025-03-01T16:42:10
44f705e6-b90d-490c-93ca-5f9f41629b47,783c7a65-12a7-438d-bb42-c0b02672f8f8,earn,100,,,2025-07-15T16:42:10
5f09f9fa-6ebb-4e77-bc8c-e92d3216bdc2,d2c61985-ce6a-424a-b6d2-cf945fcd0af6,earn,100,,,2026-03-04T16:42:10
bd55a678-32e8-4a31-b326-05cc18cdac59,bcf7b803-d1af-435e-8d7f-01b4188f90d3,earn,100,,,2024-11-14T16:42:10
a34deb86-3ccc-413a-98a0-5e2ea6420b78,3164ff78-eb12-4d71-affa-a28f6b982396,earn,100,,,2026-06-10T16:42:10
5f55ba4d-6c63-4ccb-bf54-9f058c627858,6d45c665-3d84-4172-a6f3-d5399870ff13,earn,100,,,2025-03-24T16:42:10
b0b60679-c095-437d-ad6a-0d81b8ab0b91,55dbbd4d-b62b-464d-9809-7cccba78ef24,earn,100,,,2026-07-14T16:42:10
89f53217-3aa4-4ab0-8d86-7d397b7a96de,0419e8b1-a1f1-4f53-9089-5a1a518eb487,earn,100,,,2024-12-19T16:42:10
2d3ffbb3-7c54-4e3b-99d3-de0540ac60b9,40b941b6-c608-4fa4-a3bc-40100cff3428,earn,100,,,2026-05-10T16:42:10
b05a271d-ae6a-4343-9cdf-2ad7a516def4,40b941b6-c608-4fa4-a3bc-40100cff3428,earn,32,,2fd3d01f-825a-4129-87b6-b1f916ed7176,2026-06-07T09:45:11
96499c67-e753-40b2-9004-5e3252049372,80e64b9e-5662-41ba-aa7b-f5d13e7e62df,earn,100,,,2024-10-06T16:42:10
0189ef97-6e01-48a2-a442-1b0f03de4d5b,56f1dac3-4f3d-4683-b923-ea9197849691,earn,100,,,2026-07-14T16:42:10
152d047e-f28c-4f1f-896a-ae06aa1a557d,629f34e4-c3be-4c15-a3c6-23dd3eeed13a,earn,100,,,2024-11-22T16:42:10
8dc10fc6-a701-4a5c-ab08-c873aa39804a,7ec1dfed-76c9-4a4e-8bc4-adf160c84871,earn,100,,,2025-02-06T16:42:10
d18e0f06-5907-496f-8ea4-69eb970e0f4a,51f6af71-9f54-4489-8b13-2dfba23ad0d4,earn,100,,,2025-11-07T16:42:10
ea546567-083b-44c3-885d-168d50bc8b23,c9b9eda0-abb9-48b3-80ac-9273f32c442c,earn,100,,,2025-10-14T16:42:10
e92ec73b-f887-4bde-833f-27e40611c157,902e449c-3e36-4ba2-b467-bdb2401d541a,earn,100,,,2025-06-14T16:42:10
d843d7df-1186-4cc9-a18c-2cd6d885a9ce,01adf6b3-6e04-4439-9f2f-f1d55892d490,earn,100,,,2026-02-28T16:42:10
02e2456e-0e20-4e1a-9e0f-7c2296aa2448,01adf6b3-6e04-4439-9f2f-f1d55892d490,earn,53,,51c8e52d-a43d-449d-b927-deef8853935d,2026-04-22T02:06:54
b6237074-eb71-43fe-b1ae-ad4688205933,f27f50cf-1c43-4f6c-ade8-2e6950d2faf4,earn,100,,,2025-06-09T16:42:10
6fc2c12e-2cfa-46b1-a14b-cbaa4351b5ae,f27f50cf-1c43-4f6c-ade8-2e6950d2faf4,earn,12,,8ca92c1c-838f-4163-8436-e1706d5d9e49,2026-02-22T12:33:30
77f6c764-0c8a-46a2-a102-8ca83c186600,534a137c-70cf-4e12-adc2-5af60ed8e9ff,earn,100,,,2025-09-14T16:42:10
accb0912-8e9d-46c5-9d5e-de62dd0b871b,534a137c-70cf-4e12-adc2-5af60ed8e9ff,expire,-100,,,2026-07-31T16:42:10
1f88f9b1-22fc-4738-b227-ea5c8a940545,602164f0-ad2a-4ffe-9c45-7f18eeb53e3e,earn,100,,,2025-06-16T16:42:10
6323f85e-e19b-489f-bfa7-8f31c4b7ddcd,63394fb7-52c8-4b83-8b88-232af280e544,earn,100,,,2026-06-13T16:42:10
d65cdd57-7246-421a-8ef2-e742848295d8,cf7669ff-ba73-41b5-af23-38711680e64f,earn,100,,,2025-07-20T16:42:10
d2ff9ad8-874f-4984-b35e-2bff49a76dd2,435a20a1-2e75-438a-b40a-624c18a0b847,earn,100,,,2025-12-27T16:42:10
10bd12c1-cffe-4f26-b7d9-d827d9304c19,5c14aa22-aead-4467-af32-f5bbe325b5e5,earn,100,,,2024-11-08T16:42:10
fd1c9589-92ca-4062-8083-69043bb5bb1e,5c14aa22-aead-4467-af32-f5bbe325b5e5,earn,6,,f45ef13f-3ea8-451d-86d8-95b59d7108de,2026-06-19T14:44:14
141da344-0558-4811-8bfe-dda2403d6a3c,eeef9fd6-ee90-4065-8b12-cb490686a4fe,earn,100,,,2026-06-14T16:42:10
37f02d39-dc29-4249-853e-1cb8a30da135,5c0a21f9-9933-4518-9623-c37dc7d3e1ac,earn,100,,,2026-01-04T16:42:10
d066810b-025e-4722-88fe-088a30aba63d,5c0a21f9-9933-4518-9623-c37dc7d3e1ac,earn,12,,4cdcbcc1-ac4d-4f3f-a5a9-e3e1b8f2684d,2026-04-01T11:29:59
19f84317-2468-4e6c-b747-f812327efb14,19bfd7f2-20b0-42d1-a745-5d1d1af9548a,earn,100,,,2025-03-12T16:42:10
a52c1f7e-c988-44d0-bc8e-80035a245270,7d94d322-41d0-44fc-bbe7-32ed161e3c33,earn,100,,,2025-11-03T16:42:10
7e52d0e8-3c9a-4249-ac18-c1ee154cae7c,daf2ce6e-557f-4ede-9e1c-014e58566c7e,earn,100,,,2024-09-12T16:42:10
9bd86281-0494-4164-86ca-fdaa90951183,6f14ad1e-cd2e-4e7c-bd81-427b16c91417,earn,100,,,2025-09-28T16:42:10
e5c54026-078d-47f0-b8fc-39a06b926aa1,ef628c27-89f5-46a2-9a96-4921d6503589,earn,100,,,2025-10-09T16:42:10
a21a27ad-61f7-4019-9a0a-fc8f3e20e0ef,309c44f8-1d6a-4dd4-a302-c7114df1c919,earn,100,,,2024-09-04T16:42:10
bd68b243-043d-4a12-9522-c817f3346e1a,90179c3b-c045-4bdd-8f79-78376be659ea,earn,100,,,2025-04-23T16:42:10
e515e191-6041-44ea-8ec6-38224d911932,90179c3b-c045-4bdd-8f79-78376be659ea,earn,6,,97fa50be-01b2-4a4f-9c47-0eeb3e21cd18,2026-07-09T22:57:30
23ac99ff-f36d-43bc-a202-7ffb99649193,4ee365e7-798a-4379-b60c-03137f612247,earn,100,,,2025-01-05T16:42:10
ed061e93-a318-40ec-ac61-ef6f7a78178a,acefd013-1eb3-4582-8471-c5b94949d8ba,earn,100,,,2024-10-04T16:42:10
aafb9aac-dcff-4b95-b357-c2c8e4a3ff80,638d56c2-0d58-4151-82b8-f5e0f1e9d0d9,earn,100,,,2024-12-25T16:42:10
07a1b0a3-72cc-4ed7-bd73-7414181e01f3,e1d25178-0b09-4b33-92a6-ea1752e4b35c,earn,100,,,2025-09-24T16:42:10
0d0eedfd-1995-4043-9602-5a6d065c91c1,7a9cb750-4dd4-4e72-b5a4-cf858c61672d,earn,100,,,2026-03-07T16:42:10
c3df9d3a-adc4-4648-924b-c2ba930e4ba7,237eedca-e39d-4fd5-9aaa-2976134978d3,earn,100,,,2025-01-23T16:42:10
5fd1788a-ce5b-419e-95ee-02c58b8b85dc,b82257d8-9f6f-44e5-a922-6508082e5fe3,earn,100,,,2025-09-12T16:42:10
5e0dc9b5-399f-40c6-aae3-b1718a0429d3,96b5c499-336e-4485-8263-986e766286b8,earn,100,,,2025-03-09T16:42:10
e134e41d-4d95-42de-ac1a-4d6e5b8e2c38,96b5c499-336e-4485-8263-986e766286b8,expire,-100,,,2026-08-13T16:42:10
b7b7471e-8612-4a1b-95f9-f7c562fdf07a,904dc33e-3b02-4862-9c01-1fdf1b2dd669,earn,100,,,2025-11-27T16:42:10
d9824953-f672-4632-a759-df355cba3ba3,a28cd0a6-3da4-46da-87b2-89079fe71d1e,earn,100,,,2024-09-01T16:42:10
215e8c37-5643-42fa-8aed-676a7a091533,6a7fe44a-8164-4d3e-86cb-ae9c2ec251ea,earn,100,,,2024-11-28T16:42:10
81eb6a1a-7e43-4970-b6b7-4fc185d96299,36c4cd60-6918-4c94-84e8-ef8a22ab8f1c,earn,100,,,2026-03-29T16:42:10
cb60e3cf-8974-4319-b2df-7e6a30143346,38a7c6a9-82b3-4f30-a400-c41c68431b53,earn,100,,,2025-09-17T16:42:10
e6fa7285-b76a-4178-9790-24b26094d2d8,38a7c6a9-82b3-4f30-a400-c41c68431b53,earn,14,,69d47978-74a6-409f-8507-3c829dc5c98a,2026-07-02T00:44:11
d91b091e-a1ff-40eb-b564-fe54750c791d,81604057-e66a-451b-bb81-d44efaaf67f6,earn,100,,,2025-02-01T16:42:10
dfa00b5d-c547-485b-89e0-fef48e9b986c,7e5a36e7-47e4-441f-a734-a533cab907ef,earn,100,,,2026-03-10T16:42:10
0391cbe0-ea7e-428a-ad24-396a8e9cd1b6,f4773a9e-e912-49d8-99fd-64ff73c8fc9d,earn,100,,,2025-11-13T16:42:10
87066ec9-66dc-493f-bf51-ee70e9e0fbaf,5fd10669-f2e4-4ecc-b0c8-e87d6635486f,earn,100,,,2025-09-27T16:42:10
69740d9b-84d6-4c81-b11a-c8dc64c37809,a543240e-9145-4d00-a65f-885658d23ab5,earn,100,,,2024-10-22T16:42:10
0f0709f5-5ad2-4b8f-93b6-e3111082cce4,da45b898-c943-434f-9c58-0becc0b9a337,earn,100,,,2025-05-05T16:42:10
a1264030-2abc-482d-bafe-7b01668b2698,da45b898-c943-434f-9c58-0becc0b9a337,earn,14,,0b328781-f171-4bc0-81c1-7f80ac82282b,2026-07-17T12:00:45
10ae1cb8-ce16-4d7d-93f4-4ee22f546811,da45b898-c943-434f-9c58-0becc0b9a337,expire,-69,,,2026-07-25T16:42:10
1e4249c8-f79d-47d2-8d58-609f8e2bf5d3,ba790303-a743-4bf7-b30e-299f886676da,earn,100,,,2024-12-07T16:42:10
bb1ebf37-1d99-4adf-9ab8-42d39982c262,27c59177-a01a-4a7f-9a88-2eb37f8fd3fc,earn,100,,,2025-11-10T16:42:10
749878d4-f544-4c23-a2cc-b90aa499791d,27c59177-a01a-4a7f-9a88-2eb37f8fd3fc,earn,6,,2fdede09-005e-4e94-9d24-743050673091,2026-02-19T15:34:42
71e2b8ed-437d-4cb0-b08b-e414d885a481,cd553c1f-5cce-4388-816a-f165b9f45425,earn,100,,,2025-08-07T16:42:10
19c70f29-96e8-486a-a645-dd85cde376c2,b741f648-ffd5-4b95-8a12-9ceeacd72b68,earn,100,,,2025-08-31T16:42:10
a65a7746-9c47-4196-a067-c0b914cc9438,501ce210-ffc1-49f9-ab03-b532bace5430,earn,100,,,2024-09-10T16:42:10
5a26c9d9-6c46-4b2d-aa84-8996f6bb13f0,3377ce8d-674d-4210-9648-26602bc64598,earn,100,,,2026-01-15T16:42:10
6070f5e5-a0dc-41b2-837a-1ccd408c56a4,fd712e11-3ae2-4621-a819-9e28db30eea5,earn,100,,,2024-12-19T16:42:10
6f7c7cc8-14b8-4578-91fb-f8eb02567beb,a57dd037-687b-425d-8aa8-a07df4cc456c,earn,100,,,2026-05-26T16:42:10
a8fd0ef9-e66b-4cfe-9253-db5104d87e58,311a8a0e-9d96-4e3f-905c-ac3acc84a162,earn,100,,,2026-05-14T16:42:10
990ba146-d2d8-4c56-a2a1-031aabaad28a,acb050e2-5b72-4ca7-b8ad-0e16c7ef4c95,earn,100,,,2025-03-25T16:42:10
9bf4c035-b3cb-406f-a559-bb11ce6e4115,6bf27b0e-a912-4668-ada8-faa34a67fc15,earn,100,,,2026-01-14T16:42:10
aa587a5f-37bc-47d9-8353-65316b90e5a5,6bf27b0e-a912-4668-ada8-faa34a67fc15,earn,35,,43b564c5-1735-4e4c-bb18-b5a4834f99cf,2026-04-01T15:44:50
34ade871-135d-43c4-aae9-15f3f1d70667,3e5427e8-dca6-486e-8261-793a05867634,earn,100,,,2025-07-05T16:42:10
49cc20f5-1e18-44a1-a6f2-e56059a97839,07dfcf4a-eacb-4d54-bb16-451e19196ef6,earn,100,,,2026-02-04T16:42:10
93e587d7-c018-4ec5-81c0-565af0ad00f6,8d3f7890-2246-44a0-bd7b-8014994751ba,earn,100,,,2025-09-04T16:42:10
e235b3a4-2d4e-4832-b820-f524da73209e,64c6ada7-e78e-4e7d-883d-c661e77878dc,earn,100,,,2025-11-23T16:42:10
d9bd9b72-591c-4f29-bf59-f9ad630cfd54,223e6b78-a40c-45b6-87e8-e166e31a2d27,earn,100,,,2025-12-12T16:42:10
4122082e-8c7f-4656-9df6-eef3ceb3bf7b,759315a1-778a-4321-83da-0cfd02da5642,earn,100,,,2025-01-01T16:42:10
334ef75f-260d-43be-8e0a-60719c0a78da,7e85bf7a-1ca3-47e5-93da-79bab3ef747b,earn,100,,,2025-07-29T16:42:10
fe5e50ea-07bb-436a-9764-f4cbefd2ce21,7e85bf7a-1ca3-47e5-93da-79bab3ef747b,earn,29,,7d2f7fc8-28a5-423d-aa04-1feabd721464,2026-03-02T23:50:01
3193ef34-e2b4-4282-83cd-f82b167c05ae,7e85bf7a-1ca3-47e5-93da-79bab3ef747b,earn,24,,a18271ab-80cf-470c-bea9-5f4e51148ff9,2026-04-13T01:27:29
3a3008ae-51f8-490d-a44a-f6aaa6762694,2463cf71-d2c9-4da2-8d33-8e5729ba8def,earn,100,,,2025-03-16T16:42:10
98adccf1-f761-4e9f-bc83-7655b82736de,8cc4fe12-8cad-42db-bc9b-e2212a6bbc87,earn,100,,,2025-01-04T16:42:10
0d743ea0-6413-46db-a342-ed6dc8d31955,61f85416-10cb-4d47-9fbd-6196ab650919,earn,100,,,2025-12-19T16:42:10
772936cb-bb45-4203-8b60-60a7780dad4f,85bc5d49-4a59-4529-94a1-37fcb4062fcc,earn,100,,,2025-02-26T16:42:10
d79f9f74-b9e1-4fd5-b089-533427f2bd75,85bc5d49-4a59-4529-94a1-37fcb4062fcc,earn,12,,a0a9aca5-a2b2-4314-b074-3d4ab437d3f9,2026-06-15T17:06:31
adbec1de-abbc-46e6-a383-dfd804f52370,a30d5f08-f06f-445b-a9ea-2cd058d98096,earn,100,,,2025-12-27T16:42:10
6d9b7474-f871-4ea4-b819-35288e44f9be,7493ad06-ef37-4a17-bc82-f434a584366b,earn,100,,,2026-06-13T16:42:10
8f280f85-5a5d-4caf-86a1-07e0f3e4c377,261dd0da-1a72-4d1a-8c95-acbcbc40a285,earn,100,,,2024-09-09T16:42:10
7eebb42f-6871-4114-86dc-3853fe361d85,261dd0da-1a72-4d1a-8c95-acbcbc40a285,earn,12,,afda4288-304d-4828-acdb-80d4f560bb27,2026-05-12T01:57:54
eabd43dc-1539-4520-9d06-fa05fd24bff5,a72d0bb1-033e-4277-9ff9-7c7e0b967eff,earn,100,,,2025-03-05T16:42:10
a26f7f12-8f3b-472f-bebf-b73d9c5e6650,13ee9659-22d7-4c96-90ba-f3e9ac0b146a,earn,100,,,2025-03-31T16:42:10
fe3e5775-0414-46f4-baa9-f8a528726a00,0294ba29-ba9a-4591-97e8-125cb8265d1f,earn,100,,,2026-05-28T16:42:10
97c3d95b-728e-4b10-910e-9a9b901a9252,0294ba29-ba9a-4591-97e8-125cb8265d1f,earn,7,,b68a9b74-c293-40be-9fa0-f97f4b2e4075,2026-06-03T00:34:26
2f229837-f2c9-44f6-9b36-ab7da3200506,1f84c74e-c86c-4d93-a61d-1518c91c9674,earn,100,,,2026-01-30T16:42:10
1bef40d2-d75a-4ff6-939d-b0612a9746b3,24c93a7f-9d2c-4945-950c-4d0cb1984e48,earn,100,,,2025-03-11T16:42:10
78c31528-6205-4dab-a689-4a0c7b769735,24c93a7f-9d2c-4945-950c-4d0cb1984e48,earn,43,,1f91b07b-e349-4e3a-aa24-c8e8b94970d6,2026-07-15T06:31:11
f4396c9d-7b6c-45bc-9c57-3caca5c4dc4e,d9a6596b-e3d5-48d2-862f-5fc1f0f90076,earn,100,,,2026-03-06T16:42:10
7191e00b-b8d2-40a9-9989-8c0d66fdd435,584397c7-6b9e-4e0e-810a-b2fa83ce11b3,earn,100,,,2024-09-16T16:42:10
23eaea9b-5204-40e0-ab98-092509fbe15f,b0c71f70-cb28-4012-9bd8-9362001a6e3f,earn,100,,,2026-06-21T16:42:10
b7b02a25-4fbe-46c9-b6de-a127a9d69610,701f9a2f-a270-4153-b9c5-0f6669b9d11c,earn,100,,,2024-08-29T16:42:10
ce90fa54-5fa8-48a1-a4b6-66a740e02b44,701f9a2f-a270-4153-b9c5-0f6669b9d11c,earn,36,,75928a6c-c3d1-4a85-937c-11c489c9c921,2026-07-02T10:06:19
13296d2f-e204-4cf1-aa09-c26b72a08df4,532a41e6-f50c-487b-9239-5bd6d8377a99,earn,100,,,2025-06-14T16:42:10
a35e202d-5132-4f73-9020-991c1fa9d5b0,18741462-7b19-4538-90b0-9731e9db25b3,earn,100,,,2025-09-26T16:42:10
85d48bc3-b7a4-48fe-96eb-7730bd134159,ba81d5d6-b236-4cab-a99c-0e22562a022d,earn,100,,,2024-12-08T16:42:10
873760b7-7e8a-4d12-b916-54bd675c9fd2,ba81d5d6-b236-4cab-a99c-0e22562a022d,expire,-87,,,2026-08-02T16:42:10
bd24e994-f73b-4fb3-8d75-5ccf409553ac,602a1fa2-531a-471f-9728-c393b4c7bd81,earn,100,,,2025-10-04T16:42:10
82e6293b-488b-4697-a3eb-80b377392be7,bc0557cd-18ea-4a8e-b932-b7b273444595,earn,100,,,2026-06-25T16:42:10
5130e185-c71e-42e8-9be8-9988bf6ede00,9942ed9d-b9ec-4c1a-b550-86a2ad0e4877,earn,100,,,2026-04-24T16:42:10
ef943556-6f6d-4388-8ee9-cf7de80d1338,f91f38ad-b29a-4c56-826d-504a1e19a929,earn,100,,,2025-01-03T16:42:10
4b070439-6198-468c-8afb-f20f9d5cf031,194b3135-e2f3-4ca8-9097-1b9ce4666691,earn,100,,,2024-10-25T16:42:10
f8de9e33-fcfa-422d-a1d8-cbd11c34e04f,194b3135-e2f3-4ca8-9097-1b9ce4666691,earn,6,,4c6f812a-9e6c-4051-bb58-de0c8d48b36d,2026-06-19T13:12:03
15158132-5fcc-4036-9ac2-dc605798e5c8,194b3135-e2f3-4ca8-9097-1b9ce4666691,earn,28,,775437b1-d549-41bd-bfa4-83e9a472d52d,2026-05-17T21:16:24
406550d9-a78a-4783-a3a0-2ced86b7c3a7,194b3135-e2f3-4ca8-9097-1b9ce4666691,earn,14,,416a9ffb-85c5-408e-aba0-728c2bb20346,2026-03-20T11:59:45
7be80ffa-fad5-45a7-8370-07910cb5828b,726ca976-d9d6-45e5-98b3-893c52ab3a90,earn,100,,,2025-03-31T16:42:10
5203c0fa-f72e-4722-9601-214e0af061c7,726ca976-d9d6-45e5-98b3-893c52ab3a90,earn,38,,c239366f-2f12-47c8-be98-83258ae7555e,2026-04-16T17:48:20
0f6630e9-0f97-452b-b70a-a06425268999,04915e55-99d3-4f46-ba91-bc05707d6e00,earn,100,,,2026-04-21T16:42:10
3d3a95a0-cfbc-480b-98eb-1ba21bfb5768,e4a3b0f8-d76e-4660-91b4-3c64d3238a4e,earn,100,,,2026-01-31T16:42:10
ee298f94-b531-4f0c-9cd6-0140457a147a,c007d7a9-5dcb-4232-aab3-b4285e7f262a,earn,100,,,2025-04-19T16:42:10
f55ec36d-cfce-4f43-8f21-1c6ca3283bde,8146743e-439c-4f21-a281-35cbc092b41d,earn,100,,,2026-04-25T16:42:10
4ba0e8d0-900b-45a4-8fcc-e21484632b60,8146743e-439c-4f21-a281-35cbc092b41d,earn,39,,a4424dea-5fee-465b-93a4-9cb2817e1f5d,2026-04-29T18:06:09
f09e23cc-58e4-4fcf-a8c0-ba2d37f4d566,8146743e-439c-4f21-a281-35cbc092b41d,earn,33,,036dfe4f-93eb-4e6d-8f67-0cdfaf3a043f,2026-02-20T07:38:37
b6bf3b03-a9df-467e-9cee-1f44315baeb5,85b6b2f6-b628-438b-be12-9cd9b1565cfa,earn,100,,,2025-02-01T16:42:10
54e9f1c2-21d6-4371-a077-4b7343dcbe40,85b6b2f6-b628-438b-be12-9cd9b1565cfa,earn,26,,3796752e-8bdc-464c-ad1e-ede308d15bc2,2026-05-25T08:22:08
6c6b00d3-8572-4c9f-843c-d0f3245d4518,3fa8b319-170c-4831-a675-47ac1baff6b2,earn,100,,,2025-07-06T16:42:10
ca606792-29b9-4771-a5ac-d5f2d7c31c82,6bbdcd44-425f-4e5f-94c7-e3f743877d05,earn,100,,,2024-11-15T16:42:10
fdbf4cfe-b351-4222-8175-9d42bd3d88e5,9caf2f9b-e3a3-4e00-a972-fa96afba4b52,earn,100,,,2025-10-29T16:42:10
9018b886-32c6-453c-ac2d-783f6d59707c,c608ae5d-5e1b-4842-83cb-2f87fae40a0e,earn,100,,,2025-05-06T16:42:10
6f822980-6d73-4cbe-ba4b-3bfd45a5f99a,497af7a7-307a-4201-8434-5feff56a324d,earn,100,,,2025-04-22T16:42:10
96ba3757-5a75-426e-befa-984859b70e19,7fa284df-f883-417e-9f24-9e237e1679e1,earn,100,,,2025-02-06T16:42:10
6f4d2ac0-31b7-4b14-9d42-3dd149f369c1,31267331-3b9b-439f-be7d-316a27aa0dee,earn,100,,,2025-05-08T16:42:10
e699f433-fe51-45d3-9521-29fe0a5344a0,31267331-3b9b-439f-be7d-316a27aa0dee,earn,22,,9ad28bc4-c3f6-4063-9281-879d7062b21e,2026-07-17T21:56:08
794680e1-ca21-4d11-92f4-05cf156afc33,6eae5eae-b810-410d-932c-e25786583ddf,earn,100,,,2026-05-16T16:42:10
f028a865-c3f5-441e-bc09-cf9dc61b8efe,5f4005c9-69b4-46d6-8baa-77cf3bf7bac6,earn,100,,,2026-02-27T16:42:10
4e0fb391-c19c-4f78-a0dd-a04d08e37a02,5f4005c9-69b4-46d6-8baa-77cf3bf7bac6,earn,20,,8cd00b1e-a4bc-4d3f-beea-787da58dbb88,2026-04-19T12:36:00
f31c3e87-2f29-4dcb-b88d-256f4da0ef03,5f4005c9-69b4-46d6-8baa-77cf3bf7bac6,expire,-120,,,2026-07-21T16:42:10
5253e398-1277-440e-ae79-098fc4078c92,74bb89c2-f905-40bc-92bd-04f6f99de7d0,earn,100,,,2025-12-05T16:42:10
b50e093e-bebf-40f2-9df5-13caf7e56173,74bb89c2-f905-40bc-92bd-04f6f99de7d0,earn,18,,e5316120-a579-43be-b2d1-a1d90cfa6d06,2026-06-07T06:51:58
100311d3-fbe9-4200-8d43-fc889cb858d6,74bb89c2-f905-40bc-92bd-04f6f99de7d0,earn,11,,90fe9d55-3a62-4e3c-b9e5-fa7c6ca62305,2026-07-14T15:01:36
c437762d-c9a5-4fd1-8b56-ee9455f6e92a,d78842f6-5ad7-4bbd-8a08-bfa9adc70773,earn,100,,,2026-04-14T16:42:10
1309a900-339c-499d-bd84-088274229cd8,0fc8602c-80eb-42df-ac87-505d91da7711,earn,100,,,2024-09-23T16:42:10
582c397c-b0cc-4f28-bea3-9535d0b30d33,49803e3c-156e-4d2a-af9a-177add07fd2b,earn,100,,,2025-03-16T16:42:10
1dbd4f30-f221-4b2e-8592-6cb3e1e34a15,3908bf11-d501-4f3f-8e30-b42f3f0f3796,earn,100,,,2026-01-29T16:42:10
b4d6f378-0b15-49d6-af48-066e41a3c728,c833161b-d6ec-4f0b-b434-ec0d4ecd768e,earn,100,,,2024-08-28T16:42:10
64af1305-652e-4297-a64f-20621a067cd7,e44a4a6e-6eae-438c-801c-b6e8253e00cc,earn,100,,,2025-02-09T16:42:10
999fe5ad-a1db-4686-8276-3758c31643da,33051893-747b-4d14-98ae-d33719fb504c,earn,100,,,2026-01-18T16:42:10
32257623-75b7-400c-8461-e88c1c9cf5f6,2be0cf5f-9d1d-481f-9067-39cd0c4d037a,earn,100,,,2024-09-19T16:42:10
