id,customer_id,agent_id,category,related_return_id,subject,status,priority,created_at,resolved_at
4789b000-4213-4b05-87b0-8098d6ff01be,c0a8be37-975c-4b34-8989-1eb846c63871,63d29a06-4a0f-4f21-9b3c-0ca917190a59,shipping,,Choice least care statement.,closed,medium,2026-08-05T16:37:57,2026-08-10T09:17:06
a410d769-9eb7-4543-8681-d87979f44874,fa08fd03-3569-400d-9d63-e8ae15712195,8ae11eaa-8f00-40e3-b3e3-b30d399db61c,technical,,Off stage treat when lay sometimes lot forget.,closed,high,2025-11-05T16:37:57,2025-11-07T11:57:26
496e062f-ba11-4666-a650-4bce4453d195,bbe44e0a-dc83-4c13-a357-89d0c4f06f29,63d29a06-4a0f-4f21-9b3c-0ca917190a59,return_refund,,Order wide ability resource gas test.,closed,low,2025-12-14T16:37:57,2025-12-16T08:44:31
a9d744cd-4ad3-42ce-9bd8-240740c357f4,34a7e239-a098-4105-a6ab-b1a2c1c1c160,8ae11eaa-8f00-40e3-b3e3-b30d399db61c,billing,,Sometimes four guy collection start machine current.,resolved,low,2026-02-25T16:37:57,2026-02-27T13:09:17
e0915614-5bb8-4454-9c93-a527713e333a,58e0c4db-27d0-4c06-9252-c40364b1ae74,febe248a-e430-40d5-84d7-fc06d8b408dc,return_refund,1c4b18d7-fc85-4891-84cf-0da3ec011e86,Myself institution car.,closed,high,2025-11-26T16:37:57,2025-11-28T19:18:21
0b4e3358-f6c8-4815-b0ab-7053b819f31d,21e6a119-3caa-43ab-9905-08bda65f8493,38003235-c133-4913-a560-05ab3f945523,shipping,,Pull box course everybody character notice its.,resolved,low,2026-04-26T16:37:57,2026-04-27T06:27:37
8c0998aa-7acb-4c61-bddd-f9bac7a714e3,b43ea9dd-823e-4930-9110-31ea0eaa05f3,63d29a06-4a0f-4f21-9b3c-0ca917190a59,technical,,Cell writer carry require final right.,resolved,low,2026-05-20T16:37:57,2026-05-23T06:38:58
5a5fb84d-e171-436d-aab2-3807983d8970,71f1cea1-588b-47f5-93c3-4e649541a9e4,febe248a-e430-40d5-84d7-fc06d8b408dc,product_question,,Heavy stuff somebody method.,waiting_on_customer,medium,2026-08-02T16:37:57,
d241a803-230e-4a93-a33d-55688518a093,612533b6-7eaf-45a2-b9d4-06192ce5620e,63d29a06-4a0f-4f21-9b3c-0ca917190a59,product_question,,Thousand world central fine stuff system.,closed,low,2026-07-29T16:37:57,2026-07-31T22:29:00
d64137c6-ea53-480f-a083-aeae9ce219fe,f4c0d073-250c-455a-a84a-848e56ae7048,,product_question,,Let ability safe environment rate item smile.,open,medium,2025-10-21T16:37:57,
19b4a709-121f-463e-8742-4ff7e57c720f,1ed31084-8b68-49ca-91d6-7162d8521c02,d8626458-40a4-4749-8828-09916a7365e6,billing,,Argue air newspaper bit describe.,in_progress,high,2026-02-10T16:37:57,
585c6901-b548-4b31-8522-5f2bd9fd0c43,f4c4994a-5a77-4a2f-902b-4f69c22ccee3,b00deb46-3313-4939-aac7-8e195ac8d589,technical,,Artist receive similar answer give sure read.,waiting_on_customer,urgent,2026-04-02T16:37:57,
79ef761b-fc51-4e0b-abbe-0058bc4f86b3,efc6a229-f984-41c8-b741-83d9a46c5fd1,90f96181-8123-4add-8fe8-938102416710,product_question,,Write another capital realize team.,resolved,low,2025-11-26T16:37:57,2025-11-28T01:36:01
da025409-b03e-4d2b-977d-c60ca627e168,387603c1-d2a6-475e-ab4c-9ba7aa78bb27,38003235-c133-4913-a560-05ab3f945523,shipping,,Probably decade growth prevent camera.,closed,medium,2026-05-27T16:37:57,2026-05-30T13:09:30
2184d116-a044-4f20-8584-e379e5a818fc,797a1a0b-31a6-4422-af8a-98fd4e5e1114,,return_refund,0a57dd5f-df56-471a-ba6e-dc61336ae860,Actually former member usually.,open,high,2026-02-14T16:37:57,
73c64ed1-986c-442f-bd3e-e2b5db9ffd90,3bfe5d2b-8ab3-473f-b56c-cdd86fff8877,8ae11eaa-8f00-40e3-b3e3-b30d399db61c,technical,,Upon include effort look.,closed,high,2026-04-05T16:37:57,2026-04-09T10:59:35
f2dc104a-94fe-4608-b1f3-c69453855a5d,ef7f92e8-2f80-4e44-9e56-9ee276819791,63d29a06-4a0f-4f21-9b3c-0ca917190a59,return_refund,1c4b18d7-fc85-4891-84cf-0da3ec011e86,Call positive east nation which.,closed,urgent,2025-12-16T16:37:57,2025-12-18T04:58:12
9b550c5b-2ca7-4e40-ba12-a9e0754a5ba0,c0ec2b5c-22e2-4010-a8f9-94431d5860c7,63d29a06-4a0f-4f21-9b3c-0ca917190a59,product_question,,Yard whole safe whatever.,closed,medium,2025-11-19T16:37:57,2025-11-24T08:46:45
97a8208d-2f99-49f0-a1ac-3275de6349e1,f3c5c37f-bd98-40b6-8f8b-eeb75218bbed,8ae11eaa-8f00-40e3-b3e3-b30d399db61c,product_question,,Wrong wrong example.,closed,low,2026-01-27T16:37:57,2026-01-28T15:44:36
a36bfb62-0840-4edb-a9fe-7628c668d010,8dcd5fa7-1a1d-413e-9468-5f4b02f2f3fe,b00deb46-3313-4939-aac7-8e195ac8d589,technical,,Institution decide success history head.,resolved,medium,2025-12-22T16:37:57,2025-12-24T15:12:18
eee48a72-2bd4-47ad-986c-87649e8f6276,8dcd5fa7-1a1d-413e-9468-5f4b02f2f3fe,63d29a06-4a0f-4f21-9b3c-0ca917190a59,shipping,,Energy quickly person.,resolved,medium,2026-01-21T16:37:57,2026-01-24T09:14:33
465d23f9-c50f-4d3b-b644-103067a1ea3b,72fd6924-b954-4c8f-9c0b-2545d0efe53b,8ae11eaa-8f00-40e3-b3e3-b30d399db61c,billing,,For throughout but window skill blood.,in_progress,low,2026-01-08T16:37:57,
b447e521-ff6f-4df7-82a2-23432f274163,6cb96ee5-043d-47e6-a79a-67e7b0fa034e,38003235-c133-4913-a560-05ab3f945523,shipping,,Picture notice station bill window establish last Democrat.,closed,medium,2026-08-08T16:37:57,2026-08-10T08:51:37
fa327c01-4514-4552-a7cc-5d2089e773cc,6bb94756-3d64-40f4-9ecb-bc26ede41625,90f96181-8123-4add-8fe8-938102416710,billing,,Single never safe never.,in_progress,medium,2026-03-16T16:37:57,
7da914a1-115e-4e2f-88af-7574a92b558d,e83c866a-6830-4488-8842-ce77146d8d41,febe248a-e430-40d5-84d7-fc06d8b408dc,technical,,Reach throw investment seven manager.,waiting_on_customer,high,2025-12-06T16:37:57,
6325cd7d-b704-4179-8c4d-68831caec2e3,3f1fc492-e8ed-4840-97a0-a56592fdc1d9,90f96181-8123-4add-8fe8-938102416710,technical,,Sell none begin season.,resolved,medium,2026-06-26T16:37:57,2026-06-29T08:38:47
8f36d54e-9c95-4d90-9524-2cec776f4ef5,36df5a68-777a-4824-9342-f7f557e872ba,63d29a06-4a0f-4f21-9b3c-0ca917190a59,other,,Game watch ready remember.,resolved,low,2026-03-04T16:37:57,2026-03-08T18:48:53
e76ab43c-8258-4238-9d56-dcdc2b33f0eb,efb0203d-c970-47ec-8644-2090a658224b,5ddbd80d-f370-4fa7-bd64-5eec9c2f37bc,other,,Source tend protect response wish sound.,closed,high,2026-06-25T16:37:57,2026-06-28T06:48:11
1ea8126b-03e9-4ce9-95b6-56dc50be8a4c,27e89b40-f32c-4604-8a79-6d1613bde382,90f96181-8123-4add-8fe8-938102416710,other,,Purpose at gun land.,closed,low,2026-07-03T16:37:57,2026-07-06T15:04:34
480ec883-b74b-4b18-9418-1020e7c494d7,aece6b12-b296-4a1b-991c-ab89ac207fed,,billing,,Thought power add.,open,high,2026-05-01T16:37:57,
94b479d2-53b5-41a6-8d68-792b0b8145de,afdabd06-a2b4-497a-93b8-7bcf582b5d3b,febe248a-e430-40d5-84d7-fc06d8b408dc,shipping,,Stay system effort hear defense thank lay become.,resolved,medium,2026-02-27T16:37:57,2026-03-01T13:19:28
2046974b-e9b7-492b-a038-ed687338fa3f,890861ac-5e77-4568-aaff-807b37e6f872,5ddbd80d-f370-4fa7-bd64-5eec9c2f37bc,other,,Strategy drive money.,in_progress,medium,2026-02-18T16:37:57,
fc337c07-01d5-492b-b9b9-02b69b57880c,b08f3b44-9c9f-407f-a89d-961068f5f58c,63d29a06-4a0f-4f21-9b3c-0ca917190a59,shipping,,Health claim help pass focus cover.,resolved,low,2026-06-27T16:37:57,2026-06-29T22:01:18
d047af0e-b4d9-4cc5-b6c1-2cfd354f62c1,7c66bbce-e687-4e15-be85-d960c3de159b,38003235-c133-4913-a560-05ab3f945523,technical,,Natural draw cut mention culture actually.,resolved,high,2026-02-17T16:37:57,2026-02-21T21:45:03
297f81eb-f27f-4029-9e11-60232c7a90cf,e7e3f8e8-5e9a-4cea-90ea-8ba71ec98685,d8626458-40a4-4749-8828-09916a7365e6,technical,,Hour assume seem contain onto who.,closed,medium,2025-11-23T16:37:57,2025-11-25T12:23:49
82f51ee2-206d-4258-9929-b011541418b9,fc41d86f-78f3-476a-882c-3eafc02d61f2,febe248a-e430-40d5-84d7-fc06d8b408dc,shipping,,Air item practice.,in_progress,medium,2026-03-21T16:37:57,
c38065b5-01a9-4eb2-a3ee-55cc2e5535e0,87fc5559-9d20-4780-8c0e-b7c248cd6236,b00deb46-3313-4939-aac7-8e195ac8d589,return_refund,e767823d-d623-4991-8816-0041428fc18b,Dream kitchen foreign company.,in_progress,medium,2026-01-26T16:37:57,
216a714f-5100-4fc3-91f6-a921995245c8,5bc10fee-ced7-43f1-91e5-597bd89faff6,5ddbd80d-f370-4fa7-bd64-5eec9c2f37bc,product_question,,Article next hospital.,resolved,low,2025-12-22T16:37:57,2025-12-27T03:50:19
512f8616-47ee-4f93-b709-c89ced1438f5,4d6ee3e3-9ec6-4c2e-9552-a75af6d19f14,,shipping,,Son institution century yes to.,open,low,2025-12-28T16:37:57,
1b0a1031-7c16-4cf5-91e3-1e6e26bc98b4,80968676-93cd-4bf5-a9f9-595055ff800a,8ae11eaa-8f00-40e3-b3e3-b30d399db61c,technical,,Weight sign that image.,closed,medium,2026-07-25T16:37:57,2026-07-29T01:56:45
8bdaffb0-82f2-441e-ab53-624752514448,b2263d08-d05d-4240-a470-6fe31527b9d2,38003235-c133-4913-a560-05ab3f945523,product_question,,Why bed option early begin.,closed,medium,2026-01-10T16:37:57,2026-01-14T02:44:58
7add8b4c-f6dd-454d-a8a7-013572899c9f,10d7cb3c-5a86-4eae-9da6-611ddf67fdd8,5ddbd80d-f370-4fa7-bd64-5eec9c2f37bc,product_question,,National know hope personal service upon.,closed,high,2025-11-06T16:37:57,2025-11-08T21:08:39
79d7c689-2a4b-4322-941b-86f0b2f1f695,9aaa8391-995f-4006-8413-c590098fc46a,febe248a-e430-40d5-84d7-fc06d8b408dc,other,,Black mouth blue under win.,resolved,low,2026-07-11T16:37:57,2026-07-12T07:24:02
52b8151c-1ec9-4244-8a71-687ed9d286da,3b0faafa-80d0-490d-bdd0-fe1f13d22058,38003235-c133-4913-a560-05ab3f945523,return_refund,,Song exactly form chance may.,closed,low,2026-07-21T16:37:57,2026-07-23T15:13:51
8a1fe5bd-662f-4526-932d-9ca5d133b0f7,d84ec4ed-ae05-416c-9cbe-eace4567132d,febe248a-e430-40d5-84d7-fc06d8b408dc,return_refund,,Situation hundred likely with toward sometimes huge once.,resolved,low,2026-05-20T16:37:57,2026-05-24T04:57:47
ba0dd752-94d7-43e9-92a8-b0eb0cf090c1,aac35f19-8d02-4c6c-b979-74da55c9ddb1,febe248a-e430-40d5-84d7-fc06d8b408dc,technical,,Away expert court give TV police.,closed,urgent,2026-04-05T16:37:57,2026-04-09T02:47:54
5b4d3e04-e6ff-464b-bde5-cd065dc24d4d,6ffc9798-2bb6-43ca-823b-e9dda0935299,90f96181-8123-4add-8fe8-938102416710,product_question,,Time without simple everybody image child.,in_progress,medium,2025-12-04T16:37:57,
8d9821fb-ae71-40d2-adba-2c8245b40260,e0df02ff-f788-4191-9881-df0d6c775206,febe248a-e430-40d5-84d7-fc06d8b408dc,return_refund,,Political economy rather have body scene.,resolved,low,2026-06-08T16:37:57,2026-06-10T21:27:44
c290cae9-f661-4bcc-8a10-ca01f28422a2,191feb1d-2def-4cbf-a8f8-ee3eb3856ea2,b00deb46-3313-4939-aac7-8e195ac8d589,shipping,,Political myself listen where experience production those.,closed,low,2026-06-25T16:37:57,2026-06-28T12:51:53
0fc57b63-b810-4e1f-a79d-a718184db664,d0c20886-5575-4356-8218-337197faa2fb,,technical,,Particularly himself join order hair care card.,open,urgent,2025-11-05T16:37:57,
e9741719-f942-49fa-931e-eb3361308b5e,15aeedcc-eed4-453e-850c-7f876e54c4ab,d8626458-40a4-4749-8828-09916a7365e6,return_refund,,Difficult society heavy inside message run.,resolved,low,2026-01-12T16:37:57,2026-01-14T01:17:34
1d5ae8c9-08ce-4464-a8c1-cd6b102cb8d5,4126c950-a88a-4305-895c-96d7e076897e,5ddbd80d-f370-4fa7-bd64-5eec9c2f37bc,shipping,,Boy now where up theory positive forget production.,resolved,medium,2025-12-08T16:37:57,2025-12-11T06:31:26
815bf17e-8195-4ccc-9e93-6eb50bc44266,03710ca1-feb1-4206-bd26-3bb8e6a1dac2,febe248a-e430-40d5-84d7-fc06d8b408dc,product_question,,Very standard certainly family six reveal.,closed,high,2026-01-07T16:37:57,2026-01-09T20:43:43
546454b2-e40d-44bd-acc0-3c384a76c7bb,5a2b4f14-e7ac-4b3a-bf58-688bca696e5f,63d29a06-4a0f-4f21-9b3c-0ca917190a59,billing,,Avoid former movie finally news.,closed,low,2026-07-17T16:37:57,2026-07-19T06:26:55
01b75859-f6e4-49b0-831f-72d543b7cf37,a311b0c8-1b63-4405-8097-09a984512389,,product_question,,Apply however upon not perhaps consumer.,open,medium,2026-01-11T16:37:57,
951a68c2-2e18-4adf-b8d7-0ac528918702,0c7084bc-19a5-4ad6-bb26-a25f9c09b324,d8626458-40a4-4749-8828-09916a7365e6,technical,,Ten establish religious about single.,resolved,low,2026-03-03T16:37:57,2026-03-05T07:06:41
e7b31f7e-bb81-4c70-adb1-7094bd76d177,c0ec2b5c-22e2-4010-a8f9-94431d5860c7,38003235-c133-4913-a560-05ab3f945523,product_question,,Letter item shoulder capital.,in_progress,urgent,2026-05-05T16:37:57,
5147d911-1168-401a-a7f7-c7cfa545f176,42748981-2a95-4e95-91cf-9844c8aa9c69,,other,,Recognize pay Mrs too.,open,medium,2026-06-18T16:37:57,
da66b5bf-7330-4376-8ffc-d9b3fa8739bc,922d63c5-873c-4693-9775-df99ba006ccd,febe248a-e430-40d5-84d7-fc06d8b408dc,shipping,,Short service economic talk pretty.,resolved,medium,2025-10-30T16:37:57,2025-11-02T04:40:26
99bb9def-874b-4cb3-bb13-a4806debf240,06a161e4-302f-4ae9-b96b-2734ad33f946,63d29a06-4a0f-4f21-9b3c-0ca917190a59,return_refund,,Real mouth environment force.,closed,low,2026-07-27T16:37:57,2026-07-28T21:29:59
3d302ca6-8c89-451c-b112-0e9419e2030c,1380e029-b899-4413-a8da-0741720a6a06,63d29a06-4a0f-4f21-9b3c-0ca917190a59,technical,,State stage thus from yet.,closed,high,2026-05-25T16:37:57,2026-05-29T00:14:24
5c9c2ccf-2221-46ab-b5cd-8e403159daa7,cbd53684-acf0-447d-b61b-35f8bcde6edf,38003235-c133-4913-a560-05ab3f945523,billing,,Choice rule almost attorney lose heart.,closed,medium,2026-07-16T16:37:57,2026-07-19T00:06:43
151c469b-22a5-4b67-ade9-546a51b3cc78,b4413ac0-2fc9-4c91-b188-71c109d9be8f,90f96181-8123-4add-8fe8-938102416710,shipping,,General radio leg level watch.,closed,medium,2026-06-02T16:37:57,2026-06-05T23:17:28
ed411189-9fc4-4fe6-9b5c-9b975b990b83,b66095e0-346f-477d-8c25-3b70d4dfab70,5ddbd80d-f370-4fa7-bd64-5eec9c2f37bc,technical,,Under clear those everybody information tend.,closed,medium,2026-01-26T16:37:57,2026-01-30T11:57:44
03e5f14f-24a2-4016-bf52-979be4fa5ceb,6fb41f2c-72b6-4e3e-b896-89be93d85e5a,63d29a06-4a0f-4f21-9b3c-0ca917190a59,return_refund,deb99b1b-79fa-4c07-83b0-7081183e19ef,Cause fact again which structure attack probably.,in_progress,low,2025-12-29T16:37:57,
f70d88d7-9498-47b0-aaac-d3e906bd1bec,848bb1e9-3367-4758-8f73-e886fadfadab,38003235-c133-4913-a560-05ab3f945523,technical,,Edge could after share leave every suffer.,closed,medium,2026-05-21T16:37:57,2026-05-22T16:00:43
386190eb-5b09-4565-9e4c-4185fdc12053,f8b1caa2-10e7-4302-963a-252a15b4a714,90f96181-8123-4add-8fe8-938102416710,billing,,Sea evidence agreement lawyer act break anything.,closed,high,2026-01-14T16:37:57,2026-01-17T13:38:32
2db78aa1-e57b-4760-a713-f84a64bc898d,485b6c22-4f0b-4e0f-bfba-0c9d38a0122d,8ae11eaa-8f00-40e3-b3e3-b30d399db61c,product_question,,Office street special personal large.,resolved,low,2026-06-29T16:37:57,2026-07-01T11:35:46
fc4bc143-582c-400a-8460-256bb0d0186a,49c4bc11-2495-438d-9b87-3c395574433f,38003235-c133-4913-a560-05ab3f945523,technical,,Black show cut investment.,closed,medium,2026-03-16T16:37:57,2026-03-18T15:07:01
24f766bf-3c30-4c78-86b2-0c8e985d779f,3f78077b-93c7-4c4e-8976-f16cb11cfcfc,90f96181-8123-4add-8fe8-938102416710,technical,,Party society church meeting society according media.,closed,low,2026-07-19T16:37:57,2026-07-22T23:16:56
2e916575-5c7b-4ebc-8388-1c2f7061e61e,bea5ef1d-43b9-4df5-b3d1-436f675ec066,90f96181-8123-4add-8fe8-938102416710,other,,Note decide hotel line.,closed,low,2025-12-30T16:37:57,2026-01-03T11:51:28
ce9ab3a8-b14a-47ec-98ee-39e5dba46fa3,c958448f-45d7-416d-a358-45098ec2a9da,38003235-c133-4913-a560-05ab3f945523,shipping,,Stage skin beat through piece ago main.,closed,medium,2026-06-18T16:37:57,2026-06-19T18:58:55
d850cd27-1238-46dd-afe1-a55136cebb76,46d24c86-1a31-430e-b1c4-1f4d8632c5ee,,product_question,,Three she trouble force discuss spring worry.,open,medium,2025-12-05T16:37:57,
4677b78c-2b04-4521-95c3-3b8a89be044c,5f31277a-2dcf-4273-81e3-312413596a23,63d29a06-4a0f-4f21-9b3c-0ca917190a59,technical,,Stay quality early evening moment father pretty.,closed,urgent,2026-02-05T16:37:57,2026-02-09T17:37:11
2bf08bd6-c433-416f-a1cd-4f23315ad7a3,0000bd8e-496c-42aa-9430-fea7f9bd6a96,d8626458-40a4-4749-8828-09916a7365e6,other,,Learn manage alone chance.,in_progress,medium,2026-05-17T16:37:57,
539ab80f-cc60-41ef-b406-adb6dd2a7f06,3cec8c73-424f-46c6-a5a7-cb5cd5141538,febe248a-e430-40d5-84d7-fc06d8b408dc,billing,,Project life strategy there product couple.,closed,medium,2026-04-12T16:37:57,2026-04-16T06:11:20
8dd760d2-aefd-4c5a-bc6d-0e44c6323cd7,438005c2-dd1d-48aa-8bfd-7fb06851b5f8,38003235-c133-4913-a560-05ab3f945523,technical,,Require image bill trade first modern crime.,resolved,low,2026-04-05T16:37:57,2026-04-08T23:11:32
75645be3-dfb5-4a40-baea-11d317775906,4ba2a669-8d0b-4aef-96c0-aae24b7711ff,63d29a06-4a0f-4f21-9b3c-0ca917190a59,technical,,Participant test seat become put minute.,closed,high,2025-12-31T16:37:57,2026-01-01T04:09:37
2328031e-f091-4952-8960-37db3ceabdc4,598904ac-fa48-43af-8fe9-41388451ae53,8ae11eaa-8f00-40e3-b3e3-b30d399db61c,shipping,,Shoulder account realize major yet.,closed,high,2026-05-26T16:37:57,2026-05-28T18:05:02
f049f04b-a25b-4e89-9872-fe5e3a7c8286,c5dde410-2c70-486e-bb0d-974b2798825b,38003235-c133-4913-a560-05ab3f945523,billing,,Reflect behavior foot prove around.,in_progress,high,2025-10-29T16:37:57,
5f48f305-2995-47c2-9c60-56b2667b61a5,a768163c-0781-430b-8703-ce1ce473c762,38003235-c133-4913-a560-05ab3f945523,technical,,Remain study per another risk again.,resolved,medium,2026-01-26T16:37:57,2026-01-29T13:51:14
4ad51a90-601f-4356-80f8-9ba78b4c8c66,3f1fc492-e8ed-4840-97a0-a56592fdc1d9,8ae11eaa-8f00-40e3-b3e3-b30d399db61c,technical,,Where prepare audience seek commercial probably.,closed,high,2026-05-21T16:37:57,2026-05-24T03:56:40
d4708ce2-55aa-4fa8-b24c-cf07131f4780,5f8c9b91-24ee-43a2-b758-fece4c2fd787,63d29a06-4a0f-4f21-9b3c-0ca917190a59,return_refund,,Majority old beyond far.,resolved,medium,2025-11-24T16:37:57,2025-11-26T17:27:53
17389eb1-049c-4533-a537-8a9eafd9a5d1,8fd99d74-d73b-4014-a8fa-a37b39befe36,5ddbd80d-f370-4fa7-bd64-5eec9c2f37bc,product_question,,Already because old attack.,open,low,2026-01-07T16:37:57,
4c0e29df-5c0f-4fa5-9881-370aa63c0828,70a0c69e-1bf5-4805-bf9c-4714e193f75d,febe248a-e430-40d5-84d7-fc06d8b408dc,product_question,,Age four over popular kid.,closed,low,2025-11-05T16:37:57,2025-11-08T12:53:30
b817ed23-e178-4d36-a23a-8b25e35c28b0,aece6b12-b296-4a1b-991c-ab89ac207fed,b00deb46-3313-4939-aac7-8e195ac8d589,product_question,,At perhaps answer concern exactly listen and person.,closed,medium,2026-04-09T16:37:57,2026-04-12T22:12:40
a12d87d8-8750-4dd0-8634-5bc614fbf5bc,04edb858-b8d9-455a-a1f2-f236df11a91f,5ddbd80d-f370-4fa7-bd64-5eec9c2f37bc,billing,,Read growth western hot.,in_progress,medium,2026-03-12T16:37:57,
3ed77d58-cd8d-4b6d-b3d3-7d7ebe0b38dd,e9f40ffc-bea9-4cc6-abca-7fe897f37903,d8626458-40a4-4749-8828-09916a7365e6,return_refund,,Official dream author name manage receive.,resolved,urgent,2026-03-24T16:37:57,2026-03-28T03:24:39
a5eb58e5-7ef8-4a77-845f-425e007d59c4,3f13d579-3df8-478c-b978-eec7255facfa,38003235-c133-4913-a560-05ab3f945523,product_question,,Production reflect great unit make be fund special.,waiting_on_customer,medium,2026-02-15T16:37:57,
4026e278-39c5-4e6e-b136-ab21672fef5e,32927010-1d7d-4cd9-a500-593804ff0e77,b00deb46-3313-4939-aac7-8e195ac8d589,product_question,,Thing world staff on whether image after.,closed,low,2026-02-02T16:37:57,2026-02-04T06:01:58
4674a5da-12be-4949-87a7-f42869f04b29,bb0bc182-b8f7-4f26-b794-dca522dd4cec,b00deb46-3313-4939-aac7-8e195ac8d589,return_refund,,Crime will above task certainly.,open,high,2026-08-10T16:37:57,
c26f5915-eed7-4bab-b9ef-9a01d3ed7b73,9ff834d1-4ca0-4dd5-bb53-ea96ad8611bb,90f96181-8123-4add-8fe8-938102416710,return_refund,c7795ed8-32e7-43ec-8702-6c644ef0912b,Deal certainly too social social.,closed,high,2026-06-13T16:37:57,2026-06-15T02:24:07
2fd17399-3236-4789-aa1f-6a2049beef09,e83c866a-6830-4488-8842-ce77146d8d41,63d29a06-4a0f-4f21-9b3c-0ca917190a59,shipping,,Your send site attack fine.,resolved,low,2026-08-06T16:37:57,2026-08-09T18:38:15
55496b47-5760-4051-992b-0f6b8ef59d36,b0da7a9b-77d7-407d-8506-51705503fa05,b00deb46-3313-4939-aac7-8e195ac8d589,technical,,West thing top short black though.,open,high,2026-04-25T16:37:57,
a06d404e-4b3f-4702-8b52-574ddd0beb45,7c0459a0-2d38-460e-8653-72aefbf15570,febe248a-e430-40d5-84d7-fc06d8b408dc,other,,Economy occur mother full true manage positive.,resolved,medium,2026-01-10T16:37:57,2026-01-13T12:52:11
c9058842-200c-49a8-ab74-963911a21f0c,47e4f30d-f965-45df-8474-93d5aeaf7cb2,38003235-c133-4913-a560-05ab3f945523,technical,,Trial economic behind organization hundred activity process exactly.,waiting_on_customer,low,2026-01-31T16:37:57,
ae657bcc-a8be-4722-9dcf-440f0d6d9279,b69dd468-7a0d-45e5-951c-ead1fcda2225,5ddbd80d-f370-4fa7-bd64-5eec9c2f37bc,technical,,Street not knowledge.,closed,low,2025-12-04T16:37:57,2025-12-07T09:38:34
59a707bd-ac4a-4f7f-9004-477599e33e4e,8416975a-1321-43a3-b3e1-577aee3b59ae,8ae11eaa-8f00-40e3-b3e3-b30d399db61c,billing,,Identify resource argue certain almost.,resolved,medium,2026-07-29T16:37:57,2026-07-31T09:49:54
c719c23a-31e3-4d0a-aa3b-c01f666843b5,9a689679-4c75-46ba-92d3-6b5b0c51a34a,63d29a06-4a0f-4f21-9b3c-0ca917190a59,other,,Store second especially drop college threat.,resolved,high,2026-06-12T16:37:57,2026-06-15T11:43:04
