id,fulfillment_order_id,event_type,occurred_at
73d444ed-4534-42b0-bef5-30121e113576,d287257a-1e7c-447e-a244-6aa1d7e46cc3,picking_completed,2026-05-28T01:32:13
882728b0-6475-4804-87bb-80ba0cf5a76b,d287257a-1e7c-447e-a244-6aa1d7e46cc3,packing_started,2026-05-28T04:00:39
1c280ed4-fda8-4d56-a834-b2ae947090d7,d287257a-1e7c-447e-a244-6aa1d7e46cc3,packing_completed,2026-05-28T06:32:35
478546f3-0820-405a-bf1b-af3bdf3f7ea6,d287257a-1e7c-447e-a244-6aa1d7e46cc3,shipped,2026-05-28T07:51:07
ad40d3ac-9d2c-441d-a1bf-31bf03cf70ab,9a7f13fb-33bd-4f69-a457-70784a437ed4,created,2026-03-28T20:15:42
81aeb716-3ede-4ceb-a68d-d1e762318bc8,9a7f13fb-33bd-4f69-a457-70784a437ed4,picking_started,2026-03-28T22:37:04
413843b6-29f9-4ec1-a80f-2c3a30425bd3,9a7f13fb-33bd-4f69-a457-70784a437ed4,picking_completed,2026-03-29T09:20:04
4c8b07f2-0ead-4d83-af71-a9f4c62cb0e0,9a7f13fb-33bd-4f69-a457-70784a437ed4,packing_started,2026-03-29T10:12:00
01eb7997-63c4-4ec2-8689-4fe297fa8c8e,9a7f13fb-33bd-4f69-a457-70784a437ed4,packing_completed,2026-03-29T18:57:35
4af91e71-c9fc-479a-9d54-171b049446b8,9a7f13fb-33bd-4f69-a457-70784a437ed4,shipped,2026-03-30T05:33:36
328ad9d8-a601-4ce5-860d-889f7cdc6559,ed9b4881-f135-47e6-882f-186773281264,created,2026-07-23T11:50:19
c29dfc87-bf6f-46ad-bc92-1907584727e7,ed9b4881-f135-47e6-882f-186773281264,picking_started,2026-07-23T21:14:31
4e2d777c-c213-41fe-99b2-699a7fa9666b,014b914b-21a9-4b66-baa4-d528e36d8297,created,2026-03-01T20:14:08
2469be05-9f25-4fb5-8701-4a6158140810,014b914b-21a9-4b66-baa4-d528e36d8297,picking_started,2026-03-02T07:37:44
0a1529fb-d165-40c9-8414-209f6cdee4cf,014b914b-21a9-4b66-baa4-d528e36d8297,picking_completed,2026-03-02T14:38:02
06fd54ad-76ef-473f-8a9e-e5a690ddc826,014b914b-21a9-4b66-baa4-d528e36d8297,packing_started,2026-03-02T22:33:41
daf98bac-5cf9-49e6-a1b6-d9d72b70fa7f,014b914b-21a9-4b66-baa4-d528e36d8297,packing_completed,2026-03-03T00:24:56
1b684bc0-8e7b-4f3e-8baf-727db281a5fa,014b914b-21a9-4b66-baa4-d528e36d8297,shipped,2026-03-03T09:45:46
7fe2b8d6-3be7-46bd-b8e4-3b1582850589,3a97ad75-6968-42d0-8be6-3a76bd3618b8,created,2026-04-02T11:55:15
2c19f28d-2d2f-485d-9053-7821e996fff6,3a97ad75-6968-42d0-8be6-3a76bd3618b8,picking_started,2026-04-02T21:55:44
3c4ce677-f592-4ccb-8d1b-4087b1465fc7,3a97ad75-6968-42d0-8be6-3a76bd3618b8,picking_completed,2026-04-02T23:51:53
02d7dc26-7ebb-4f3c-be52-4041c1e65cd3,3a97ad75-6968-42d0-8be6-3a76bd3618b8,packing_started,2026-04-03T01:49:43
48ce8f62-b029-4b94-9800-24f4389adfd9,3a97ad75-6968-42d0-8be6-3a76bd3618b8,packing_completed,2026-04-03T05:14:00
7a154db5-40ff-4521-a57d-d5dd8ab64c15,3a97ad75-6968-42d0-8be6-3a76bd3618b8,shipped,2026-04-03T14:54:43
2bfb330c-04fc-42bd-997d-9d20703bb2d5,66cd5e6c-c257-4ed6-aadf-9b1457435f90,created,2026-07-02T01:48:11
2d777b5d-c665-4a11-9bb8-3ceacc30b2f0,66cd5e6c-c257-4ed6-aadf-9b1457435f90,picking_started,2026-07-02T06:59:30
c746b595-2b3d-4b1b-8d66-a7b543350e06,66cd5e6c-c257-4ed6-aadf-9b1457435f90,picking_completed,2026-07-02T07:31:09
d3cde007-b736-40f5-8f28-923d8f3503ff,66cd5e6c-c257-4ed6-aadf-9b1457435f90,packing_started,2026-07-02T12:29:50
a9eaf276-6b63-4364-8485-1b2e523c4a2c,66cd5e6c-c257-4ed6-aadf-9b1457435f90,packing_completed,2026-07-02T19:26:50
6f28fbee-80ab-4d53-84c0-e16e52139721,66cd5e6c-c257-4ed6-aadf-9b1457435f90,shipped,2026-07-03T01:56:03
74ea20a9-5587-4917-9aab-d286f7db6e9e,abcc0120-f74c-4d8a-a5e6-8b4a6add3c68,created,2026-07-09T23:45:30
f58dcf91-7c3f-40fa-bdf6-8c6597eea89f,abcc0120-f74c-4d8a-a5e6-8b4a6add3c68,picking_started,2026-07-10T09:42:11
52032dd4-915b-421b-97d3-20c0822fba65,abcc0120-f74c-4d8a-a5e6-8b4a6add3c68,picking_completed,2026-07-10T19:45:07
f627b285-311d-48ef-88a2-63a975e0c081,abcc0120-f74c-4d8a-a5e6-8b4a6add3c68,packing_started,2026-07-11T01:20:34
d45bd41c-d597-4115-a3ef-efcc602383a2,abcc0120-f74c-4d8a-a5e6-8b4a6add3c68,packing_completed,2026-07-11T09:46:40
d4a7f679-aa37-461a-ac6c-970e3a52f77f,abcc0120-f74c-4d8a-a5e6-8b4a6add3c68,shipped,2026-07-11T15:07:56
dc07d180-74ff-45ba-a90e-bd3c37b9f5d0,67c2bb22-2300-477e-83ea-83f18cc09aa6,created,2026-07-30T13:39:47
879c3aa1-2164-4fe4-8aa5-5befcee653d4,67c2bb22-2300-477e-83ea-83f18cc09aa6,picking_started,2026-07-30T16:42:35
8319c82e-2a98-4f54-8f82-088546bd0fc5,67c2bb22-2300-477e-83ea-83f18cc09aa6,picking_completed,2026-07-30T20:34:17
63539c16-e33f-4715-8fb0-82d6876536ec,67c2bb22-2300-477e-83ea-83f18cc09aa6,packing_started,2026-07-30T23:25:07
8693d78e-41db-4286-8abd-8de9cfda5dbf,67c2bb22-2300-477e-83ea-83f18cc09aa6,packing_completed,2026-07-31T08:21:44
1b400610-a4a7-4cd0-9916-d646638a5168,67c2bb22-2300-477e-83ea-83f18cc09aa6,shipped,2026-07-31T15:30:19
5c24a2da-2868-4c3c-b53a-3b2f9872ea84,aaf72c7b-0a3e-40d7-a56d-63a443a81d95,created,2026-02-25T08:10:10
6329b588-4a8a-4c81-ba01-93f529566e6e,aaf72c7b-0a3e-40d7-a56d-63a443a81d95,picking_started,2026-02-25T11:06:48
c366bc11-9cd2-4602-8dfd-8b895d070b3b,aaf72c7b-0a3e-40d7-a56d-63a443a81d95,picking_completed,2026-02-25T14:00:30
ae5289f0-1584-45b6-acf1-97060c3bc764,aaf72c7b-0a3e-40d7-a56d-63a443a81d95,packing_started,2026-02-26T01:10:46
1eda7a9f-9c13-4515-9c9b-6e523c9c4275,aaf72c7b-0a3e-40d7-a56d-63a443a81d95,packing_completed,2026-02-26T04:17:00
3f6fe0f8-36a3-44cb-a855-5b56d49f4e0f,aaf72c7b-0a3e-40d7-a56d-63a443a81d95,shipped,2026-02-26T07:13:35
f75b4d59-4ce8-4e05-93d1-1f04f814bbca,ae5aabfe-11ad-45ba-96b7-b8a220ea3e63,created,2026-04-15T11:35:08
62f0d109-f2f0-4f47-aaab-4622f16bd08f,ae5aabfe-11ad-45ba-96b7-b8a220ea3e63,picking_started,2026-04-15T13:43:08
2f1ff3f4-7df1-4fc5-a194-6bfd9f3d2c13,ae5aabfe-11ad-45ba-96b7-b8a220ea3e63,picking_completed,2026-04-15T15:20:24
30eaf800-e285-417a-a94a-6163e83e9ffb,ae5aabfe-11ad-45ba-96b7-b8a220ea3e63,packing_started,2026-04-15T22:39:27
9f49a79b-1774-42c4-830a-003eb1ee016f,ae5aabfe-11ad-45ba-96b7-b8a220ea3e63,packing_completed,2026-04-16T08:38:18
28a8ab10-656d-4c2d-9a81-a8c6baebc619,ae5aabfe-11ad-45ba-96b7-b8a220ea3e63,shipped,2026-04-16T19:08:21
d11df41f-bb40-4c89-a0c8-bdbd021be700,94ca9efd-f42f-48d5-9b82-8f7f20f86c94,created,2026-03-04T08:26:56
9959ac77-3c2f-4b45-8610-98d4fd172b42,94ca9efd-f42f-48d5-9b82-8f7f20f86c94,picking_started,2026-03-04T14:11:33
f0f2f269-7d79-4ae1-995d-827b21469f58,94ca9efd-f42f-48d5-9b82-8f7f20f86c94,picking_completed,2026-03-05T01:13:20
aa4a49ac-cccb-49c9-83e5-b79afe2f38a9,94ca9efd-f42f-48d5-9b82-8f7f20f86c94,cancelled,2026-03-05T06:19:03
16112d09-092a-439b-85e8-f64cbca4920a,5ce93ba8-b51d-4fd3-af37-d3d523c5228b,created,2026-07-10T03:51:37
760cded3-d5bf-4cba-9616-a7530bcbcd06,5ce93ba8-b51d-4fd3-af37-d3d523c5228b,picking_started,2026-07-10T12:46:50
3b043896-8710-439d-b9e6-07e632adf19c,5ce93ba8-b51d-4fd3-af37-d3d523c5228b,cancelled,2026-07-10T13:24:55
a437a066-8c16-4236-866a-a6c096e1af06,c8f618c8-3835-41bd-aedf-252e1e6041b3,created,2026-05-21T12:31:00
28e9cdd9-42d7-4c84-b99f-0bfe2b801ae8,c8f618c8-3835-41bd-aedf-252e1e6041b3,picking_started,2026-05-21T15:21:17
6aeeee99-4489-45d8-a371-fed211a45682,c8f618c8-3835-41bd-aedf-252e1e6041b3,picking_completed,2026-05-21T18:43:07
d9099405-5c01-463a-810a-dbbd3f957410,c8f618c8-3835-41bd-aedf-252e1e6041b3,packing_started,2026-05-21T20:06:40
625afc61-9141-4ea0-96dd-01b3b7653477,c8f618c8-3835-41bd-aedf-252e1e6041b3,packing_completed,2026-05-22T01:09:38
5226e805-6e6c-44c2-bb9d-ee9ff28caac3,c8f618c8-3835-41bd-aedf-252e1e6041b3,shipped,2026-05-22T07:52:28
11e85bfa-630e-4799-afc5-20f60acef232,cac5a14a-e9fc-4abd-956e-a34188c3daf6,created,2026-02-27T11:26:25
5c4266e8-9860-4436-82f4-cebe56506104,cac5a14a-e9fc-4abd-956e-a34188c3daf6,picking_started,2026-02-27T19:32:29
d67ca978-aedb-4fce-8e85-16c7a6f3570a,cac5a14a-e9fc-4abd-956e-a34188c3daf6,picking_completed,2026-02-27T23:49:15
048566ad-c3fd-47d3-9b4d-a8ce32997598,cac5a14a-e9fc-4abd-956e-a34188c3daf6,packing_started,2026-02-28T09:48:32
d9e60f8b-fdf6-40b0-be93-711f31d43542,cac5a14a-e9fc-4abd-956e-a34188c3daf6,packing_completed,2026-02-28T16:13:21
29380680-8a2e-495c-b454-9c87dc7bb9d0,cac5a14a-e9fc-4abd-956e-a34188c3daf6,shipped,2026-02-28T19:11:07
5ecb94b9-58c1-4643-9809-fe0d9ec5a38c,d0feed84-2b4b-4d21-9733-e458cee619fa,created,2026-06-04T08:01:55
9ea1333f-7331-4f74-ac4d-d5e2c000ffce,d0feed84-2b4b-4d21-9733-e458cee619fa,picking_started,2026-06-04T09:24:27
72d4b5d1-d36b-48e3-95e9-c7af9fc29fb7,d0feed84-2b4b-4d21-9733-e458cee619fa,picking_completed,2026-06-04T18:09:59
68d59fb6-6640-4d9a-9c1e-34f5181a04ab,d0feed84-2b4b-4d21-9733-e458cee619fa,packing_started,2026-06-05T00:35:40
4d679e14-50d4-439e-9f84-be6d1dbf417b,c4234eab-6a5c-4ffe-80b4-bed5f29c0695,created,2026-06-09T14:37:47
a1eb212b-cc4a-4fd0-bca1-aee5da994c0d,c4234eab-6a5c-4ffe-80b4-bed5f29c0695,picking_started,2026-06-09T18:31:34
c5794656-5a16-4496-adc8-634ae4b71e55,c4234eab-6a5c-4ffe-80b4-bed5f29c0695,picking_completed,2026-06-09T20:58:00
1cb8b008-cc0c-4680-85a8-9f8c9bab609a,c4234eab-6a5c-4ffe-80b4-bed5f29c0695,packing_started,2026-06-10T05:24:32
2ac1bf96-eb47-47b9-bcbd-cad5c9d83626,c4234eab-6a5c-4ffe-80b4-bed5f29c0695,packing_completed,2026-06-10T07:56:14
ebc30954-4b75-4af2-8c38-cf8a657159b0,c4234eab-6a5c-4ffe-80b4-bed5f29c0695,shipped,2026-06-10T14:28:22
8e756537-3d0a-499f-a20f-11cc7ff5fb53,5fa67f1b-44e1-4b30-bd3c-cc7102185829,created,2026-07-09T10:05:29
37d0dceb-5ae6-4931-96f6-5da438d3c22c,5fa67f1b-44e1-4b30-bd3c-cc7102185829,picking_started,2026-07-09T21:56:16
2ccb92ac-af9c-4c78-a781-54bd6be9f789,5fa67f1b-44e1-4b30-bd3c-cc7102185829,picking_completed,2026-07-10T00:57:41
b76f4ce9-3c61-453c-8909-0ed42d59f43a,5fa67f1b-44e1-4b30-bd3c-cc7102185829,packing_started,2026-07-10T07:01:03
fab6f11a-aedc-4326-b303-336018078aa8,5fa67f1b-44e1-4b30-bd3c-cc7102185829,packing_completed,2026-07-10T13:45:37
d64573c5-9ce9-4656-ab56-4ba34a613d46,5fa67f1b-44e1-4b30-bd3c-cc7102185829,shipped,2026-07-10T21:17:51
1fc38f61-c112-4c33-99ad-923c15463bff,29cd6cf5-7f15-42d5-8d2c-55e146c79209,created,2026-07-02T17:02:42
e27a0d4e-5aa6-430a-854d-c80fbf8faeaf,29cd6cf5-7f15-42d5-8d2c-55e146c79209,picking_started,2026-07-03T05:01:10
e07b42bb-3afd-4221-875b-f21679834739,29cd6cf5-7f15-42d5-8d2c-55e146c79209,picking_completed,2026-07-03T06:51:55
473307a5-2acd-4f16-bd88-8ed73fda6c94,29cd6cf5-7f15-42d5-8d2c-55e146c79209,packing_started,2026-07-03T11:28:45
7edc518f-4c48-4f58-8de4-2dad18f7d7c4,29cd6cf5-7f15-42d5-8d2c-55e146c79209,packing_completed,2026-07-03T12:38:28
41294ea1-241a-41b9-b21c-c765b852a998,30a9b244-131a-4fc0-94c3-c5a533c4240f,created,2026-02-20T22:06:37
7d68a598-3c09-419a-990b-624d9e28865b,30a9b244-131a-4fc0-94c3-c5a533c4240f,picking_started,2026-02-21T01:49:02
3086029c-89e5-40bf-9579-fd9a34fc5943,30a9b244-131a-4fc0-94c3-c5a533c4240f,picking_completed,2026-02-21T02:52:54
56529a08-061a-4168-a6aa-9cfc687914df,30a9b244-131a-4fc0-94c3-c5a533c4240f,packing_started,2026-02-21T07:24:20
2f0b8d12-9d75-4efb-a109-986c1af8cd0f,30a9b244-131a-4fc0-94c3-c5a533c4240f,packing_completed,2026-02-21T18:09:49
a42a810d-db77-4f5f-9071-c55dd875a310,30a9b244-131a-4fc0-94c3-c5a533c4240f,shipped,2026-02-22T03:16:36
4f830f0b-4c43-4d14-ae46-b62c76848f6d,c6390485-3776-4ccf-b826-4e48006473bf,created,2026-03-03T07:45:25
0d88fa7b-7632-4b3c-8daf-f34d473b86d8,c6390485-3776-4ccf-b826-4e48006473bf,picking_started,2026-03-03T10:37:51
7977c8a2-efd5-4e99-b605-0e1bcec6a8da,c6390485-3776-4ccf-b826-4e48006473bf,cancelled,2026-03-03T16:18:54
c4754ee5-74c7-4989-9eb0-534274f0e278,0cdbe6db-7e0e-4c83-a859-7538e9a34744,created,2026-04-19T23:10:20
dc58e121-17fa-4356-b077-8edd865ce2f9,0cdbe6db-7e0e-4c83-a859-7538e9a34744,picking_started,2026-04-20T01:45:58
49d5ff77-79cf-4540-81f9-11910e899f76,0cdbe6db-7e0e-4c83-a859-7538e9a34744,picking_completed,2026-04-20T09:47:06
3fa8ba66-d929-4845-a647-4fa2031ddeca,0cdbe6db-7e0e-4c83-a859-7538e9a34744,packing_started,2026-04-20T11:49:31
9284a982-3a4f-4bbd-aebe-ca92bcaf2bfd,0cdbe6db-7e0e-4c83-a859-7538e9a34744,packing_completed,2026-04-20T13:41:54
304c518c-3934-4dfd-85e4-8abffe12a1e7,0cdbe6db-7e0e-4c83-a859-7538e9a34744,shipped,2026-04-20T22:53:14
377f7dad-29be-4705-8b8d-6e0b58163dd3,754ac1eb-448a-4e81-b8df-727c54bd76d8,created,2026-05-10T14:04:42
09c64525-9782-46f9-bbcf-c30718f5b905,754ac1eb-448a-4e81-b8df-727c54bd76d8,picking_started,2026-05-10T20:58:14
f416c53e-4959-41e1-9514-bdcaf4d401c8,754ac1eb-448a-4e81-b8df-727c54bd76d8,picking_completed,2026-05-11T04:31:23
efede9bb-ee5b-4909-a2e4-5f0918f44b5e,754ac1eb-448a-4e81-b8df-727c54bd76d8,packing_started,2026-05-11T05:21:03
299c001a-8eea-4d5d-8c7d-f506ce09078c,754ac1eb-448a-4e81-b8df-727c54bd76d8,packing_completed,2026-05-11T12:04:17
8c3c3d22-1f75-46cc-978f-8282dcf46f63,754ac1eb-448a-4e81-b8df-727c54bd76d8,shipped,2026-05-11T18:14:34
3a41db23-d3a4-4f8b-ac00-8b865558564d,eb5b53b5-ef8f-447b-a957-02f3052a28c1,created,2026-05-18T06:22:58
945c77b3-3560-4657-b809-9e4f21e71b7c,eb5b53b5-ef8f-447b-a957-02f3052a28c1,cancelled,2026-05-18T08:09:09
959d5333-d5bd-4365-9b2d-a8143e71cc0a,342fd21e-c522-40d6-8a95-1b12cff2e156,created,2026-05-25T20:10:08
be5448d1-656f-4659-8823-905dd070bcd2,342fd21e-c522-40d6-8a95-1b12cff2e156,picking_started,2026-05-26T06:54:20
