id,warehouse_id,sku,checkout_id,quantity,reserved_at,released_at,status
6751bed9-f16a-4f7d-b5a9-eb49d5ca2e91,WH-WEST,BEV-005,f384b88d-3200-41ff-ab91-9ba1304d6c62,2,2026-05-20T16:34:54,,committed
c45c8b54-92e8-4495-b64b-808f95012c40,WH-WEST,BEV-003,7602e90c-6ebe-4c70-81e6-6290637dd557,1,2026-03-22T05:45:59,,committed
619e709e-479b-486e-8a9e-784fe243f508,WH-WEST,JAF-002,7602e90c-6ebe-4c70-81e6-6290637dd557,1,2026-03-22T05:45:59,,committed
e3ff4106-c051-4ffe-be66-1530481c12d6,WH-EAST,JAF-002,dd28601c-560f-4cf3-9944-cd6fd5d87340,1,2026-07-28T14:52:31,2026-07-28T14:59:31,released
86ae7431-b8de-498f-a44f-e2bf99c5dc61,WH-EAST,BEV-003,dd28601c-560f-4cf3-9944-cd6fd5d87340,1,2026-07-28T14:52:31,2026-07-28T14:54:31,released
ee61026c-70d1-4687-9bf8-60f27e7c33eb,WH-EAST,BEV-002,dd28601c-560f-4cf3-9944-cd6fd5d87340,2,2026-07-28T14:52:31,2026-07-28T14:55:31,released
cb326033-a669-4a44-97ee-ee655d4063e0,WH-WEST,BEV-001,be7d8abd-c505-4deb-9e69-4791363d906d,1,2026-05-05T22:11:05,2026-05-05T23:05:05,released
12b43e5c-a0c8-4bde-a873-772f1684ef46,WH-WEST,JAF-005,9ac05cc6-169b-4b69-9f49-991a4773ca6f,1,2026-03-19T15:46:13,,committed
cccc2ed3-7ba2-489f-8403-56cd897de5a6,WH-WEST,JAF-005,79b440a6-f65b-4cee-b158-d01384b9d87d,2,2026-07-25T06:11:59,2026-07-25T06:17:59,released
0fa4671f-44bb-458e-a8ff-375d03e2970f,WH-WEST,JAF-001,79b440a6-f65b-4cee-b158-d01384b9d87d,1,2026-07-25T06:11:59,2026-07-25T06:17:59,released
428c178f-45e2-4df2-883f-275047f31041,WH-EAST,JAF-001,0126f30f-f68a-4dc6-8bed-56fdde5b943a,1,2026-05-16T01:23:18,,committed
47e55fa5-62d5-4e43-8a86-60b2e43ece1f,WH-EAST,JAF-004,0126f30f-f68a-4dc6-8bed-56fdde5b943a,2,2026-05-16T01:23:18,,committed
8836f27f-7794-4efe-821a-791a1da0cee1,WH-EAST,JAF-005,8f8d7c25-f4eb-42f0-9012-61460c190e2d,1,2026-07-23T11:22:19,,committed
0de34d27-c45a-474b-be8a-444f887acc99,WH-EAST,JAF-004,8f8d7c25-f4eb-42f0-9012-61460c190e2d,1,2026-07-23T11:22:19,,committed
37376fc0-87f7-409f-b1fe-dec88dc37280,WH-EAST,BEV-005,8f8d7c25-f4eb-42f0-9012-61460c190e2d,1,2026-07-23T11:22:19,,committed
037da427-31c8-408a-ab82-2210605e918f,WH-WEST,BEV-004,12d98fd6-40b2-4719-a477-3f1474a7638d,3,2026-05-27T08:56:40,,committed
c349cbb2-061a-4278-b257-2db95c89f61c,WH-EAST,BEV-004,b37b879c-b3b8-41b5-9f1b-13de6bcf1a82,1,2026-08-09T06:11:16,,committed
eff3a97c-c95e-423a-ac85-6c2e539cbe26,WH-EAST,JAF-003,b37b879c-b3b8-41b5-9f1b-13de6bcf1a82,1,2026-08-09T06:11:16,,committed
64e70b74-3d6a-4c74-b3c9-7e15ec051ef6,WH-EAST,JAF-005,b37b879c-b3b8-41b5-9f1b-13de6bcf1a82,3,2026-08-09T06:11:16,,committed
73c2df36-1571-46f4-99d5-5a36be15a660,WH-EAST,BEV-001,b37b879c-b3b8-41b5-9f1b-13de6bcf1a82,1,2026-08-09T06:11:16,,committed
58cbd74f-99c0-4bed-bb8a-8b5254d9f701,WH-EAST,JAF-004,a42d0b85-b47c-497e-b5b5-e568f846f52e,1,2026-04-21T20:56:05,,committed
947cee70-4854-4340-8c8e-c56811f2c1e9,WH-EAST,JAF-001,a42d0b85-b47c-497e-b5b5-e568f846f52e,2,2026-04-21T20:56:05,,committed
43ea0891-35cc-4a29-bc82-f3a0a5b27dad,WH-WEST,JAF-004,33839eaa-89ff-43fb-85cf-a3a7d48c8bc6,2,2026-07-19T15:24:21,,committed
7dfc332a-f478-423b-a73b-34d8d07bd4f7,WH-WEST,JAF-004,e007877c-46ac-4105-b001-36d888cf7a3c,1,2026-06-05T17:37:34,,committed
da32095d-9b09-478b-bea8-e69cd9abbffe,WH-WEST,JAF-001,d45d0d92-d717-4d9e-80af-5abc582cae97,3,2026-05-23T23:05:33,,committed
834c263f-f670-4265-bae4-23e4f12b01cb,WH-WEST,BEV-003,a541ad93-67d5-42c4-b806-3bb109d27d48,3,2026-03-23T20:07:11,,committed
202731be-433c-4d1e-a53c-b6a9bda8ed36,WH-WEST,BEV-001,a541ad93-67d5-42c4-b806-3bb109d27d48,1,2026-03-23T20:07:11,,committed
aedda02e-5bf2-4929-837f-8cec0c26cf57,WH-WEST,JAF-005,a541ad93-67d5-42c4-b806-3bb109d27d48,1,2026-03-23T20:07:11,,committed
96f2c506-f3d5-44cd-a99e-e65476e75ca1,WH-WEST,JAF-001,a541ad93-67d5-42c4-b806-3bb109d27d48,1,2026-03-23T20:07:11,,committed
d720a697-fdce-4aa2-bed7-b5c738a2afef,WH-EAST,BEV-004,0e1b7071-6f6c-44fb-8f7a-6e73da639393,2,2026-03-14T12:32:06,,committed
b9a8a424-ec06-4dd2-b08c-c701caac022d,WH-EAST,JAF-005,abb786fa-90b0-4ac2-8ccc-29f2b67381ef,1,2026-02-20T21:53:37,,committed
ee028927-368f-4085-9aaf-ec9f63fde348,WH-WEST,JAF-003,33e8813c-d800-47d4-adc7-631be1831933,2,2026-06-28T07:19:57,2026-06-28T07:47:57,expired
b436cc60-473a-4a41-9ab7-7fc14cc88460,WH-WEST,JAF-002,33e8813c-d800-47d4-adc7-631be1831933,3,2026-06-28T07:19:57,2026-06-28T07:45:57,released
a545ee0c-fde6-4e1e-9a94-c9e39ab2df7f,WH-WEST,BEV-001,52000ed8-b0eb-4e2f-a09e-35ae002af898,1,2026-04-06T09:31:53,,committed
d91a2416-7f54-4f15-9509-21df351ea33d,WH-EAST,BEV-005,cb4755b2-19a3-43d4-a783-ff2104eeefb6,1,2026-04-24T00:08:37,,committed
932f49d9-8079-43c6-8774-7914d21105d3,WH-EAST,BEV-004,cb4755b2-19a3-43d4-a783-ff2104eeefb6,2,2026-04-24T00:08:37,,committed
c6bbdd1a-ec83-497f-bcc8-e90c56af364c,WH-WEST,JAF-002,5329f02c-22fc-471d-a723-71aa054de7d0,1,2026-07-22T18:33:35,2026-07-22T18:52:35,released
7234daf2-3405-41c4-99f8-6951273b9a1f,WH-WEST,JAF-003,5329f02c-22fc-471d-a723-71aa054de7d0,1,2026-07-22T18:33:35,2026-07-22T19:02:35,expired
59225449-1043-4fc3-92c3-7cf1f043cfc9,WH-WEST,JAF-003,5329f02c-22fc-471d-a723-71aa054de7d0,2,2026-07-22T18:33:35,2026-07-22T19:12:35,released
fe782973-08d7-48d9-8d5b-d218e4252e90,WH-WEST,BEV-001,cfaf022a-33e4-4df6-b42a-61cf37804734,3,2026-02-27T08:16:45,2026-02-27T09:14:45,expired
e040bae3-4598-4ce4-94d3-ee9ba67a10c7,WH-WEST,BEV-004,24c8bebb-d0e7-4c13-97c7-b22b3b06779c,1,2026-06-01T23:09:50,,committed
b8b90dfe-509c-4c96-82c3-329169c91704,WH-WEST,JAF-003,8f5e6f2f-15f5-4766-be37-a390c1a0a6ed,1,2026-08-04T08:02:16,,committed
a475156a-d694-4adc-8f0e-fce5da2abe21,WH-EAST,JAF-003,563eda74-21cb-4c18-8540-3bad33c13a8e,1,2026-04-02T03:55:29,,committed
2fa1d758-b2e0-4225-9faa-d19baae3ca16,WH-EAST,JAF-003,0486bd6e-0223-45e8-8b72-dcda0c462c2b,1,2026-07-18T10:25:59,,committed
abd084a6-6826-4bef-88c9-fb2e9e346397,WH-EAST,JAF-004,0486bd6e-0223-45e8-8b72-dcda0c462c2b,1,2026-07-18T10:25:59,,committed
c10c83f6-f72f-4d32-ab84-415b142d83e5,WH-EAST,JAF-004,0486bd6e-0223-45e8-8b72-dcda0c462c2b,1,2026-07-18T10:25:59,,committed
a1446159-74c1-485f-ac88-4c62d40f1029,WH-EAST,JAF-001,0486bd6e-0223-45e8-8b72-dcda0c462c2b,1,2026-07-18T10:25:59,,committed
85960f44-9691-4543-aea0-9d833a608dc7,WH-WEST,BEV-004,d091f526-a1df-4047-9949-2704dad874d7,1,2026-04-03T04:14:21,2026-04-03T05:13:21,expired
741da5cb-cfde-4c3a-9ae1-f3659c48bb9d,WH-WEST,JAF-003,d091f526-a1df-4047-9949-2704dad874d7,1,2026-04-03T04:14:21,2026-04-03T04:37:21,released
896cb3fd-b674-411f-b0cc-d94236e3cf03,WH-WEST,JAF-001,8b94c4b7-6cca-4321-bf97-d1b058dabcc4,1,2026-04-07T04:14:04,,committed
dfda030e-7bbd-477b-be7c-1414a7d2b0b2,WH-WEST,JAF-004,8b94c4b7-6cca-4321-bf97-d1b058dabcc4,1,2026-04-07T04:14:04,,committed
04c0c89c-4741-4bc9-b9f7-ff7204589b31,WH-WEST,JAF-004,8b94c4b7-6cca-4321-bf97-d1b058dabcc4,1,2026-04-07T04:14:04,,committed
7f4ab09b-1d72-4b66-b229-70134f1f94fe,WH-WEST,JAF-005,a9c0dbe6-195e-4b5c-b353-d2f8cea32154,1,2026-08-06T21:39:48,,committed
749ffcd9-1963-418a-b56f-cfcb843e0314,WH-WEST,BEV-002,a9c0dbe6-195e-4b5c-b353-d2f8cea32154,1,2026-08-06T21:39:48,,committed
aa986406-4e03-4443-8ed9-131daab3b82a,WH-EAST,BEV-005,91ec046d-5772-406e-b174-a9f47fead344,1,2026-04-05T04:49:54,2026-04-05T05:28:54,expired
d9cd077c-21ae-4846-814a-64bab19f2027,WH-WEST,BEV-005,b72cbcc0-c3b0-4d1e-825e-605e4a2e696e,2,2026-05-20T18:30:22,,committed
c4c79eba-f7e6-43c2-b6d1-c1a96d7cd5e5,WH-WEST,BEV-005,b72cbcc0-c3b0-4d1e-825e-605e4a2e696e,1,2026-05-20T18:30:22,,committed
ba6afeef-71c0-4574-8232-7b923f88088c,WH-EAST,BEV-004,35998918-883e-43b5-9369-eb57c8f8b69a,1,2026-05-17T22:00:56,,committed
00090c8e-6003-4feb-9866-df9017382c2d,WH-EAST,BEV-001,35998918-883e-43b5-9369-eb57c8f8b69a,1,2026-05-17T22:00:56,,committed
33888a23-b55f-4c44-84f6-2f856a11dcf6,WH-EAST,BEV-001,35998918-883e-43b5-9369-eb57c8f8b69a,1,2026-05-17T22:00:56,,committed
266884ca-fbe4-41ad-8cd3-21aff96c9944,WH-EAST,BEV-001,35998918-883e-43b5-9369-eb57c8f8b69a,2,2026-05-17T22:00:56,,committed
7f9b95fe-54eb-4b0b-8f9c-1d4b4cee253f,WH-EAST,BEV-004,fe05dd37-55ed-4ad7-a396-2cea4d9e3d34,1,2026-04-05T18:14:57,,committed
029b4da5-8233-4223-822b-c0f2055a0b07,WH-EAST,BEV-005,e3e17d84-0b49-42f0-94d4-c3ee5c918f7d,1,2026-05-29T21:30:04,2026-05-29T21:45:04,released
25995129-14d5-4caf-910f-7e44943e5314,WH-WEST,JAF-002,2979126e-fe61-487f-be0f-51d346cfc954,2,2026-07-12T12:51:52,,committed
9dc2f369-5d62-4eb3-9553-33c6de3b6313,WH-WEST,JAF-003,8dfe4a7e-d409-4ebf-aa5d-14ef8ec9e8da,1,2026-08-08T21:30:54,,committed
fd9df70b-dd88-4c28-b6d2-808d1ee0bd31,WH-WEST,JAF-005,8dfe4a7e-d409-4ebf-aa5d-14ef8ec9e8da,1,2026-08-08T21:30:54,,committed
920eb11c-b170-43bb-8ee1-14761786fbbd,WH-EAST,JAF-001,a4668297-073b-4a24-9bb3-8ccd89527647,1,2026-03-12T00:01:13,2026-03-12T00:27:13,released
b90eaa12-7508-4d4c-b42c-0d06bae78171,WH-EAST,BEV-001,a4668297-073b-4a24-9bb3-8ccd89527647,1,2026-03-12T00:01:13,2026-03-12T00:35:13,released
db99435b-0e9f-48e7-8806-6066aaff5393,WH-WEST,BEV-002,cda4c6a8-9fef-44b4-b6c4-f3fb8dcec15d,1,2026-05-16T03:26:04,,committed
8c6d9dc6-c99d-4d7d-9ea8-3a9d38e20f75,WH-WEST,BEV-003,cda4c6a8-9fef-44b4-b6c4-f3fb8dcec15d,1,2026-05-16T03:26:04,,committed
dd475ab4-a970-4130-9c82-cc36a973829b,WH-WEST,JAF-004,c559b52d-8fb4-4591-92b7-59fe381e6e50,1,2026-04-24T04:13:06,,committed
42dea36f-7c09-465a-941e-b377e89e986a,WH-WEST,JAF-003,c559b52d-8fb4-4591-92b7-59fe381e6e50,1,2026-04-24T04:13:06,,committed
adeadb0b-3418-4716-9142-6a0bc3e49d62,WH-WEST,JAF-004,c559b52d-8fb4-4591-92b7-59fe381e6e50,1,2026-04-24T04:13:06,,committed
72cae127-2af0-4f70-b81c-ba419b2f97f8,WH-EAST,JAF-005,10c7e0b5-4c90-4554-8aba-adc027a5145b,1,2026-06-12T09:45:11,2026-06-12T09:55:11,released
7c0fe54e-3132-4b84-917f-34cb6ca59893,WH-EAST,BEV-003,10c7e0b5-4c90-4554-8aba-adc027a5145b,1,2026-06-12T09:45:11,2026-06-12T09:49:11,released
85a196c0-78ae-4657-bb42-76654ceaa690,WH-WEST,BEV-003,9915c523-e847-4642-99ae-8d21d912b4c9,3,2026-08-11T04:33:25,,committed
d7d92d07-5f14-46fb-8c09-5732c92aa36d,WH-WEST,JAF-005,7460f697-1dd6-41d4-8be7-8c13157090ce,3,2026-03-21T13:30:49,,committed
410f5be3-e3be-46e9-bc75-a5d61342d722,WH-WEST,JAF-004,7460f697-1dd6-41d4-8be7-8c13157090ce,1,2026-03-21T13:30:49,,committed
e0c0f5bc-b66a-4771-8b01-cab8e3a8a2ef,WH-EAST,JAF-005,0f61e28e-7a75-4a43-9adb-42c84c77d741,1,2026-04-07T01:46:10,,committed
252dd093-0a5b-4c4e-9901-0eabfda5dfe9,WH-EAST,JAF-005,0f61e28e-7a75-4a43-9adb-42c84c77d741,1,2026-04-07T01:46:10,,committed
4a19ff1a-ebf8-4bbc-8406-3afeb83c7d3a,WH-EAST,JAF-001,4801882b-10bf-4e47-a62e-6c8e63f6018f,1,2026-04-20T01:56:33,2026-04-20T02:00:33,released
45bf7b65-2b6f-4a94-8475-232193d4e9f4,WH-WEST,JAF-004,ce99ecb8-a883-4816-9a66-435aa072f2f8,1,2026-04-05T05:39:32,,committed
2e4c2592-77bb-46a2-9646-c14e037c26c9,WH-WEST,BEV-004,14b9de07-e85d-41a8-af17-7bc91649dea2,2,2026-07-10T13:01:57,,committed
df962320-4df4-447c-8bab-9e10c79f5ca4,WH-WEST,JAF-005,00f771f2-d1c2-46bf-90f9-4f7c1bcf2090,1,2026-07-14T04:26:00,,committed
988f84bb-a625-4580-9cef-4809a065f255,WH-EAST,JAF-004,9204eef5-a92b-4c47-9d34-3cbbf1842398,2,2026-05-05T20:09:01,,committed
0039138d-e0ca-4bfb-8f55-397c05835640,WH-WEST,BEV-002,80658fd7-2c3d-4f43-b96a-adadf0fee152,2,2026-05-15T06:46:00,,committed
f3bcf147-450e-48de-825a-130fd17478a6,WH-WEST,JAF-004,80658fd7-2c3d-4f43-b96a-adadf0fee152,1,2026-05-15T06:46:00,,committed
10fa69d5-8dc9-400e-b64a-73cbe2618c93,WH-WEST,JAF-003,80658fd7-2c3d-4f43-b96a-adadf0fee152,1,2026-05-15T06:46:00,,committed
c84b9bfa-0f6b-47aa-8221-44aadcace4e5,WH-WEST,BEV-003,80658fd7-2c3d-4f43-b96a-adadf0fee152,1,2026-05-15T06:46:00,,committed
eca41459-2895-454c-b417-ab4853b3b391,WH-EAST,BEV-002,542f1a8b-738a-4299-a3f8-4699f670ceb9,1,2026-06-17T18:01:16,2026-06-17T18:25:16,released
7656009d-321b-4201-88b3-1a4b56dcb798,WH-EAST,BEV-002,5b54d0b6-85c2-4522-afd0-61a79227a851,3,2026-03-13T04:25:05,2026-03-13T05:13:05,released
10912c59-a8c5-47df-955b-dab91ebc3883,WH-EAST,BEV-001,5b54d0b6-85c2-4522-afd0-61a79227a851,1,2026-03-13T04:25:05,2026-03-13T05:07:05,expired
933f13b3-516a-4dee-909f-87525e058d7d,WH-EAST,BEV-002,5b54d0b6-85c2-4522-afd0-61a79227a851,2,2026-03-13T04:25:05,2026-03-13T04:36:05,expired
53e1679a-3bae-455c-a56c-833cce7a8ac2,WH-WEST,JAF-001,9f479218-b1e8-4555-8ea9-15e5625e85dd,1,2026-04-08T23:11:31,,committed
1114ad53-05bd-423d-8d7b-e1156bf56906,WH-WEST,BEV-005,9f479218-b1e8-4555-8ea9-15e5625e85dd,1,2026-04-08T23:11:31,,committed
20e4632e-38bc-4974-a3f8-86bed0782823,WH-WEST,JAF-003,9f479218-b1e8-4555-8ea9-15e5625e85dd,1,2026-04-08T23:11:31,,committed
916f5521-f554-453b-a698-0dc4d427f65c,WH-WEST,BEV-002,9f479218-b1e8-4555-8ea9-15e5625e85dd,1,2026-04-08T23:11:31,,committed
491c8ca5-448d-4926-b4c1-c187554f0880,WH-EAST,JAF-002,dd04b6ee-6ef0-4970-9991-87351b7c94ca,-1,2026-05-23T08:21:15,2026-05-23T08:26:15,released
33bac425-a737-4d54-b29e-3993d54b63f6,WH-EAST,BEV-004,dd04b6ee-6ef0-4970-9991-87351b7c94ca,2,2026-05-23T08:21:15,2026-05-23T08:30:15,released
f3695591-b3b3-46b1-a73a-e97e45fbbba9,WH-EAST,BEV-005,dd04b6ee-6ef0-4970-9991-87351b7c94ca,1,2026-05-23T08:21:15,2026-05-23T08:24:15,released
1a474439-8caf-4884-b202-254b43ebaf16,WH-WEST,JAF-001,cd5401f1-b46e-4f21-84c9-577016773cf2,1,2026-06-26T20:51:15,2026-06-26T21:01:15,released
f293354a-eb5a-43cb-8ac5-2ddbe9106e7e,WH-EAST,BEV-005,6098ea5f-46dc-4d20-9743-535f86eed2bf,2,2026-08-01T21:44:55,,committed
638f6b8c-2cd1-4c76-9d61-0f5be156d113,WH-EAST,JAF-003,6098ea5f-46dc-4d20-9743-535f86eed2bf,1,2026-08-01T21:44:55,,committed
f77c4ec2-288d-4af4-94db-6289bed65799,WH-EAST,JAF-005,6098ea5f-46dc-4d20-9743-535f86eed2bf,1,2026-08-01T21:44:55,,committed
bd9d1b5c-325b-4ce7-bd82-27a9b742c130,WH-EAST,JAF-003,0c5b4cc9-002e-4f0b-832e-e211529a0273,2,2026-06-30T12:23:59,,committed
088f3421-eafd-467c-b5db-2c3fa7dd4fcf,WH-EAST,JAF-004,0c5b4cc9-002e-4f0b-832e-e211529a0273,1,2026-06-30T12:23:59,,committed
a3bb1c5b-529d-40d5-b181-bea67077c173,WH-EAST,JAF-002,d0af6f43-e827-4e8b-9f0c-da4c29a37d07,2,2026-04-28T19:13:07,,committed
5de1b1d0-c58d-4c0a-8273-a66cf593c7e2,WH-EAST,JAF-001,d0af6f43-e827-4e8b-9f0c-da4c29a37d07,1,2026-04-28T19:13:07,,committed
14d61383-911e-48d0-936e-ed07dddd41a9,WH-EAST,BEV-005,d0af6f43-e827-4e8b-9f0c-da4c29a37d07,2,2026-04-28T19:13:07,,committed
522df883-bdd3-47ff-9d9b-508afd6b3301,WH-WEST,JAF-005,d2a9859e-eed1-41f8-902b-b5ed6b6d8147,3,2026-08-07T21:47:38,,committed
4e230e97-6f27-4052-b0e2-dd85bc60a53c,WH-WEST,JAF-001,d2a9859e-eed1-41f8-902b-b5ed6b6d8147,1,2026-08-07T21:47:38,,committed
56ad3822-25cc-4f02-b8be-c33623539a83,WH-WEST,JAF-001,c9c307e7-73df-46a4-85fc-2fd5b2483a37,1,2026-03-01T19:52:08,,committed
77165bc6-4475-498d-a025-5f34a053ac22,WH-EAST,JAF-001,1d8384a7-24f6-44e8-ae01-2f1560de8918,1,2026-05-08T02:44:58,,committed
3aa49ae1-ec1f-4985-985f-b4a7e79f23ff,WH-EAST,JAF-003,79c5a5e2-35d6-43db-bd4f-d7fb6bcb32e8,1,2026-08-05T17:49:14,2026-08-05T17:59:14,released
dc652c50-afe3-4a44-8f21-2799e3224faf,WH-WEST,BEV-004,f3dd4e24-d3b2-48b9-ace9-cfdcd0379884,1,2026-08-09T00:41:33,,committed
d9c9e2bf-267e-4bcb-82d8-da480f9fed6f,WH-WEST,BEV-003,f3dd4e24-d3b2-48b9-ace9-cfdcd0379884,1,2026-08-09T00:41:33,,committed
97a63c32-c0b9-4f40-b0e2-406d77236b94,WH-WEST,BEV-005,f3dd4e24-d3b2-48b9-ace9-cfdcd0379884,3,2026-08-09T00:41:33,,committed
bebbc30f-a491-48a3-a627-e6fef7367a9c,WH-WEST,JAF-004,d9daec39-2504-48af-928c-c77e26bb73c1,2,2026-08-14T21:44:01,2026-08-14T22:09:01,released
a9bc1738-d6f4-4c82-ba53-e0863f43ef97,WH-WEST,JAF-004,9d7dea03-72cf-4913-a3ef-6579fe6d7253,2,2026-02-22T11:20:42,,committed
6674865f-001e-4adf-ad6b-291d2e44d1f3,WH-WEST,BEV-005,1e521731-b87b-4dec-b87c-d4e1a17a7623,1,2026-03-18T04:02:45,2026-03-18T04:28:45,expired
ccbb6dbe-ef46-44f8-bea8-bc74bdc547d5,WH-WEST,JAF-005,1e521731-b87b-4dec-b87c-d4e1a17a7623,-1,2026-03-18T04:02:45,2026-03-18T04:15:45,released
124b6ae6-5de7-4d28-830e-5ea34bee5cb5,WH-WEST,JAF-003,1e521731-b87b-4dec-b87c-d4e1a17a7623,2,2026-03-18T04:02:45,2026-03-18T04:26:45,released
6bf75ac8-7239-43aa-92ee-dd45f72d9aef,WH-EAST,JAF-002,f41c0386-5952-43b8-ad5c-3a317d992a0b,1,2026-03-03T07:11:25,,committed
6eb872a8-5bf7-4861-848f-1f952e8eb14b,WH-EAST,BEV-004,f41c0386-5952-43b8-ad5c-3a317d992a0b,1,2026-03-03T07:11:25,,committed
cf8671a7-369a-4152-8b03-66a74549e9e5,WH-EAST,BEV-003,f41c0386-5952-43b8-ad5c-3a317d992a0b,1,2026-03-03T07:11:25,,committed
9ce9d124-1488-4494-8303-945b88eb2d29,WH-WEST,BEV-004,f74a0cf5-670b-4f5c-a663-abe3c9ef7705,1,2026-08-03T21:29:08,2026-08-03T21:34:08,released
360ee96b-ae9c-4072-80c2-69d05fd90425,WH-WEST,BEV-001,f74a0cf5-670b-4f5c-a663-abe3c9ef7705,1,2026-08-03T21:29:08,2026-08-03T21:31:08,released
90e5de5a-1c35-4f00-9f97-b95f2b989013,WH-WEST,JAF-001,f74a0cf5-670b-4f5c-a663-abe3c9ef7705,1,2026-08-03T21:29:08,2026-08-03T21:35:08,released
a8360ab3-8e1c-4beb-8614-8e2fdd28c76e,WH-WEST,JAF-001,2e01b80f-3f11-4c87-b897-fda00e7f02fd,1,2026-04-08T16:31:00,,committed
d0201dac-0198-4ffa-8943-30f7984b173b,WH-WEST,BEV-001,2e01b80f-3f11-4c87-b897-fda00e7f02fd,1,2026-04-08T16:31:00,,committed
5584134b-33ab-4eac-a9d5-85f16748593e,WH-WEST,JAF-002,2e01b80f-3f11-4c87-b897-fda00e7f02fd,1,2026-04-08T16:31:00,,committed
7022db8f-349c-48b5-968a-b98f31197beb,WH-WEST,JAF-002,90fe9d55-3a62-4e3c-b9e5-fa7c6ca62305,1,2026-07-14T15:01:36,,committed
b72d44fd-7eaa-456c-87ac-5ac649716a79,WH-WEST,JAF-004,58da401e-9e8c-42c3-b22c-5e4e80d05671,1,2026-05-18T06:07:58,,committed
49fb49a5-92d6-427b-8c10-1572bd18d625,WH-WEST,JAF-001,b3b702ed-6251-42ad-b8b0-d129109c7ea0,2,2026-02-20T23:39:16,2026-02-21T00:39:16,expired
f9a7f491-7a44-4ce5-8a04-a5e86cd9c617,WH-EAST,BEV-002,0e48c2cb-a7ca-46c9-9a57-4534ed34838b,3,2026-03-07T02:50:15,,committed
aab7d79b-ae24-4e61-8a1a-006d51ed3e32,WH-WEST,JAF-004,62b50ee7-3964-4752-8226-2d6511224c88,1,2026-02-18T23:16:10,,committed
fb1b7e23-6b8a-4184-b6c8-2a1b30fe2085,WH-WEST,JAF-002,62b50ee7-3964-4752-8226-2d6511224c88,1,2026-02-18T23:16:10,,committed
9fe1c75b-7e55-48bd-a1e9-a2041c2d9d66,WH-WEST,JAF-004,62b50ee7-3964-4752-8226-2d6511224c88,1,2026-02-18T23:16:10,,committed
5964833d-9f46-4d7c-ae6b-98d9614c5876,WH-WEST,JAF-005,62b50ee7-3964-4752-8226-2d6511224c88,1,2026-02-18T23:16:10,,committed
50e2f6d6-54c5-40e0-90ca-32e88786a978,WH-EAST,BEV-002,0b2ee4e7-13bd-4dc2-a38d-689f2bafd1dc,1,2026-08-02T14:13:17,2026-08-02T14:19:17,released
2ed0365d-439c-4473-b3ed-bedec0da1c8a,WH-EAST,BEV-002,0b2ee4e7-13bd-4dc2-a38d-689f2bafd1dc,2,2026-08-02T14:13:17,2026-08-02T14:20:17,released
f64b5e0d-8434-42f7-8a85-f31ab1de38aa,WH-EAST,BEV-004,0b2ee4e7-13bd-4dc2-a38d-689f2bafd1dc,1,2026-08-02T14:13:17,2026-08-02T14:23:17,released
