customer_id,marketing_opt_in,preferred_channel,preferred_language
7bd64d99-cfe2-4e61-aed9-8b6f3d410468,False,sms,fr
d1c356c7-a230-4e49-abb6-3eb1f58155cd,False,email,en
3e5dc535-3e67-47d0-8eed-547c7f51e8c9,False,none,en
50fb8eb8-955f-41ca-ab6a-faaff8141652,False,email,fr
922d63c5-873c-4693-9775-df99ba006ccd,False,none,fr
72fd6924-b954-4c8f-9c0b-2545d0efe53b,True,none,en
49a962c3-f4f1-4c85-accc-a1e3a243a202,False,email,fr
e6e0c2ef-00b6-4d38-a129-32d4aa4e795d,True,email,en
6f2f044e-7270-4c80-8003-fd28bb66c57c,False,sms,es
b65fff66-1997-4dd8-bc91-1349a415e4a0,True,email,de
d6914b8f-0d72-4044-a61b-055adb02f005,True,push,es
76d2b7be-1fa1-441b-9de1-97c64d06c646,True,sms,es
19a91b0b-51dc-434f-978a-177588409f99,False,none,de
eefcf9f0-dbd0-4907-a619-121deeb825dc,False,none,en
d4d6c47d-5048-4008-b088-4f13691fbefd,True,push,fr
7e06ea60-a336-46ee-a77d-ca114267af0d,True,none,en
187d49e0-634f-4e10-a10c-3b0be7408be0,False,push,en
96e4788e-210c-4cc9-97f7-b6b855134e0b,False,push,de
53ed5bac-fa7d-4b1d-a73c-6c2b9845c1d1,False,push,fr
748db0ca-899a-4da8-8177-2fa1ec2a9302,True,push,en
ce8210c0-c537-4fd0-80ef-c3e8063b748a,False,push,en
0db82818-585b-4e3f-9898-2a72727c2e42,True,sms,de
bf32ccad-096c-457c-9147-6f220d46e227,False,none,en
2660b7ac-6c46-4392-8ddc-26194c532341,False,push,en
447fed8a-4bae-41c5-b5cd-cbf6a09c4782,True,email,en
f9c2b37f-2e88-4008-a277-99f35c4760bf,True,sms,fr
8020c8de-2e83-4aae-8bd6-638db33f0978,True,push,fr
65dbcba7-fbb7-4837-ace0-5cd3cc5dd4a4,True,sms,es
c90ea8ef-05ef-4528-bb65-06a8180093d8,False,push,en
6ffc9798-2bb6-43ca-823b-e9dda0935299,False,email,en
0e7b96a0-3300-42a0-b46a-0376d91610eb,False,email,es
4acffd44-9d77-4c09-afdb-e7f93ee5518b,False,push,en
c8544096-3228-4db0-b3de-4f0da1974b40,True,sms,en
5a2b4f14-e7ac-4b3a-bf58-688bca696e5f,True,none,es
9adbebb4-c5dd-473e-b0ca-c36f10577392,False,none,en
5e3636fd-a0a7-44c0-96e8-3d906cdbb119,True,push,en
a4512e27-9e9c-4aa8-bc00-11e9e1f1fd9f,True,sms,fr
9d37a85b-84b4-486d-b852-fd896a50fbf6,False,push,es
3d097c4e-dd09-4cfa-8460-39fd4fb8a1cc,False,push,en
d285a28f-6fa3-4c70-9469-73e7fe1787ae,False,push,en
446153de-73e0-4d85-a593-2c3ae8664564,True,email,en
53352c2c-02b9-41af-b276-94d6d22379fe,False,sms,es
4041ba09-7a39-4b37-9e0e-f39a765d9c82,True,sms,de
80968676-93cd-4bf5-a9f9-595055ff800a,True,none,de
bb0bc182-b8f7-4f26-b794-dca522dd4cec,True,none,en
8e6a03da-15e7-44e8-bec1-426b65edb389,True,none,en
a3867ed0-9303-4ce2-b40d-a9711a5efef0,False,push,en
7d0a9ece-1d73-43ea-98e7-8bbe21e890ec,True,email,en
2f76575f-2d85-40ca-8f3b-82b14debc678,True,push,en
fc41d86f-78f3-476a-882c-3eafc02d61f2,False,sms,fr
72874237-a564-45ff-95cf-5fb3ab18e7c8,True,none,de
a311b0c8-1b63-4405-8097-09a984512389,True,none,es
7b971d80-7566-4bfa-93b7-b87270c4b732,True,none,fr
c64e9b29-2c3f-4a02-bf80-175c5a980c92,False,push,en
7528c8de-b892-4894-8892-94a29730aa9c,False,sms,de
1bcdbd0d-0e2f-4fdf-a8d5-214d3b49c7e2,True,push,en
5261268c-aa94-438a-921a-05efc0d414ac,True,push,en
4d97e8a1-7720-4190-b326-dccfa2ec4426,True,sms,de
d6de888a-0aee-4f77-a7d4-daba8f0da415,False,none,en
cd709ef0-753a-4968-b981-ab264708b37a,True,sms,es
8cef9627-37e9-4bad-a5d7-69f87f291c90,True,push,fr
34b17474-7fef-4a04-8009-f83028f66521,True,sms,fr
35bb651c-499f-433f-b5af-b793b285e727,False,sms,en
3e28e5b6-fe21-474e-b5bc-95ac85c187ad,False,email,en
be999c23-fb5b-4060-b4aa-bd50fe8ab5f6,True,none,en
0855291e-0a0d-4e17-931b-beabbc173f85,True,email,es
87fc5559-9d20-4780-8c0e-b7c248cd6236,True,none,en
878f6e41-bcd7-4f18-aa89-90133272eafa,True,push,en
90b6264d-1278-47c8-a418-6498aac365ba,False,none,de
7d4b9dcb-d4ff-42fa-9c58-5657c61f4954,False,email,fr
4671e25f-30dd-4e69-bd9f-8b7f48135732,True,sms,en
254292b3-d9f3-4b20-be39-1db058d17bb9,False,email,en
1acd402c-8758-4f7a-9a24-57636d44ede6,False,none,es
1d94038e-346e-4263-a10f-7fa4e5d1179e,False,sms,es
b51ad0d8-7b4d-4859-8de9-fd9feb62c888,False,sms,fr
ce5ac3ba-cbec-4482-816e-1ee6def437e2,False,sms,de
4d481210-54e4-4e94-80f3-81ba408de5a5,False,email,fr
bbe44e0a-dc83-4c13-a357-89d0c4f06f29,True,none,de
09a354a5-a7cb-4687-8a52-c4a71feba0d2,True,push,de
d33f758e-ba0e-463c-ba18-0cd99108c547,False,none,es
a6e1b4c7-24c0-48ca-96ee-6d0a46348a82,True,sms,en
628b0262-278b-4522-aa31-ed61da01b78a,True,none,es
4d9a6ab4-f181-4f8c-9beb-e4cd9774b5d7,True,sms,en
6aff094b-52ed-46fe-8904-5752ec7e76ec,True,push,fr
f55982fc-a2f7-407d-b845-3b32df0463f7,False,sms,de
013b644d-5645-44bd-8ca3-d7d254b2ba18,False,push,fr
36654075-c818-484d-aa9f-b6e8834b1bd5,False,sms,en
a2effce6-3ad2-4811-940b-bbb5a4ad9b67,True,none,es
f419edd5-8bb5-4809-8cfc-599ab209f6da,True,email,es
e6debecd-a5cf-4ced-957e-7fb31720480c,False,none,de
f714d574-6aed-4017-952f-ff5bc4155939,True,push,en
7160f724-2528-4ac3-ba79-b6e99e6b8a01,False,sms,en
35292459-521c-4d3a-a786-3b68116663fc,True,sms,es
acb70464-ce97-4c94-a4bf-b165bd1b2fed,True,sms,de
d6cf7caa-9dd8-48c6-b4ee-5a02f62bb280,True,sms,fr
23c5eb35-05e9-4347-8854-ee86ec27393e,True,email,de
859fee02-f1ae-4067-a05f-d5db7dbbb2d4,False,sms,fr
6d883826-0157-47c4-a6cc-cb8134bcc6db,True,sms,de
827eed18-8ab1-4e5d-ab00-5d8ac9bb168b,False,sms,en
438005c2-dd1d-48aa-8bfd-7fb06851b5f8,False,push,en
b761dca2-f8ff-4709-b645-9b0591dfa353,False,none,en
fa5ae382-e7ab-4d94-bdfc-7d689bc335ab,True,push,en
7767d63a-0293-4866-ae0a-724670463aa1,True,email,es
d50199e3-7c9b-4921-9920-d234b5fc561a,False,none,de
2444fa55-4e76-4e0e-8880-6ccb037e3479,False,push,de
b2664ec9-be42-46bd-9f6d-073a50105636,False,sms,es
090fb913-1317-4169-b150-64e304451d38,False,email,de
99b2e147-d4f4-4a75-8f55-17304a277ed2,True,sms,de
239409e0-b3ad-4bf6-ba7c-08628ee3cbee,True,sms,fr
4b761c33-8a8a-4dbe-a0d0-fa3261b391ee,False,push,de
a30edde1-4a46-4acb-905c-013e285a8101,False,none,en
0815e683-4b1e-4ea3-b9e8-9d06bbfaedb5,True,sms,en
5a62f2b9-646a-4b84-b570-661ca33a139f,True,sms,es
c5dde410-2c70-486e-bb0d-974b2798825b,True,email,en
46d24c86-1a31-430e-b1c4-1f4d8632c5ee,False,none,de
07837268-1f07-43d7-a271-fa0ab4370eee,True,none,en
55ae024c-4a5e-49d8-be84-2f493dc83880,True,none,es
f0496969-2829-4c93-834d-07ef9042cd86,True,none,es
aac35f19-8d02-4c6c-b979-74da55c9ddb1,True,push,en
d0299f60-146d-4716-bc55-eb830a04779e,False,email,en
83864095-dda9-4a16-ab3a-ba6429fa3dbd,True,none,fr
352810e9-e0fe-4062-a808-83f47ad5f4d4,False,sms,en
cc1816db-c3dd-4c16-8ea7-18fe313472b9,True,sms,en
9368e74c-0581-4d77-9358-94e415a80423,True,email,fr
ce5679e9-296a-4566-ba46-98a3e0a94136,False,sms,en
099dd9b8-0a76-482f-92e1-f754d25d5aee,False,email,es
41c59ae8-bcd0-4d00-b8e9-bfaa0ce5913b,False,push,de
848c50eb-5e2a-4b53-b6b9-751bfad107b7,True,none,en
1b25718d-795f-4b30-a424-50167ae8c0ad,True,push,fr
34a9dd73-95d0-45d9-a3fb-636e4e080a6c,True,email,es
5d5ea9b6-fefd-4e25-850a-9c2d365e7e27,True,email,en
a43342bc-a956-480b-8ef3-7b28e61c9b9b,False,none,en
8d5fa184-5966-49ce-b3e7-4acfaba98bfd,True,push,en
18e7baeb-a66e-4a7d-882d-355810698bc3,True,push,es
2251b079-d6df-4d71-bd74-d2a00e841a9d,True,sms,fr
a0f290f7-884a-4d5d-b502-f43702abb2db,True,none,en
6a9699dc-eba5-4045-9b96-91504f0cfe77,True,sms,de
547f74d3-e5b0-4e69-a707-74acc44f122c,True,push,fr
2a082be2-fc91-4d5a-accd-200e91693b07,True,none,es
fd12529b-56bd-40cf-a742-a90ad36add5e,False,none,es
eb16c915-257c-4e0d-8f75-ef88a49065b6,True,email,es
d224c314-09b4-49c7-9490-53d3247615d2,True,none,en
8f40d15b-7ab5-4fdb-b9a0-767514af456f,False,push,es
2030e11b-f809-402e-8a1e-00aa3cb751da,True,email,es
e6173937-b216-46db-b863-ec7526285150,False,email,fr
1380e029-b899-4413-a8da-0741720a6a06,False,push,es
b01b46fd-8f75-4db5-806d-c5c5980008c4,False,push,de
787f43ea-3f2a-4f90-967d-6479bad4f1a9,False,none,de
bb9bad76-c7ec-4f36-842c-54c3bbb40467,True,email,en
8c39c27b-eb7a-452f-9581-a78bdf3ed9eb,True,push,de
a5f46489-06cf-45af-9efd-dbd27067716c,True,email,fr
d31efffd-fdc4-4168-ac26-83b67a6c5c47,True,sms,fr
758b4602-0ce0-440a-9584-ad59ce4216ad,False,push,es
d78e6e3f-3ff1-49b6-9dcb-129816aa0ecb,True,push,en
40cff0ad-5c91-46bc-b72b-737347aafb25,False,email,en
1435b563-f156-4cd8-9f3d-6224260e26a4,True,none,es
7532eee7-0f38-4249-9459-e40b83d75db2,True,email,en
b0cab1cc-6689-4922-a78f-5c6e1c458cd1,False,push,es
72492cee-bfcb-4501-9a63-5afe45f5215a,False,none,de
a59ab98c-fe50-412b-aa83-a693a561092f,False,none,fr
19a47a26-3ca3-42d2-9e2d-8da79f09b587,False,none,en
2aee3fe5-2eb0-4391-bb79-d4d4ffdd9931,True,email,en
33d208d7-91f2-4d70-9f75-c1bf87481c15,True,email,fr
8beae791-1455-41dd-a451-67f75ee83ea7,True,none,en
771f8441-b432-4b8a-8f8c-8890904c8a52,False,none,en
6bb3949d-b446-4beb-bcc9-01846e7ef85f,False,email,en
01a03f19-633a-4474-990e-57e75b98e60b,False,sms,en
b4624db2-8aba-4c57-a0f7-0f5cb8bf0a04,False,none,de
70a0c69e-1bf5-4805-bf9c-4714e193f75d,False,email,en
257291a7-c562-45b7-9229-49a527229518,True,sms,en
0206c59d-8464-4845-9680-9463df25efd9,False,sms,en
2a0095cd-099e-45f3-a8ed-241dbe5cde18,False,email,fr
31006b42-8446-43cf-bd23-af4d84ca2c85,True,email,en
89b94667-2d12-4e7a-bfdd-f37056d10195,True,none,es
6b9cd81e-126c-4c53-b6b5-575d78951256,False,sms,fr
94a6d963-227a-4d07-92a6-0bb60ebd66e6,False,sms,en
e9f40ffc-bea9-4cc6-abca-7fe897f37903,True,push,en
0313557a-f7d4-4834-be26-3977f30a5235,True,email,de
7d624fe1-d3a6-4326-a6e6-32ebc0c46ea9,True,email,en
f4c4994a-5a77-4a2f-902b-4f69c22ccee3,True,sms,en
4955904c-175f-43ec-b76a-bc70d836d508,True,sms,es
d18e4429-67b8-4ac0-8d74-6c1d026d15a7,False,push,en
3fa371d4-77dd-4e91-9a2f-86801b001903,False,email,de
b0581066-18c7-4fcf-8fa6-a671cb141ca5,False,sms,en
0e4dbbf0-e4a8-4015-9595-c0b9bec0f9e5,True,sms,de
66dda3b2-66cf-4b2b-90b2-91abe28f6aa4,False,sms,en
758d0e66-e551-46a4-b8f9-0a98d7161e93,True,none,en
a2ae6f2d-02bc-447f-9852-0d197780e7d4,True,none,de
359c05d0-e19d-463d-b3b4-43a0b4a3810f,False,sms,es
49c4bc11-2495-438d-9b87-3c395574433f,True,email,en
bbc4757e-2351-486e-9ca8-f73b9dac716f,True,push,en
67f25b4e-183c-4a43-9227-09966e445b42,False,email,fr
9400a9f1-7dfe-440e-9992-ce7a2dd5b296,False,sms,de
d9464bcd-0a19-4058-8fc1-bea843e6c339,True,email,en
2949aa7a-85ad-46d1-8409-bf608167f72a,True,sms,en
2dcc7662-f1ce-442c-b998-bbe351d5e186,True,sms,en
58491188-36e5-4fb3-ab3b-514e78a270a6,False,email,en
f03fb49f-283d-405e-bf8d-52046ca6e77d,True,sms,es
795d2b23-6186-4d66-beb4-690083c579a2,False,sms,en
49a68f77-776a-4b4b-b668-48e489f414ae,True,sms,es
2d4e6ed6-f081-4049-b92a-7792dbe97b89,True,email,en
5a589b0f-69ac-4256-aea8-df379845f417,True,push,es
22dc524c-5b2b-4982-a2a7-2a5f5a5b9ca5,True,email,de
249c5605-e2c1-49de-825b-aeef4ba19a9e,True,email,en
5a95b7ee-17bf-44cc-9775-835c337d4cb4,False,email,en
8f4f1f50-62c9-4870-bf5b-bdcd357f8ad7,True,push,de
6d83b2dd-2590-42ba-8d66-d65101b1a517,False,none,fr
45233069-2809-4274-b243-98792794b3e9,True,sms,fr
b66b0e13-b74e-40e7-b3e7-1583f2f08a9b,True,sms,en
85e030d5-7bbc-494b-baab-665c95549265,True,email,en
0c7084bc-19a5-4ad6-bb26-a25f9c09b324,True,sms,es
43317971-4c76-44db-9b97-011579286ea5,True,none,fr
b66095e0-346f-477d-8c25-3b70d4dfab70,True,sms,de
2f0fa97b-f713-40a9-8e11-3e18580cd97b,True,email,de
670a79a3-05fc-4a33-8b9d-1b6df80347f4,False,push,en
b6b6f9ac-f08b-4ef6-8e52-a2c0bb49b17d,True,none,en
26ebc43f-cfbf-4fa1-9c7f-9134871f7b65,True,sms,en
1c3dc001-75eb-4fb9-b3ad-59a3be5b31ac,True,none,en
1076f00e-5dd1-41d1-b2a5-0c59e18a5310,False,sms,en
12d19891-03e3-455b-b4f2-7d8f8f6b8f01,False,none,fr
1a1fa253-a2de-457a-9397-7c6c80d5d589,True,sms,en
bbffd265-99c5-491d-a03e-fee1fec9e123,False,sms,en
355d89d9-bf5a-41df-9382-a5e57cbbbec4,True,none,de
0a34659d-f0b2-4bdb-bf92-759aea838e90,False,sms,de
191feb1d-2def-4cbf-a8f8-ee3eb3856ea2,True,sms,en
cfefbf12-9a5a-4d61-a708-d92f785af097,True,none,en
4c11a926-7100-4d06-8910-5b0d5f3d7e9a,True,sms,es
c958448f-45d7-416d-a358-45098ec2a9da,False,sms,en
3870073a-f764-4a2b-bc64-18e4569bf784,True,none,es
ba2bf5e1-4b63-4bb3-b83a-f10438f84258,False,none,fr
28f88fb0-d9fb-4c32-8470-1738493e863b,True,none,es
fe2e9f59-c77b-4756-ad2e-fe864a560344,True,email,fr
6058494e-8390-41a7-9c1b-182902dda8db,True,push,de
425be648-8195-4636-880e-d86e4cd8e38f,True,push,en
06a161e4-302f-4ae9-b96b-2734ad33f946,True,sms,es
c108b321-1696-4fbd-8457-87fd61ca65d8,True,sms,es
376d586e-00b0-4a49-9695-ddac46fb337e,True,push,en
be6fcaa5-9911-4bb6-b97c-47eb53c88b32,False,sms,en
16e8d4f8-2451-446f-a254-3bc68e40621b,False,sms,en
5948da4d-8a3d-4122-9885-6f62f017c7b2,False,push,es
466ab61a-8180-4d06-90cc-2a380a0e6f0f,False,push,es
9e22e2d2-ef3f-4b75-8aa0-f3ae453183e1,True,none,fr
bb35efe0-ac42-4801-bc72-7bea481716da,False,push,de
6fcd3399-b9d5-4ab0-9d50-385be83fec9c,False,sms,en
c2457423-d813-4e9b-8cac-e77de71eef5d,False,push,fr
e9647282-4e31-40a7-a07e-5d10cd7e447a,True,sms,fr
2dbed2c3-1c68-4b90-a343-39b51de57b45,False,sms,fr
ead66f31-3437-42c5-9145-8281898ce326,False,sms,de
2068f48f-4c39-4084-81d1-95af149d8547,False,sms,de
40c889c0-2020-4661-bb9a-564950b1a262,False,push,en
8f34cf8e-4ab5-436b-b34d-d43e654c8d6b,False,sms,en
63b14504-d172-4e5e-b0fa-abd9cb43352e,True,sms,es
6cb96ee5-043d-47e6-a79a-67e7b0fa034e,False,push,en
847d46dd-9721-4351-8bef-5c2292b57d6f,False,sms,en
7eaca096-c253-48ee-936a-8ea930759d59,True,sms,es
4da311cb-8e0d-487a-8fdd-4a94529db3e4,False,push,en
a1be3ec3-e6d6-43ba-8011-02ffe7491e78,False,email,de
b8ccafb8-eae9-4e35-beb2-afbc3cb9690c,False,push,en
e60ba363-7c8f-4fba-8c98-2d4952e8fbc5,True,email,en
3b0faafa-80d0-490d-bdd0-fe1f13d22058,True,none,en
1095b08b-dad8-473d-9ec9-bafeb20e71c9,False,sms,en
3b47f466-5256-41a1-951c-efee13597676,True,sms,fr
dccd3e5d-2076-4fc6-aa79-87579e134ce1,False,sms,en
84ee8f13-e5a2-4988-8f65-daa65801c5d1,False,push,en
50a2d1c4-d788-4498-a6f7-dd75d4db588f,False,none,fr
08ed887d-1b8b-4850-a0ef-45b78a04e4d7,False,push,en
afdabd06-a2b4-497a-93b8-7bcf582b5d3b,True,sms,en
b0da7a9b-77d7-407d-8506-51705503fa05,False,none,de
f285aab8-56d5-40ad-92f1-61b0a4498890,True,email,es
cd8175bc-ff34-4742-8b86-61ec290e632f,True,none,en
efb0203d-c970-47ec-8644-2090a658224b,True,email,es
aef5051b-ee62-4974-994d-fbb200c5f89c,True,email,de
e7f5d853-30ed-4302-9303-e11752f57b2f,False,push,de
cf1ff13a-ac47-45d6-92eb-1583ead19df6,True,none,en
afa83ff8-2b40-47b8-8bcf-1f9285c11695,False,push,fr
0e105436-465e-4326-94d3-f6a0e7051725,False,push,en
52ecad80-29ad-4b94-8e45-82007ac63dba,True,sms,de
84a120aa-c994-404e-9e74-8277a6f9eb4e,False,email,de
e69b7e32-9292-400a-b228-b3ecc6727760,False,push,de
28c1b6d1-da1f-4187-98af-4e43f096b00d,True,none,es
95381466-0836-4fd0-b05c-e8ca6147a51f,True,push,en
6b991ab8-8048-4161-b67d-7f862b2cc13e,False,email,en
1826e2e6-ccef-4719-8707-4c18ec953356,False,email,en
5b2179c5-dd1c-45b4-b99c-10f1c7c201f4,False,push,en
91c5349a-5fb8-43b5-8af3-1b0018617bc3,True,sms,fr
9f72b282-1f70-450b-988f-9b3029fa121e,True,none,en
3f13d579-3df8-478c-b978-eec7255facfa,True,push,en
b9915f58-4f74-4518-bb97-0b1e58c541a5,False,push,en
1c8233dc-8ccb-4d27-84e7-e00d33ff6674,True,push,en
aece6b12-b296-4a1b-991c-ab89ac207fed,False,none,en
71c65b56-3757-459a-ac5b-b50c76fb6a5e,True,push,en
10d7cb3c-5a86-4eae-9da6-611ddf67fdd8,False,push,de
51d5c171-5764-4f95-8919-dd46d204df4b,True,none,en
7bb37398-522c-4b94-95aa-882d79ae2041,True,sms,de
6a7675ef-2c9d-4e2d-80c0-b5f38fffb6ea,True,sms,fr
531465bc-638f-4adb-9b47-cf0c1dc55550,True,none,de
8d5d45b6-2bf0-4380-85a0-b73fcbc86e94,True,email,es
8e91d584-8798-4b43-a077-64b5334460b3,True,push,de
47334d60-a9ec-4cf6-8af3-a2d030a6062f,True,none,en
fe21b6ad-ebab-42b3-b5ed-ad3529036009,False,push,en
f6722fed-e7e1-443f-84e8-a753dc7dcd63,True,push,fr
46d34d7f-a3a4-4386-89ba-fa5ac15e5a69,True,email,en
7fcd9f31-c0cb-4414-9981-9d014f593081,True,none,es
7aa35447-7686-43f7-bb98-14b1bc5fe250,True,sms,es
303bc5db-08d0-4431-b6df-29c80d0321da,False,none,en
f84190e8-5c4a-4bec-be4d-2e554dd46614,True,sms,en
28447ab4-5e16-465e-acd1-7fcacd2d97e2,False,sms,fr
8dcd5fa7-1a1d-413e-9468-5f4b02f2f3fe,True,none,en
c712217e-16e5-4f51-a9f4-055b5176e747,True,sms,fr
66983396-cb40-4613-8d6d-306b8f9ca5c4,True,email,en
189edb91-3f25-4f32-bfb4-64bd4052cb1c,False,email,en
d1a4b7a2-e152-4377-ad2c-08cb61ad6688,False,push,en
41653b96-0020-4b26-86da-cb8f9aac99a0,True,none,en
13b24541-2c78-41cb-a6b6-e8713ab9a16f,True,email,fr
f9f4d7f7-6884-4f0c-88d9-0d3432a666ca,False,sms,de
1b221ed8-52ce-4d81-a181-c5317da12a7c,False,none,en
a3c5ffdb-8383-4846-a0c1-c9bf88ba6832,True,email,en
582e9081-9542-4d02-9ed4-d41c93fa8b2c,True,sms,fr
3934f6b2-65db-491f-93be-76ec718440d9,True,email,en
2aaf9fc4-0801-4163-8cc8-39558682f704,False,none,fr
0f1df561-31c0-417e-909b-4b054c45baaf,False,sms,de
5f2b73d5-f495-401c-82ee-47cf4886bfa2,True,none,fr
8cf43099-d49e-4e95-8b08-3d61df8b947f,True,sms,en
ff29ece6-95da-4800-acd2-b14950a339dd,True,push,fr
a0a83e46-f548-4a18-a79a-5ecdd85b6c8e,False,none,de
b4cc95b0-6dbf-4264-a3ef-43fbbadf652a,True,none,es
612533b6-7eaf-45a2-b9d4-06192ce5620e,True,sms,es
5daa5d95-314b-4f5e-8926-8d61c9d4daa1,False,push,de
31d39d83-97c5-4a86-8d98-c9ea5e4d6505,False,email,en
416cd82a-8e13-48b3-a6e1-dadbf5a29d2d,True,email,es
9094466a-3714-44da-802d-85c2317b80e5,True,push,es
f3c5c37f-bd98-40b6-8f8b-eeb75218bbed,True,none,de
8976b896-e0e8-4696-b268-5587e42efaa0,False,push,es
b0fb926f-1c66-426d-b796-e9d801b13122,False,email,de
2f162c0f-4d00-4d10-88ca-6dd2b94f24f5,True,email,de
89a5d615-2bb0-4843-8177-90bf7f452bfe,True,none,en
1069ad16-5cc8-4f60-83a5-08e7e0beeb5c,False,push,fr
848bb1e9-3367-4758-8f73-e886fadfadab,False,email,en
153f6ea8-c8e7-4bfb-8273-72ac137733ea,False,none,de
43df30db-068d-40fc-8576-7e2f6e62f2f6,True,none,en
d77ac8a9-6445-4f65-9a77-b0fb3abe853d,True,push,en
6deb3adf-b348-4736-a975-af07bea72c06,True,push,es
b6552330-9932-4624-8855-b5b7aa13d3f4,False,sms,en
36708614-1e24-453b-8593-b03eb1a7c5b8,False,sms,fr
ab13dd68-d82a-4dbe-b352-0f4df96ff5e3,True,push,fr
53dda453-796e-4167-b482-7449bd52694f,False,push,en
94e0e084-e14c-4061-80da-7e6030bf14d5,False,email,fr
0f8ab48c-b1fa-4600-9712-1bc2a02d8f45,False,email,en
f1c1c41c-e3ac-4d0f-9604-06a648c54aa4,True,none,es
e8da2040-0489-4880-a881-ef127727f204,True,email,fr
284f711a-5e5a-4929-bb5d-5ddba9a4a773,False,sms,en
e52a8700-3ab9-4c47-8a16-e799e997a931,True,push,de
5da6ee93-0365-4464-849c-cba666614c05,True,push,en
120d57b9-de14-4717-aefe-ab126645435d,False,push,fr
3f5140d0-d9ef-4655-a6ab-69e5e6921143,False,email,es
c50959f1-d990-44ff-837f-4062c769ae54,False,email,en
2ba287a4-72ee-4028-bc13-39a65e78db4d,False,none,de
96aa3e1c-ce39-4f76-b813-c9b4d59c0cdc,True,sms,fr
6f595044-c1c1-4b1b-8b9a-6ba836a7d845,False,none,en
8fd99d74-d73b-4014-a8fa-a37b39befe36,True,email,en
b1554012-ee9c-477f-a055-e067482499a6,False,push,de
c401aa52-5d86-4872-a6fc-75f431023457,True,none,en
f772193d-0b52-429c-ac06-5e9986fefa68,True,push,es
117583ee-3cd8-4690-89c9-d804aedc86a8,True,push,de
4b503eb1-da2e-4115-8f64-b4dc888db448,True,push,es
