id,authorization_id,captured_at,amount_cents
fb76580b-eaed-4f99-9a49-85e5dca741c5,bf88ac56-f24b-46f4-82c6-a416da765c2c,2026-03-11T21:28:56,2400
9d6d2d14-6b5f-4442-be01-f13d7f3fdfc3,cad6d93d-0d17-4d4d-8974-262d900b8e1e,2026-03-08T16:25:50,600
dc5e87fa-b33e-431b-8bbb-1eca7442473f,4abc87f5-c379-43c8-8a08-239f2f19bee8,2026-03-31T01:32:12,0
8b30d452-a46a-4fe9-ad65-86b783044ce6,3d743d60-e475-4ec5-af1a-4c7224c00555,2026-08-08T21:35:52,3600
e6023bd5-593e-4a2c-a6ea-b0585e935dcb,00723968-56ea-4f0d-a25f-bf04c7ceaf39,2026-04-01T11:32:00,1200
5c1b5fff-8300-4053-b00f-9d3f05ccc13c,a793428e-c79b-478a-a155-c944bbc24321,2026-08-14T23:54:24,2100
6608defc-2e47-4eed-9dd7-76aadeafbd75,f86ae794-e007-4729-966b-15368be931d2,2026-07-19T20:11:40,6300
29ec45ea-ad8d-4615-a3ad-9e04d166a4af,73de1691-93da-48a4-9d5b-821c1184d42a,2026-07-11T15:49:53,4000
25a1ea79-f4dd-4a6e-87e8-04f41b6305b9,bb1d78c8-4aa2-4467-9277-9624b99cad39,2026-08-08T16:37:43,400
541d100b-3dc5-4e92-943a-36ceac0f8492,461ac73d-5d72-4d20-91dd-81dff2f7d8bf,2026-06-20T12:41:48,3400
60e2e73f-358b-43a2-9397-ef989dfd82c3,b49257bb-6119-4bc2-9865-c10d8a0aec01,2026-07-31T19:35:41,4300
ef93bd40-9a88-4336-a820-3d6bd528a8c1,c85faca5-3035-4c0c-a9b9-ba835894de76,2026-07-14T11:38:54,1900
7be8ddaf-fa2f-4d6e-9a21-d898c57d7ec8,b24da699-6ce2-4f50-8e82-be2b4157380a,2026-03-29T06:36:07,4600
d7219f08-7a55-4ae0-b717-a60f2ae5de83,054afae2-8beb-4b1d-b8b5-5e41ff18c331,2026-07-29T20:00:01,5000
f8abd219-2b4f-4692-8df5-c10ed84661a6,6a231439-b248-4e44-aaca-0cc59c7a3b88,2026-04-07T04:17:16,5100
3c0409c3-0451-40e3-b761-c30361a94efb,8520b931-014c-4c2c-b78c-be70d59e3c5d,2026-08-06T21:44:49,2900
98f76697-12e1-4b5b-bca7-8d424609139f,13604f51-93ad-48f4-8348-101d9ac48b89,2026-03-18T09:05:37,6100
b3b82ecb-60b9-44ee-a5df-02b124ab0d0e,811822fa-3ca0-40a0-9d3a-11d92dfce412,2026-07-05T08:35:42,4800
18867d46-5b7c-4e65-a66c-da00b2d4240c,bce1bce7-0eb2-46a6-97fc-b3f479159924,2026-05-12T22:48:20,600
028efa2b-164e-4e20-bd14-0bbd6bb83804,4aac36b1-582c-46d4-b9a5-fe9388b62f7e,2026-06-08T04:46:22,500
287b8077-47a9-443e-8dcd-5a68fcaa60f7,74794cd6-c542-4b66-91dc-602398c197c6,2026-05-06T00:42:21,3500
f4188cbf-069d-489a-bb34-5b37fd9506fd,c8463479-eb33-4939-8178-84a0070e8ed2,2026-08-04T08:05:20,2400
fe13a645-9168-4124-a7e8-4dd431dc2845,d68c35f8-7f43-4ca0-b974-308a960336b2,2026-05-13T12:44:47,2800
ea10f3aa-2fc3-4479-aefa-6cedaff18134,e91c0f83-3b21-4ff4-a519-bd4b41eab7ea,2026-04-29T01:06:18,5000
a11d82cf-ebad-4a5d-b3a9-c7ffe3f21954,50784916-36cd-434d-bed1-98b7dd16212b,2026-07-06T23:03:32,2200
752eb494-a7fe-4a66-8860-1c126034bc58,89d21e5c-92a5-446d-8f1f-ec67356c444f,2026-03-09T13:49:47,3900
34c02249-1413-43db-9381-015f3d0c494c,0c94e278-e136-492f-9f5d-24c290089d61,2026-03-05T10:20:05,600
d8fee941-f38d-4371-878b-d2a3a3615657,8a2906df-444b-46af-8081-b414014a2ddd,2026-03-02T23:54:49,2900
e7c8e23f-9803-4842-b945-e9410bf84486,44c7e53a-cfe4-4502-8ea0-239aa480be9e,2026-07-10T13:07:55,2600
e18c4e7f-fa83-485c-a19a-5354228dddc5,e93b217d-6be9-4e14-b032-5bbd723eab86,2026-07-02T10:07:42,3600
f1490c64-995a-480e-af36-1aef96a05d82,0ba1cfcf-ed9b-43aa-a6eb-9d4b1ee228d2,2026-04-11T11:52:44,1900
6801f169-f1de-4334-81f6-df631fb13971,8f2b8196-e902-4788-a08d-c5b6673b8a01,2026-07-10T10:43:19,2200
9ec7d847-cfa1-4af2-ba0b-b5417208f14e,f5c49897-1f71-4393-a537-7d1ef3cc0f3d,2026-02-26T22:25:09,3700
b1b66db3-0ef2-4ce1-a61e-64e9dd8dd9b0,a3612dfe-360d-4aeb-9e15-353f497a5e1f,2026-07-29T05:06:13,3500
85285a62-caa8-4f41-ae1c-d1c8795a1444,f1c8db13-cf74-46cf-9ce1-c75f9665e350,2026-07-06T06:29:53,6800
a796d393-8505-4c5e-a20b-9db27b791468,0116f08e-161a-4865-aa8f-3843c8522e0c,2026-07-05T05:04:30,3600
3ec3bb90-736c-4fcb-a751-663662b5b606,59d85f87-164d-43fc-8d97-b3e56fbcce21,2026-05-28T00:49:34,306
6192a486-0daa-4eab-99bd-7b816b420b22,3632615c-50e6-451a-a5e0-8778c0632c13,2026-02-22T00:28:13,1400
2089bbe9-f7d5-40e2-b31b-ecdd6318e6a3,71a20d91-026f-4ea0-84df-25df8828f210,2026-03-10T16:24:45,2800
e437df5f-c6c4-4504-81e2-1078a0f83212,94a5515d-9872-4557-b9a3-f27a6a07225c,2026-02-17T00:28:21,7200
4f8f814f-e0ed-4cde-8132-5dc64fe9daa2,d6041887-82ed-4bc1-bec4-c49830c90673,2026-03-21T13:33:59,6200
7dc03419-abe8-49f0-ad1f-651afed65525,a01733bf-1217-4fa0-be87-277a39173940,2026-04-08T16:35:15,2800
3ee356b1-6903-416e-8aad-21cd1a8899cd,759349c0-76f4-4b13-b20a-d9c9c377a996,2026-02-25T18:06:54,4200
4aec6f68-e399-410a-b597-e603e1dc3eaa,d0c788b5-ad0c-4ff9-934f-587feb577582,2026-03-16T05:21:17,3200
356bee3a-aa1c-4eb0-ab5c-7e5bc67e4a0f,71b1fbc8-a089-4bba-9587-6136592f209e,2026-04-07T05:34:05,600
2acbc800-b532-4972-bb0a-d6df080d9a26,e327004f-b8d9-444f-bfae-6e4a03f0129d,2026-04-06T06:24:56,1900
8eac0f2e-085e-4d90-bf90-7e63f4469e94,8cc59d4c-95c6-41fa-afcb-cea79a0cf284,2026-02-19T14:31:28,1800
de9fbbe2-372d-41d6-af56-eff219ba4f3d,929c61a6-9e86-4746-9a4d-8d826f08f0f2,2026-04-13T21:21:29,1800
f00ffbb8-8eb7-427c-b5a8-1778a1d03bd0,df7e5bfa-b9ab-4e00-91b8-fc0a347230df,2026-05-13T22:53:15,2500
52ece906-256d-43ea-8701-6cc01f6e61dd,5286b2ca-ac55-4a6e-aa7b-47db935f8e30,2026-06-18T18:21:43,500
87785187-36f1-491d-ad37-c4070472c114,df15814f-8061-43af-a0c5-8edcb81bb373,2026-03-04T21:30:32,585
fc0b5b66-c7d6-45dd-8891-a4079abc0f20,0e97daed-4b32-4769-9fb3-9da10e73bbf6,2026-05-27T09:00:08,3300
ac822f55-e716-431e-a150-fd07f57a3bf1,1f5e0460-9043-4e77-87a0-7cd3ac028772,2026-06-29T17:37:57,0
e3b6b3b1-70ce-41da-85c6-c100f3656982,c51854a4-e328-4485-ae38-08da725ca75c,2026-07-13T05:17:41,600
568e46cf-c5b7-4774-a27f-2a78f4c8c41a,f6af8b01-2efa-43fe-bb44-8da702855456,2026-04-08T23:13:45,4400
38987c64-d932-4a90-ba95-fe70b02b259f,673aece0-5f46-4ae9-a3c6-8d584da7aefc,2026-03-06T10:18:13,6300
ca968e93-a993-4242-816b-321ea444170d,5b8eb2f2-2a2d-4f48-b125-dcaa41150ea0,2026-06-19T13:17:59,600
d06ac380-13a4-4327-849a-040b9fb845f3,4bdd539d-b36b-49e9-9e81-eeab959ba469,2026-03-08T01:24:40,400
2a5e2f97-19d6-41e6-9483-ea932009a4d3,103daec6-10bb-4c87-9183-0b0a8014fbf7,2026-06-14T12:26:01,5100
57040cbd-2fb6-4482-8e4a-c02c31ee177a,784e14cf-8bc5-4098-bc5c-b7d50ea79c23,2026-04-01T19:23:56,1825
1f5caebf-e6d5-46c5-8e1f-956a0e88cbe3,cd8e3e67-f9f5-4dd9-8e56-8ffa2c409816,2026-07-22T16:47:03,1200
784e7e9b-98d9-4376-a1ce-dc044f60a5cc,a19830bd-a648-47a0-9d6f-1defe2b1b567,2026-04-12T02:14:01,4400
6ec1e1fe-a4bc-43ad-9708-c8a1f44934e0,605b31da-c653-4d6e-b51d-4364e25108f9,2026-04-19T12:39:43,3200
057cb794-2cea-4334-bafd-6b9550ab12ba,9e25c5ee-3bab-4cce-aa1e-a381ad436cb1,2026-06-07T06:54:10,1800
b1c5c961-c3a1-4d85-91ac-28d98d3e05f7,bf04f8be-ef2e-4d2d-bae3-cc6c5c709441,2026-03-15T01:26:54,2600
79c7bd4f-2b7a-41b1-8b39-49db261f6ee0,b7dc0eba-2bf8-43c0-a018-19949229c315,2026-05-08T04:12:28,4800
1249a960-c368-4373-aee2-d955f21b411d,e24f5c8f-3c8b-4b59-af73-32eeedd5f68d,2026-05-15T19:07:57,2500
2598d064-6aab-4474-a594-c2ad03e598a3,9b392d7b-20a3-4ed1-ad26-69c990140ef3,2026-06-17T17:51:27,1200
2d28fc96-c55b-4e63-927d-2e40936974c2,28869225-2f04-481d-9ad0-08d1c9c25f9a,2026-05-08T02:48:26,1100
b9d9703e-b3a4-411b-8f17-3381f34ddcef,37f8d952-2058-4645-8d09-a5cd59e3b702,2026-06-03T04:21:23,4200
63c3b83e-9a89-4e2e-9004-e67b39baf69e,fc03bbe4-bad2-479e-9fde-ec3949bc3e9f,2026-06-02T06:02:44,6200
571c1dcd-5275-4bc2-9f42-f30e6b3e3690,faa8b3b5-a899-4d36-90f1-acc317c0e07f,2026-05-04T15:30:44,4800
29f9c74b-2cd7-42e9-9afb-f9030d85cb6d,1f649739-b150-4591-8086-f35422d70f51,2026-08-06T21:51:47,1100
cbc8f3fc-c7c0-4137-8566-eaacd572129a,8638ecf0-e88f-4c28-9574-fc0451ca9f56,2026-06-01T23:14:33,700
e8543648-147f-4711-bcb6-2938361a9d26,2eac43b6-a4e0-4b80-8a18-2f619f2cdb94,2026-06-20T11:23:33,1100
28a6cec6-646a-494b-ac1a-1a8c905c770d,612db836-457a-4517-a40c-c6759c18c1a4,2026-05-16T03:31:59,1100
26cc8183-1338-4a95-b4e7-43a69dacd2ae,d2c75f34-199c-4a46-b17c-fdb7daae00fe,2026-08-11T04:34:57,3000
05abd3bd-99ed-41ee-86ac-3986431d8e0f,2c53d3a0-ba39-4008-ba72-dccb8a7fe25f,2026-08-13T07:03:27,1600
db62a692-4999-4f1f-9752-c3623758bd66,46afde4f-5653-40a1-8214-8159dec05483,2026-02-20T05:52:05,5100
fc45bfc1-c311-4e85-b864-0ea24efe416e,2c7e8f4a-95fa-4bd8-9825-337fcceb9634,2026-06-23T22:50:48,1400
48f8f396-6b6b-4999-a8ce-cc120f46a51f,23786a45-3a4f-4175-b426-065d69799001,2026-02-26T01:54:00,3600
e6c329d5-6bef-4165-b58b-bdaa2fe87c7b,eed79607-f6ea-483a-b909-f9dac52b671c,2026-06-03T00:38:45,700
aef00952-1a38-41fc-b3ea-3cd8435e478a,cbb7b015-1047-4fca-955c-34a339afd103,2026-07-03T08:45:55,2100
06f1d969-ab14-4e92-bdc9-be0e0db17a66,8eb832be-6957-4901-a7db-1af88373d12e,2026-08-09T00:45:42,2500
ae1d5f07-a5b5-4774-8b70-3efbe05072a4,a4c8baef-5f1a-4416-8eea-628af87ba49b,2026-04-11T08:44:24,3000
9265ad06-298d-4106-86d0-f80a3f19d38e,07fd9d48-82fc-44f3-837d-c8c6cc6254d1,2026-05-27T13:53:00,2600
be729ee3-a4b5-4d1a-bab6-72d3393e7b29,51c807fa-b61a-4e48-9deb-6372a0f3ba80,2026-03-13T07:29:12,6200
92d31436-7f28-461c-aaf6-75b6800d5138,77294cef-77b3-4009-825d-bdc72aa332f2,2026-03-09T00:17:49,0
4fdfd4c7-1412-475c-a9e9-8b8e54445245,b5d7cef5-3a2c-4fd7-8de8-67984f1eaebd,2026-02-17T16:34:51,1600
0f4f186e-3623-4619-9651-ee4911a6d461,6b1333e9-10ce-41dd-b6a7-09c724ba4e81,2026-07-06T22:18:41,2200
f6f32f2c-5b47-4372-ba02-f79cc7196265,80790014-770c-4825-b7b6-89aa09cb2ce2,2026-06-28T03:30:56,4600
2d9365f8-e4a8-4089-8a52-bcf14aaeac59,2eb995e3-b0ce-49bc-8f6a-b90850a9682d,2026-06-07T09:49:30,4400
456a35d0-1bbc-454c-837b-75ee8cd84a46,cd6fd056-dceb-49af-b91b-5a1c1761a341,2026-04-12T16:10:23,1900
b6089b8b-e10f-43e7-aacf-cc2845c30f2f,9d288311-57cd-4065-a5f2-a30319f31142,2026-07-14T15:05:35,2300
d35c94d5-5de9-4740-894b-9a9ab469fcd0,d10be25f-d518-4db0-85b3-13502315e759,2026-04-16T17:54:30,3796
4ba85fc1-2212-4d45-8b65-202ec6b49cfb,6e4187b9-763f-41c0-ae4e-0c488caa6de0,2026-04-04T10:19:57,1200
270a3f5f-a2e2-472b-96b3-9b8b7deaea60,6c65dac0-8d35-4741-a5d4-a4dd88d09d6c,2026-07-04T19:00:47,1100
d3350d41-39eb-4743-9383-d72dc51be97f,43ae57c3-e581-40be-aca3-f8be0e66c73c,2026-05-29T16:30:08,2300
952843b8-a111-46c4-9d80-5c4e3ec8615f,cf771d1f-c102-4b6b-ad96-380ac30c77b8,2026-04-29T18:12:20,5100
85359384-0840-47c7-ba0a-140b14fff2db,e52aff78-eba5-4727-bf16-e0ef5fdc8324,2026-03-16T05:23:43,3400
ae87f2ed-d59b-4686-a762-e7579d47076d,74f5936b-fd2c-4b20-bfcc-096a473232e4,2026-05-09T23:07:42,3900
02571aff-36da-44be-a7d6-da2cbd47df17,74d4a4a5-7b6c-48f6-8274-377fbf693ad7,2026-03-23T20:10:20,4700
c6bb614c-5f61-4691-a8d0-b4c4bc89e731,c8acf362-eccc-4c3d-8d7b-6b3f732f5880,2026-03-20T07:19:43,3500
aa03e717-366f-42f8-8871-ebc1a17c214e,aa31defb-7cc2-40e0-88e9-6616be8e99fd,2026-04-06T07:05:02,1800
5eee78ef-0c28-49c4-ab53-d9556ba20155,05c864cd-183c-4256-8e79-b55d135ff3ce,2026-02-25T16:35:58,1800
8ded624b-f654-4344-8d8a-3008eeb3e348,bc02292a-7619-4487-9345-7e41fec387f6,2026-07-17T04:12:43,3500
8232644f-0844-40c2-b194-03a322aaf4d5,ca5c3bdd-2566-4658-b59b-f8a9332d6fe4,2026-04-05T00:46:29,3600
6ed6843d-09f6-4bfb-a12e-4cc74ebb0c5e,db5c98e5-8d55-4a29-b8df-1668f04e05ce,2026-05-23T23:10:11,3300
cfa815c8-2a7d-451d-ab2f-0342637dc248,943212a5-7225-4fd7-a2c0-0f2aeca79337,2026-04-05T17:05:35,3200
42f3d916-3f05-4570-b7fb-f51bc4b6b409,7b15e3a0-02f4-44ee-ac48-81db7251347a,2026-03-13T00:15:54,1200
8581a602-a4f2-407e-bc28-27607219c615,3e6cedc1-a6c9-41db-a87a-1b85c7329241,2026-03-13T20:16:41,400
da7c4f8b-fb02-4a5e-b16d-7f4cc1caedb9,0498a1f8-896a-422b-985f-f41827c364ca,2026-06-05T19:29:09,2400
2d329fa6-0083-4d55-86e8-48a7e50fa4f1,a901771f-6bf2-4302-a5de-acfecab829d4,2026-03-28T12:28:12,4600
366f4455-b7b2-4c8c-ba15-4b1bbdc73487,a23f375e-a27e-4c7c-81b3-753ce71e53bc,2026-04-07T16:19:29,0
7c79cb29-51e3-4b50-9f84-2be49f66c878,95a0b0ed-2865-46c8-8da0-ba94fdf71979,2026-03-02T22:54:17,6700
0d7360c2-1c50-45bd-b97b-20aaf37e4bd6,8e8b8a8c-fb5b-4766-a4f6-eb1c80f37793,2026-02-26T01:05:25,3900
5edc4823-9d3d-4a96-a39c-30a9a03b1b3b,80be8b68-0105-45e7-88d8-f2914f85f444,2026-03-19T21:11:05,1200
18cd5be6-abdb-49c9-8a37-9f28684ba277,ad215214-bd2b-45b7-b7fa-c11c9d9d8632,2026-03-11T12:11:42,4000
79d83deb-bb58-45f9-93f2-85a8faef603a,6f5c6ea6-21ce-4f6f-9b2d-84db7575aeb5,2026-06-30T12:28:14,3800
83bb4b32-6258-482a-8cb4-c8ea4345b172,72d3b0d2-1d1b-4118-8212-3f1c0942b93e,2026-05-22T04:04:43,7000
6ff18007-0e64-4b3b-b63d-9a97dd8a33ea,abdd4a84-98bc-4033-95c1-3cb4a0704b86,2026-05-10T11:16:12,1200
afe67e00-32cb-49ad-9ee3-cd173fd11cba,48242d70-a820-416a-be83-2ce2b7458e39,2026-06-21T18:39:41,2200
d65990c7-a3de-4b98-b87d-8ae6d740711b,542bd058-195d-4acb-8eaf-10579f7bcabe,2026-07-14T14:13:08,2900
c492fea0-4d0b-4579-8096-97bfe4f50fb4,28f3a5e2-39c7-4013-9f5b-8b09d2dffc81,2026-07-19T04:02:01,3500
9503314e-f03b-49e1-915b-371606a2b536,608ce13d-b2fc-45c1-ba26-6fc681b4d024,2026-04-05T05:42:03,1400
98ffc6b6-4895-46e2-bce6-14b2cb642988,592e1bd5-7b5f-47e7-b516-26898ac70639,2026-07-19T14:23:15,1700
060332f5-4133-417e-8e42-c84c1580bcfa,26581347-5dcc-4323-bdee-7fa5abf56c34,2026-05-12T02:00:22,1200
bc31061a-a92d-4c0c-920c-0a69def7fc04,3f561521-1ed8-4de1-be18-b78c7affd07a,2026-03-22T05:48:36,2900
06891c5f-a442-48dc-b11f-f7a9263a6397,a9d5c9a1-d822-4a5a-9ad4-bf2509061a1b,2026-07-13T00:41:42,2400
94ce8bf6-fbb8-481f-8430-abbf05560e2f,7fe7d61a-7c2f-4fe3-bb19-acbe61979d65,2026-07-05T07:22:42,1600
0e10e57d-e585-4dc7-913a-61a4c53d7e5b,2e316a6f-786e-4e04-9258-2b99c8ee34ce,2026-03-23T13:46:02,0
