id,gift_card_id,transaction_type,amount_cents,related_checkout_id,occurred_at
e57f4083-fadb-4863-9fbd-34922c0649db,a99f639d-e738-4fcb-b97e-738d19968485,redeem,-954,6c570515-45b5-4739-9652-58cb5edab474,2026-04-14T20:13:15
53e1d20c-c06e-4992-a39d-26813967411f,3e405b34-4a88-44ab-867c-0e68b7dbe9b0,issue,1000,,2025-05-30T16:49:25
3cf0d9f9-3e2c-4f98-ad22-7805c21064d3,3e405b34-4a88-44ab-867c-0e68b7dbe9b0,redeem,-394,e1523113-2408-47fe-b8f4-cb38467b02ed,2026-08-11T00:42:03
f1047396-aece-4b3a-86cb-53edd85cf913,78920ab8-57c4-49e9-b4e6-bbf221937186,issue,10000,,2026-01-03T16:49:25
bf366fdd-8ef6-4ed5-9673-a270cbc86777,78920ab8-57c4-49e9-b4e6-bbf221937186,redeem,-7218,f17b832d-fa05-45bc-b7f8-f6c76beccefb,2026-05-09T23:02:40
4b991976-73bd-4b13-8739-f3c44611a98e,f5605fe1-f685-44fd-99c8-987e617c334b,issue,10000,,2025-06-02T16:49:25
8f092213-6b37-449b-a597-b4f1a5008686,f5605fe1-f685-44fd-99c8-987e617c334b,redeem,-8110,a9c0dbe6-195e-4b5c-b353-d2f8cea32154,2026-08-06T21:39:48
182acee6-8c12-4b50-afbe-56464fcdd571,7bcbca9b-863d-446a-b3ff-83fe2bc27100,issue,2500,,2025-06-27T16:49:25
dc40a1c6-644d-4dcd-ad11-13918bf20fe4,7bcbca9b-863d-446a-b3ff-83fe2bc27100,redeem,-968,790edfbf-2ec5-4861-96be-07d8d5898aba,2026-02-25T18:09:11
ffe96edb-664c-4344-9277-3252e6e31788,b31fe97f-480f-40d7-8abc-08f5d19432f1,issue,5000,,2025-11-15T16:49:25
ed83a1bd-6926-41aa-94ca-d9ed3fce273f,b31fe97f-480f-40d7-8abc-08f5d19432f1,redeem,-845,0e5a30d1-7310-4c9f-b738-9a1784d1c680,2026-04-23T09:22:51
29eb1cd4-28ef-446f-a306-e0dcb2dc2748,36af7866-b647-4c22-af6d-1e1ca3e640b8,issue,2500,,2026-06-25T16:49:25
f9f304b4-4e68-4bf7-b1f9-b762c6a8e6c1,36af7866-b647-4c22-af6d-1e1ca3e640b8,redeem,-2464,e5d9543c-f8a8-41b2-899c-2956ae219563,2026-04-28T09:50:11
0975212c-4d98-470c-bebe-f3a539b2703d,7357f257-2b52-49a3-9c2e-27d135ef8241,issue,10000,,2025-06-30T16:49:25
646bb415-f0b5-49a3-a210-5a35c356fc73,7357f257-2b52-49a3-9c2e-27d135ef8241,redeem,-3639,8d41557f-4454-449a-886b-2f0ec1be9680,2026-05-08T04:11:04
940aefc0-b3af-4082-9184-5bc03fb84b69,2992ac93-01d6-46ef-a95f-6f0fb15525aa,issue,1000,,2025-08-28T16:49:25
9d4a5de2-0569-4e6a-b26d-84397e20ff89,2992ac93-01d6-46ef-a95f-6f0fb15525aa,redeem,-579,7a3eb917-d344-44e0-9da4-995e90d0b878,2026-07-05T08:31:16
6c99686e-c2b9-4045-aec9-499678b9dee1,3e4c7e52-5f5b-496e-a199-fe1f74bb6fa8,issue,5000,,2026-07-30T16:49:25
9a7f5dfe-a61f-4a5c-a283-75a8ab59a961,3e4c7e52-5f5b-496e-a199-fe1f74bb6fa8,redeem,-3399,623f0fc2-f1a3-43d3-9530-ad11900e78c5,2026-05-13T12:41:04
63fe2fac-8973-4efd-8ca8-e6531c3abd95,d0b84012-928d-46fd-a2ba-7466b1b5f324,issue,2500,,2025-10-12T16:49:25
2ecdb54e-8f79-4c88-bbaa-24f122eb48e7,d0b84012-928d-46fd-a2ba-7466b1b5f324,redeem,-1992,0fd1c945-1394-4215-ab20-cd620f757202,2026-07-10T10:41:28
9eec602e-0e56-4004-8f11-cc2e1e5b2757,4a2558e6-2c41-4dc4-bedc-9ab91eda889c,issue,2500,,2026-01-21T16:49:25
2f4ff0b2-1e3f-4392-988b-a5f1bb4dfa2d,7ce43486-fbbc-485e-90ac-42706c4765d0,issue,10000,,2025-05-13T16:49:25
f17fa47f-92d7-4e26-a5ac-b79395ec9908,f4bc584f-ca1c-4e38-af5a-7f942cd8dec3,issue,1000,,2025-09-12T16:49:25
c0e92b0d-c30c-4d34-a01f-ad672285e5ed,f9dcd8f9-ae23-44e9-b7a2-065594b9a583,issue,2500,,2026-05-30T16:49:25
2370fd92-109b-448d-ba29-59bb832a744c,60e75eb3-b4f1-428d-b8dc-1200ca020438,issue,1000,,2026-05-19T16:49:25
e9ca32db-fa59-4aef-b29e-cd4e8ccbab93,cc4869c8-3d6d-4c78-8656-faefca96f4c8,issue,5000,,2025-12-26T16:49:25
04f6e554-c52a-4448-9089-f06620642a6d,7c35481c-6fa9-4fa6-805c-197e2b17cad0,issue,2500,,2025-09-23T16:49:25
42547dc5-317b-4be2-a195-12676582289e,c8f5e276-89f4-483f-96e0-8f924aef661e,issue,2500,,2025-09-15T16:49:25
c4eec3a5-02a0-41f5-9460-951d8da773d1,1d4d8aa1-433b-403d-b700-30e83dfc6245,issue,5000,,2026-05-24T16:49:25
5510d653-5c75-4d9c-b0c2-8932f0658df7,d004e0f8-00ba-49d9-b994-ae8d5887420a,issue,2500,,2026-08-15T16:49:25
652d23ed-76f5-4c08-806c-86af48335ade,c77c6020-3442-4332-aad2-dbb2afcd4a78,issue,1000,,2026-04-02T16:49:25
6455b84a-59fa-41ff-8e92-41f4c76704eb,1f2a6e45-60fe-44a0-9cd0-d15f67d2e887,issue,5000,,2025-11-27T16:49:25
8423ffa3-611e-4875-8e55-631f4bf4fbfa,41bbd3c4-f377-4eb1-ade2-d0775d282b18,issue,10000,,2025-10-05T16:49:25
bf4b0fe3-6c5d-439f-a17f-3764d981b603,ab9cfb0e-58da-4d43-a197-2b8755ece48e,issue,10000,,2026-08-13T16:49:25
923b48f6-1baa-4a95-a703-835b76b88abd,62955e02-93a3-4b87-ba73-49d5f1562666,issue,1000,,2026-07-05T16:49:25
ac561542-b866-49f4-b9c1-54a31363ee51,a8597dbb-694f-4af0-a9a6-053abc887e0c,issue,1000,,2025-12-09T16:49:25
a9714823-b215-4f8f-b0a9-711e04b45848,18a6e318-3da1-462a-a984-844dcc7ed5a6,issue,5000,,2025-10-11T16:49:25
008d4132-ced2-4171-856e-ee288952edbd,e82afe66-5d4f-4e30-a5b9-e7d19c5bac35,issue,10000,,2025-07-01T16:49:25
4a3baffa-da5e-4e51-abd8-651686868909,c952d5f0-be48-4340-a211-1d3a85e50e5b,issue,2500,,2025-05-30T16:49:25
9a095495-23c9-4444-b9b2-ad7906e51475,ead03198-2219-4ad9-8665-884e8cbe6eb7,issue,10000,,2026-01-04T16:49:25
c16c9274-1778-4f2c-8964-a3565d190028,d864f021-16e8-4f58-9bde-189860e5cd08,issue,10000,,2026-04-09T16:49:25
f43e9997-5c28-47ed-a158-ecf6a4102e7e,74d6ae88-cbb4-4c6a-a54c-6ce5abb34966,issue,5000,,2025-07-28T16:49:25
c3d0d84a-31f9-4d20-a8d9-f9be0007f14e,05b9a224-bcc9-4f1c-ac64-ef1b133b972f,issue,2500,,2025-12-29T16:49:25
acf136e9-8ae6-4e37-9304-432e2ca7f290,89254261-6e91-4349-968c-5f7d97cc035a,issue,2500,,2026-07-18T16:49:25
a205ad6a-004f-4402-b36c-a9a8f9bf860e,498f955f-340d-46cf-adae-072db3652433,issue,1000,,2025-11-24T16:49:25
75135957-9213-4a23-bd14-e1865479f564,9000dc8b-33ca-4379-82b5-99097ec8ae41,issue,5000,,2026-03-19T16:49:25
71167a9f-507f-4591-be0b-e6fb06a565eb,fdf287a0-553e-4d0d-a59c-75078e10e7d2,issue,2500,,2025-06-17T16:49:25
cc138a17-32e8-4dbf-9652-9e6056ef4fb2,886912dc-a9e8-426d-83e8-3cdd3f7c7eb1,issue,2500,,2025-08-18T16:49:25
a0a11dad-adf8-4f6d-a059-4ee9eb858970,17161552-ccc1-4c35-a31f-11cb92504434,issue,5000,,2025-12-14T16:49:25
bb6fc172-50c3-4cfb-aecc-90fd83a198ed,ab6e2c5d-3bcd-448b-9149-075951d275b8,issue,10000,,2025-09-10T16:49:25
f9abbfa1-27a7-475e-8cea-503e51c2194d,afb71c6d-08f1-4d80-89de-1405cdaf57c1,issue,10000,,2025-10-14T16:49:25
92229d62-3060-42e2-a5b2-b0beab6a9fac,88ad02b2-5dee-48ee-88a9-96c65521e60f,issue,1000,,2025-09-22T16:49:25
337bf2de-a89d-4ed0-8ac2-4e2adfaac558,c84afe2e-2278-45a9-87a3-ff1032cb89ad,issue,1000,,2026-05-19T16:49:25
95dd87a9-b46d-4016-a430-f16aacd59753,06948534-748b-4de9-b9fe-e88612a93556,issue,1000,,2026-01-23T16:49:25
739ead27-e345-4a08-b3ae-250ee3352f09,8b8cde72-b74c-46e2-b81d-43fef2948c6b,issue,1000,,2026-02-24T16:49:25
f9b47f66-8620-4dda-b8f7-13086419bc62,3faac3ba-c500-4eaa-8c7b-6f9029e6c83b,issue,10000,,2026-07-03T16:49:25
41bb06e7-42a4-43c3-bcb9-dab1152b7181,73d2b0b3-a62b-4074-8452-120e7afba51c,issue,2500,,2026-01-30T16:49:25
fbee195a-d3f8-431b-a82f-2377b9b65efc,080d2b4a-8002-455f-a37c-41073ec8e110,issue,1000,,2025-10-29T16:49:25
61997b97-21c5-4270-bcbf-f6668035958b,bf9c2a14-8eec-44a9-a4d6-739ad881c943,issue,5000,,2025-10-26T16:49:25
83669544-557e-4b0d-85d8-90c2a8fff5c7,4468c924-6cfd-4b7e-9068-25e5a634b744,issue,5000,,2026-04-29T16:49:25
da51752e-c7d8-4ea9-8acf-577c043c16f3,8de8e3ff-bca7-4420-b15b-14a8c7025001,issue,2500,,2026-06-24T16:49:25
2bc031a9-5514-477b-a17d-15561a7c1752,aa0a429b-56c1-43cc-ac1d-6f0c3360bae7,issue,5000,,2025-11-06T16:49:25
86f8552a-641a-4280-b350-abf0d456cc44,7daf12d3-c8a1-495f-b0c2-784fae9dc612,issue,5000,,2025-10-01T16:49:25
1d32c319-98e1-482b-a576-ff030dad5d0e,0dec8b8f-1002-457d-ac3b-da8f3a935b45,issue,1000,,2025-12-05T16:49:25
1bf49325-2577-45bb-889c-e0cfb71cc480,44d2942e-c880-4e3c-b494-89ac715ed398,issue,10000,,2026-05-10T16:49:25
be194180-4006-4af7-b633-72309f3c77ba,1ba699d1-65e3-4fe6-ae96-1a9296b13058,issue,5000,,2026-04-05T16:49:25
3d9c890b-9454-4f51-8784-038f20d3417c,358b90f2-acfc-4e5a-9111-dc269ce9de00,issue,10000,,2026-02-02T16:49:25
42c6f5c2-7dc0-4207-9979-4098cd57ca37,90463ea9-107b-4288-aa50-b0be5a5c9ffc,issue,2500,,2026-07-14T16:49:25
98c27a09-5aac-4c5a-9ccd-6fceb7e69596,f1ebe505-7a79-4c59-af51-582e24b5b18e,issue,5000,,2025-06-13T16:49:25
880d1942-a195-4c53-be89-d0e713cf1de4,9dff516f-7c08-4c86-a974-4bc52ccf3538,issue,2500,,2025-07-04T16:49:25
1a58d726-1f48-4ef0-bdfc-60ff0532d319,11db14bb-2bc4-48a9-9584-7dc3247c167e,issue,10000,,2026-03-10T16:49:25
76d7768d-1bfe-409b-9f83-e3300afc3927,0160c59e-294d-4284-b77c-9f68f9c7799a,issue,1000,,2025-10-06T16:49:25
aa362beb-104f-4667-b147-04956ca3b2eb,01ba8e24-e6d0-4ce7-968b-27e64a7fe47b,issue,2500,,2025-08-26T16:49:25
5251050f-32c1-4ff1-b163-0d33cde0fa0c,8ee9e6f9-6514-4c19-b87b-f17a444614e4,issue,2500,,2026-06-11T16:49:25
e928dfe6-8989-4672-9ab2-7cc3eb72f056,d020cad9-e097-4f06-b10a-ae95d5392281,issue,1000,,2026-03-22T16:49:25
9e2d4d19-1839-48df-9739-d112cb1d2f2d,7e331fc2-90fc-4eb2-a9d5-aad305caadce,issue,10000,,2026-08-05T16:49:25
f29cf8e1-f12e-4ae9-9951-2348463ac205,9cdbcffd-05d5-423b-ae39-a7f0b9a71226,issue,10000,,2025-08-04T16:49:25
d8531e23-c20c-447e-8c59-09d63068d5b4,b1113ede-ec9a-4307-9e59-a63f1647e400,issue,2500,,2025-12-12T16:49:25
cacf38e4-6d97-4f01-a48f-bfa2eb2ba798,ed5ae3e6-c7a5-4af1-a72e-6e1ce5ff20b9,issue,10000,,2026-03-20T16:49:25
82774d26-7e20-4ef9-b16f-ff087c9bc230,f0f79dce-47b6-4c10-8c7b-6812507e74dc,issue,5000,,2025-09-18T16:49:25
b63fe75e-c57e-4417-bcc3-0179f8c7944c,49995e76-8275-4f9a-8c11-108cac01c44f,issue,2500,,2025-06-25T16:49:25
4ec657d9-82ca-4396-9506-4b7b0e4b9233,c5d24d6f-41b3-4e74-b23d-a2a6a1b7fa9c,issue,5000,,2026-07-12T16:49:25
0358d0b7-35cf-424c-b8d6-e03037d6157b,2fb2c8d0-3006-469a-8608-10d65e9042b2,issue,1000,,2025-06-06T16:49:25
efecdd51-ceac-4efa-ab12-834aeedadd9f,e57c688d-e381-4a6d-9538-a982f17f3e74,issue,1000,,2026-05-31T16:49:25
03a8f89f-2b27-48f6-ab95-eff82546f5a9,ecd21cda-f523-4bec-9134-2e0b4462dcf6,issue,10000,,2025-10-03T16:49:25
5d480bb9-d33c-4586-bb1f-0d092467ccc1,1b293890-273c-428a-958d-9f9f839f1657,issue,10000,,2025-04-24T16:49:25
7389bdd6-b8e0-4e9b-83ba-97145d425b76,fc3cdc36-d056-4fe1-8b58-87a1a73273c3,issue,1000,,2025-12-01T16:49:25
2b72d499-597e-4722-a916-64545d3f384c,f66edcd9-98fb-4224-9c7e-e2455df7b28e,issue,10000,,2026-03-31T16:49:25
d76e1317-b29e-4f67-8303-fbfdd43ca073,952bfcd7-5646-40d6-9cd4-72c16bcaa0f0,issue,5000,,2025-05-18T16:49:25
a5beb473-38a6-47d2-bfb5-0697dc7a61ee,85b490ac-b95f-477d-b16f-6392ce00b87f,issue,1000,,2025-06-08T16:49:25
fe30cab9-9503-4d82-9e2b-e958dcb2e8e7,7a200173-3244-45ba-bd2c-915e632cdc94,issue,2500,,2026-06-17T16:49:25
d76abdb5-79e9-4d1e-b4ed-1dfb25a55e3d,be3f62c2-c356-4c54-aa12-a60b2839e8ba,issue,5000,,2025-09-21T16:49:25
6814467e-e5b8-4268-b099-5e759c797e56,9c9a5532-a16b-48e8-8c03-3d53baadd8ea,issue,1000,,2026-03-17T16:49:25
0ba2b5e7-f137-45cb-9e7c-0e72a0f5e796,d1e3ab30-8f9c-401e-8a5f-95068c912698,issue,2500,,2026-04-27T16:49:25
7981772f-fa53-4a18-82e5-1a09a4a1c6d2,ea99c0c4-59cf-40a2-876a-2460aad6cbfe,issue,5000,,2025-06-15T16:49:25
bcdd9050-d9ec-4a9c-ba21-06f3e0598eee,7e0ded98-40da-4698-a545-96335692c5b7,issue,1000,,2025-10-07T16:49:25
fe500785-1cc4-45e3-a609-d028be278392,4e31403c-aca3-468d-af21-e9819a8fc959,issue,2500,,2025-04-07T16:49:25
e021f8a9-f850-48bb-936b-e6ea1f1d0e74,28e396b4-5c84-417d-9f69-af55e6c3b481,issue,10000,,2026-02-12T16:49:25
8736c9e1-5bae-41f1-b157-e0aa21d746bb,92ad3a7c-4691-4785-a573-802c7a42c85e,issue,10000,,2025-04-27T16:49:25
755878f1-628f-4804-b34f-4ab950431e02,7344b9f5-f58a-48e1-97d3-47eeea3caf34,issue,1000,,2025-08-19T16:49:25
45970a29-388b-4a00-8a2a-177662a9409c,1fd0ce2a-151a-4ffa-b800-ffafed14ffcd,issue,5000,,2025-12-31T16:49:25
7d4cd2c4-bf90-44cf-9669-135023350561,9738a16a-1836-4da6-b68a-78cd39cf5b43,issue,5000,,2025-08-21T16:49:25
594ffc0a-dc6b-4ee2-898a-a1e120ddff4e,74680556-fd4c-4bae-8d85-5321cb9a1252,issue,10000,,2025-08-06T16:49:25
6b447620-0f09-40d1-a936-5006b665e485,f5bee97c-2272-484a-bc93-c0b441ac95d0,issue,2500,,2026-07-27T16:49:25
411b6ac4-a7e8-453f-968e-187b3c6d06a3,2679dfa6-e19f-4828-802a-13a78d9d8237,issue,1000,,2025-08-09T16:49:25
7d648d50-0927-4dda-a6de-00ae3cc710be,578a0d48-abd7-45c7-abdb-a6dd016957e2,issue,10000,,2025-05-13T16:49:25
e0a00be3-7548-42d4-86e0-86977d80aae6,aeceafa7-f6b4-4845-977f-e54c984b3f62,issue,2500,,2025-04-28T16:49:25
608f87d7-42cd-4bc3-a317-6b4e850d4ca3,f1a76b09-7201-4100-b23a-98d95583845a,issue,5000,,2025-12-15T16:49:25
5b6bfa31-c95c-4d22-9f52-1ab161706857,4a165643-b68b-47ba-a6b4-4a572ce6a170,issue,5000,,2025-10-06T16:49:25
2205b29f-1497-4bf6-b621-f9233608e1a3,9baca2c9-7f56-4ff4-9c67-0aba89cd23ac,issue,2500,,2025-12-18T16:49:25
667d1424-43c7-4311-859a-dcbe7b6a1182,c935f263-3ff1-431c-957e-2a44a70f710f,issue,5000,,2025-07-04T16:49:25
a43cb054-fcb6-4da6-9d52-700193d4d387,e5fbb45a-b0d0-4724-8125-094785723b34,issue,5000,,2025-06-26T16:49:25
6b03c0a1-d7d8-4099-b96a-a0399a4cb301,5a38e442-6dfe-459b-9863-a14b7744a5f7,issue,10000,,2026-04-04T16:49:25
7433e47c-c564-497f-b428-754c75953b41,e2d47220-2320-4cbc-9317-f9813e940268,issue,2500,,2026-03-01T16:49:25
a0bca0f4-7d76-44af-8ed4-8c44b3b0403d,00d64bf6-ee76-40da-b59e-d92562f9cdf3,issue,1000,,2026-03-15T16:49:25
032956fc-d82e-471e-9b8d-496beb09c7b4,7f8eeaeb-c9ac-4fb6-946b-242d28b3e39b,issue,2500,,2026-03-02T16:49:25
c4f8978c-a5a1-438d-8a83-2d092ffb461c,590864d0-e8eb-4985-9e44-6cca510e4f78,issue,1000,,2026-02-04T16:49:25
635a7aa3-e125-4d16-b16b-8392a267de7f,3e8ad393-cb60-4f92-ab84-70bff8dd0eaf,issue,5000,,2025-10-19T16:49:25
51a362ad-f63d-4835-a379-6a1a15f624ae,9cad86ff-916d-4057-95f3-cf610baf854c,issue,5000,,2026-01-05T16:49:25
5a4354a7-afce-4eea-a9c0-5705bd5bf8b8,4ced9f44-b740-44e4-9a58-3d0ab67e7de9,issue,2500,,2025-12-31T16:49:25
f157109d-d78b-4dcf-af09-d372623cd315,a0a9fd50-99fa-48e5-9126-84fc0c86052a,issue,2500,,2026-01-04T16:49:25
315c4c45-a202-4593-9ebe-9b6b6c9fb633,f4e91352-53e2-4097-9fb4-f53880af4a19,issue,1000,,2025-07-16T16:49:25
02831410-1be6-4f6a-a9ee-278fd3f8c3e9,a7c974a4-275a-46b5-8c76-fe14c8d896f2,issue,5000,,2026-03-28T16:49:25
afd067ad-7329-4e75-bcad-021edbe8bcee,a9be722d-2d82-4d8e-8f5e-0a4f77f78d59,issue,5000,,2026-01-17T16:49:25
ac69ddec-5472-4ea6-a2f4-2a4d4b03f740,2eae5ec0-f09a-4ddc-a52a-1d1d20cf6aca,issue,5000,,2026-06-19T16:49:25
ed3f8e94-7c12-4264-8f98-09c13e3c4fa3,dd062678-e52f-4111-b25d-834c5f4304f9,issue,2500,,2026-06-02T16:49:25
b116185d-c2bf-4279-9caf-7a8995a738d8,f0451d9a-4704-41f0-ac7f-dae92e9a57be,issue,5000,,2026-06-24T16:49:25
87b4378b-70a8-4690-8ac3-61ddac0c75d8,7a01459e-324e-4f1b-aaeb-9896e071d762,issue,5000,,2026-01-18T16:49:25
bc12e381-44d1-4ea8-83c8-72d1be0face9,d560db59-36fa-4d4a-b279-fe3821a18949,issue,2500,,2025-10-20T16:49:25
7c74c8ae-c7b4-4472-a9e9-9a21d5a23490,e9c39f0f-2394-4f3e-856d-a5b7c1aa0a8d,issue,1000,,2026-04-24T16:49:25
aecc8e0c-c5be-4d8a-9bc9-aec3e713590a,70e408ec-02b3-45e9-9f77-59ebc75e524b,issue,5000,,2025-12-18T16:49:25
cdd09a6c-4c19-4885-82d7-031c05593f40,36c7038d-2be2-48ad-9d3d-94f15e005b35,issue,10000,,2025-05-17T16:49:25
9ec38d91-cda5-41fd-89a1-adb7132b1ce0,e4c3184a-f42f-45eb-9de4-97869d116643,issue,1000,,2026-03-01T16:49:25
cdccedd8-5330-4cb7-b66b-e866de903654,a47e2faf-4028-4827-9cab-501ce68e9cb8,issue,5000,,2025-09-15T16:49:25
