id,payroll_run_id,employee_id,regular_hours,overtime_hours,gross_pay_cents,federal_tax_cents,state_tax_cents,other_deductions_cents,net_pay_cents
115b9c99-ab64-469f-a520-f05a1dd8fa4d,040a8ffa-ac20-4ce0-9c6c-9ef9f1bd3e06,c63777ff-a940-438c-b9e9-d3187cd91982,72.0,5.58,286117,34334,11445,12762,227576
a22db844-016e-4401-8c89-8b47b31d1399,040a8ffa-ac20-4ce0-9c6c-9ef9f1bd3e06,fad6f6b8-5bc6-4d3a-9e99-dfea0c381694,56.0,5.38,230972,27717,9239,15096,178920
e04b2254-13ba-477a-b75b-f14e37d29529,040a8ffa-ac20-4ce0-9c6c-9ef9f1bd3e06,3e73f356-1339-4949-adb1-27ccf5b87a8f,61.95,3.5,337277,40473,13491,26565,256748
7e4068c8-df98-430b-bf62-5297f8f07dfe,040a8ffa-ac20-4ce0-9c6c-9ef9f1bd3e06,7da42c67-bf6c-44ed-bfd2-7d75334d73f7,80.0,0.0,257258,30871,10290,17168,198929
54fc2f72-4686-45b8-87a2-fdc62d2ae046,040a8ffa-ac20-4ce0-9c6c-9ef9f1bd3e06,07982c18-ce02-4bad-96a4-316052374b94,80.0,0.0,329292,39515,13172,15954,260651
fa752fc8-6142-4ef2-ab8d-f25cff787c30,040a8ffa-ac20-4ce0-9c6c-9ef9f1bd3e06,11a99a0b-2758-4248-a6ec-da7e52d01f28,62.97,2.01,244342,29321,9774,12786,192461
625cb5a5-cfa2-4436-8376-8a3a7a411a3d,040a8ffa-ac20-4ce0-9c6c-9ef9f1bd3e06,b7572a14-14c0-4634-bc99-528a8231167b,70.06,3.67,352435,42292,14097,17065,278981
fe0d1de4-5e1e-48e1-9920-dc92f5ed9d4c,040a8ffa-ac20-4ce0-9c6c-9ef9f1bd3e06,24e4cc9a-8dbb-49bf-ba7e-46ff84e9547e,80.0,0.0,539738,64769,21590,34330,419049
aa179ac9-d337-48df-94e4-5eefe06ff8ad,040a8ffa-ac20-4ce0-9c6c-9ef9f1bd3e06,bdd3f611-64d5-4276-8d84-6f5bcc9c9ce3,80.0,0.0,261304,31356,10452,15928,203568
bc2b34d3-79c1-4da8-b690-2bf210d5f411,040a8ffa-ac20-4ce0-9c6c-9ef9f1bd3e06,1454be57-fded-4b54-9d50-89cf465c34d7,80.0,4.27,446541,53585,17862,35604,339490
a946bf10-7d83-43fa-aac4-d26db90a6687,040a8ffa-ac20-4ce0-9c6c-9ef9f1bd3e06,5620f37d-03c6-4d68-b27f-a3e8d804b1ca,80.0,0.0,490969,58916,19639,29642,382772
d158d67d-3795-4b32-9149-9e0e331aab65,040a8ffa-ac20-4ce0-9c6c-9ef9f1bd3e06,c6bd2a61-82c4-45f4-a158-dd07220d8415,64.0,2.32,248866,29864,9955,11656,197391
20f3d181-e1da-48ee-a4fb-efaadd0db89c,040a8ffa-ac20-4ce0-9c6c-9ef9f1bd3e06,df1d8519-1624-4319-acb6-d164f78ae26a,48.0,4.65,244859,29383,9794,10169,195513
a5120201-ce32-4c7c-ab34-fe99a1387f0f,040a8ffa-ac20-4ce0-9c6c-9ef9f1bd3e06,8a81ac6f-85e6-419c-9183-2e82f0c41a05,69.48,3.1,185177,22221,7407,10382,145167
71f11e12-64d2-429b-91be-c453da261f96,040a8ffa-ac20-4ce0-9c6c-9ef9f1bd3e06,1c6b05c6-ab8a-4aa6-8f0c-d764fc9baf5c,80.0,0.0,404881,48586,16195,19971,320129
fd2d7482-5225-4c58-8596-0bbcbebf4608,040a8ffa-ac20-4ce0-9c6c-9ef9f1bd3e06,0cdb209c-c94f-4b40-974e-1f3deb0fafeb,80.0,0.0,531119,63734,21245,17675,428465
a68a8ed3-5f45-4969-873a-d3b88c0e6bd0,040a8ffa-ac20-4ce0-9c6c-9ef9f1bd3e06,e15df04a-450d-407a-a2ab-d572fe5e4525,80.0,0.0,451669,54200,18067,24394,355008
2fdfd11d-da70-4b74-a93b-5b89c3b3c16a,040a8ffa-ac20-4ce0-9c6c-9ef9f1bd3e06,1e31d825-7cda-4477-9c48-03bbb941c4cc,70.09,3.4,143914,17270,5757,11138,109749
600f6a8a-46a8-41d7-a179-9256a52e2b9a,040a8ffa-ac20-4ce0-9c6c-9ef9f1bd3e06,ab961f8e-c095-44b8-b322-100f50627d59,70.22,1.51,315455,37855,12618,19054,245928
e86a2bca-a1cd-463e-894a-ae110b8cf100,040a8ffa-ac20-4ce0-9c6c-9ef9f1bd3e06,bddfdd82-44c2-45d9-a9f1-c713788731e6,80.0,0.0,310627,37275,12425,11926,249001
12415ebe-f1e3-4016-8fd6-12e9472a65cf,040a8ffa-ac20-4ce0-9c6c-9ef9f1bd3e06,772b440b-f03a-46f7-b8dc-52196b164239,80.0,0.0,218319,26198,8733,6877,176511
e2fcb6a8-4cb7-4c0c-bf1c-f5bd441b815b,040a8ffa-ac20-4ce0-9c6c-9ef9f1bd3e06,2055f01e-d09e-4af3-b056-4fb999b54b6f,78.8,6.4,164159,19699,6566,11006,126888
3a314fda-89ea-42be-bef0-52d90d47dc69,040a8ffa-ac20-4ce0-9c6c-9ef9f1bd3e06,057781f9-c6a1-4f2d-bbce-affc1469f01b,48.0,2.02,236677,28401,9467,7771,191038
40dd74e3-2dd0-46d8-83a4-e5fa4e9b8cde,040a8ffa-ac20-4ce0-9c6c-9ef9f1bd3e06,cfcd001d-e49c-4b2a-92b1-6eb19366968e,62.22,3.18,336089,40331,13444,12649,269665
5a258ae8-25e6-43b9-afe4-88c60760ba1d,040a8ffa-ac20-4ce0-9c6c-9ef9f1bd3e06,40a083e0-d745-47f0-a76e-70c79ba19043,69.67,6.67,347303,41676,13892,16751,274984
a24dfc0c-d738-4545-ac25-731b8c069bdc,040a8ffa-ac20-4ce0-9c6c-9ef9f1bd3e06,2bb9893e-5b6b-4e5d-b1ff-56d85c7f8baa,80.0,0.0,447554,53706,17902,24252,351694
49de16d4-efdb-4bda-9dda-5f96014e7e10,040a8ffa-ac20-4ce0-9c6c-9ef9f1bd3e06,41543472-3f77-4cc1-b5d9-bb2c51e134fc,70.86,7.12,206622,24795,8265,8187,165375
e9b3a456-7314-4cf7-bccb-8d75f3c94812,040a8ffa-ac20-4ce0-9c6c-9ef9f1bd3e06,4bb907f3-2959-4b4d-acd2-123aea3d4e40,80.0,0.0,471165,56540,18847,18270,377508
34013d6c-b102-4f2c-a18a-deb139992ebe,040a8ffa-ac20-4ce0-9c6c-9ef9f1bd3e06,ad192335-b79b-406a-ba47-0395d697e461,62.52,1.67,210551,25266,8422,10658,166205
b58118f9-0f3e-49a1-ac74-8df5d1398a5a,3a2ab5f1-8987-42a5-9999-112f0651b261,e352edd9-9089-4e5f-9dad-05bfd00ee15a,80.0,0.0,455838,54701,18234,17702,365201
f4ef361c-e93b-4a96-8ac4-063279853435,3a2ab5f1-8987-42a5-9999-112f0651b261,78b0b7c7-f0e7-4836-95bc-94c640f7d2f9,72.0,5.24,364162,43699,14566,25368,280529
f2b2819f-e9fd-4c66-ba54-cee525813821,3a2ab5f1-8987-42a5-9999-112f0651b261,37aa2c6b-5c5d-406e-8dbb-ad5a4018edeb,80.0,0.0,363669,43640,14547,14184,291298
50bac597-707f-4c94-94d5-42a4c87a6a38,3a2ab5f1-8987-42a5-9999-112f0651b261,c74e16da-2083-466d-8a10-8566f892b662,64.0,3.83,261195,31343,10448,16005,203399
35beadd4-7a09-4a76-a6ad-a57bfb297950,3a2ab5f1-8987-42a5-9999-112f0651b261,6f0feb58-8d2d-4291-9db5-d43d58eb597d,68.38,4.35,377971,45357,15119,23888,293607
d8e7eb9d-db40-41df-a6fe-b4d959c6fe21,3a2ab5f1-8987-42a5-9999-112f0651b261,ba629d98-4d22-436c-aa70-6f19a0726237,80.0,0.0,361077,43329,14443,11041,292264
274536d7-61fc-4eb2-986b-8917f722dce3,3a2ab5f1-8987-42a5-9999-112f0651b261,c25b3f34-cc91-42be-8f26-f30a5032f7e3,70.04,5.0,339625,40755,13585,11916,273369
ed9a877e-1942-4d36-95d6-fbb838eb1f68,3a2ab5f1-8987-42a5-9999-112f0651b261,718b32b0-daf5-4ef0-afc9-5f4c5cb28588,80.0,0.0,426527,51183,17061,18430,339853
4d6a0505-0bd7-4446-ab8e-a6b64ee145ff,3a2ab5f1-8987-42a5-9999-112f0651b261,94b323f2-7e53-4ee7-b6b0-e4adc2f6b0e2,63.75,1.75,159566,19148,6383,5003,129032
d2093e66-952d-49b7-abed-fed99fcef868,3a2ab5f1-8987-42a5-9999-112f0651b261,2f847c66-5b6b-41fa-a5b5-d36d820bbe50,71.4,6.45,146584,17590,5863,6130,117001
089d4728-2206-426a-bac6-2d11efe81af5,3a2ab5f1-8987-42a5-9999-112f0651b261,682f88c7-a779-4fbc-b71f-7005333737c3,56.0,1.36,225311,27037,9012,14634,174628
f205e5db-a124-47a3-ab47-5566156d3a8e,3a2ab5f1-8987-42a5-9999-112f0651b261,17b527be-6c67-4b79-b717-84232f15fb72,80.0,0.0,343408,41209,13736,10780,277683
c2cbd5ad-9bc4-447c-8619-414d6eec667a,3a2ab5f1-8987-42a5-9999-112f0651b261,8c58dc80-74d9-4b44-bc08-00ca8609acf4,80.0,0.0,434465,52136,17379,18827,346123
67482d71-f702-41be-b0ab-f539c8c82515,3a2ab5f1-8987-42a5-9999-112f0651b261,42ec1fc3-c1d2-4b88-8509-2f8c188d6430,80.0,0.0,599627,71955,23985,18733,484954
a12483dd-822e-4da1-8ade-7032b5d0f09c,3a2ab5f1-8987-42a5-9999-112f0651b261,c63777ff-a940-438c-b9e9-d3187cd91982,56.0,3.27,216822,26019,8673,16251,165879
f8ed3d42-cc4e-4ad0-a3a3-be3c7d1047cf,3a2ab5f1-8987-42a5-9999-112f0651b261,fad6f6b8-5bc6-4d3a-9e99-dfea0c381694,48.0,4.48,197266,23672,7891,15341,150362
605a8737-dee4-41b1-a28d-2fe6be43b3a7,3a2ab5f1-8987-42a5-9999-112f0651b261,3e73f356-1339-4949-adb1-27ccf5b87a8f,54.03,2.86,292708,35125,11708,13360,232515
7b75b3ad-22eb-49f0-b26b-7661399d3995,3a2ab5f1-8987-42a5-9999-112f0651b261,7da42c67-bf6c-44ed-bfd2-7d75334d73f7,80.0,0.0,257258,30871,10290,13652,202445
c3d4cc18-7556-45f1-952d-e09cd35bdb83,3a2ab5f1-8987-42a5-9999-112f0651b261,07982c18-ce02-4bad-96a4-316052374b94,80.0,0.0,329292,39515,13172,11222,265383
1004e0b9-eade-4d19-8bc9-f202b7fb3ee6,3a2ab5f1-8987-42a5-9999-112f0651b261,11a99a0b-2758-4248-a6ec-da7e52d01f28,56.0,2.38,220588,26471,8824,7541,177752
8415408c-6bc0-448a-8d41-213e3bd63847,3a2ab5f1-8987-42a5-9999-112f0651b261,b7572a14-14c0-4634-bc99-528a8231167b,70.86,1.75,342734,41128,13709,21665,266232
e2e8fef9-9eea-47c1-970b-e3f8dccce3bb,3a2ab5f1-8987-42a5-9999-112f0651b261,24e4cc9a-8dbb-49bf-ba7e-46ff84e9547e,80.0,0.0,539738,64769,21590,33131,420248
b6b428cf-7659-41b5-ada9-c27546d12df0,3a2ab5f1-8987-42a5-9999-112f0651b261,bdd3f611-64d5-4276-8d84-6f5bcc9c9ce3,80.0,0.0,261304,31356,10452,17168,202328
e15f21c2-c723-4a7c-9be0-23629630b1b5,3a2ab5f1-8987-42a5-9999-112f0651b261,1454be57-fded-4b54-9d50-89cf465c34d7,70.6,8.76,432768,51932,17311,14483,349042
9eb35410-9691-45a3-91d1-87c8dd4598a3,3a2ab5f1-8987-42a5-9999-112f0651b261,5620f37d-03c6-4d68-b27f-a3e8d804b1ca,80.0,0.0,490969,58916,19639,29705,382709
48d88850-4cf2-4f39-9ce3-395281fb3da1,3a2ab5f1-8987-42a5-9999-112f0651b261,c6bd2a61-82c4-45f4-a158-dd07220d8415,72.0,8.84,314439,37733,12578,15099,249029
731df17c-d5dc-4fbe-b037-ff2dc9a03b01,3a2ab5f1-8987-42a5-9999-112f0651b261,df1d8519-1624-4319-acb6-d164f78ae26a,40.0,3.05,198537,23824,7941,14572,152200
34937808-4726-4097-943a-2e143ddee611,3a2ab5f1-8987-42a5-9999-112f0651b261,8a81ac6f-85e6-419c-9183-2e82f0c41a05,64.0,7.44,187750,22530,7510,5765,151945
efd6f0b3-e23e-4021-9816-d6803f64e64f,3a2ab5f1-8987-42a5-9999-112f0651b261,1c6b05c6-ab8a-4aa6-8f0c-d764fc9baf5c,80.0,0.0,404881,48586,16195,23027,317073
9dc65eef-8deb-4c48-b899-4591db72f17e,3a2ab5f1-8987-42a5-9999-112f0651b261,0cdb209c-c94f-4b40-974e-1f3deb0fafeb,80.0,0.0,531119,63734,21245,23762,422378
796676e6-549f-4c6e-a02f-f87d02ecb852,3a2ab5f1-8987-42a5-9999-112f0651b261,e15df04a-450d-407a-a2ab-d572fe5e4525,80.0,0.0,451669,54200,18067,16077,363325
2e1be30f-a856-42ff-90dd-7891e9bd9cf6,3a2ab5f1-8987-42a5-9999-112f0651b261,1e31d825-7cda-4477-9c48-03bbb941c4cc,54.91,5.15,119883,14386,4795,8743,91959
c505c9f4-5703-40aa-890f-8c6350e09dbc,3a2ab5f1-8987-42a5-9999-112f0651b261,ab961f8e-c095-44b8-b322-100f50627d59,63.76,2.99,297002,35640,11880,9538,239944
33cc0477-954c-40d9-ab49-f8947bea589d,3a2ab5f1-8987-42a5-9999-112f0651b261,bddfdd82-44c2-45d9-a9f1-c713788731e6,80.0,0.0,310627,37275,12425,18903,242024
51e026e2-5003-454d-8f3e-c31f646c0065,3a2ab5f1-8987-42a5-9999-112f0651b261,772b440b-f03a-46f7-b8dc-52196b164239,80.0,0.0,218319,26198,8733,10054,173334
9df2a8d9-a85b-42ad-8ab1-2f77f2cc328f,3a2ab5f1-8987-42a5-9999-112f0651b261,2055f01e-d09e-4af3-b056-4fb999b54b6f,54.44,1.56,105440,12653,4218,5350,83219
4ba27e38-4b6e-4e9b-9ed3-3fef86b4d2f0,3a2ab5f1-8987-42a5-9999-112f0651b261,057781f9-c6a1-4f2d-bbce-affc1469f01b,63.28,3.24,316033,37924,12641,9712,255756
896c58de-137a-4ba0-a2e2-79c3ac5511d3,3a2ab5f1-8987-42a5-9999-112f0651b261,cfcd001d-e49c-4b2a-92b1-6eb19366968e,47.74,3.35,264722,31767,10589,11722,210644
c08fa443-b010-464a-8d09-56e2257b8596,3a2ab5f1-8987-42a5-9999-112f0651b261,40a083e0-d745-47f0-a76e-70c79ba19043,46.05,3.15,221328,26559,8853,13526,172390
74a3a1e5-4bc7-46bf-b3c9-6d331b0d7a21,3a2ab5f1-8987-42a5-9999-112f0651b261,2bb9893e-5b6b-4e5d-b1ff-56d85c7f8baa,80.0,0.0,447554,53706,17902,18379,357567
9a93a19b-e62f-4ce6-a340-bf90748021e3,3a2ab5f1-8987-42a5-9999-112f0651b261,41543472-3f77-4cc1-b5d9-bb2c51e134fc,71.98,7.71,211703,25404,8468,10541,167290
dc9b528d-243e-4f7d-977a-b593a604e069,3a2ab5f1-8987-42a5-9999-112f0651b261,4bb907f3-2959-4b4d-acd2-123aea3d4e40,80.0,0.0,471165,56540,18847,35085,360693
8b00a05f-57d2-419c-ace8-13b665fc12bd,3a2ab5f1-8987-42a5-9999-112f0651b261,ad192335-b79b-406a-ba47-0395d697e461,78.03,5.32,278500,33420,11140,20859,213081
f2b078f5-c63a-4c85-b943-c1cae6b357e4,1eec9c16-605a-42eb-8026-9b6fd4f2ef5e,e352edd9-9089-4e5f-9dad-05bfd00ee15a,80.0,0.0,455838,54701,18234,16219,366684
e88cbab8-2958-4d30-9bda-f20192a86141,1eec9c16-605a-42eb-8026-9b6fd4f2ef5e,78b0b7c7-f0e7-4836-95bc-94c640f7d2f9,69.19,6.94,362976,43557,14519,17901,286999
5d3a31ef-2d76-418e-8131-491b515a06c8,1eec9c16-605a-42eb-8026-9b6fd4f2ef5e,37aa2c6b-5c5d-406e-8dbb-ad5a4018edeb,80.0,0.0,363669,43640,14547,14700,290782
eedab7a2-4f8e-4cc7-b386-a848d1c66602,1eec9c16-605a-42eb-8026-9b6fd4f2ef5e,c74e16da-2083-466d-8a10-8566f892b662,71.34,7.66,310198,37224,12408,23918,236648
533d96d1-fb1c-44e7-8f82-65901a53cc05,1eec9c16-605a-42eb-8026-9b6fd4f2ef5e,6f0feb58-8d2d-4291-9db5-d43d58eb597d,63.13,5.13,357383,42886,14295,15081,285121
ba75589b-47be-4248-a4ca-79a533ee0802,1eec9c16-605a-42eb-8026-9b6fd4f2ef5e,ba629d98-4d22-436c-aa70-6f19a0726237,80.0,0.0,361077,43329,14443,26148,277157
c2a9517e-b8f9-4643-90e0-42f778a253f3,1eec9c16-605a-42eb-8026-9b6fd4f2ef5e,c25b3f34-cc91-42be-8f26-f30a5032f7e3,55.96,4.32,273487,32818,10939,21550,208180
ed23dc17-c16f-4d29-b692-9fd7f28b819b,1eec9c16-605a-42eb-8026-9b6fd4f2ef5e,718b32b0-daf5-4ef0-afc9-5f4c5cb28588,80.0,0.0,426527,51183,17061,32721,325562
cb9fe76b-f2d0-4a3d-9702-c52e44c87e81,1eec9c16-605a-42eb-8026-9b6fd4f2ef5e,94b323f2-7e53-4ee7-b6b0-e4adc2f6b0e2,53.84,4.89,147065,17648,5883,6161,117373
91483286-1993-496f-ad12-3adde2fcd13a,1eec9c16-605a-42eb-8026-9b6fd4f2ef5e,2f847c66-5b6b-41fa-a5b5-d36d820bbe50,54.67,5.19,112919,13550,4517,6576,88276
df3391df-06c1-4021-a0ff-ea0eff027471,1eec9c16-605a-42eb-8026-9b6fd4f2ef5e,682f88c7-a779-4fbc-b71f-7005333737c3,61.41,1.29,245905,29509,9836,11892,194668
02a1813a-2f35-48bd-9353-f79f9d2cc2e7,1eec9c16-605a-42eb-8026-9b6fd4f2ef5e,17b527be-6c67-4b79-b717-84232f15fb72,80.0,0.0,343408,41209,13736,14262,274201
b6db40bb-3bc6-445e-9b5e-66973f680aae,1eec9c16-605a-42eb-8026-9b6fd4f2ef5e,42ec1fc3-c1d2-4b88-8509-2f8c188d6430,80.0,0.0,599627,71955,23985,41018,462669
1a6f18f2-e8e8-4c18-8718-2349d8028fb5,1eec9c16-605a-42eb-8026-9b6fd4f2ef5e,c63777ff-a940-438c-b9e9-d3187cd91982,61.65,1.45,227217,27266,9089,11769,179093
105d9cca-de54-4267-aefb-6065d2f89716,1eec9c16-605a-42eb-8026-9b6fd4f2ef5e,fad6f6b8-5bc6-4d3a-9e99-dfea0c381694,62.44,1.77,234667,28160,9387,14803,182317
74cb2f68-4b75-45bb-a26d-9b3233b7391e,1eec9c16-605a-42eb-8026-9b6fd4f2ef5e,3e73f356-1339-4949-adb1-27ccf5b87a8f,71.05,3.64,384004,46080,15360,25303,297261
bdf759ce-30af-417a-b201-91602eb20f2e,1eec9c16-605a-42eb-8026-9b6fd4f2ef5e,7da42c67-bf6c-44ed-bfd2-7d75334d73f7,80.0,0.0,257258,30871,10290,8263,207834
ac0f7f1e-a3dc-4dcb-8a9d-5cafcb1b6266,1eec9c16-605a-42eb-8026-9b6fd4f2ef5e,07982c18-ce02-4bad-96a4-316052374b94,80.0,0.0,329292,39515,13172,21033,255572
833fa7a7-6e68-44e7-b492-8dc640683a2e,1eec9c16-605a-42eb-8026-9b6fd4f2ef5e,11a99a0b-2758-4248-a6ec-da7e52d01f28,46.93,1.04,179558,21547,7182,6732,144097
16ab5b0c-2191-4ef1-9569-46635938e9ce,1eec9c16-605a-42eb-8026-9b6fd4f2ef5e,b7572a14-14c0-4634-bc99-528a8231167b,54.32,1.92,266781,32014,10671,20108,203988
91ed7bc0-75ea-4917-84a0-bb5b61f502b3,1eec9c16-605a-42eb-8026-9b6fd4f2ef5e,24e4cc9a-8dbb-49bf-ba7e-46ff84e9547e,80.0,0.0,539738,64769,21590,20843,432536
b423d41a-f488-41eb-a23b-e4254c3340d2,1eec9c16-605a-42eb-8026-9b6fd4f2ef5e,bdd3f611-64d5-4276-8d84-6f5bcc9c9ce3,80.0,0.0,261304,31356,10452,18680,200816
79ae1116-6fb0-4caf-9039-488367896868,1eec9c16-605a-42eb-8026-9b6fd4f2ef5e,1454be57-fded-4b54-9d50-89cf465c34d7,72.0,3.34,397988,47759,15920,19073,315236
6ffd2339-697e-404a-94e0-9ab1b9500972,1eec9c16-605a-42eb-8026-9b6fd4f2ef5e,5620f37d-03c6-4d68-b27f-a3e8d804b1ca,80.0,0.0,490969,58916,19639,16683,395731
bbfe2a5c-9206-4124-9e53-ee724f8ccc41,1eec9c16-605a-42eb-8026-9b6fd4f2ef5e,c6bd2a61-82c4-45f4-a158-dd07220d8415,64.0,1.52,244441,29333,9778,15522,189808
37c0ba6b-5df6-43e7-9e8e-21534d694e66,1eec9c16-605a-42eb-8026-9b6fd4f2ef5e,df1d8519-1624-4319-acb6-d164f78ae26a,71.34,6.0,357834,42940,14313,25628,274953
111fbb8a-811f-4b8b-9441-dccce9a131f4,1eec9c16-605a-42eb-8026-9b6fd4f2ef5e,8a81ac6f-85e6-419c-9183-2e82f0c41a05,69.52,4.62,190972,22917,7639,6094,154322
468a6e24-5275-4315-b93f-6e56723ce670,1eec9c16-605a-42eb-8026-9b6fd4f2ef5e,1c6b05c6-ab8a-4aa6-8f0c-d764fc9baf5c,80.0,0.0,404881,48586,16195,25827,314273
dbda73b0-af8a-4137-9179-2a6fad699d70,1eec9c16-605a-42eb-8026-9b6fd4f2ef5e,0cdb209c-c94f-4b40-974e-1f3deb0fafeb,80.0,0.0,531119,63734,21245,16543,429597
0a75f077-633e-4531-a580-777a2f6639aa,1eec9c16-605a-42eb-8026-9b6fd4f2ef5e,e15df04a-450d-407a-a2ab-d572fe5e4525,80.0,0.0,451669,54200,18067,35028,344374
dcd35226-ea79-4d67-972e-3bb9679def41,1eec9c16-605a-42eb-8026-9b6fd4f2ef5e,1e31d825-7cda-4477-9c48-03bbb941c4cc,62.21,3.14,128085,15370,5123,10226,97366
5bed94c0-837a-4cde-adc7-c75c6016650a,1eec9c16-605a-42eb-8026-9b6fd4f2ef5e,ab961f8e-c095-44b8-b322-100f50627d59,40.0,0.97,180412,21649,7216,11285,140262
a4adc3de-16aa-4864-b38c-57b0b9a71b60,1eec9c16-605a-42eb-8026-9b6fd4f2ef5e,bddfdd82-44c2-45d9-a9f1-c713788731e6,80.0,0.0,310627,37275,12425,17097,243830
f0ae9e0e-fcf3-4ce8-a076-8ff526d1f462,1eec9c16-605a-42eb-8026-9b6fd4f2ef5e,772b440b-f03a-46f7-b8dc-52196b164239,80.0,0.0,218319,26198,8733,12855,170533
368d8589-4249-4d5e-a84f-0bf87c38a18c,1eec9c16-605a-42eb-8026-9b6fd4f2ef5e,2055f01e-d09e-4af3-b056-4fb999b54b6f,80.0,5.25,163184,19582,6527,6967,130108
1a4914a2-2504-405c-8dae-3eab69e8e251,1eec9c16-605a-42eb-8026-9b6fd4f2ef5e,057781f9-c6a1-4f2d-bbce-affc1469f01b,56.0,4.35,289991,34799,11600,13565,230027
ff006e13-5777-41e3-84e4-995e51f9af8b,1eec9c16-605a-42eb-8026-9b6fd4f2ef5e,cfcd001d-e49c-4b2a-92b1-6eb19366968e,80.0,7.31,456371,54765,18255,25629,357722
f7e64f17-dd4c-4214-b5b0-376a31d8a4cf,1eec9c16-605a-42eb-8026-9b6fd4f2ef5e,40a083e0-d745-47f0-a76e-70c79ba19043,38.75,0.77,173946,20874,6958,5799,140315
1bae1fc3-dc09-4c71-ab57-3d1e78bc3f63,1eec9c16-605a-42eb-8026-9b6fd4f2ef5e,2bb9893e-5b6b-4e5d-b1ff-56d85c7f8baa,80.0,0.0,447554,53706,17902,28796,347150
c53a6d7b-afdd-4416-bf73-335b4d81639d,1eec9c16-605a-42eb-8026-9b6fd4f2ef5e,41543472-3f77-4cc1-b5d9-bb2c51e134fc,62.21,1.87,164748,19770,6590,6141,132247
0fa08a52-7c17-4d37-a810-4e035748fb98,1eec9c16-605a-42eb-8026-9b6fd4f2ef5e,4bb907f3-2959-4b4d-acd2-123aea3d4e40,80.0,0.0,471165,56540,18847,37594,358184
398f9a8a-3188-4670-85c0-58b19752c1ff,1eec9c16-605a-42eb-8026-9b6fd4f2ef5e,ad192335-b79b-406a-ba47-0395d697e461,78.37,5.89,282370,33884,11295,10588,226603
5243ab67-12e0-41ac-b3ab-3a2ed8ce72c8,c811f337-ee70-46be-b0a4-6c087a4ef1c5,e352edd9-9089-4e5f-9dad-05bfd00ee15a,80.0,0.0,455838,54701,18234,34771,348132
