id,payment_attempt_id,authorized_at,amount_cents,status
64274db2-fff8-42cf-9d07-18a219a51517,d579c61c-37b6-4174-ae64-c2e1416e2833,2026-02-27T10:33:47,3300,approved
754d8e59-5006-4bfa-b9bf-89d657e75f74,8b38da8e-9b0d-496c-b696-4f491bd6e068,2026-06-04T07:10:57,1700,approved
7e8b46bb-db04-4c15-8c2e-1fe57a4cab29,10d6b29a-f28e-497f-8f45-39beac67e576,2026-06-09T13:33:57,2400,approved
8537db61-687a-4536-a10f-fa89a12e818d,5d9c22e6-ef85-4bf7-b3a9-7e1b3719604f,2026-07-09T09:23:55,4000,approved
10d39948-e7a4-46c5-bf21-e6be888ffa4d,e127f4d9-ebff-4e3a-952c-85b148f9e041,2026-07-02T16:40:03,4000,approved
aca7ed6b-56e3-474b-9ae6-ff8821640e6b,325295e7-2a94-42e1-8169-31a3d9a426f2,2026-02-20T21:58:51,1200,approved
e27c1ec8-11ee-4e1b-9f57-05be4d4988b9,8f9d6dc2-2c87-42ff-a438-633a36dc8a45,2026-03-03T07:14:38,2400,approved
1b6e7795-4fc8-4254-b53f-9e06b3cef7f8,c3f21ec3-a4ba-40bd-9138-2b57154a96a8,2026-04-19T22:19:32,400,approved
876ba94c-ae9f-49b9-877a-7e97b2410645,c8f9d466-752d-4e4e-9a74-d8d259c81cc0,2026-05-10T13:29:58,4000,approved
33948937-4534-4ffc-a2c3-e830a97dfa7f,b3679ff0-8992-4058-b624-795222c7e1d8,2026-05-18T06:09:26,1400,approved
0dc11ddb-3b89-4480-940a-d0d3054d61e8,553268ba-aeef-4705-9436-51f12c28a9b4,2026-05-25T19:38:12,4200,approved
7797c475-684e-482e-90c2-132929674b8f,acec6702-4197-4a35-9514-0ff21732ce59,2026-04-08T11:09:24,8800,approved
5058d253-4755-4269-93ed-c3ece0ce9dfb,c8e6c719-5791-4ba8-b742-9c961c501498,2026-04-07T01:51:38,3600,approved
f0246404-af51-4e1b-a9a0-ef325f5ba045,4149735e-71c5-427d-910a-a24c791f31af,2026-06-01T18:30:15,1100,approved
301f3ed4-ac18-4918-9fdb-ffc148cd94e9,15afc36d-295e-4c65-a604-fe0cf6358949,2026-08-09T01:15:05,2200,approved
1f0c27f9-21c3-43d6-a06a-863accd31da7,18790079-fbc7-4e58-970e-7af0f103b54b,2026-05-17T11:57:32,1900,approved
382120c0-50e5-4520-9fad-e16974180607,b350e09c-75f4-41e8-9301-43138ed9ca31,2026-08-06T11:22:52,2300,approved
b6975be9-0419-4a1e-8340-1f29e19e16e0,cd32dc46-1935-4050-b8ba-f130f0913487,2026-04-29T08:14:31,4500,approved
c02bf826-48d3-4bb7-970c-18b6598cdcc0,e8bc00ff-f05d-4f97-b54d-a0b324a03197,2026-06-19T04:21:24,2200,approved
fd26c06a-e300-48b5-bf4d-e62adcbfcc09,de34934e-c207-41e5-aec0-508999711855,2026-02-22T11:25:52,2800,approved
6752d6f6-6740-4061-adcc-c8bed9f0fc03,3c408126-8949-4064-aeac-d8eb8858763d,2026-07-14T04:29:03,1200,approved
7057d1ee-8e78-4b87-ae3e-595add0b4800,ef10edbb-f6be-4fd2-a0f1-6b412c7eceab,2026-06-01T01:05:25,1400,approved
673962d8-85f4-4bcd-b7a5-66b88f2b51a5,d1b4f37c-4ed8-42c4-97e0-57edfe63a00c,2026-03-03T01:29:21,1300,approved
9811bc4b-8c0b-45b0-bac4-48b3b473d36f,631071cc-4a8e-49ea-9be0-78bbfb935298,2026-05-15T06:49:08,5400,approved
5af82db9-6904-4cdc-a879-e2a2a28042cd,4ccb6106-1df5-4231-8878-7e9167ddd763,2026-02-22T12:36:49,1200,approved
a1a59df9-eb21-4d3d-84ab-9e9ce9fb734e,71e77b99-9614-49f0-a361-4a068588ddff,2026-07-12T23:53:01,1400,approved
ae8dc154-786e-441b-9807-c71dfa817f61,134d15d0-eb40-419c-bc1b-825663fd1ac9,2026-06-27T07:10:53,0,approved
acaa25ad-74f4-405c-ada3-e5bd10317f56,c1dfeb77-2ff8-42b7-96b2-9886d0e69c77,2026-03-11T12:20:52,5600,approved
6aebb168-0a57-4ac0-93b6-2e1669efe578,16c611dd-4d90-4c73-beb6-3707aa77f767,2026-05-18T00:18:00,2800,approved
c02fc4a8-0a69-4499-a51d-08d8a6cc2174,d6debc2c-79a9-45df-bda3-36cb508a9bf3,2026-05-11T13:17:15,2800,approved
9a119495-8d7a-490c-8574-0b346b1273f5,cbc6661a-b3dd-46a4-9d43-5dd0643bb6eb,2026-03-16T21:46:25,700,approved
157e177b-f70b-43a5-aa66-87e951f845e4,238979be-285d-47fb-8de8-463bb4c08ae3,2026-08-03T07:49:08,0,approved
68c24373-7b8d-47bd-a03a-63028cedba6d,f4ac1c38-aaa6-4a29-af97-0cc6a9a05595,2026-05-22T22:28:11,400,approved
481ea220-a432-4e07-b6ed-b4ef7d8af7b9,9ecc7c69-2b6d-4967-8139-da3cf72a3840,2026-02-25T23:47:34,4500,approved
864a22d2-e07f-4647-b262-a0dc849957c4,cf889d89-1eb3-4aea-98be-809e8c7b2db9,2026-05-13T22:32:47,2800,approved
57f74899-f39b-4553-bae8-2599ddec3037,fb51e9d3-cbca-4c85-8dd1-07a43e21ffea,2026-04-22T22:26:05,2800,approved
3ce62704-913d-4f4f-887e-04e1ca36a9ff,08b0352c-b24e-4853-8d4a-0e15d916c85f,2026-03-13T09:19:56,1100,approved
a9909780-26f5-400b-9cf9-49b9c46db477,9d83da82-c491-4cd5-a198-bda4e891385b,2026-05-14T15:41:38,600,approved
01082b98-a12d-49b4-aeb7-a4a4daadc888,7d74185e-d3a0-4ce3-9dd4-012e2ce03b24,2026-08-11T00:45:21,1800,approved
a667280b-e194-4a69-b8d8-cf39f1aa99f8,c05032ea-c94c-4765-b85b-ee84972876a9,2026-04-24T04:15:09,4000,approved
e9706b1e-d9ce-4dc6-94f9-259064bc17bb,74cc831a-6c07-4849-9996-1c711c5a06d0,2026-03-07T02:51:36,1500,approved
bf88ac56-f24b-46f4-82c6-a416da765c2c,0e252b2e-cee3-49ab-8131-4fd977f06f91,2026-03-11T21:28:31,2400,approved
cad6d93d-0d17-4d4d-8974-262d900b8e1e,fe387044-a735-41d3-9e90-a87242901460,2026-03-08T16:25:44,600,approved
4abc87f5-c379-43c8-8a08-239f2f19bee8,da2d08b9-7d9a-4016-ace7-759d019bd466,2026-03-31T01:32:07,0,approved
3d743d60-e475-4ec5-af1a-4c7224c00555,98cfad16-f736-4905-b8e4-6561a5a8f5bb,2026-08-08T21:35:22,3600,approved
00723968-56ea-4f0d-a25f-bf04c7ceaf39,692ce0c7-e217-4760-a303-ecebb07fefae,2026-04-01T11:31:10,1200,approved
a793428e-c79b-478a-a155-c944bbc24321,29aa7039-056a-4357-ba8c-93b46008e856,2026-08-14T23:53:56,2100,approved
f86ae794-e007-4729-966b-15368be931d2,f1199e1d-6369-48de-bde4-d779a8c77ce7,2026-07-19T20:11:05,6300,approved
73de1691-93da-48a4-9d5b-821c1184d42a,dcf82d43-dc9d-4d9a-9551-a815fbf9c595,2026-07-11T15:49:41,4000,approved
bb1d78c8-4aa2-4467-9277-9624b99cad39,8d9b06d0-925e-434e-8c37-011a49f380d7,2026-08-08T16:37:15,400,approved
461ac73d-5d72-4d20-91dd-81dff2f7d8bf,be43cdea-72a6-465f-a960-686de79e0e69,2026-06-20T12:41:11,3400,approved
b49257bb-6119-4bc2-9865-c10d8a0aec01,01536971-6520-40a6-9d28-84e359d63639,2026-07-31T19:35:13,4300,approved
c85faca5-3035-4c0c-a9b9-ba835894de76,8bc5d7c0-4371-4905-af07-482cad74730b,2026-07-14T11:38:51,1900,approved
b24da699-6ce2-4f50-8e82-be2b4157380a,e8216796-6840-4aee-88d3-883e368ee6fa,2026-03-29T06:35:22,4600,approved
054afae2-8beb-4b1d-b8b5-5e41ff18c331,e1c897a0-a661-47d1-a627-64fb32089fc2,2026-07-29T19:59:11,5000,approved
6a231439-b248-4e44-aaca-0cc59c7a3b88,c771b892-a6a8-4394-b765-1be86ad7316c,2026-04-07T04:17:15,5100,approved
8520b931-014c-4c2c-b78c-be70d59e3c5d,60f01ce1-c6aa-4f82-b786-7d7e76e76d1d,2026-08-06T21:44:03,2900,approved
13604f51-93ad-48f4-8348-101d9ac48b89,a12afd11-22a4-4118-bfa3-620b55900721,2026-03-18T09:05:14,6100,approved
811822fa-3ca0-40a0-9d3a-11d92dfce412,6e3df64b-c2f3-4767-9558-8a8913b406f1,2026-07-05T08:35:26,4800,approved
bce1bce7-0eb2-46a6-97fc-b3f479159924,69e056af-2c14-422e-b3f4-5fa150dd1c23,2026-05-12T22:48:14,600,approved
4aac36b1-582c-46d4-b9a5-fe9388b62f7e,a145b885-3be1-4962-ab88-343756911dc3,2026-06-08T04:45:46,500,approved
74794cd6-c542-4b66-91dc-602398c197c6,4d8f188a-bb8a-4819-b7d2-ed344e0c7d58,2026-05-06T00:41:23,3500,approved
c8463479-eb33-4939-8178-84a0070e8ed2,9ad07c6c-9872-4bdd-86e8-9dbf5740f0a3,2026-08-04T08:05:19,2400,approved
d68c35f8-7f43-4ca0-b974-308a960336b2,4a7d28bd-3719-4a94-9bf7-2e9d9e36b8cc,2026-05-13T12:44:12,2800,approved
e91c0f83-3b21-4ff4-a519-bd4b41eab7ea,81e81ac6-dafd-4549-80e7-3ca4b7f16ef5,2026-04-29T01:05:53,5000,approved
50784916-36cd-434d-bed1-98b7dd16212b,ae1f2ebe-45d6-4ab6-831e-8e00431a7253,2026-07-06T23:02:46,2200,approved
89d21e5c-92a5-446d-8f1f-ec67356c444f,67259c56-fa7d-4d00-9846-9232116a9558,2026-03-09T13:49:13,3900,approved
0c94e278-e136-492f-9f5d-24c290089d61,da9ecd59-e508-4b45-8a70-28d0c08358fc,2026-03-05T10:19:12,600,approved
8a2906df-444b-46af-8081-b414014a2ddd,b6e96762-8d0e-4d7e-9376-0a3ccb8c1d60,2026-03-02T23:54:22,2900,approved
44c7e53a-cfe4-4502-8ea0-239aa480be9e,7d66f000-7654-47c9-9d59-de9a324484f4,2026-07-10T13:07:18,2600,approved
e93b217d-6be9-4e14-b032-5bbd723eab86,a21e57ee-dbcc-4a59-990d-6f19605ecdaa,2026-07-02T10:07:29,3600,approved
0ba1cfcf-ed9b-43aa-a6eb-9d4b1ee228d2,0797d021-5b9e-42ce-97bc-1120010cbb40,2026-04-11T11:52:15,1900,approved
8f2b8196-e902-4788-a08d-c5b6673b8a01,c518d56f-3b1a-4ee6-a688-44d4b27b4187,2026-07-10T10:42:52,2200,approved
f5c49897-1f71-4393-a537-7d1ef3cc0f3d,53708c9b-abf1-487a-bd6f-5a5618ef0507,2026-02-26T22:24:47,3700,approved
a3612dfe-360d-4aeb-9e15-353f497a5e1f,02cc658e-10a1-499f-b477-002a3acf846e,2026-07-29T05:05:38,3500,approved
f1c8db13-cf74-46cf-9ce1-c75f9665e350,cb23f61e-6759-48b7-a687-7be3bca0264a,2026-07-06T06:29:19,6800,approved
0116f08e-161a-4865-aa8f-3843c8522e0c,34f6bc7f-e08a-453b-9a3f-6fd0553cea32,2026-07-05T05:04:26,3600,approved
59d85f87-164d-43fc-8d97-b3e56fbcce21,90c4d64e-08b3-4780-b944-f02e9c1934ff,2026-05-28T00:48:41,600,approved
3632615c-50e6-451a-a5e0-8778c0632c13,cb69c9ac-d1a8-478e-a370-2d0c78658efb,2026-02-22T00:27:49,1400,approved
71a20d91-026f-4ea0-84df-25df8828f210,445b156b-8ac0-41ec-82b9-f6ca04f57b46,2026-03-10T16:24:36,2800,approved
94a5515d-9872-4557-b9a3-f27a6a07225c,f83660ea-30d1-493f-af50-d232cf42bc08,2026-02-17T00:27:24,7200,approved
d6041887-82ed-4bc1-bec4-c49830c90673,53b32fb0-dc4b-45b4-8497-f9bb5b431869,2026-03-21T13:33:06,6200,approved
a01733bf-1217-4fa0-be87-277a39173940,18b92b06-9f2a-4b4e-852a-2538af89f210,2026-04-08T16:34:28,2800,approved
759349c0-76f4-4b13-b20a-d9c9c377a996,68804976-13f4-4444-97ed-b44b044cdd92,2026-02-25T18:06:52,4200,approved
d0c788b5-ad0c-4ff9-934f-587feb577582,4d71ca65-a3c8-4f3b-a4c7-d2e2830ac256,2026-03-16T05:20:48,3200,approved
71b1fbc8-a089-4bba-9587-6136592f209e,5bae19fd-f8d0-4c2f-a8c3-4a329ab52b19,2026-04-07T05:33:54,600,approved
e327004f-b8d9-444f-bfae-6e4a03f0129d,1859034d-9854-4663-a2d2-c5f6b7fd8592,2026-04-06T06:24:01,1900,approved
8cc59d4c-95c6-41fa-afcb-cea79a0cf284,17b051c0-5606-47d5-bc02-c88a4501928f,2026-02-19T14:30:34,1800,approved
929c61a6-9e86-4746-9a4d-8d826f08f0f2,a5d61a1c-d54a-45b6-a3ad-273603dcb8af,2026-04-13T21:21:28,1800,approved
df7e5bfa-b9ab-4e00-91b8-fc0a347230df,f1e6179f-e55f-4032-8973-6c007f5cb4f2,2026-05-13T22:52:35,2500,approved
5286b2ca-ac55-4a6e-aa7b-47db935f8e30,b4da73cd-9fe1-4a26-92b4-809774f12525,2026-06-18T18:20:44,500,approved
df15814f-8061-43af-a0c5-8edcb81bb373,2b0c872e-a4d5-4c37-955d-f684405253b0,2026-03-04T21:29:52,1100,approved
0e97daed-4b32-4769-9fb3-9da10e73bbf6,6ca7be46-d2f4-4a0f-aa13-aed0e73552bb,2026-05-27T08:59:44,3300,approved
1f5e0460-9043-4e77-87a0-7cd3ac028772,beba97ab-141b-485b-9580-59b486b1b1d9,2026-06-29T17:37:29,0,approved
c51854a4-e328-4485-ae38-08da725ca75c,7bdff891-a18e-41db-8bf8-7b5aa9b41df4,2026-07-13T05:17:02,600,approved
f6af8b01-2efa-43fe-bb44-8da702855456,d3cd385b-94fe-4f71-b4da-8bba28c636ea,2026-04-08T23:13:00,4400,approved
673aece0-5f46-4ae9-a3c6-8d584da7aefc,db3403fe-57f7-4e18-8ff2-6d9aa31cd10d,2026-03-06T10:17:27,6300,approved
5b8eb2f2-2a2d-4f48-b125-dcaa41150ea0,ee3b3e30-032f-469f-a672-d6c97157883f,2026-06-19T13:17:21,600,approved
4bdd539d-b36b-49e9-9e81-eeab959ba469,ea928b97-862a-4ab9-b6ce-41aed74c943c,2026-03-08T01:24:07,400,approved
103daec6-10bb-4c87-9183-0b0a8014fbf7,0b9bd1a8-713b-4063-b474-fe5c494b5efb,2026-06-14T12:25:38,5100,approved
784e14cf-8bc5-4098-bc5c-b7d50ea79c23,64aa5aa4-53dc-4fc1-b0f1-be5784ec56b2,2026-04-01T19:23:16,3600,approved
cd8e3e67-f9f5-4dd9-8e56-8ffa2c409816,87acb1d1-b2e5-41f2-973f-80d74d5a8f56,2026-07-22T16:46:50,1200,approved
a19830bd-a648-47a0-9d6f-1defe2b1b567,0f7b3f30-5052-4f4d-a38f-95321cf86f77,2026-04-12T02:13:52,4400,approved
605b31da-c653-4d6e-b51d-4364e25108f9,ca46a18d-dbdf-4f2d-bcd8-1e8d3dd2dd9a,2026-04-19T12:39:28,3200,approved
9e25c5ee-3bab-4cce-aa1e-a381ad436cb1,583d5965-6546-42e1-931b-5fb0e12046ae,2026-06-07T06:53:12,1800,approved
bf04f8be-ef2e-4d2d-bae3-cc6c5c709441,d61fcf2d-b7cb-4ab6-b854-9a6f554ee599,2026-03-15T01:26:25,2600,approved
b7dc0eba-2bf8-43c0-a018-19949229c315,21981a1b-bbcb-4ee4-b877-f0d871b673e9,2026-05-08T04:12:07,4800,approved
e24f5c8f-3c8b-4b59-af73-32eeedd5f68d,e2e29d67-5050-4ca2-8057-c848ffcce011,2026-05-15T19:07:26,2500,approved
9b392d7b-20a3-4ed1-ad26-69c990140ef3,2d5468e6-5201-4937-8d1d-830b9f5eeecb,2026-06-17T17:50:30,1200,approved
28869225-2f04-481d-9ad0-08d1c9c25f9a,e601a043-d9cb-43ff-a53b-94b71eeb4719,2026-05-08T02:48:04,1100,approved
37f8d952-2058-4645-8d09-a5cd59e3b702,43d8138e-cee3-49de-a194-7716da641d59,2026-06-03T04:21:15,4200,approved
fc03bbe4-bad2-479e-9fde-ec3949bc3e9f,c1f14600-0fb7-42ac-89b9-6c0298eb4fc9,2026-06-02T06:01:52,6200,approved
faa8b3b5-a899-4d36-90f1-acc317c0e07f,c24f9908-cf26-4dcc-8493-e2c5a6b5365d,2026-05-04T15:30:09,4800,approved
1f649739-b150-4591-8086-f35422d70f51,b6b38f68-7c1d-46f4-80ce-2c127d9cbadd,2026-08-06T21:51:25,1100,approved
8638ecf0-e88f-4c28-9574-fc0451ca9f56,0044f7d8-bde6-44ae-87a9-ec44139119f5,2026-06-01T23:14:20,700,approved
2eac43b6-a4e0-4b80-8a18-2f619f2cdb94,cb9a4e99-cc92-4c7a-a2a9-7a71346edd62,2026-06-20T11:23:00,1100,approved
612db836-457a-4517-a40c-c6759c18c1a4,6f00912e-b3b1-4b43-92e0-ad17535f5bbb,2026-05-16T03:31:07,1100,approved
d2c75f34-199c-4a46-b17c-fdb7daae00fe,eddd2743-6cd9-49f9-bb7b-311d56703cef,2026-08-11T04:34:37,3000,approved
2c53d3a0-ba39-4008-ba72-dccb8a7fe25f,d4516efb-f4d1-4cd2-8f77-2aa7c63c5a1e,2026-08-13T07:02:32,1600,approved
46afde4f-5653-40a1-8214-8159dec05483,fc8834ff-d06f-4cdc-baac-dd1ec2d2ca72,2026-02-20T05:51:43,5100,approved
2c7e8f4a-95fa-4bd8-9825-337fcceb9634,cfe15b68-cbff-454e-8aba-a2686610d4ca,2026-06-23T22:50:29,1400,approved
23786a45-3a4f-4175-b426-065d69799001,1cf11ec6-1a77-4fda-8831-3da37124cc59,2026-02-26T01:53:20,3600,approved
eed79607-f6ea-483a-b909-f9dac52b671c,35694539-a0ca-4450-a240-b4ecabf47ee0,2026-06-03T00:38:28,700,approved
cbb7b015-1047-4fca-955c-34a339afd103,3e92b428-e1f9-446c-9000-81f7879fbdbf,2026-07-03T08:45:16,2100,approved
8eb832be-6957-4901-a7db-1af88373d12e,fee24e36-56b3-4dcb-b2eb-8c05f2b85c38,2026-08-09T00:44:52,2500,approved
a4c8baef-5f1a-4416-8eea-628af87ba49b,d139a87d-d759-407d-8cee-7d8a77cf46f5,2026-04-11T08:43:53,3000,approved
07fd9d48-82fc-44f3-837d-c8c6cc6254d1,66ee145b-cf60-4d3a-b6ca-dfb6a1ed2621,2026-05-27T13:52:19,2600,approved
51c807fa-b61a-4e48-9deb-6372a0f3ba80,9e9acd35-72c9-4311-8504-485894bd128e,2026-03-13T07:28:34,6200,approved
77294cef-77b3-4009-825d-bdc72aa332f2,5175e305-2538-4b24-a72a-ec6a96e76570,2026-03-09T00:17:08,0,approved
b5d7cef5-3a2c-4fd7-8de8-67984f1eaebd,d339d33e-2e04-44e4-b43a-521c2cf3e41b,2026-02-17T16:34:38,1600,approved
6b1333e9-10ce-41dd-b6a7-09c724ba4e81,9ab138a9-e37a-4124-9938-b79d05033dbc,2026-07-06T22:17:51,2200,approved
80790014-770c-4825-b7b6-89aa09cb2ce2,21bdc911-09ef-4fb7-a533-5c9f4a6d53ea,2026-06-28T03:30:28,4600,approved
2eb995e3-b0ce-49bc-8f6a-b90850a9682d,b6415d1d-8a8f-4d7c-939e-5eb1b8e37414,2026-06-07T09:49:16,4400,approved
cd6fd056-dceb-49af-b91b-5a1c1761a341,3a32088f-80a7-4864-9eb5-a2a11cee5ec5,2026-04-12T16:09:55,1900,approved
9d288311-57cd-4065-a5f2-a30319f31142,207fc8bf-7a83-4193-a7db-ad0c2499d869,2026-07-14T15:04:37,2300,approved
d10be25f-d518-4db0-85b3-13502315e759,95ab05a5-b1c2-4f08-aed5-8c1ac379a23c,2026-04-16T17:53:35,5000,approved
6e4187b9-763f-41c0-ae4e-0c488caa6de0,43bbb735-6507-455b-9db9-e12f956e7043,2026-04-04T10:18:57,1200,approved
6c65dac0-8d35-4741-a5d4-a4dd88d09d6c,1a0351bb-4777-41b0-a87d-a7c550c8dfe1,2026-07-04T19:00:39,1100,approved
43ae57c3-e581-40be-aca3-f8be0e66c73c,5eb66c90-cee9-4bf7-bb98-135789125222,2026-05-29T16:30:05,2300,approved
cf771d1f-c102-4b6b-ad96-380ac30c77b8,a83701e8-78f1-4163-9517-d707fd18ca88,2026-04-29T18:11:25,5100,approved
e52aff78-eba5-4727-bf16-e0ef5fdc8324,d60db231-8781-4738-a9a8-c98e8c052493,2026-03-16T05:23:25,3400,approved
74f5936b-fd2c-4b20-bfcc-096a473232e4,84a3f6bc-08dc-4e7f-aa2e-16ac207e3321,2026-05-09T23:07:04,3900,approved
74d4a4a5-7b6c-48f6-8274-377fbf693ad7,cee5d0f9-6cee-41e8-8610-0c0e0dd76e8e,2026-03-23T20:10:15,4700,approved
c8acf362-eccc-4c3d-8d7b-6b3f732f5880,363c1f14-920e-49bf-8462-7e19467fd91f,2026-03-20T07:19:29,3500,approved
aa31defb-7cc2-40e0-88e9-6616be8e99fd,26bf48f3-0e07-44b3-9bea-01236de4038e,2026-04-06T07:04:30,1800,approved
05c864cd-183c-4256-8e79-b55d135ff3ce,32ee4c5c-fc48-4f0f-90ee-6e9b7cb6d98f,2026-02-25T16:35:53,1800,approved
bc02292a-7619-4487-9345-7e41fec387f6,044f4f2b-1b49-422b-9502-4c89eccc817a,2026-07-17T04:12:41,3500,approved
ca5c3bdd-2566-4658-b59b-f8a9332d6fe4,d9db50ab-dcc8-4270-a49c-50461f511e05,2026-04-05T00:45:36,3600,approved
db5c98e5-8d55-4a29-b8df-1668f04e05ce,356df914-ef58-446d-9b73-b5c88e1ef395,2026-05-23T23:09:39,3300,approved
943212a5-7225-4fd7-a2c0-0f2aeca79337,93ef093c-406e-48ad-8965-b79964545e54,2026-04-05T17:05:26,3200,approved
7b15e3a0-02f4-44ee-ac48-81db7251347a,983257bc-4cd1-4e22-87e5-c7d07f665100,2026-03-13T00:15:49,1200,approved
3e6cedc1-a6c9-41db-a87a-1b85c7329241,1019242f-3787-4704-b147-c5506b2b609d,2026-03-13T20:16:26,400,approved
0498a1f8-896a-422b-985f-f41827c364ca,633c091c-75e4-4ece-be51-e590c38322aa,2026-06-05T19:29:02,2400,approved
a901771f-6bf2-4302-a5de-acfecab829d4,b5264999-12b4-44e9-8a53-bd0e276c3d85,2026-03-28T12:28:02,4600,approved
a23f375e-a27e-4c7c-81b3-753ce71e53bc,e5ba2481-1444-48e1-a478-35b6f0f67f64,2026-04-07T16:18:46,0,approved
95a0b0ed-2865-46c8-8da0-ba94fdf71979,9e4c681f-6bfe-465a-bc7b-13464fe38889,2026-03-02T22:53:49,6700,approved
8e8b8a8c-fb5b-4766-a4f6-eb1c80f37793,ac508300-6ef9-425e-b46c-bc6f5e930dda,2026-02-26T01:05:18,3900,approved
80be8b68-0105-45e7-88d8-f2914f85f444,04580bba-c037-4c57-9efd-f2f82ab17c1d,2026-03-19T21:10:27,1200,approved
ad215214-bd2b-45b7-b7fa-c11c9d9d8632,d934b915-c228-42dd-a616-10673fa78802,2026-03-11T12:11:31,4000,approved
6f5c6ea6-21ce-4f6f-9b2d-84db7575aeb5,2f09ad41-ffda-4baf-baa5-e5a42dccc4ac,2026-06-30T12:28:09,3800,approved
72d3b0d2-1d1b-4118-8212-3f1c0942b93e,60f6b8ad-7e02-4d6e-89b6-e0e2cc971755,2026-05-22T04:04:25,7000,approved
abdd4a84-98bc-4033-95c1-3cb4a0704b86,cda0dc60-c0f7-4603-baa0-57521ed7a1fa,2026-05-10T11:15:58,1200,approved
48242d70-a820-416a-be83-2ce2b7458e39,0d18045c-4006-448c-9e13-cefa06c8bae4,2026-06-21T18:39:22,2200,approved
542bd058-195d-4acb-8eaf-10579f7bcabe,ca666f26-5a0d-48e2-8d8e-64fe778e1829,2026-07-14T14:12:12,2900,approved
