id,cart_id,event_type,occurred_at
29e8c3d5-0ca3-4d3e-8b7e-73bde4865915,18d5c6fb-ad50-42f6-8902-a56bb4f8523d,created,2026-04-13T23:16:38
a26b0322-58d9-422f-af17-fc2f54581a8a,18d5c6fb-ad50-42f6-8902-a56bb4f8523d,item_added,2026-04-13T23:21:38
0306cf0e-ce23-406a-b528-c316f4286424,18d5c6fb-ad50-42f6-8902-a56bb4f8523d,item_added,2026-04-13T23:35:38
2175d543-bd85-4eb2-88a4-1c89d5991326,70ee0916-0801-4702-a10f-e89e22d53f4f,created,2026-07-21T17:57:55
aae21919-fefb-4df6-9847-873bf1a4af3a,70ee0916-0801-4702-a10f-e89e22d53f4f,item_added,2026-07-21T18:11:55
6544ba0d-2de3-4cdd-b96e-c04989c820b3,70ee0916-0801-4702-a10f-e89e22d53f4f,item_added,2026-07-21T18:21:55
1ee2e1b8-0d45-4c95-a738-975810a276ce,70ee0916-0801-4702-a10f-e89e22d53f4f,item_added,2026-07-21T18:25:55
4ebbb653-e765-41a9-a2ec-026820b7ad2b,70ee0916-0801-4702-a10f-e89e22d53f4f,converted,2026-07-21T19:06:55
b65da3bf-111c-477e-b0b4-dfbe2cc5622e,c9db7d82-d606-4406-bbd1-0964ecbe6cbb,created,2026-04-02T23:33:18
87b449c0-9972-4a4e-95fb-1cb9fdbc789d,c9db7d82-d606-4406-bbd1-0964ecbe6cbb,item_added,2026-04-02T23:49:18
b3ae0673-a320-460b-9e27-65758e3a461d,c9db7d82-d606-4406-bbd1-0964ecbe6cbb,item_added,2026-04-03T00:00:18
3cd7bb70-3ab2-417d-8936-6a71c0b17a6d,c9db7d82-d606-4406-bbd1-0964ecbe6cbb,abandoned,2026-04-03T03:15:18
2f63f8b2-d014-41d4-877d-8272c28f1d6b,a90bff50-d446-4009-b6b6-2b761f4cb2a8,created,2026-05-03T02:38:49
aba032a4-bfe2-4365-b436-c184dffe204b,01bb7a74-454f-4c93-92ed-cdf78ee6c09f,created,2026-06-03T21:07:26
3bac445b-8aa7-47a6-80e9-f81814cc01b1,01bb7a74-454f-4c93-92ed-cdf78ee6c09f,item_removed,2026-06-03T21:37:26
b2ca2b3d-3de2-4782-a751-8c724b9923f3,01bb7a74-454f-4c93-92ed-cdf78ee6c09f,item_added,2026-06-03T21:12:26
037488e7-e546-48de-a5ce-2523cd986d20,01bb7a74-454f-4c93-92ed-cdf78ee6c09f,item_added,2026-06-03T21:16:26
396c1472-1e0e-4b04-8c33-bf33c83a44ac,01bb7a74-454f-4c93-92ed-cdf78ee6c09f,abandoned,2026-06-03T23:28:26
85db459e-9fe1-4307-8ee7-bff072289d15,b56ec3dd-0d89-4bf9-a8ba-86d8ace96be6,created,2026-03-21T09:23:05
b896026f-df3c-4e7b-a148-07ef427c0e6e,77dd1caf-d180-47cd-b5bf-809006a5f649,created,2026-02-22T13:25:19
cd0e9236-87a2-434b-a448-24cd87f90134,77dd1caf-d180-47cd-b5bf-809006a5f649,item_added,2026-02-22T13:31:19
52c48d64-fc68-4430-be89-c7c4ed9467fc,77dd1caf-d180-47cd-b5bf-809006a5f649,item_added,2026-02-22T13:41:19
0b9e4c1b-248d-4ae0-8764-9df1e19194af,77dd1caf-d180-47cd-b5bf-809006a5f649,item_added,2026-02-22T13:52:19
1b9aaf8d-0e9d-4f49-b3f4-8506e0383977,77dd1caf-d180-47cd-b5bf-809006a5f649,abandoned,2026-02-22T16:29:19
99ed228e-4616-4189-b50b-f68d45a51a92,39383d56-7ec4-4e98-a648-980b7d2022c1,created,2026-06-16T12:53:35
537da1e4-acac-417d-9386-a36773554982,39383d56-7ec4-4e98-a648-980b7d2022c1,item_added,2026-06-16T13:09:35
c7e6d282-f026-4c87-b32e-29f26342d50f,39383d56-7ec4-4e98-a648-980b7d2022c1,item_added,2026-06-16T13:14:35
25a8aa34-3688-44fa-9ad7-66c4855e5e2e,39383d56-7ec4-4e98-a648-980b7d2022c1,item_added,2026-06-16T13:25:35
962b7778-6b1a-4fe5-9ddc-3f7162c2f90f,39383d56-7ec4-4e98-a648-980b7d2022c1,converted,2026-06-16T15:20:35
d3b2e0cb-45ac-4519-af12-9e56692677a9,03260f88-9cb2-45f8-9097-3a545d926998,created,2026-04-09T19:02:43
0265e90b-5bbd-43ae-9b7f-a8ae53e44bc6,03260f88-9cb2-45f8-9097-3a545d926998,item_added,2026-04-09T19:12:43
f76a6082-5caa-404a-80e7-9ac25bd6cb9b,03260f88-9cb2-45f8-9097-3a545d926998,item_added,2026-04-09T19:21:43
977f9091-078b-46ee-af1b-19b2c73f813b,03260f88-9cb2-45f8-9097-3a545d926998,item_added,2026-04-09T19:25:43
3bd22f98-461c-499a-8ddd-773cc626ca0d,03260f88-9cb2-45f8-9097-3a545d926998,converted,2026-04-09T22:34:43
4677d22c-e048-48cd-8ae4-0ec27e702b77,c9414fe1-bb15-4bf8-97e8-d064ed9d7859,created,2026-06-07T14:27:52
9c76cd7d-d070-41e7-830d-c2a5ba29840a,c9414fe1-bb15-4bf8-97e8-d064ed9d7859,item_added,2026-06-07T14:33:52
615b82e0-e135-4120-9430-38dc4ae0ac74,c9414fe1-bb15-4bf8-97e8-d064ed9d7859,converted,2026-06-07T16:29:52
adaea2ee-e1fc-425d-89cc-254293d2ca3a,faa9d7ce-7f35-48e0-9b0f-f4b89294514c,created,2026-04-16T13:48:31
5021b413-b5aa-4a38-97d4-7dd6ea345235,faa9d7ce-7f35-48e0-9b0f-f4b89294514c,item_added,2026-04-16T14:06:31
cd3d0d86-893b-4f26-9081-814dbae506c3,faa9d7ce-7f35-48e0-9b0f-f4b89294514c,item_added,2026-04-16T14:07:31
9992046e-21eb-48a7-979d-7f103a7641e4,faa9d7ce-7f35-48e0-9b0f-f4b89294514c,abandoned,2026-04-16T13:51:31
e8c4e4ac-cf0e-4876-905f-3f003de4f817,33564ebb-f763-40d3-b8fd-1b687b3d12f3,created,2026-04-08T07:05:35
75294be4-3106-4444-a525-19829ce056b8,33564ebb-f763-40d3-b8fd-1b687b3d12f3,item_added,2026-04-08T07:14:35
142ca1ca-6dce-4608-86d6-4ec69e0c120c,33564ebb-f763-40d3-b8fd-1b687b3d12f3,abandoned,2026-04-08T09:22:35
3a2ae9ea-b8ed-4748-928a-c2aca4660d45,d10d8b31-8515-4592-89eb-9763b4b5f313,created,2026-06-08T07:08:45
88160264-1397-4294-97d6-c29bcdaed3b3,d10d8b31-8515-4592-89eb-9763b4b5f313,item_added,2026-06-08T07:28:45
0bece93c-33e9-4935-bebb-83e85c9faddc,d10d8b31-8515-4592-89eb-9763b4b5f313,item_added,2026-06-08T07:47:45
fa655f91-28da-49a7-b329-0f4723d47022,d10d8b31-8515-4592-89eb-9763b4b5f313,item_added,2026-06-08T07:59:45
1a1dc37d-8ad0-462a-b179-57a80dec9629,d10d8b31-8515-4592-89eb-9763b4b5f313,converted,2026-06-08T09:19:45
a8f36042-d0a4-45db-a198-d7334c430140,e7661f2f-2a33-434d-85f1-2980bcfd7d43,created,2026-06-14T05:45:53
9b90febd-474a-4235-9c7f-14f228745d39,e7661f2f-2a33-434d-85f1-2980bcfd7d43,item_added,2026-06-14T05:46:53
29dd8a80-2880-4e55-9dda-69e14f6cb3c6,e7661f2f-2a33-434d-85f1-2980bcfd7d43,item_added,2026-06-14T05:53:53
833f267c-14a6-485b-9993-d321b32c5586,e7661f2f-2a33-434d-85f1-2980bcfd7d43,converted,2026-06-14T07:53:53
39cbf6b6-246a-41f7-9c2e-92bfd6c66ab6,6b5a3a1f-f967-4430-8da9-2043ca4abf21,created,2026-08-07T19:43:38
0dba7ece-e4bf-4dd0-9d3c-1a3daa173180,6b5a3a1f-f967-4430-8da9-2043ca4abf21,item_added,2026-08-07T19:51:38
cf93397b-533e-456e-8e27-698b71f1b585,6b5a3a1f-f967-4430-8da9-2043ca4abf21,item_added,2026-08-07T20:07:38
ade181fc-a0d5-454d-b3db-9a1494f2ce82,6b5a3a1f-f967-4430-8da9-2043ca4abf21,converted,2026-08-07T21:43:38
8282b1c3-a17d-4ef4-99e4-a89b7ee014f6,0871fe18-c666-4386-954e-c9d64755a430,created,2026-07-25T13:49:06
8560c23f-87b4-43eb-8d25-d9f1de740e01,0871fe18-c666-4386-954e-c9d64755a430,item_added,2026-07-25T13:50:06
f7df8bc5-b1ea-4a1e-b39d-4fd5c075b1ee,0871fe18-c666-4386-954e-c9d64755a430,item_added,2026-07-25T14:04:06
f0603a93-9ea4-4373-999a-41cc55bbaa43,0871fe18-c666-4386-954e-c9d64755a430,item_added,2026-07-25T14:16:06
0ed1768d-4513-4e32-a8d9-fc8d25756226,0871fe18-c666-4386-954e-c9d64755a430,item_added,2026-07-25T14:36:06
43bb1532-fa9b-4271-a14a-f2dae61db8e0,0871fe18-c666-4386-954e-c9d64755a430,converted,2026-07-25T14:23:06
86f77942-b415-4687-842c-9a0553ecc84f,7b0666c7-f04a-4db0-b9b4-243a51de9ded,created,2026-05-27T02:32:00
8382a31e-9b41-4257-be2c-0a2fc024bcda,7b0666c7-f04a-4db0-b9b4-243a51de9ded,item_removed,2026-05-27T02:40:00
e274695b-5d6c-4d5c-982c-4efbdb889876,7b0666c7-f04a-4db0-b9b4-243a51de9ded,item_added,2026-05-27T02:35:00
98b501e2-043a-4970-81ab-1efdbf183704,7b0666c7-f04a-4db0-b9b4-243a51de9ded,abandoned,2026-05-27T04:28:00
46a76401-2945-455a-8266-d7ed82424e18,de78d2c9-43da-45d5-8b54-353953f52923,created,2026-03-26T04:48:50
37e0c9aa-8bc8-4212-a009-52b5dc219c72,de78d2c9-43da-45d5-8b54-353953f52923,item_added,2026-03-26T05:08:50
007b4fdc-18c0-4765-9f14-b22da2af7203,de78d2c9-43da-45d5-8b54-353953f52923,item_added,2026-03-26T05:17:50
c2721a44-7456-453c-976b-6846ef496868,de78d2c9-43da-45d5-8b54-353953f52923,item_added,2026-03-26T05:34:50
768b89b0-96fd-4d82-ba86-ba705bff552c,de78d2c9-43da-45d5-8b54-353953f52923,item_added,2026-03-26T05:37:50
25168480-42a0-4398-9400-4e0b85864980,de78d2c9-43da-45d5-8b54-353953f52923,converted,2026-03-26T05:09:50
c8367333-74b3-40e0-b685-26f95d06c1fd,261ef5b6-2166-41a4-b4dd-0b469c749c5d,created,2026-05-27T18:20:12
aa78420b-bfda-4c14-9b26-03ea19414739,261ef5b6-2166-41a4-b4dd-0b469c749c5d,item_added,2026-05-27T18:29:12
a706efe5-ec85-43c4-b439-1657eae2feb8,261ef5b6-2166-41a4-b4dd-0b469c749c5d,item_added,2026-05-27T18:46:12
291b1e51-6a93-42dd-9444-61da3e5b68fd,261ef5b6-2166-41a4-b4dd-0b469c749c5d,converted,2026-05-27T22:09:12
009ca476-4756-48b9-92f4-888f4b393ee5,6b441763-b269-41a6-85f9-ea14596d07c4,created,2026-07-27T06:51:22
44e1c61d-571d-4be9-b501-f545b0bc7091,6b441763-b269-41a6-85f9-ea14596d07c4,item_added,2026-07-27T07:09:22
99e8d072-fa88-4a1d-8446-1a6dfc853f8e,6b441763-b269-41a6-85f9-ea14596d07c4,abandoned,2026-07-27T07:32:22
3bc827a3-edd3-450d-8039-1bfc793a19ee,6696d564-ea08-4009-8b40-3f1193ec4ba3,created,2026-03-28T18:44:42
aff68f22-0052-49da-8255-c42182054e01,6696d564-ea08-4009-8b40-3f1193ec4ba3,item_added,2026-03-28T18:58:42
5bd8a6aa-2ef5-46cf-b74d-f96b51d2c277,6696d564-ea08-4009-8b40-3f1193ec4ba3,item_added,2026-03-28T19:08:42
e8ead0a2-906e-4f26-a14a-3b3a1d421e66,6696d564-ea08-4009-8b40-3f1193ec4ba3,item_added,2026-03-28T19:21:42
9c53983d-659b-4d0e-9162-cbc1b66ddc64,6696d564-ea08-4009-8b40-3f1193ec4ba3,converted,2026-03-28T19:43:42
2ef31f51-759d-4eb4-83eb-f04dd5283d5c,84428938-5193-4eb8-9706-df57ab3bc5d5,created,2026-07-23T08:10:19
b2c27546-bfbe-4e32-a6a8-3991299042fe,84428938-5193-4eb8-9706-df57ab3bc5d5,item_added,2026-07-23T08:12:19
93319d94-7e25-4480-835a-696aa33e4b2c,84428938-5193-4eb8-9706-df57ab3bc5d5,item_added,2026-07-23T08:22:19
0bc89abc-5fdf-442e-a679-adc252cdd0e7,84428938-5193-4eb8-9706-df57ab3bc5d5,item_added,2026-07-23T08:23:19
f2ffc663-9365-4238-8614-7fa05e1b8606,84428938-5193-4eb8-9706-df57ab3bc5d5,converted,2026-07-23T11:21:19
8408ee60-0eb4-4677-884c-aa29b4019b94,1a003ecc-8117-4c94-a91b-f915d681d031,created,2026-05-11T19:18:48
ef3dd0b9-7ae6-4d45-aafe-f34c0557ca3e,1a003ecc-8117-4c94-a91b-f915d681d031,item_removed,2026-05-11T19:28:48
8ca8e03b-dd75-4a5f-8ea3-32bae46266b0,1a003ecc-8117-4c94-a91b-f915d681d031,item_added,2026-05-11T19:27:48
13f5f17d-9f6a-47fd-98e7-df81302fc98d,1a003ecc-8117-4c94-a91b-f915d681d031,item_added,2026-05-11T19:46:48
878880cf-aa9f-4ea7-a982-cc63bba13757,2b88d495-45e3-44f2-95f2-6cb3c3b73e49,created,2026-05-23T02:58:02
7a00fd20-63e9-4ab1-9af2-88230ae85a83,2b88d495-45e3-44f2-95f2-6cb3c3b73e49,item_added,2026-05-23T03:06:02
4b675491-bea1-4e1b-881c-b8fbf06247fe,53941e30-8dfc-4e53-bf77-722581e71e6d,created,2026-07-26T14:18:10
a8a09a10-11ae-49e9-8233-e2b99496f2bb,53941e30-8dfc-4e53-bf77-722581e71e6d,item_added,2026-07-26T14:38:10
2c61e05b-1ebc-4dfd-9d36-b0a16c7fedbd,53941e30-8dfc-4e53-bf77-722581e71e6d,abandoned,2026-07-26T14:21:10
bb17f82c-7454-4c7d-b054-4d9b7eeaaca8,e9409b29-8911-4b42-9117-545319e38668,created,2026-03-05T10:41:20
91db4b1d-4f5f-4930-9649-d6a41526e6a4,e9409b29-8911-4b42-9117-545319e38668,item_added,2026-03-05T10:46:20
8b27b7e3-3a44-42ab-b000-5e975d943583,e9409b29-8911-4b42-9117-545319e38668,abandoned,2026-03-05T13:52:20
da0e6a80-e5d5-4cbc-9de4-cfe94296bac3,0a60401d-8088-4276-b655-cac2d566905e,created,2026-05-18T07:04:15
b0c3cde7-7786-4951-be63-effaca515a70,0a60401d-8088-4276-b655-cac2d566905e,item_added,2026-05-18T07:14:15
97200bb1-8c62-43ad-8c98-6bf8fa4312c1,0a60401d-8088-4276-b655-cac2d566905e,item_added,2026-05-18T07:22:15
fa4cc50f-0427-4ed2-955b-9a5f990484cd,09064fd7-b03b-4ca9-88fc-8923b496f496,created,2026-04-16T06:47:57
d1e7b765-ae4d-4ce9-b727-d5565e44aca4,09064fd7-b03b-4ca9-88fc-8923b496f496,item_added,2026-04-16T06:50:57
545dfb58-a032-44c4-8795-ab00983d6a2e,09064fd7-b03b-4ca9-88fc-8923b496f496,item_removed,2026-04-16T07:06:57
6b5f90c2-e432-495b-bafa-364361e46f41,09064fd7-b03b-4ca9-88fc-8923b496f496,item_added,2026-04-16T07:03:57
d2f684b8-40dc-479e-93d5-0884885a3a34,9e731179-d5a2-4933-9bb4-046457aca5fc,created,2026-07-25T20:48:35
9638368d-8e05-471d-92a1-db8bc1d954de,9e731179-d5a2-4933-9bb4-046457aca5fc,item_removed,2026-07-25T21:18:35
8999b102-0a8d-4191-9af6-aa7156aac7f6,9e731179-d5a2-4933-9bb4-046457aca5fc,item_added,2026-07-25T20:56:35
07bb2e4c-7072-4be4-a404-71ce50edfacd,9e731179-d5a2-4933-9bb4-046457aca5fc,item_added,2026-07-25T20:58:35
c240f070-e2fd-48e0-8aca-9fad96b22591,9e731179-d5a2-4933-9bb4-046457aca5fc,abandoned,2026-07-25T22:18:35
804883c1-b307-4163-afe1-42666a0b9026,57762cee-a407-4341-b8a1-dfa3d27b2100,created,2026-03-25T07:35:36
e823c0ba-0d7b-4054-bc8e-4d0ee2d27141,57762cee-a407-4341-b8a1-dfa3d27b2100,item_added,2026-03-25T07:41:36
cbbc77b9-a4f4-4fe5-8376-6a03d932070c,57762cee-a407-4341-b8a1-dfa3d27b2100,abandoned,2026-03-25T07:57:36
57623a69-2ea9-44e6-9d71-9654321d10ec,3904d087-df05-44cd-b923-f546b79bb1a3,created,2026-06-11T11:07:48
b41bcd34-4151-4635-8329-9b9de4d07649,3904d087-df05-44cd-b923-f546b79bb1a3,item_added,2026-06-11T11:23:48
30ec9c16-385c-430d-9ae4-3a829a4c11c9,3904d087-df05-44cd-b923-f546b79bb1a3,item_added,2026-06-11T11:30:48
e4c5cb68-a3a9-4d3d-b9f5-59538817d015,3904d087-df05-44cd-b923-f546b79bb1a3,item_added,2026-06-11T11:36:48
7fbc9eb0-c860-4c58-90d0-eea97ce3f932,3904d087-df05-44cd-b923-f546b79bb1a3,abandoned,2026-06-11T13:46:48
ed7fecce-552e-4cc7-b713-84720b90cca2,20da50ba-ab79-4847-9ef3-a3feb19e256d,created,2026-03-13T00:27:30
4b0f8ce8-7b2b-48ac-9086-62b6fa5bab96,20da50ba-ab79-4847-9ef3-a3feb19e256d,item_added,2026-03-13T00:31:30
1512df0b-78df-48fa-ab3a-51aa21dae7ed,20da50ba-ab79-4847-9ef3-a3feb19e256d,item_added,2026-03-13T00:35:30
a63150f3-7ad2-4884-b11d-e07a51bfecd7,20da50ba-ab79-4847-9ef3-a3feb19e256d,item_added,2026-03-13T00:42:30
3e408d2c-81aa-44de-af24-cd3b313cae1e,a1b6ac58-b35d-4fe1-bb16-0a145d1b71e5,created,2026-04-20T19:10:09
dbcd52db-6e5e-49d2-adf7-9e55ac930660,a1b6ac58-b35d-4fe1-bb16-0a145d1b71e5,item_removed,2026-04-20T19:30:09
f2d94642-696b-4dcb-8da7-188b593bea9e,a1b6ac58-b35d-4fe1-bb16-0a145d1b71e5,item_added,2026-04-20T19:27:09
4b100c71-b9f6-4343-a34a-26607f5f8ee6,b9168387-eb8a-487e-a3e9-bc36790cd1e7,created,2026-03-09T09:58:51
e19289fe-c5ad-44f1-8bbc-0244f7a2dec7,b9168387-eb8a-487e-a3e9-bc36790cd1e7,item_added,2026-03-09T10:08:51
c0e0583f-4608-49de-9012-2f36d0a3f864,b9168387-eb8a-487e-a3e9-bc36790cd1e7,item_added,2026-03-09T10:25:51
0f9c512e-b04f-4255-9ffd-7e2fad208afb,86ea0b3d-e268-4187-b9c3-a4a3c1fb275c,created,2026-04-26T17:39:30
4e936ff6-6661-4c4d-b55e-d70fa2009fae,86ea0b3d-e268-4187-b9c3-a4a3c1fb275c,item_added,2026-04-26T17:54:30
eabe60f9-f662-4861-a67b-4477dc740f69,86ea0b3d-e268-4187-b9c3-a4a3c1fb275c,item_added,2026-04-26T18:04:30
f9480482-c455-4dc9-b6d8-119eb7733adc,86ea0b3d-e268-4187-b9c3-a4a3c1fb275c,abandoned,2026-04-26T20:14:30
ce40b2c7-8081-4718-be31-4f8f5df0779b,3abb18e2-454c-4a56-93c9-fec97588f92c,created,2026-05-03T12:32:50
e50f82c2-5985-43aa-afeb-31bf3bf71240,3abb18e2-454c-4a56-93c9-fec97588f92c,item_added,2026-05-03T12:43:50
b01eec49-0d69-4c0d-8f46-8378464f2c8f,3abb18e2-454c-4a56-93c9-fec97588f92c,abandoned,2026-05-03T14:45:50
b8f4bfaf-1ac9-4626-90de-bb503eaf90fd,26fa5d3c-f466-4767-bb44-a3e34b2bd642,created,2026-02-22T22:32:01
195efb24-0780-4925-b524-045034e4b0c2,26fa5d3c-f466-4767-bb44-a3e34b2bd642,item_added,2026-02-22T22:52:01
907d2c19-e14b-4092-a364-c95f246da139,26fa5d3c-f466-4767-bb44-a3e34b2bd642,item_added,2026-02-22T22:53:01
6e2fe5c6-7fb8-40e4-a6a0-eac6d3735bfd,26fa5d3c-f466-4767-bb44-a3e34b2bd642,abandoned,2026-02-23T00:03:01
46eeccbc-9096-4717-8d24-c65b794e3b52,ccd5cb2d-20cb-4f51-93a6-c83a1a29496a,created,2026-08-03T21:11:58
80aec5c5-2167-4bed-a4ca-49191fd2a698,ccd5cb2d-20cb-4f51-93a6-c83a1a29496a,item_added,2026-08-03T21:29:58
6ebd34ea-ea46-45d0-ba2b-e70ab975d497,ccd5cb2d-20cb-4f51-93a6-c83a1a29496a,abandoned,2026-08-04T00:46:58
ecba71a5-9ece-43c9-882e-127cc748294d,a4399aab-eedf-4def-8cb4-5e6771840264,created,2026-07-09T15:06:11
bb029258-92e7-495c-a673-3c19fe77736c,a4399aab-eedf-4def-8cb4-5e6771840264,item_added,2026-07-09T15:17:11
5f848932-9ba7-43d5-8dd2-a4ffc1491cec,a4399aab-eedf-4def-8cb4-5e6771840264,abandoned,2026-07-09T16:41:11
2713d7cf-040e-4122-a737-dca53d05da73,19986e76-aec7-47eb-857c-a60f93aa1f1f,created,2026-05-25T02:05:49
637cde45-ae05-4fe0-a17c-bd15e56fad88,19986e76-aec7-47eb-857c-a60f93aa1f1f,item_added,2026-05-25T02:19:49
a9e92b9b-effe-43d6-85fc-5c182e7b0fd1,19986e76-aec7-47eb-857c-a60f93aa1f1f,abandoned,2026-05-25T02:46:49
a63e84b0-ea2b-42f3-910e-8b05bd88a99c,e71a9159-0565-4a2f-8252-efb4fbfe6d87,created,2026-04-27T10:42:06
691bdc33-355b-4e12-89fe-6e4d9293de1d,e71a9159-0565-4a2f-8252-efb4fbfe6d87,item_added,2026-04-27T11:01:06
95175a11-f314-422a-87e7-0c416b2a496a,e71a9159-0565-4a2f-8252-efb4fbfe6d87,item_added,2026-04-27T11:08:06
2672c599-f4c6-49c3-8b68-ef55a53549a0,e71a9159-0565-4a2f-8252-efb4fbfe6d87,abandoned,2026-04-27T14:29:06
d7b07e24-630c-46b2-836c-cbc544f316a6,75be6668-1ee6-41cc-88c3-1f53f7c97531,created,2026-02-28T12:49:07
5346edad-f5cf-462a-a4bc-0f24e2c29973,75be6668-1ee6-41cc-88c3-1f53f7c97531,item_added,2026-02-28T12:55:07
9abe0d58-fcd3-439f-be59-6d4a776f30c6,75be6668-1ee6-41cc-88c3-1f53f7c97531,item_removed,2026-02-28T13:28:07
88e71024-62ca-47d3-8f9f-8281689b5e75,75be6668-1ee6-41cc-88c3-1f53f7c97531,item_added,2026-02-28T12:58:07
