id,checkout_id,payment_method_id,attempted_at,status,amount_cents,decline_reason
08b0352c-b24e-4853-8d4a-0e15d916c85f,2b2b234c-91d7-41a7-b6f7-9d27f8021705,,2026-03-13T09:19:30,captured,1100,
9d83da82-c491-4cd5-a198-bda4e891385b,fa1a10e8-e7bc-4e4e-9d4f-2c35fecfad9a,fe3b127b-ac72-43a3-adfa-88542a068b74,2026-05-14T15:41:31,captured,600,
7d74185e-d3a0-4ce3-9dd4-012e2ce03b24,e1523113-2408-47fe-b8f4-cb38467b02ed,8fa721f8-5ce5-42f2-8bc7-ad0b4ee4a329,2026-08-11T00:45:03,captured,1800,
c05032ea-c94c-4765-b85b-ee84972876a9,c559b52d-8fb4-4591-92b7-59fe381e6e50,,2026-04-24T04:15:06,captured,4000,
74cc831a-6c07-4849-9996-1c711c5a06d0,0e48c2cb-a7ca-46c9-9a57-4534ed34838b,765c9473-e182-4ba6-86fb-35712a167ded,2026-03-07T02:51:15,captured,1500,
0e252b2e-cee3-49ab-8131-4fd977f06f91,9e18ab06-684d-496c-822b-548d809605d1,a1b22722-33bf-4930-8d10-ba58d9c32336,2026-03-11T21:28:06,captured,2400,
fe387044-a735-41d3-9e90-a87242901460,d5b53df9-8837-4f8c-b691-5730e6319d0e,cf581a93-6a90-472b-b5ca-fa99a7f09663,2026-03-08T16:25:37,captured,600,
da2d08b9-7d9a-4016-ace7-759d019bd466,e84ba598-8893-4391-9f6c-555e982cbe7f,,2026-03-31T01:31:39,captured,0,
98cfad16-f736-4905-b8e4-6561a5a8f5bb,8dfe4a7e-d409-4ebf-aa5d-14ef8ec9e8da,43187d32-d259-41a9-91a4-2ded28441aa4,2026-08-08T21:34:54,captured,3600,
692ce0c7-e217-4760-a303-ecebb07fefae,4cdcbcc1-ac4d-4f3f-a5a9-e3e1b8f2684d,6c3fbce1-af8e-4662-9cc6-2c1f1c967fc8,2026-04-01T11:30:59,captured,1200,
29aa7039-056a-4357-ba8c-93b46008e856,511a6b5c-078d-4cc4-b9fc-e6387e9244f1,,2026-08-14T23:53:55,captured,2100,
f1199e1d-6369-48de-bde4-d779a8c77ce7,62826370-cb52-4cba-8b6c-983485390e88,7ebd7917-840e-44bc-b7f6-56e21150628d,2026-07-19T20:11:00,captured,6300,
dcf82d43-dc9d-4d9a-9551-a815fbf9c595,77fbefc4-134f-47ef-b6b7-6ea73afa5d54,8ea7424d-a5a8-4503-9220-3f9292079695,2026-07-11T15:49:19,captured,4000,
8d9b06d0-925e-434e-8c37-011a49f380d7,4c27d0c1-e69d-472d-a15a-5ff3fb484f39,,2026-08-08T16:36:59,captured,400,
be43cdea-72a6-465f-a960-686de79e0e69,10d63f74-6f8c-46f4-b448-4ae868a0a596,f37a5ad9-58d7-43a6-be8e-138936055098,2026-06-20T12:40:52,captured,3400,
01536971-6520-40a6-9d28-84e359d63639,42ce4004-3ea6-4875-8bbe-36d3d69249c1,,2026-07-31T19:34:59,captured,4300,
8bc5d7c0-4371-4905-af07-482cad74730b,2beb3529-3cd5-4526-aeb1-3a7b49f82e39,4b8df9c7-ed4a-4caf-bba3-06661cfea140,2026-07-14T11:38:34,captured,1900,
e8216796-6840-4aee-88d3-883e368ee6fa,1f615482-9d72-4ed7-814b-e0ee2f5b0f45,,2026-03-29T06:34:55,captured,4600,
e1c897a0-a661-47d1-a627-64fb32089fc2,3a6286c7-62e1-431d-b2ac-abfb67cf0b59,5dc5db10-0a43-4637-8f27-d41bf4a4fc67,2026-07-29T19:58:49,captured,5000,
c771b892-a6a8-4394-b765-1be86ad7316c,8b94c4b7-6cca-4321-bf97-d1b058dabcc4,6a73ca43-65aa-4664-832e-437f8b3224f2,2026-04-07T04:17:04,captured,5100,
60f01ce1-c6aa-4f82-b786-7d7e76e76d1d,a9c0dbe6-195e-4b5c-b353-d2f8cea32154,ae046eb8-813b-49b4-bd67-6a82112fcafd,2026-08-06T21:43:48,captured,2900,
a12afd11-22a4-4118-bfa3-620b55900721,a41b4c9d-928d-4c1c-93cb-8adad95988b4,,2026-03-18T09:04:52,captured,6100,
6e3df64b-c2f3-4767-9558-8a8913b406f1,7a3eb917-d344-44e0-9da4-995e90d0b878,51775fd1-ebe3-47e4-945c-eb1edf3ca8d5,2026-07-05T08:35:16,captured,4800,
69e056af-2c14-422e-b3f4-5fa150dd1c23,cc38dea8-23b9-4159-ba36-b05297fdbcf5,9ff3d60f-62da-44c3-aa8f-b2557053d17c,2026-05-12T22:48:11,captured,600,
a145b885-3be1-4962-ab88-343756911dc3,8e81e7a3-caf4-4738-923b-526e2d4ccbcf,,2026-06-08T04:45:35,captured,500,
4d8f188a-bb8a-4819-b7d2-ed344e0c7d58,f299adf0-9635-4ad7-8abd-2c20642e4045,e163b384-9b83-4305-9755-9ee6912eafda,2026-05-06T00:40:54,captured,3500,
9ad07c6c-9872-4bdd-86e8-9dbf5740f0a3,8f5e6f2f-15f5-4766-be37-a390c1a0a6ed,6b59325f-5b33-498e-8c6d-9f1c98a8f371,2026-08-04T08:05:16,captured,2400,
4a7d28bd-3719-4a94-9bf7-2e9d9e36b8cc,623f0fc2-f1a3-43d3-9530-ad11900e78c5,21e12756-77a1-454e-ae96-b75b1a8c05cc,2026-05-13T12:44:04,captured,2800,
81e81ac6-dafd-4549-80e7-3ca4b7f16ef5,c2c09c99-6c65-4ed7-98de-5eb6b7b0c629,,2026-04-29T01:05:32,captured,5000,
ae1f2ebe-45d6-4ab6-831e-8e00431a7253,067a719d-ddaa-4e45-b535-1f6606abb521,de3c2c9b-065d-485c-b0bb-4ac123580fa0,2026-07-06T23:02:21,captured,2200,
67259c56-fa7d-4d00-9846-9232116a9558,f1b01b3f-35ee-4cb3-b16c-e1ac2270e4e9,,2026-03-09T13:48:49,captured,3900,
da9ecd59-e508-4b45-8a70-28d0c08358fc,e34200cb-464e-4a30-8075-e2705b919f52,2b01b13c-2bf0-4a3e-af40-56472ce55d2d,2026-03-05T10:19:09,captured,600,
b6e96762-8d0e-4d7e-9376-0a3ccb8c1d60,7d2f7fc8-28a5-423d-aa04-1feabd721464,7996b1e6-cd4d-4a4a-a850-af62f4579b96,2026-03-02T23:54:01,captured,2900,
7d66f000-7654-47c9-9d59-de9a324484f4,14b9de07-e85d-41a8-af17-7bc91649dea2,,2026-07-10T13:06:57,captured,2600,
a21e57ee-dbcc-4a59-990d-6f19605ecdaa,75928a6c-c3d1-4a85-937c-11c489c9c921,41fb1847-fd46-4352-9857-8bd7e585c12e,2026-07-02T10:07:19,captured,3600,
0797d021-5b9e-42ce-97bc-1120010cbb40,096aa2ec-2fd3-4ab0-af1c-01e1ce0125e7,221a6d24-9a6e-4a6f-82ce-2dacb9c6b7f3,2026-04-11T11:52:08,captured,1900,
c518d56f-3b1a-4ee6-a688-44d4b27b4187,0fd1c945-1394-4215-ab20-cd620f757202,,2026-07-10T10:42:28,captured,2200,
53708c9b-abf1-487a-bd6f-5a5618ef0507,7dcf8c42-26cf-4088-bc85-377dcaf22f13,,2026-02-26T22:24:22,captured,3700,
02cc658e-10a1-499f-b477-002a3acf846e,6e8a55d7-3cd0-4a85-9534-790f889f76ea,,2026-07-29T05:05:19,captured,3500,
cb23f61e-6759-48b7-a687-7be3bca0264a,92fe3f3d-f0b0-4cd1-88e9-611b8a70ff70,,2026-07-06T06:29:02,captured,6800,
34f6bc7f-e08a-453b-9a3f-6fd0553cea32,46dc5764-fd47-41ba-ba12-0591fec95da9,e8a3e19f-5a0e-4405-9abe-3dae3748b4e4,2026-07-05T05:04:21,captured,3600,
90c4d64e-08b3-4780-b944-f02e9c1934ff,669e5c74-1577-48da-9815-bdb6cf822b26,,2026-05-28T00:48:20,captured,600,
cb69c9ac-d1a8-478e-a370-2d0c78658efb,ce852f53-dee0-4a82-baec-e5532d3f91d4,da8fcf67-de93-4e9a-a703-6a904db160ec,2026-02-22T00:27:38,captured,1400,
445b156b-8ac0-41ec-82b9-f6ca04f57b46,719a9d92-ed1f-4578-a7c1-a57c7863f908,,2026-03-10T16:24:26,captured,2800,
f83660ea-30d1-493f-af50-d232cf42bc08,e47524a1-2f79-48f1-8777-3de2d88f921c,19a09d71-51e1-41ea-97ea-b4c114d29a9b,2026-02-17T00:27:10,captured,7200,
53b32fb0-dc4b-45b4-8497-f9bb5b431869,7460f697-1dd6-41d4-8be7-8c13157090ce,4e986c1f-db58-4261-9377-4e0d292b7fc3,2026-03-21T13:32:49,captured,6200,
18b92b06-9f2a-4b4e-852a-2538af89f210,2e01b80f-3f11-4c87-b897-fda00e7f02fd,,2026-04-08T16:34:00,captured,2800,
68804976-13f4-4444-97ed-b44b044cdd92,7bda6d1a-f057-4258-bba6-cb8c70dc2c39,,2026-02-25T18:06:30,captured,4200,
4d71ca65-a3c8-4f3b-a4c7-d2e2830ac256,cf972f4c-b0bc-4f7b-a618-abfaa1f576be,,2026-03-16T05:20:40,captured,3200,
5bae19fd-f8d0-4c2f-a8c3-4a329ab52b19,a93c2669-9c6a-44d9-85ba-3f669fc56a86,b1e095e2-5c10-41d3-b767-d6c005485f82,2026-04-07T05:33:40,captured,600,
1859034d-9854-4663-a2d2-c5f6b7fd8592,cd022971-7184-4c49-9a53-894e99ab8243,,2026-04-06T06:23:31,captured,1900,
17b051c0-5606-47d5-bc02-c88a4501928f,a8f24487-213f-45a8-8bc5-0b6921ee33a2,9b33b9bc-8527-4ec9-a6b9-ec9074d4c8da,2026-02-19T14:30:33,captured,1800,
a5d61a1c-d54a-45b6-a3ad-273603dcb8af,6982453b-eea2-4503-93bd-52cffb9c734c,d647921c-e6af-42b5-9159-184b57ff8186,2026-04-13T21:21:14,captured,1800,
f1e6179f-e55f-4032-8973-6c007f5cb4f2,38a82fb9-3c8c-4ff4-9e0b-274eeb1f530f,,2026-05-13T22:52:21,captured,2500,
b4da73cd-9fe1-4a26-92b4-809774f12525,6d469572-4a94-4377-b1d5-c69c82f89cca,,2026-06-18T18:20:31,captured,500,
2b0c872e-a4d5-4c37-955d-f684405253b0,a0c930d4-2cda-483a-b0ea-c0e2fe6c52e5,61d31226-ac80-48f0-ad65-b4c74b2a98f2,2026-03-04T21:29:30,captured,1100,
6ca7be46-d2f4-4a0f-aa13-aed0e73552bb,12d98fd6-40b2-4719-a477-3f1474a7638d,,2026-05-27T08:59:40,captured,3300,
beba97ab-141b-485b-9580-59b486b1b1d9,67cc2884-c2dc-443c-9d6b-0ee016ace43a,,2026-06-29T17:37:24,captured,0,
7bdff891-a18e-41db-8bf8-7b5aa9b41df4,1cf47add-67e3-404b-b25a-33ceeceaec8b,ec4962dc-1739-4bfc-93dd-4111572022c3,2026-07-13T05:16:44,captured,600,
d3cd385b-94fe-4f71-b4da-8bba28c636ea,9f479218-b1e8-4555-8ea9-15e5625e85dd,72ae768b-6b8e-455a-a09f-d8361d2efb00,2026-04-08T23:12:31,captured,4400,
db3403fe-57f7-4e18-8ff2-6d9aa31cd10d,63597562-ff17-4061-b4e4-c98e09674dc9,a8c53af1-56c6-4cb1-927d-e53c60234935,2026-03-06T10:17:15,captured,6300,
ee3b3e30-032f-469f-a672-d6c97157883f,4c6f812a-9e6c-4051-bb58-de0c8d48b36d,2364a71a-911b-408e-818e-c50e2a41f94d,2026-06-19T13:17:03,captured,600,
ea928b97-862a-4ab9-b6ce-41aed74c943c,38c4b00a-d279-4183-88e0-55f70899a71b,403f8cfe-a2f3-4c13-a0e7-8d48bf7d95d8,2026-03-08T01:23:52,captured,400,
0b9bd1a8-713b-4063-b474-fe5c494b5efb,903bc6ab-9847-4caa-8e97-90d0976eecc2,19a09d71-51e1-41ea-97ea-b4c114d29a9b,2026-06-14T12:25:16,captured,5100,
64aa5aa4-53dc-4fc1-b0f1-be5784ec56b2,e0369ad1-b4de-42e6-a92c-0fa687b07974,,2026-04-01T19:23:15,captured,3600,
87acb1d1-b2e5-41f2-973f-80d74d5a8f56,5050c77f-07c4-401d-bbb5-92b89d5ceb34,e4895dc1-3eb8-4af9-9f3b-5a49c40298a5,2026-07-22T16:46:22,captured,1200,
0f7b3f30-5052-4f4d-a38f-95321cf86f77,31d0db05-c20f-411b-b7a8-4e9d2d61f930,c820b593-1772-491c-ba49-dadafcecdc0b,2026-04-12T02:13:42,captured,4400,
ca46a18d-dbdf-4f2d-bcd8-1e8d3dd2dd9a,8cd00b1e-a4bc-4d3f-beea-787da58dbb88,6c9e7840-b7d3-4664-bb7b-7af82940bcfb,2026-04-19T12:39:00,captured,3200,
583d5965-6546-42e1-931b-5fb0e12046ae,e5316120-a579-43be-b2d1-a1d90cfa6d06,48b6dae4-cea4-4bf1-9ff2-8a8d5dca7f57,2026-06-07T06:52:58,captured,1800,
d61fcf2d-b7cb-4ab6-b854-9a6f554ee599,187bb5eb-e113-4884-b755-9c434ffce8ab,7fdd7d1b-58ff-4c20-83bf-f61a01163a88,2026-03-15T01:26:05,captured,2600,
21981a1b-bbcb-4ee4-b877-f0d871b673e9,8d41557f-4454-449a-886b-2f0ec1be9680,6cfd0f1e-df23-4923-b2b5-e21892f5c478,2026-05-08T04:12:04,captured,4800,
e2e29d67-5050-4ca2-8057-c848ffcce011,02ceb63e-d2a0-4eaa-94e5-475afd20aa29,fe3b127b-ac72-43a3-adfa-88542a068b74,2026-05-15T19:07:14,captured,2500,
2d5468e6-5201-4937-8d1d-830b9f5eeecb,62afe121-b024-4dd9-b17f-3820a3632e31,,2026-06-17T17:50:28,captured,1200,
e601a043-d9cb-43ff-a53b-94b71eeb4719,1d8384a7-24f6-44e8-ae01-2f1560de8918,,2026-05-08T02:47:58,captured,1100,
43d8138e-cee3-49de-a194-7716da641d59,048d6f6d-ff89-4dde-b6c3-b8c4ceef3b87,9c36fa22-187e-40fa-ad95-b051d01e4cea,2026-06-03T04:20:47,captured,4200,
c1f14600-0fb7-42ac-89b9-6c0298eb4fc9,c144a978-aee9-4c13-8d33-1461582cf573,,2026-06-02T06:01:27,captured,6200,
c24f9908-cf26-4dcc-8493-e2c5a6b5365d,f19fe4f5-af76-4118-90cb-6b1dc963d231,21e12756-77a1-454e-ae96-b75b1a8c05cc,2026-05-04T15:30:08,captured,4800,
b6b38f68-7c1d-46f4-80ce-2c127d9cbadd,51e4de45-ba6f-46b3-9ee8-8e3d4c56a478,3ebe17b0-35db-40b5-af77-da568944f75a,2026-08-06T21:51:08,captured,1100,
0044f7d8-bde6-44ae-87a9-ec44139119f5,24c8bebb-d0e7-4c13-97c7-b22b3b06779c,,2026-06-01T23:13:50,captured,700,
cb9a4e99-cc92-4c7a-a2a9-7a71346edd62,d8f40a8c-b041-40b7-83b8-8c5982a6261c,c01ae16f-7a91-428f-bcba-75e41ccaf998,2026-06-20T11:22:57,captured,1100,
6f00912e-b3b1-4b43-92e0-ad17535f5bbb,cda4c6a8-9fef-44b4-b6c4-f3fb8dcec15d,ec4962dc-1739-4bfc-93dd-4111572022c3,2026-05-16T03:31:04,captured,1100,
eddd2743-6cd9-49f9-bb7b-311d56703cef,9915c523-e847-4642-99ae-8d21d912b4c9,9dec63d0-7170-4fc6-a61e-7ff03ae38e99,2026-08-11T04:34:25,captured,3000,
d4516efb-f4d1-4cd2-8f77-2aa7c63c5a1e,7ec0a894-3a66-400f-8054-79ece312d520,,2026-08-13T07:02:03,captured,1600,
fc8834ff-d06f-4cdc-baac-dd1ec2d2ca72,12fc46bd-0e34-471b-a11f-e0ecadf71fd5,7725fc9b-fa62-4194-84aa-5111393dada4,2026-02-20T05:51:23,captured,5100,
cfe15b68-cbff-454e-8aba-a2686610d4ca,db93585d-bb3f-437c-a74c-7b275b4bdf58,0f311da3-0d09-4cf4-bb72-f058fe05e5c8,2026-06-23T22:50:24,captured,1400,
1cf11ec6-1a77-4fda-8831-3da37124cc59,bd2fbf5e-fe19-4b24-aa11-bfb3db4c4841,47e8d97f-1161-4423-9f99-86310ec60b38,2026-02-26T01:52:53,captured,3600,
35694539-a0ca-4450-a240-b4ecabf47ee0,b68a9b74-c293-40be-9fa0-f97f4b2e4075,727a455b-89bd-42d3-807e-c60d93781a25,2026-06-03T00:38:26,captured,700,
3e92b428-e1f9-446c-9000-81f7879fbdbf,5d2f0819-690a-440a-a17a-b362dfba8b5c,57fcf854-68d6-499b-ae06-6e682c0d8328,2026-07-03T08:45:13,captured,2100,
