id,fulfillment_order_id,sku,quantity
3639f077-f803-4214-9237-b2ea7a0d584f,3a97ad75-6968-42d0-8be6-3a76bd3618b8,BEV-002,1
3e8f6d33-82bb-4b20-94d4-24730ca0ed2a,66cd5e6c-c257-4ed6-aadf-9b1457435f90,JAF-004,1
36bd93ab-2d4c-4f8b-9fb7-d070c7c08841,abcc0120-f74c-4d8a-a5e6-8b4a6add3c68,BEV-003,1
48c30325-3059-468a-961c-b9373d7d148c,67c2bb22-2300-477e-83ea-83f18cc09aa6,JAF-005,0
e597564c-2f6c-42fe-ad7b-7001e4afe700,67c2bb22-2300-477e-83ea-83f18cc09aa6,JAF-004,3
33bba022-384e-4205-9ade-46bae9ff2b47,aaf72c7b-0a3e-40d7-a56d-63a443a81d95,JAF-003,1
6fa32afc-6485-4b8f-95c0-106f9cb6ff0b,ae5aabfe-11ad-45ba-96b7-b8a220ea3e63,JAF-001,1
62da6907-8d73-4efb-b4da-1aab4c66edd9,94ca9efd-f42f-48d5-9b82-8f7f20f86c94,BEV-004,1
2b2cdac9-e81c-4a48-a6a4-823e2e13000b,5ce93ba8-b51d-4fd3-af37-d3d523c5228b,JAF-003,1
b5a31055-0a87-4284-bb7e-acf780f2687c,c8f618c8-3835-41bd-aedf-252e1e6041b3,JAF-003,2
91b1ea8b-e923-4818-b7ec-1faa5470ec64,c8f618c8-3835-41bd-aedf-252e1e6041b3,BEV-001,3
7f285ddd-0e80-4134-bc05-97f338e7c822,cac5a14a-e9fc-4abd-956e-a34188c3daf6,JAF-002,3
86e69e5d-ade2-4fd4-8fca-621e519f893e,d0feed84-2b4b-4d21-9733-e458cee619fa,BEV-003,1
1d103738-402c-4e16-b6da-8747d12b558e,d0feed84-2b4b-4d21-9733-e458cee619fa,JAF-002,1
82949f06-0e6c-4a0f-b269-e607d9262e9f,c4234eab-6a5c-4ffe-80b4-bed5f29c0695,BEV-003,0
6e6ef668-3814-4e08-af0b-59c1a51b4777,c4234eab-6a5c-4ffe-80b4-bed5f29c0695,BEV-002,0
7ea69f77-58fe-4c7f-b3fd-7b404866b7ad,c4234eab-6a5c-4ffe-80b4-bed5f29c0695,JAF-005,2
3d2b3113-f0f2-4bb7-a025-b7c88f6f614a,5fa67f1b-44e1-4b30-bd3c-cc7102185829,JAF-004,2
4308d74d-2fff-4ade-a290-6b27aba05742,29cd6cf5-7f15-42d5-8d2c-55e146c79209,BEV-005,2
1149c226-ddee-42b6-92c2-b6c12e13fa2f,29cd6cf5-7f15-42d5-8d2c-55e146c79209,BEV-001,3
79905843-66d9-445f-937e-908a119df2f4,29cd6cf5-7f15-42d5-8d2c-55e146c79209,JAF-004,1
1187dd38-b77c-40e4-a110-4c57da2ebf13,30a9b244-131a-4fc0-94c3-c5a533c4240f,JAF-005,1
df1bb511-f821-4251-a5a1-e19edf025bc0,c6390485-3776-4ccf-b826-4e48006473bf,JAF-002,1
090f01da-8c15-4558-a44f-83655d751329,c6390485-3776-4ccf-b826-4e48006473bf,BEV-004,1
9845eaa3-0da2-4da2-9872-866d11ef2e90,c6390485-3776-4ccf-b826-4e48006473bf,BEV-003,1
cf98b475-cd9c-4e25-a557-46250bc6bd5b,0cdbe6db-7e0e-4c83-a859-7538e9a34744,BEV-005,1
b04b1866-35d6-4c95-8a0b-651cf2a93fc5,754ac1eb-448a-4e81-b8df-727c54bd76d8,BEV-002,1
58fc72e6-9233-4e37-8ec5-8c2af0d5ba22,754ac1eb-448a-4e81-b8df-727c54bd76d8,JAF-002,1
dcff81a4-39c7-47fc-8ee0-a876e214779d,754ac1eb-448a-4e81-b8df-727c54bd76d8,JAF-005,1
8bf7ae52-a4bb-4cc0-a4b6-b4e5faa078a6,754ac1eb-448a-4e81-b8df-727c54bd76d8,BEV-003,2
e405a509-4270-4e8f-a5a4-1af47e1919cb,eb5b53b5-ef8f-447b-a957-02f3052a28c1,JAF-004,1
dfa74ef8-10bd-469c-823a-af619b254fec,342fd21e-c522-40d6-8a95-1b12cff2e156,JAF-003,2
71f7b672-f718-4a8a-a37d-fb13174ab8a3,342fd21e-c522-40d6-8a95-1b12cff2e156,BEV-003,1
0675dab5-56e2-455d-8c64-adf8d2ccc6af,3dd6b9f5-c1fa-488b-b8f0-9f96b7b7e305,JAF-002,2
e90b7e43-ef96-43b8-aff8-a67821328a90,3dd6b9f5-c1fa-488b-b8f0-9f96b7b7e305,JAF-003,2
a116f980-e19d-4c1c-afb8-6191190f9cc9,3dd6b9f5-c1fa-488b-b8f0-9f96b7b7e305,JAF-004,3
71d35b34-4f40-40a1-ba45-3d7a74b0ccba,6b2dd66c-b81c-4ae7-815f-1bd085eb8e99,JAF-005,1
17f8b400-a140-4a4d-aedc-85502c35c61b,6b2dd66c-b81c-4ae7-815f-1bd085eb8e99,JAF-005,1
c4eea8c8-7d74-47f7-8464-e87775b26e1f,2cbe28c2-f3e5-4f1b-bc28-2ce3b8b66b7c,JAF-001,1
07a2ee18-110f-4d22-b2bd-0eb5120a9929,c0327adf-d914-492a-bcb1-da1fa929fc44,BEV-001,1
ee22358e-dce4-46f9-ab30-33e9b8990c14,c0327adf-d914-492a-bcb1-da1fa929fc44,BEV-005,1
89d54562-06be-444a-9bde-5543c9cbd317,0116d532-8a01-499e-8087-a1084d3f0387,BEV-004,2
2b4726d3-5a63-49b5-ba24-e27bd314fcf7,0116d532-8a01-499e-8087-a1084d3f0387,BEV-002,1
73e0d21d-8973-4648-9b53-9e70f9991b6c,046517b3-28e6-401b-b930-522b0d536b07,JAF-002,1
80985441-ece8-4343-98a3-f409b7355382,046517b3-28e6-401b-b930-522b0d536b07,JAF-005,1
bc628ae9-e4c9-4439-abfa-61d2135e6d29,1db81448-99c6-4b4f-8dd3-1d193755a21d,JAF-004,1
c7f27f9e-a801-41d0-992a-6409da67ab27,1db81448-99c6-4b4f-8dd3-1d193755a21d,BEV-004,1
3052e431-edd9-4e01-a268-e973b0f343f2,1db81448-99c6-4b4f-8dd3-1d193755a21d,JAF-005,2
2f971da7-324c-49c5-bf79-bfea333f27de,69c4d1fa-9f77-489a-8f26-b7795eabc0c2,BEV-005,1
b60527f5-994c-4c7c-8a33-ca5ffd121c4c,69c4d1fa-9f77-489a-8f26-b7795eabc0c2,JAF-003,1
b6854355-4090-49d2-8fc0-9bea504d48a8,69c4d1fa-9f77-489a-8f26-b7795eabc0c2,BEV-001,1
eeb0c95d-19d9-4f74-9d55-55d7875f0e39,5559401a-29ec-4c99-902a-f6c9cfea255c,JAF-004,2
fd872f08-5995-4420-bf07-9f874ac0bfbc,907faace-2f68-46bd-a41d-cdb2a291b249,JAF-005,1
064081fc-7278-463f-9bb9-da526a58618b,7cb6fa02-736c-44a0-b665-5c88a2d77bd0,BEV-004,2
90b4b1cb-c7ec-45b9-be74-4f74d5e7cb54,fd4f3fd7-6b4e-4162-b9d2-ff873e0e8c1d,BEV-001,1
9b279291-1a3b-493c-9aa6-2e08e1cd23f9,fd4f3fd7-6b4e-4162-b9d2-ff873e0e8c1d,BEV-004,1
47dadeeb-ff92-4725-a0ef-17c1f64203e6,97715ed7-7765-46ef-8ebb-0d21c205099d,BEV-002,2
5aeb7f2f-d634-4994-97b4-1fae3b1a5b40,97715ed7-7765-46ef-8ebb-0d21c205099d,JAF-004,1
d7a13fab-f94d-4eae-aeee-1c97a0b74c14,97715ed7-7765-46ef-8ebb-0d21c205099d,JAF-003,1
8744b8c3-0161-4372-bf48-5479d0a786e3,97715ed7-7765-46ef-8ebb-0d21c205099d,BEV-003,1
e3e7cf52-df69-4d72-9858-6d67dd1dcfba,197a8d4a-7265-4e86-b966-6e7b00243d82,BEV-002,1
9c0d1d2b-1096-4ceb-907c-0b78dc03be33,197a8d4a-7265-4e86-b966-6e7b00243d82,BEV-004,1
5b3dd1df-24fc-46df-aa87-d1b567bc7f02,9f0cfe29-1872-4554-b56b-43bcd1468ca7,BEV-004,2
0432e0d3-f8d4-4001-9d07-f3cd91ef0a40,5409a82b-6d6c-41f0-8cb5-b71437f2e234,JAF-001,1
df3815ea-b146-4b1f-9b4c-21907edb0ca1,5409a82b-6d6c-41f0-8cb5-b71437f2e234,BEV-001,2
faa7c116-345e-46a4-a3b6-9da261abe599,5409a82b-6d6c-41f0-8cb5-b71437f2e234,JAF-001,2
6fc75d46-75d8-4383-8de0-dce6369e38ea,5409a82b-6d6c-41f0-8cb5-b71437f2e234,JAF-002,1
d8b4af80-de4c-4084-a6f2-b5d7945945c9,90d8d844-c9b5-41a9-b86f-9ee1d1e14885,JAF-004,2
8576ec50-ee4d-4223-8a67-e8a3eb1e0567,977eaf7a-59b1-44fb-b689-eaa556a67f57,BEV-004,2
594277a2-9518-4e8e-a047-19c8dcffea95,977eaf7a-59b1-44fb-b689-eaa556a67f57,JAF-004,1
f28a3386-ccb9-4ecb-abf7-a0c9032f8e94,97299265-6f50-4d09-907c-0faadf79fe7c,BEV-004,1
a59919b5-cfad-4d97-a27b-609c169fec9b,e910eb03-78c3-4e89-9656-59a7da487be9,BEV-005,1
2f3a0b83-3cda-42c0-98c4-b1cacc5b6485,3b748a93-51d1-4793-abcf-962a17db5c59,JAF-004,1
c8dff34e-6309-454b-b92e-e6565b7a8776,3b748a93-51d1-4793-abcf-962a17db5c59,BEV-001,1
2dd321ed-2998-4009-8ee3-fc01c343d4cb,3b748a93-51d1-4793-abcf-962a17db5c59,JAF-004,1
360924eb-cc1a-4a81-bda9-bfeebb4ed50c,3b748a93-51d1-4793-abcf-962a17db5c59,JAF-001,1
541ebe44-324c-4787-80ca-9ffff28d759d,7bda6a8f-1355-48fb-b9dd-4a555662ddb0,JAF-004,1
a2984acc-bfb6-452a-8333-e4db333c2190,7bda6a8f-1355-48fb-b9dd-4a555662ddb0,JAF-004,1
19c7e19a-fd9b-4957-860f-308169784a51,098ec6ac-919b-4af0-ad72-8658f836bcd4,BEV-002,2
d6e4363f-e866-4153-b934-ca123f138b93,098ec6ac-919b-4af0-ad72-8658f836bcd4,BEV-001,1
34dc6a66-b0aa-4eec-a31b-4dc88722d6d1,e1050ac0-8b96-4a82-8fec-664f643ec9f3,JAF-001,1
106b648a-a05e-4280-bf71-0827df01046f,655665e4-6fbd-42b3-9ec1-aeae9d20de2a,BEV-001,1
412a98a3-ae76-4d35-ae05-e2a930615232,7c9ce2f5-a247-4d73-84be-f440f6191db3,BEV-003,1
8d8500a3-22f6-493c-bc2a-73185214d164,9879233d-83e5-462e-bd0d-80b88a837272,JAF-004,1
c31e4e2f-cf9c-4a58-b1db-2bfd1a07bfac,9879233d-83e5-462e-bd0d-80b88a837272,JAF-003,1
26db77c5-2862-45eb-a9fa-64ad3be1c37b,9879233d-83e5-462e-bd0d-80b88a837272,JAF-004,1
75ef197a-7421-445e-94eb-821d991f631b,fc2fb75d-6861-487d-930e-30d94730b305,BEV-002,3
44bad8e9-7c25-4ac9-867c-49361db2b4d5,b284fb53-d03a-433e-a58d-3e7dfe84f0b2,JAF-003,2
39e18d74-3de9-46fa-b5d1-bf47ec5f3d66,f23b9360-1e7e-43fc-9142-ff6bb8b8856e,BEV-003,1
fedc59c3-22b7-463a-9800-84776916afdf,3c2f943a-8d84-4da3-ab08-e53ae46ef01d,JAF-003,1
b7945743-2b3a-4ba2-9659-d84c50a2bab2,3c2f943a-8d84-4da3-ab08-e53ae46ef01d,JAF-005,1
c672e3d2-7ed8-4ff0-99c4-8d358a4c2bce,691f4637-0ac6-4af0-a2b5-e0636191d3e6,JAF-003,1
181e083b-1a83-4680-8a98-6441071eb0c9,68bc75f3-5c6d-47f5-806b-2ff4ed70a426,BEV-002,2
0b38f2cb-63f7-4e8f-aac2-a491f953e8fd,68bc75f3-5c6d-47f5-806b-2ff4ed70a426,JAF-002,1
2868b045-af90-49c1-9680-9f484a9d7b55,06483b98-44ab-42eb-acd5-032f25f2caef,BEV-003,1
6d4bcf7e-f3fa-4f11-834a-543cb5bd87d7,06483b98-44ab-42eb-acd5-032f25f2caef,JAF-002,2
013b1c0a-f2b1-4f0e-8d0f-c959f3cef019,06483b98-44ab-42eb-acd5-032f25f2caef,JAF-001,1
815c5c6d-74b1-40c6-acea-530f6310c79c,06483b98-44ab-42eb-acd5-032f25f2caef,JAF-005,2
6a5d5769-098e-48ea-b1f7-e6f638621527,b01cf3f6-b688-451c-908d-19a0f600a567,BEV-005,1
2914bcb6-0ce6-454b-abbe-e4914afd130c,b01cf3f6-b688-451c-908d-19a0f600a567,JAF-003,3
9a8c4c75-b759-4ce9-b686-ef81329ac983,d8d2470c-eb96-4ee4-ba7f-fb4758510ca7,BEV-005,1
3b923a61-8d0c-4266-a8e1-a9a5ffc8b8b9,04731b7d-b262-4175-b756-c36922a25788,JAF-004,1
b4a30151-d96a-4632-9c1f-c39bc7fddf88,04731b7d-b262-4175-b756-c36922a25788,JAF-004,1
2d2c0960-6c06-4aa1-b486-9a42a6c912b0,04731b7d-b262-4175-b756-c36922a25788,BEV-001,1
a98ce7d9-564e-441f-946c-7b26366da391,3a674e34-aa4c-4547-9dbc-ce7436741ff3,JAF-004,1
3f2f8884-2073-428d-98b0-edbc27f1095d,3a674e34-aa4c-4547-9dbc-ce7436741ff3,BEV-002,3
73a2ff72-837f-4201-babb-d24b3ca605dd,3a674e34-aa4c-4547-9dbc-ce7436741ff3,JAF-004,1
e88c4bd7-4458-4142-bd74-c0b4a82cbb58,4cc4c222-e676-4e3f-88e2-74b47bf57801,JAF-001,1
3d426041-94c4-440a-a4a4-22a6250db52a,4cc4c222-e676-4e3f-88e2-74b47bf57801,BEV-005,2
1a7d2f83-683c-461e-8548-1304a865351b,9d3b205c-8cdb-48f1-a80c-98fdb7835b97,JAF-003,3
aa43a862-451f-4a3e-9348-e646c4fc7433,9d3b205c-8cdb-48f1-a80c-98fdb7835b97,BEV-002,1
33a323c0-9446-45e0-837c-6f4503b606f6,9d3b205c-8cdb-48f1-a80c-98fdb7835b97,BEV-002,1
0bb5f150-0f92-4163-ac84-27f3f00ddafa,2abb4067-7b78-4201-80bf-f191fa565f32,BEV-003,2
a6f2879a-c459-4e73-aa8c-cb905cf86737,2abb4067-7b78-4201-80bf-f191fa565f32,JAF-003,1
0bc24b2b-a801-406f-b9b0-50d043932ef7,2abb4067-7b78-4201-80bf-f191fa565f32,JAF-004,1
e58f48de-9777-4e22-997f-643809ee191f,e4fdcdfb-7ea5-4a7c-91fc-d44cf6196b81,JAF-001,1
546572b9-cf5c-445c-9363-923dcb94119b,e4fdcdfb-7ea5-4a7c-91fc-d44cf6196b81,JAF-004,1
63c13c98-f566-4ac1-8abd-ce7fba651090,e4fdcdfb-7ea5-4a7c-91fc-d44cf6196b81,JAF-004,1
4f9b060c-ae30-4471-b723-086cd4ae79cf,dfd5a856-7596-49cf-ab4f-5963113269a5,JAF-005,1
286fd4b2-cb0f-4de1-8fb8-d9d52ad9fa36,dfd5a856-7596-49cf-ab4f-5963113269a5,BEV-002,1
40161fa8-21fb-4f41-a2fe-fc7ca5d71f37,0acada42-1ad9-4a02-9a4f-d9b43d3e9e4e,BEV-003,1
75c10658-d520-4190-a465-f7fdf11e3cac,0acada42-1ad9-4a02-9a4f-d9b43d3e9e4e,JAF-002,1
bad877d6-e804-435e-a80b-f0646e31aa62,0acada42-1ad9-4a02-9a4f-d9b43d3e9e4e,JAF-002,1
6a3d6beb-8623-4d94-9991-2765c4c08d20,0acada42-1ad9-4a02-9a4f-d9b43d3e9e4e,JAF-001,3
34a9f5a9-2c57-4e8c-8cdb-ef20ba3c3b37,a0b6fdeb-12f2-4cf6-8bfa-ac4cdecc506c,JAF-005,3
8ba9ab39-ca1e-4d88-8541-54b7f8fae036,a0b6fdeb-12f2-4cf6-8bfa-ac4cdecc506c,BEV-002,1
e9c28145-7a8a-4c8b-beb8-63c2dbab9a7b,a0b6fdeb-12f2-4cf6-8bfa-ac4cdecc506c,BEV-004,1
124c5713-d29d-498a-8efc-4733f503e356,179a8014-4b7d-49e9-b5cf-59a0bcc5f93e,BEV-003,1
f2e7235c-8273-4d25-a0d3-897426defeea,9ff54836-8bbd-4fdc-9349-22fd6dbe24fe,BEV-002,1
d4fdc5fb-a727-452e-9383-fdb69d534f3a,755a2da0-025a-4afb-a71c-49d0b32449cb,JAF-002,1
19039ec1-b8aa-4f3d-b850-2df1ed96e0e0,755a2da0-025a-4afb-a71c-49d0b32449cb,JAF-005,2
c458565d-6c8b-444f-9efb-4aabb525a74a,e62dda94-e6ef-4dd3-8ecf-2d162f2a803d,JAF-003,1
47343c50-b8bf-43d9-9351-11b3f37b9702,8d160199-3742-4eb7-884a-0f0e21d3e4bb,JAF-003,1
379ebb96-e620-4b2b-b7ac-9228237b6448,8d160199-3742-4eb7-884a-0f0e21d3e4bb,BEV-005,1
143d5b70-c9bf-41ad-9c7e-d549dc0db920,d8d2ece0-3bc4-4ae6-92db-8d9b733ec93a,JAF-005,2
b8c752ac-e439-4af5-85a6-38ac012bd4dd,d8d2ece0-3bc4-4ae6-92db-8d9b733ec93a,BEV-004,2
5bffccea-a9e9-4a83-a48f-90fe89f8c798,f2771387-2bb0-4f53-af82-67ff958abfdb,BEV-003,1
d9a2b485-c6f2-4a2b-9771-4168a7690ac5,f2771387-2bb0-4f53-af82-67ff958abfdb,BEV-005,1
179ff9eb-61e5-475f-b35e-f8c09ac5abc3,fc9ae35a-0861-45d0-a55e-2f626dc561ea,BEV-002,1
b4cfe6ea-286d-49f6-9aee-59dbc3a2a4a3,fc9ae35a-0861-45d0-a55e-2f626dc561ea,JAF-003,1
358fefa9-2e2c-4377-9978-071ca0f05e68,fc9ae35a-0861-45d0-a55e-2f626dc561ea,BEV-002,2
bb5e8334-7d84-45de-b779-04571f99744a,c97bd2d5-8b98-4b5e-adf4-c86fa03a9ac9,BEV-003,1
ba6bd777-ac99-4666-82b0-c008f555249d,56b9d736-6002-4904-a4aa-d16270e91c1a,BEV-005,1
39162a40-500d-4456-aec7-c849ec00a5ba,56b9d736-6002-4904-a4aa-d16270e91c1a,BEV-003,1
3e264601-4dd4-46ca-be1e-e5c14620427f,56b9d736-6002-4904-a4aa-d16270e91c1a,BEV-004,1
23fa3dc0-8c42-470e-a7f8-a3e5d47fab46,56b9d736-6002-4904-a4aa-d16270e91c1a,JAF-005,1
7f609d14-d477-418b-a4d6-0a0571ade0f3,547dfbca-3725-45da-a301-09c3ca1bb755,BEV-004,2
61cd70c4-07e6-4ac7-913b-c21c971db9f1,c3386f7d-169a-4756-9207-c2276fed0dab,JAF-003,2
b9314754-7f95-4292-8be2-535576d570c5,c3386f7d-169a-4756-9207-c2276fed0dab,JAF-005,1
8b517573-bc69-4fb3-a45f-5da25dc9cd93,552fc56a-b08d-42fe-9697-423a33935e6e,BEV-004,1
3586dc93-b366-4ed4-ad96-21d6097c46c9,d18c0152-a27e-4ebc-812a-53983f5cc38c,BEV-003,1
171d76d4-eb07-4401-a048-5ca3bb249d01,d18c0152-a27e-4ebc-812a-53983f5cc38c,BEV-005,1
2b8c5a19-26a8-48f2-ab59-183479795d04,d18c0152-a27e-4ebc-812a-53983f5cc38c,JAF-003,1
84eebdb0-f223-4c25-b797-f9ce8020c2f3,86bba77e-a196-4deb-be2c-9136be72f304,JAF-001,1
3016dae9-4961-419e-a4fd-6988a3388065,86bba77e-a196-4deb-be2c-9136be72f304,JAF-003,1
d21d773e-bee9-487b-92a3-3c105425a97d,86bba77e-a196-4deb-be2c-9136be72f304,JAF-004,1
374c2189-1225-4280-938f-8b007c248390,d8a22c8b-df11-4a42-a5e3-a805db789bf8,BEV-001,2
25d9ec95-7f56-40e3-9f88-5f0dbf2d3eb2,d8a22c8b-df11-4a42-a5e3-a805db789bf8,JAF-001,1
9ba323eb-36db-4d67-a58d-72e22d1f0364,08036136-01f1-4579-9303-1529e38fee7a,BEV-003,1
e300a4d3-1951-40e3-8ea3-5e1c6ba031a1,08036136-01f1-4579-9303-1529e38fee7a,BEV-001,3
0afea98d-a4bb-44e6-ad58-4cd9283066b9,08036136-01f1-4579-9303-1529e38fee7a,JAF-001,3
ebba8773-e3ee-4839-80cf-3cb8de808633,08036136-01f1-4579-9303-1529e38fee7a,JAF-001,1
ab64c406-c920-4c67-af97-8e24bfce3001,6dc3adb7-fcf0-446f-913e-2f3311ae365a,JAF-005,3
ad7118aa-9347-4b73-9d19-95efc11c0c16,d079e711-91e3-4f1d-a10e-fb87657e9c5c,BEV-003,1
c1bb2290-b8c6-419e-9618-6860b5c67284,a05df974-db0d-45de-90ac-e5c622c301df,BEV-002,1
3b15ca3e-c3b0-423d-9f02-9a01cb4f12dc,a05df974-db0d-45de-90ac-e5c622c301df,BEV-005,1
3079032f-beae-4df9-a8e2-bbbe227da6e5,a05df974-db0d-45de-90ac-e5c622c301df,BEV-002,1
254c2d16-4da6-4e07-8a0e-e2005c4d56b6,32613a7a-c6b7-45d2-ac6d-8187f77d6dce,JAF-004,2
0fe9558d-4571-4198-8969-af42dceba2b6,d357742d-30bd-4c8e-ae65-20d5eb059e23,JAF-001,3
08ca04a6-585f-4452-91e6-19cd2ea1ca3f,d357742d-30bd-4c8e-ae65-20d5eb059e23,BEV-002,1
a1ebfcb5-0569-4987-b4cc-325a9a81d8de,d357742d-30bd-4c8e-ae65-20d5eb059e23,JAF-002,2
7d8a96db-f19a-47b3-8564-65926206b5ca,947e6609-362a-4100-ae12-62323558490e,JAF-005,3
46327305-9c78-4270-99b1-63ec102a69fa,947e6609-362a-4100-ae12-62323558490e,JAF-004,1
4b7f36dd-99fb-4b3d-a5b6-04339b10f8a6,cc3b3605-b179-4c33-9f29-f9fade2ce7c1,JAF-001,1
c6b070a9-9853-4748-ad2e-ad967fb2a522,cc3b3605-b179-4c33-9f29-f9fade2ce7c1,BEV-001,1
71ce2d9d-dc1a-4d7c-bb50-6e41aaab87ae,cc3b3605-b179-4c33-9f29-f9fade2ce7c1,JAF-002,1
4e822876-d75f-4833-9c35-25ffe6a8c532,fdfe02ce-f4cd-4a2e-830a-1df7a71d497f,JAF-004,2
a6f0ab06-17e4-4487-ad01-e3aeeaf7be36,fdfe02ce-f4cd-4a2e-830a-1df7a71d497f,BEV-004,2
f03f59c9-bb73-42fb-90cd-ed291a789556,10f88f28-844c-49d0-bf0a-7d4fbf437c23,BEV-003,2
a787824a-ea9b-4c6c-ab02-c013ec0331be,10f88f28-844c-49d0-bf0a-7d4fbf437c23,BEV-003,1
