customer_id,acquisition_channel,campaign_id,acquired_at
74b13d9f-159f-4adb-8b2c-a623d67b529e,paid_social,5c2098f9-789d-4c19-bc39-9bc2b10b615d,2025-09-17T16:33:31
71c65b56-3757-459a-ac5b-b50c76fb6a5e,email,09573707-88d5-49d3-9883-cad210dfc293,2026-05-25T16:33:31
148d63de-77f4-461d-b3ca-5369e9a98e7b,paid_search,81e4a121-070a-4f50-a023-2630fc13727c,2024-11-06T16:33:31
5f31277a-2dcf-4273-81e3-312413596a23,paid_search,81e4a121-070a-4f50-a023-2630fc13727c,2024-11-10T16:33:31
96f16837-3562-4765-b8dc-ddd863a970f2,organic,,2025-01-16T16:33:31
359ce707-dfea-41f8-be3e-8689b460486f,organic,,2026-01-05T16:33:31
be6fcaa5-9911-4bb6-b97c-47eb53c88b32,organic,,2026-04-13T16:33:31
3d097c4e-dd09-4cfa-8460-39fd4fb8a1cc,direct,,2025-05-07T16:33:31
1069ad16-5cc8-4f60-83a5-08e7e0beeb5c,organic,,2025-12-02T16:33:31
4acffd44-9d77-4c09-afdb-e7f93ee5518b,email,8c37538c-2f8a-40e9-ba0a-e71d00f5f353,2025-06-18T16:33:31
e77008c8-b7e1-4bb6-93d8-8383d6385531,referral,,2025-03-12T16:33:31
191feb1d-2def-4cbf-a8f8-ee3eb3856ea2,organic,,2026-04-04T16:33:31
cfefbf12-9a5a-4d61-a708-d92f785af097,paid_search,,2026-04-06T16:33:31
1095b08b-dad8-473d-9ec9-bafeb20e71c9,paid_social,f2b87082-9015-4dc5-813c-99cf680d5633,2024-11-26T16:33:31
b0cab1cc-6689-4922-a78f-5c6e1c458cd1,paid_search,81e4a121-070a-4f50-a023-2630fc13727c,2024-10-24T16:33:31
ff4e2ef5-4f72-41f4-90ea-4f40665b9f5b,organic,,2026-04-01T16:33:31
e2141773-bfb8-4698-a4da-2be4540c14a5,email,09573707-88d5-49d3-9883-cad210dfc293,2025-04-29T16:33:31
e9647282-4e31-40a7-a07e-5d10cd7e447a,paid_search,,2024-11-01T16:33:31
6a0e8a99-d39a-4600-9876-1344b693450f,paid_social,5c2098f9-789d-4c19-bc39-9bc2b10b615d,2026-07-07T16:33:31
ea224baf-b892-4ba2-b9f3-d14cc512820c,email,09573707-88d5-49d3-9883-cad210dfc293,2025-10-15T16:33:31
1233e680-06d7-4b38-8c6e-796ef158556a,paid_social,5c2098f9-789d-4c19-bc39-9bc2b10b615d,2025-04-18T16:33:31
3810f8e6-9278-4c26-9be0-d6d6c35fe477,email,f2b87082-9015-4dc5-813c-99cf680d5633,2024-10-28T16:33:31
ffd40778-a37e-453c-81d1-9a769cac4692,referral,,2026-02-18T16:33:31
8ebb4b7d-ed19-43be-a647-6c3a9a6a166a,organic,,2025-02-08T16:33:31
e0cbd2e1-eee7-409c-9cf1-707eb4f867ce,organic,,2026-05-08T16:33:31
d285a28f-6fa3-4c70-9469-73e7fe1787ae,paid_social,0ec1e216-3977-486d-a0ba-83d65c1dfcc5,2025-12-17T16:33:31
77b903b9-c97e-44ae-8274-9dea7b101277,paid_social,81e4a121-070a-4f50-a023-2630fc13727c,2026-06-05T16:33:31
953ad96a-103b-4460-a3b5-14b78403eb5d,paid_social,5c2098f9-789d-4c19-bc39-9bc2b10b615d,2026-01-03T16:33:31
875e080f-6237-421c-b26b-433b3b0c6584,direct,,2025-05-05T16:33:31
400ec64f-461d-45c5-b45e-b5c8dc21b4e1,organic,,2024-09-23T16:33:31
d23755ac-d315-4dfd-ae80-4fa042f7d833,paid_search,81e4a121-070a-4f50-a023-2630fc13727c,2025-12-20T16:33:31
47334d60-a9ec-4cf6-8af3-a2d030a6062f,organic,,2025-10-04T16:33:31
2a26f327-c9ef-40f4-bb8c-c809417caad1,email,f2b87082-9015-4dc5-813c-99cf680d5633,2026-01-10T16:33:31
f1c35457-d11b-4726-ae58-b98a09167675,direct,,2026-01-04T16:33:31
3f13d579-3df8-478c-b978-eec7255facfa,email,0ec1e216-3977-486d-a0ba-83d65c1dfcc5,2025-08-24T16:33:31
40353a67-5df0-44ca-9c10-b42fab44c6f3,paid_search,,2026-01-18T16:33:31
baa48fe5-b7a4-4ea7-8eaf-5387ded157f7,paid_search,81e4a121-070a-4f50-a023-2630fc13727c,2025-07-22T16:33:31
899ea741-e615-4f9e-ad30-286f6f306f00,paid_social,f2b87082-9015-4dc5-813c-99cf680d5633,2025-11-02T16:33:31
0a42e609-2a53-4824-bf02-0088bdb9b149,paid_search,,2025-07-17T16:33:31
5f8c9b91-24ee-43a2-b758-fece4c2fd787,paid_social,,2025-02-17T16:33:31
46d24c86-1a31-430e-b1c4-1f4d8632c5ee,direct,,2026-06-14T16:33:31
143944c0-b4d0-48f7-ac1f-6ffaeff64a70,paid_social,,2025-10-11T16:33:31
b69dd468-7a0d-45e5-951c-ead1fcda2225,paid_search,,2025-08-09T16:33:31
a5781cf5-d32e-4370-b0f8-4f229bc0efa4,paid_social,5c2098f9-789d-4c19-bc39-9bc2b10b615d,2026-01-30T16:33:31
0db82818-585b-4e3f-9898-2a72727c2e42,email,,2025-01-30T16:33:31
cec4dd97-5c6e-415b-ba06-47dc8ef4570f,organic,,2025-03-31T16:33:31
b418aed1-0951-4085-9fe4-e750e7fe45f9,organic,,2026-04-07T16:33:31
b4cc95b0-6dbf-4264-a3ef-43fbbadf652a,organic,,2025-03-21T16:33:31
19a47a26-3ca3-42d2-9e2d-8da79f09b587,paid_search,,2025-08-04T16:33:31
7528c8de-b892-4894-8892-94a29730aa9c,email,,2026-03-15T16:33:31
1826e2e6-ccef-4719-8707-4c18ec953356,direct,,2025-07-28T16:33:31
5daa5d95-314b-4f5e-8926-8d61c9d4daa1,paid_social,f2b87082-9015-4dc5-813c-99cf680d5633,2026-02-27T16:33:31
d224c314-09b4-49c7-9490-53d3247615d2,direct,,2025-08-19T16:33:31
15aeedcc-eed4-453e-850c-7f876e54c4ab,paid_social,0ec1e216-3977-486d-a0ba-83d65c1dfcc5,2025-11-11T16:33:31
ac4632eb-3a22-4956-896e-0a3899a647f1,email,09573707-88d5-49d3-9883-cad210dfc293,2026-04-16T16:33:31
890861ac-5e77-4568-aaff-807b37e6f872,paid_social,0ec1e216-3977-486d-a0ba-83d65c1dfcc5,2026-01-03T16:33:31
f7989645-3a12-42f6-a926-2a7388aeb297,paid_social,0ec1e216-3977-486d-a0ba-83d65c1dfcc5,2025-09-26T16:33:31
3bfe5d2b-8ab3-473f-b56c-cdd86fff8877,paid_search,81e4a121-070a-4f50-a023-2630fc13727c,2025-01-01T16:33:31
bbce772f-b9b7-49f2-b79e-fa5d953ced6b,paid_search,81e4a121-070a-4f50-a023-2630fc13727c,2026-05-31T16:33:31
5da6ee93-0365-4464-849c-cba666614c05,organic,,2024-12-05T16:33:31
f4c4994a-5a77-4a2f-902b-4f69c22ccee3,organic,,2024-12-23T16:33:31
19fee9df-73a9-41e9-9777-18d2a79ab8b4,organic,,2026-02-25T16:33:31
d6cf7caa-9dd8-48c6-b4ee-5a02f62bb280,email,f2b87082-9015-4dc5-813c-99cf680d5633,2025-02-16T16:33:31
04edb858-b8d9-455a-a1f2-f236df11a91f,referral,,2025-12-25T16:33:31
94a6d963-227a-4d07-92a6-0bb60ebd66e6,direct,,2026-05-02T16:33:31
627b564c-f368-4634-b7f8-d7e1c5ee980a,organic,,2024-09-07T16:33:31
72492cee-bfcb-4501-9a63-5afe45f5215a,organic,,2025-10-18T16:33:31
bb0bc182-b8f7-4f26-b794-dca522dd4cec,email,09573707-88d5-49d3-9883-cad210dfc293,2024-11-01T16:33:31
387603c1-d2a6-475e-ab4c-9ba7aa78bb27,paid_social,,2026-03-27T16:33:31
125d87d5-a36a-4f4e-865c-3122386e88ca,organic,,2025-03-11T16:33:31
bde10f4a-86e5-45d2-b176-3ec1222265c1,organic,,2025-05-10T16:33:31
ead66f31-3437-42c5-9145-8281898ce326,paid_search,81e4a121-070a-4f50-a023-2630fc13727c,2025-07-25T16:33:31
b91c4cbb-67d6-4515-b897-dd13e44c1101,email,,2026-06-11T16:33:31
adf0d9db-c6a0-4226-a93f-30482ccd9d28,organic,,2024-10-26T16:33:31
34a7e239-a098-4105-a6ab-b1a2c1c1c160,paid_social,5c2098f9-789d-4c19-bc39-9bc2b10b615d,2024-10-18T16:33:31
438d7ce2-8d55-49cd-ab64-d781e25abb9e,paid_search,81e4a121-070a-4f50-a023-2630fc13727c,2026-02-05T16:33:31
36df5a68-777a-4824-9342-f7f557e872ba,organic,,2025-05-18T16:33:31
ed7f8737-2c99-408f-afd0-f91c740e414c,email,,2026-01-01T16:33:31
a1be3ec3-e6d6-43ba-8011-02ffe7491e78,organic,,2024-09-14T16:33:31
848c50eb-5e2a-4b53-b6b9-751bfad107b7,paid_social,5c2098f9-789d-4c19-bc39-9bc2b10b615d,2025-12-11T16:33:31
017413ff-58e5-4097-93e6-84f98038b20b,organic,,2026-02-22T16:33:31
367f1e9a-938e-4d15-8ec1-50ce91fef6ce,organic,,2024-09-17T16:33:31
fa08fd03-3569-400d-9d63-e8ae15712195,organic,,2025-03-29T16:33:31
52ecad80-29ad-4b94-8e45-82007ac63dba,email,09573707-88d5-49d3-9883-cad210dfc293,2025-09-06T16:33:31
ff29ece6-95da-4800-acd2-b14950a339dd,organic,,2024-10-22T16:33:31
03a59f85-596f-4b87-9ab3-5f1a84f37beb,organic,,2025-01-05T16:33:31
53dda453-796e-4167-b482-7449bd52694f,paid_search,81e4a121-070a-4f50-a023-2630fc13727c,2026-01-07T16:33:31
f35eb7b6-1b25-433b-90b5-29212b72f6e2,paid_search,,2025-07-21T16:33:31
28a5a7b8-b34b-47a6-91f7-8e384d6b6f59,direct,,2026-04-20T16:33:31
3f78077b-93c7-4c4e-8976-f16cb11cfcfc,organic,,2026-05-13T16:33:31
efc6a229-f984-41c8-b741-83d9a46c5fd1,referral,,2025-03-18T16:33:31
8f40d15b-7ab5-4fdb-b9a0-767514af456f,direct,,2026-05-29T16:33:31
41653b96-0020-4b26-86da-cb8f9aac99a0,organic,,2025-09-29T16:33:31
2dc965e2-d3fc-4bc8-a118-d1636dbfe8c5,paid_social,81e4a121-070a-4f50-a023-2630fc13727c,2026-03-08T16:33:31
2ef9867e-e76c-4d07-8089-7935ba03ca03,organic,,2024-10-13T16:33:31
6bb3949d-b446-4beb-bcc9-01846e7ef85f,organic,,2025-03-22T16:33:31
04b679f3-0691-47bc-975a-fdac41f52db4,organic,,2026-07-13T16:33:31
4b503eb1-da2e-4115-8f64-b4dc888db448,email,09573707-88d5-49d3-9883-cad210dfc293,2025-10-27T16:33:31
90249383-3427-4005-a185-d20f5542dae5,paid_search,81e4a121-070a-4f50-a023-2630fc13727c,2025-08-23T16:33:31
058a019d-da8d-434a-8e8b-621c3b214928,paid_search,,2024-11-21T16:33:31
598904ac-fa48-43af-8fe9-41388451ae53,paid_search,,2025-08-31T16:33:31
2068f48f-4c39-4084-81d1-95af149d8547,email,,2026-03-16T16:33:31
dec2b1be-3447-4044-b4e3-17848dfd390e,referral,,2025-10-10T16:33:31
6b9cd81e-126c-4c53-b6b5-575d78951256,paid_search,,2024-10-10T16:33:31
0e7b96a0-3300-42a0-b46a-0376d91610eb,email,8c37538c-2f8a-40e9-ba0a-e71d00f5f353,2025-01-21T16:33:31
33a6f9f2-9265-47a5-ab40-37c29c87ed07,organic,,2024-11-26T16:33:31
3fa371d4-77dd-4e91-9a2f-86801b001903,email,09573707-88d5-49d3-9883-cad210dfc293,2026-02-16T16:33:31
2977486c-8467-4a72-a290-db87a9022320,email,f2b87082-9015-4dc5-813c-99cf680d5633,2026-03-16T16:33:31
