id,checkout_id,event_type,occurred_at
00a93c3a-5171-4778-9a3e-b1cb3587336f,16c125ab-cb8b-49ce-b0a4-3114588df68c,completed,2026-07-21T19:16:55
f5d8dbbc-9714-41b8-8c7a-b9e1d954fa3e,304ef86c-a9e1-43a5-91f7-f3032bd2ca1f,started,2026-06-16T15:24:35
32703e59-ee0e-41d1-9c5a-9aca2d512ef5,304ef86c-a9e1-43a5-91f7-f3032bd2ca1f,address_entered,2026-06-16T15:25:35
87936d9b-e569-4cce-8e1f-4eeb29a6e1ba,304ef86c-a9e1-43a5-91f7-f3032bd2ca1f,shipping_selected,2026-06-16T15:26:35
01ac17f9-5bfc-454a-bf93-4cd9d645dc61,304ef86c-a9e1-43a5-91f7-f3032bd2ca1f,completed,2026-06-16T15:27:35
17f8193e-9a3f-44a8-932c-1101917422ec,ea3d6a42-ee9e-4cea-970d-117e38786463,started,2026-04-09T22:38:43
21534d22-ef62-4465-8162-709a7d5a48a5,ea3d6a42-ee9e-4cea-970d-117e38786463,address_entered,2026-04-09T22:39:43
176749d8-91bf-456a-aadb-8a37d6b49070,ea3d6a42-ee9e-4cea-970d-117e38786463,shipping_selected,2026-04-09T22:41:43
6555748f-c873-4a8b-af7c-74de39196c5b,ea3d6a42-ee9e-4cea-970d-117e38786463,completed,2026-04-09T22:44:43
587033a5-b941-496e-afdb-b85e78412671,a6ccaa4f-ccfe-4b24-b073-a3d59a755b1d,started,2026-06-07T16:31:52
53f85b09-496e-4360-997c-770bfd1eb827,a6ccaa4f-ccfe-4b24-b073-a3d59a755b1d,address_entered,2026-06-07T16:34:52
529949ba-f1ad-4290-86d9-e4fe06799859,a6ccaa4f-ccfe-4b24-b073-a3d59a755b1d,shipping_selected,2026-06-07T16:36:52
3e78b15d-f89f-4930-8bd5-b1e59e095cb1,a6ccaa4f-ccfe-4b24-b073-a3d59a755b1d,completed,2026-06-07T16:38:52
2fdf51c5-9830-4dd3-b985-ed3054ccdf71,a7eb73fd-e44e-4cf0-b320-985f6da24df8,started,2026-06-08T09:22:45
48da8c69-a1ea-4620-916f-478503e32884,a7eb73fd-e44e-4cf0-b320-985f6da24df8,address_entered,2026-06-08T09:23:45
68994f30-fa54-449f-8f2f-7fca353bd9f6,a7eb73fd-e44e-4cf0-b320-985f6da24df8,shipping_selected,2026-06-08T09:25:45
620e90f2-e880-43f9-aff3-9138bbb5e237,a7eb73fd-e44e-4cf0-b320-985f6da24df8,completed,2026-06-08T09:28:45
e54f4ec0-6f80-4915-9a84-dd5fdd213d00,c46f2285-789e-4d4d-9611-7c23fa0a604c,started,2026-06-14T07:56:53
025b3308-3abd-40a9-87e7-2acb74ce5ab1,c46f2285-789e-4d4d-9611-7c23fa0a604c,address_entered,2026-06-14T07:59:53
726309df-7f0c-4d4c-8276-1a5b54c27b92,c46f2285-789e-4d4d-9611-7c23fa0a604c,shipping_selected,2026-06-14T08:01:53
63df7af1-d7d0-433f-9847-f09410d0f307,c46f2285-789e-4d4d-9611-7c23fa0a604c,completed,2026-06-14T08:03:53
bad66868-0d5b-4648-bb8f-837c74afc25d,d2a9859e-eed1-41f8-902b-b5ed6b6d8147,started,2026-08-07T21:47:38
a01d89a0-9124-4a89-9e10-abdf55e9b3eb,d2a9859e-eed1-41f8-902b-b5ed6b6d8147,address_entered,2026-08-07T21:49:38
786df7fb-41dc-4bc0-81c8-2bc9a8b32fcd,d2a9859e-eed1-41f8-902b-b5ed6b6d8147,shipping_selected,2026-08-07T21:52:38
cde137b2-0384-4513-a74d-0dc9e9159342,d2a9859e-eed1-41f8-902b-b5ed6b6d8147,completed,2026-08-07T21:54:38
375df18c-ea85-4f1f-9619-eba55d1a3264,9ffc3e91-0b72-4e0a-a484-7a0f8b63ee0e,started,2026-07-25T14:25:06
5f96da9d-e160-4e94-8c9f-2c3d4701f806,9ffc3e91-0b72-4e0a-a484-7a0f8b63ee0e,address_entered,2026-07-25T14:27:06
5606bb88-7200-4d63-907f-95f4c7c7e93c,9ffc3e91-0b72-4e0a-a484-7a0f8b63ee0e,shipping_selected,2026-07-25T14:30:06
04ef55a3-dca5-4463-b44f-562e7057e2db,9ffc3e91-0b72-4e0a-a484-7a0f8b63ee0e,completed,2026-07-25T14:33:06
2aa32df3-3b10-467c-bd88-083d5bd055f6,0e5df425-c648-43a8-abde-b7df521ed814,started,2026-03-26T05:10:50
d90e4b4d-e5d8-42d8-b104-8cdd39d84deb,0e5df425-c648-43a8-abde-b7df521ed814,address_entered,2026-03-26T05:11:50
ae62a03c-ff61-4a48-b6b3-931e93250337,0e5df425-c648-43a8-abde-b7df521ed814,shipping_selected,2026-03-26T05:14:50
26c82e22-b358-49e3-8c61-0445eb5c2897,0e5df425-c648-43a8-abde-b7df521ed814,completed,2026-03-26T05:18:50
b2a471f4-e376-4f07-bcdc-1c723799fa4e,e757fc80-0354-4bd7-a6bb-9f7a66cdfca0,started,2026-05-27T22:13:12
68de958e-a034-4b78-82fb-a13a78d91b0f,e757fc80-0354-4bd7-a6bb-9f7a66cdfca0,address_entered,2026-05-27T22:16:12
d2d54316-bd27-44d2-add4-179ab9c5373b,e757fc80-0354-4bd7-a6bb-9f7a66cdfca0,shipping_selected,2026-05-27T22:17:12
dafb2437-fa52-4c4e-9505-6c9036988385,e757fc80-0354-4bd7-a6bb-9f7a66cdfca0,completed,2026-05-27T22:21:12
5048106c-06fc-4e2e-aa72-230b75115393,c7a110d0-d260-4eed-a156-2e4c4e90e9bb,started,2026-03-28T19:44:42
59c6fe26-b01e-4351-acbc-5426561b7c3e,c7a110d0-d260-4eed-a156-2e4c4e90e9bb,address_entered,2026-03-28T19:45:42
f4673102-16fd-4470-a728-30a759d8a88c,c7a110d0-d260-4eed-a156-2e4c4e90e9bb,shipping_selected,2026-03-28T19:47:42
91ad56a2-cb99-4c71-b0e2-67b07ef4fbc5,c7a110d0-d260-4eed-a156-2e4c4e90e9bb,completed,2026-03-28T19:51:42
a048aa73-c4e6-4c2d-b981-61a89c7cc755,8f8d7c25-f4eb-42f0-9012-61460c190e2d,started,2026-07-23T11:22:19
065555a3-37c5-432d-be65-7d35cdcd70b1,8f8d7c25-f4eb-42f0-9012-61460c190e2d,address_entered,2026-07-23T11:24:19
a71716d0-9dba-4540-8212-e9a8ec3afca7,8f8d7c25-f4eb-42f0-9012-61460c190e2d,shipping_selected,2026-07-23T11:26:19
c7fcac14-048c-4f51-8e17-ef4260888d61,8f8d7c25-f4eb-42f0-9012-61460c190e2d,completed,2026-07-23T11:29:19
9f878120-96c6-488a-96ca-c456c3afc4d6,c9c307e7-73df-46a4-85fc-2fd5b2483a37,started,2026-03-01T19:52:08
11c47ca0-f08e-41c4-b167-39ed1728fb54,c9c307e7-73df-46a4-85fc-2fd5b2483a37,address_entered,2026-03-01T19:55:08
c1f3d632-b7ef-4b6e-b548-d701371c1852,c9c307e7-73df-46a4-85fc-2fd5b2483a37,shipping_selected,2026-03-01T19:57:08
0eb45457-ba3d-4279-81ae-eefb22f195ab,c9c307e7-73df-46a4-85fc-2fd5b2483a37,completed,2026-03-01T20:01:08
7b4b82be-a691-402c-8179-192f724968d9,ebb99bf1-db4b-4777-801f-038e0437da59,started,2026-07-17T12:00:05
cf27d344-fea7-4f6c-9ea1-794c66fd8e71,ebb99bf1-db4b-4777-801f-038e0437da59,address_entered,2026-07-17T12:01:05
186c1cb2-c110-4129-a98c-9c281b579960,ebb99bf1-db4b-4777-801f-038e0437da59,shipping_selected,2026-07-17T12:04:05
3dbcfaac-a39e-4b29-8a14-6028ef42c79d,ebb99bf1-db4b-4777-801f-038e0437da59,completed,2026-07-17T12:07:05
faac4169-e7d6-4c59-be00-68e7101cfae3,b8138734-be83-48ce-884f-a6f37b7e598c,started,2026-04-02T11:34:15
59dd51d0-daee-4b1c-846b-0d023bfc104a,b8138734-be83-48ce-884f-a6f37b7e598c,address_entered,2026-04-02T11:35:15
9b04d6e7-c188-4e87-959a-a1694d391c6c,b8138734-be83-48ce-884f-a6f37b7e598c,shipping_selected,2026-04-02T11:37:15
2fb2d198-7eae-4d29-b2d8-a3cc3187a1cf,b8138734-be83-48ce-884f-a6f37b7e598c,completed,2026-04-02T11:41:15
16705f5e-e61d-42fe-85a4-e78427433ce9,69d47978-74a6-409f-8507-3c829dc5c98a,started,2026-07-02T00:44:11
e1dc92f6-9762-4d33-b31e-adbf5d3a3b23,69d47978-74a6-409f-8507-3c829dc5c98a,address_entered,2026-07-02T00:46:11
c5665686-8d8f-46f9-83a1-b8b4d9f09bfe,69d47978-74a6-409f-8507-3c829dc5c98a,shipping_selected,2026-07-02T00:48:11
ad25d1fb-35a2-4a4a-9ea1-0e80191ccab8,69d47978-74a6-409f-8507-3c829dc5c98a,completed,2026-07-02T00:52:11
c1dfe22c-acfe-458d-98fb-2c3dfa7867de,97fa50be-01b2-4a4f-9c47-0eeb3e21cd18,started,2026-07-09T22:57:30
d550cda5-31ae-403a-a049-3d78cda9babd,97fa50be-01b2-4a4f-9c47-0eeb3e21cd18,address_entered,2026-07-09T22:59:30
c25908ab-8f75-4eaf-ab7e-c875dc58559e,97fa50be-01b2-4a4f-9c47-0eeb3e21cd18,shipping_selected,2026-07-09T23:00:30
464dccf5-642c-43c7-9aa6-a3e837a8c9e9,97fa50be-01b2-4a4f-9c47-0eeb3e21cd18,completed,2026-07-09T23:02:30
577959ca-2d37-4d39-8eef-71155dc5bea4,78cb0787-1720-471e-a05a-32c04f70132a,started,2026-07-30T12:47:47
96cca8fa-09c8-4ed3-92b2-c820b4258905,78cb0787-1720-471e-a05a-32c04f70132a,address_entered,2026-07-30T12:49:47
4c620ab5-8d06-4a9c-9b1f-547a65b25ea9,78cb0787-1720-471e-a05a-32c04f70132a,shipping_selected,2026-07-30T12:52:47
6520b2ff-c5a6-4fe4-a344-fa914664efff,78cb0787-1720-471e-a05a-32c04f70132a,completed,2026-07-30T12:55:47
c9250570-085b-49f4-a9ba-c217fdbbe90d,71ac8b68-d6ef-432c-ba8e-cfdc4ebb38b6,started,2026-02-25T07:04:10
b3b1535c-46c3-4eda-aaf3-36fb0d2df8b1,71ac8b68-d6ef-432c-ba8e-cfdc4ebb38b6,address_entered,2026-02-25T07:06:10
45616b58-e820-4b73-bf43-d848966b6c85,71ac8b68-d6ef-432c-ba8e-cfdc4ebb38b6,shipping_selected,2026-02-25T07:07:10
89522479-5a94-41f7-b41e-e6d948e18ce7,71ac8b68-d6ef-432c-ba8e-cfdc4ebb38b6,completed,2026-02-25T07:11:10
70f84f3f-f617-4d97-bce2-8b3895fe0f75,b4ef3add-ced2-4795-9146-aef39ad48a81,started,2026-04-15T10:33:08
c397a9fa-ed9f-436e-8ffe-9ce99768e76a,b4ef3add-ced2-4795-9146-aef39ad48a81,address_entered,2026-04-15T10:34:08
317e84ff-b6e0-4a8f-9f1f-e8f6a6b149e8,b4ef3add-ced2-4795-9146-aef39ad48a81,shipping_selected,2026-04-15T10:36:08
148f2643-4471-459a-88d1-7d29effa915a,b4ef3add-ced2-4795-9146-aef39ad48a81,completed,2026-04-15T10:39:08
4036ed4f-6513-4d6f-9efc-ea304e2a8e1d,9f30001e-546c-4445-b1fd-6c8718388ef0,started,2026-03-04T08:08:56
05f47201-4af2-4f27-a9d3-4453dbd10ec8,9f30001e-546c-4445-b1fd-6c8718388ef0,address_entered,2026-03-04T08:11:56
d396abb7-1d2c-447d-93e1-93cdd1d80b78,9f30001e-546c-4445-b1fd-6c8718388ef0,shipping_selected,2026-03-04T08:13:56
93434608-740a-4260-ab7e-723043c44a74,9f30001e-546c-4445-b1fd-6c8718388ef0,completed,2026-03-04T08:15:56
0a0c28d8-994f-4759-95a7-08d7011b6dde,475a8ad6-d8aa-4a17-8047-dfbdb3a25822,started,2026-07-10T02:52:37
6851d25b-f08b-45b3-bcda-c70d3bbb11a8,475a8ad6-d8aa-4a17-8047-dfbdb3a25822,address_entered,2026-07-10T02:54:37
e622a80b-0b0d-4f5a-9e18-552032b1b774,475a8ad6-d8aa-4a17-8047-dfbdb3a25822,shipping_selected,2026-07-10T02:56:37
83874609-641f-4e37-9cb1-d32a73452ab7,475a8ad6-d8aa-4a17-8047-dfbdb3a25822,completed,2026-07-10T03:00:37
0802e545-2c67-484f-a059-f8003723e3af,ac032b7a-4f23-450e-a4d1-f030ac384f68,started,2026-05-21T12:00:00
c506df17-9af1-4936-bdfc-6bacb2b4a44a,ac032b7a-4f23-450e-a4d1-f030ac384f68,address_entered,2026-05-21T12:03:00
af6ddaa2-9c34-42ef-b10c-bb47d4e6789a,ac032b7a-4f23-450e-a4d1-f030ac384f68,shipping_selected,2026-05-21T12:06:00
bca0e6a6-4260-4fd1-b507-bd0350f001b5,ac032b7a-4f23-450e-a4d1-f030ac384f68,completed,2026-05-21T12:09:00
dce07b43-167b-4bb5-8d71-839bb88cff6d,d464285a-9f24-4852-b084-eef52e281cc2,started,2026-02-27T10:28:25
b2c0e0a5-f993-4a87-9e5e-83a436459eca,d464285a-9f24-4852-b084-eef52e281cc2,address_entered,2026-02-27T10:29:25
bd88fdd6-c664-4945-97ce-a876d8ca2bd5,d464285a-9f24-4852-b084-eef52e281cc2,shipping_selected,2026-02-27T10:31:25
9ad0b31e-1ea9-42ee-a344-78b2b118b551,d464285a-9f24-4852-b084-eef52e281cc2,completed,2026-02-27T10:34:25
8f3df680-8714-48be-96ff-77b75eabfccc,c57a63d8-6a8a-4d78-82e3-eb7e426c34b8,started,2026-06-04T07:06:55
98ebf887-ef63-465f-9d21-e32cba0ab09c,c57a63d8-6a8a-4d78-82e3-eb7e426c34b8,address_entered,2026-06-04T07:08:55
dc9512ef-e410-41dd-8c8a-87612f078426,c57a63d8-6a8a-4d78-82e3-eb7e426c34b8,shipping_selected,2026-06-04T07:10:55
9bc7f20a-017c-422a-a5e0-8635e0172b62,c57a63d8-6a8a-4d78-82e3-eb7e426c34b8,completed,2026-06-04T07:14:55
7132beeb-94b6-4add-913e-1ccf2bbac4f5,ff975f45-0642-4955-b4e3-591efb9ec864,started,2026-06-09T13:31:47
de2b8f5e-3780-4979-8904-a2714f41046e,ff975f45-0642-4955-b4e3-591efb9ec864,address_entered,2026-06-09T13:32:47
f477c006-73bc-46d5-8deb-b31b9f8e5db7,ff975f45-0642-4955-b4e3-591efb9ec864,shipping_selected,2026-06-09T13:35:47
a5fac82a-4961-4869-8efb-df3a463626da,ff975f45-0642-4955-b4e3-591efb9ec864,completed,2026-06-09T13:39:47
067a208c-7390-4166-b4a0-53af523d4524,5b6dcc44-3266-4809-9242-b528f04cd566,started,2026-07-09T09:20:29
320e54f8-48a4-4be7-a8d6-05c4551f75a6,5b6dcc44-3266-4809-9242-b528f04cd566,address_entered,2026-07-09T09:22:29
f62f2fcf-eaa2-4f31-bc06-684aec9f605f,5b6dcc44-3266-4809-9242-b528f04cd566,shipping_selected,2026-07-09T09:24:29
cfb9125f-ebf4-44eb-9597-0e940aa9dfdf,5b6dcc44-3266-4809-9242-b528f04cd566,completed,2026-07-09T09:26:29
b2c3c4b5-65d5-407f-92b1-8f8070769b9f,c69dbb95-6574-4632-91a9-87ebcdca6894,started,2026-07-02T16:37:42
af3a7f14-f28f-4eb1-b6cc-dcc49803867e,c69dbb95-6574-4632-91a9-87ebcdca6894,address_entered,2026-07-02T16:39:42
d9bd4407-818e-480a-ac00-d653d78e7d31,c69dbb95-6574-4632-91a9-87ebcdca6894,shipping_selected,2026-07-02T16:40:42
f8fa5147-4d1f-4f65-afe9-8168b1f23182,c69dbb95-6574-4632-91a9-87ebcdca6894,completed,2026-07-02T16:43:42
590d83c2-78b5-41c9-82d4-b3be25ba4435,abb786fa-90b0-4ac2-8ccc-29f2b67381ef,started,2026-02-20T21:53:37
5a6d6b2d-46ec-4b1c-958b-069534120f91,abb786fa-90b0-4ac2-8ccc-29f2b67381ef,address_entered,2026-02-20T21:56:37
7f731b1f-ce61-4894-9963-5e6d90d7b5fb,abb786fa-90b0-4ac2-8ccc-29f2b67381ef,shipping_selected,2026-02-20T21:58:37
cf3dd90b-4e44-4c4e-aad5-aaf6367b905e,abb786fa-90b0-4ac2-8ccc-29f2b67381ef,completed,2026-02-20T22:00:37
88402c3e-e38d-4827-b20e-c1a41c2afb82,f41c0386-5952-43b8-ad5c-3a317d992a0b,started,2026-03-03T07:11:25
1302ac99-7f44-4de7-93a3-b5f66e458870,f41c0386-5952-43b8-ad5c-3a317d992a0b,address_entered,2026-03-03T07:13:25
6619637c-3550-4a9c-a0af-c7dde1f314fc,f41c0386-5952-43b8-ad5c-3a317d992a0b,shipping_selected,2026-03-03T07:14:25
2f713955-cc89-4e6e-a103-5693f2979317,f41c0386-5952-43b8-ad5c-3a317d992a0b,completed,2026-03-03T07:17:25
b0d6a4ec-6aa1-4de0-bffa-8bad92f9b91c,63b34c6c-5627-45ca-9755-20ec5b186896,started,2026-04-19T22:14:20
ebb45972-9624-4e6b-9fd8-a7254d948486,63b34c6c-5627-45ca-9755-20ec5b186896,address_entered,2026-04-19T22:16:20
6ee66e8f-0caa-4ec2-8f2b-be1cae5856fc,63b34c6c-5627-45ca-9755-20ec5b186896,shipping_selected,2026-04-19T22:18:20
94670aef-32bf-4c84-9cf1-52db9f42cc21,63b34c6c-5627-45ca-9755-20ec5b186896,completed,2026-04-19T22:21:20
5cca09c9-eaf8-43d9-850b-b76d139e38db,ec8caff4-aa6c-4804-b81a-de9ca4ec5b80,started,2026-05-10T13:26:42
dade0d0b-6e19-4c86-acdc-17662a45a5ac,ec8caff4-aa6c-4804-b81a-de9ca4ec5b80,address_entered,2026-05-10T13:29:42
863b2efa-4fd6-4f92-af4b-8b3738c1cbe0,ec8caff4-aa6c-4804-b81a-de9ca4ec5b80,shipping_selected,2026-05-10T13:31:42
3ccf537c-e14e-44ec-9340-859fad34eb65,ec8caff4-aa6c-4804-b81a-de9ca4ec5b80,completed,2026-05-10T13:34:42
41f285eb-1201-4103-96a2-132471a85ad9,58da401e-9e8c-42c3-b22c-5e4e80d05671,started,2026-05-18T06:07:58
b55a1f96-6925-41e7-8597-a6bab3aa7ca0,58da401e-9e8c-42c3-b22c-5e4e80d05671,address_entered,2026-05-18T06:09:58
5d3de9d0-1ec4-4f3a-aa1d-47f25c551479,58da401e-9e8c-42c3-b22c-5e4e80d05671,shipping_selected,2026-05-18T06:10:58
c2437ab2-131b-4e1c-aab6-0c200bb7c2b1,58da401e-9e8c-42c3-b22c-5e4e80d05671,completed,2026-05-18T06:11:58
2eb664b1-9822-41d1-96ed-3eb0a55bb551,03267644-c31b-4e7b-b6bb-000350caec96,started,2026-05-25T19:37:08
ce7ac20d-4f95-403a-8da3-20fb0d33f0d6,03267644-c31b-4e7b-b6bb-000350caec96,address_entered,2026-05-25T19:39:08
05abd20d-79ac-4a0f-9300-358f4ff6368c,03267644-c31b-4e7b-b6bb-000350caec96,shipping_selected,2026-05-25T19:41:08
3b71fca5-fdef-43c5-bf85-93c196e0b501,03267644-c31b-4e7b-b6bb-000350caec96,completed,2026-05-25T19:45:08
fd7574cf-9ff6-432e-993b-0769d2dca1f9,e48f9f64-adb3-4286-9ade-f4dd8f2abd7c,started,2026-04-08T11:07:14
c23a2d90-311b-45d1-aeb0-b7acc7fe3b51,e48f9f64-adb3-4286-9ade-f4dd8f2abd7c,address_entered,2026-04-08T11:10:14
f73322e9-7c9d-40bb-be87-7bda66a058ad,e48f9f64-adb3-4286-9ade-f4dd8f2abd7c,shipping_selected,2026-04-08T11:11:14
67c04ea7-33be-4efc-a447-6f4b4fc8a305,e48f9f64-adb3-4286-9ade-f4dd8f2abd7c,completed,2026-04-08T11:14:14
0882b296-9d42-4aaf-8597-12f6baabad5d,0f61e28e-7a75-4a43-9adb-42c84c77d741,started,2026-04-07T01:46:10
e1443340-3d81-4a4f-92af-efd1d98e9921,0f61e28e-7a75-4a43-9adb-42c84c77d741,address_entered,2026-04-07T01:48:10
7e526608-a0dd-48b9-acc5-b88a0443d266,0f61e28e-7a75-4a43-9adb-42c84c77d741,shipping_selected,2026-04-07T01:50:10
4ce3f8a3-1a30-478a-9415-0e9da68f896c,0f61e28e-7a75-4a43-9adb-42c84c77d741,completed,2026-04-07T01:52:10
33373657-3285-48ce-985c-881be5ab3ee7,c4bf1fca-d874-4ab0-ab5e-9c6e819f7d25,started,2026-06-01T18:24:55
732fa363-8c43-4c88-a1ea-60b67f1e9cd3,c4bf1fca-d874-4ab0-ab5e-9c6e819f7d25,address_entered,2026-06-01T18:26:55
2a086acc-1bb0-4db3-8083-2d5f0208fff7,c4bf1fca-d874-4ab0-ab5e-9c6e819f7d25,shipping_selected,2026-06-01T18:29:55
2fc8bdf4-444f-4f84-86d2-eaad797a4b9c,c4bf1fca-d874-4ab0-ab5e-9c6e819f7d25,completed,2026-06-01T18:32:55
6bbcd2a9-e82c-4ec7-a641-568dad3e4d16,9fcc9915-a7ff-44c1-8d0f-59f1a67ca6cb,started,2026-08-09T01:09:58
c513e7db-e63a-4f1f-ae7d-2e5e3ecab3cf,9fcc9915-a7ff-44c1-8d0f-59f1a67ca6cb,address_entered,2026-08-09T01:11:58
925722d1-e40f-4c03-ac10-2f52fb507894,9fcc9915-a7ff-44c1-8d0f-59f1a67ca6cb,shipping_selected,2026-08-09T01:14:58
7bff8660-738d-4159-9824-6ffea21562a4,9fcc9915-a7ff-44c1-8d0f-59f1a67ca6cb,completed,2026-08-09T01:15:58
a1ce45b0-ddfe-4ccb-a643-52d057b0e9ce,22f3f369-c0e7-4646-91a7-f308c385d8a7,started,2026-05-17T11:54:19
ef136ffc-de2d-4d91-b626-dfee8bb59634,22f3f369-c0e7-4646-91a7-f308c385d8a7,address_entered,2026-05-17T11:57:19
07a804a4-7130-45b5-8c33-848671d339f9,22f3f369-c0e7-4646-91a7-f308c385d8a7,shipping_selected,2026-05-17T12:00:19
adb7bfc4-7b3c-48ce-b9de-399bc7b335ef,22f3f369-c0e7-4646-91a7-f308c385d8a7,completed,2026-05-17T12:02:19
794678f9-b4ab-4fe4-925b-0baaed1357a8,07a77e4d-c633-4662-8ec9-5ca617650869,started,2026-08-06T11:21:22
5ac29145-4b75-4a28-97dd-2d63516ac8d9,07a77e4d-c633-4662-8ec9-5ca617650869,address_entered,2026-08-06T11:23:22
07fbbb65-521c-476b-bb67-1a3f5b3b9699,07a77e4d-c633-4662-8ec9-5ca617650869,shipping_selected,2026-08-06T11:24:22
110a4c94-a6d1-4e3a-8a24-af0e4929a9ce,07a77e4d-c633-4662-8ec9-5ca617650869,completed,2026-08-06T11:27:22
b9d2ba9c-9c7a-491d-b8c6-aa127968cf62,80c232ae-96d2-4f09-93ee-582eba557cc9,started,2026-04-29T08:13:18
8e3dfafa-a154-4e8d-8fef-a56796dd0fe2,80c232ae-96d2-4f09-93ee-582eba557cc9,address_entered,2026-04-29T08:16:18
ff25e347-7133-48b1-a443-475ac0f6c3fb,80c232ae-96d2-4f09-93ee-582eba557cc9,shipping_selected,2026-04-29T08:19:18
c78192d0-b229-4c00-92fe-ae564331ea4d,80c232ae-96d2-4f09-93ee-582eba557cc9,completed,2026-04-29T08:22:18
d6cd1324-58fb-4b7f-bb27-03d9d8dfa153,f6b601ad-1a76-4066-aab2-5d90f10347b3,started,2026-06-19T04:19:58
84bd9cda-cefe-4b63-8cb6-f16e5da333f1,f6b601ad-1a76-4066-aab2-5d90f10347b3,address_entered,2026-06-19T04:20:58
a2162a23-bf66-4ce5-92e3-6a8760add404,f6b601ad-1a76-4066-aab2-5d90f10347b3,shipping_selected,2026-06-19T04:23:58
938aa0fa-3210-4cc1-8f23-f9418c8e15d1,f6b601ad-1a76-4066-aab2-5d90f10347b3,completed,2026-06-19T04:25:58
20b23e9e-4d27-4c6f-919d-0866309592f3,9d7dea03-72cf-4913-a3ef-6579fe6d7253,started,2026-02-22T11:20:42
e250911a-890a-4baf-b7d7-5877b3342b41,9d7dea03-72cf-4913-a3ef-6579fe6d7253,address_entered,2026-02-22T11:22:42
a80e906f-dd80-4ecb-b0e3-ffa3376f5614,9d7dea03-72cf-4913-a3ef-6579fe6d7253,shipping_selected,2026-02-22T11:24:42
431e67f4-b118-459e-a1b6-94e7178c9f43,9d7dea03-72cf-4913-a3ef-6579fe6d7253,completed,2026-02-22T11:26:42
1d781f11-d50b-43c8-ac5c-8fda3ea85a8e,00f771f2-d1c2-46bf-90f9-4f7c1bcf2090,started,2026-07-14T04:26:00
17c54304-8e4e-428f-a02b-454c4b869fc2,00f771f2-d1c2-46bf-90f9-4f7c1bcf2090,address_entered,2026-07-14T04:29:00
d3bc9d97-1f9f-4427-b4a4-51b8b3313461,00f771f2-d1c2-46bf-90f9-4f7c1bcf2090,shipping_selected,2026-07-14T04:32:00
61075ab6-b791-485d-a266-256286849c49,00f771f2-d1c2-46bf-90f9-4f7c1bcf2090,completed,2026-07-14T04:35:00
c07e62b4-2055-4957-8130-89548a2b99c7,169e6146-8054-4a64-a17d-b4c46081d30a,started,2026-06-01T01:02:19
