id,warehouse_id,sku,transaction_type,quantity_delta,adjustment_reason,occurred_at
5e8a1fea-885e-417d-a917-b40048170fe0,WH-EAST,JAF-001,sale,-3,,2026-07-08T23:34:01
aa8c7c47-170e-46bf-bf72-b15d515fe69e,WH-EAST,JAF-002,adjustment,4,theft_shrinkage,2026-05-05T23:24:31
01244aa0-f11c-442f-a0ac-8b481fc610cf,WH-EAST,JAF-002,sale,-4,,2026-05-08T11:45:52
a878ee85-404e-4c9c-9c59-e6dc4f62897d,WH-EAST,JAF-002,receipt,51,,2026-05-17T08:41:27
1bb698e4-6ebe-4554-9413-0343d233064a,WH-EAST,JAF-002,sale,-3,,2026-05-20T01:40:42
cfbd925d-5e8a-41d0-8db7-6e43800a4058,WH-EAST,JAF-002,sale,-9,,2026-05-25T14:51:46
1e19eee4-ca42-461f-bd18-b11a6b401233,WH-EAST,JAF-002,sale,-1,,2026-05-30T18:34:30
a8d4fefd-c56c-46b3-a4e8-3687d275a2d2,WH-EAST,JAF-002,receipt,88,,2026-06-02T05:09:04
19d300d8-0d6b-44c1-80d9-d0271da0ab3f,WH-EAST,JAF-002,receipt,90,,2026-06-06T21:13:44
d78336ff-d885-4b8f-8ee5-74e047f418ea,WH-EAST,JAF-002,receipt,22,,2026-06-10T12:49:09
d25f4158-c616-4dec-8dc8-52589062eaf9,WH-EAST,JAF-999-DELISTED,sale,-7,,2026-06-15T16:23:09
caadd496-29a9-4cda-90e9-8d915c8a65fd,WH-EAST,JAF-002,receipt,93,,2026-06-20T01:07:03
f42300ee-0968-48d5-83e8-d9ae50375ae2,WH-EAST,JAF-002,sale,-8,,2026-06-21T13:44:05
e07e68d8-39cd-43ff-8cda-ea63c6e58cba,WH-EAST,JAF-003,receipt,83,,2026-04-30T06:39:28
faadee74-b6eb-406d-beb0-5ef0bc27b07c,WH-EAST,JAF-003,sale,-3,,2026-05-03T12:46:49
ca8eb093-7718-4fc4-93e6-f8fbe064ab88,WH-EAST,JAF-003,receipt,77,,2026-05-04T20:11:35
d2dfe4af-cc3e-4cd4-b0aa-1e59d152dabe,WH-EAST,JAF-003,sale,-3,,2026-05-07T00:37:01
ef24bb9c-ae77-43dc-b8fe-6c57d824b1e2,WH-EAST,JAF-003,sale,-1,,2026-05-08T23:22:45
43578347-2f1e-4ab3-a719-5f2622f7243b,WH-EAST,JAF-003,receipt,37,,2026-05-11T18:46:32
adea9678-f647-4a00-a71c-04b705e46960,WH-EAST,JAF-003,sale,-11,,2026-05-13T10:17:46
aa83095f-21d0-4191-8cfb-d287209e4727,WH-EAST,JAF-003,receipt,81,,2026-05-18T04:26:04
8db42569-c638-4ae3-b132-f4e051de6750,WH-EAST,JAF-003,receipt,67,,2026-05-21T16:53:54
b5d4cabd-a5aa-4b7e-9685-34fb4250de24,WH-EAST,JAF-003,receipt,54,,2026-05-27T01:25:57
968bf198-4072-4ec1-9b8c-97b843d960c5,WH-EAST,JAF-003,transfer_out,-15,,2026-06-01T10:09:39
46960f64-e73f-474e-a98e-4996ed99ead8,WH-EAST,JAF-003,sale,-12,,2026-06-06T11:17:15
9ceb31c6-2749-40bd-8889-eaaca78eaa32,WH-EAST,JAF-003,adjustment,-10,theft_shrinkage,2026-06-08T18:10:29
1d801237-495f-43a2-8897-01555729dfb1,WH-EAST,JAF-003,receipt,56,,2026-06-11T05:09:16
45653d46-c542-446a-b50c-c9ab7e95321f,WH-EAST,JAF-003,sale,-11,,2026-06-14T03:29:06
22dd05a7-42a0-4806-8cd2-1a5e92dfc264,WH-EAST,JAF-003,sale,-5,,2026-06-18T08:28:48
a5eec0e7-6ad1-4e64-888e-b66623c6ef9c,WH-EAST,JAF-003,receipt,53,,2026-06-23T04:31:42
0f1317e9-112c-465e-824d-cafacd72c388,WH-EAST,JAF-003,receipt,56,,2026-06-28T06:15:12
decf6acb-4a59-44b6-b7e1-97cbfe442950,WH-EAST,JAF-003,receipt,62,,2026-07-01T10:03:48
088444e3-b45f-4b17-8b08-223a7076d334,WH-EAST,JAF-003,sale,-2,,2026-07-06T01:26:43
fcebf457-2deb-45f9-acbf-dd410063bee5,WH-EAST,JAF-003,receipt,78,,2026-07-08T09:05:14
fcb132c0-ca14-4895-8724-a2999ab09fa0,WH-EAST,JAF-004,receipt,57,,2026-04-22T10:09:57
b0c1fe82-e68d-405d-b8e3-ffcd07665ce5,WH-EAST,JAF-004,sale,-10,,2026-04-28T03:01:31
31e626f6-93f3-409a-8b02-e41a69662c97,WH-EAST,JAF-004,sale,-5,,2026-05-01T23:40:14
9f1da0ab-188b-44b6-b962-17ff67fc6428,WH-EAST,JAF-004,sale,-13,,2026-05-05T09:50:34
f791aaf5-4c7b-4cb2-83da-34a2623019aa,WH-EAST,JAF-004,sale,-12,,2026-05-10T02:37:17
c18ee2d4-ca50-4344-a715-d0a55e704a99,WH-EAST,JAF-004,sale,-2,,2026-05-12T08:59:35
258c836d-a2ff-4c47-9ab9-83a413c64e59,WH-EAST,JAF-004,sale,-2,,2026-05-14T04:29:23
ad0381aa-f32c-473b-b4f8-12a0c7fe3fab,WH-EAST,JAF-004,transfer_in,12,,2026-05-15T04:37:44
68b92de8-0336-449b-8f5e-6d405b8c37d4,WH-EAST,JAF-004,adjustment,-3,damaged_goods,2026-05-16T18:10:23
b3284ce3-1dfa-47b8-8a0d-f1fc3731fc35,WH-EAST,JAF-004,receipt,100,,2026-05-20T09:38:01
05af172e-ace2-4b6f-94ec-9473979366b2,WH-EAST,JAF-004,sale,-4,,2026-05-24T09:58:40
b9463034-bd25-438f-8370-7377e56a73f8,WH-EAST,JAF-004,sale,-13,,2026-05-29T16:12:34
d60f4e1c-3517-4016-8590-16166ad67fa5,WH-EAST,JAF-004,receipt,43,,2026-06-02T19:24:36
201db133-2f8f-4bd8-920a-7df63887190a,WH-EAST,JAF-004,sale,-13,,2026-06-05T17:49:30
a7841b61-bdcf-4ddb-ab1b-96e28f6815cd,WH-EAST,JAF-004,receipt,96,,2026-06-08T18:11:01
8d13fac4-d92a-4d18-9470-12b841a6887e,WH-EAST,JAF-004,transfer_out,-20,,2026-06-11T03:11:40
d79b1480-cad1-4dfb-9eb2-e3202c309171,WH-EAST,JAF-999-DELISTED,receipt,62,,2026-06-15T00:09:01
96d066ca-c6e5-4c38-b3a5-a5ef76994a55,WH-EAST,JAF-004,receipt,41,,2026-06-19T06:43:07
a5e35ff7-06af-48ff-a2d9-307ea94df46c,WH-EAST,JAF-004,receipt,57,,2026-06-21T12:08:06
126f550d-3f1b-4533-a1d5-b0370fcdb6e0,WH-EAST,JAF-004,sale,-8,,2026-06-23T09:21:20
5d4af31b-a32d-4cf9-a184-4def235540fa,WH-EAST,JAF-999-DELISTED,sale,-15,,2026-06-28T11:35:39
a370dbd2-1e81-4ac9-879f-23a08402848a,WH-EAST,JAF-004,sale,-2,,2026-07-02T16:30:06
6e12f781-4548-48f6-81b0-a34ee393224b,WH-EAST,JAF-004,transfer_in,13,,2026-07-08T10:46:01
4a7b6847-16e8-44b6-979e-338b42dd2c2a,WH-EAST,JAF-004,sale,-6,,2026-07-13T18:05:01
c71bad60-c9e8-486a-8c79-439c358e187a,WH-EAST,JAF-004,receipt,41,,2026-07-19T00:08:41
34e57435-e204-45bb-84d7-fcac51ebdd7e,WH-EAST,JAF-004,sale,-5,,2026-07-21T13:01:18
a55189cd-ecdf-43e4-ab1c-949bddf6853f,WH-EAST,JAF-004,receipt,55,,2026-07-22T17:16:08
a8f7b923-f9c4-44d1-bf89-376d6f380d6b,WH-EAST,JAF-005,receipt,42,,2026-05-08T08:41:18
dc5a2e94-4fe0-4e47-826a-6f4b79696afd,WH-EAST,JAF-005,sale,-4,,2026-05-11T14:23:48
11b33c52-6e3b-4c74-bd02-049272ab5570,WH-EAST,JAF-005,sale,-6,,2026-05-12T23:32:38
9c1acb21-69d7-45ec-8abc-59cdd0f102bd,WH-EAST,JAF-005,receipt,47,,2026-05-17T16:25:48
9fcfdc29-b8ef-434a-96cd-a3eb92dc4f8a,WH-EAST,JAF-005,receipt,21,,2026-05-23T14:30:40
bacca0b6-12ed-45f2-9621-f6f3114ed9c0,WH-EAST,JAF-005,receipt,58,,2026-05-25T00:09:28
bcdc8385-d655-471c-9cfd-430bad6a9ec3,WH-EAST,JAF-005,sale,-3,,2026-05-29T07:32:45
3b73e47e-93fc-4dc7-9fb6-9c64827c146c,WH-EAST,JAF-005,sale,-8,,2026-06-03T22:47:16
ff4e0955-cd70-4ddd-acbd-b3540a060fc8,WH-EAST,JAF-005,adjustment,-3,expired_stock,2026-06-05T14:39:18
ee6640ae-71d8-418a-a68e-2232e78c9ffe,WH-EAST,JAF-005,sale,-2,,2026-06-08T17:41:24
82a0e2d2-da3a-4ace-8b2b-f961b39d0862,WH-EAST,JAF-005,sale,-15,,2026-06-13T10:05:25
885a1f30-2a8a-4e65-b89f-0622aadba981,WH-EAST,JAF-005,sale,-13,,2026-06-14T20:21:45
901029bd-3869-4dac-84eb-cfc5bb64f142,WH-EAST,JAF-005,sale,-9,,2026-06-20T14:46:35
90a7b1f9-d4b6-4590-9199-f03541190c2b,WH-EAST,BEV-001,transfer_in,19,,2026-04-28T00:38:45
e58f3e58-ec03-49cb-b312-5f3c21eeab96,WH-EAST,BEV-001,adjustment,2,cycle_count_correction,2026-04-29T20:10:28
3f7defad-9501-4279-a2c7-5eef2d2c116b,WH-EAST,JAF-999-DELISTED,sale,-14,,2026-05-03T09:23:45
572035da-0da6-404a-8220-77be0977349f,WH-EAST,BEV-001,adjustment,-7,damaged_goods,2026-05-04T15:40:22
c15f4e88-705a-4844-8330-33559bf65acd,WH-EAST,BEV-001,receipt,44,,2026-05-10T06:34:19
f6ec73d2-986f-4041-b01c-57faa31cd6fe,WH-EAST,BEV-001,receipt,66,,2026-05-15T08:30:37
bdf7211c-d45a-4121-8739-bf61667e22da,WH-EAST,BEV-001,adjustment,-6,expired_stock,2026-05-20T09:06:12
ceb46cde-5ade-48ab-81c5-286efc4bb887,WH-EAST,BEV-001,receipt,94,,2026-05-23T08:22:26
ba3aff2d-031e-4458-91cd-2b0f05c4f8e4,WH-EAST,BEV-001,receipt,68,,2026-05-27T23:19:29
ee8fa024-cc26-494c-a447-463a62e81454,WH-EAST,BEV-001,sale,-12,,2026-05-31T02:40:24
41981a45-b074-4275-bc3f-68b6c1e1cc3e,WH-EAST,BEV-001,sale,-9,,2026-06-03T07:52:05
65cf6e7c-aef2-4fed-95ba-87e41cc9c70d,WH-EAST,BEV-001,sale,-6,,2026-06-05T04:26:24
9415cfe0-cb27-4672-9cbf-43f5ecf78f5c,WH-EAST,BEV-001,sale,-11,,2026-06-06T06:45:22
1e97f420-518f-4a88-af59-b70e3fe8727a,WH-EAST,BEV-001,sale,-1,,2026-06-09T02:31:54
7bd03872-3ef0-4f7d-a4aa-21d2bc88b2fa,WH-EAST,BEV-001,transfer_out,-13,,2026-06-12T03:10:03
78e5cc49-20cc-43a7-9014-b63157e9ca81,WH-EAST,BEV-001,adjustment,6,cycle_count_correction,2026-06-16T15:45:27
903c20ab-7265-4264-bbf4-734f9c3144e0,WH-EAST,BEV-002,receipt,100,,2026-04-20T00:21:58
09ff5480-1695-4a03-99f9-465c2cbaa93c,WH-EAST,BEV-002,sale,-3,,2026-04-22T04:38:31
f7f35d4a-f224-4765-9228-2de0b4486d07,WH-EAST,BEV-002,sale,-7,,2026-04-27T10:38:15
8bebb2cd-16fd-4741-97e2-6016d18be36e,WH-EAST,BEV-002,adjustment,-9,cycle_count_correction,2026-05-03T02:34:53
7a4b0551-2918-46fc-9feb-86882f295f23,WH-EAST,BEV-002,receipt,97,,2026-05-08T18:00:06
72309733-91a8-469f-ae20-862ca83c246c,WH-EAST,BEV-002,transfer_in,12,,2026-05-13T16:54:44
127607bb-e9b1-4782-a940-a2f192a87a76,WH-EAST,BEV-002,receipt,52,,2026-05-18T13:43:29
5589a068-4461-4143-b466-222e1b999431,WH-EAST,BEV-002,sale,-11,,2026-05-23T17:15:19
b751650e-f042-4560-9eae-162d51e18a66,WH-EAST,BEV-002,sale,-6,,2026-05-26T17:17:58
f57a9bef-7d26-4364-b91a-8764e9f0a5d9,WH-EAST,BEV-002,receipt,42,,2026-05-31T08:01:58
33d4d754-61a9-4849-a47e-a9920eee0fe4,WH-EAST,BEV-002,receipt,78,,2026-06-02T23:32:59
94885cb8-de56-4df9-8053-a3f8c4f7b76e,WH-EAST,BEV-002,sale,-5,,2026-06-04T19:06:45
4fdb0260-a44b-47f6-b322-ae4d63cf9546,WH-EAST,BEV-002,sale,-6,,2026-06-05T23:11:46
c788b8c1-39f0-4254-a4d5-1b23aa4b78ed,WH-EAST,BEV-002,receipt,92,,2026-06-07T06:48:59
6191cde9-562a-4e35-ae63-04429c0aba59,WH-EAST,BEV-002,receipt,65,,2026-06-10T07:14:04
e7e13160-48bb-41b3-a8a6-7a6d02bd1b98,WH-EAST,BEV-002,sale,-8,,2026-06-13T21:15:30
68df961e-81e7-4698-b714-859f3dc2841c,WH-EAST,BEV-002,receipt,82,,2026-06-16T07:30:38
4ab16021-539f-4562-8e80-8c58a6b06abc,WH-EAST,BEV-002,sale,-3,,2026-06-19T01:42:00
a8e5fc4f-1200-4784-bbc1-fbb3e0751010,WH-EAST,BEV-002,transfer_out,-8,,2026-06-20T10:14:53
94ffa1ab-ed89-473e-b775-b5bdb42bef75,WH-EAST,BEV-002,adjustment,-4,theft_shrinkage,2026-06-25T16:24:45
2aca2fa0-a0aa-43e0-a06c-349db26aba33,WH-EAST,BEV-002,sale,-15,,2026-06-29T21:41:01
0365cbd4-2a87-4435-9e3d-0df1049bb43f,WH-EAST,BEV-002,sale,-10,,2026-07-05T03:39:49
77df4c43-1f11-4d42-bd43-241dc1f732e7,WH-EAST,BEV-003,transfer_in,6,,2026-04-20T03:09:32
6a6f8387-6abf-4948-9b7a-f4f3262ede8b,WH-EAST,BEV-003,adjustment,-5,damaged_goods,2026-04-22T08:11:04
b1f716be-29a0-4685-a8b7-0ed8ddd05310,WH-EAST,BEV-003,sale,-1,,2026-04-27T15:34:17
d7804a4b-2530-42bb-9e7e-a3676a0a36c4,WH-EAST,BEV-003,receipt,39,,2026-05-12T00:46:19
57d9e6ad-c92c-4813-888c-bd5fa06bb894,WH-EAST,BEV-003,sale,-10,,2026-05-15T05:51:26
797395a3-ea51-4198-8a35-cb70aec48224,WH-EAST,BEV-003,receipt,40,,2026-05-18T03:50:55
4c0b1d53-d3a9-42b7-bd41-ecfb81214813,WH-EAST,BEV-003,sale,-9,,2026-05-20T17:16:26
1753a093-bd4a-40ec-b14b-85e28af010d1,WH-EAST,BEV-003,receipt,93,,2026-05-24T22:15:14
5aab142a-f629-46a2-bd32-2b1a202fca9a,WH-EAST,BEV-003,adjustment,7,cycle_count_correction,2026-05-26T04:17:58
709d1d2e-440c-4631-bb36-6aad70f5c991,WH-EAST,BEV-003,sale,-2,,2026-05-30T04:19:50
9f92668d-4eb1-4b2e-af25-044cd1707451,WH-EAST,BEV-003,transfer_out,-7,,2026-05-31T04:55:58
7ad5397e-08d4-4d4d-a9e3-3fd2388b8b66,WH-EAST,BEV-003,sale,-9,,2026-06-02T05:34:39
bdcbdbc8-6de8-40aa-840f-10754422ca32,WH-EAST,BEV-003,sale,-12,,2026-06-05T02:14:34
4f2df6b4-3895-4f5a-ad86-a6e1f9fb27de,WH-EAST,BEV-003,adjustment,-4,cycle_count_correction,2026-06-07T11:13:16
e888308f-2d57-4889-bd70-d8caf19db6e6,WH-EAST,JAF-999-DELISTED,receipt,32,,2026-06-10T02:19:06
17720169-8216-4b9e-8631-e2a4fbe37586,WH-EAST,BEV-003,receipt,70,,2026-06-14T04:23:39
043b3738-e470-4839-84e3-f1175e5cd36e,WH-EAST,BEV-003,receipt,100,,2026-06-15T22:48:41
eaef4bb4-3b4f-49d1-986e-587cfaf26d1b,WH-EAST,BEV-003,transfer_in,18,,2026-06-19T17:08:01
efd5a5de-afef-4534-8ecf-bf4c18e07f5d,WH-EAST,BEV-004,adjustment,1,theft_shrinkage,2026-05-20T14:26:54
8fc42bec-0556-4250-ac6a-7c1dd528b6f8,WH-EAST,BEV-004,sale,-1,,2026-05-22T06:12:03
90b70e07-c1bf-4b06-94f2-2faeecfcd6a6,WH-EAST,BEV-004,receipt,93,,2026-06-01T01:46:12
e51dfdfa-e18b-4bf5-9ae1-2dbb5bc5efa0,WH-EAST,BEV-004,sale,-8,,2026-06-06T03:27:47
dc59ed67-b5bd-4601-9bf0-8263a034bbd2,WH-EAST,BEV-004,receipt,57,,2026-06-11T17:11:27
9b483208-35b7-4352-b8bf-973e3fdb5ffd,WH-EAST,BEV-004,receipt,88,,2026-06-16T23:06:30
acbcf6aa-1a9b-476c-9cdf-608dbcd0f516,WH-EAST,BEV-004,receipt,32,,2026-06-19T02:15:51
15f98d3e-6606-4a4c-85cd-afd3afcff762,WH-EAST,BEV-004,receipt,21,,2026-06-24T16:14:06
4da337ae-c6da-4435-9a36-070998d165b3,WH-EAST,BEV-004,sale,-10,,2026-06-26T08:18:45
327a0022-0937-48cd-b18b-cc76e53b39c0,WH-EAST,BEV-005,receipt,65,,2026-04-20T12:10:33
9bc7c8e5-e0d3-4106-ac6d-10f5a20e958a,WH-EAST,BEV-005,receipt,75,,2026-04-22T05:26:22
509ffd20-a244-4ffe-b779-c28259776cc5,WH-EAST,BEV-005,sale,-13,,2026-04-27T20:37:11
82fd2df2-8b05-48ef-9bc0-5d136f72d4c9,WH-EAST,BEV-005,transfer_out,-13,,2026-05-01T18:54:27
a2d5bc48-790f-45d2-8691-a0624f6b40c9,WH-EAST,BEV-005,receipt,74,,2026-05-07T02:37:44
a77263b2-970b-48ca-9652-8836c8b0f6d9,WH-EAST,BEV-005,sale,-9,,2026-05-08T14:22:47
e1d58741-19b2-48b8-93e8-a79efa2c9e76,WH-EAST,BEV-005,sale,-9,,2026-05-10T04:16:10
6ea7f64c-86e6-4ece-84fe-8343b4a34355,WH-EAST,BEV-005,receipt,53,,2026-05-13T04:15:53
947e670a-a86c-4d10-b1c2-e8fb1f385e1f,WH-EAST,BEV-005,receipt,91,,2026-05-18T18:33:21
92ab4e19-942d-4b61-8b5a-3d872109297d,WH-EAST,BEV-005,receipt,47,,2026-05-19T22:51:33
4d554323-99d3-4c31-9f77-7d0a670beace,WH-EAST,BEV-005,receipt,39,,2026-05-22T16:09:31
121195f8-ca02-4ed5-8cd7-2f1ff07cd561,WH-EAST,BEV-005,adjustment,6,damaged_goods,2026-05-23T20:49:28
e715414e-b88a-48a8-b933-0d813dc011fd,WH-EAST,BEV-005,receipt,43,,2026-05-26T05:59:57
c48d7654-10be-4dcb-8fc9-e352972ef82b,WH-EAST,BEV-005,adjustment,9,damaged_goods,2026-05-28T13:21:05
1094d252-ba32-49d3-b8cd-933e010b069e,WH-EAST,BEV-005,sale,-14,,2026-06-03T02:42:57
3a0795ef-35fb-45b3-8bd9-0bada1e14098,WH-EAST,BEV-005,sale,-8,,2026-06-05T22:14:24
dd654821-9536-452f-aa24-81dbf774bf34,WH-EAST,BEV-005,receipt,42,,2026-06-10T13:07:55
7c5c0bdc-ce5b-4c44-b310-42c72e49508a,WH-EAST,BEV-005,sale,-5,,2026-06-11T22:02:51
5a4dc7ae-8867-4b7a-baa7-3e49b0929f72,WH-EAST,BEV-005,sale,-13,,2026-06-16T14:49:48
f24e3921-c84e-4960-8a4c-cd8b996be448,WH-EAST,BEV-005,receipt,97,,2026-06-21T11:46:03
664bcced-084e-4028-81e7-1579036bf89a,WH-EAST,BEV-005,receipt,48,,2026-06-25T06:07:20
99ddfc0c-6eb1-44b0-a229-30c0fade19e7,WH-EAST,BEV-005,receipt,24,,2026-06-30T08:27:06
d239efd8-0abb-4d64-99b1-4929bfef253a,WH-EAST,BEV-005,transfer_in,18,,2026-07-02T05:30:15
1a37b43e-f0d0-4ae4-905f-5e255c8d7a10,WH-EAST,BEV-005,sale,-12,,2026-07-07T10:15:33
769cfb50-5861-434e-9c58-442d5d1e4744,WH-EAST,BEV-005,receipt,38,,2026-07-09T05:04:45
c9914a9f-e58a-406d-9401-2b2c63eef7a0,WH-WEST,JAF-001,adjustment,8,cycle_count_correction,2026-04-26T11:36:19
7a87ce0f-df2a-460a-b91a-275bd27247eb,WH-WEST,JAF-001,transfer_in,14,,2026-04-28T01:18:47
9534c436-9d42-4572-a9de-82f91233daac,WH-WEST,JAF-001,receipt,24,,2026-05-03T01:05:36
b39c40f9-d483-4150-a5a2-d5e98bd5fbb4,WH-WEST,JAF-001,receipt,92,,2026-05-06T02:20:11
ecb9653a-9a9f-4cf8-87ab-9187f4413747,WH-WEST,JAF-001,transfer_in,19,,2026-05-09T11:52:14
002261ba-0e41-4c0f-b145-24c7f3e218a6,WH-WEST,JAF-001,sale,-7,,2026-05-10T13:57:46
0c5d2e64-9499-467d-b0a7-d4a26e1924c9,WH-WEST,JAF-001,sale,-2,,2026-05-14T14:24:58
17e1afd0-8cb6-4c4c-85c6-cb4c17016f20,WH-WEST,JAF-001,sale,-9,,2026-05-17T12:17:30
7b945d9a-1932-4a27-bf02-09cf2a72bb02,WH-WEST,JAF-001,receipt,85,,2026-05-18T19:07:01
32254405-b26d-4428-8537-d7f96e52c021,WH-WEST,JAF-001,receipt,61,,2026-05-23T12:40:28
7afd14de-042c-471b-8815-73d0325904d9,WH-WEST,JAF-001,sale,-8,,2026-05-27T19:48:08
28957e55-79df-4384-bcbc-b7ffb51c6d73,WH-WEST,JAF-001,sale,-1,,2026-05-30T14:15:39
8a4e77f9-428c-4729-87d7-4829e1a5b742,WH-WEST,JAF-001,sale,-13,,2026-05-31T23:03:37
9c47fc6c-4b08-48f7-854b-a87d65407db3,WH-WEST,JAF-001,sale,-5,,2026-06-04T20:36:16
956ab919-3f28-479d-baa9-c43b3cb54de3,WH-WEST,JAF-001,receipt,79,,2026-06-07T08:12:25
20584471-f88a-4580-ba24-9accb8591a0a,WH-WEST,JAF-001,receipt,53,,2026-06-12T09:03:52
d920a946-677c-4efb-9a08-15508eb19d9e,WH-WEST,JAF-001,sale,-6,,2026-06-15T08:26:00
be62012b-079b-4cd4-8eb9-f9886ab8cce3,WH-WEST,JAF-001,sale,-11,,2026-06-18T16:11:28
94482314-4088-4116-8be1-cbc15275c3ee,WH-WEST,JAF-001,adjustment,-3,cycle_count_correction,2026-06-21T13:20:42
2584c8d3-516c-42ea-b6e1-abb7cf98bb58,WH-WEST,JAF-001,receipt,87,,2026-06-26T21:31:28
fde02713-e331-41df-adb3-c2229bf15d74,WH-WEST,JAF-001,sale,-8,,2026-06-30T13:42:44
0679ddf3-2198-4d82-8e01-f57a816e3791,WH-WEST,JAF-001,receipt,58,,2026-07-01T21:11:30
74009bb2-7263-4717-8dc0-130b5f0890bf,WH-WEST,JAF-001,sale,-2,,2026-07-06T18:19:09
5b475762-ee55-4a3c-9ce7-cad663970ba0,WH-WEST,JAF-002,adjustment,4,damaged_goods,2026-04-26T00:42:13
9c1a2790-4325-4b13-bd27-19d90ef5d6ea,WH-WEST,JAF-002,sale,-4,,2026-04-29T21:28:56
38c866d7-e588-479f-b2fc-809443353b2f,WH-WEST,JAF-002,transfer_in,18,,2026-05-08T08:01:18
0628219b-2bd5-416a-b427-d221e71c5bd9,WH-WEST,JAF-002,receipt,37,,2026-05-12T10:51:34
4a65e321-c1f6-4be3-925f-488e2b9212f2,WH-WEST,JAF-002,transfer_in,7,,2026-05-15T21:23:21
a9723706-8631-43bd-a30b-2a0dfce75a0d,WH-WEST,JAF-002,adjustment,-3,theft_shrinkage,2026-05-19T02:54:08
3de34623-b11c-48db-ae47-637880ca02b4,WH-WEST,JAF-002,sale,-4,,2026-05-22T16:54:50
632bae18-6250-40b1-8a0a-aebd3d41ddb0,WH-WEST,JAF-002,adjustment,-3,expired_stock,2026-05-28T04:15:34
20301280-c4d2-40b8-bcad-8e5bfe01628d,WH-WEST,JAF-002,sale,-5,,2026-06-02T05:30:52
729d31ee-7a4c-47ed-b7a0-d3d96d4c51d0,WH-WEST,JAF-002,sale,-12,,2026-06-06T21:25:00
39fc5e7f-712d-4bff-baf2-c3e30c535e89,WH-WEST,JAF-002,transfer_out,-11,,2026-06-11T08:12:22
5440a1e1-538b-4c63-a263-422b1a456355,WH-WEST,JAF-002,receipt,38,,2026-06-17T04:46:25
f2c112a9-2d60-47b9-be6f-8c38e304a3a7,WH-WEST,JAF-002,receipt,69,,2026-06-19T15:13:18
e14407c8-6eab-4478-8579-68838c092436,WH-WEST,JAF-002,transfer_in,9,,2026-06-24T10:02:25
d32f1291-4ac6-4855-863d-63b3dd41ae10,WH-WEST,JAF-002,sale,-6,,2026-06-27T21:17:41
22d4b566-94bf-4d92-bfbf-074380d2cc73,WH-WEST,JAF-002,sale,-9,,2026-07-02T09:46:45
0920e396-9c57-4150-862f-a6d605e75f6d,WH-WEST,JAF-002,sale,-5,,2026-07-03T10:23:28
4bcd9ff9-8bb1-4d6d-a9a1-55f1cf3689e5,WH-WEST,JAF-002,sale,-7,,2026-07-09T01:25:57
