id,customer_id,session_id,created_at,updated_at,status
7b0666c7-f04a-4db0-b9b4-243a51de9ded,69731d27-9caa-46cf-8933-d01e29b20043,e6d15b1e-1fb0-427b-bc19-1abf7bedacf2,2026-05-27T02:32:00,2026-05-27T04:28:00,abandoned
de78d2c9-43da-45d5-8b54-353953f52923,0872893c-bf01-4853-b91f-a1cc0263fedf,6241139e-8495-43e5-bd49-7d6cec29ce72,2026-03-26T04:48:50,2026-03-26T05:09:50,converted
261ef5b6-2166-41a4-b4dd-0b469c749c5d,2e2960d6-f2e9-4048-b234-fb21f0f72405,fbdc6f29-66df-4828-94a0-efb1131e3ee5,2026-05-27T18:20:12,2026-05-27T22:09:12,converted
6b441763-b269-41a6-85f9-ea14596d07c4,a57c96be-0b7a-41c6-bd9a-9330e20c497a,a278f7ea-6524-486c-977b-eca9bfcb7310,2026-07-27T06:51:22,2026-07-27T07:32:22,abandoned
6696d564-ea08-4009-8b40-3f1193ec4ba3,,bc16f2a7-1a75-46d9-93ad-8d15c1144135,2026-03-28T18:44:42,2026-03-28T19:43:42,converted
84428938-5193-4eb8-9706-df57ab3bc5d5,,e94436a3-eacd-4f2f-985f-8767887baf3b,2026-07-23T08:10:19,2026-07-23T11:21:19,converted
1a003ecc-8117-4c94-a91b-f915d681d031,816f5acb-1a37-44ba-8ce8-25c40cec4d06,287f15f5-5f79-4ee2-b5ae-f19260d60935,2026-05-11T19:18:48,2026-05-11T23:06:48,active
2b88d495-45e3-44f2-95f2-6cb3c3b73e49,,de107750-3d54-4ee4-bfdb-e3ca5a676a38,2026-05-23T02:58:02,2026-05-23T06:27:02,active
53941e30-8dfc-4e53-bf77-722581e71e6d,,19abf172-c37d-4941-a010-008559244d8d,2026-07-26T14:18:10,2026-07-26T14:21:10,abandoned
e9409b29-8911-4b42-9117-545319e38668,41c59ae8-bcd0-4d00-b8e9-bfaa0ce5913b,dc039b5c-c7e0-4fbd-8cb0-d7b56acc67f6,2026-03-05T10:41:20,2026-03-05T13:52:20,abandoned
0a60401d-8088-4276-b655-cac2d566905e,,d09c425e-a461-4c3f-bb7d-6a691e319d50,2026-05-18T07:04:15,2026-05-18T07:13:15,active
09064fd7-b03b-4ca9-88fc-8923b496f496,e77008c8-b7e1-4bb6-93d8-8383d6385531,96166df4-3bfb-473c-8a5f-de8299a9cd18,2026-04-16T06:47:57,2026-04-16T09:17:57,active
9e731179-d5a2-4933-9bb4-046457aca5fc,5b2179c5-dd1c-45b4-b99c-10f1c7c201f4,bd57df79-bd62-431a-8535-7ee6c0d112bd,2026-07-25T20:48:35,2026-07-25T22:18:35,abandoned
57762cee-a407-4341-b8a1-dfa3d27b2100,a792d50a-1570-450f-901a-c26bc3b4a9dd,8f7712bc-280b-465d-8655-38dae02582ad,2026-03-25T07:35:36,2026-03-25T07:57:36,abandoned
3904d087-df05-44cd-b923-f546b79bb1a3,,6103e49f-2305-4cfd-998d-36eda6deee46,2026-06-11T11:07:48,2026-06-11T13:46:48,abandoned
20da50ba-ab79-4847-9ef3-a3feb19e256d,,46aa764d-99b8-4e4b-bac0-47a62bed5472,2026-03-13T00:27:30,2026-03-13T02:41:30,active
a1b6ac58-b35d-4fe1-bb16-0a145d1b71e5,,fde50378-d518-4528-a0d7-4023e2978467,2026-04-20T19:10:09,2026-04-20T21:42:09,active
b9168387-eb8a-487e-a3e9-bc36790cd1e7,,c133031d-81ef-4990-8af1-8b6d1fb69b91,2026-03-09T09:58:51,2026-03-09T12:54:51,active
86ea0b3d-e268-4187-b9c3-a4a3c1fb275c,,2ffaf9b5-4c0b-4362-911e-24be7b34558e,2026-04-26T17:39:30,2026-04-26T20:14:30,abandoned
3abb18e2-454c-4a56-93c9-fec97588f92c,a31129ac-6e82-4a23-86f3-3d708e019069,de64490d-41f5-489a-8fd8-68443543033d,2026-05-03T12:32:50,2026-05-03T14:45:50,abandoned
26fa5d3c-f466-4767-bb44-a3e34b2bd642,6deb3adf-b348-4736-a975-af07bea72c06,a0144c07-df2f-480e-b2db-de63eddfb235,2026-02-22T22:32:01,2026-02-23T00:03:01,abandoned
ccd5cb2d-20cb-4f51-93a6-c83a1a29496a,,4dde8277-4d67-4bdd-9d67-b075b2bb7766,2026-08-03T21:11:58,2026-08-04T00:46:58,abandoned
a4399aab-eedf-4def-8cb4-5e6771840264,303bc5db-08d0-4431-b6df-29c80d0321da,558a3910-a16a-4e8b-98c5-b097867c8a33,2026-07-09T15:06:11,2026-07-09T16:41:11,abandoned
19986e76-aec7-47eb-857c-a60f93aa1f1f,,03c0180e-80a6-48cd-988c-1fa6d44c9662,2026-05-25T02:05:49,2026-05-25T02:46:49,abandoned
e71a9159-0565-4a2f-8252-efb4fbfe6d87,,9be9b252-ce18-418b-8626-8b10171b9f2b,2026-04-27T10:42:06,2026-04-27T14:29:06,abandoned
75be6668-1ee6-41cc-88c3-1f53f7c97531,,86590dcf-2bbd-46eb-aa35-9586a2a7196e,2026-02-28T12:49:07,2026-02-28T13:43:07,abandoned
a3b1a6bb-b953-455c-b81d-a111a75fa8d1,5a589b0f-69ac-4256-aea8-df379845f417,bd07b10f-2b4b-47c5-851b-a51a189f58e9,2026-05-06T09:47:39,2026-05-06T13:27:39,abandoned
bcb9f3fc-0c11-431c-9d3f-49b333954c5e,77475cfc-c7a4-44fd-aa82-b68053aa7540,2e8e5744-9eff-4b6a-94b8-281b56fcd4da,2026-03-01T17:57:08,2026-03-01T19:49:08,converted
b6bc4c9f-a933-44c2-8804-b80a6ad9bbe5,,10fa82f1-27d0-4e92-a5ad-68531b8df886,2026-05-08T14:35:33,2026-05-08T14:39:33,active
42acfadc-669a-4bdf-8dcb-47f1946f7a61,aece6b12-b296-4a1b-991c-ab89ac207fed,a77552c3-f2e7-43d1-9a8c-cf78ee6f8f9f,2026-05-04T09:18:59,2026-05-04T12:17:59,abandoned
597fd7b7-283e-46a4-ade7-7f6da45dc4e1,,93675726-ade8-4a4d-8ccd-935dbd17c837,2026-07-17T11:56:05,2026-07-17T11:58:05,converted
0493b49a-9c43-413c-9ac5-c93e7761f3fa,33326773-e843-48d9-9641-9990733d705a,517a92be-f98d-4a04-be7e-8f16158dd02d,2026-04-02T11:10:15,2026-04-02T11:33:15,converted
b2e102b4-717e-41b6-89f2-1712f3403f8a,e6ef189a-76de-4ef5-ace2-676d69273e22,f5028cbb-999e-46cb-be0e-39b2794b1a3c,2026-07-01T21:10:11,2026-07-02T00:41:11,converted
b258691a-d6c6-4f54-a36b-98af4cb4c471,41db9c8c-af73-46c6-b7aa-64cee86dbe41,834af0a0-349a-43e5-9ae8-e48b808726ba,2026-04-20T21:42:05,2026-04-21T01:09:05,abandoned
eff95d5e-9ede-4d7e-be92-9b3c5cbdf392,53ed5bac-fa7d-4b1d-a73c-6c2b9845c1d1,332b525b-1fff-4091-a72a-132f6a1075f5,2026-07-09T22:22:30,2026-07-09T22:55:30,converted
eeeb5841-f1f5-4935-be2b-5064161f364d,,e2bb48f2-a6bd-41ab-96b3-558044731e78,2026-07-10T14:24:42,2026-07-10T16:31:42,abandoned
ef4ac8d9-7360-4c5c-858f-4df41d2e8aac,,054fe8fe-1bec-43f8-8a5a-0b44819ef01b,2026-07-30T09:13:47,2026-07-30T12:45:47,converted
19392771-1e58-4f0f-b046-a617197a6ccf,,4162706a-b2c0-4b3b-876b-105c286dd23e,2026-07-10T02:31:02,2026-07-10T03:38:02,abandoned
5c06f0f4-a807-4185-8add-941a10e23aa6,be6fcaa5-9911-4bb6-b97c-47eb53c88b32,774080ab-aa32-451a-82d3-0e709ac217f1,2026-02-25T04:32:10,2026-02-25T07:01:10,converted
34fd806f-a858-45cc-bdce-c9a608add101,120d57b9-de14-4717-aefe-ab126645435d,e1f9eade-ab23-4e27-babe-bcf0b52ac394,2026-05-08T13:21:59,2026-05-08T16:33:59,abandoned
600f68fe-2dd7-4a44-997c-583e31dfd84a,,796d0c1e-365a-40a3-bc13-4d947ec1d4a8,2026-04-15T08:46:08,2026-04-15T10:29:08,converted
7af31582-1801-4f62-8a32-a8a1f9503579,ae6e644d-c310-4f23-84dc-5063fc2e2953,dd4b5717-2711-47b6-9104-5cd5810191a2,2026-03-04T04:51:56,2026-03-04T08:07:56,converted
c4263080-7040-477c-8c57-527cd9eb05ce,b2310c7d-702b-4e62-b938-3b19262bd9e9,bf375a19-1306-4348-919c-bc4083ecc5d2,2026-04-08T02:53:04,2026-04-08T04:02:04,abandoned
78508c2a-f39f-45ba-a05c-a1451ee865cc,f772193d-0b52-429c-ac06-5e9986fefa68,d5c42697-e600-498e-878a-f91ed4be6101,2026-07-13T03:59:43,2026-07-13T04:41:43,active
05a444c7-7d6e-4010-b502-3bdce3c963e8,a59ab98c-fe50-412b-aa83-a693a561092f,1346ea61-c65e-4060-ab92-5e16752ef978,2026-06-06T01:28:32,2026-06-06T01:57:32,active
57184c35-6665-442a-beab-f308445b37b2,5f2b73d5-f495-401c-82ee-47cf4886bfa2,94041531-bb06-4b3a-ba7f-5ed8296337f5,2026-06-26T13:38:22,2026-06-26T15:47:22,abandoned
e5e8e101-d744-4472-a610-7e67e607490b,,74ab8ed0-94f1-44e3-b911-734b1423c03c,2026-05-28T23:40:41,2026-05-29T00:03:41,active
404c90af-adff-4872-b976-fd253fbf0e90,ac4632eb-3a22-4956-896e-0a3899a647f1,324feb7b-ad85-46f7-b761-800ba0184db2,2026-05-25T02:29:24,2026-05-25T03:56:24,active
0658cf1f-08de-44de-8821-268f2cb2a8d5,67d2941c-ef55-4f74-9994-431a09ee14db,32e532a1-d22d-4f1e-9de2-d391f82a46ad,2026-03-21T06:05:46,2026-03-21T08:56:46,abandoned
0bdd460c-0032-4b03-80d1-8b09181cbe39,2661b9e7-3b2c-40ea-b349-251363d10a4e,f187db4e-401a-4324-bb5f-b0b4d6b429d3,2026-07-10T01:29:37,2026-07-10T02:51:37,converted
eab7921d-f23c-4046-ba7d-be20eaea4dfc,a1a72036-c041-4a92-a719-9bbf0e21d53b,efcc14a1-14af-4b92-98ce-fa50700d0d79,2026-02-28T21:48:10,2026-02-28T21:56:10,abandoned
b0a8eadf-99d3-4ef8-8156-ea286681d902,08ed887d-1b8b-4850-a0ef-45b78a04e4d7,b2e14a52-529c-4aad-9c87-06691207d999,2026-04-25T05:27:01,2026-04-25T05:39:01,active
87814a18-867a-45d6-97fe-8bf6d8dde696,,4906d20b-d4a8-4f30-8584-c9889d24e8bf,2026-02-16T18:11:05,2026-02-16T20:27:05,abandoned
991ff661-51a2-4c69-9115-b5347b0e80a4,8d5fa184-5966-49ce-b3e7-4acfaba98bfd,fb49ab09-a3e2-469f-a551-0f2da0e4cabf,2026-03-18T02:41:05,2026-03-18T04:46:05,active
460b541c-b0c7-4f7d-9444-5ee395e231a4,,c1f73bc5-d5aa-48de-a47a-5196e8b71d0a,2026-07-22T19:20:31,2026-07-22T20:56:31,abandoned
3eadafd7-a547-448e-9882-0c136c5f6e77,d84ec4ed-ae05-416c-9cbe-eace4567132d,5ba52926-835e-4e5e-a9e3-ec6f7706a235,2026-07-01T04:15:21,2026-07-01T06:45:21,abandoned
9c7f4645-835a-4056-9483-3013a9ccad6a,,9518f9ab-b648-4347-bb09-d7a64ae43759,2026-03-09T20:14:12,2026-03-09T21:41:12,abandoned
ede98a9d-6ae6-45ee-a04b-04d0f202a8d6,3f3af4f6-a87b-4f03-8669-2e1a8e3c6d8b,7f95687d-2e5d-4ff3-943c-0e6257380887,2026-05-21T11:23:00,2026-05-21T11:56:00,converted
c449d696-1234-474e-83e3-c3ec9b70041a,,b10a2276-5d14-4fc7-b945-11610b4105e2,2026-02-27T07:01:25,2026-02-27T10:26:25,converted
89c4bc1a-de52-43aa-8012-f4aa374c05de,3d2423f0-cecf-4060-b105-96b04f2ea442,b1b881ea-b905-4e73-b960-17b71379cfcc,2026-05-12T10:35:18,2026-05-12T11:07:18,merged
1c8f0955-d743-431a-8c1d-208326a2a09e,04edb858-b8d9-455a-a1f2-f236df11a91f,ca3e59a9-6aaa-411a-b467-1ca425539c10,2026-04-27T10:32:25,2026-04-27T12:24:25,abandoned
2daa2920-a9b0-40be-8311-bf8ec46a8d3b,5d59a09d-7696-4e1b-a171-abe3b79fff2d,ab964dac-6efa-4c4d-a0cc-69f508409a92,2026-05-19T20:16:01,2026-05-19T20:46:01,abandoned
2ca09a53-1e16-4d54-836a-8db5927dcf02,19a47a26-3ca3-42d2-9e2d-8da79f09b587,7999d7c1-6a7b-4117-9888-dd2ac9e50fc1,2026-06-04T06:03:55,2026-06-04T07:05:55,converted
5093d002-47ba-4816-9ea5-a44dcffae71a,8976b896-e0e8-4696-b268-5587e42efaa0,ac63800d-4d28-4558-924a-128add7722d7,2026-05-28T13:15:17,2026-05-28T14:05:17,active
0ba9e94f-0959-4a32-8fc5-2ae7963f20ba,,4c96795c-325c-49cf-83e8-2842bc9ac8fa,2026-06-01T05:31:05,2026-06-01T06:45:05,abandoned
fb420136-fb13-42db-93a4-faf9c9c46acd,,f6171ac1-fefb-4905-b7fe-7813fad38932,2026-06-09T09:42:47,2026-06-09T13:29:47,converted
cabc9f8d-1187-40e7-b6e6-40169b60d39e,43086963-8392-432e-84e0-ef1902202b4c,d6866096-31c1-468a-a800-d0e57b1a627d,2026-03-13T13:38:38,2026-03-13T14:27:38,abandoned
8b4bb710-dac9-432b-b655-9adb12acc481,961b1333-d41e-443a-9880-0b1c8c59e141,f62b1845-6129-446a-833d-5cc2eec4c23f,2026-04-14T02:31:07,2026-04-14T05:34:07,active
d14c17fd-e41c-435e-9919-4086ddc4f4ad,42748981-2a95-4e95-91cf-9844c8aa9c69,dc81fbd0-04ac-411d-8a86-8e6d0e15d7f2,2026-04-16T03:28:45,2026-04-16T03:41:45,abandoned
731a27ea-f660-471b-9b57-6121a2d9eb8d,b998f134-9c6e-4e5b-9a37-d0d9dbc72f85,6a404a56-453f-48c9-af79-749a7ee7abe8,2026-06-30T05:37:08,2026-06-30T07:19:08,abandoned
4acd1552-d633-4498-abb2-5fb7087399f2,8f34cf8e-4ab5-436b-b34d-d43e654c8d6b,1e862318-2b16-43ca-be7c-1dcbb644db04,2026-07-05T18:19:57,2026-07-05T20:04:57,abandoned
ae8d2f65-c87d-44e7-8d22-d5836ee01ab7,05d8d4ba-5569-4f0e-985d-5f63fbfee659,119ea7d8-59f1-4823-9ef6-9fec676c0a49,2026-05-22T15:36:42,2026-05-22T17:40:42,active
45ed904d-3c27-4189-9d9c-6286f4373112,612533b6-7eaf-45a2-b9d4-06192ce5620e,c7363fec-30ad-467e-a5d7-cd474aa70ca6,2026-06-18T06:58:41,2026-06-18T10:30:41,merged
8dc7a31c-0175-491f-9965-e38c50569c3b,,bfb96c41-aaad-4475-95bf-2423903d5b84,2026-08-04T23:16:05,2026-08-05T03:15:05,abandoned
dc0c0fd7-fab7-4aa0-a13c-5108b92c0b15,8c5628d0-6d15-4a6d-80f2-9c723e39ba83,a267f8d6-111f-455c-be2a-09b5374567c3,2026-07-09T07:53:29,2026-07-09T09:19:29,converted
7972f4d4-7ad1-47e3-983c-6bf7bca2062c,0a34659d-f0b2-4bdb-bf92-759aea838e90,26dc687f-a9fc-4844-8175-8b598bb8eb7b,2026-02-26T05:52:41,2026-02-26T06:05:41,active
83f45a0f-8251-4d54-a622-fb71294fa9e2,,e28b8e09-49d2-4e76-85d1-406203146aa4,2026-05-31T20:01:43,2026-05-31T20:45:43,merged
e11fae9e-7a0f-4fae-a5a5-dd9657363e3d,303bc5db-08d0-4431-b6df-29c80d0321da,0d229c77-0121-4d0e-9e52-431ca2d39392,2026-06-11T01:58:49,2026-06-11T04:25:49,merged
aec6d193-3859-4140-bd53-6bcf9d464b48,,1466c64c-859f-4b7a-8ac2-20bd387a7326,2026-03-07T12:30:22,2026-03-07T14:49:22,abandoned
7f38af4a-cd45-42a5-bf51-d415763f2bc5,62e44a82-c99b-4d04-9abb-f6a2eb97c7ec,58247428-3016-4f4c-83c1-904f0871dcc1,2026-06-19T20:59:43,2026-06-19T22:37:43,abandoned
ba8d699f-0bed-4011-9913-3021e662b599,,87da182c-fc4d-4441-a9d6-2f3b66d23a23,2026-07-02T15:26:42,2026-07-02T16:32:42,converted
0f0f5a88-bacc-4834-a956-2571415d7162,,4f7145f7-a793-4447-ae45-4f53c33ddf99,2026-03-11T02:00:02,2026-03-11T04:48:02,abandoned
d544467d-a745-4408-9fc9-47a64d6410d5,628b0262-278b-4522-aa31-ed61da01b78a,41edf60a-780d-4d8c-af4b-a0d542ed5322,2026-02-20T20:16:37,2026-02-20T21:52:37,converted
2d1e775d-e703-45c5-8e40-e73ce246af9e,,1d65ba6e-92e4-48ca-bad3-05b3c45606f7,2026-03-03T05:09:25,2026-03-03T07:09:25,converted
94d8febd-ed56-4374-b4ca-e792b6543351,ce8210c0-c537-4fd0-80ef-c3e8063b748a,a48f18a2-26fb-44de-8e24-e0ca8f57629f,2026-04-19T18:35:20,2026-04-19T22:11:20,converted
6ff72b5b-d492-46c2-84ce-b016c8110572,,bdb2ce57-1722-4e3e-9c7e-90d54ee66f9c,2026-05-10T11:09:42,2026-05-10T13:21:42,converted
32d893eb-fac3-4c14-a474-814f026be92d,5ed25035-4723-4154-823d-a8c8b4c02e51,5a42c5b9-ee08-482c-b20a-e1e3ff015343,2026-06-07T14:30:35,2026-06-07T15:40:35,abandoned
0c978b45-5b53-4465-9174-eaaee2206923,a054cb90-d7e9-4236-9533-fc7fd2b1fd77,5691f2d0-bc1c-497b-835a-8f0f66c52208,2026-03-29T09:16:09,2026-03-29T09:46:09,abandoned
51afbb3a-17c8-4581-993d-d0b8c633880b,1435b563-f156-4cd8-9f3d-6224260e26a4,838a4ab4-b462-47fd-ade0-f58792c84a7a,2026-07-13T07:34:20,2026-07-13T08:18:20,abandoned
8e83010e-9f1c-4c8a-9dbd-b89be24d3ab7,c11308cb-8153-4e7b-9149-9b6b5c0aa137,5ea79222-f9e6-461c-8122-2b4a4c8ee235,2026-07-22T07:20:39,2026-07-22T09:34:39,abandoned
597e5f42-84b9-401d-b7e4-93bc2a148461,afdabd06-a2b4-497a-93b8-7bcf582b5d3b,324a0bf1-57d7-419d-b404-a465c3df86e1,2026-05-18T03:39:58,2026-05-18T06:06:58,converted
9b4b4bea-3e7c-4fda-a5e3-f36085b1c751,,a3ef6fe8-3583-4779-b23f-c11cde757e31,2026-05-25T18:53:08,2026-05-25T19:36:08,converted
75bd318c-4c0e-4409-95ce-322850b0a070,4675a031-3216-463d-8c4d-42ea1283bd56,dff5f218-7968-474d-88e3-9cb722dfc866,2026-04-13T10:40:28,2026-04-13T14:31:28,abandoned
102174f4-62a2-4d32-8d38-dffecfc2addc,b43d4e7f-d2c2-4f0e-a706-cfd02d61a398,9144e0cb-e085-4efc-83c7-5fbf982c8d86,2026-03-15T19:16:49,2026-03-15T19:22:49,merged
fa11e1a9-e989-4c3b-a77c-e60c0c39da54,,d953451a-7252-4c68-8354-fe1f228c1bd6,2026-04-08T07:40:14,2026-04-08T11:03:14,converted
d9c225f7-2e80-494a-8afa-8d312625464c,,7815f541-ad0c-4233-938c-c3c1a90cb791,2026-04-07T01:29:10,2026-04-07T01:41:10,converted
2f203ed8-c721-4f88-b544-f1e2623b6bc6,0688ed48-bbd7-41d6-b5ef-c2cd771f72c2,10f7f0ed-373b-4180-9546-9ce72f412222,2026-06-01T17:57:55,2026-06-01T18:20:55,converted
0c55ee9a-2670-4626-9502-192bacf42b2f,,5ba86dae-f8a2-41ec-a6f7-8321d9dec481,2026-07-11T22:25:29,2026-07-11T22:51:29,active
76e5289e-83cb-441e-acf2-c9732724b860,8e104807-9dc2-4625-a1b7-9d858ddd96de,7281e15c-594d-489d-9629-42d24ada9a01,2026-07-11T23:46:09,2026-07-12T01:43:09,abandoned
7970227a-9096-4aff-95a5-2e41f0b8e796,,7c0f22bf-8089-4564-addb-e3a1d28e8a95,2026-07-14T23:53:29,2026-07-15T00:12:29,abandoned
5efb14e6-f93f-420c-910f-1f5149d3d235,22dc524c-5b2b-4982-a2a7-2a5f5a5b9ca5,b699513c-9c78-4f16-aa08-37a4df7c3472,2026-06-01T15:09:31,2026-06-01T16:32:31,abandoned
09a1fc96-0dd5-4c36-a339-d83095292877,,6067e05f-bb8a-427b-b3e4-b31c8ee77260,2026-06-02T20:53:59,2026-06-02T22:07:59,active
2132d19b-048a-4628-a3a2-61b1140bba19,,de68a09a-cc10-4e0f-ae98-28c7a90d5022,2026-08-09T00:17:58,2026-08-09T01:06:58,converted
7b2f5f1b-b00e-4ee5-bace-06c4c5ef37cd,,39ff7afe-6c74-4ff0-84ba-3d34cb07178d,2026-05-17T10:09:19,2026-05-17T11:51:19,converted
574f4b13-5820-4883-9bb8-dd7f7209fa89,fe2e9f59-c77b-4756-ad2e-fe864a560344,f776db07-20b8-47cd-aedd-12d85178f079,2026-08-06T10:24:22,2026-08-06T11:16:22,converted
f68a1983-b3b0-427b-b1ec-058ca1ac778e,63b14504-d172-4e5e-b0fa-abd9cb43352e,8307b379-5d0a-4a21-816e-d464e47cc5ea,2026-05-17T04:05:48,2026-05-17T05:09:48,abandoned
6fda26e9-ae76-4226-8bfe-1cac1989e996,dec2b1be-3447-4044-b4e3-17848dfd390e,f79cef98-5e18-4d8a-a2c0-093927fd57b6,2026-04-16T05:28:13,2026-04-16T08:50:13,active
f8916a1d-40aa-4bd8-b472-99104a46002a,c6abaffa-11df-4987-9806-71dced92f534,7d1a69e4-c4ac-466b-93f2-13a273fc9f62,2026-04-19T23:28:33,2026-04-20T01:52:33,abandoned
b8d2189b-64fb-4ea0-982c-f5c4fb80bb6a,,0753ce15-68c3-4bae-be2b-5d4491f4ad5c,2026-04-01T05:18:10,2026-04-01T07:33:10,active
5d72bc80-3dc5-41d9-814d-edf10bf3bb3c,,7e57a5f2-ccc0-4e2c-97a0-c82391487ee5,2026-05-28T19:02:45,2026-05-28T21:49:45,merged
b774f526-b3c2-421e-81d1-40b73e815661,caa8f40a-63c6-4789-87ad-05b99d694a15,d7231534-6f94-4334-87d3-1f77cae52604,2026-04-29T07:56:18,2026-04-29T08:09:18,converted
c4fa2427-9349-42d5-abd8-5590f3f98019,b65fff66-1997-4dd8-bc91-1349a415e4a0,29112f7c-0158-4aa2-9147-c1f73102a6ee,2026-06-19T00:39:58,2026-06-19T04:18:58,converted
7b9693f9-4009-4602-bc38-82bd6c9c6bd8,9a689679-4c75-46ba-92d3-6b5b0c51a34a,9bdea0a6-2cda-4f4d-8260-2723a7b207c3,2026-08-12T07:46:46,2026-08-12T11:31:46,abandoned
