id,shipment_id,sku,quantity
b9cc4a47-49d7-4af8-85e9-d0c4c30bc60a,fdb06766-b423-4232-af51-7e6361811eb8,BEV-005,1
62d8924d-6257-440d-ae61-756d7b6c4da7,fdb06766-b423-4232-af51-7e6361811eb8,BEV-002,1
17677b79-ac35-4791-85a0-e0e12f2050e6,9ae90621-fcee-4735-b34d-6fe33ed7ae67,JAF-004,1
84f926f0-31e1-473b-b74e-e4727872ec55,f6307a7e-26d6-4d91-a78a-88af916d7bd9,BEV-003,1
0b4db8d9-5979-4ec7-a62a-d3a9660d4960,d6e20d22-d603-42f1-a13a-2d01facc7358,JAF-005,0
0b957b32-b16a-473c-b1ad-e76d55dddc8d,d6e20d22-d603-42f1-a13a-2d01facc7358,JAF-004,3
76a1c6b3-463e-49ec-ac98-8c1b2648f4cd,e487eb5f-4a1c-4565-afbd-ea5dd284e13c,JAF-001,1
d4378ff5-954b-45a5-98e5-581fc6c769f0,bd16c497-ef98-49d3-903a-2ae60bae20ac,JAF-003,2
bf00a2ab-f82a-496e-9134-5703335b9efb,bd16c497-ef98-49d3-903a-2ae60bae20ac,BEV-001,3
530536f7-f8a9-43c2-bbeb-53e39c65aa1e,c068cb30-3bdf-4c83-b234-e0255e624ae2,JAF-002,3
4f974da6-8c70-46dd-aee0-0f92e5a7e1fc,a70ecf39-e330-468f-af69-33c2ab9ac069,BEV-003,0
745a3d99-16ae-412c-9c28-77813cdb4614,a70ecf39-e330-468f-af69-33c2ab9ac069,BEV-002,0
b73c8baa-d1b1-43e1-b879-7c9f29da9836,a70ecf39-e330-468f-af69-33c2ab9ac069,JAF-005,2
79ccefa5-8a23-4102-b8ad-0d60707ed590,c2fe7d01-fd75-433e-a474-94807ca5d91e,JAF-004,2
da410cda-02ef-4276-9053-42ca64856808,5e6eb2ea-65e8-41a2-85f5-ac12c2c1d070,JAF-005,1
c34beb29-c68f-4990-a406-b427fc7a9b73,7637e032-db53-4047-bc7f-e036a9d6384f,BEV-005,1
b4010da0-bf85-4447-a0eb-668ad219f47b,22148f4a-d543-4903-beab-d931e08588bd,BEV-002,1
c16c57ec-7ab9-4de3-a505-6da1055e012f,22148f4a-d543-4903-beab-d931e08588bd,JAF-002,1
b7e1d332-a3e3-436f-9b04-8c23139d8f8c,22148f4a-d543-4903-beab-d931e08588bd,JAF-005,1
78f893d1-1aad-4aeb-ba1c-ab44469a6507,22148f4a-d543-4903-beab-d931e08588bd,BEV-003,2
f4630589-44da-424c-904a-7b0db001c93e,7e7165c6-304f-4b74-8e44-24d78b2a0afb,JAF-003,2
8a61806c-1937-4a8d-8a61-a8a9a63933a2,7e7165c6-304f-4b74-8e44-24d78b2a0afb,BEV-003,1
9a52bd09-57df-4534-8cf0-4a3d44b04b60,5cc2b8ec-4fbe-4bd2-93cf-d34589298f1d,JAF-002,2
de6a2c97-f042-4415-b870-1d2058ecf4a5,5cc2b8ec-4fbe-4bd2-93cf-d34589298f1d,JAF-003,2
98de803f-5ffb-47a9-8e78-3d67c010d702,5cc2b8ec-4fbe-4bd2-93cf-d34589298f1d,JAF-004,3
4804d601-2c9e-4098-b08b-77b55a064466,296b878e-4c33-41ec-ac5d-ba1bcd6256f6,JAF-005,1
299f2f47-a8eb-4266-9528-678166507b78,296b878e-4c33-41ec-ac5d-ba1bcd6256f6,JAF-005,1
d921d8f9-5be6-4a92-ba01-18750f852bca,8d022f3b-5d9a-4b8f-9978-6b572d0c8c9b,JAF-001,1
a2bbe2a5-f4c7-49d1-8103-93411a499607,3752dccc-ec22-4f74-ac77-45623cc6333a,JAF-002,1
53cd6a4d-39cf-48ed-ab17-92b6d4cc2d40,3752dccc-ec22-4f74-ac77-45623cc6333a,JAF-005,1
e9423f05-388b-442b-9ea5-b5dd68356e68,5c3acd00-eab1-4a87-bd85-9d7861a06f39,JAF-004,1
e44eca53-58e9-42cf-be3a-706d99b4fa75,5c3acd00-eab1-4a87-bd85-9d7861a06f39,BEV-004,1
0c594c47-e83d-4034-ab77-a7aa09844af4,5c3acd00-eab1-4a87-bd85-9d7861a06f39,JAF-005,2
22bc65a7-d3c3-47a5-af0d-9a8adcf7ea68,ecff6641-ad73-4574-9784-20af0b2ca887,BEV-005,1
afc31f08-f32c-49f3-9f8a-a18e1f911ae0,ecff6641-ad73-4574-9784-20af0b2ca887,JAF-003,1
c7c1ba60-57df-4dc8-9abb-73a216a3f720,ecff6641-ad73-4574-9784-20af0b2ca887,BEV-001,1
be944926-4b5e-4870-a03c-84fe1753f0fa,7d8ab389-0f22-4008-a9fe-38192ddbc1ad,JAF-005,1
64f83385-cb14-4763-8f81-3148cdefd62a,04bf62a4-9a96-44c1-90f1-b1e522abd86d,BEV-004,2
0ed438a4-ade8-4dad-8c44-a9e5e6fc8df6,36aecdd5-12ce-4c4f-a3bf-5816f6f88f02,BEV-002,1
f0a50128-560d-4818-9f98-b653946f3204,36aecdd5-12ce-4c4f-a3bf-5816f6f88f02,BEV-004,1
4e137b0f-eeef-4eac-b11b-3e0536c5fca0,ebb8325a-a012-434e-b2a8-49091d63f2df,BEV-004,2
0bf66fc4-476b-4c95-a483-f64a37dad208,4c9dcdb7-48d0-4ac6-bc73-7c77243dfe17,JAF-001,1
2af83653-d7ce-40dc-b4cb-850c7a32f88c,4c9dcdb7-48d0-4ac6-bc73-7c77243dfe17,BEV-001,2
93d95ad0-d8ad-4493-9d63-a798e9327cf4,4c9dcdb7-48d0-4ac6-bc73-7c77243dfe17,JAF-001,2
93fc7498-8de2-4e55-8fe5-b591feb8ca57,4c9dcdb7-48d0-4ac6-bc73-7c77243dfe17,JAF-002,1
c36a6964-64e6-4ab0-9f50-b8be3fd8e05a,b97fc5a0-8e84-4952-a547-79373dea5b82,JAF-004,2
123b451f-dedb-44d3-a8ac-1a173e3d4fd4,456ac74c-fac3-4348-bbe4-8705911e25d2,BEV-004,2
ee7e9c56-1dd5-459e-b4ee-37aaf401792b,456ac74c-fac3-4348-bbe4-8705911e25d2,JAF-004,1
5f7566ac-443e-415d-9c1f-f6bf9dd4e332,52fa26c4-806c-431a-be3f-52c21f148c57,BEV-004,1
4c79e783-86ad-489b-bde7-8de4816bb73c,c6c8ea5c-5287-40f9-8283-92b18321ddc7,BEV-005,1
f996f88d-4e8b-4ef6-9f74-c266ae7c689f,bec99671-96da-4e99-bf34-c84308eccf4d,JAF-004,1
da899324-c970-46bf-851e-330bd427255e,bec99671-96da-4e99-bf34-c84308eccf4d,JAF-004,1
8db19d0e-7a58-4e33-aabd-cea3ce1e7c82,c0ff5a31-45fa-4e5e-ac4f-abfba27a8ddd,BEV-002,2
10ad2028-8970-4ddd-8293-e135a7f88ce8,c0ff5a31-45fa-4e5e-ac4f-abfba27a8ddd,BEV-001,1
c054cf30-d8b0-42be-808f-664ec02999fc,1356c050-43f1-4fc2-8e7f-95d2311e2566,BEV-001,1
141c4000-afe8-4618-a61e-dd870e08fe16,504312de-06b3-429d-a3ef-f6cae965a1ae,BEV-003,1
afe9ff21-d70c-4fae-85d5-6740d818c54a,194ca19c-e0e2-4474-8ad1-505f33fd466e,JAF-004,1
a7a110d8-19f6-4087-b0f5-396afdcf6396,194ca19c-e0e2-4474-8ad1-505f33fd466e,JAF-003,1
b6631694-c93e-4d10-b580-c3ab17f2277e,194ca19c-e0e2-4474-8ad1-505f33fd466e,JAF-004,1
6b76419d-78c9-49b7-a678-09f044303495,b34a96fd-588c-4766-8e4a-67b12a63e930,BEV-002,3
466abc13-d843-414c-97b0-e961b902aa31,40eaacdb-b8d1-402e-bd0c-31c2cfd98af5,JAF-003,2
1b5aaedf-bb1b-48f4-9bdc-1d90bc6b0c28,c69cd275-0b62-4dec-bd56-1ed2dc6231cb,BEV-003,1
2e168030-ac4f-4176-9c29-8c9f5ffb112a,365645cb-e937-4081-a7ef-cd43ce2a9c58,JAF-003,1
05825839-61a4-40c5-811d-ed926b16fac1,365645cb-e937-4081-a7ef-cd43ce2a9c58,JAF-005,1
212477ec-6166-4ac7-8d14-e8522d02108a,b0a923c0-e7ed-4eec-8ab7-7a2a7ab607d8,JAF-003,1
e9dd0040-d410-4e12-953d-dffadc09ea4e,d43a4684-27d0-48e8-9c3d-e7a4d2dea0d0,BEV-005,1
ed5a8a6c-beeb-4b39-9dc0-2870b20fb18a,52d0bfeb-deb1-4b96-9f87-aca69019f418,JAF-001,1
aeab17c0-91eb-4e93-90d7-3ef02f0bc18e,52d0bfeb-deb1-4b96-9f87-aca69019f418,BEV-005,2
74dd591d-e93a-4b9f-8f88-fb7ec782a9fe,6c7eeea1-42c4-472f-93f1-4c102f4c8a42,JAF-003,3
47cf64ac-f4db-454e-8627-826e80c4b043,6c7eeea1-42c4-472f-93f1-4c102f4c8a42,BEV-002,1
04b3e6c1-574b-4fb3-814c-4fc17e5b2159,6c7eeea1-42c4-472f-93f1-4c102f4c8a42,BEV-002,1
7cf21475-04e7-4078-9a8d-ca7f98316573,7aa7557e-b7c1-4010-b3dd-00041559d985,BEV-003,2
1200a7c4-56be-4513-8ddf-2ab2346eec2d,7aa7557e-b7c1-4010-b3dd-00041559d985,JAF-003,1
e95aeeef-1afd-4ee0-bc68-c737cb4c8055,7aa7557e-b7c1-4010-b3dd-00041559d985,JAF-004,1
0eb224cf-9331-4106-8127-e6ed57e19a2b,082b092e-ea08-46b9-a790-331b2570a028,JAF-001,1
786f89ce-c6a8-422c-b296-fbd5c491a54f,082b092e-ea08-46b9-a790-331b2570a028,JAF-004,1
1eb8b47f-2b6b-4a05-ac09-3e1b04b1cdc1,082b092e-ea08-46b9-a790-331b2570a028,JAF-004,1
be5b902e-d270-4178-99d2-8bb7d2a867a7,1364185c-4197-492e-b783-e0bfe2830688,BEV-003,1
428e58e3-a090-43d7-9d30-100ed19419ed,1364185c-4197-492e-b783-e0bfe2830688,JAF-002,1
828350e8-bc03-44bc-9193-f28a550fc45e,1364185c-4197-492e-b783-e0bfe2830688,JAF-002,1
cab99058-d6e8-4e3e-b9a6-6a236b9f3bb5,1364185c-4197-492e-b783-e0bfe2830688,JAF-001,3
e7a40370-17a7-4d6d-a4a5-0304b6ed0eac,f8c488d3-905c-4f3b-8aa2-c72a0d286545,JAF-005,3
c1305fd1-a2de-4247-bbab-0ddb248bc41d,f8c488d3-905c-4f3b-8aa2-c72a0d286545,BEV-002,1
51a674b0-ccbd-498d-83d7-5956dc0a9c07,f8c488d3-905c-4f3b-8aa2-c72a0d286545,BEV-004,1
e0c5c87d-62f0-41e9-a8c7-df748ec511f3,4d72029f-e54a-4700-9ca9-886d70a61473,BEV-003,1
6f0bdeeb-3f3a-4243-bc12-aa4f00a64173,78890314-c817-441a-9d99-fa5a898946df,BEV-002,1
1147732a-8bf3-4ee2-8c89-612fb842c649,0daaa700-d9e3-4933-ae72-eb4a16b4126b,JAF-002,1
89e3a6fc-e0d4-4c8b-9ecb-02db2707d214,0daaa700-d9e3-4933-ae72-eb4a16b4126b,JAF-005,2
3c38f389-1df0-43ab-b4d0-3fc44f93ed1b,5a52e690-910c-4c48-b899-2c394a251ae2,JAF-003,1
85a5114a-8b90-441b-abb9-6c92536986ab,b2cf341a-0f5b-4067-8238-ab1c784f8efc,JAF-003,1
73472fb8-e85c-4209-9412-f1023be3d0c6,b2cf341a-0f5b-4067-8238-ab1c784f8efc,BEV-005,1
6f60817d-9349-417b-b957-2310cf96660d,8bab8c87-17b5-4a8f-b5d4-cbdd4b1bcdad,JAF-005,2
d76daf9e-b0d0-4a39-9fdb-f2ab32dd55c0,8bab8c87-17b5-4a8f-b5d4-cbdd4b1bcdad,BEV-004,2
3c4226bd-80a8-4454-bb89-2e8875ab371a,ab904450-37b2-4047-a683-419366f27ccc,BEV-003,1
f02bc4ad-fe01-4739-9ff6-7ba4af135c45,ab904450-37b2-4047-a683-419366f27ccc,BEV-005,1
96c8fccc-ab51-4319-b69d-c5d3e7a568ae,194a860c-b8b8-4287-8b02-98e33fd64428,BEV-005,1
4cd5636d-a945-4bc7-85bb-481effee3383,194a860c-b8b8-4287-8b02-98e33fd64428,BEV-003,1
a92d56a6-b710-4077-abe0-c12d087b1470,194a860c-b8b8-4287-8b02-98e33fd64428,BEV-004,1
7bd16e78-97e7-47b3-be11-9374267c4cd3,194a860c-b8b8-4287-8b02-98e33fd64428,JAF-005,1
a8688eeb-8e7d-454a-b7b0-9a68dc5dcd0c,83c04fbb-085c-4571-b985-347d34c0323f,BEV-004,2
e0d042d4-ebd3-4f5b-b647-51f872f0595c,30541e37-49d6-498f-9032-9c5ce536c487,JAF-003,2
33527331-a375-4001-8218-f4f2f30fae42,30541e37-49d6-498f-9032-9c5ce536c487,JAF-005,1
3f6f7b39-36cb-4387-afaa-896357d8251a,1fbdefd3-86ae-4fb8-91bc-1b0b71c8dd3c,BEV-004,1
2c804696-d6cc-41ed-98c6-54178e4c2411,0b89c99f-cd85-4cf2-a228-4396e1a32bf6,BEV-003,1
1f204685-f953-432b-8979-13f85ee1b179,0b89c99f-cd85-4cf2-a228-4396e1a32bf6,BEV-005,1
0269b63f-68d6-4067-9163-c9ae80b4079e,0b89c99f-cd85-4cf2-a228-4396e1a32bf6,JAF-003,1
6f4aa7ec-7ea1-4236-9c19-73a74501bfc3,916a0b7f-b83c-44a0-83f4-5c75bf636fe4,JAF-005,3
774d7845-ea4e-47a4-9807-d188ff3a6e6e,31828692-eea3-4f4f-b26a-b8f7a58bd745,JAF-004,2
25561c38-fda9-47cf-aee0-31d51477cbeb,7037286b-820b-478b-acee-2756ecbca9a5,JAF-001,3
2a122dce-9e9a-42ea-9508-d37e73e1467c,7037286b-820b-478b-acee-2756ecbca9a5,BEV-002,1
ad9f1f07-69bb-4ac5-8700-d9b2de6670e5,7037286b-820b-478b-acee-2756ecbca9a5,JAF-002,2
896eaae6-23cd-442d-9bad-bf524e64b182,bccd340a-3257-438b-b829-f283e5fbcdd0,JAF-004,2
5db29f0e-7996-4060-a8f3-dadbcb0d1618,bccd340a-3257-438b-b829-f283e5fbcdd0,BEV-004,2
a584c3ef-9684-4fcf-aa93-cef69262748f,85210da6-23af-429b-bf02-5583dcee6d6e,BEV-003,2
1cd6e60c-5df8-4720-911f-429f7783c3eb,85210da6-23af-429b-bf02-5583dcee6d6e,BEV-003,1
137c1475-b1a9-4f9c-8e28-4c7025b20b6c,85210da6-23af-429b-bf02-5583dcee6d6e,JAF-004,1
e69ee79e-e77e-49ea-a435-876f41ab6b57,0dbb0d51-a813-4a87-a80a-b7d9c6d59249,BEV-004,1
a8b551e9-6b96-4ad0-ba99-3152be6ad70d,0dbb0d51-a813-4a87-a80a-b7d9c6d59249,JAF-003,1
db2e4bc2-90a9-4693-a080-45a4363793ba,fbb8cfb3-761f-484b-9dac-19994b711257,BEV-001,2
cd95df31-d7d7-497b-a34f-ff9fed734fdf,fbb8cfb3-761f-484b-9dac-19994b711257,BEV-003,1
c3398f74-bb78-4acb-b444-a11bace9d261,3da5bc65-7073-4fc9-95ac-d3022f327fa7,BEV-002,1
b3f141d8-d68a-4a7a-8272-d29062ffbdec,a134c737-5bf1-4d67-a6ec-77c021b93e72,BEV-003,1
117179fe-1173-4293-835e-4d70fb1396e8,8a47b3b0-b22e-480c-8b5d-4e059ce1ee0b,JAF-001,1
19f3d377-c355-42b5-9e1c-787cdd44d6b2,8a47b3b0-b22e-480c-8b5d-4e059ce1ee0b,BEV-005,1
7bd14a39-5bdd-4888-a750-f5f535b3f4a4,8a47b3b0-b22e-480c-8b5d-4e059ce1ee0b,JAF-003,1
3ebc077f-d8a0-4763-810e-20d4836c70c4,8a47b3b0-b22e-480c-8b5d-4e059ce1ee0b,BEV-002,1
f553e112-4b60-4760-a6c6-b42ffe781c8e,6a10f4c0-7792-461c-8191-e9527c61f118,JAF-002,3
a24a8221-8eba-4775-af3c-df7d97d63849,6a10f4c0-7792-461c-8191-e9527c61f118,BEV-001,3
52798751-c892-4ddb-95b0-740aee2d6c34,6a10f4c0-7792-461c-8191-e9527c61f118,BEV-003,2
a31cb775-6b1c-4cd0-af8b-e6ac4a79d3bb,906142b4-8809-4392-b6da-549e5e7a6ca6,BEV-001,1
5ac8bd33-1430-46af-be3d-78892f1ebc6e,2ef75b73-2777-4258-b374-990ff89a202d,BEV-005,1
1d4a22c2-e717-47d3-88b4-95df1915cc97,4845022d-e469-40a3-82c5-211fa41f5e2b,JAF-003,1
5ea9da90-d45e-4683-9f98-e45081e5b5b2,4845022d-e469-40a3-82c5-211fa41f5e2b,BEV-004,1
bba3e3a2-67f4-4c8c-8327-3bd6d1c85d72,4845022d-e469-40a3-82c5-211fa41f5e2b,BEV-002,1
ca828cdc-cd89-4402-87f6-d7e50aad01d7,11be58d6-be31-4f4b-9624-ee27ccd4eda7,JAF-005,1
82aeec6c-6b17-46fe-b9b6-ab0fc1dc3fde,70f436f2-c635-4b2d-af17-fe24f197f054,JAF-001,2
42e5ba72-b72d-4015-8f6b-600fbdc2d156,70f436f2-c635-4b2d-af17-fe24f197f054,BEV-002,2
61d33a14-ca12-4fef-8f53-a6f652060d0f,ba5508e9-aa32-4144-9e62-e5f367210d63,JAF-005,3
6201d8ef-317e-48de-8fc5-2463e561deaa,a107a224-2171-45ad-b4a8-54a1b725a6de,BEV-004,1
f100fc22-c5b2-48a3-b0ee-3ec92dff8a0f,e91c3bc0-3305-4ff9-bdb9-3be6719d7062,BEV-004,1
76f88e5d-f41c-4f89-bb71-60e12090a5bc,e91c3bc0-3305-4ff9-bdb9-3be6719d7062,BEV-005,1
33d0bb0a-d87a-41f6-857f-1d66d720bb92,f90a0b36-9d80-45f2-bebe-538842626d3f,BEV-002,1
41410f2f-c4f7-4fa5-a0d1-12cfdc594e65,f90a0b36-9d80-45f2-bebe-538842626d3f,BEV-003,1
495b2394-3711-43b3-aa5a-ab1a0bad9bef,341ad07c-3ec3-4c30-9c46-e42183353786,BEV-003,3
a5927d7d-2445-4b7e-8695-d4759317c672,399df822-71a9-41bd-80ef-d4174e833b70,JAF-002,2
0684b476-e3ea-4c59-a555-cd1266228858,399df822-71a9-41bd-80ef-d4174e833b70,JAF-002,1
9abb9494-4304-4557-ac58-f1e92c926555,399df822-71a9-41bd-80ef-d4174e833b70,JAF-002,1
34b53fd9-c99b-4e32-840d-8e9138c600ee,399df822-71a9-41bd-80ef-d4174e833b70,BEV-004,1
0c42b187-3988-4d4c-a1ed-07b9c63d862b,3057e087-9e4d-4c6c-a8ea-d3e4264733ce,JAF-003,2
3add53c9-d435-4fb8-b35b-be3b09903eb1,3057e087-9e4d-4c6c-a8ea-d3e4264733ce,BEV-001,2
ef2fbaa2-ce1e-4710-ac2c-93425698dafb,52d483b5-7781-4f85-bc5b-c39ef1ab3178,BEV-004,1
0e45cfb1-e4b9-41b4-af1d-a2a7269f1c7a,a70c6745-5f86-4fe2-af67-74bcc3ddaa6b,JAF-002,1
2bbe6954-e0e1-4d41-9e13-b1d0ea5f007f,a70c6745-5f86-4fe2-af67-74bcc3ddaa6b,BEV-002,2
806953a7-5321-40f0-98ee-56d04d977390,5a55298f-02c2-45ae-b8a1-b0140dcbc1ed,BEV-004,1
e956b63a-cdff-49c7-b4f0-72283aaf929a,5a55298f-02c2-45ae-b8a1-b0140dcbc1ed,BEV-003,1
693d7a48-4054-43b6-b6b1-fdde5b2ca5c7,5a55298f-02c2-45ae-b8a1-b0140dcbc1ed,BEV-005,3
d9780aef-8fcd-4d95-9094-7b68e4a13956,3d2de827-ec68-4762-afb4-d902b26c8198,JAF-003,2
884ccf2c-7e81-4e1a-a8d2-43d73be4cf18,3d2de827-ec68-4762-afb4-d902b26c8198,BEV-001,1
e40dc07d-cc1d-41aa-8842-3533d2d577c0,74999c13-4f36-421b-a751-cd83d2b525fd,JAF-002,1
59423a4d-76b7-4d9e-8197-c3e04d32f042,74999c13-4f36-421b-a751-cd83d2b525fd,BEV-002,1
ca091fe9-9684-439d-bf0a-e3bf7b67b1ad,74999c13-4f36-421b-a751-cd83d2b525fd,BEV-005,3
52ba52ec-91e3-450c-a5e7-f7cb87b87204,74999c13-4f36-421b-a751-cd83d2b525fd,JAF-001,2
7bef71b2-9803-482e-8eb7-55d626beda01,3ff7ca1d-96e5-4e12-9f39-1502d1dcd7a2,BEV-005,1
acde28de-df10-4582-86b8-b64a17bcc783,3ff7ca1d-96e5-4e12-9f39-1502d1dcd7a2,JAF-005,1
b39fba6e-56c9-4919-b7c7-f6d9fd162b8d,c0049166-08e9-4a24-9661-9f666b8d2497,JAF-001,2
d5304151-a6c6-4678-be86-1cacbe5066dc,c0049166-08e9-4a24-9661-9f666b8d2497,BEV-003,1
0658c5f3-fd8d-47a6-b8e2-1299863c67e7,c0049166-08e9-4a24-9661-9f666b8d2497,BEV-001,1
cc6d0d23-a327-4c84-ab2b-b4b782b18d80,6ce6bc85-eb3e-4153-97c3-4b0d335b04d4,BEV-001,3
57e1db6d-b2f1-4610-822d-7b84ce158730,6ce6bc85-eb3e-4153-97c3-4b0d335b04d4,BEV-004,2
3a6f8cb5-659c-4cb8-9cb2-0e72229ba16a,2bfc360f-2cb9-4292-84a5-ffefa601ca6f,JAF-004,1
56db810c-de19-4d6f-88de-6e499b96b6be,2bfc360f-2cb9-4292-84a5-ffefa601ca6f,BEV-002,1
12b3da63-462b-4462-9bac-28ce313649ba,9f77f8fe-74fd-4a16-8652-2ae9a3ce84e0,JAF-002,1
29ae2979-bb7e-429c-9565-7dcef69fa8d9,da6cd6b4-e263-4a19-8768-b07092a9678f,JAF-004,1
2db9139b-3583-43af-b9a7-febbfd474ca5,da6cd6b4-e263-4a19-8768-b07092a9678f,JAF-999-DELISTED,2
7de9e048-1938-4b47-a77f-d4fdc2df5aa2,9edaad75-ddad-4c58-98fb-fbd712187698,JAF-003,1
c3ed5561-2168-432b-a108-ec660e5898de,161a92b0-b169-4277-998a-e3ee7326ca7d,JAF-002,1
90cbf036-0eb9-4f68-97a0-03bcbd6beae7,5da041b8-4f0e-47cd-9b35-71ccd42cea4b,JAF-001,1
69aec2c1-7981-40e2-9daf-857510d32a1e,5da041b8-4f0e-47cd-9b35-71ccd42cea4b,JAF-005,1
09b76e3e-e148-4453-bc4b-e0278e378978,02f664c5-c4a9-4f88-a4d0-00661e3f59f0,JAF-001,1
6cb4dd6b-21b2-4a32-9d05-876cf5e19bb8,02f664c5-c4a9-4f88-a4d0-00661e3f59f0,JAF-004,2
cd933727-956c-437c-90cc-4f56353b91cd,426e9496-0d9b-4ec0-913a-4108bd656afc,JAF-001,1
408ff5eb-10b9-483f-be7e-f1c65f408fc4,426e9496-0d9b-4ec0-913a-4108bd656afc,JAF-001,1
f8821d29-041b-4161-9aef-9a0c2c3b16a3,2abff4b0-e984-4825-9dbb-041748658c58,BEV-001,1
44df5eb9-f68f-41f6-a315-cb59b7a76da3,2abff4b0-e984-4825-9dbb-041748658c58,JAF-002,3
0befa116-18fd-44be-a6c2-6f4ec0b959b4,61ebc732-cd73-4840-82eb-44cf9620d4a0,JAF-003,2
a89030bf-9d1c-44e0-adb1-1f500a6e2e5f,61ebc732-cd73-4840-82eb-44cf9620d4a0,JAF-001,1
9129bb0c-aae0-4705-98f4-52be596c57e1,eb7bec9d-8d4c-4827-8789-32dc4c72b9c3,BEV-003,1
3b603f32-9d4a-4dbf-93a4-d3dbe07ac7ba,4bcc1d9c-973e-434f-8e8b-23fed6a507cf,JAF-001,1
61a25b31-1784-4a0d-bf31-d8dec2097255,4bcc1d9c-973e-434f-8e8b-23fed6a507cf,BEV-001,2
75e1f636-4126-4567-a5d3-b379be0da7c3,3d583b68-3c06-45fa-9d7a-dc981d4b43e3,JAF-005,3
f6b84f5e-a48d-4ea4-b13b-afcaac31f9f0,baae83e2-c156-423c-acbc-a55468c57f84,JAF-001,3
d634c2a8-7801-40ca-a0a2-ddb2467f4a74,cab7e495-5783-4e63-a400-53ab350674c1,BEV-005,1
fb376466-424d-41d6-828f-d71096278c0f,e8c78ed3-12f2-482d-9dd5-3e0f686842a0,BEV-005,0
