id,code,initial_balance_cents,current_balance_cents,purchased_by_customer_id,issued_at,expires_at,status
b31fe97f-480f-40d7-8abc-08f5d19432f1,GC-6818CR8NRV,5000,4155,187d49e0-634f-4e10-a10c-3b0be7408be0,2025-11-15T16:49:25,2027-11-15T16:49:25,active
36af7866-b647-4c22-af6d-1e1ca3e640b8,GC-TJUCSP3M4X,2500,36,5bc5dd9e-3670-4c84-be25-41eace68a711,2026-06-25T16:49:25,2028-06-24T16:49:25,active
7357f257-2b52-49a3-9c2e-27d135ef8241,GC-I6L34NZIYG,10000,6361,,2025-06-30T16:49:25,2027-06-30T16:49:25,active
2992ac93-01d6-46ef-a95f-6f0fb15525aa,GC-USQHDYO19Z,1000,421,80617fda-335d-411d-aed3-ca3917a8cff2,2025-08-28T16:49:25,2027-08-28T16:49:25,active
3e4c7e52-5f5b-496e-a199-fe1f74bb6fa8,GC-I36I2FK9CH,5000,1601,,2026-07-30T16:49:25,2028-07-29T16:49:25,active
d0b84012-928d-46fd-a2ba-7466b1b5f324,GC-M1NWR4CXW9,2500,508,cfefbf12-9a5a-4d61-a708-d92f785af097,2025-10-12T16:49:25,2027-10-12T16:49:25,active
4a2558e6-2c41-4dc4-bedc-9ab91eda889c,GC-K7TGRMU2Y9,2500,2500,,2026-01-21T16:49:25,2028-01-21T16:49:25,active
7ce43486-fbbc-485e-90ac-42706c4765d0,GC-4MBM4ZDBO9,10000,10000,103fcba9-e7d7-4b76-b162-0fc8a31cfa6b,2025-05-13T16:49:25,2027-05-13T16:49:25,active
f4bc584f-ca1c-4e38-af5a-7f942cd8dec3,GC-ZZZY1II131,1000,1000,352810e9-e0fe-4062-a808-83f47ad5f4d4,2025-09-12T16:49:25,2027-09-12T16:49:25,active
f9dcd8f9-ae23-44e9-b7a2-065594b9a583,GC-BJ1GC6NSY7,2500,2500,0abcb3b4-7e1c-4638-a21c-af1df3702f27,2026-05-30T16:49:25,2028-05-29T16:49:25,active
60e75eb3-b4f1-428d-b8dc-1200ca020438,GC-MB34D9ZE5W,1000,1000,e83c866a-6830-4488-8842-ce77146d8d41,2026-05-19T16:49:25,2028-05-18T16:49:25,active
cc4869c8-3d6d-4c78-8656-faefca96f4c8,GC-MBE877AAM2,5000,5000,,2025-12-26T16:49:25,2027-12-26T16:49:25,active
7c35481c-6fa9-4fa6-805c-197e2b17cad0,GC-V42AGI537F,2500,2500,e648e7c1-b5f5-4d67-b78c-7d41956f4eaf,2025-09-23T16:49:25,2027-09-23T16:49:25,active
c8f5e276-89f4-483f-96e0-8f924aef661e,GC-2Y4O8EK54A,2500,2500,102e02b0-7f44-4058-881f-7896edc964b2,2025-09-15T16:49:25,2027-09-15T16:49:25,active
1d4d8aa1-433b-403d-b700-30e83dfc6245,GC-5EU41QFB15,5000,5000,,2026-05-24T16:49:25,2028-05-23T16:49:25,active
d004e0f8-00ba-49d9-b994-ae8d5887420a,GC-7VB1GCS4LY,2500,2500,f9f4d7f7-6884-4f0c-88d9-0d3432a666ca,2026-08-15T16:49:25,2028-08-14T16:49:25,active
c77c6020-3442-4332-aad2-dbb2afcd4a78,GC-EHD33GMY5N,1000,1000,f4c4994a-5a77-4a2f-902b-4f69c22ccee3,2026-04-02T16:49:25,2028-04-01T16:49:25,active
1f2a6e45-60fe-44a0-9cd0-d15f67d2e887,GC-PDS0HQD4IA,5000,5000,2d4e6ed6-f081-4049-b92a-7792dbe97b89,2025-11-27T16:49:25,2027-11-27T16:49:25,active
41bbd3c4-f377-4eb1-ade2-d0775d282b18,GC-54CIKKTXT2,10000,10000,,2025-10-05T16:49:25,2027-10-05T16:49:25,active
ab9cfb0e-58da-4d43-a197-2b8755ece48e,GC-0YXN997DDQ,10000,10000,17e24a9b-119c-4ea7-a53a-bb757c70ad0a,2026-08-13T16:49:25,2028-08-12T16:49:25,active
62955e02-93a3-4b87-ba73-49d5f1562666,GC-1JDSBQ6OKC,1000,1000,,2026-07-05T16:49:25,2028-07-04T16:49:25,active
a8597dbb-694f-4af0-a9a6-053abc887e0c,GC-57AJMXL4VF,1000,1000,4dc2aa9c-8633-4861-b795-5b285cf76a1f,2025-12-09T16:49:25,2027-12-09T16:49:25,active
18a6e318-3da1-462a-a984-844dcc7ed5a6,GC-Q24F6GKQFE,5000,5000,672a02fc-236c-4c57-9ef9-218b783ce0e3,2025-10-11T16:49:25,2027-10-11T16:49:25,active
e82afe66-5d4f-4e30-a5b9-e7d19c5bac35,GC-GYXYRIG1I9,10000,10000,,2025-07-01T16:49:25,2027-07-01T16:49:25,active
c952d5f0-be48-4340-a211-1d3a85e50e5b,GC-V9LUL5AK5A,2500,2500,9ff834d1-4ca0-4dd5-bb53-ea96ad8611bb,2025-05-30T16:49:25,2027-05-30T16:49:25,active
ead03198-2219-4ad9-8665-884e8cbe6eb7,GC-TPKQY2CSMO,10000,10000,84f816bd-12e2-4633-a419-fc80705977e6,2026-01-04T16:49:25,2028-01-04T16:49:25,active
d864f021-16e8-4f58-9bde-189860e5cd08,GC-CTDRJUL3U7,10000,10000,8aff4c2d-48b5-4b85-bf21-20ad95d18b6c,2026-04-09T16:49:25,2028-04-08T16:49:25,active
74d6ae88-cbb4-4c6a-a54c-6ce5abb34966,GC-AJZ4JFCAY3,5000,5000,,2025-07-28T16:49:25,2027-07-28T16:49:25,active
05b9a224-bcc9-4f1c-ac64-ef1b133b972f,GC-UWEFEADGX6,2500,2500,1095b08b-dad8-473d-9ec9-bafeb20e71c9,2025-12-29T16:49:25,2027-12-29T16:49:25,active
89254261-6e91-4349-968c-5f7d97cc035a,GC-QKJM9GAMD1,2500,2500,fa5ae382-e7ab-4d94-bdfc-7d689bc335ab,2026-07-18T16:49:25,2028-07-17T16:49:25,active
498f955f-340d-46cf-adae-072db3652433,GC-Y4Z7JBOTFK,1000,1000,,2025-11-24T16:49:25,2027-11-24T16:49:25,active
9000dc8b-33ca-4379-82b5-99097ec8ae41,GC-UV5LDR1CSA,5000,5000,3cc240f8-bb78-4677-a387-18bb7667c3ea,2026-03-19T16:49:25,2028-03-18T16:49:25,active
fdf287a0-553e-4d0d-a59c-75078e10e7d2,GC-BU9SBEU8OP,2500,2500,a5781cf5-d32e-4370-b0f8-4f229bc0efa4,2025-06-17T16:49:25,2027-06-17T16:49:25,active
886912dc-a9e8-426d-83e8-3cdd3f7c7eb1,GC-YPCQ78TKDB,2500,2500,07ef23e6-1d65-4721-a3ce-889f1c58f021,2025-08-18T16:49:25,2027-08-18T16:49:25,active
17161552-ccc1-4c35-a31f-11cb92504434,GC-OE8TZBL5R1,5000,5000,b0fb926f-1c66-426d-b796-e9d801b13122,2025-12-14T16:49:25,2027-12-14T16:49:25,active
ab6e2c5d-3bcd-448b-9149-075951d275b8,GC-WOJRM48WDY,10000,10000,7e7c62c1-b8a8-4e9a-ab94-81a82d76e3e5,2025-09-10T16:49:25,2027-09-10T16:49:25,active
afb71c6d-08f1-4d80-89de-1405cdaf57c1,GC-6VBHXYWJPP,10000,10000,2f0fa97b-f713-40a9-8e11-3e18580cd97b,2025-10-14T16:49:25,2027-10-14T16:49:25,active
88ad02b2-5dee-48ee-88a9-96c65521e60f,GC-WK2XZGV9LW,1000,1000,05d8d4ba-5569-4f0e-985d-5f63fbfee659,2025-09-22T16:49:25,2027-09-22T16:49:25,active
c84afe2e-2278-45a9-87a3-ff1032cb89ad,GC-I1DQEMQ00I,1000,1000,,2026-05-19T16:49:25,2028-05-18T16:49:25,active
06948534-748b-4de9-b9fe-e88612a93556,GC-IELLIKCHJN,1000,1000,4d97e8a1-7720-4190-b326-dccfa2ec4426,2026-01-23T16:49:25,2028-01-23T16:49:25,active
8b8cde72-b74c-46e2-b81d-43fef2948c6b,GC-R9N52DFRZ0,1000,1000,993cbf30-efef-49e5-b5ad-7aaf3db149a3,2026-02-24T16:49:25,2028-02-24T16:49:25,active
3faac3ba-c500-4eaa-8c7b-6f9029e6c83b,GC-TUCON69MGG,10000,10000,,2026-07-03T16:49:25,2028-07-02T16:49:25,active
73d2b0b3-a62b-4074-8452-120e7afba51c,GC-EGPSO1Z33Q,2500,2500,3eaef1e6-c145-417b-875b-96a83a8a8dc8,2026-01-30T16:49:25,2028-01-30T16:49:25,active
080d2b4a-8002-455f-a37c-41073ec8e110,GC-WXK7JA9H8T,1000,1000,,2025-10-29T16:49:25,2027-10-29T16:49:25,active
bf9c2a14-8eec-44a9-a4d6-739ad881c943,GC-C3KGYJEW0A,5000,5000,e4bced79-6e2c-4b22-a6d5-199ed87ca7ee,2025-10-26T16:49:25,2027-10-26T16:49:25,active
4468c924-6cfd-4b7e-9068-25e5a634b744,GC-Z9RKYFMMMX,5000,5000,6d622f69-5cf8-4eda-b7ff-4f57f0e66237,2026-04-29T16:49:25,2028-04-28T16:49:25,active
8de8e3ff-bca7-4420-b15b-14a8c7025001,GC-YRTIGSATQG,2500,2500,08ed887d-1b8b-4850-a0ef-45b78a04e4d7,2026-06-24T16:49:25,2028-06-23T16:49:25,active
aa0a429b-56c1-43cc-ac1d-6f0c3360bae7,GC-R0JA07VK6H,5000,5000,,2025-11-06T16:49:25,2027-11-06T16:49:25,active
7daf12d3-c8a1-495f-b0c2-784fae9dc612,GC-JQXP2JHTWY,5000,5000,19d5ac88-a8cd-46b8-9f3d-d5ef3a0adfe2,2025-10-01T16:49:25,2027-10-01T16:49:25,active
0dec8b8f-1002-457d-ac3b-da8f3a935b45,GC-2KM38RBS8A,1000,1000,8f054a96-7920-42dc-b286-f6980ea8dbeb,2025-12-05T16:49:25,2027-12-05T16:49:25,active
44d2942e-c880-4e3c-b494-89ac715ed398,GC-DP7TVV70ZB,10000,10000,05f69a50-2703-4591-a792-14e2e5994b43,2026-05-10T16:49:25,2028-05-09T16:49:25,active
1ba699d1-65e3-4fe6-ae96-1a9296b13058,GC-0ITRHX7LI9,5000,5000,32927010-1d7d-4cd9-a500-593804ff0e77,2026-04-05T16:49:25,2028-04-04T16:49:25,active
358b90f2-acfc-4e5a-9111-dc269ce9de00,GC-S46Z2K9KNG,10000,10000,d31efffd-fdc4-4168-ac26-83b67a6c5c47,2026-02-02T16:49:25,2028-02-02T16:49:25,active
90463ea9-107b-4288-aa50-b0be5a5c9ffc,GC-49BMXQMXG9,2500,2500,,2026-07-14T16:49:25,2028-07-13T16:49:25,active
f1ebe505-7a79-4c59-af51-582e24b5b18e,GC-OU6OIBQ7I0,5000,5000,5d59a09d-7696-4e1b-a171-abe3b79fff2d,2025-06-13T16:49:25,2027-06-13T16:49:25,active
9dff516f-7c08-4c86-a974-4bc52ccf3538,GC-BIHVGZYPBW,2500,2500,f419edd5-8bb5-4809-8cfc-599ab209f6da,2025-07-04T16:49:25,2027-07-04T16:49:25,active
11db14bb-2bc4-48a9-9584-7dc3247c167e,GC-YTBFIX1A8R,10000,10000,,2026-03-10T16:49:25,2028-03-09T16:49:25,active
0160c59e-294d-4284-b77c-9f68f9c7799a,GC-Z1O9749W31,1000,1000,1d94038e-346e-4263-a10f-7fa4e5d1179e,2025-10-06T16:49:25,2027-10-06T16:49:25,active
01ba8e24-e6d0-4ce7-968b-27e64a7fe47b,GC-CSJBT041FW,2500,2500,faae2750-9c1c-4c70-96ed-e845374e4e5e,2025-08-26T16:49:25,2027-08-26T16:49:25,active
8ee9e6f9-6514-4c19-b87b-f17a444614e4,GC-QIK9PYZY7W,2500,2500,5e3636fd-a0a7-44c0-96e8-3d906cdbb119,2026-06-11T16:49:25,2028-06-10T16:49:25,active
d020cad9-e097-4f06-b10a-ae95d5392281,GC-UM9UXFYHYL,1000,1000,b0cab1cc-6689-4922-a78f-5c6e1c458cd1,2026-03-22T16:49:25,2028-03-21T16:49:25,active
7e331fc2-90fc-4eb2-a9d5-aad305caadce,GC-871F3O2EZN,10000,10000,f55982fc-a2f7-407d-b845-3b32df0463f7,2026-08-05T16:49:25,2028-08-04T16:49:25,active
9cdbcffd-05d5-423b-ae39-a7f0b9a71226,GC-4X4BPQL2F5,10000,10000,d0c20886-5575-4356-8218-337197faa2fb,2025-08-04T16:49:25,2027-08-04T16:49:25,active
b1113ede-ec9a-4307-9e59-a63f1647e400,GC-M4UEVITMUR,2500,2500,,2025-12-12T16:49:25,2027-12-12T16:49:25,active
ed5ae3e6-c7a5-4af1-a72e-6e1ce5ff20b9,GC-QIWGEFZZAR,10000,10000,,2026-03-20T16:49:25,2028-03-19T16:49:25,active
f0f79dce-47b6-4c10-8c7b-6812507e74dc,GC-1JLODNQ5C5,5000,5000,1d94038e-346e-4263-a10f-7fa4e5d1179e,2025-09-18T16:49:25,2027-09-18T16:49:25,active
49995e76-8275-4f9a-8c11-108cac01c44f,GC-QQR2HC35LF,2500,2500,7c2a3f62-d757-4322-a213-921d7c370838,2025-06-25T16:49:25,2027-06-25T16:49:25,active
c5d24d6f-41b3-4e74-b23d-a2a6a1b7fa9c,GC-UHYYM3ASYV,5000,5000,,2026-07-12T16:49:25,2028-07-11T16:49:25,active
2fb2c8d0-3006-469a-8608-10d65e9042b2,GC-0D2DWMS6V5,1000,1000,28c1b6d1-da1f-4187-98af-4e43f096b00d,2025-06-06T16:49:25,2027-06-06T16:49:25,active
e57c688d-e381-4a6d-9538-a982f17f3e74,GC-QYT2EPCQUX,1000,1000,e7e3f8e8-5e9a-4cea-90ea-8ba71ec98685,2026-05-31T16:49:25,2028-05-30T16:49:25,active
ecd21cda-f523-4bec-9134-2e0b4462dcf6,GC-R047PK06B6,10000,10000,,2025-10-03T16:49:25,2027-10-03T16:49:25,active
1b293890-273c-428a-958d-9f9f839f1657,GC-E417I4MB20,10000,10000,352810e9-e0fe-4062-a808-83f47ad5f4d4,2025-04-24T16:49:25,2027-04-24T16:49:25,active
fc3cdc36-d056-4fe1-8b58-87a1a73273c3,GC-YQ0FOGELDS,1000,1000,,2025-12-01T16:49:25,2027-12-01T16:49:25,active
f66edcd9-98fb-4224-9c7e-e2455df7b28e,GC-SR7GKGDCEW,10000,10000,,2026-03-31T16:49:25,2028-03-30T16:49:25,active
952bfcd7-5646-40d6-9cd4-72c16bcaa0f0,GC-USYYZ7UDZE,5000,5000,9bac4be0-d703-4f1d-a088-1bdb362d3246,2025-05-18T16:49:25,2027-05-18T16:49:25,active
85b490ac-b95f-477d-b16f-6392ce00b87f,GC-WGOUWDL8A2,1000,1000,,2025-06-08T16:49:25,2027-06-08T16:49:25,active
7a200173-3244-45ba-bd2c-915e632cdc94,GC-QVF6GMFQUQ,2500,2500,a7cebb21-0f26-4834-8a09-e3269b21a77b,2026-06-17T16:49:25,2028-06-16T16:49:25,active
be3f62c2-c356-4c54-aa12-a60b2839e8ba,GC-U33RZQG0UT,5000,5000,,2025-09-21T16:49:25,2027-09-21T16:49:25,active
9c9a5532-a16b-48e8-8c03-3d53baadd8ea,GC-T0SUX790QD,1000,1000,a768163c-0781-430b-8703-ce1ce473c762,2026-03-17T16:49:25,2028-03-16T16:49:25,active
d1e3ab30-8f9c-401e-8a5f-95068c912698,GC-4UFD0QICPZ,2500,2500,9094466a-3714-44da-802d-85c2317b80e5,2026-04-27T16:49:25,2028-04-26T16:49:25,active
ea99c0c4-59cf-40a2-876a-2460aad6cbfe,GC-1376AQNCTP,5000,5000,bbfdba43-2871-4e95-84d9-e2ff45960e7d,2025-06-15T16:49:25,2027-06-15T16:49:25,active
7e0ded98-40da-4698-a545-96335692c5b7,GC-2BPEDT6IJE,1000,1000,7c45f68c-bbba-4b82-9457-03de08fe8287,2025-10-07T16:49:25,2027-10-07T16:49:25,active
4e31403c-aca3-468d-af21-e9819a8fc959,GC-G3PLSF4JQB,2500,2500,5b6d3273-0554-4f9d-bc05-2157626c1ad0,2025-04-07T16:49:25,2027-04-07T16:49:25,active
28e396b4-5c84-417d-9f69-af55e6c3b481,GC-QOY1UZMKYN,10000,10000,1a1fa253-a2de-457a-9397-7c6c80d5d589,2026-02-12T16:49:25,2028-02-12T16:49:25,active
92ad3a7c-4691-4785-a573-802c7a42c85e,GC-11OY4YWBRG,10000,10000,2030e11b-f809-402e-8a1e-00aa3cb751da,2025-04-27T16:49:25,2027-04-27T16:49:25,active
7344b9f5-f58a-48e1-97d3-47eeea3caf34,GC-JVKOBZUCEP,1000,1000,,2025-08-19T16:49:25,2027-08-19T16:49:25,active
1fd0ce2a-151a-4ffa-b800-ffafed14ffcd,GC-ISNCZ4PDD2,5000,5000,c9d0d7ff-0b5c-4b60-ac5e-0389909cf62a,2025-12-31T16:49:25,2027-12-31T16:49:25,active
9738a16a-1836-4da6-b68a-78cd39cf5b43,GC-13UYTMBO08,5000,5000,b43ea9dd-823e-4930-9110-31ea0eaa05f3,2025-08-21T16:49:25,2027-08-21T16:49:25,active
74680556-fd4c-4bae-8d85-5321cb9a1252,GC-0K45M441BG,10000,10000,49c4bc11-2495-438d-9b87-3c395574433f,2025-08-06T16:49:25,2027-08-06T16:49:25,active
f5bee97c-2272-484a-bc93-c0b441ac95d0,GC-TA5LAFO4NU,2500,2500,,2026-07-27T16:49:25,2028-07-26T16:49:25,active
2679dfa6-e19f-4828-802a-13a78d9d8237,GC-MGA5M4KVG5,1000,1000,22dc524c-5b2b-4982-a2a7-2a5f5a5b9ca5,2025-08-09T16:49:25,2027-08-09T16:49:25,active
578a0d48-abd7-45c7-abdb-a6dd016957e2,GC-YUU8KTKR7Y,10000,10000,19296d35-a0df-426f-88ed-d3f5323adb8a,2025-05-13T16:49:25,2027-05-13T16:49:25,active
aeceafa7-f6b4-4845-977f-e54c984b3f62,GC-ODWYKNQFOX,2500,2500,36654075-c818-484d-aa9f-b6e8834b1bd5,2025-04-28T16:49:25,2027-04-28T16:49:25,active
f1a76b09-7201-4100-b23a-98d95583845a,GC-QA1A4649DP,5000,5000,,2025-12-15T16:49:25,2027-12-15T16:49:25,active
4a165643-b68b-47ba-a6b4-4a572ce6a170,GC-QJ9RD6IFNE,5000,5000,f9c2b37f-2e88-4008-a277-99f35c4760bf,2025-10-06T16:49:25,2027-10-06T16:49:25,active
9baca2c9-7f56-4ff4-9c67-0aba89cd23ac,GC-FC3VN0PLLU,2500,2500,c2457423-d813-4e9b-8cac-e77de71eef5d,2025-12-18T16:49:25,2027-12-18T16:49:25,active
c935f263-3ff1-431c-957e-2a44a70f710f,GC-LQOSH3KNZN,5000,5000,c710ee81-7487-44d1-b65f-69a898acaf69,2025-07-04T16:49:25,2027-07-04T16:49:25,active
e5fbb45a-b0d0-4724-8125-094785723b34,GC-OYU9571BQT,5000,5000,2e0d6ce4-794d-4494-bd1d-f44dbca8683f,2025-06-26T16:49:25,2027-06-26T16:49:25,active
5a38e442-6dfe-459b-9863-a14b7744a5f7,GC-76RCGXUA5J,10000,10000,4ba2a669-8d0b-4aef-96c0-aae24b7711ff,2026-04-04T16:49:25,2028-04-03T16:49:25,active
e2d47220-2320-4cbc-9317-f9813e940268,GC-YS9X4NHVEY,2500,2500,d85d8387-2b7e-46a9-9f28-dad061a5fc01,2026-03-01T16:49:25,2028-02-29T16:49:25,active
00d64bf6-ee76-40da-b59e-d92562f9cdf3,GC-U8E2HPEB5N,1000,1000,,2026-03-15T16:49:25,2028-03-14T16:49:25,active
7f8eeaeb-c9ac-4fb6-946b-242d28b3e39b,GC-H31AGKD7HT,2500,2500,ab833d6f-87cf-4229-a1f8-707b52a55e5e,2026-03-02T16:49:25,2028-03-01T16:49:25,active
590864d0-e8eb-4985-9e44-6cca510e4f78,GC-8Z28GLGQSC,1000,1000,67d2941c-ef55-4f74-9994-431a09ee14db,2026-02-04T16:49:25,2028-02-04T16:49:25,active
3e8ad393-cb60-4f92-ab84-70bff8dd0eaf,GC-AR81ARP88R,5000,5000,,2025-10-19T16:49:25,2027-10-19T16:49:25,active
9cad86ff-916d-4057-95f3-cf610baf854c,GC-CSKSOQS4YA,5000,5000,7bd64d99-cfe2-4e61-aed9-8b6f3d410468,2026-01-05T16:49:25,2028-01-05T16:49:25,active
4ced9f44-b740-44e4-9a58-3d0ab67e7de9,GC-HUMGO5XS4Y,2500,2500,,2025-12-31T16:49:25,2027-12-31T16:49:25,active
a0a9fd50-99fa-48e5-9126-84fc0c86052a,GC-CFK87DHJET,2500,2500,2949aa7a-85ad-46d1-8409-bf608167f72a,2026-01-04T16:49:25,2028-01-04T16:49:25,active
f4e91352-53e2-4097-9fb4-f53880af4a19,GC-AUNUXZF6ES,1000,1000,,2025-07-16T16:49:25,2027-07-16T16:49:25,active
a7c974a4-275a-46b5-8c76-fe14c8d896f2,GC-I7FY6S8RVS,5000,5000,ffd40778-a37e-453c-81d1-9a769cac4692,2026-03-28T16:49:25,2028-03-27T16:49:25,active
a9be722d-2d82-4d8e-8f5e-0a4f77f78d59,GC-5KXY03DJHI,5000,5000,bb0bc182-b8f7-4f26-b794-dca522dd4cec,2026-01-17T16:49:25,2028-01-17T16:49:25,active
2eae5ec0-f09a-4ddc-a52a-1d1d20cf6aca,GC-XCOAQPLZLT,5000,5000,0db82818-585b-4e3f-9898-2a72727c2e42,2026-06-19T16:49:25,2028-06-18T16:49:25,active
dd062678-e52f-4111-b25d-834c5f4304f9,GC-RJ4873O8L6,2500,2500,,2026-06-02T16:49:25,2028-06-01T16:49:25,active
f0451d9a-4704-41f0-ac7f-dae92e9a57be,GC-5G9RLWT1HK,5000,5000,,2026-06-24T16:49:25,2028-06-23T16:49:25,active
7a01459e-324e-4f1b-aaeb-9896e071d762,GC-E169LX69J4,5000,5000,a59ab98c-fe50-412b-aa83-a693a561092f,2026-01-18T16:49:25,2028-01-18T16:49:25,active
d560db59-36fa-4d4a-b279-fe3821a18949,GC-LX4AIMS5EA,2500,2500,91c5349a-5fb8-43b5-8af3-1b0018617bc3,2025-10-20T16:49:25,2027-10-20T16:49:25,active
e9c39f0f-2394-4f3e-856d-a5b7c1aa0a8d,GC-SFQE2H28SO,1000,1000,14dec3ce-7570-4c3f-af8c-e9c0d74cfcd2,2026-04-24T16:49:25,2028-04-23T16:49:25,active
70e408ec-02b3-45e9-9f77-59ebc75e524b,GC-SFYOTULTG6,5000,5000,090fb913-1317-4169-b150-64e304451d38,2025-12-18T16:49:25,2027-12-18T16:49:25,active
36c7038d-2be2-48ad-9d3d-94f15e005b35,GC-KFF8ZTPCDW,10000,10000,8cef9627-37e9-4bad-a5d7-69f87f291c90,2025-05-17T16:49:25,2027-05-17T16:49:25,active
e4c3184a-f42f-45eb-9de4-97869d116643,GC-JVURTJ58FT,1000,1000,,2026-03-01T16:49:25,2028-02-29T16:49:25,active
a47e2faf-4028-4827-9cab-501ce68e9cb8,GC-441QHKBXIM,5000,5000,,2025-09-15T16:49:25,2027-09-15T16:49:25,active
5f3e4e11-4e00-43ad-9196-011056d08922,GC-5UV1N4663V,1000,1000,96e4788e-210c-4cc9-97f7-b6b855134e0b,2026-02-16T16:49:25,2028-02-16T16:49:25,active
0806fbd4-6d06-4311-8938-91b324554b38,GC-EMUB904LNU,1000,1000,fd9f1577-416e-472f-aad7-7bd5c56293f5,2026-04-10T16:49:25,2028-04-09T16:49:25,active
031cc936-6e98-47ed-91e2-f01c76e6eee2,GC-EQVTG8L22V,1000,1000,,2026-03-03T16:49:25,2028-03-02T16:49:25,active
