id,customer_id,consent_type,granted_at,revoked_at,consent_version
3c42560b-6dbe-4a6d-8a78-44f8f709be9e,78e4ffca-cfe4-42f3-9ef0-98ca1bb8cfa0,marketing_email,2025-08-19T03:44:21,,v2
b9be1896-f134-4777-899f-bc7712c83b7d,341ed9b2-1760-4720-a1b1-42681d273c63,marketing_email,2026-07-23T06:13:30,,v3
752f7e91-fd1e-4cae-8d13-894cf3127372,73d9c423-e9d4-428f-bfaa-b073b2c1f454,analytics_cookies,2025-01-10T08:47:53,,v2
d090a004-bee1-4573-ae02-a89121897035,eefcf9f0-dbd0-4907-a619-121deeb825dc,data_processing,2024-08-06T01:19:20,,v1
d960fae8-46d4-4802-b423-931c152f0a82,902c8ddc-8ba2-42a6-b380-4afc64f50ffc,data_processing,2026-02-06T15:54:58,,v2
3b08ddd4-dc39-4b7b-9dbf-85c19290eef5,5f22d013-c3f9-44a7-aeba-0975da12ffcc,marketing_email,2024-12-05T11:40:11,,v1
7ef31d57-be5e-4efd-9bda-c4140643e49e,58e0c4db-27d0-4c06-9252-c40364b1ae74,sms,2025-04-08T03:42:03,2025-09-10T03:42:03,v1
ba0e7f57-8e57-4dcf-8f37-6a3c0ad26737,9a689679-4c75-46ba-92d3-6b5b0c51a34a,analytics_cookies,2026-05-17T05:13:24,,v1
af670e6d-73b4-4c65-a8c7-362a45bc2044,fd9f1577-416e-472f-aad7-7bd5c56293f5,analytics_cookies,2024-05-01T17:18:37,,v3
c8f24c34-e37e-4ab7-bcaa-3a4e0ea9bb95,ed46daf6-4c46-4af8-a80d-c0cf0b307966,data_processing,2024-05-03T18:30:50,,v3
767ed197-3654-44a7-ac4a-db339fc42ada,701ab460-123c-42eb-bae0-fbe7a111ebd7,analytics_cookies,2025-04-09T18:10:24,,v3
11b28261-b6eb-41ed-ae1a-21250a368c56,254a6b6d-5dcb-4d20-88ce-e2e448935a93,marketing_email,2026-02-15T22:32:08,2026-06-22T22:32:08,v2
cabc5512-56dd-4caf-a13b-47fcf0bfdc48,a48b7707-e594-444f-854e-67d65eb9105d,data_processing,2025-03-11T08:43:54,,v1
55d5c509-8e96-42a9-873b-ee7bc24e815e,ff4e2ef5-4f72-41f4-90ea-4f40665b9f5b,sms,2026-06-19T01:30:52,,v1
cc9a25b2-4765-418b-80de-93b27889e859,5350fafc-45eb-4871-a195-d1cc090f9d9c,marketing_email,2024-11-16T09:48:52,2024-12-05T09:48:52,v1
3047ba8f-7075-45ce-9880-c61a5a473477,72492cee-bfcb-4501-9a63-5afe45f5215a,sms,2024-05-28T17:55:52,,v1
96231035-ecfe-4289-89b1-39b8c27e5b37,5daa5d95-314b-4f5e-8926-8d61c9d4daa1,sms,2026-07-06T11:03:03,,v1
1a43a6c5-46ea-4639-b433-f683bb9ea30b,f14bcc19-681e-43a6-94e0-9748a8455850,data_processing,2025-01-01T22:50:45,,v1
3e63814b-c8d9-4a00-9081-5477a1592fc1,387603c1-d2a6-475e-ab4c-9ba7aa78bb27,sms,2024-04-18T18:14:07,,v3
30674edb-379f-412e-9b0e-1e522f102b00,7863e37d-24c8-4e18-8730-ea7e2a65606d,analytics_cookies,2025-06-21T18:48:55,,v3
c141f986-705f-43c4-8412-911a7eb1104c,cf2dbf35-0461-492d-81bd-a783c553409a,marketing_email,2025-05-11T21:37:43,,v2
c62bb910-40c8-4070-9019-be31168b7a50,86fb0f27-e52e-40a4-8499-5f1610574213,data_processing,2024-04-11T03:52:11,2024-07-28T03:52:11,v3
dc87033d-23f4-4fb8-bf53-fff8d420aee9,b91c4cbb-67d6-4515-b897-dd13e44c1101,marketing_email,2025-12-17T21:22:28,,v1
bff49a51-d286-4d0b-a4dc-94bb4c25be3f,d6ca3f18-6708-4e27-9196-8a2238aba9b0,sms,2025-09-28T07:07:10,,v1
f2e7145b-804d-4c98-8f5e-44877d1d5bb4,71972ade-a5de-461b-aac8-49774ccb1a4a,data_processing,2026-02-11T05:50:28,,v3
2993eb42-b3a0-4113-adcb-2c049fbf47b8,254292b3-d9f3-4b20-be39-1db058d17bb9,analytics_cookies,2025-04-05T12:07:37,2025-07-17T12:07:37,v2
f757899d-90a9-4e69-be27-e51d90d5947a,f3feb7f9-9069-4fd7-be91-3800d1307935,data_processing,2025-04-21T05:39:29,2025-07-05T05:39:29,v2
554f2ae9-b08e-4ded-97be-c2e5c9970ef8,d51ebab3-97b1-482d-9ccd-7368f01000f7,sms,2025-07-15T18:59:04,,v3
52afa1cd-b896-43c9-b9a4-71c4ccd5c709,430e5411-6ed3-439b-93c3-e885b2a37d0f,marketing_email,2025-10-23T20:20:51,,v3
94443192-9581-4f89-9584-73cbcf0d1d5e,3e5dc535-3e67-47d0-8eed-547c7f51e8c9,data_processing,2026-06-24T02:28:59,,v3
47d4c466-1afd-4d6e-8c11-9119eb6b1aff,847d46dd-9721-4351-8bef-5c2292b57d6f,analytics_cookies,2025-02-01T15:26:10,,v1
a19daea1-5fd1-4e27-8b8a-a70c7fe95510,cc6587b9-1ad1-4f99-bb8b-dc23f1621ea6,data_processing,2025-08-30T01:43:36,,v3
065d428e-e55c-49ee-a45b-6d732adb7546,d285a28f-6fa3-4c70-9469-73e7fe1787ae,sms,2025-12-28T03:42:00,,v2
1a5e5ecf-66f2-48b8-8c85-2738a6aba162,13ae1187-ebff-4588-bbf0-db26b1bbb598,marketing_email,2026-01-12T15:21:05,,v1
f5831667-257b-4696-a114-2c8aeae0d7b8,33ab4667-4cdd-435a-875e-305ea36ebc4d,analytics_cookies,2024-08-01T19:22:53,,v3
472498ef-22b3-405e-919b-32933e40b872,d77ac8a9-6445-4f65-9a77-b0fb3abe853d,data_processing,2024-12-26T01:00:31,,v2
d3177a7e-2de0-4d88-8303-c0f861a523bf,a2053515-1d0d-41cb-a47d-485aed398e8b,analytics_cookies,2026-04-10T13:57:02,2026-06-10T13:57:02,v1
2ab096d4-c0ef-4332-896b-cb96d34cc148,8976b896-e0e8-4696-b268-5587e42efaa0,sms,2025-04-09T22:33:55,,v2
04f15cbf-e140-4730-b93d-d7a3c43b6f67,3fa371d4-77dd-4e91-9a2f-86801b001903,data_processing,2026-02-03T09:49:57,,v3
18ca57f5-8fd4-405f-bf2b-68bcac4a7cea,358fc32a-8446-4c62-b4a1-92b145a689e8,marketing_email,2026-01-16T06:23:32,,v3
6b4ef02e-b138-4a0d-b76b-725e39eef528,df8c3dd7-4bc5-4996-98e5-18e7ec0046e9,sms,2024-10-09T19:55:41,,v1
33cac1de-e6cf-4302-9733-a5f44963d6a5,f1c1c41c-e3ac-4d0f-9604-06a648c54aa4,data_processing,2026-04-07T19:18:06,,v2
46314736-2713-4e5d-9462-1d8ebd18ceb0,07571aa5-5581-4cf0-9a68-006051f37c8c,data_processing,2026-05-07T14:56:21,,v3
9fe124b4-83d3-4195-80a0-d92127471f13,d224c314-09b4-49c7-9490-53d3247615d2,marketing_email,2025-03-19T04:45:59,2025-09-07T04:45:59,v1
ba5f15ba-5104-4c2f-9408-75be767d10d8,5dbe3a93-bfd1-48f7-8040-dacc81b641f3,data_processing,2026-07-17T05:33:47,,v3
710d35c5-93d3-49de-a282-97a22de62bb1,a57c96be-0b7a-41c6-bd9a-9330e20c497a,marketing_email,2026-05-24T09:07:35,,v1
8cf7ad7b-2969-4898-ae36-4cdb606d1f43,3455f0ff-3219-4cd9-acd8-091f34518293,analytics_cookies,2026-03-08T20:07:20,,v2
e5b32fd4-e19e-4cd5-af67-af50d88a22a9,11498734-cebc-4784-a055-6bd08a18f1dc,analytics_cookies,2025-08-29T02:51:01,,v1
1c6b4427-0c6d-4874-83dd-9f3087896044,43df30db-068d-40fc-8576-7e2f6e62f2f6,sms,2025-05-29T08:14:55,,v3
ffafc880-a5ba-449b-bee9-189fd6a7b73a,98c7adf1-31bc-45c1-85fb-dbf53b4a53e2,data_processing,2026-05-24T19:17:52,,v3
3787298f-5d5a-4e3c-a9b2-a76802454676,4ed3232e-6117-4b38-9d59-265a217c91cf,sms,2025-02-10T13:34:45,,v1
f3ac28be-6bd4-4ed6-b296-f52f05389cda,13b24541-2c78-41cb-a6b6-e8713ab9a16f,data_processing,2025-04-28T14:37:49,,v1
597687a7-17b6-4f53-9118-c6f8e020cd3c,b745eacd-b8ee-4507-82ff-98d3c4daffc7,marketing_email,2024-05-18T04:43:53,,v2
ee20719f-6fb2-480a-acd1-82657a9b82d6,bd72d373-2261-4193-bee7-41d3bfd08ef1,sms,2024-03-31T04:24:32,,v3
5a4f2620-e8bc-41e5-a360-bc4b802da9eb,44df0dc9-35a6-4159-8141-4a8bf47c0e2b,data_processing,2026-06-18T06:28:26,,v2
b02343b5-748b-4dd7-98a6-1c28ed5a5231,11498734-cebc-4784-a055-6bd08a18f1dc,data_processing,2024-12-24T11:07:03,,v3
aa03bbfa-a871-43ff-bda9-2bb545569305,c710ee81-7487-44d1-b65f-69a898acaf69,sms,2025-12-28T22:20:33,,v1
